1.56.055=розетка=5607.00=3365.00=239,76=18213=2110=1523=30600=79,32=79,32=259,2=573222=3293
1.56.056=розетка=2364.00=1419.00=101,09=7679=889=642=13000=36,88=36,88=109,2=241589=1389
1.56.057=розетка=3369.00=2022.00=144,04=10937=1268=915=18400=47,6=47,6=155,7=344287=1979
1.56.701=розетка=3614.00=2169.00=154,53=14010=1360=982=19800=56,19=56,19=167,1=369299=2481
1.56.703=розетка=884.00=531.00=37,77=3431=332=240=4900=13,72=13,72=40,8=90339=609
1.56.705=розетка=2266.00=1360.00=96,9=8796=853=616=12400=35,6=35,6=104,8=231584=1556
1.56.707=розетка=2227.00=1337.00=95,21=8634=839=605=12200=34,74=34,74=103=227759=1529
1.56.708=розетка=2726.00=1636.00=116,57=10568=1025=741=14900=42,46=42,46=126=278666=1873
1.56.709=розетка=1597.00=959.00=68,26=6194=600=434=8800=24,88=24,88=73,7=163316=1098
1.56.710=розетка=3525.00=2115.00=150,72=13665=1326=957=19300=54,9=54,9=162,9=360177=2421
1.58.001=купол=17101.00=10261.00=731,28=55536=6437=4642=93300=236,03=236,03=790,8=1747621=10042
1.60.001=орнамент=444.00=267.00=18,96=1440=167=121=2500=6,43=6,43=20,4=45317=261
1.60.002=орнамент=488.00=293.00=20,84=1589=183=133=2700=6,86=6,86=22,5=50025=289
1.60.012=орнамент=1210.00=726.00=51,74=3938=455=329=6700=17,15=17,15=55,9=123884=713
1.60.014=орнамент=1118.00=671.00=47,79=3627=421=304=6100=15,86=15,86=51,6=114468=659
1.60.018=орнамент=505.00=303.00=21,59=1647=189=139=2800=7,28=7,28=23,3=51790=299
1.60.026=орнамент=534.00=321.00=22,81=1739=200=146=3000=7,72=7,72=24,6=54733=315
1.60.029=орнамент=1601.00=961.00=68,44=5204=603=435=8800=22,71=22,71=74=163610=940
1.60.033=орнамент=1367.00=821.00=58,42=4445=513=372=7500=19,29=19,29=63,1=139775=803
1.60.039=орнамент=1611.00=967.00=68,87=5239=606=438=8800=22,72=22,72=74,4=164787=947
1.60.040=орнамент=1723.00=1034.00=73,66=5595=649=468=9400=24,44=24,44=79,6=176263=1012
1.60.114=орнамент=1118.00=671.00=47,79=3627=421=304=6100=15,86=15,86=51,6=114468=659
1.61.101=ниша=6437.00=3863.00=275,23=20895=2422=1748=35100=90,9=90,9=297,6=657970=3780
1.61.102=ниша=9862.00=5918.00=421,71=32028=3712=2678=53800=139,36=139,36=455,9=1007847=5793
1.61.110=ниша с полкой=5959.00=3576.00=254,82=19353=2242=1618=32500=84,47=84,47=275,5=609122=3499
1.61.120=ниша с полкой=12169.00=7302.00=520,36=39522=4581=3304=66400=171,94=171,94=562,6=1243550=7146
1.63.003=сандрик=3331.00=1999.00=142,44=10822=1254=905=18200=47,15=47,15=153,9=340461=1956
6.50.701= =371.00=223.00=15,85=1325=157=117=2100=6,87=6,87==37960=254
6.50.702= =770.00=462.00=32,93=2753=328=241=4200=13,72=13,72==78863=526
6.50.703= =624.00=375.00=26,67=2234=265=195=3500=11,17=11,17==63855=426
6.50.704= =1064.00=639.00=45,49=3800=454=333=5900=18,88=18,88==108878=726
6.50.705= =862.00=518.00=36,83=3075=365=270=4800=15,44=15,44==88279=588
6.50.706= =1597.00=959.00=68,26=5700=680=499=8800=28,31=28,31==163316=1091
6.50.708= =665.00=399.00=28,41=2373=283=208=3700=12=12==67975=455
6.50.709= =1463.00=878.00=62,56=5228=628=457=8000=26,16=26,16==149780=998
6.50.719= =1463.00=878.00=62,56=5228=628=457=8000====149780=998
6.51.704= =842.00=506.00=35,99=3006=363=264=4600=15,02=15,02=42,6=86219=574
6.51.705= =568.00=341.00=24,27=2027=246=178=3200=10,31=10,31=29,9=58265=388
6.51.706= =786.00=472.00=33,59=2810=339=247=4400=14,16=14,16==80334=537
6.51.707= =842.00=506.00=35,99=3006=363=264=4600=15,02=15,02=42,6=86219=574
6.51.708= =1064.00=639.00=45,49=3800=461=333=5900=19,31=19,31==108878=726
6.53.702= =665.00=399.00=28,41=2373=290=208=3700=12=12==67975=455
6.53.702= =665.00=399.00=28,41=2373=290=208=3700=12=12==67975=455
6.53.703= =1064.00=639.00=45,49=3800=465=333=5900=19,31=19,31==108878=726
6.53.703= =1064.00=639.00=45,49=3800=465=333=5900=19,31=19,31==108878=726
6.53.704= =1192.00=716.00=50,94=4249=515=373=6500=21,45=21,45==121824=815
6.53.704= =1192.00=716.00=50,94=4249=515=373=6500=21,45=21,45==121824=815
