IE_XML_ID;IE_NAME;IP_PROP142;IP_PROP157;IP_PROP160;IP_PROP446;CV_PRICE_1;IP_PROP670
6007;база 4.13.202;4.13.202;N;ВР001005023;;4282.00;4046
6008;база 4.13.301;4.13.301;N;ВР001005082;;4711.00;4450
6009;база 4.13.302;4.13.302;N;ВР001005083;;5992.00;5661
6010;база 4.17.002;4.17.002;N;ВР002025407;;3699.00;3494
6011;база 4.17.001;4.17.001;N;ВР002025167;;3309.00;3127
6012;капитель 4.51.301;4.51.301;N;ВР001005120;N;1169.00;1106
6013;капитель 4.15.101;4.15.101;N;ВР001004949;;2628.00;2485
6014;капитель 4.15.201;4.15.201;N;ВР001005016;;2336.00;2207
6015;капитель 4.15.301;4.15.301;N;ВР001005076;;3309.00;3127
6016;капитель 4.21.101;4.21.101;N;ВР001022010;;2046.00;1936
6017;капитель 4.21.201;4.21.201;N;ВР001022011;;2046.00;1936
6018;капитель 4.21.301;4.21.301;N;ВР001022012;;2921.00;2759
6019;капитель 4.41.101;4.41.101;N;ВР001004964;;3405.00;3216
6020;капитель 4.41.201;4.41.201;N;ВР001005040;;2250.00;2128
6021;капитель 4.41.301;4.41.301;N;ВР001005097;;2570.00;2429
6022;капитель 4.45.101;4.45.101;N;ВР001004961;;1549.00;1466
6023;капитель 4.45.201;4.45.201;N;ВР001005036;;1026.00;969
6024;капитель 4.45.301;4.45.301;N;ВР001005101;;1169.00;1106
6025;капитель 4.51.101;4.51.101;N;ВР001004980;;880.00;834
6026;капитель 4.51.201;4.51.201;N;ВР001005058;;880.00;834
6027;капитель 4.11.101;4.11.101;N;ВР001004953;;5781.00;5462
6028;капитель 4.11.201;4.11.201;N;ВР001005020;;5139.00;4853
6029;капитель 4.11.301;4.11.301;N;ВР001005080;;7275.00;6872
6030;капитель 4.15.102;4.15.102;N;ВР002025160;;4380.00;4139
6031;регул 4.37.101;4.37.101;N;ВР001004975;;258.00;244
6032;регул 4.07.101;4.07.101;N;ВР001004948;N;258.00;244
6033;мутул 4.05.102;4.05.102;N;ВР001022589;;1315.00;1245
6034;мутул 4.35.102;4.35.102;N;ВР001004988;;393.00;374
6035;мутул 4.35.101;4.35.101;N;ВР001004974;;510.00;483
6036;мутул 4.05.101;4.05.101;N;ВР001004947;;1404.00;1327
6037;модильон 4.08.301;4.08.301;N;ВР001005084;;413.00;390
6038;модильон 4.08.302;4.08.302;N;ВР001022579;;258.00;244
6039;модильон 4.38.301;4.38.301;N;ВР001005106;;258.00;244
6040;модильон 4.38.302;4.38.302;N;ВР001005127;;258.00;244
6041;триглиф 4.36.101;4.36.101;N;ВР001004967;;352.00;335
6042;триглиф 4.06.101;4.06.101;N;ВР001004946;;741.00;702
6043;ствол 4.52.102;4.52.102;N;ВР001004982;;3891.00;3676
6044;ствол 4.52.301;4.52.301;N;ВР001005121;;2921.00;2759
6045;ствол 4.16.101;4.16.101;N;ВР001004950;;15558.00;14693
6046;ствол 4.16.102;4.16.102;N;ВР001004951;;9726.00;9188
6047;ствол 4.16.201;4.16.201;N;ВР001005017;;12644.00;11945
6048;ствол 4.16.202;4.16.202;N;ВР001022042;;11669.00;11021
6049;ствол 4.16.301;4.16.301;N;ВР001005077;;9726.00;9188
6050;ствол 4.22.101;4.22.101;N;ВР001022013;;9726.00;9188
6051;ствол 4.22.102;4.22.102;N;ВР001022039;;8753.00;8269
6052;ствол 4.22.201;4.22.201;N;ВР001022014;;8753.00;8269
6053;ствол 4.22.202;4.22.202;N;ВР001022040;;8753.00;8269
6054;ствол 4.22.301;4.22.301;N;ВР001022015;;8948.00;8454
6055;ствол 4.22.302;4.22.302;N;ВР001022041;;7780.00;7348
6056;ствол 4.42.101;4.42.101;N;ВР001004965;;9416.00;8894
6057;ствол 4.42.201;4.42.201;N;ВР001005041;;7704.00;7275
6058;ствол 4.42.301;4.42.301;N;ВР001005098;;6421.00;6064
6059;ствол 4.46.101;4.46.101;N;ВР001004962;N;4282.00;4046
6060;ствол 4.46.201;4.46.201;N;ВР001005037;;3503.00;3309
6061;ствол 4.46.301;4.46.301;N;ВР001005102;N;2921.00;2759
6062;ствол 4.52.101;4.52.101;N;ВР001004981;N;3891.00;3676
6063;ствол 4.52.201;4.52.201;N;ВР001005059;;3891.00;3676
6064;ствол 4.52.202;4.52.202;N;ВР001005060;;4670.00;4410
6065;ствол 4.52.302;4.52.302;N;ВР001005122;;2336.00;2207
6066;верхний фрагмент ствола 4.16.001;4.16.001;N;ВР002025163;;4282.00;4046
6067;фрагмент ствола 4.16.002;4.16.002;N;ВР002025404;;4380.00;4139
6068;ствол 4.12.301;4.12.301;N;ВР001005081;;21394.00;20205
6069;ствол 4.12.101;4.12.101;N;ВР001004954;;34228.00;32328
6070;ствол 4.12.102;4.12.102;N;ВР001004955;;21394.00;20205
6071;ствол 4.12.202;4.12.202;N;ВР001022043;;25671.00;24246
6072;ствол 4.12.201;4.12.201;N;ВР001005021;N;27812.00;26267
6104;E01.M.290 / Клей Европласт Монтажный 290 мл.;E01.M.290;N;ЧХ002025782;N;498.00;789
6105;E04.U.290 / Клей Европласт универсальный 290 мл.;E04.U.290;N;ЧХ002025783;N;998.00;1 270
6107;E02.S.290 / Клей Европласт стыковочный SMP 290 мл.;E02.S.290;N;ВР099022861;N;1399.00;1 778
6108;карниз 1.50.101;1.50.101;N;ВР001024048;;1450.00;1419
6109;карниз 1.50.101 гибкий;1.50.101;Y;ВР002028661;;2899.00;2838
6110;карниз 1.50.199 гибкий;1.50.199;Y;ВР002028428;;3060.00;2998
6111;карниз 1.50.199;1.50.199;N;ВР002025287;;1531.00;1499
6112;молдинг 1.51.353;1.51.353;N;ВР002025430;;941.00;922
6113;молдинг 1.51.353 гибкий;1.51.353;Y;ВР002028512;;1879.00;1844
6114;молдинг 1.51.356;1.51.356;N;ВР002025479;;1183.00;1158
6115;молдинг 1.51.356 гибкий;1.51.356;Y;ВР002028515;;2364.00;2316
6135;откос 4.88.001;4.88.001;N;ВР002025306;;3407.00;3220
6168;элемент камина 1.64.004;1.64.004;N;ВР002025747;;15832.00;15495
6169;элемент камина 1.64.005;1.64.005;N;ВР002025748;;8030.00;7861
6171;элемент камина 1.64.005;1.64.005;N;ВР002025748;N;8030.00;7861
6172;карниз 1.50.108;1.50.108;N;ВР001023155;N;2802.00;2742
6173;карниз 1.50.161;1.50.161;N;ВР002025141;N;1531.00;1499
6174;карниз 1.50.179;1.50.179;N;ВР002025139;;1473.00;1443
6175;карниз 1.50.189;1.50.189;N;ВР001023817;;1531.00;1499
6176;карниз 1.50.207;1.50.207;N;ВР002025475;;915.00;896
6177;карниз 1.50.274;1.50.274;N;ВР002025532;;1531.00;1499
6178;карниз 1.50.275;1.50.275;N;ВР002025578;;2842.00;2784
6179;молдинг 1.51.346;1.51.346;N;ВР002025133;N;1011.00;991
6180;розетка 1.56.040;1.56.040;N;ВР002025329;;4924.00;4820
6181;розетка 1.56.041;1.56.041;N;ВР002025487;;3421.00;3349
6182;кронштейн 1.19.007;1.19.007;N;ВР002025530;;1135.00;1111
6183;кронштейн 1.19.008;1.19.008;N;ВР002025531;;1891.00;1851
6184;капитель 1.21.008;1.21.008;N;ВР002025694;;1943.00;1902
6185;ствол 1.22.050;1.22.050;N;ВР002025695;N;2864.00;2804
6186;база 1.23.600;1.23.600;N;ВР002025696;;2037.00;1995
6188;карниз 4.91.001;4.91.001;N;ВР002027812;;9262.00;8748
6189;карниз 4.91.004;4.91.004;N;ВР002027810;;12041.00;11375
6194;карниз 1.50.208 гибкий;1.50.208;Y;ВР002028435;N;3060.00;2998
6195;карниз 1.50.204 гибкий;1.50.204;Y;ВР002028433;;1653.00;1622
6196;карниз 1.50.189 гибкий;1.50.189;Y;ВР002028418;;3060.00;2998
6198;замковый камень 4.85.004;4.85.004;N;ВР002027803;;1225.00;1158
6199;замковый камень 4.85.005;4.85.005;N;ВР002027804;;1668.00;1578
6200;карниз 4.91.002;4.91.002;N;ВР002027811;;13893.00;13122
6201;наличник 4.84.005;4.84.005;N;ВР002027802;;2039.00;1925
6202;кронштейн-пьедестал 4.83.003;4.83.003;N;ВР001022064;;586.00;556
6206;молдинг 1.51.359;1.51.359;N;ВР002025485;;710.00;695
6207;карниз 1.50.161 гибкий;1.50.161;Y;ВР002028662;;3060.00;2998
6208;молдинг 1.51.359 гибкий;1.51.359;Y;ВР002028614;;1419.00;1390
6211;наличник 4.84.004;4.84.004;N;ВР002027806;;2651.00;2504
6212;наличник 4.84.006;4.84.006;N;ВР002027805;;4076.00;3852
6213;карниз 4.91.003;4.91.003;N;ВР002027809;;8558.00;8082
6214;карниз 4.91.005;4.91.005;N;ВР002027808;;9170.00;8662
6215;фриз 4.33.302;4.33.302;N;ВР001005116;;2921.00;2759
6216;кронштейн-пьедестал 4.83.002;4.83.002;N;ВР001022063;;703.00;666
6217;фрагмент ствола 4.16.002;4.16.002;N;ВР002025404;;4380.00;4139
6218;фрагмент ствола 4.16.002;4.16.002;N;ВР002025404;;4380.00;4139
6313;молдинг 1.51.346 гибкий;1.51.346;Y;ВР002028722;N;2022.00;1982
6355;угловой элемент 1.52.322;1.52.322;N;ВР002028171;N;850.00;833
6356;угловой элемент 1.52.348;1.52.348;N;ВР002027948;;899.00;882
6357;угловой элемент 1.52.286;1.52.286;N;ВР002028179;;888.00;871
6358;угловой элемент 1.52.287;1.52.287;N;ВР002028178;;943.00;926
6359;карниз 1.50.108 гибкий;1.50.108;Y;ВР002028325;N;5602.00;5484
6362;карниз 1.50.279;1.50.279;N;ВР002028174;;1782.00;1745
6363;карниз 1.50.276;1.50.276;N;ВР002027955;;1524.00;1492
6364;карниз 1.50.276 гибкий;1.50.276;Y;ЧХ002026920;N;3046.00;2984
6365;карниз 1.50.278;1.50.278;N;ВР002028172;;963.00;945
6366;карниз 1.50.278 гибкий;1.50.278;Y;ЧХ002026921;;1925.00;1889
6367;розетка 1.56.044;1.56.044;N;ВР002027947;;3228.00;3160
6368;молдинг 1.51.360;1.51.360;N;ВР002025523;N;1155.00;1131
6369;молдинг 1.51.360 гибкий;1.51.360;Y;ВР002028723;;2310.00;2262
6370;молдинг 1.51.363;1.51.363;N;ВР002027951;;1251.00;1227
6371;молдинг 1.51.363 гибкий;1.51.363;Y;ВР002028725;N;2501.00;2454
6372;молдинг 1.51.362;1.51.362;N;ВР002027945;N;1180.00;1156
6373;молдинг 1.51.362 гибкий;1.51.362;Y;ВР002028724;;2359.00;2312
6374;молдинг 1.51.370;1.51.370;N;ВР002028363;;1297.00;1272
6375;молдинг 1.51.370 гибкий;1.51.370;Y;ВР002028731;;2593.00;2544
6376;плинтус 1.53.110;1.53.110;N;ВР002027959;N;2142.00;2098
6377;плинтус 1.53.110 гибкий;1.53.110;Y;ВР002028736;;4284.00;4196
6380;карниз 1.50.179 гибкий;1.50.179;Y;ВР002028408;;2946.00;2886
6381;карниз 1.50.207 гибкий;1.50.207;Y;ВР002028595;;1828.00;1791
6382;карниз 1.50.275 гибкий;1.50.275;Y;ВР002028577;;5682.00;5568
6385;ствол 4.16.003;4.16.003;N;ВР002025490;;3058.00;2889
6386;ствол 4.16.004;4.16.004;N;ВР002025491;;4262.00;4027
6387;ствол 4.16.005;4.16.005;N;ВР002025492;;3058.00;2889
6388;капитель 4.15.202;4.15.202;N;ВР002025161;N;6113.00;5774
6389;капитель 4.15.302;4.15.302;N;ВР002025162;;9170.00;8662
6390;капитель 4.11.102;4.11.102;N;ВР002028127;;9629.00;9095
6391;капитель 4.11.202;4.11.202;N;ВР002028130;;13449.00;12702
6392;капитель 4.11.302;4.11.302;N;ВР002028128;;20171.00;19051
6393;база 4.13.001;4.13.001;N;ВР002028136;;7275.00;6872
6394;ствол 4.12.001;4.12.001;N;ВР002028131;;9416.00;8894
6395;ствол 4.12.002;4.12.002;N;ВР002028132;;9630.00;9095
6396;ствол 4.12.003;4.12.003;N;ВР002028133;;6726.00;6353
6397;ствол 4.12.004;4.12.004;N;ВР002028134;;9374.00;8853
6398;ствол 4.12.005;4.12.005;N;ВР002028135;N;6726.00;6353
6423;карниз 1.50.271 гибкий;1.50.271;Y;ВР002028461;;8871.00;8686
6424;карниз 1.50.274 гибкий;1.50.274;Y;ВР002028462;;3060.00;2998
6429;E03.S.60 / Клей Европласт стыковочный SMP 60 мл.;E03.S.60;N;ВР099022862;N;520.00;662
6430;база 1.54.030;1.54.030;N;ВР002028359;;1098.00;1076
6431;квадрат 1.54.013;1.54.013;N;ВР002028360;;404.00;398
6432;квадрат 1.54.013;1.54.013;N;ВР002028360;;404.00;398
6433;база 1.54.030;1.54.030;N;ВР002028359;;1098.00;1076
6434;угловой элемент 1.52.285;1.52.285;N;ВР002028170;N;883.00;864
6435;молдинг 1.51.367;1.51.367;N;ВР002028351;;1891.00;1851
6436;молдинг 1.51.367 гибкий;1.51.367;Y;ВР002028728;;3781.00;3702
6439;молдинг 1.51.368;1.51.368;N;ВР002028355;;1351.00;1323
6440;орнамент 1.60.025;1.60.025;N;ВР002028633;;1443.00;1412
6441;орнамент 1.60.032;1.60.032;N;ВР002028746;;2648.00;2592
6442;орнамент 1.60.020;1.60.020;N;ВР002028006;;521.00;510
6443;орнамент 1.60.120;1.60.120;N;ВР002028007;;521.00;510
6444;торцевой элемент 4.33.332;4.33.332;N;ВР001005117;;431.00;406
6445;торцевой элемент 4.31.232;4.31.232;N;ВР001005031;;2945.00;2782
6446;торцевой элемент 4.81.031;4.81.031;N;ВР001004997;;797.00;755
6447;торцевой элемент 4.81.032;4.81.032;N;ВР001005001;;1066.00;1010
6448;внешний угол 4.32.111;4.32.111;N;ВР001004977;;2570.00;2429
6449;внешний угол 4.32.312;4.32.312;N;ВР001005113;;3007.00;2842
6450;внешний угол 4.81.011;4.81.011;N;ВР001004995;;1588.00;1503
6451;внешний угол 4.81.012;4.81.012;N;ВР001004999;;2027.00;1916
6452;внутренний угол 4.31.222;4.31.222;N;ВР001005030;;4122.00;3895
6453;внутренний угол 4.32.221;4.32.221;N;ВР001005048;;3160.00;2985
6454;внутренний угол 4.81.021;4.81.021;N;ВР001004996;;1588.00;1503
6455;внутренний угол 4.81.022;4.81.022;N;ВР001005000;;2027.00;1916
6456;опорный блок 4.78.101;4.78.101;N;ВР001024117;N;880.00;834
6457;полукрышка 4.73.211;4.73.211;N;ВР002027720;;586.00;556
6458;полукрышка пирамида 4.76.111;4.76.111;N;ВР002025581;N;975.00;923
6459;полуоснование 4.74.111;4.74.111;N;ВР002025391;N;9726.00;9188
6460;полупоручень 4.72.111;4.72.111;N;ВР002025392;N;8753.00;8269
6461;полустолб 4.75.111;4.75.111;N;ВР002025579;N;5836.00;5512
6462;полустолб 4.75.211;4.75.211;N;ВР002027722;N;4670.00;4410
6463;торцевой элемент 4.02.331;4.02.331;N;ВР001023620;;4737.00;4477
6464;торцевой элемент 4.03.131;4.03.131;N;ВР001004945;;431.00;406
6465;торцевой элемент 4.03.132;4.03.132;N;ВР001023974;;520.00;493
6466;торцевой элемент 4.03.332;4.03.332;N;ВР001023976;;451.00;427
6467;полубалясина 4.71.111;4.71.111;N;ВР002025390;N;1946.00;1840
6468;полубалясина 4.71.211;4.71.211;N;ВР002027717;N;1558.00;1473
6469;торцевой элемент 4.33.331;4.33.331;N;ВР001005094;N;431.00;406
6470;торцевой элемент 4.34.131;4.34.131;N;ВР001004969;;703.00;666
6471;торцевой элемент 4.34.231;4.34.231;N;ВР001005035;;538.00;509
6472;внутренний угол 4.32.322;4.32.322;N;ВР001005114;;3007.00;2842
6473;торцевой элемент 4.32.331;4.32.331;N;ВР001005111;;2198.00;2078
6474;торцевой элемент 4.32.332;4.32.332;N;ВР001005115;;2021.00;1909
6475;торцевой элемент 4.33.132;4.33.132;N;ВР001004985;;431.00;406
6476;торцевой элемент 4.33.232;4.33.232;N;ВР001005055;;431.00;406
6477;торцевой элемент 4.04.331;4.04.331;N;ВР001005073;;431.00;406
6478;внешний угол 4.01.111;4.01.111;N;ВР001004935;;5844.00;5519
6479;внешний угол 4.01.113;4.01.113;N;ВР001004939;;8861.00;8371
6480;внешний угол 4.01.211;4.01.211;N;ВР001005005;;5771.00;5453
6481;внешний угол 4.01.212;4.01.212;N;ВР001005009;;6181.00;5840
6482;внешний угол 4.01.311;4.01.311;N;ВР001005065;;5705.00;5389
6483;внешний угол 4.02.111;4.02.111;N;ВР001023603;;6583.00;6217
6484;внешний угол 4.02.211;4.02.211;N;ВР001023615;;5465.00;5161
6485;внешний угол 4.02.311;4.02.311;N;ВР001023616;;6341.00;5989
6486;внутренний угол 4.01.121;4.01.121;N;ВР001004936;;5844.00;5519
6487;внутренний угол 4.01.123;4.01.123;N;ВР001004940;;8861.00;8371
6488;внутренний угол 4.01.221;4.01.221;N;ВР001005006;;5771.00;5453
6489;внутренний угол 4.01.222;4.01.222;N;ВР001005010;;6181.00;5840
6490;внутренний угол 4.01.321;4.01.321;N;ВР001005066;;5705.00;5389
6491;внутренний угол 4.01.322;4.01.322;N;ВР001005070;;6143.00;5804
6492;внутренний угол 4.02.121;4.02.121;N;ВР001023604;;6583.00;6217
6499;карниз 1.50.284 гибкий;1.50.284;Y;ВР002028718;N;1704.00;1671
6500;карниз 1.50.283;1.50.283;N;ВР002028627;;823.00;806
6501;МОНТАЖНЫЙ КОМПЛЕКТ;m_comp_b201;N;ВР001024377;N;8900.00;
6502;внешний угол 4.32.212;4.32.212;N;ВР001005051;;3160.00;2985
6503;внутренний угол 4.32.121;4.32.121;N;ВР001004978;;2570.00;2429
6504;торцевой элемент 4.32.131;4.32.131;N;ВР001004979;;1733.00;1638
6515;полукрышка 4.73.111;4.73.111;N;ВР002025580;;780.00;738
6516;полупоручень 4.72.211;4.72.211;N;ВР002027721;N;7588.00;7167
6517;полуоснование 4.74.211;4.74.211;N;ВР002027719;N;8171.00;7719
6518;полукрышка пирамида 4.76.211;4.76.211;N;ВР002027718;N;586.00;556
6538;орнамент 1.60.026;1.60.026;N;ВР002028698;;321.00;315
6539;орнамент 1.60.029;1.60.029;N;ВР002028747;;961.00;940
6540;карниз 1.50.281;1.50.281;N;ВР002028353;N;4036.00;3953
6541;молдинг 1.51.374;1.51.374;N;ВР002028751;N;1830.00;1793
6542;молдинг 1.51.374 гибкий;1.51.374;Y;ВР002028752;;3658.00;3586
6544;внешний угол 4.32.311;4.32.311;N;ВР001005109;;3266.00;3087
6545;внутренний угол 4.32.321;4.32.321;N;ВР001005110;;3266.00;3087
6546;торцевой элемент 4.32.231;4.32.231;N;ВР001005049;;2088.00;1972
6547;орнамент 1.60.021;1.60.021;N;ВР002028357;;2958.00;2897
6548;орнамент 1.60.022;1.60.022;N;ВР002028358;;3867.00;3784
6549;орнамент 1.60.024;1.60.024;N;ВР002028635;N;1428.00;1399
6550;орнамент 1.60.027;1.60.027;N;ВР002028699;;1428.00;1399
6551;орнамент 1.60.028;1.60.028;N;ВР002028700;;1832.00;1793
6552;кронштейн 1.19.010;1.19.010;N;ВР002028008;;1891.00;1851
6553;карниз 1.50.285;1.50.285;N;ВР002028690;;1856.00;1817
6554;карниз 1.50.286;1.50.286;N;ВР002028692;;916.00;897
6555;карниз 1.50.282;1.50.282;N;ВР002028629;;823.00;806
6565;карниз 1.50.288;1.50.288;N;ВР002029530;;1371.00;1343
6566;молдинг 1.51.375;1.51.375;N;ВР002029527;;1159.00;1135
6581;карниз 1.50.288 гибкий;1.50.288;Y;ВР002029531;;2739.00;2686
6583;орнамент 1.60.034;1.60.034;N;ВР002029484;;1346.00;1320
6584;молдинг 1.51.373;1.51.373;N;ВР002028696;;1137.00;1113
6586;орнамент 1.60.030;1.60.030;N;ВР002028748;;1372.00;1343
6589;орнамент 1.60.031;1.60.031;N;ВР002028749;;1361.00;1334
6590;орнамент 1.60.123;1.60.123;N;ВР002028636;N;1668.00;1635
6591;орнамент 1.60.023;1.60.023;N;ВР002028634;;1668.00;1635
6594;ствол 4.16.004;4.16.004;N;ВР002025491;;4262.00;4027
6595;ствол 4.16.004;4.16.004;N;ВР002025491;;4262.00;4027
6598;база 4.13.002;4.13.002;N;ВР002028129;;8132.00;7683
6599;ствол 4.12.002;4.12.002;N;ВР002028132;;9630.00;9095
6600;ствол 4.12.002;4.12.002;N;ВР002028132;;9630.00;9095
6601;ствол 4.12.004;4.12.004;N;ВР002028134;;9374.00;8853
6602;ствол 4.12.004;4.12.004;N;ВР002028134;;9374.00;8853
6611;карниз 1.50.273 гибкий;1.50.273;Y;ВР002029453;;7410.00;7254
6612;молдинг 1.51.375 гибкий;1.51.375;Y;ВР002029528;;2315.00;2270
6613;внешний угол 4.01.312;4.01.312;N;ВР001005069;;6143.00;5804
6614;сандрик 4.89.001;4.89.001;N;ВР002029721;;5323.00;5029
6615;орнамент 4.99.001;4.99.001;N;ВР002029720;;994.00;940
6616;орнамент 4.99.002;4.99.002;N;ВР002029719;;456.00;431
6617;внутренний угол 4.02.221;4.02.221;N;ВР001023617;;5464.00;5161
6618;внутренний угол 4.02.321;4.02.321;N;ВР001023618;;6341.00;5989
6619;торцевой элемент 4.34.332;4.34.332;N;ВР001005119;;431.00;406
6620;торцевой элемент 4.34.232;4.34.232;N;ВР001005057;;431.00;406
6621;торцевой элемент 4.01.131;4.01.131;N;ВР001004937;;4561.00;4308
6622;торцевой элемент 4.34.132;4.34.132;N;ВР001004987;;431.00;406
6623;торцевой элемент 4.32.232;4.32.232;N;ВР001005053;;2088.00;1972
6624;торцевой элемент 4.01.133;4.01.133;N;ВР001004941;;6936.00;6552
6625;торцевой элемент 4.01.231;4.01.231;N;ВР001005007;;4271.00;4034
6626;внутренний угол 4.32.222;4.32.222;N;ВР001005052;;3160.00;2985
6627;торцевой элемент 4.01.232;4.01.232;N;ВР001005011;;4576.00;4324
6628;внешний угол 4.32.211;4.32.211;N;ВР001005047;;3160.00;2985
6629;торцевой элемент 4.01.331;4.01.331;N;ВР001005067;;4315.00;4076
6630;торцевой элемент 4.34.331;4.34.331;N;ВР001005096;;537.00;509
6631;торцевой элемент 4.01.332;4.01.332;N;ВР001005072;;4645.00;4388
6632;торцевой элемент 4.33.231;4.33.231;N;ВР001005033;;607.00;575
6633;торцевой элемент 4.33.131;4.33.131;N;ВР001004971;;596.00;563
6634;торцевой элемент 4.31.332;4.31.332;N;ВР001005092;;2787.00;2634
6635;торцевой элемент 4.31.331;4.31.331;N;ВР001005088;;3340.00;3156
6636;торцевой элемент 4.31.231;4.31.231;N;ВР001005027;;2678.00;2531
6637;торцевой элемент 4.02.131;4.02.131;N;ВР001023605;;4930.00;4659
6638;торцевой элемент 4.31.131;4.31.131;N;ВР001004960;;5176.00;4890
6639;торцевой элемент 4.02.231;4.02.231;N;ВР001023619;;3991.00;3772
6640;внутренний угол 4.31.322;4.31.322;N;ВР001005091;;3853.00;3640
6642;внутренний угол 4.31.321;4.31.321;N;ВР001005087;;4625.00;4371
6643;торцевой элемент 4.03.231;4.03.231;N;ВР001005013;;431.00;406
6644;внутренний угол 4.31.221;4.31.221;N;ВР001005026;;3749.00;3544
6645;внутренний угол 4.31.121;4.31.121;N;ВР001004959;;6845.00;6465
6646;торцевой элемент 4.03.232;4.03.232;N;ВР001023975;;431.00;406
6647;торцевой элемент 4.03.331;4.03.331;N;ВР001005075;;431.00;406
6648;внешний угол 4.31.312;4.31.312;N;ВР001005090;;3853.00;3640
6649;торцевой элемент 4.04.131;4.04.131;N;ВР001004943;;431.00;406
6650;внешний угол 4.31.311;4.31.311;N;ВР001005086;;4625.00;4371
6651;торцевой элемент 4.04.132;4.04.132;N;ВР001023977;;431.00;406
6652;внешний угол 4.31.212;4.31.212;N;ВР001005029;;4122.00;3895
6653;торцевой элемент 4.04.231;4.04.231;N;ВР001005015;;431.00;406
6654;внешний угол 4.31.211;4.31.211;N;ВР001005025;;3749.00;3544
6655;торцевой элемент 4.04.232;4.04.232;N;ВР001023978;;431.00;406
6656;внешний угол 4.31.111;4.31.111;N;ВР001004958;;6845.00;6465
6657;торцевой элемент 4.04.332;4.04.332;N;ВР001023979;;431.00;406
6658;торцевой элемент 4.82.031;4.82.031;N;ВР001004992;;537.00;509
6659;арочное обрамление 4.87.031 гибкий;4.87.031;Y;ВР002028302;;5836.00;5512
6660;арочное обрамление 4.87.032 гибкий;4.87.032;Y;ВР002028303;;5836.00;5512
6661;арочное обрамление 4.87.033 гибкий;4.87.033;Y;ВР002028304;;3503.00;3309
6662;карниз 1.50.281 гибкий;1.50.281;Y;ВР002028715;N;8071.00;7906
6663;карниз 1.50.282 гибкий;1.50.282;Y;ВР002028716;;1644.00;1612
6664;молдинг 1.51.368 гибкий;1.51.368;Y;ВР002028729;;2702.00;2646
6665;молдинг 1.51.364;1.51.364;N;ВР002028166;N;1034.00;1012
6666;элемент камина 1.64.001;1.64.001;N;ВР002025744;;17870.00;17487
6667;элемент камина 1.64.002;1.64.002;N;ВР002025745;;10430.00;10209
6668;элемент камина 1.64.003;1.64.003;N;ВР002025746;;10430.00;10209
6671;молдинг 1.51.373 гибкий;1.51.373;Y;ВР002028734;N;2272.00;2226
6672;розетка 1.56.050;1.56.050;N;ВР002029526;;2032.00;1989
6674;архитрав 1.26.001 гибкий;1.26.001;Y;ВР002028539;N;3864.00;3780
6675;архитрав 1.26.002 гибкий;1.26.002;Y;ВР002028540;N;3864.00;3780
6683;розетка 1.56.047;1.56.047;N;ВР002029488;;2032.00;1989
6684;кронштейн 1.19.011;1.19.011;N;ВР002028745;;1161.00;1137
6707;молдинг 1.51.369;1.51.369;N;ВР002028361;;963.00;945
6709;розетка 1.56.045;1.56.045;N;ВР002028365;;2878.00;2819
6711;кронштейн 1.19.009;1.19.009;N;ВР002028702;;1135.00;1111
6736;орнамент 1.60.037;1.60.037;N;ВР002029533;;1674.00;1639
6737;орнамент 1.60.038;1.60.038;N;ВР002029734;;1597.00;1563
6738;орнамент 1.60.039;1.60.039;N;ВР002029731;;967.00;947
6739;орнамент 1.60.040;1.60.040;N;ВР002029837;;1034.00;1012
6740;наличник 1.54.014;1.54.014;N;ВР002028750;;3069.00;3006
6741;розетка 1.56.043;1.56.043;N;ВР002025489;;1591.00;1559
6743;розетка 1.56.049;1.56.049;N;ВР002029525;;1535.00;1505
6749;карниз 1.50.290;1.50.290;N;ВР002029832;;853.00;836
6750;угловой элемент 1.52.375;1.52.375;N;ВР002029529;;1001.00;980
6751;кронштейн 1.19.013;1.19.013;N;ВР002029487;;2324.00;2276
6755;молдинг 1.51.338;1.51.338;N;ВР001023157;;999.00;980
6756;угловой элемент 1.52.376;1.52.376;N;ВР002029836;;585.00;572
6757;орнамент 1.60.035;1.60.035;N;ВР002029482;;471.00;463
6758;орнамент 1.60.135;1.60.135;N;ВР002029485;;471.00;463
6761;угловой элемент 1.52.283;1.52.283;N;ВР002029490;;956.00;936
6762;угловой элемент 1.52.284;1.52.284;N;ВР002028701;;919.00;902
6763;кронштейн 1.19.012;1.19.012;N;ВР002028744;;1135.00;1111
6764;розетка 1.56.046;1.56.046;N;ВР002029489;;3377.00;3306
6765;карниз 1.50.225;1.50.225;N;ВР002029918;;1316.00;1289
6766;карниз 1.50.226;1.50.226;N;ВР002029920;;1447.00;1416
6767;орнамент 1.60.036;1.60.036;N;ВР002029536;;3216.00;3147
6768;карниз 1.50.289;1.50.289;N;ВР002029735;;807.00;790
6770;карниз 1.50.283 гибкий;1.50.283;Y;ВР002028717;;1644.00;1612
6772;кронштейн 1.19.014;1.19.014;N;ВР002029486;;1188.00;1163
6773;карниз 1.50.295;1.50.295;N;ВР099020111;;1029.00;1008
6783;карниз 1.50.293;1.50.293;N;ВР099020115;;1601.00;1566
6784;карниз 1.50.294;1.50.294;N;ВР099020117;;1095.00;1073
6785;карниз 1.50.279 гибкий;1.50.279;Y;ВР002028713;;3563.00;3489
