IE_XML_ID;IE_NAME;IP_PROP142;IP_PROP157;IP_PROP160;IP_PROP446;CV_PRICE_1;IP_PROP670
4884;карниз 1.50.254;1.50.254;N;ВР000005595;;2269.00;2221
4886;карниз 1.50.256;1.50.256;N;ВР000005750;;2930.00;2869
4887;карниз 1.50.257;1.50.257;N;ВР000005752;;1048.00;1025
4888;карниз 1.50.258;1.50.258;N;ВР000005754;;964.00;946
4890;карниз 1.50.260;1.50.260;N;ВР000006884;;2134.00;2088
4891;карниз 1.50.261;1.50.261;N;ВР001000006;N;2021.00;2254
4892;карниз 1.50.262;1.50.262;N;ВР001000028;N;2958.00;2897
4893;карниз 1.50.264;1.50.264;N;ВР001002926;;2175.00;2129
4894;карниз 1.50.265;1.50.265;N;ВР001007508;N;919.00;900
4895;карниз 1.50.266;1.50.266;N;ВР001007509;;1378.00;1351
4896;карниз 1.50.267;1.50.267;N;ВР001007510;;1782.00;1745
4897;карниз 1.50.268;1.50.268;N;ВР001007511;N;1833.00;1794
4898;карниз 1.50.269;1.50.269;N;ВР001007512;N;3220.00;3154
4899;карниз 1.50.270;1.50.270;N;ВР001007513;N;2079.00;2034
4900;карниз 1.50.271;1.50.271;N;ВР002025312;N;4436.00;4343
4901;карниз 1.50.273;1.50.273;N;ВР002025512;;3706.00;3627
4902;карниз 1.50.114 гибкий;1.50.114;Y;ВР002028331;;1653.00;1622
4903;карниз 1.50.115 гибкий;1.50.115;Y;ВР002028332;;2225.00;2182
4904;карниз 1.50.116 гибкий;1.50.116;Y;ВР002028333;;5617.00;5500
4905;карниз 1.50.117 гибкий;1.50.117;Y;ВР002028334;;4924.00;5484
4906;карниз 1.50.118 гибкий;1.50.118;Y;ВР002028335;;3740.00;3662
4907;карниз 1.50.119 гибкий;1.50.119;Y;ВР002028336;;3060.00;2998
4908;карниз 1.50.120 гибкий;1.50.120;Y;ВР002028337;;6224.00;6094
4909;карниз 1.50.121 гибкий;1.50.121;Y;ВР002028338;;3001.00;2940
4910;карниз 1.50.122 гибкий;1.50.122;Y;ВР002028339;;1974.00;1934
4911;карниз 1.50.100 гибкий;1.50.100;Y;ВР002028318;;2401.00;2682
4912;карниз 1.50.102 гибкий;1.50.102;Y;ВР002028319;;2195.00;2152
4913;карниз 1.50.103 гибкий;1.50.103;Y;ВР002028320;;2214.00;2174
4914;карниз 1.50.104 гибкий;1.50.104;Y;ВР002028321;N;5462.00;5348
4915;карниз 1.50.105 гибкий;1.50.105;Y;ВР002028322;;2693.00;2640
4916;карниз 1.50.106 гибкий;1.50.106;Y;ВР002028323;;2907.00;2852
4917;карниз 1.50.107 гибкий;1.50.107;Y;ВР002028324;;3444.00;3374
4918;карниз 1.50.109 гибкий;1.50.109;Y;ВР002028326;;3740.00;3662
4919;карниз 1.50.110 гибкий;1.50.110;Y;ВР002028327;;7054.00;6904
4920;карниз 1.50.111 гибкий;1.50.111;Y;ВР002028328;N;5773.00;5656
4921;карниз 1.50.112 гибкий;1.50.112;Y;ВР002028329;;2865.00;2806
4922;карниз 1.50.113 гибкий;1.50.113;Y;ВР002028330;;2733.00;2976
4923;карниз 1.50.123 гибкий;1.50.123;Y;ВР002028340;;2041.00;2000
4924;карниз 1.50.124 гибкий;1.50.124;Y;ВР002028341;;5100.00;5094
4925;карниз 1.50.125 гибкий;1.50.125;Y;ВР002028342;;4279.00;4190
4926;карниз 1.50.126 гибкий;1.50.126;Y;ВР002028343;N;2999.00;2934
4927;карниз 1.50.127 гибкий;1.50.127;Y;ВР002028344;;2907.00;2852
4928;карниз 1.50.128 гибкий;1.50.128;Y;ВР002028345;;4959.00;4984
4929;карниз 1.50.129 гибкий;1.50.129;Y;ВР002028346;;2934.00;2872
4930;карниз 1.50.130 гибкий;1.50.130;Y;ВР002028347;;2057.00;2016
4931;карниз 1.50.131 гибкий;1.50.131;Y;ВР002028348;;4612.00;4904
4932;карниз 1.50.132 гибкий;1.50.132;Y;ВР002028349;;5544.00;6144
4933;карниз 1.50.133 гибкий;1.50.133;Y;ВР002028350;;4031.00;4534
4934;карниз 1.50.134 гибкий;1.50.134;Y;ВР002028366;;7215.00;7064
4935;карниз 1.50.135 гибкий;1.50.135;Y;ВР002028367;;3122.00;3057
4936;карниз 1.50.136 гибкий;1.50.136;Y;ВР002028368;;3500.00;3426
4937;карниз 1.50.137 гибкий;1.50.137;Y;ВР002028369;;7636.00;7474
4938;карниз 1.50.138 гибкий;1.50.138;Y;ВР002028370;;6397.00;6266
4939;карниз 1.50.139 гибкий;1.50.139;Y;ВР002028371;;4897.00;4792
4940;карниз 1.50.140 гибкий;1.50.140;Y;ВР002028372;;2857.00;2798
4941;карниз 1.50.141 гибкий;1.50.141;Y;ВР002028373;;2857.00;2798
4942;карниз 1.50.142 гибкий;1.50.142;Y;ВР002028374;N;6397.00;6266
4943;карниз 1.50.143 гибкий;1.50.143;Y;ВР002028375;;2754.00;2702
4944;карниз 1.50.144 гибкий;1.50.144;Y;ВР002028376;;3060.00;2998
4945;карниз 1.50.145 гибкий;1.50.145;Y;ВР002028377;N;8122.00;7954
4946;карниз 1.50.146 гибкий;1.50.146;Y;ВР002028378;;5175.00;5068
4947;карниз 1.50.147 гибкий;1.50.147;Y;ВР002028379;N;6397.00;6266
4948;карниз 1.50.148 гибкий;1.50.148;Y;ВР002028380;;5445.00;5336
4950;карниз 1.50.150 гибкий;1.50.150;Y;ВР002028382;;2099.00;2058
4951;карниз 1.50.151 гибкий;1.50.151;Y;ВР002028383;;4947.00;4842
4953;карниз 1.50.153 гибкий;1.50.153;Y;ВР002028385;;4947.00;4842
4954;карниз 1.50.154 гибкий;1.50.154;Y;ВР002028386;N;1917.00;1880
4955;карниз 1.50.155 гибкий;1.50.155;Y;ВР002028387;;1900.00;1866
4956;карниз 1.50.156 гибкий;1.50.156;Y;ВР002028388;;2108.00;2062
4957;карниз 1.50.157 гибкий;1.50.157;Y;ВР002028389;;1958.00;1920
4958;карниз 1.50.158 гибкий;1.50.158;Y;ВР002028390;;1980.00;1942
4959;карниз 1.50.159 гибкий;1.50.159;Y;ВР002028391;N;2037.00;1996
4960;карниз 1.50.160 гибкий;1.50.160;Y;ВР002028392;;2693.00;2640
4961;карниз 1.50.162 гибкий;1.50.162;Y;ВР002028393;;2754.00;2702
4962;карниз 1.50.163 гибкий;1.50.163;Y;ВР002028394;N;5370.00;5260
4963;карниз 1.50.164 гибкий;1.50.164;Y;ВР002028395;;5905.00;5786
4964;карниз 1.50.165 гибкий;1.50.165;Y;ВР002028396;;2809.00;2748
4965;карниз 1.50.166 гибкий;1.50.166;Y;ВР002028397;N;3416.00;3344
4966;карниз 1.50.168 гибкий;1.50.168;Y;ВР002028398;N;5773.00;5656
4967;карниз 1.50.169 гибкий;1.50.169;Y;ВР002028399;;5445.00;5336
4968;карниз 1.50.170 гибкий;1.50.170;Y;ВР002028400;;3060.00;2998
4969;карниз 1.50.171 гибкий;1.50.171;Y;ВР002028401;;2022.00;1982
4970;карниз 1.50.172 гибкий;1.50.172;Y;ВР002028402;;2097.00;2058
4971;карниз 1.50.173 гибкий;1.50.173;Y;ВР002028403;;2108.00;2062
4972;карниз 1.50.174 гибкий;1.50.174;Y;ВР002028404;;2141.00;2098
4973;карниз 1.50.175 гибкий;1.50.175;Y;ВР002028405;;5740.00;5622
4975;карниз 1.50.177 гибкий;1.50.177;Y;ВР002028407;;3132.00;3072
4976;карниз 1.50.180 гибкий;1.50.180;Y;ВР002028409;;5328.00;5216
4977;карниз 1.50.181 гибкий;1.50.181;Y;ВР002028410;;1801.00;1764
4978;карниз 1.50.182 гибкий;1.50.182;Y;ВР002028411;;1773.00;1740
4979;карниз 1.50.183 гибкий;1.50.183;Y;ВР002028412;;3208.00;3148
4980;карниз 1.50.184 гибкий;1.50.184;Y;ВР002028413;;1925.00;1889
4981;карниз 1.50.185 гибкий;1.50.185;Y;ВР002028414;;3371.00;3300
4982;карниз 1.50.186 гибкий;1.50.186;Y;ВР002028415;;1925.00;1889
4983;карниз 1.50.187 гибкий;1.50.187;Y;ВР002028416;;1709.00;1676
4984;карниз 1.50.188 гибкий;1.50.188;Y;ВР002028417;;1709.00;1676
4985;карниз 1.50.190 гибкий;1.50.190;Y;ВР002028419;;1283.00;1256
4986;карниз 1.50.191 гибкий;1.50.191;Y;ВР002028420;;1257.00;1235
4987;карниз 1.50.192 гибкий;1.50.192;Y;ВР002028421;N;2904.00;2846
4988;карниз 1.50.193 гибкий;1.50.193;Y;ВР002028422;;1796.00;1761
4989;карниз 1.50.194 гибкий;1.50.194;Y;ВР002028423;;2754.00;2702
4990;карниз 1.50.195 гибкий;1.50.195;Y;ВР002028424;;1801.00;1764
4991;карниз 1.50.197 гибкий;1.50.197;Y;ВР002028426;;1925.00;1889
4992;карниз 1.50.200 гибкий;1.50.200;Y;ВР002028429;;1709.00;1676
4994;карниз 1.50.203 гибкий;1.50.203;Y;ВР002028432;;3388.00;3394
4995;карниз 1.50.209 гибкий;1.50.209;Y;ВР002028436;N;6644.00;6508
4997;карниз 1.50.220 гибкий;1.50.220;Y;ВР002028438;N;6160.00;6034
4998;карниз 1.50.221 гибкий;1.50.221;Y;ВР002028439;N;7213.00;7064
4999;карниз 1.50.222 гибкий;1.50.222;Y;ВР002028440;N;7956.00;7790
5000;карниз 1.50.250 гибкий;1.50.250;Y;ВР002028441;;3122.00;3057
5001;карниз 1.50.251 гибкий;1.50.251;Y;ВР002028442;;2016.00;1974
5002;карниз 1.50.252 гибкий;1.50.252;Y;ВР002028443;N;6071.00;5946
5003;карниз 1.50.253 гибкий;1.50.253;Y;ВР002028444;;1801.00;1764
5004;карниз 1.50.254 гибкий;1.50.254;Y;ВР002028445;;4537.00;4442
5005;карниз 1.50.255 гибкий;1.50.255;Y;ВР002028446;;3059.00;2996
5006;карниз 1.50.256 гибкий;1.50.256;Y;ВР002028447;;5857.00;5738
5007;карниз 1.50.257 гибкий;1.50.257;Y;ВР002028448;;2092.00;2050
5008;карниз 1.50.258 гибкий;1.50.258;Y;ВР002028449;;1925.00;1892
5009;карниз 1.50.259 гибкий;1.50.259;Y;ВР002028450;;1653.00;1622
5010;карниз 1.50.260 гибкий;1.50.260;Y;ВР002028451;;4266.00;4175
5011;карниз 1.50.261 гибкий;1.50.261;Y;ВР002028452;N;4042.00;4508
5012;карниз 1.50.262 гибкий;1.50.262;Y;ВР002028453;;5915.00;5794
5013;карниз 1.50.264 гибкий;1.50.264;Y;ВР002028454;;4349.00;4258
5014;карниз 1.50.265 гибкий;1.50.265;Y;ВР002028455;N;1836.00;1799
5015;карниз 1.50.266 гибкий;1.50.266;Y;ВР002028456;;2754.00;2702
5016;карниз 1.50.267 гибкий;1.50.267;Y;ВР002028457;;3563.00;3489
5017;карниз 1.50.268 гибкий;1.50.268;Y;ВР002028458;;3665.00;3587
5018;карниз 1.50.269 гибкий;1.50.269;Y;ВР002028459;;6439.00;6308
5019;карниз 1.50.270 гибкий;1.50.270;Y;ВР002028460;;4157.00;4068
5020;молдинг 1.51.311;1.51.311;N;ВР000001522;;1194.00;1169
5021;молдинг 1.51.314;1.51.314;N;ВР000001642;;1209.00;1187
5022;молдинг 1.51.327;1.51.327;N;ВР000004028;;1648.00;1615
5023;молдинг 1.51.301;1.51.301;N;ВР000001059;N;861.00;960
5024;молдинг 1.51.305;1.51.305;N;ВР000001062;;995.00;973
5025;молдинг 1.51.321;1.51.321;N;ВР000005725;N;939.00;919
5026;молдинг 1.51.400;1.51.400;N;ВР000005827;N;999.00;980
5027;молдинг 1.51.302;1.51.302;N;ВР000001060;N;1050.00;1172
5028;молдинг 1.51.303;1.51.303;N;ВР000001061;N;1295.00;1269
5029;молдинг 1.51.304;1.51.304;N;ВР000001167;N;1225.00;1200
5030;молдинг 1.51.306;1.51.306;N;ВР000001064;;1022.00;1000
5031;молдинг 1.51.307;1.51.307;N;ВР000001065;;1933.00;1893
5032;молдинг 1.51.324;1.51.324;N;ВР000002932;;564.00;552
5033;молдинг 1.51.352;1.51.352;N;ВР000005503;;696.00;681
5035;молдинг 1.51.312;1.51.312;N;ВР000001595;;1139.00;1114
5037;молдинг 1.51.350;1.51.350;N;ВР000005488;;1244.00;1218
5038;молдинг 1.51.326;1.51.326;N;ВР000004305;;716.00;702
5039;молдинг 1.51.308;1.51.308;N;ВР000001175;N;1139.00;1114
5040;молдинг 1.51.309;1.51.309;N;ВР000001170;;765.00;749
5041;молдинг 1.51.310;1.51.310;N;ВР000001183;;1933.00;1893
5043;молдинг 1.51.315;1.51.315;N;ВР000001942;;1251.00;1227
5044;молдинг 1.51.316;1.51.316;N;ВР000002045;;1159.00;1135
5045;молдинг 1.51.317;1.51.317;N;ВР000002067;;1830.00;1793
5047;молдинг 1.51.319;1.51.319;N;ВР000002566;;1256.00;1229
5049;молдинг 1.51.322;1.51.322;N;ВР001022869;N;956.00;936
5050;молдинг 1.51.328;1.51.328;N;ВР000005631;;716.00;702
5053;молдинг 1.51.340;1.51.340;N;ВР000002481;;708.00;694
5055;молдинг 1.51.342;1.51.342;N;ВР001007515;;1250.00;1224
5056;молдинг 1.51.343;1.51.343;N;ВР001007516;;1225.00;1200
5057;молдинг 1.51.344;1.51.344;N;ВР001007518;;1250.00;1224
5058;молдинг 1.51.351;1.51.351;N;ВР000005561;;735.00;720
5060;молдинг 1.51.401;1.51.401;N;ВР000005728;N;941.00;922
5061;молдинг 1.51.323;1.51.323;N;ВР001022870;;973.00;953
5062;молдинг 1.51.339;1.51.339;N;ВР001023833;;735.00;720
5063;молдинг 1.51.331;1.51.331;N;ВР001023821;;765.00;749
5066;молдинг 1.51.335;1.51.335;N;ВР001023827;;767.00;751
5067;молдинг 1.51.337;1.51.337;N;ВР001023831;N;1250.00;1224
5068;молдинг 1.51.348;1.51.348;N;ВР002025333;;1209.00;1187
5069;молдинг 1.51.349;1.51.349;N;ВР002025335;;1194.00;1169
5070;молдинг 1.51.329;1.51.329;N;ВР001023819;;596.00;583
5071;молдинг 1.51.347;1.51.347;N;ВР002025135;N;1898.00;1858
5072;молдинг 1.51.355;1.51.355;N;ВР002025434;N;1965.00;1924
5073;молдинг 1.51.354;1.51.354;N;ВР002025432;;1252.00;1227
5074;молдинг 1.51.311 гибкий;1.51.311;Y;ВР002028473;;2387.00;2337
5075;молдинг 1.51.314 гибкий;1.51.314;Y;ВР002028476;;2417.00;2374
5076;молдинг 1.51.327 гибкий;1.51.327;Y;ВР002028488;;3294.00;3230
5077;молдинг 1.51.301 гибкий;1.51.301;Y;ВР002028463;;1721.00;1920
5078;молдинг 1.51.305 гибкий;1.51.305;Y;ВР002028467;;1988.00;1946
5079;молдинг 1.51.321 гибкий;1.51.321;Y;ВР002028482;;1875.00;1838
5080;молдинг 1.51.400 гибкий;1.51.400;Y;ВР002028520;N;1997.00;1960
5081;молдинг 1.51.302 гибкий;1.51.302;Y;ВР002028464;;2099.00;2344
5082;молдинг 1.51.303 гибкий;1.51.303;Y;ВР002028465;;2589.00;2538
5083;молдинг 1.51.304 гибкий;1.51.304;Y;ВР002028466;;2448.00;2400
5084;молдинг 1.51.306 гибкий;1.51.306;Y;ВР002028468;;2041.00;2000
5085;молдинг 1.51.307 гибкий;1.51.307;Y;ВР002028469;;3865.00;3786
5086;молдинг 1.51.324 гибкий;1.51.324;Y;ВР002028485;;1125.00;1103
5087;молдинг 1.51.352 гибкий;1.51.352;Y;ВР002028511;;1389.00;1362
5088;молдинг 1.51.325 гибкий;1.51.325;Y;ВР002028486;;2469.00;2420
5089;молдинг 1.51.312 гибкий;1.51.312;Y;ВР002028474;;2277.00;2228
5090;молдинг 1.51.332 гибкий;1.51.332;Y;ВР002028493;;1441.00;1412
5091;молдинг 1.51.350 гибкий;1.51.350;Y;ВР002028509;;2487.00;2435
5092;молдинг 1.51.326 гибкий;1.51.326;Y;ВР002028487;;1431.00;1403
5093;молдинг 1.51.308 гибкий;1.51.308;Y;ВР002028470;;2277.00;2228
5094;молдинг 1.51.309 гибкий;1.51.309;Y;ВР002028471;;1529.00;1497
5095;молдинг 1.51.310 гибкий;1.51.310;Y;ВР002028472;;3865.00;3786
5096;молдинг 1.51.313 гибкий;1.51.313;Y;ВР002028475;;1451.00;1425
5097;молдинг 1.51.315 гибкий;1.51.315;Y;ВР002028477;;2501.00;2454
5098;молдинг 1.51.316 гибкий;1.51.316;Y;ВР002028478;;2315.00;2270
5099;молдинг 1.51.317 гибкий;1.51.317;Y;ВР002028479;;3658.00;3586
5100;молдинг 1.51.318 гибкий;1.51.318;Y;ВР002028480;;1554.00;1523
5101;молдинг 1.51.319 гибкий;1.51.319;Y;ВР002028481;;2510.00;2457
5103;молдинг 1.51.322 гибкий;1.51.322;Y;ВР002028483;;1911.00;1872
5104;молдинг 1.51.328 гибкий;1.51.328;Y;ВР002028489;;1431.00;1403
5107;молдинг 1.51.340 гибкий;1.51.340;Y;ВР002028500;;1415.00;1388
5108;молдинг 1.51.341 гибкий;1.51.341;Y;ВР002028501;;1556.00;1527
5109;молдинг 1.51.342 гибкий;1.51.342;Y;ВР002028502;;2499.00;2448
5110;молдинг 1.51.343 гибкий;1.51.343;Y;ВР002028503;;2448.00;2400
5111;молдинг 1.51.344 гибкий;1.51.344;Y;ВР002028504;;2499.00;2448
5112;молдинг 1.51.351 гибкий;1.51.351;Y;ВР002028510;;1469.00;1440
5113;молдинг 1.51.380 гибкий;1.51.380;Y;ВР002028519;;3296.00;3230
5114;молдинг 1.51.401 гибкий;1.51.401;Y;ВР002028521;;1879.00;1844
5115;молдинг 1.51.323 гибкий;1.51.323;Y;ВР002028484;;1944.00;1906
5116;молдинг 1.51.339 гибкий;1.51.339;Y;ВР002028499;;1469.00;1440
5118;молдинг 1.51.336 гибкий;1.51.336;Y;ВР002028497;;1441.00;1412
5119;молдинг 1.51.334 гибкий;1.51.334;Y;ВР002028495;;1391.00;1362
5120;молдинг 1.51.335 гибкий;1.51.335;Y;ВР002028496;;1533.00;1502
5121;молдинг 1.51.337 гибкий;1.51.337;Y;ВР002028498;N;2499.00;2448
5122;молдинг 1.51.348 гибкий;1.51.348;Y;ВР002028507;;2417.00;2374
5123;молдинг 1.51.349 гибкий;1.51.349;Y;ВР002028508;;2387.00;2337
5124;молдинг 1.51.329 гибкий;1.51.329;Y;ВР002028490;;1188.00;1166
5125;молдинг 1.51.347 гибкий;1.51.347;Y;ВР002028506;;3794.00;3716
5126;молдинг 1.51.355 гибкий;1.51.355;Y;ВР002028514;;3929.00;3848
5127;молдинг 1.51.354 гибкий;1.51.354;Y;ВР002028513;;2503.00;2454
5128;плинтус 1.53.102;1.53.102;N;ВР000004322;N;2191.00;2147
5129;плинтус 1.53.103;1.53.103;N;ВР000004323;;1989.00;1947
5130;плинтус 1.53.104;1.53.104;N;ВР001005248;;2044.00;2002
5131;плинтус 1.53.105;1.53.105;N;ВР001022003;N;2254.00;2207
5132;плинтус 1.53.106;1.53.106;N;ВР001022873;;1833.00;1797
5133;плинтус 1.53.107;1.53.107;N;ВР001022874;;1762.00;1724
5134;плинтус 1.53.109;1.53.109;N;ВР002025436;N;1972.00;1931
5135;плинтус 1.53.101;1.53.101;N;ВР000004321;;2120.00;2078
5136;плинтус 1.53.102 гибкий;1.53.102;Y;ВР002028523;;4380.00;4294
5137;плинтус 1.53.103 гибкий;1.53.103;Y;ВР002028524;;3978.00;3894
5138;плинтус 1.53.104 гибкий;1.53.104;Y;ВР002028527;;4087.00;4004
5139;плинтус 1.53.105 гибкий;1.53.105;Y;ВР002028528;;4507.00;4414
5140;плинтус 1.53.106 гибкий;1.53.106;Y;ВР002028529;;3665.00;3594
5141;плинтус 1.53.107 гибкий;1.53.107;Y;ВР002028530;;3522.00;3448
5142;плинтус 1.53.109 гибкий;1.53.109;Y;ВР002028531;;3943.00;3862
5143;плинтус 1.53.101 гибкий;1.53.101;Y;ВР002028522;;4238.00;4156
5144;угловой элемент 1.52.326;1.52.326;N;ВР000004306;;629.00;615
5145;угловой элемент 1.52.301;1.52.301;N;ВР000001080;;897.00;878
5146;угловой элемент 1.52.302;1.52.302;N;ВР000001300;;919.00;902
5147;угловой элемент 1.52.290;1.52.290;N;ВР000001732;;973.00;953
5148;угловой элемент 1.52.293;1.52.293;N;ВР000001733;;973.00;953
5149;угловой элемент 1.52.292;1.52.292;N;ВР000001755;;995.00;973
5150;угловой элемент 1.52.288;1.52.288;N;ВР000005304;;1016.00;994
5151;угловой элемент 1.52.294;1.52.294;N;ВР000001643;;1016.00;994
5152;угловой элемент 1.52.291;1.52.291;N;ВР000001731;;927.00;909
5153;угловой элемент 1.52.295;1.52.295;N;ВР000001734;;927.00;909
5154;угловой элемент 1.52.328;1.52.328;N;ВР000005640;;557.00;546
5155;угловой элемент 1.52.400;1.52.400;N;ВР000005828;;977.00;956
5156;угловой элемент 1.52.289;1.52.289;N;ВР000005338;;899.00;882
5157;угловой элемент 1.52.296;1.52.296;N;ВР000001774;;1113.00;1091
5158;угловой элемент 1.52.297;1.52.297;N;ВР000005406;N;908.00;891
5159;угловой элемент 1.52.298;1.52.298;N;ВР000004320;;908.00;891
5161;угловой элемент 1.52.303;1.52.303;N;ВР000005507;;557.00;546
5162;угловой элемент 1.52.308;1.52.308;N;ВР000001351;;888.00;871
5163;угловой элемент 1.52.312;1.52.312;N;ВР000001679;N;897.00;878
5165;угловой элемент 1.52.314;1.52.314;N;ВР000001775;;1113.00;1091
5166;угловой элемент 1.52.318;1.52.318;N;ВР000004383;;570.00;558
5168;кронштейн 1.19.137;1.19.137;N;ВР000001828;N;383.00;377
5169;кронштейн 1.19.002;1.19.002;N;ВР000001352;;1938.00;1895
5170;кронштейн 1.19.005;1.19.005;N;ВР000001928;;2140.00;2095
5171;кронштейн 1.19.003;1.19.003;N;ВР000001450;;1943.00;1902
5172;кронштейн 1.19.004;1.19.004;N;ВР000001866;;1944.00;1902
5175;розетка 1.56.001;1.56.001;N;ВР000005505;;3716.00;3637
5176;розетка 1.56.002;1.56.002;N;ВР001023635;N;2643.00;2588
5177;розетка 1.56.004;1.56.004;N;ВР001023637;;2155.00;2111
5178;розетка 1.56.007;1.56.007;N;ВР001023640;;2235.00;2187
5179;розетка 1.56.013;1.56.013;N;ВР000001069;;1414.00;1447
5180;розетка 1.56.014;1.56.014;N;ВР000001070;;1538.00;1505
5181;розетка 1.56.015;1.56.015;N;ВР000001071;;2904.00;2842
5182;розетка 1.56.016;1.56.016;N;ВР000001075;;2643.00;2588
5183;розетка 1.56.018;1.56.018;N;ВР000004236;;5166.00;5057
5185;розетка 1.56.020;1.56.020;N;ВР000005129;;2760.00;2763
5186;розетка 1.56.022;1.56.022;N;ВР000001482;;2643.00;2588
5187;розетка 1.56.023;1.56.023;N;ВР000001294;;3622.00;3545
5189;розетка 1.56.025;1.56.025;N;ВР000001295;;6803.00;6657
5190;розетка 1.56.005;1.56.005;N;ВР001023638;;3617.00;3541
5191;розетка 1.56.010;1.56.010;N;ВР001023642;;899.00;882
5192;розетка 1.56.028;1.56.028;N;ВР000004029;;3028.00;2964
5193;розетка 1.56.029;1.56.029;N;ВР000004030;;3716.00;3637
5194;розетка 1.56.030;1.56.030;N;ВР000002943;;1583.00;1550
5195;розетка 1.56.003;1.56.003;N;ВР001023636;;2821.00;2763
5196;розетка 1.56.031;1.56.031;N;ВР000002928;;3622.00;3545
5197;розетка 1.56.021;1.56.021;N;ВР000001273;;2904.00;2842
5198;розетка 1.56.026;1.56.026;N;ВР000001179;;4924.00;4820
5199;розетка 1.56.006;1.56.006;N;ВР001023639;;1506.00;1474
5200;розетка 1.56.009;1.56.009;N;ВР001023641;;1315.00;1505
5201;розетка 1.56.032;1.56.032;N;ВР001024045;;1568.00;1536
5202;розетка 1.56.011;1.56.011;N;ВР001024042;;888.00;871
5203;розетка 1.56.037;1.56.037;N;ВР002025332;;1539.00;1508
5204;розетка 1.56.034;1.56.034;N;ВР002025309;;2732.00;2674
5208;розетка 1.56.027;1.56.027;N;ВР001024044;;1501.00;1470
5209;розетка 1.56.039;1.56.039;N;ВР002025330;;3766.00;3686
5210;розетка 1.56.035;1.56.035;N;ВР002025310;;2731.00;2674
5212;орнамент 1.60.114;1.60.114;N;ВР000001839;;671.00;659
5213;орнамент 1.60.014;1.60.014;N;ВР000001838;;671.00;659
5214;орнамент 1.60.011;1.60.011;N;ВР000001660;;487.00;477
5215;орнамент 1.60.111;1.60.111;N;ВР000001661;;487.00;477
5216;орнамент 1.60.007;1.60.007;N;ВР000001814;;453.00;446
5217;орнамент 1.60.005;1.60.005;N;ВР000001826;;453.00;446
5218;орнамент 1.60.012;1.60.012;N;ВР000001840;;726.00;713
5219;орнамент 1.60.008;1.60.008;N;ВР000001754;;426.00;419
5220;орнамент 1.60.010;1.60.010;N;ВР000001816;;437.00;428
5221;орнамент 1.60.002;1.60.002;N;ВР000001359;;293.00;289
5222;орнамент 1.60.003;1.60.003;N;ВР000001984;;426.00;419
5223;орнамент 1.60.004;1.60.004;N;ВР000001985;;437.00;428
5224;орнамент 1.60.006;1.60.006;N;ВР000001616;;443.00;435
5225;орнамент 1.60.009;1.60.009;N;ВР000001813;;437.00;428
5226;орнамент 1.60.015;1.60.015;N;ВР000002573;;456.00;446
