IE_XML_ID;IE_NAME;IP_PROP144;IP_PROP151;IP_PROP152;IP_PROP153;IP_PROP142;IP_PROP143;IP_PROP145;IP_PROP150;IP_PROP154;IP_PROP155;IP_PROP156;IP_PROP157;IP_PROP160;IP_PROP162;IP_PROP163;IP_PROP164;IP_PROP149;IP_PROP146;IP_PROP147;IP_PROP148;IC_GROUP0;IC_GROUP1;IC_GROUP2
5153;угловой элемент;;195;195;;1.52.295;;;;;;;Нет;ВР000001734;;4,00;18,10;22;;;;Интерьерный декор;угловые элементы;
5154;угловой элемент;;250;250;;1.52.328;;;;;;;Нет;ВР000005640;;4,00;24,00;30;;;;Интерьерный декор;угловые элементы;
5155;угловой элемент;;293;293;;1.52.400;;;;;;;Нет;ВР000005828;;4,00;24,00;26;;;;Интерьерный декор;угловые элементы;
5156;угловой элемент;;105;30;;1.52.289;;;;;;;Нет;ВР000005338;;4,00;18,10;20;;;;Интерьерный декор;угловые элементы;
5157;угловой элемент;;390;270;;1.52.296;;;;;;;Нет;ВР000001774;;4,00;28,00;19;;;;Интерьерный декор;угловые элементы;
5158;угловой элемент;;223;215;;1.52.297;;;;;;;Нет;ВР000005406;;4,00;24,00;20;;;;Интерьерный декор;угловые элементы;
5159;угловой элемент;;223;215;;1.52.298;;;;;;;Нет;ВР000004320;;4,00;24,00;20;;;;Интерьерный декор;угловые элементы;
5160;угловой элемент;;292;292;;1.52.300;;;;;;;Нет;ВР000005506;;4,00;24,00;21;;;;Интерьерный декор;угловые элементы;
5161;угловой элемент;;295;295;;1.52.303;;;;;;;Нет;ВР000005507;;4,00;24,00;21;;;;Интерьерный декор;угловые элементы;
5162;угловой элемент;;160;160;;1.52.308;;;;;;;Нет;ВР000001351;;4,00;18,10;20;;;;Интерьерный декор;угловые элементы;
5163;угловой элемент;;210;208;;1.52.312;;;;;;;Нет;ВР000001679;;4,00;24,00;19;;;;Интерьерный декор;угловые элементы;
5164;угловой элемент;;637;633;;1.52.313;;;;;;;Нет;ВР000004280;;4,00;28,00;43;;;;Интерьерный декор;угловые элементы;
5165;угловой элемент;;390;270;;1.52.314;;;;;;;Нет;ВР000001775;;4,00;24,00;19;;;;Интерьерный декор;угловые элементы;
5166;угловой элемент;;175;175;;1.52.318;;;;;;;Нет;ВР000004383;;4,00;18,10;32;;;;Интерьерный декор;угловые элементы;
5167;кронштейн;;180;313;149;1.19.001;;;;;;;Нет;ВР000001447;;;25,00;;;;;Интерьерный декор;кронштейны;
5168;кронштейн;;73;39;97;1.19.137;;;;;;;Нет;ВР000001828;;;25,00;;;;;Интерьерный декор;кронштейны;
5169;кронштейн;;120;305;76;1.19.002;;;;;;;Нет;ВР000001352;;;25,00;;;;;Интерьерный декор;кронштейны;
5170;кронштейн;;188;496;163;1.19.005;;;;;;;Нет;ВР000001928;;;25,00;;;;;Интерьерный декор;кронштейны;
5171;кронштейн;;121;152;120;1.19.003;;;;;;;Нет;ВР000001450;;;25,00;;;;;Интерьерный декор;кронштейны;
5172;кронштейн;;87;216;74;1.19.004;;;;;;;Нет;ВР000001866;;;25,00;;;;;Интерьерный декор;кронштейны;
5173;кронштейн;;350;450;325;1.19.006;;;;;;;Нет;ВР002025513;;;25,00;;;;;Интерьерный декор;кронштейны;
5174;розетка;;;;;1.56.017;;;;;;450;Нет;ВР000001180;;;15,00;47;;;;Интерьерный декор;розетки;
5175;розетка;;;;;1.56.001;;;;;;695;Нет;ВР000005505;;;17,00;60;;;;Интерьерный декор;розетки;
5176;розетка;;;;;1.56.002;;;;;;520;Нет;ВР001023635;;;17,00;35;;;;Интерьерный декор;розетки;
5177;розетка;;;;;1.56.004;;;;;;435;Нет;ВР001023637;;;15,00;32;;;;Интерьерный декор;розетки;
5178;розетка;;;;;1.56.007;;;;;;400;Нет;ВР001023640;;;15,00;60;;;;Интерьерный декор;розетки;
5179;розетка;;;;;1.56.013;;;;;;260;Нет;ВР000001069;;;15,00;32;;;;Интерьерный декор;розетки;
5180;розетка;;;;;1.56.014;;;;;;340;Нет;ВР000001070;;;15,00;55;;;;Интерьерный декор;розетки;
5181;розетка;;;;;1.56.015;;;;;;555;Нет;ВР000001071;;;15,00;62;;;;Интерьерный декор;розетки;
5182;розетка;;;;;1.56.016;;;;;;480;Нет;ВР000001075;;;15,00;43;;;;Интерьерный декор;розетки;
5183;розетка;;;;;1.56.018;;;;;;745;Нет;ВР000004236;;;17,00;40;;;;Интерьерный декор;розетки;
5184;розетка;;;;;1.56.019;;;;;;510;Нет;ВР000001773;;;15,00;32;;;;Интерьерный декор;розетки;
5185;розетка;;;;;1.56.020;;;;;;470;Нет;ВР000005129;;;15,00;41;;;;Интерьерный декор;розетки;
5186;розетка;;;;;1.56.022;;;;;;525;Нет;ВР000001482;;;17,00;50;;;;Интерьерный декор;розетки;
5187;розетка;;;;;1.56.023;;;;;;590;Нет;ВР000001294;;;17,00;52;;;;Интерьерный декор;розетки;
5188;розетка;;;;;1.56.024;;;;;;496;Нет;ВР000001483;;;17,00;37;;;;Интерьерный декор;розетки;
5189;розетка;;;;;1.56.025;;;;;;820;Нет;ВР000001295;;;18,00;67;;;;Интерьерный декор;розетки;
5190;розетка;;;;;1.56.005;;;;;;656;Нет;ВР001023638;;;17,00;48;;;;Интерьерный декор;розетки;
5191;розетка;;;;;1.56.010;;;;;;193;Нет;ВР001023642;;;15,00;34;;;;Интерьерный декор;розетки;
5192;розетка;;;;;1.56.028;;;;;;670;Нет;ВР000004029;;;17,00;65;;;;Интерьерный декор;розетки;
5193;розетка;;767;532;;1.56.029;;;;;;767;Нет;ВР000004030;;;19,00;45;;;;Интерьерный декор;розетки;
5194;розетка;;;;;1.56.030;;;;;;395;Нет;ВР000002943;;;15,00;37;;;;Интерьерный декор;розетки;
5195;розетка;;;;;1.56.003;;;;;;520;Нет;ВР001023636;;;17,00;35;;;;Интерьерный декор;розетки;
5196;розетка;;;;;1.56.031;;;;;;620;Нет;ВР000002928;;;17,00;50;;;;Интерьерный декор;розетки;
5197;розетка;;;;;1.56.021;;;;;;490;Нет;ВР000001273;;;15,00;55;;;;Интерьерный декор;розетки;
5198;розетка;;;;;1.56.026;;;;;;770;Нет;ВР000001179;;;17,00;54;;;;Интерьерный декор;розетки;
5199;розетка;;;;;1.56.006;;;;;;330;Нет;ВР001023639;;;15,00;25;;;;Интерьерный декор;розетки;
5200;розетка;;;;;1.56.009;;;;;;293;Нет;ВР001023641;;;15,00;31;;;;Интерьерный декор;розетки;
5201;розетка;;;;;1.56.032;;;;;;320;Нет;ВР001024045;;;15,00;38;;;;Интерьерный декор;розетки;
5202;розетка;;;;;1.56.011;;;;;;198;Нет;ВР001024042;;;15,00;21;;;;Интерьерный декор;розетки;
5203;розетка;;;;;1.56.037;;;;;;330;Нет;ВР002025332;;;15,00;34;;;;Интерьерный декор;розетки;
5204;розетка;;;;;1.56.034;;;;;;512;Нет;ВР002025309;;;17,00;49;;;;Интерьерный декор;розетки;
5205;розетка;;;;;1.56.033;;;;;;460;Нет;ВР002025286;;;15,00;55;;;;Интерьерный декор;розетки;
5206;розетка;;;;;1.56.038;;;;;;400;Нет;ВР002025331;;;15,00;32;;;;Интерьерный декор;розетки;
5207;розетка;;;;;1.56.012;;;;;;533;Нет;ВР001024043;;;17,00;45;;;;Интерьерный декор;розетки;
5208;розетка;;;;;1.56.027;;;;;;383;Нет;ВР001024044;;;17,00;29;;;;Интерьерный декор;розетки;
5209;розетка;;;;;1.56.039;;;;;;659;Нет;ВР002025330;;;15,00;68;;;;Интерьерный декор;розетки;
5210;розетка;;;;;1.56.035;;;;;;485;Нет;ВР002025310;;;15,00;40;;;;Интерьерный декор;розетки;
5211;розетка;;;;;1.56.042;;;;;;203;Нет;ВР002025488;;;15,00;42;;;;Интерьерный декор;розетки;
5212;орнамент;;73;148;;1.60.114;;;;;;;Нет;ВР000001839;;;8,05;42;;;;Интерьерный декор;орнаменты;
5213;орнамент;;73;148;;1.60.014;;;;;;;Нет;ВР000001838;;;8,05;42;;;;Интерьерный декор;орнаменты;
5214;орнамент;;134;270;;1.60.011;;;;;;;Нет;ВР000001660;;;8,05;15;;;;Интерьерный декор;орнаменты;
5215;орнамент;;134;270;;1.60.111;;;;;;;Нет;ВР000001661;;;8,05;15;;;;Интерьерный декор;орнаменты;
5216;орнамент;;97;156;;1.60.007;;;;;;;Нет;ВР000001814;;;8,05;18;;;;Интерьерный декор;орнаменты;
5217;орнамент;;70;86;;1.60.005;;;;;;;Нет;ВР000001826;;;8,05;15;;;;Интерьерный декор;орнаменты;
5218;орнамент;;210;277;;1.60.012;;;;;;;Нет;ВР000001840;;;10,00;58;;;;Интерьерный декор;орнаменты;
5219;орнамент;;28;82;;1.60.008;;;;;;;Нет;ВР000001754;;;8,05;8;;;;Интерьерный декор;орнаменты;
5220;орнамент;;70;162;;1.60.010;;;;;;;Нет;ВР000001816;;;8,05;10;;;;Интерьерный декор;орнаменты;
5221;орнамент;;415;110;;1.60.002;;;;;;;Нет;ВР000001359;;;8,05;19;;;;Интерьерный декор;орнаменты;
5222;орнамент;;25;35;;1.60.003;;;;;;;Нет;ВР000001984;;;8,05;13;;;;Интерьерный декор;орнаменты;
5223;орнамент;;35;53;;1.60.004;;;;;;;Нет;ВР000001985;;;8,05;15;;;;Интерьерный декор;орнаменты;
5224;орнамент;;;;;1.60.006;;;;;;60;Нет;ВР000001616;;;8,05;10;;;;Интерьерный декор;орнаменты;
5225;орнамент;;55;134;;1.60.009;;;;;;;Нет;ВР000001813;;;8,05;12;;;;Интерьерный декор;орнаменты;
5226;орнамент;;51;120;;1.60.015;;;;;;;Нет;ВР000002573;;;8,05;22;;;;Интерьерный декор;орнаменты;
5227;орнамент;;;;;1.60.017;;;;;;90;Нет;ВР000002465;;;8,05;15;;;;Интерьерный декор;орнаменты;
5228;орнамент;;260;130;;1.60.018;;;;;;;Нет;ВР000002574;;;8,05;13;;;;Интерьерный декор;орнаменты;
5229;орнамент;;80;50;;1.60.019;;;;;;;Нет;ВР000002575;;;10,00;17;;;;Интерьерный декор;орнаменты;
5230;орнамент;;28;82;;1.60.108;;;;;;;Нет;ВР000001756;;;8,05;8;;;;Интерьерный декор;орнаменты;
5231;орнамент;;55;134;;1.60.109;;;;;;;Нет;ВР000001815;;;8,05;12;;;;Интерьерный декор;орнаменты;
5232;орнамент;;67;163;;1.60.110;;;;;;;Нет;ВР000001817;;;8,05;10;;;;Интерьерный декор;орнаменты;
5233;орнамент;;160;135;;1.60.001;;;;;;;Нет;ВР000001358;;;8,05;15;;;;Интерьерный декор;орнаменты;
5234;кессон;;600;600;;1.57.002;;;;;;;Нет;ВР001022065;;;48,00;65;;;;Интерьерный декор;кессоны и купола;
5235;кессон;;600;600;;1.57.003;;;;;;;Нет;ВР001022066;;;48,00;70;;;;Интерьерный декор;кессоны и купола;
5236;кессон;;600;600;;1.57.001;;;;;;;Нет;ВР000005512;;;48,00;69;;;;Интерьерный декор;кессоны и купола;
5237;кессон;;702;702;;1.57.004;;;;;;;Нет;ВР001022067;;;50,00;85;;;;Интерьерный декор;кессоны и купола;
5238;купол;;;;;1.58.001;;;;;;895;Нет;ВР000004391;;;96,00;112;;;;Интерьерный декор;кессоны и купола;
5239;капитель;;428;371;422;1.11.001;;;;;;;Нет;ВР000004174;;7,00;40,00;;;;;Интерьерный декор;составные элементы;
5240;капитель;;225;176;232;1.11.010;;;;;;;Нет;ВР001021828;;7,00;33,00;;;;;Интерьерный декор;составные элементы;
5241;капитель;;393;169;392;1.11.003;;;;;;;Нет;ВР000001977;;7,00;40,00;;;;;Интерьерный декор;составные элементы;
5242;капитель;;356;270;351;1.11.002;;;;;;;Нет;ВР000001288;;7,00;33,00;;;;;Интерьерный декор;составные элементы;
5243;капитель;;438;174;358;1.11.004;;;;;;;Нет;ВР000005449;;7,00;40,00;;;;;Интерьерный декор;составные элементы;
5244;капитель;;269;150;269;1.11.005;;;;;;;Нет;ВР001003797;;7,00;33,00;;;;;Интерьерный декор;составные элементы;
5245;капитель;;276;111;280;1.11.006;;;;;;186;Нет;ВР001003798;;7,00;33,00;;;;;Интерьерный декор;составные элементы;
5246;капитель;;216;105;216;1.11.008;;;;;;;Нет;ВР001021826;;7,00;33,00;;;;;Интерьерный декор;составные элементы;
5247;капитель;;234;92;187;1.11.009;;;;;;;Нет;ВР001021827;;7,00;33,00;;;;;Интерьерный декор;составные элементы;
5248;капитель;;354;270;177;1.15.002;;;;;;106;Нет;ВР000001227;;7,00;33,00;;;;;Интерьерный декор;составные элементы;
5249;капитель;;392;170;194;1.15.003;;;;;;;Нет;ВР000001871;;7,00;40,00;;;;;Интерьерный декор;составные элементы;
5250;капитель;;438;174;180;1.15.004;;;;;;;Нет;ВР001002928;;7,00;40,00;;;;;Интерьерный декор;составные элементы;
5251;капитель;;271;150;135;1.15.005;;;;;;;Нет;ВР000004376;;7,00;33,00;;;;;Интерьерный декор;составные элементы;
5252;капитель;;280;110;137;1.15.006;;;;;;93;Нет;ВР001000031;;7,00;33,00;;;;;Интерьерный декор;составные элементы;
5253;капитель;;216;105;106;1.15.008;;;;;;;Нет;ВР001005249;;7,00;33,00;;;;;Интерьерный декор;составные элементы;
5254;капитель;;422;372;215;1.15.001;;;;;;;Нет;ВР000001187;;7,00;40,00;;;;;Интерьерный декор;составные элементы;
5255;капитель;;234;93;93;1.15.009;;;;;;;Нет;ВР001005243;;7,00;33,00;;;;;Интерьерный декор;составные элементы;
5256;капитель;;225;182;112;1.15.010;;;;;;;Нет;ВР001005247;;7,00;33,00;;;;;Интерьерный декор;составные элементы;
5257;капитель;;355;220;95;1.21.003;;;;;;;Нет;ВР000001301;;7,00;33,00;;;;;Интерьерный декор;составные элементы;
5258;капитель;;232;150;69;1.21.001;;;;;;;Нет;ВР000001181;;7,00;33,00;;;;;Интерьерный декор;составные элементы;
5259;капитель;;420;346;112;1.21.002;;;;;;;Нет;ВР000001178;;7,00;40,00;;;;;Интерьерный декор;составные элементы;
5260;капитель;;403;183;75;1.21.004;;;;;;;Нет;ВР000001444;;7,00;40,00;;;;;Интерьерный декор;составные элементы;
5261;капитель;;611;179;80;1.21.005;;;;;;;Нет;ВР000002089;;7,00;40,00;;;;;Интерьерный декор;составные элементы;
5262;капитель;;471;180;80;1.21.006;;;;;;;Нет;ВР000001927;;7,00;40,00;;;;;Интерьерный декор;составные элементы;
5263;капитель;;345;221;96;1.21.007;;;;;;;Нет;ВР000001389;;7,00;33,00;;;;;Интерьерный декор;составные элементы;
5264;ствол;;;2295;;1.12.020;;;;;;253;Нет;ВР000005788;;7,00;113,60;;;;;Интерьерный декор;составные элементы;
5265;ствол;;;2296;;1.12.010;;;;;;250;Нет;ВР000004146;;7,00;113,60;;;;;Интерьерный декор;составные элементы;
5266;ствол;;;2300;;1.12.030;;;;;;302;Нет;ВР000002050;;7,00;93,60;;;;;Интерьерный декор;составные элементы;
5267;ствол;;;1960;;1.12.050;;;;;;204;Нет;ВР001003796;;7,00;97,40;;;;;Интерьерный декор;составные элементы;
5268;ствол;;;1828;;1.12.060;;;;;;163;Нет;ВР001021829;;7,00;97,40;;;;;Интерьерный декор;составные элементы;
5269;ствол;;;2476;;1.12.061;;;;;;163;Нет;ВР001021830;;7,00;113,60;;;;;Интерьерный декор;составные элементы;
5270;ствол;;;1747;;1.12.080;;;;;;155;Нет;ВР001021833;;7,00;97,40;;;;;Интерьерный декор;составные элементы;
5271;ствол;;;2402;;1.12.081;;;;;;155;Нет;ВР001021834;;7,00;113,60;;;;;Интерьерный декор;составные элементы;
5272;ствол;;;1872;;1.12.070;;;;;;158;Нет;ВР001021831;;7,00;97,40;;;;;Интерьерный декор;составные элементы;
5273;ствол;;;2524;;1.12.071;;;;;;158;Нет;ВР001021832;;7,00;113,60;;;;;Интерьерный декор;составные элементы;
5274;ствол;;157;1751;78;1.16.080;;;;;;;Нет;ВР001005244;;7,00;97,40;;;;;Интерьерный декор;составные элементы;
5275;ствол;;158;2400;78;1.16.081;;;;;;;Нет;ВР001005245;;7,00;113,60;;;;;Интерьерный декор;составные элементы;
5276;ствол;;304;2300;152;1.16.030;;;;;;;Нет;ВР000002066;;7,00;113,60;;;;;Интерьерный декор;составные элементы;
5277;ствол;;157;1875;79;1.16.070;;;;;;;Нет;ВР001005241;;4,00;97,40;;;;;Интерьерный декор;составные элементы;
5278;ствол;;204;1962;100;1.16.050;;;;;;;Нет;ВР000004381;;7,00;97,40;;;;;Интерьерный декор;составные элементы;
5279;ствол;;162;1832;81;1.16.060;;;;;;;Нет;ВР001005250;;7,00;97,40;;;;;Интерьерный декор;составные элементы;
5280;ствол;;157;2525;78;1.16.071;;;;;;;Нет;ВР001005242;;7,00;113,60;;;;;Интерьерный декор;составные элементы;
5281;ствол;;251;2300;126;1.16.010;;;;;;;Нет;ВР000001188;;7,00;113,60;;;;;Интерьерный декор;составные элементы;
5282;ствол;;250;2345;125;1.16.011;;;;;;;Нет;;;7,00;113,60;;;;;Интерьерный декор;составные элементы;
5283;ствол;;250;2300;125;1.16.020;;;;;;;Нет;ВР000004390;;7,00;113,60;;;;;Интерьерный декор;составные элементы;
5284;ствол;;162;2480;81;1.16.061;;;;;;;Нет;ВР001005251;;7,00;113,60;;;;;Интерьерный декор;составные элементы;
5285;ствол;;135;2010;20;1.22.010;;;;;;;Нет;ВР000001184;;7,00;95,60;;;;;Интерьерный декор;составные элементы;
5286;ствол;;283;2000;40;1.22.020;;;;;;;Нет;ВР000001484;;7,00;95,60;;;;;Интерьерный декор;составные элементы;
5287;ствол;;195;2000;20;1.22.030;;;;;;;Нет;ВР000001287;;7,00;95,60;;;;;Интерьерный декор;составные элементы;
5288;ствол;;266;2300;30;1.22.200;;;;;;;Нет;ВР000004307;;7,00;95,60;;;;;Интерьерный декор;составные элементы;
5289;ствол;;290;2000;31;1.22.040;;;;;;;Нет;ВР000001446;;7,00;95,60;;;;;Интерьерный декор;составные элементы;
5290;кольцо;;;;;1.11.100;;;;;;280;Нет;ВР000002416;;;40,00;25;;;;Интерьерный декор;составные элементы;
5291;кольцо;;;;;1.11.200;;;;;;281;Нет;ВР000002396;;;40,00;25;;;;Интерьерный декор;составные элементы;
5292;кольцо;;;;;1.11.300;;;;;;295;Нет;ВР000005433;;;40,00;45;;;;Интерьерный декор;составные элементы;
5293;кольцо;;;;;1.15.100;;;;;;280;Нет;ВР000002417;;4,00;18,00;25;;;;Интерьерный декор;составные элементы;
5294;кольцо;;;;;1.15.200;;;;;;281;Нет;ВР000002408;;4,00;18,00;25;;;;Интерьерный декор;составные элементы;
5295;кольцо;;;;;1.15.300;;;;;;295;Нет;ВР001003054;;4,00;18,00;45;;;;Интерьерный декор;составные элементы;
5296;база;;214;120;214;1.13.900;;;;;;;Нет;ВР001021837;;7,00;20,00;;;;;Интерьерный декор;составные элементы;
5297;база;;453;700;455;1.13.300;;;;;;303;Нет;ВР000002088;;7,00;20,00;;;;;Интерьерный декор;составные элементы;
5298;база;;425;170;429;1.13.400;;;;;;306;Нет;ВР000002051;;7,00;20,00;;;;;Интерьерный декор;составные элементы;
5299;база;;217;118;213;1.13.800;;;;;;;Нет;ВР001021836;;7,00;20,00;;;;;Интерьерный декор;составные элементы;
5300;база;;260;110;260;1.13.500;;;;;;;Нет;ВР001003799;;7,00;20,00;;;;;Интерьерный декор;составные элементы;
5301;база;;392;695;382;1.13.100;;;;;;249;Нет;ВР000001305;;7,00;20,00;;;;;Интерьерный декор;составные элементы;
5302;база;;378;171;379;1.13.200;;;;;;250;Нет;ВР000001289;;7,00;20,00;;;;;Интерьерный декор;составные элементы;
5303;база;;226;116;225;1.13.700;;;;;;;Нет;ВР001021835;;7,00;20,00;;;;;Интерьерный декор;составные элементы;
5304;база;;215;120;103;1.17.900;;;;;;;Нет;ВР001005246;;7,00;20,00;;;;;Интерьерный декор;составные элементы;
5305;база;;455;700;227;1.17.300;;;;;;;Нет;ВР000002065;;7,00;20,00;;;;;Интерьерный декор;составные элементы;
5306;база;;;170;;1.17.400;;;;;;425;Нет;ВР000002077;;7,00;20,00;;;;;Интерьерный декор;составные элементы;
5307;база;;391;698;193;1.17.100;;;;;;;Нет;ВР000001186;;7,00;20,00;;;;;Интерьерный декор;составные элементы;
5308;база;;219;119;107;1.17.800;;;;;;;Нет;ВР001005240;;7,00;20,00;;;;;Интерьерный декор;составные элементы;
5309;база;;260;110;130;1.17.500;;;;;;;Нет;ВР000004377;;7,00;20,00;;;;;Интерьерный декор;составные элементы;
5310;база;;277;696;138;1.17.600;;;;;;;Нет;ВР000004378;;7,00;28,00;;;;;Интерьерный декор;составные элементы;
5311;база;;226;117;113;1.17.700;;;;;;;Нет;ВР001005252;;7,00;20,00;;;;;Интерьерный декор;составные элементы;
5312;база;;380;170;190;1.17.200;;;;;;;Нет;ВР000001291;;7,00;20,00;;;;;Интерьерный декор;составные элементы;
5313;база;;214;540;56;1.23.100;;;;;;;Нет;ВР000001185;;7,00;28,00;;;;;Интерьерный декор;составные элементы;
5314;база;;542;372;85;1.23.200;;;;;;;Нет;ВР000001225;;7,00;28,00;;;;;Интерьерный декор;составные элементы;
5315;база;;300;750;75;1.23.300;;;;;;;Нет;ВР000001286;;7,00;28,00;;;;;Интерьерный декор;составные элементы;
5316;база;;390;905;70;1.23.400;;;;;;;Нет;ВР000001445;;7,00;28,00;;;;;Интерьерный декор;составные элементы;
5317;база;;580;301;60;1.23.500;;;;;;;Нет;ВР000002096;;7,00;28,00;;;;;Интерьерный декор;составные элементы;
5318;пьедестал;;318;650;318;1.14.001;;;;;;;Нет;ВР001021839;;;25,00;;;;;Интерьерный декор;составные элементы;
5319;пьедестал;;312;650;312;1.14.002;;;;;;;Нет;ВР001021840;;;25,00;;;;;Интерьерный декор;составные элементы;
5320;пьедестал;;298;651;298;1.14.003;;;;;;;Нет;ВР001021841;;;25,00;;;;;Интерьерный декор;составные элементы;
5321;пьедестал;;317;651;159;1.18.001;;;;;;;Нет;ВР001005254;;;25,00;;;;;Интерьерный декор;составные элементы;
5322;пьедестал;;;;;1.18.002;;;;;;;Нет;ВР001005255;;;25,00;;;;;Интерьерный декор;составные элементы;
5323;пьедестал;;300;652;150;1.18.003;;;;;;;Нет;ВР001005256;;;25,00;;;;;Интерьерный декор;составные элементы;
5324;база;;96;248;;1.54.010;;;;;;;Нет;ВР000001172;;7,00;28,00;30;;;;Интерьерный декор;обрамление арок;
5325;обрамление арок;;134;53;;1.55.003;;;;;;;Нет;ВР000001173;;4,00;30,00;43;;;;Интерьерный декор;обрамление арок;
5326;обрамление арок;;231;50;;1.55.004;;;;;;;Нет;ВР000001388;;4,00;30,00;43;;;;Интерьерный декор;обрамление арок;
5327;обрамление арок;;650;320;;1.55.001;;;;;;;Нет;ВР000001163;;4,00;18,00;26;;;;Интерьерный декор;обрамление арок;
5328;замковый камень;;95;126;;1.55.005;;;;;;;Нет;ВР000001174;;4,00;18,00;41;;;;Интерьерный декор;обрамление арок;
5329;обрамление арок;;650;320;;1.55.002;;;;;;;Нет;ВР000001164;;4,00;18,00;26;;;;Интерьерный декор;обрамление арок;
5330;база;;95;250;;1.54.020;;;;;;;Нет;ВР000001171;;7,00;28,00;31;;;;Интерьерный декор;обрамление дверей;
5331;боковой элемент;;310;115;;1.54.009;;;;;;;Нет;ВР000003309;;;11,00;10;;;;Интерьерный декор;обрамление дверей;
5332;боковой элемент;;310;115;;1.54.019;;;;;;;Нет;ВР000003310;;;11,00;10;;;;Интерьерный декор;обрамление дверей;
5333;квадрат;;98;98;;1.54.001;;;;;;;Нет;ВР000001176;;;50,00;30;;;;Интерьерный декор;обрамление дверей;
5334;квадрат;;96;96;;1.54.002;;;;;;;Нет;ВР000001339;;;50,00;30;;;;Интерьерный декор;обрамление дверей;
5335;наличник;1265;;195;;1.54.003;;;;;;;Нет;ВР000003311;;4,00;50,00;26;;;;Интерьерный декор;обрамление дверей;
5336;наличник;2080;;235;;1.54.004;;;;;;;Нет;ВР000003312;;4,00;56,00;26;;;;Интерьерный декор;обрамление дверей;
5337;элемент;;115;115;;1.54.008;;;;;;;Нет;ВР000003308;;;11,00;15;;;;Интерьерный декор;обрамление дверей;
5338;элемент;;233;133;;1.54.006;;;;;;;Нет;ВР000004031;;;11,00;27;;;;Интерьерный декор;обрамление дверей;
5339;элемент;;330;140;;1.54.005;;;;;;;Нет;ВР000003307;;;11,00;15;;;;Интерьерный декор;обрамление дверей;
5340;элемент;;156;115;;1.54.007;;;;;;;Нет;ВР000004048;;;11,00;11;;;;Интерьерный декор;обрамление дверей;
5341;элемент;;730;115;;1.54.012;;;;;;;Нет;ВР000002570;;;11,00;10;;;;Интерьерный декор;обрамление дверей;
5342;элемент;;435;115;;1.54.011;;;;;;;Нет;ВР000004207;;;11,00;10;;;;Интерьерный декор;обрамление дверей;
5343;ствол;;;2345;;1.12.011;;;;;;250;Нет;;;7,00;113,60;;;;;Интерьерный декор;составные элементы;
5344;пилястра;;232;2700;69;1.20.301;;;;;;;Нет;;;;;;;;;Интерьерный декор;пилястры;
5345;пилястра;;542;2718;112;1.20.302;;;;;;;Нет;;;;;;;;;Интерьерный декор;пилястры;
5346;пилястра;;542;3018;112;1.20.303;;;;;;;Нет;;;;;;;;;Интерьерный декор;пилястры;
5347;пилястра;;542;2552;85;1.20.201;;;;;;;Нет;;;;;;;;;Интерьерный декор;пилястры;
5348;пилястра;;542;2852;85;1.20.202;;;;;;;Нет;;;;;;;;;Интерьерный декор;пилястры;
5349;пилястра;;403;3088;75;1.20.101;;;;;;;Нет;;;;;;;;;Интерьерный декор;пилястры;
5350;пилястра;;611;2480;80;1.20.102;;;;;;;Нет;;;;;;;;;Интерьерный декор;пилястры;
5351;пилястра;;345;2983;96;1.20.001;;;;;;;Нет;;;;;;;;;Интерьерный декор;пилястры;
5352;пилястра;;355;2983;95;1.20.002;;;;;;;Нет;;;;;;;;;Интерьерный декор;пилястры;
5353;полуколонна;;300;2705;150;1.10.301;;;;;;;Нет;;;;;;;;;Интерьерный декор;полуколонны;
5354;полуколонна;;224;2702;115;1.10.302;;;;;;;Нет;;;;;;;;;Интерьерный декор;полуколонны;
5355;полуколонна;;455;3372;227;1.10.303;;;;;;;Нет;;;;;;;;;Интерьерный декор;полуколонны;
5356;полуколонна;;422;2842;215;1.10.304;;;;;;;Нет;;;;;;;;;Интерьерный декор;полуколонны;
5357;полуколонна;;234;2087;107;1.10.201;;;;;;;Нет;;;;;;;;;Интерьерный декор;полуколонны;
5358;полуколонна;;234;2737;107;1.10.202;;;;;;;Нет;;;;;;;;;Интерьерный декор;полуколонны;
5359;полуколонна;;280;3026;138;1.10.203;;;;;;;Нет;;;;;;;;;Интерьерный декор;полуколонны;
5360;полуколонна;;280;2330;137;1.10.204;;;;;;;Нет;;;;;;;;;Интерьерный декор;полуколонны;
5361;полуколонна;;392;3168;194;1.10.205;;;;;;;Нет;;;;;;;;;Интерьерный декор;полуколонны;
5362;полуколонна;;392;2850;194;1.10.206;;;;;;;Нет;;;;;;;;;Интерьерный декор;полуколонны;
5363;полуколонна;;392;868;194;1.10.207;;;;;;;Нет;;;;;;;;;Интерьерный декор;полуколонны;
5364;полуколонна;;392;550;194;1.10.208;;;;;;;Нет;;;;;;;;;Интерьерный декор;полуколонны;
5365;полуколонна;;438;3172;193;1.10.209;;;;;;;Нет;;;;;;;;;Интерьерный декор;полуколонны;
5366;полуколонна;;438;2854;180;1.10.210;;;;;;;Нет;;;;;;;;;Интерьерный декор;полуколонны;
5367;полуколонна;;438;872;193;1.10.211;;;;;;;Нет;;;;;;;;;Интерьерный декор;полуколонны;
5368;полуколонна;;438;554;180;1.10.212;;;;;;;Нет;;;;;;;;;Интерьерный декор;полуколонны;
