IE_XML_ID;IE_NAME;IP_PROP144;IP_PROP151;IP_PROP152;IP_PROP153;IP_PROP142;IP_PROP143;IP_PROP145;IP_PROP150;IP_PROP154;IP_PROP155;IP_PROP156;IP_PROP157;IP_PROP160;IP_PROP162;IP_PROP165;IP_PROP620;IP_PROP149;IP_PROP146;IP_PROP147;IP_PROP148
5010;карниз 1.50.260 гибкий;2000;;;;1.50.260;133;166;;;;;Да;ВР002028451;;Нет;;;3500;2500;
5011;карниз 1.50.261 гибкий;2000;;;;1.50.261;103;100;;;;;Да;ВР002028452;;Нет;;;3500;;
5012;карниз 1.50.262 гибкий;2000;;;;1.50.262;50;120;;;;;Да;ВР002028453;;Нет;;;1000;1000;
5013;карниз 1.50.264 гибкий;2000;;;;1.50.264;170;170;;;;;Да;ВР002028454;;Нет;;;5000;4500;
5014;карниз 1.50.265 гибкий;2000;;;;1.50.265;21;114;;;;;Да;ВР002028455;;Нет;;;3000;3000;
5015;карниз 1.50.266 гибкий;2000;;;;1.50.266;75;21;;;;;Да;ВР002028456;;Нет;;;1500;1000;
5016;карниз 1.50.267 гибкий;2000;;;;1.50.267;171;32;;;;;Да;ВР002028457;;Нет;;;>5000;;
5017;карниз 1.50.268 гибкий;2000;;;;1.50.268;170;32;;;;;Да;ВР002028458;;Нет;;;>5000;;
5018;карниз 1.50.269 гибкий;2000;;;;1.50.269;220;47;;;;;Да;ВР002028459;;Нет;;;>5000;;
5019;карниз 1.50.270 гибкий;2000;;;;1.50.270;220;46;;;;;Да;ВР002028460;;Нет;;;>5000;;
5020;молдинг 1.51.311;2000;;;;1.51.311;;85;;;;;Нет;ВР000001522;;Нет;;20;;;
5021;молдинг 1.51.314;2000;;;;1.51.314;;66;;;;;Нет;ВР000001642;;Нет;;19;;;
5022;молдинг 1.51.327;2000;;;;1.51.327;;80;;;;;Нет;ВР000004028;;Нет;;21;;;
5023;молдинг 1.51.301;2000;;;;1.51.301;;42;;;;;Нет;ВР000001059;;Нет;;16;;;
5024;молдинг 1.51.305;2000;;;;1.51.305;;28;;;;;Нет;ВР000001062;;Нет;;15;;;
5025;молдинг 1.51.321;2000;;;;1.51.321;;19;;;;;Нет;ВР000005725;;Нет;;9;;;
5026;молдинг 1.51.400;2000;;;;1.51.400;;45;;;;;Нет;ВР000005827;;Нет;;16;;;
5027;молдинг 1.51.302;2000;;;;1.51.302;;60;;;;;Нет;ВР000001060;;Нет;;25;;;
5028;молдинг 1.51.303;2000;;;;1.51.303;;82;;;;;Нет;ВР000001061;;Нет;;19;;;
5029;молдинг 1.51.304;2000;;;;1.51.304;;51;;;;;Нет;ВР000001167;;Нет;;24;;;
5030;молдинг 1.51.306;2000;;;;1.51.306;;31;;;;;Нет;ВР000001064;;Нет;;10;;;
5031;молдинг 1.51.307;2000;;;;1.51.307;;95;;;;;Нет;ВР000001065;;Нет;;25;;;
5032;молдинг 1.51.324;2000;;;;1.51.324;;54;;;;;Нет;ВР000002932;;Нет;;12;;;
5033;молдинг 1.51.352;2000;;;;1.51.352;;36;;;;;Нет;ВР000005503;;Нет;;21;;;
5034;молдинг 1.51.325;2000;;;;1.51.325;;125;;;;;Нет;ВР000002935;;Нет;;15;;;
5035;молдинг 1.51.312;2000;;;;1.51.312;;40;;;;;Нет;ВР000001595;;Нет;;18;;;
5036;молдинг 1.51.332;2000;;;;1.51.332;;50;;;;;Нет;ВР001023823;;Нет;;16;;;
5037;молдинг 1.51.350;2000;;;;1.51.350;;139;;;;;Нет;ВР000005488;;Нет;;37;;;
5038;молдинг 1.51.326;2000;;;;1.51.326;;50;;;;;Нет;ВР000004305;;Нет;;28;;;
5039;молдинг 1.51.308;2000;;;;1.51.308;;41;;;;;Нет;ВР000001175;;Нет;;20;;;
5040;молдинг 1.51.309;2000;;;;1.51.309;;74;;;;;Нет;ВР000001170;;Нет;;21;;;
5041;молдинг 1.51.310;2000;;;;1.51.310;;96;;;;;Нет;ВР000001183;;Нет;;19;;;
5042;молдинг 1.51.313;2000;;;;1.51.313;;53;;;;;Нет;ВР000004235;;Нет;;20;;;
5043;молдинг 1.51.315;2000;;;;1.51.315;;75;;;;;Нет;ВР000001942;;Нет;;22;;;
5044;молдинг 1.51.316;2000;;;;1.51.316;;90;;;;;Нет;ВР000002045;;Нет;;19;;;
5045;молдинг 1.51.317;2000;;;;1.51.317;;101;;;;;Нет;ВР000002067;;Нет;;20;;;
5046;молдинг 1.51.318;2000;;;;1.51.318;;65;;;;;Нет;ВР000002158;;Нет;;32;;;
5047;молдинг 1.51.319;2000;;;;1.51.319;;123;;;;;Нет;ВР000002566;;Нет;;30;;;
5048;молдинг 1.51.320;2000;;;;1.51.320;;112;;;;;Нет;ВР000002330;;Нет;;20;;;
5049;молдинг 1.51.322;2000;;;;1.51.322;;25;;;;;Нет;ВР001022869;;Нет;;12;;;
5050;молдинг 1.51.328;2000;;;;1.51.328;;47;;;;;Нет;ВР000005631;;Нет;;30;;;
5051;молдинг 1.51.330;2000;;;;1.51.330;;60;;;;;Нет;ВР000004389;;Нет;;28;;;
5053;молдинг 1.51.340;2000;;;;1.51.340;;78;;;;;Нет;ВР000002481;;Нет;;26;;;
5054;молдинг 1.51.341;2000;;;;1.51.341;;75;;;;;Нет;ВР001007514;;Нет;;20;;;
5055;молдинг 1.51.342;2000;;;;1.51.342;;75;;;;;Нет;ВР001007515;;Нет;;15;;;
5056;молдинг 1.51.343;2000;;;;1.51.343;;75;;;;;Нет;ВР001007516;;Нет;;12;;;
5057;молдинг 1.51.344;2000;;;;1.51.344;;91;;;;;Нет;ВР001007518;;Нет;;18;;;
5058;молдинг 1.51.351;2000;;;;1.51.351;;58;;;;;Нет;ВР000005561;;Нет;;29;;;
5059;молдинг 1.51.380;2000;;;;1.51.380;;220;;;;;Нет;ВР000004027;;Нет;;35;;;
5060;молдинг 1.51.401;2000;;;;1.51.401;;23;;;;;Нет;ВР000005728;;Нет;;12;;;
5061;молдинг 1.51.323;2000;;;;1.51.323;;32;;;;;Нет;ВР001022870;;Нет;;10;;;
5062;молдинг 1.51.339;2000;;;;1.51.339;;56;;;;;Нет;ВР001023833;;Нет;;16;;;
5063;молдинг 1.51.331;2000;;;;1.51.331;;68;;;;;Нет;ВР001023821;;Нет;;20;;;
5064;молдинг 1.51.336;2000;;;;1.51.336;;66;;;;;Нет;ВР001023829;;Нет;;12;;;
5065;молдинг 1.51.334;2000;;;;1.51.334;;33;;;;;Нет;ВР001023825;;Нет;;14;;;
5066;молдинг 1.51.335;2000;;;;1.51.335;;75;;;;;Нет;ВР001023827;;Нет;;16;;;
5067;молдинг 1.51.337;2000;;;;1.51.337;;78;;;;;Нет;ВР001023831;;Нет;;12;;;
5068;молдинг 1.51.348;2000;;;;1.51.348;;49;;;;;Нет;ВР002025333;;Нет;;25;;;
5069;молдинг 1.51.349;2000;;;;1.51.349;;105;;;;;Нет;ВР002025335;;Нет;;20;;;
5070;молдинг 1.51.329;2000;;;;1.51.329;;23;;;;;Нет;ВР001023819;;Нет;;12;;;
5071;молдинг 1.51.347;2000;;;;1.51.347;;91;;;;;Нет;ВР002025135;;Нет;;27;;;
5072;молдинг 1.51.355;2000;;;;1.51.355;;102;;;;;Нет;ВР002025434;;Нет;;38;;;
5073;молдинг 1.51.354;2000;;;;1.51.354;;68;;;;;Нет;ВР002025432;;Нет;;26;;;
5074;молдинг 1.51.311 гибкий;2000;;;;1.51.311;;85;;;;;Да;ВР002028473;;Нет;;20;550;550;1500
5075;молдинг 1.51.314 гибкий;2000;;;;1.51.314;;66;;;;;Да;ВР002028476;;Нет;;19;550;550;1500
5076;молдинг 1.51.327 гибкий;2000;;;;1.51.327;;80;;;;;Да;ВР002028488;;Нет;;21;550;550;1000
5077;молдинг 1.51.301 гибкий;2000;;;;1.51.301;;42;;;;;Да;ВР002028463;;Нет;;16;550;550;550
5078;молдинг 1.51.305 гибкий;2000;;;;1.51.305;;28;;;;;Да;ВР002028467;;Нет;;15;550;550;550
5079;молдинг 1.51.321 гибкий;2000;;;;1.51.321;;19;;;;;Да;ВР002028482;;Нет;;9;550;550;550
5080;молдинг 1.51.400 гибкий;2000;;;;1.51.400;;45;;;;;Да;ВР002028520;;Нет;;16;550;550;550
5081;молдинг 1.51.302 гибкий;2000;;;;1.51.302;;60;;;;;Да;ВР002028464;;Нет;;25;550;550;1000
5082;молдинг 1.51.303 гибкий;2000;;;;1.51.303;;82;;;;;Да;ВР002028465;;Нет;;19;550;550;1500
5083;молдинг 1.51.304 гибкий;2000;;;;1.51.304;;51;;;;;Да;ВР002028466;;Нет;;24;550;550;550
5084;молдинг 1.51.306 гибкий;2000;;;;1.51.306;;31;;;;;Да;ВР002028468;;Нет;;10;550;550;550
5085;молдинг 1.51.307 гибкий;2000;;;;1.51.307;;95;;;;;Да;ВР002028469;;Нет;;25;550;550;1500
5086;молдинг 1.51.324 гибкий;2000;;;;1.51.324;;54;;;;;Да;ВР002028485;;Нет;;12;550;550;1500
5087;молдинг 1.51.352 гибкий;2000;;;;1.51.352;;36;;;;;Да;ВР002028511;;Нет;;21;550;550;550
5088;молдинг 1.51.325 гибкий;2000;;;;1.51.325;;125;;;;;Да;ВР002028486;;Нет;;15;550;550;2500
5089;молдинг 1.51.312 гибкий;2000;;;;1.51.312;;40;;;;;Да;ВР002028474;;Нет;;18;550;550;1500
5090;молдинг 1.51.332 гибкий;2000;;;;1.51.332;;50;;;;;Да;ВР002028493;;Нет;;16;550;550;1000
5091;молдинг 1.51.350 гибкий;2000;;;;1.51.350;;139;;;;;Да;ВР002028509;;Нет;;37;550;550;2500
5092;молдинг 1.51.326 гибкий;2000;;;;1.51.326;;50;;;;;Да;ВР002028487;;Нет;;28;550;550;550
5093;молдинг 1.51.308 гибкий;2000;;;;1.51.308;;41;;;;;Да;ВР002028470;;Нет;;20;550;550;550
5094;молдинг 1.51.309 гибкий;2000;;;;1.51.309;;74;;;;;Да;ВР002028471;;Нет;;21;550;550;1000
5095;молдинг 1.51.310 гибкий;2000;;;;1.51.310;;96;;;;;Да;ВР002028472;;Нет;;19;550;550;1500
5096;молдинг 1.51.313 гибкий;2000;;;;1.51.313;;53;;;;;Да;ВР002028475;;Нет;;20;550;550;550
5097;молдинг 1.51.315 гибкий;2000;;;;1.51.315;;75;;;;;Да;ВР002028477;;Нет;;22;550;550;1000
5098;молдинг 1.51.316 гибкий;2000;;;;1.51.316;;90;;;;;Да;ВР002028478;;Нет;;19;550;550;1500
5099;молдинг 1.51.317 гибкий;2000;;;;1.51.317;;101;;;;;Да;ВР002028479;;Нет;;20;550;550;1500
5100;молдинг 1.51.318 гибкий;2000;;;;1.51.318;;65;;;;;Да;ВР002028480;;Нет;;32;550;550;550
5101;молдинг 1.51.319 гибкий;2000;;;;1.51.319;;123;;;;;Да;ВР002028481;;Нет;;30;550;550;1500
5102;молдинг 1.51.320 гибкий;2000;;;;1.51.320;;112;;;;;Да;ВР002028566;;Нет;;20;550;550;1500
5103;молдинг 1.51.322 гибкий;2000;;;;1.51.322;;25;;;;;Да;ВР002028483;;Нет;;12;550;550;550
5104;молдинг 1.51.328 гибкий;2000;;;;1.51.328;;47;;;;;Да;ВР002028489;;Нет;;30;550;550;550
5105;молдинг 1.51.330 гибкий;2000;;;;1.51.330;;60;;;;;Да;ВР002028491;;Нет;;28;550;550;550
5107;молдинг 1.51.340 гибкий;2000;;;;1.51.340;;78;;;;;Да;ВР002028500;;Нет;;26;550;550;1000
5108;молдинг 1.51.341 гибкий;2000;;;;1.51.341;;75;;;;;Да;ВР002028501;;Нет;;20;550;550;1000
5109;молдинг 1.51.342 гибкий;2000;;;;1.51.342;;75;;;;;Да;ВР002028502;;Нет;;15;550;550;1500
5110;молдинг 1.51.343 гибкий;2000;;;;1.51.343;;75;;;;;Да;ВР002028503;;Нет;;12;550;550;1500
5111;молдинг 1.51.344 гибкий;2000;;;;1.51.344;;91;;;;;Да;ВР002028504;;Нет;;18;550;550;1500
5112;молдинг 1.51.351 гибкий;2000;;;;1.51.351;;58;;;;;Да;ВР002028510;;Нет;;29;550;550;550
5113;молдинг 1.51.380 гибкий;2000;;;;1.51.380;;220;;;;;Да;ВР002028519;;Нет;;35;550;550;3500
5114;молдинг 1.51.401 гибкий;2000;;;;1.51.401;;23;;;;;Да;ВР002028521;;Нет;;12;550;550;550
5115;молдинг 1.51.323 гибкий;2000;;;;1.51.323;;32;;;;;Да;ВР002028484;;Нет;;10;550;550;550
5116;молдинг 1.51.339 гибкий;2000;;;;1.51.339;;56;;;;;Да;ВР002028499;;Нет;;16;550;550;1000
5117;молдинг 1.51.331 гибкий;2000;;;;1.51.331;;68;;;;;Да;ВР002028492;;Нет;;20;550;550;1000
5118;молдинг 1.51.336 гибкий;2000;;;;1.51.336;;66;;;;;Да;ВР002028497;;Нет;;12;550;550;1500
5119;молдинг 1.51.334 гибкий;2000;;;;1.51.334;;33;;;;;Да;ВР002028495;;Нет;;14;550;550;1000
5120;молдинг 1.51.335 гибкий;2000;;;;1.51.335;;75;;;;;Да;ВР002028496;;Нет;;16;550;550;1000
5121;молдинг 1.51.337 гибкий;2000;;;;1.51.337;;78;;;;;Да;ВР002028498;;Нет;;12;550;550;1500
5122;молдинг 1.51.348 гибкий;2000;;;;1.51.348;;49;;;;;Да;ВР002028507;;Нет;;25;550;550;1000
5123;молдинг 1.51.349 гибкий;2000;;;;1.51.349;;105;;;;;Да;ВР002028508;;Нет;;20;550;550;2000
5124;молдинг 1.51.329 гибкий;2000;;;;1.51.329;;23;;;;;Да;ВР002028490;;Нет;;12;550;550;550
5125;молдинг 1.51.347 гибкий;2000;;;;1.51.347;;90,5;;;;;Да;ВР002028506;;Нет;;27;550;550;1500
5126;молдинг 1.51.355 гибкий;2000;;;;1.51.355;;102;;;;;Да;ВР002028514;;Нет;;38;550;550;2000
5127;молдинг 1.51.354 гибкий;2000;;;;1.51.354;;68;;;;;Да;ВР002028513;;Нет;;26;550;550;1000
5128;плинтус 1.53.102;2000;;;;1.53.102;;150;22;;;;Нет;ВР000004322;;Нет;;;;;
5129;плинтус 1.53.103;2000;;;;1.53.103;;109;14;;;;Нет;ВР000004323;;Нет;;;;;
5130;плинтус 1.53.104;2000;;;;1.53.104;;120;26;;;;Нет;ВР001005248;;Нет;;;;;
5131;плинтус 1.53.105;2000;;;;1.53.105;;160;25;;;;Нет;ВР001022003;;Нет;;;;;
5132;плинтус 1.53.106;2000;;;;1.53.106;;70;17;;;;Нет;ВР001022873;;Нет;;;;;
5133;плинтус 1.53.107;2000;;;;1.53.107;;80;22;;;;Нет;ВР001022874;;Нет;;;;;
5134;плинтус 1.53.109;2000;;;;1.53.109;;98;16;;;;Нет;ВР002025436;;Нет;;;;;
5135;плинтус 1.53.101;2000;;;;1.53.101;;110;27;;;;Нет;ВР000004321;;Нет;;;;;
5136;плинтус 1.53.102 гибкий;2000;;;;1.53.102;;149,5;22;;;;Да;ВР002028523;;Нет;;;550;550;
5137;плинтус 1.53.103 гибкий;2000;;;;1.53.103;;109;14;;;;Да;ВР002028524;;Нет;;;550;550;
5138;плинтус 1.53.104 гибкий;2000;;;;1.53.104;;120;26;;;;Да;ВР002028527;;Нет;;;550;550;
5139;плинтус 1.53.105 гибкий;2000;;;;1.53.105;;160;25;;;;Да;ВР002028528;;Нет;;;550;550;
5140;плинтус 1.53.106 гибкий;2000;;;;1.53.106;;70;17;;;;Да;ВР002028529;;Нет;;;550;550;
5141;плинтус 1.53.107 гибкий;2000;;;;1.53.107;;80;22;;;;Да;ВР002028530;;Нет;;;550;550;
5142;плинтус 1.53.109 гибкий;2000;;;;1.53.109;;98;16;;;;Да;ВР002028531;;Нет;;;550;550;
5143;плинтус 1.53.101 гибкий;2000;;;;1.53.101;;110;27;;;;Да;ВР002028522;;Нет;;;550;550;
5144;угловой элемент 1.52.326;;285;285;;1.52.326;;;;;;;Нет;ВР000004306;;Нет;;30;;;
5145;угловой элемент 1.52.301;;210;210;;1.52.301;;;;;;;Нет;ВР000001080;;Нет;;16;;;
5146;угловой элемент 1.52.302;;215;215;;1.52.302;;;;;;;Нет;ВР000001300;;Нет;;25;;;
5147;угловой элемент 1.52.290;;213;395;;1.52.290;;;;;;;Нет;ВР000001732;;Нет;;23;;;
5148;угловой элемент 1.52.293;;213;395;;1.52.293;;;;;;;Нет;ВР000001733;;Нет;;23;;;
5149;угловой элемент 1.52.292;;255;255;;1.52.292;;;;;;;Нет;ВР000001755;;Нет;;19;;;
5150;угловой элемент 1.52.288;;272;269;;1.52.288;;;;;;;Нет;ВР000005304;;Нет;;32;;;
5151;угловой элемент 1.52.294;;261;261;;1.52.294;;;;;;;Нет;ВР000001643;;Нет;;18;;;
5152;угловой элемент 1.52.291;;195;195;;1.52.291;;;;;;;Нет;ВР000001731;;Нет;;20;;;
5153;угловой элемент 1.52.295;;195;195;;1.52.295;;;;;;;Нет;ВР000001734;;Нет;;18;;;
5154;угловой элемент 1.52.328;;250;250;;1.52.328;;;;;;;Нет;ВР000005640;;Нет;;30;;;
5155;угловой элемент 1.52.400;;294;294;;1.52.400;;;;;;;Нет;ВР000005828;;Нет;;26;;;
5156;угловой элемент 1.52.289;;300;104;;1.52.289;;;;;;;Нет;ВР000005338;;Нет;;20;;;
5157;угловой элемент 1.52.296;;270;390;;1.52.296;;;;;;;Нет;ВР000001774;;Нет;;18;;;
5158;угловой элемент 1.52.297;;215;215;;1.52.297;;;;;;;Нет;ВР000005406;;Нет;;21;;;
5159;угловой элемент 1.52.298;;215;215;;1.52.298;;;;;;;Нет;ВР000004320;;Нет;;21;;;
5160;угловой элемент 1.52.300;;300;300;;1.52.300;;;;;;;Нет;ВР000005506;;Нет;;20;;;
5161;угловой элемент 1.52.303;;294;295;;1.52.303;;;;;;;Нет;ВР000005507;;Нет;;22;;;
5162;угловой элемент 1.52.308;;160;160;;1.52.308;;;;;;;Нет;ВР000001351;;Нет;;20;;;
5163;угловой элемент 1.52.312;;208;210;;1.52.312;;;;;;;Нет;ВР000001679;;Нет;;18;;;
5164;угловой элемент 1.52.313;;634;634;;1.52.313;;;;;;;Нет;ВР000004280;;Нет;;43;;;
5165;угловой элемент 1.52.314;;270;390;;1.52.314;;;;;;;Нет;ВР000001775;;Нет;;18;;;
5166;угловой элемент 1.52.318;;174;174;;1.52.318;;;;;;;Нет;ВР000004383;;Нет;;32;;;
5167;кронштейн 1.19.001;;186;315;150;1.19.001;;;;;;;Нет;ВР000001447;;Нет;;;;;
5168;кронштейн 1.19.137;;73;97;38;1.19.137;;;;;;;Нет;ВР000001828;;Нет;;;;;
5169;кронштейн 1.19.002;;122;303;75;1.19.002;;;;;;;Нет;ВР000001352;;Нет;;;;;
5170;кронштейн 1.19.005;;188;489;163;1.19.005;;;;;;;Нет;ВР000001928;;Нет;;;;;
5171;кронштейн 1.19.003;;120;149;120;1.19.003;;;;;;;Нет;ВР000001450;;Нет;;;;;
5172;кронштейн 1.19.004;;86;215;73;1.19.004;;;;;;;Нет;ВР000001866;;Нет;;;;;
5174;розетка 1.56.017;;;;;1.56.017;;;;;;448;Нет;ВР000001180;;Нет;;42;;;
5175;розетка 1.56.001;;;;;1.56.001;;;;;;693;Нет;ВР000005505;;Нет;;60;;;
5176;розетка 1.56.002;;;;;1.56.002;;;;;;520;Нет;ВР001023635;;Нет;;37;;;
5177;розетка 1.56.004;;;;;1.56.004;;;;;;436;Нет;ВР001023637;;Нет;;31;;;
5178;розетка 1.56.007;;;;;1.56.007;;;;;;400;Нет;ВР001023640;;Нет;;60;;;
5179;розетка 1.56.013;;;;;1.56.013;;;;;;258;Нет;ВР000001069;;Нет;;32;;;
5180;розетка 1.56.014;;;;;1.56.014;;;;;;338;Нет;ВР000001070;;Нет;;57;;;
5181;розетка 1.56.015;;;;;1.56.015;;;;;;555;Нет;ВР000001071;;Нет;;62;;;
5182;розетка 1.56.016;;;;;1.56.016;;;;;;480;Нет;ВР000001075;;Нет;;47;;;
5183;розетка 1.56.018;;;;;1.56.018;;;;;;743;Нет;ВР000004236;;Нет;;40;;;
5184;розетка 1.56.019;;;;;1.56.019;;;;;;508;Нет;ВР000001773;;Нет;;33;;;
5185;розетка 1.56.020;;;;;1.56.020;;;;;;470;Нет;ВР000005129;;Нет;;41;;;
5186;розетка 1.56.022;;;;;1.56.022;;;;;;523;Нет;ВР000001482;;Нет;;52;;;
5187;розетка 1.56.023;;;;;1.56.023;;;;;;589;Нет;ВР000001294;;Нет;;55;;;
5188;розетка 1.56.024;;;;;1.56.024;;;;;;493;Нет;ВР000001483;;Нет;;36;;;
5189;розетка 1.56.025;;;;;1.56.025;;;;;;819;Нет;ВР000001295;;Нет;;65;;;
5190;розетка 1.56.005;;;;;1.56.005;;;;;;655;Нет;ВР001023638;;Нет;;42;;;
5191;розетка 1.56.010;;;;;1.56.010;;;;;;193;Нет;ВР001023642;;Нет;;34;;;
5192;розетка 1.56.028;;;;;1.56.028;;;;;;670;Нет;ВР000004029;;Нет;;68;;;
5193;розетка 1.56.029;;767;529;;1.56.029;;;;;;;Нет;ВР000004030;;Нет;;47;;;
5194;розетка 1.56.030;;;;;1.56.030;;;;;;394;Нет;ВР000002943;;Нет;;37;;;
5195;розетка 1.56.003;;;;;1.56.003;;;;;;518;Нет;ВР001023636;;Нет;;35;;;
5196;розетка 1.56.031;;;;;1.56.031;;;;;;614;Нет;ВР000002928;;Нет;;50;;;
5197;розетка 1.56.021;;;;;1.56.021;;;;;;487;Нет;ВР000001273;;Нет;;59;;;
5198;розетка 1.56.026;;;;;1.56.026;;;;;;768;Нет;ВР000001179;;Нет;;52;;;
5199;розетка 1.56.006;;;;;1.56.006;;;;;;330;Нет;ВР001023639;;Нет;;25;;;
5200;розетка 1.56.009;;;;;1.56.009;;;;;;292;Нет;ВР001023641;;Нет;;34;;;
5201;розетка 1.56.032;;;;;1.56.032;;;;;;319;Нет;ВР001024045;;Нет;;37;;;
5202;розетка 1.56.011;;;;;1.56.011;;;;;;195;Нет;ВР001024042;;Нет;;21;;;
5203;розетка 1.56.037;;;;;1.56.037;;;;;;330;Нет;ВР002025332;;Нет;;32;;;
5204;розетка 1.56.034;;;;;1.56.034;;;;;;510;Нет;ВР002025309;;Нет;;50;;;
5205;розетка 1.56.033;;;;;1.56.033;;;;;;461;Нет;ВР002025286;;Нет;;54;;;
5206;розетка 1.56.038;;;;;1.56.038;;;;;;400;Нет;ВР002025331;;Нет;;34;;;
5207;розетка 1.56.012;;;;;1.56.012;;;;;;533;Нет;ВР001024043;;Нет;;45;;;
5208;розетка 1.56.027;;;;;1.56.027;;;;;;382;Нет;ВР001024044;;Нет;;25;;;
5209;розетка 1.56.039;;;;;1.56.039;;;;;;659;Нет;ВР002025330;;Нет;;67;;;
5210;розетка 1.56.035;;;;;1.56.035;;;;;;484;Нет;ВР002025310;;Нет;;44;;;
5211;розетка 1.56.042;;;;;1.56.042;;;;;;201;Нет;ВР002025488;;Нет;;32;;;
5212;орнамент 1.60.114;;74;147;;1.60.114;;;;;;;Нет;ВР000001839;;Нет;;41;;;
5213;орнамент 1.60.014;;75;148;;1.60.014;;;;;;;Нет;ВР000001838;;Нет;;42;;;
5214;орнамент 1.60.011;;142;282;;1.60.011;;;;;;;Нет;ВР000001660;;Нет;;16;;;
5215;орнамент 1.60.111;;142;282;;1.60.111;;;;;;;Нет;ВР000001661;;Нет;;16;;;
5216;орнамент 1.60.007;;97;155;;1.60.007;;;;;;;Нет;ВР000001814;;Нет;;18;;;
5217;орнамент 1.60.005;;69;86;;1.60.005;;;;;;;Нет;ВР000001826;;Нет;;15;;;
5218;орнамент 1.60.012;;208;277;;1.60.012;;;;;;;Нет;ВР000001840;;Нет;;58;;;
5219;орнамент 1.60.008;;28;82;;1.60.008;;;;;;;Нет;ВР000001754;;Нет;;9;;;
5220;орнамент 1.60.010;;67;165;;1.60.010;;;;;;;Нет;ВР000001816;;Нет;;10;;;
5221;орнамент 1.60.002;;415;113;;1.60.002;;;;;;;Нет;ВР000001359;;Нет;;21;;;
5222;орнамент 1.60.003;;26;34;;1.60.003;;;;;;;Нет;ВР000001984;;Нет;;13;;;
5223;орнамент 1.60.004;;37;54;;1.60.004;;;;;;;Нет;ВР000001985;;Нет;;12;;;
5224;орнамент 1.60.006;;59;59;;1.60.006;;;;;;;Нет;ВР000001616;;Нет;;10;;;
5225;орнамент 1.60.009;;61;136;;1.60.009;;;;;;;Нет;ВР000001813;;Нет;;12;;;
5226;орнамент 1.60.015;;51;119;;1.60.015;;;;;;;Нет;ВР000002573;;Нет;;22;;;
5227;орнамент 1.60.017;;90;90;;1.60.017;;;;;;;Нет;ВР000002465;;Нет;;15;;;
5228;орнамент 1.60.018;;259;127;;1.60.018;;;;;;;Нет;ВР000002574;;Нет;;14;;;
5229;орнамент 1.60.019;;88;53;;1.60.019;;;;;;;Нет;ВР000002575;;Нет;;17;;;
5230;орнамент 1.60.108;;27;82;;1.60.108;;;;;;;Нет;ВР000001756;;Нет;;7;;;
5231;орнамент 1.60.109;;62;136;;1.60.109;;;;;;;Нет;ВР000001815;;Нет;;13;;;
5232;орнамент 1.60.110;;67;165;;1.60.110;;;;;;;Нет;ВР000001817;;Нет;;10;;;
5233;орнамент 1.60.001;;137;165;;1.60.001;;;;;;;Нет;ВР000001358;;Нет;;16;;;
5234;кессон 1.57.002;;600;600;;1.57.002;;;;;;;Нет;ВР001022065;;Нет;;67;;;
5235;кессон 1.57.003;;600;600;;1.57.003;;;;;;;Нет;ВР001022066;;Нет;;71;;;
5236;кессон 1.57.001;;599;600;;1.57.001;;;;;;;Нет;ВР000005512;;Нет;;68;;;
5237;кессон 1.57.004;;700;700;;1.57.004;;;;;;;Нет;ВР001022067;;Нет;;90;;;
5238;купол 1.58.001;;;;;1.58.001;;;;;;894;Нет;ВР000004391;;Нет;;112;;;
5239;капитель 1.11.001;;428;370;428;1.11.001;;;;;;;Нет;ВР000004174;;Нет;;;;;
5240;капитель 1.11.010;;224;175;224;1.11.010;;;;;;;Нет;ВР001021828;;Нет;;;;;
5241;капитель 1.11.003;;392;170;392;1.11.003;;;;;;;Нет;ВР000001977;;Нет;;;;;
5242;капитель 1.11.002;;355;270;355;1.11.002;;;;;;;Нет;ВР000001288;;Нет;;;;;
5243;капитель 1.11.004;;438;174;358;1.11.004;;;;;;;Нет;ВР000005449;;Нет;;;;;
5244;капитель 1.11.005;;269;151;269;1.11.005;;;;;;;Нет;ВР001003797;;Нет;;;;;
5245;капитель 1.11.006;;280;109;276;1.11.006;;;;;;;Нет;ВР001003798;;Нет;;;;;
5246;капитель 1.11.008;;216;106;216;1.11.008;;;;;;;Нет;ВР001021826;;Нет;;;;;
5247;капитель 1.11.009;;234;92;188;1.11.009;;;;;;;Нет;ВР001021827;;Нет;;;;;
5248;капитель 1.15.002;;356;270;177;1.15.002;;;;;;;Нет;ВР000001227;;Нет;;;;;
5249;капитель 1.15.003;;390;170;195;1.15.003;;;;;;;Нет;ВР000001871;;Нет;;;;;
5250;капитель 1.15.004;;438;174;180;1.15.004;;;;;;;Нет;ВР001002928;;Нет;;;;;
5251;капитель 1.15.005;;271;151;135;1.15.005;;;;;;;Нет;ВР000004376;;Нет;;;;;
5252;капитель 1.15.006;;280;110;137;1.15.006;;;;;;;Нет;ВР001000031;;Нет;;;;;
5253;капитель 1.15.008;;216;105;108;1.15.008;;;;;;;Нет;ВР001005249;;Нет;;;;;
5254;капитель 1.15.001;;427;371;214;1.15.001;;;;;;;Нет;ВР000001187;;Нет;;;;;
5255;капитель 1.15.009;;237;94;92;1.15.009;;;;;;;Нет;ВР001005243;;Нет;;;;;
5256;капитель 1.15.010;;224;175;115;1.15.010;;;;;;;Нет;ВР001005247;;Нет;;;;;
