IE_XML_ID;IP_PROP144;IP_PROP151;IP_PROP152;IP_PROP153;IP_PROP156;IP_PROP162;IP_PROP149;IP_PROP148
6617;;370;250;370;;;;
6618;;393;268;393;;;;
6619;;68;138;68;;;;
6620;;67;125;67;;;;
6621;;355;250;355;;;;
6622;;59;112;59;;;;
6623;;192;172;192;;;;
6624;;360;265;360;;;;
6625;;283;278;283;;;;
6626;;292;172;292;;;;
6627;;284;282;284;;;;
6628;;292;174;292;;;;
6629;;308;297;308;;;;
6630;;100;137;100;;;;
6631;;306;297;306;;;;
6632;;80;146;80;;;;
6633;;92;165;92;;;;
6634;;257;200;257;;;;
6635;;258;202;258;;;;
6636;;250;172;250;;;;
6637;;307;259;307;;;;
6638;;310;183;310;;;;
6639;;270;250;270;;;;
6640;;357;200;357;;;;
6642;;358;202;358;;;;
6643;;31;218;31;;;;
6644;;350;172;350;;;;
6645;;410;183;410;;;;
6646;;62;191;62;;;;
6647;;42;198;42;;;;
6648;;407;200;407;;;;
6649;;56;168;56;;;;
6650;;406;202;406;;;;
6651;;90;152;90;;;;
6652;;408;170;408;;;;
6653;;70;189;70;;;;
6654;;384;172;384;;;;
6655;;97;169;97;;;;
6656;;383;183;383;;;;
6657;;95;173;95;;;;
6658;;100;160;100;;;;
6659;;183;1150;50;;750;;600-900
6660;;160;1030;40;;700;;550-850
6661;;140;;37;;600;;450-750
6662;2000;;;;;;;
6663;2000;;;;;;;
6664;2000;;;;;;40;2000
6665;2000;;;;;;8;
6666;;1302;312;220;;;;
6667;;184;877;172;;;;
6668;;184;877;172;;;;
6670;2000;;;;;;;
6671;2000;;;;;;21;1000
6672;;;;;403;;38;
6674;2000;83;131;130;;;;2500
6675;2000;89;130;130;;;;2500
6676;2000;91;130;130;;;;2500
6683;;;;;408;;24;
6684;;104;137;71;;;;
6687;2000;;;;;;25;
6707;2000;;;;;;11;
6708;2000;;;;;;20;
6709;;;;;663;;83;
6710;;240;240;;;;24;
6711;;118;143;74;;;;
6736;;264;297;;;;21;
6737;;120;230;;;;23;
6738;;73;213;;;;20;
6739;;354;143;;;;23;
6740;1504;;243;;;;66;
6741;;585;313;;;;35;
6742;;;;;364;;43;
6743;;;;;344;;40;
6749;2000;;;;;;;
6750;;318;321;;;;23;
6751;;169;305;187;;;;
6755;2000;;;;;;9;
6756;;261;262;;;;20;
6757;;76;142;;;;16;
6758;;76;142;;;;16;
6761;;260;260;;;;26;
6762;;255;256;;;;27;
6763;;102;141;68;;;;
6764;;;;;856;;64;
6765;2000;;;;;;;
6766;2000;;;;;;;
6767;;789;359;;;;49;
6768;2000;;;;;;;
6770;2000;;;;;;;
6771;2000;;;;;;;
6772;;180;188;130;;;;
6773;2000;;;;;;;
6783;2000;;;;;;;
6784;2000;;;;;;;
6785;2000;;;;;;;
6786;2000;;;;;;;
6787;2000;;;;;;;
6807;2000;;;;;;;
6808;2000;;;;;;;
6809;2000;;;;;;;
6810;2000;;;;;;;
6811;2000;;;;;;20;2000
6812;2000;;;;;;9;1500
6817;;193;395;207;;;;
6818;2000;;;;;;35;
6819;2000;;;;;;17;
6820;2000;;;;;;13;
6821;2000;;;;;;;
6823;2000;;;;;;13;1000
6824;2000;;;;;;;
6826;2000;;;;;;10;
6827;2000;;;;;;;
6828;2000;;;;;;;
6829;2000;;;;;;;
6830;2000;;;;;;;
6835;2000;;;;;;10;
6836;;;;;309;;28;
6837;;86;86;;;;27;
8330;2000;;;;;;10;2500
8331;2000;;;;;;17;2000
8332;2000;;;;;;35;3000
8981;;112;164;68;;;;
12094;2000;;;;;;;
12104;2000;;;;;;7;
13520;2000;;;;;;;
14598;;358;323;;;;22;
14599;;358;323;;;;22;
14600;2000;;;;;;10;
14781;2000;;;;;;;
17562;;127;210;92;;;;
17563;;522;522;;;;32;
21020;2000;;;;;;;
21021;2000;;;;;;13;
21022;1200;;295;;;;68;
21023;920;;230;;;;39;
21126;2000;;;;;;;
21618;2000;;;;;;;
21619;2000;;;;;;;
21620;2000;;;;;;23;
21621;2000;;;;;;8;
21623;;;;;752;;42;
22331;1199;;244;;;;59;
22334;2000;;;;;;13;2500
22339;2000;;;;;;;
26629;2000;;;;;;;
27652;;;;;706;;69;
28243;2000;;;;;;;
28244;2000;;;;;;;
28245;2000;;;;;;8;2500
29278;2000;;;;;;;
29860;2000;;;;;;;
31363;2000;;;;;;;
31409;;;;;542;;55;
33172;;150;225;97;;;;
33407;2000;;;;;;;
36930;2000;;;;;;;
37766;;;;;452;;35;
38420;;600;600;;;;30;
38421;;599;599;;;;24;
38422;;600;600;;;;20;
42718;2000;;;;;;;
42720;2000;;;;;;;
43862;;95;126;95;;;;
43863;;48;105;48;;;;
43864;;60;95;60;;;;
43865;;53;95;53;;;;
43866;;54;109;54;;;;
43867;;61;109;61;;;;
43868;;86;111;86;;;;
47206;2000;;;;;;;
47207;2000;;;;;;;
47208;2000;;;;;;;
47209;2000;;;;;;;
47210;2000;;;;;;;
47211;2000;;;;;;40;
47212;2000;;;;;;139;
47213;2000;;;;;;160;
47214;2000;;;;;;130;
47215;2000;;;;;;19;
47216;2000;;;;;;19;
48388;2000;;;;;;;
48390;2000;;;;;;15;
48392;2000;;;;;;;
65559;2000;;;;;;24;
65560;2000;;;;;;25;
65561;;115;249;;;;45;
65562;;115;249;;;;45;
65563;;90;299;;;;25;
65564;;90;299;;;;25;
65565;;147;200;;;;100;
65645;2000;;;;;;;
67964;2000;;;;;;;
69864;2020;;;;;;;
69865;2000;;;;;;;
69866;2000;;;;;;;
69867;2000;;;;;;;
69868;2000;;;;;;;
69873;2000;;;;;;17;
69874;2000;;;;;;35;
69875;2020;;;;;;18;
69876;2040;;;;;;16;
69877;2040;;;;;;16;
69878;2040;;;;;;33;
69879;2000;;;;;;60;
69890;;349;399;;;;52;
69891;;499;498;;;;60;
69892;2000;;;;;;;
69893;;170;165;;;;20;
69894;;91;91;;;;28;
69895;;;;;319;;58;
69896;;;;;596;;59;
69900;;;;;912;;41;
69901;;;83;;86;;;
69902;2020;;;;;;64;550
69903;;535;535;;;;61;
69904;;147;147;;;;33;
69905;;292;292;;;;60;
69906;;250;208;;;;24;
71228;;600;600;;;;22;
73757;2000;;;;;;;
74261;2000;;;;;;;
74262;2000;;;;;;16;
74263;2000;;;;;;;
74264;2000;;;;;;;
74265;2000;;;;;;;
74266;2000;;;;;;;
74267;2000;;;;;;;
74268;2000;;;;;;;
74269;2000;;;;;;;
74270;2000;;;;;;;
74271;2000;;;;;;;
74272;2000;;;;;;;
74273;2000;;;;;;;
74274;2000;;;;;;;
74275;2000;;;;;;;
74276;2000;;;;;;;
74277;2000;;;;;;;
74278;2000;;;;;;;
74279;2000;;;;;;;
74280;2000;;;;;;;
74281;2000;;;;;;;
74282;2000;;;;;;;
74283;2000;;;;;;25;
74284;2000;;;;;;25;
74285;2000;;;;;;20;
74286;2000;;;;;;8;
74287;2000;;;;;;12;
74288;2000;;;;;;10;
74289;2000;;;;;;22;
74290;2000;;;;;;10;
74291;2000;;;;;;13;
74292;2000;;;;;;8;
74293;2000;;;;;;12;
74294;2000;;;;;;15;
74295;2000;;;;;;16;
74296;2000;;;;;;;
74297;2000;;;;;;;
74298;2000;;;;;;;
74299;2000;;;;;;;
74300;2000;;;;;;;
74301;2000;;;;;;;
74302;2000;;;;;;;
74303;2000;;;;;;;
74304;2000;;;;;;;
76545;2000;;;;;;;
76546;2000;;;;;;31;
76547;2000;;;;;;55;
76560;2000;;;;;;;
76561;2000;;;;;;;
76562;2000;;;;;;;
76563;2000;;;;;;;
76564;2000;;;;;;;
76565;2000;;;;;;;
76566;2000;;;;;;;
76567;2000;;;;;;;
76568;2000;;;;;;12;
76569;2000;;;;;;12;
76570;2000;;;;;;15;
76571;2000;;;;;;12;
76572;2000;;;;;;16;
76573;2000;;;;;;15;
76574;2000;;;;;;15;
76575;2000;;;;;;33;
76576;2000;;;;;;;
76577;2000;;;;;;;
76578;2000;;;;;;;
76579;2000;;;;;;;
76580;2000;;;;;;;
76581;;577;515;;;;100;
76582;;;;;478;;42;
76583;;;;;160;;73;
76584;;;;;486;;42;
76586;;;;;447;;40;
76587;;;;;532;;40;
76588;;;;;377;;40;
76589;;;;;600;;60;
78427;2000;;;;;;33;
78428;2000;;;;;;55;
78429;2000;;;;;;;
78430;2000;;;;;;;
78431;2000;;;;;;;
78432;2000;;;;;;;
78433;2000;;;;;;;
79707;2000;;;;;;;
83144;2000;;;;;;;
84138;2000;;;;;;;
84701;2000;;;;;;9;
93666;;110;299;;;;30;
93667;;110;300;;;;30;
93749;;110;299;;;;30;
93750;;110;300;;;;30;
98517;2000;60;60;;;;;
98518;2000;48;60;;;;;
98519;2000;33;60;;;;;
99041;2040;;;;;;33;
99042;2040;;;;;;33;
99043;;147;147;;;;33;
99044;;292;292;;;;60;
99045;;250;208;;;;24;
104199;2000;;;;;;;
104753;2000;;;;;;23;3000
109457;;;124;;123;;;
126248;2000;;;;;;;
126269;2000;;;;;;;
127537;2000;;;;;;31;>5000
142167;2020;;;;;;64;
150861;;;;;;;;
150862;;;;;;;;
