IE_XML_ID;IE_NAME;IP_PROP157;IP_PROP160;IP_PROP253;IP_PROP257;IP_PROP258;CV_PRICE_1
4810;карниз 1.50.138;Нет;ВР000002343;13039;41,71;41,71;2908.00
4811;карниз 1.50.139;Нет;ВР000006023;9987;31,02;31,02;2226.00
4812;карниз 1.50.140;Нет;ВР000001052;5834;18,5;18,5;1299.00
4813;карниз 1.50.141;Нет;ВР000005170;5834;18,5;18,5;1299.00
4814;карниз 1.50.142;Нет;ВР000001544;13039;41,71;41,71;2908.00
4815;карниз 1.50.143;Нет;ВР000005171;5617;17,79;17,79;1252.00
4816;карниз 1.50.144;Нет;ВР000005173;6248;20,07;20,07;1391.00
4817;карниз 1.50.145;Нет;ВР000001586;16562;52,73;52,73;3692.00
4818;карниз 1.50.146;Нет;ВР000005175;10547;;;2352.00
4819;карниз 1.50.147;Нет;ВР000001182;13039;41,03;41,03;2908.00
4820;карниз 1.50.148;Нет;ВР000006025;11108;35,42;35,42;2475.00
4822;карниз 1.50.150;Нет;ВР000001054;4280;13,77;13,77;955.00
4823;карниз 1.50.151;Нет;ВР001021964;16814;53,52;53,52;3748.00
4824;карниз 1.50.152;Нет;ВР001021965;16814;53,52;53,52;3748.00
4825;карниз 1.50.153;Нет;ВР001021966;16814;53,52;53,52;3748.00
4826;карниз 1.50.154;Нет;ВР001022849;3918;12,59;12,59;871.00
4827;карниз 1.50.155;Нет;ВР001022850;3884;12,59;12,59;864.00
4828;карниз 1.50.156;Нет;ВР001022851;4298;13,77;13,77;958.00
4829;карниз 1.50.157;Нет;ВР001022852;3992;12,98;12,98;891.00
4830;карниз 1.50.158;Нет;ВР001022853;4046;12,98;12,98;901.00
4831;карниз 1.50.159;Нет;ВР001022854;4153;13,37;13,37;926.00
4832;карниз 1.50.160;Нет;ВР000001055;5491;17,71;17,71;1224.00
4833;карниз 1.50.162;Нет;ВР000002855;5617;18,5;18,5;1252.00
4834;карниз 1.50.163;Нет;ВР000002934;10943;35,02;35,02;2441.00
4835;карниз 1.50.164;Нет;ВР000002936;12028;38,57;38,57;2685.00
4836;карниз 1.50.165;Нет;ВР000001056;5725;18,33;18,33;1277.00
4837;карниз 1.50.166;Нет;ВР000004078;11612;36,99;36,99;2588.00
4838;карниз 1.50.167;Нет;ВР000004319;11776;36,66;36,66;2625.00
4839;карниз 1.50.168;Нет;ВР000004036;11776;36,66;36,66;2625.00
4840;карниз 1.50.169;Нет;ВР000005325;11108;35,42;35,42;2475.00
4841;карниз 1.50.170;Нет;ВР000001057;6248;20,07;20,07;1391.00
4842;карниз 1.50.171;Нет;ВР001022855;4118;13,37;13,37;919.00
4843;карниз 1.50.172;Нет;ВР001022856;4280;13,77;13,77;954.00
4844;карниз 1.50.173;Нет;ВР001022857;4298;13,77;13,77;958.00
4845;карниз 1.50.174;Нет;ВР001022858;4371;13,98;13,98;973.00
4846;карниз 1.50.175;Нет;ВР000001355;11702;37,39;37,39;2610.00
4847;карниз 1.50.176;Нет;ВР000005000;10601;34,24;34,24;2365.00
4848;карниз 1.50.177;Нет;ВР000006024;6394;20,47;20,47;1424.00
4849;карниз 1.50.180;Нет;ВР000001451;10854;33,3;33,3;2422.00
4850;карниз 1.50.181;Нет;ВР001023412;6123;19,68;19,68;1364.00
4851;карниз 1.50.182;Нет;ВР001023413;6032;19,29;19,29;1344.00
4852;карниз 1.50.183;Нет;ВР001023414;6539;20,85;20,85;1459.00
4853;карниз 1.50.184;Нет;ВР001023415;6539;20,85;20,85;1459.00
4854;карниз 1.50.185;Нет;ВР001023416;11451;36,6;36,6;2553.00
4855;карниз 1.50.186;Нет;ВР001023417;6539;20,85;20,85;1459.00
4856;карниз 1.50.187;Нет;ВР001023418;5814;18,5;18,5;1295.00
4857;карниз 1.50.188;Нет;ВР001023693;5814;18,5;18,5;1295.00
4858;карниз 1.50.190;Нет;ВР001024050;4353;14,16;14,16;971.00
4859;карниз 1.50.191;Нет;ВР001024053;4280;13,77;13,77;953.00
4860;карниз 1.50.192;Нет;ВР002025145;5925;18,89;18,89;1321.00
4861;карниз 1.50.193;Нет;ВР002025144;6103;33,45;33,45;1361.00
4862;карниз 1.50.194;Нет;ВР002025137;5617;18,1;18,1;1252.00
4863;карниз 1.50.195;Нет;ВР002025296;6123;19,68;19,68;1364.00
4864;карниз 1.50.196;Нет;ВР002025293;5925;18,89;18,89;1321.00
4865;карниз 1.50.197;Нет;ВР002025291;6539;20,85;20,85;1459.00
4866;карниз 1.50.198;Нет;ВР002025290;6411;33,45;33,45;1430.00
4867;карниз 1.50.200;Нет;ВР002025307;5814;18,5;18,5;1295.00
4868;карниз 1.50.201;Нет;ВР002025337;14466;46,05;46,05;3225.00
4869;карниз 1.50.202;Нет;ВР002025339;10457;33,45;33,45;2330.00
4870;карниз 1.50.203;Нет;ВР002025341;11776;37,39;37,39;2625.00
4871;карниз 1.50.204;Нет;ВР002025428;5617;18,5;18,5;1252.00
4872;карниз 1.50.208;Нет;ВР002025426;6248;20,47;20,47;1391.00
4873;карниз 1.50.209;Нет;ВР000001058;13545;41,62;41,62;3020.00
4874;карниз 1.50.210;Нет;ВР000001077;14159;45,26;45,26;3156.00
4875;карниз 1.50.211;Нет;ВР000004385;14502;;;3234.00
4876;карниз 1.50.212;Нет;ВР000004386;14502;;;3234.00
4877;карниз 1.50.220;Нет;ВР000001281;12551;40,15;40,15;2801.00
4878;карниз 1.50.221;Нет;ВР000001338;14700;46,83;46,83;3279.00
4879;карниз 1.50.222;Нет;ВР000001612;16217;51,56;51,56;3616.00
4880;карниз 1.50.250;Нет;ВР000005486;10601;34,24;34,24;2365.00
4881;карниз 1.50.251;Нет;ВР000005602;4118;13,37;13,37;917.00
4882;карниз 1.50.252;Нет;ВР000004035;12371;38,68;38,68;2760.00
4883;карниз 1.50.253;Нет;ВР000005501;6123;19,68;19,68;1364.00
4884;карниз 1.50.254;Нет;ВР000005595;9247;28,38;28,38;2062.00
4885;карниз 1.50.255;Нет;ВР000005644;10386;33,05;33,05;2318.00
4886;карниз 1.50.256;Нет;ВР000005750;11937;38,18;38,18;2663.00
4887;карниз 1.50.257;Нет;ВР000005752;4263;13,77;13,77;952.00
4888;карниз 1.50.258;Нет;ВР000005754;3918;12,59;12,59;876.00
4889;карниз 1.50.259;Нет;ВР000005756;5617;18,1;18,1;1252.00
4890;карниз 1.50.260;Нет;ВР000006884;14484;46,05;46,05;3232.00
4891;карниз 1.50.261;Нет;ВР001000006;9772;32,92;32,92;2180.00
4892;карниз 1.50.262;Нет;ВР001000028;12065;38,57;38,57;2689.00
4893;карниз 1.50.264;Нет;ВР001002926;14773;47,23;47,23;3295.00
4894;карниз 1.50.265;Нет;ВР001007508;6248;20,47;20,47;1391.00
4895;карниз 1.50.266;Нет;ВР001007509;5617;18,5;18,5;1252.00
4896;карниз 1.50.267;Нет;ВР001007510;12101;;;2700.00
4897;карниз 1.50.268;Нет;ВР001007511;12444;39,75;39,75;2777.00
4898;карниз 1.50.269;Нет;ВР001007512;13130;;;2927.00
4899;карниз 1.50.270;Нет;ВР001007513;14123;44,86;44,86;3149.00
4900;карниз 1.50.271;Нет;ВР002025312;18078;57,46;57,46;4032.00
4901;карниз 1.50.273;Нет;ВР002025512;15098;66,51;66,51;3369.00
4902;карниз 1.50.114 гибкий;Да;ВР002028331;11233;36,21;36,21;2503.00
4903;карниз 1.50.115 гибкий;Да;ВР002028332;9064;29,11;29,11;2022.00
4904;карниз 1.50.116 гибкий;Да;ВР002028333;22901;73,2;73,2;5106.00
4905;карниз 1.50.117 гибкий;Да;ВР002028334;22828;74,17;74,17;5092.00
4906;карниз 1.50.118 гибкий;Да;ВР002028335;25431;81,08;81,08;5665.00
4907;карниз 1.50.119 гибкий;Да;ВР002028336;12496;40,15;40,15;2781.00
4908;карниз 1.50.120 гибкий;Да;ВР002028337;25392;83,42;83,42;5658.00
4909;карниз 1.50.121 гибкий;Да;ВР002028338;12245;38,81;38,81;2728.00
4910;карниз 1.50.122 гибкий;Да;ВР002028339;8055;25,9;25,9;1794.00
4911;карниз 1.50.100 гибкий;Да;ВР002028318;11162;36,21;36,21;2486.00
4912;карниз 1.50.102 гибкий;Да;ВР002028319;8956;29,11;29,11;1995.00
4913;карниз 1.50.103 гибкий;Да;ВР002028320;9030;28;28;2012.00
4914;карниз 1.50.104 гибкий;Да;ВР002028321;22285;70,83;70,83;4965.00
4915;карниз 1.50.105 гибкий;Да;ВР002028322;10982;34,06;34,06;2448.00
4916;карниз 1.50.106 гибкий;Да;ВР002028323;11850;36,33;36,33;2642.00
4917;карниз 1.50.107 гибкий;Да;ВР002028324;23405;74,78;74,78;5218.00
4918;карниз 1.50.109 гибкий;Да;ВР002028326;25431;81,08;81,08;5665.00
4919;карниз 1.50.110 гибкий;Да;ВР002028327;28752;92,09;92,09;6412.00
4920;карниз 1.50.111 гибкий;Да;ВР002028328;23552;74,78;74,78;5248.00
4921;карниз 1.50.112 гибкий;Да;ВР002028329;11702;37,78;37,78;2604.00
4922;карниз 1.50.113 гибкий;Да;ВР002028330;12388;37,84;37,84;2762.00
4923;карниз 1.50.123 гибкий;Да;ВР002028340;8344;26,75;26,75;1855.00
4924;карниз 1.50.124 гибкий;Да;ВР002028341;21201;67,68;67,68;4729.00
4925;карниз 1.50.125 гибкий;Да;ВР002028342;17448;55,89;55,89;3890.00
4926;карниз 1.50.126 гибкий;Да;ВР002028343;12245;38,81;38,81;2726.00
4927;карниз 1.50.127 гибкий;Да;ВР002028344;11850;37,78;37,78;2642.00
4928;карниз 1.50.128 гибкий;Да;ВР002028345;20732;66,11;66,11;4626.00
4929;карниз 1.50.129 гибкий;Да;ВР002028346;11955;38,57;38,57;2667.00
4930;карниз 1.50.130 гибкий;Да;ВР002028347;8418;26,75;26,75;1870.00
4931;карниз 1.50.131 гибкий;Да;ВР002028348;20445;65,32;65,32;4554.00
4932;карниз 1.50.132 гибкий;Да;ВР002028349;30447;96,82;96,82;6789.00
4933;карниз 1.50.133 гибкий;Да;ВР002028350;18853;63,56;63,56;4204.00
4934;карниз 1.50.134 гибкий;Да;ВР002028366;29401;93,67;93,67;6559.00
4935;карниз 1.50.135 гибкий;Да;ВР002028367;21201;68,47;68,47;4729.00
4936;карниз 1.50.136 гибкий;Да;ВР002028368;23766;75,56;75,56;5301.00
4937;карниз 1.50.137 гибкий;Да;ВР002028369;31137;99,19;99,19;6941.00
4938;карниз 1.50.138 гибкий;Да;ВР002028370;26077;83,42;83,42;5815.00
4939;карниз 1.50.139 гибкий;Да;ВР002028371;19973;62,05;62,05;4451.00
4940;карниз 1.50.140 гибкий;Да;ВР002028372;11668;36,99;36,99;2597.00
4941;карниз 1.50.141 гибкий;Да;ВР002028373;11668;36,99;36,99;2597.00
4942;карниз 1.50.142 гибкий;Да;ВР002028374;26077;83,42;83,42;5815.00
4943;карниз 1.50.143 гибкий;Да;ВР002028375;11233;35,57;35,57;2503.00
4944;карниз 1.50.144 гибкий;Да;ВР002028376;12496;40,15;40,15;2781.00
4945;карниз 1.50.145 гибкий;Да;ВР002028377;33125;105,46;105,46;7383.00
4946;карниз 1.50.146 гибкий;Да;ВР002028378;21093;;;4704.00
4947;карниз 1.50.147 гибкий;Да;ВР002028379;26077;82,07;82,07;5815.00
4948;карниз 1.50.148 гибкий;Да;ВР002028380;22216;70,83;70,83;4950.00
4950;карниз 1.50.150 гибкий;Да;ВР002028382;8561;27,53;27,53;1908.00
4951;карниз 1.50.151 гибкий;Да;ВР002028383;33628;107,04;107,04;7495.00
4952;карниз 1.50.152 гибкий;Да;ВР002028384;33628;107,04;107,04;7495.00
4953;карниз 1.50.153 гибкий;Да;ВР002028385;33628;107,04;107,04;7495.00
4954;карниз 1.50.154 гибкий;Да;ВР002028386;7836;25,17;25,17;1742.00
4955;карниз 1.50.155 гибкий;Да;ВР002028387;7767;25,17;25,17;1727.00
4956;карниз 1.50.156 гибкий;Да;ВР002028388;8595;27,53;27,53;1916.00
4957;карниз 1.50.157 гибкий;Да;ВР002028389;7983;25,96;25,96;1780.00
4958;карниз 1.50.158 гибкий;Да;ВР002028390;8091;25,96;25,96;1800.00
4959;карниз 1.50.159 гибкий;Да;ВР002028391;8305;26,75;26,75;1851.00
4960;карниз 1.50.160 гибкий;Да;ВР002028392;10982;35,42;35,42;2448.00
4961;карниз 1.50.162 гибкий;Да;ВР002028393;11233;36,99;36,99;2503.00
4962;карниз 1.50.163 гибкий;Да;ВР002028394;21887;70,05;70,05;4881.00
4963;карниз 1.50.164 гибкий;Да;ВР002028395;24056;77,14;77,14;5368.00
4964;карниз 1.50.165 гибкий;Да;ВР002028396;11449;36,67;36,67;2553.00
4965;карниз 1.50.166 гибкий;Да;ВР002028397;23223;73,99;73,99;5174.00
4966;карниз 1.50.168 гибкий;Да;ВР002028398;23552;73,31;73,31;5248.00
4967;карниз 1.50.169 гибкий;Да;ВР002028399;22216;70,83;70,83;4950.00
4968;карниз 1.50.170 гибкий;Да;ВР002028400;12496;40,15;40,15;2781.00
4969;карниз 1.50.171 гибкий;Да;ВР002028401;8236;26,75;26,75;1838.00
4970;карниз 1.50.172 гибкий;Да;ВР002028402;8561;27,53;27,53;1906.00
4971;карниз 1.50.173 гибкий;Да;ВР002028403;8595;27,53;27,53;1916.00
4972;карниз 1.50.174 гибкий;Да;ВР002028404;8742;27,97;27,97;1946.00
4973;карниз 1.50.175 гибкий;Да;ВР002028405;23405;74,78;74,78;5218.00
4974;карниз 1.50.176 гибкий;Да;ВР002028406;21201;68,47;68,47;4729.00
4975;карниз 1.50.177 гибкий;Да;ВР002028407;12788;40,94;40,94;2847.00
4976;карниз 1.50.180 гибкий;Да;ВР002028409;21707;66,59;66,59;4843.00
4977;карниз 1.50.181 гибкий;Да;ВР002028410;12245;39,36;39,36;2728.00
4978;карниз 1.50.182 гибкий;Да;ВР002028411;12064;38,57;38,57;2686.00
4979;карниз 1.50.183 гибкий;Да;ВР002028412;13078;41,7;41,7;2916.00
4980;карниз 1.50.184 гибкий;Да;ВР002028413;13078;41,7;41,7;2916.00
4981;карниз 1.50.185 гибкий;Да;ВР002028414;22901;73,2;73,2;5106.00
4982;карниз 1.50.186 гибкий;Да;ВР002028415;13078;41,7;41,7;2916.00
4983;карниз 1.50.187 гибкий;Да;ВР002028416;11629;36,99;36,99;2589.00
4984;карниз 1.50.188 гибкий;Да;ВР002028417;11629;36,99;36,99;2589.00
4985;карниз 1.50.190 гибкий;Да;ВР002028419;8706;28,32;28,32;1942.00
4986;карниз 1.50.191 гибкий;Да;ВР002028420;8561;27,53;27,53;1904.00
4987;карниз 1.50.192 гибкий;Да;ВР002028421;11850;37,78;37,78;2640.00
4988;карниз 1.50.193 гибкий;Да;ВР002028422;12206;66,89;66,89;2720.00
4989;карниз 1.50.194 гибкий;Да;ВР002028423;11233;36,21;36,21;2503.00
4990;карниз 1.50.195 гибкий;Да;ВР002028424;12245;39,36;39,36;2728.00
4991;карниз 1.50.197 гибкий;Да;ВР002028426;13078;41,7;41,7;2916.00
4992;карниз 1.50.200 гибкий;Да;ВР002028429;11629;36,99;36,99;2589.00
4993;карниз 1.50.202 гибкий;Да;ВР002028431;20914;66,89;66,89;4659.00
4994;карниз 1.50.203 гибкий;Да;ВР002028432;23552;74,78;74,78;5248.00
4995;карниз 1.50.209 гибкий;Да;ВР002028436;27089;83,24;83,24;6040.00
4997;карниз 1.50.220 гибкий;Да;ВР002028438;25102;80,29;80,29;5600.00
4998;карниз 1.50.221 гибкий;Да;ВР002028439;29401;93,67;93,67;6557.00
4999;карниз 1.50.222 гибкий;Да;ВР002028440;32435;103,13;103,13;7232.00
5000;карниз 1.50.250 гибкий;Да;ВР002028441;21201;68,47;68,47;4729.00
5001;карниз 1.50.251 гибкий;Да;ВР002028442;8236;26,75;26,75;1832.00
5002;карниз 1.50.252 гибкий;Да;ВР002028443;24741;77,36;77,36;5519.00
5003;карниз 1.50.253 гибкий;Да;ВР002028444;12245;39,36;39,36;2728.00
5004;карниз 1.50.254 гибкий;Да;ВР002028445;18494;56,77;56,77;4124.00
5005;карниз 1.50.255 гибкий;Да;ВР002028446;20771;66,11;66,11;4634.00
5006;карниз 1.50.256 гибкий;Да;ВР002028447;23874;76,35;76,35;5324.00
5007;карниз 1.50.257 гибкий;Да;ВР002028448;8526;27,53;27,53;1901.00
5008;карниз 1.50.258 гибкий;Да;ВР002028449;7836;25,17;25,17;1750.00
5009;карниз 1.50.259 гибкий;Да;ВР002028450;11233;36,21;36,21;2503.00
5010;карниз 1.50.260 гибкий;Да;ВР002028451;28968;92,09;92,09;6462.00
5011;карниз 1.50.261 гибкий;Да;ВР002028452;19543;65,84;65,84;4358.00
5012;карниз 1.50.262 гибкий;Да;ВР002028453;24129;77,14;77,14;5377.00
5013;карниз 1.50.264 гибкий;Да;ВР002028454;29546;94,46;94,46;6589.00
5014;карниз 1.50.265 гибкий;Да;ВР002028455;12496;40,94;40,94;2781.00
5015;карниз 1.50.266 гибкий;Да;ВР002028456;11233;36,99;36,99;2503.00
5016;карниз 1.50.267 гибкий;Да;ВР002028457;24203;;;5397.00
5017;карниз 1.50.268 гибкий;Да;ВР002028458;24888;79,51;79,51;5552.00
5018;карниз 1.50.269 гибкий;Да;ВР002028459;26259;;;5853.00
5019;карниз 1.50.270 гибкий;Да;ВР002028460;28246;89,73;89,73;6298.00
5020;молдинг 1.51.311;Нет;ВР000001522;8111;25,72;25,72;1808.00
5021;молдинг 1.51.314;Нет;ВР000001642;4931;15,59;15,59;1099.00
5022;молдинг 1.51.327;Нет;ВР000004028;6718;21,43;21,43;1498.00
5023;молдинг 1.51.301;Нет;ВР000001059;4226;13,95;13,95;943.00
5024;молдинг 1.51.305;Нет;ВР000001062;4064;12,85;12,85;904.00
5025;молдинг 1.51.321;Нет;ВР000005725;3830;11,2;11,2;853.00
5026;молдинг 1.51.400;Нет;ВР000005827;4081;12,14;12,14;908.00
5027;молдинг 1.51.302;Нет;ВР000001060;4877;15,89;15,89;1086.00
5028;молдинг 1.51.303;Нет;ВР000001061;5291;16,27;16,27;1177.00
5029;молдинг 1.51.304;Нет;ВР000001167;5002;15,51;15,51;1113.00
5030;молдинг 1.51.306;Нет;ВР000001064;4172;13,24;13,24;929.00
5031;молдинг 1.51.307;Нет;ВР000001065;7875;24,22;24,22;1757.00
5032;молдинг 1.51.324;Нет;ВР000002932;3830;12,07;12,07;853.00
5033;молдинг 1.51.352;Нет;ВР000005503;4714;14,81;14,81;1053.00
5034;молдинг 1.51.325;Нет;ВР000002935;8398;26,5;26,5;1870.00
5035;молдинг 1.51.312;Нет;ВР000001595;4644;14,81;14,81;1035.00
5036;молдинг 1.51.332;Нет;ВР001023823;4894;19,88;19,88;1092.00
5037;молдинг 1.51.350;Нет;ВР000005488;8452;26,89;26,89;1884.00
5038;молдинг 1.51.326;Нет;ВР000004305;4858;15,59;15,59;1084.00
5039;молдинг 1.51.308;Нет;ВР000001175;4644;13,95;13,95;1035.00
5040;молдинг 1.51.309;Нет;ВР000001170;5200;21,04;21,04;1159.00
5041;молдинг 1.51.310;Нет;ВР000001183;7876;24,22;24,22;1757.00
5042;молдинг 1.51.313;Нет;ВР000004235;4932;15,59;15,59;1099.00
5043;молдинг 1.51.315;Нет;ВР000001942;5092;16,37;16,37;1137.00
5044;молдинг 1.51.316;Нет;ВР000002045;4714;14,81;14,81;1053.00
5045;молдинг 1.51.317;Нет;ВР000002067;7459;23,08;23,08;1663.00
5046;молдинг 1.51.318;Нет;ВР000002158;5291;16,76;16,76;1177.00
5047;молдинг 1.51.319;Нет;ВР000002566;8524;26,89;26,89;1901.00
5048;молдинг 1.51.320;Нет;ВР000002330;8110;25,72;25,72;1808.00
5049;молдинг 1.51.322;Нет;ВР001022869;3901;11,75;11,75;869.00
5050;молдинг 1.51.328;Нет;ВР000005631;4858;15,59;15,59;1084.00
5051;молдинг 1.51.330;Нет;ВР000004389;5129;16,37;16,37;1142.00
5053;молдинг 1.51.340;Нет;ВР000002481;4804;15,2;15,2;1071.00
5054;молдинг 1.51.341;Нет;ВР001007514;5291;21,43;21,43;1179.00
5055;молдинг 1.51.342;Нет;ВР001007515;5092;21,43;21,43;1136.00
5056;молдинг 1.51.343;Нет;ВР001007516;5002;19,88;19,88;1113.00
5057;молдинг 1.51.344;Нет;ВР001007518;5092;21,43;21,43;1136.00
5058;молдинг 1.51.351;Нет;ВР000005561;5002;15,98;15,98;1113.00
5059;молдинг 1.51.380;Нет;ВР000004027;11198;35,47;35,47;2497.00
5060;молдинг 1.51.401;Нет;ВР000005728;3830;11,2;11,2;855.00
5061;молдинг 1.51.323;Нет;ВР001022870;3974;12,1;12,1;884.00
5062;молдинг 1.51.339;Нет;ВР001023833;5002;20,27;20,27;1113.00
5063;молдинг 1.51.331;Нет;ВР001023821;5200;19,1;19,1;1159.00
5064;молдинг 1.51.336;Нет;ВР001023829;4894;19,88;19,88;1092.00
5065;молдинг 1.51.334;Нет;ВР001023825;4732;15,2;15,2;1054.00
5066;молдинг 1.51.335;Нет;ВР001023827;5200;16,37;16,37;1161.00
5067;молдинг 1.51.337;Нет;ВР001023831;5092;23,38;23,38;1136.00
5068;молдинг 1.51.348;Нет;ВР002025333;4931;15,59;15,59;1099.00
5069;молдинг 1.51.349;Нет;ВР002025335;8110;26,11;26,11;1808.00
5070;молдинг 1.51.329;Нет;ВР001023819;4046;12,85;12,85;901.00
5071;молдинг 1.51.347;Нет;ВР002025135;7730;24,18;24,18;1725.00
5072;молдинг 1.51.355;Нет;ВР002025434;8019;24,59;24,59;1786.00
5073;молдинг 1.51.354;Нет;ВР002025432;5112;16,37;16,37;1138.00
5074;молдинг 1.51.311 гибкий;Да;ВР002028473;16222;51,44;51,44;3616.00
5075;молдинг 1.51.314 гибкий;Да;ВР002028476;9862;31,17;31,17;2197.00
5076;молдинг 1.51.327 гибкий;Да;ВР002028488;13437;42,86;42,86;2994.00
5077;молдинг 1.51.301 гибкий;Да;ВР002028463;8452;27,9;27,9;1885.00
5078;молдинг 1.51.305 гибкий;Да;ВР002028467;8128;25,71;25,71;1807.00
5079;молдинг 1.51.321 гибкий;Да;ВР002028482;7659;22,41;22,41;1704.00
5080;молдинг 1.51.400 гибкий;Да;ВР002028520;8163;24,27;24,27;1815.00
5081;молдинг 1.51.302 гибкий;Да;ВР002028464;9754;31,78;31,78;2172.00
5082;молдинг 1.51.303 гибкий;Да;ВР002028465;10582;32,54;32,54;2353.00
5083;молдинг 1.51.304 гибкий;Да;ВР002028466;10005;31,02;31,02;2225.00
5084;молдинг 1.51.306 гибкий;Да;ВР002028468;8344;26,49;26,49;1855.00
5085;молдинг 1.51.307 гибкий;Да;ВР002028469;15750;48,43;48,43;3513.00
5086;молдинг 1.51.324 гибкий;Да;ВР002028485;7659;24,15;24,15;1704.00
5087;молдинг 1.51.352 гибкий;Да;ВР002028511;9428;29,61;29,61;2104.00
5088;молдинг 1.51.325 гибкий;Да;ВР002028486;16797;53,01;53,01;3740.00
5089;молдинг 1.51.312 гибкий;Да;ВР002028474;9287;29,61;29,61;2070.00
5090;молдинг 1.51.332 гибкий;Да;ВР002028493;9789;39,76;39,76;2182.00
5091;молдинг 1.51.350 гибкий;Да;ВР002028509;16905;53,79;53,79;3768.00
5092;молдинг 1.51.326 гибкий;Да;ВР002028487;9715;31,17;31,17;2167.00
5093;молдинг 1.51.308 гибкий;Да;ВР002028470;9287;27,9;27,9;2070.00
5094;молдинг 1.51.309 гибкий;Да;ВР002028471;10401;42,08;42,08;2315.00
5095;молдинг 1.51.310 гибкий;Да;ВР002028472;15753;48,43;48,43;3513.00
5096;молдинг 1.51.313 гибкий;Да;ВР002028475;9865;31,17;31,17;2197.00
5097;молдинг 1.51.315 гибкий;Да;ВР002028477;10184;32,73;32,73;2273.00
5098;молдинг 1.51.316 гибкий;Да;ВР002028478;9428;29,61;29,61;2104.00
5099;молдинг 1.51.317 гибкий;Да;ВР002028479;14918;46,16;46,16;3325.00
5100;молдинг 1.51.318 гибкий;Да;ВР002028480;10582;33,52;33,52;2353.00
5101;молдинг 1.51.319 гибкий;Да;ВР002028481;17048;53,79;53,79;3801.00
5102;молдинг 1.51.320 гибкий;Да;ВР002028566;16220;51,44;51,44;3616.00
5103;молдинг 1.51.322 гибкий;Да;ВР002028483;7802;23,5;23,5;1737.00
5104;молдинг 1.51.328 гибкий;Да;ВР002028489;9715;31,17;31,17;2167.00
5105;молдинг 1.51.330 гибкий;Да;ВР002028491;10258;32,73;32,73;2283.00
5107;молдинг 1.51.340 гибкий;Да;ВР002028500;9607;30,39;30,39;2142.00
5108;молдинг 1.51.341 гибкий;Да;ВР002028501;10582;42,86;42,86;2357.00
5109;молдинг 1.51.342 гибкий;Да;ВР002028502;10184;42,86;42,86;2271.00
5110;молдинг 1.51.343 гибкий;Да;ВР002028503;10005;39,76;39,76;2225.00
5111;молдинг 1.51.344 гибкий;Да;ВР002028504;10184;42,86;42,86;2271.00
5112;молдинг 1.51.351 гибкий;Да;ВР002028510;10005;31,95;31,95;2225.00
5113;молдинг 1.51.380 гибкий;Да;ВР002028519;22395;70,93;70,93;4993.00
5114;молдинг 1.51.401 гибкий;Да;ВР002028521;7659;22,41;22,41;1708.00
5115;молдинг 1.51.323 гибкий;Да;ВР002028484;7949;24,2;24,2;1767.00
5116;молдинг 1.51.339 гибкий;Да;ВР002028499;10005;40,54;40,54;2225.00
5117;молдинг 1.51.331 гибкий;Да;ВР002028492;10401;38,2;38,2;2315.00
5118;молдинг 1.51.336 гибкий;Да;ВР002028497;9789;39,76;39,76;2182.00
5119;молдинг 1.51.334 гибкий;Да;ВР002028495;9464;30,39;30,39;2106.00
5120;молдинг 1.51.335 гибкий;Да;ВР002028496;10401;32,73;32,73;2321.00
5121;молдинг 1.51.337 гибкий;Да;ВР002028498;10184;46,76;46,76;2271.00
5122;молдинг 1.51.348 гибкий;Да;ВР002028507;9862;31,17;31,17;2197.00
5123;молдинг 1.51.349 гибкий;Да;ВР002028508;16220;52,22;52,22;3616.00
5124;молдинг 1.51.329 гибкий;Да;ВР002028490;8091;25,71;25,71;1800.00
5125;молдинг 1.51.347 гибкий;Да;ВР002028506;15461;48,35;48,35;3449.00
5126;молдинг 1.51.355 гибкий;Да;ВР002028514;16038;49,19;49,19;3571.00
5127;молдинг 1.51.354 гибкий;Да;ВР002028513;10224;32,73;32,73;2275.00
5128;плинтус 1.53.102;Нет;ВР000004322;8922;28,45;28,45;1991.00
5129;плинтус 1.53.103;Нет;ВР000004323;8110;26,11;26,11;1808.00
5130;плинтус 1.53.104;Нет;ВР001005248;8325;26,5;26,5;1858.00
5131;плинтус 1.53.105;Нет;ВР001022003;9192;29,24;29,24;2049.00
5132;плинтус 1.53.106;Нет;ВР001022873;7476;23,77;23,77;1666.00
5133;плинтус 1.53.107;Нет;ВР001022874;7188;22,6;22,6;1601.00
5134;плинтус 1.53.109;Нет;ВР002025436;8036;25,33;25,33;1792.00
5135;плинтус 1.53.101;Нет;ВР000004321;8633;27,28;27,28;1927.00
5136;плинтус 1.53.102 гибкий;Да;ВР002028523;17843;56,91;56,91;3981.00
5137;плинтус 1.53.103 гибкий;Да;ВР002028524;16220;52,22;52,22;3616.00
5138;плинтус 1.53.104 гибкий;Да;ВР002028527;16650;53,01;53,01;3715.00
5139;плинтус 1.53.105 гибкий;Да;ВР002028528;18384;58,47;58,47;4097.00
5140;плинтус 1.53.106 гибкий;Да;ВР002028529;14952;47,54;47,54;3331.00
5141;плинтус 1.53.107 гибкий;Да;ВР002028530;14375;45,2;45,2;3201.00
5142;плинтус 1.53.109 гибкий;Да;ВР002028531;16072;50,66;50,66;3584.00
5143;плинтус 1.53.101 гибкий;Да;ВР002028522;17266;54,57;54,57;3852.00
