IE_XML_ID;IE_NAME;IP_PROP157;IP_PROP160;IP_PROP253;IP_PROP257;IP_PROP258;CV_PRICE_1
5144;угловой элемент 1.52.326;Нет;ВР000004306;4263;13,64;13,64;952.00
5145;угловой элемент 1.52.301;Нет;ВР000001080;3649;11,68;11,68;815.00
5146;угловой элемент 1.52.302;Нет;ВР000001300;3756;12,07;12,07;835.00
5147;угловой элемент 1.52.290;Нет;ВР000001732;3974;12,46;12,46;884.00
5148;угловой элемент 1.52.293;Нет;ВР000001733;3974;12,46;12,46;884.00
5149;угловой элемент 1.52.292;Нет;ВР000001755;4064;12,85;12,85;904.00
5150;угловой элемент 1.52.288;Нет;ВР000005304;4135;13,24;13,24;923.00
5151;угловой элемент 1.52.294;Нет;ВР000001643;4135;13,24;13,24;923.00
5152;угловой элемент 1.52.291;Нет;ВР000001731;3774;12,07;12,07;842.00
5153;угловой элемент 1.52.295;Нет;ВР000001734;3774;12,07;12,07;842.00
5154;угловой элемент 1.52.328;Нет;ВР000005640;3774;12,07;12,07;842.00
5155;угловой элемент 1.52.400;Нет;ВР000005828;3992;12,85;12,85;888.00
5156;угловой элемент 1.52.289;Нет;ВР000005338;3666;11,68;11,68;817.00
5157;угловой элемент 1.52.296;Нет;ВР000001774;4532;14,42;14,42;1011.00
5158;угловой элемент 1.52.297;Нет;ВР000005406;3703;11,68;11,68;825.00
5159;угловой элемент 1.52.298;Нет;ВР000004320;3703;11,68;11,68;825.00
5160;угловой элемент 1.52.300;Нет;ВР000005506;3774;12,07;12,07;842.00
5161;угловой элемент 1.52.303;Нет;ВР000005507;3774;12,07;12,07;842.00
5162;угловой элемент 1.52.308;Нет;ВР000001351;3629;11,68;11,68;807.00
5163;угловой элемент 1.52.312;Нет;ВР000001679;3649;11,68;11,68;815.00
5164;угловой элемент 1.52.313;Нет;ВР000004280;7821;24,55;24,55;1743.00
5165;угловой элемент 1.52.314;Нет;ВР000001775;4532;14,42;14,42;1011.00
5166;угловой элемент 1.52.318;Нет;ВР000004383;3864;12,46;12,46;863.00
5167;кронштейн 1.19.001;Нет;ВР000001447;10547;33,52;33,52;2352.00
5168;кронштейн 1.19.137;Нет;ВР000001828;1571;5,06;5,06;348.00
5169;кронштейн 1.19.002;Нет;ВР000001352;7892;24,94;24,94;1761.00
5170;кронштейн 1.19.005;Нет;ВР000001928;8724;27,67;27,67;1945.00
5171;кронштейн 1.19.003;Нет;ВР000001450;7928;24,94;24,94;1766.00
5172;кронштейн 1.19.004;Нет;ВР000001866;7928;24,94;24,94;1767.00
5174;розетка 1.56.017;Нет;ВР000001180;11125;35,08;35,08;2482.00
5175;розетка 1.56.001;Нет;ВР000005505;15152;47,94;47,94;3378.00
5176;розетка 1.56.002;Нет;ВР001023635;10765;33,91;33,91;2402.00
5177;розетка 1.56.004;Нет;ВР001023637;8795;27,67;27,67;1959.00
5178;розетка 1.56.007;Нет;ВР001023640;9103;28,84;28,84;2031.00
5179;розетка 1.56.013;Нет;ВР000001069;6014;19,1;19,1;1341.00
5180;розетка 1.56.014;Нет;ВР000001070;6268;19,88;19,88;1398.00
5181;розетка 1.56.015;Нет;ВР000001071;11847;37,42;37,42;2640.00
5182;розетка 1.56.016;Нет;ВР000001075;10765;33,91;33,91;2402.00
5183;розетка 1.56.018;Нет;ВР000004236;21058;66,26;66,26;4696.00
5184;розетка 1.56.019;Нет;ВР000001773;11505;36,25;36,25;2564.00
5185;розетка 1.56.020;Нет;ВР000005129;11505;36,25;36,25;2564.00
5186;розетка 1.56.022;Нет;ВР000001482;10765;33,91;33,91;2402.00
5187;розетка 1.56.023;Нет;ВР000001294;14756;46,77;46,77;3292.00
5188;розетка 1.56.024;Нет;ВР000001483;11125;35,08;35,08;2482.00
5189;розетка 1.56.025;Нет;ВР000001295;27722;87,32;87,32;6184.00
5190;розетка 1.56.005;Нет;ВР001023638;14756;60,42;60,42;3288.00
5191;розетка 1.56.010;Нет;ВР001023642;3666;11,68;11,68;817.00
5192;розетка 1.56.028;Нет;ВР000004029;20571;64,7;64,7;4587.00
5193;розетка 1.56.029;Нет;ВР000004030;15152;47,94;47,94;3378.00
5194;розетка 1.56.030;Нет;ВР000002943;6465;20,65;20,65;1439.00
5195;розетка 1.56.003;Нет;ВР001023636;11505;36,25;36,25;2564.00
5196;розетка 1.56.031;Нет;ВР000002928;14756;46,77;46,77;3292.00
5197;розетка 1.56.021;Нет;ВР000001273;11847;37,42;37,42;2640.00
5198;розетка 1.56.026;Нет;ВР000001179;20064;63,53;63,53;4476.00
5199;розетка 1.56.006;Нет;ВР001023639;6140;19,49;19,49;1369.00
5200;розетка 1.56.009;Нет;ВР001023641;6268;19,88;19,88;1398.00
5201;розетка 1.56.032;Нет;ВР001024045;6394;20,27;20,27;1425.00
5202;розетка 1.56.011;Нет;ВР001024042;3629;11,68;11,68;807.00
5203;розетка 1.56.037;Нет;ВР002025332;6268;19,88;19,88;1399.00
5204;розетка 1.56.034;Нет;ВР002025309;11142;35,08;35,08;2483.00
5205;розетка 1.56.033;Нет;ВР002025286;10765;33,91;33,91;2402.00
5206;розетка 1.56.038;Нет;ВР002025331;6646;26,11;26,11;1481.00
5207;розетка 1.56.012;Нет;ВР001024043;11505;36,25;36,25;2564.00
5208;розетка 1.56.027;Нет;ВР001024044;6123;27,28;27,28;1364.00
5209;розетка 1.56.039;Нет;ВР002025330;15351;48,34;48,34;3423.00
5210;розетка 1.56.035;Нет;ВР002025310;11125;35,08;35,08;2482.00
5211;розетка 1.56.042;Нет;ВР002025488;3666;11,68;11,68;817.00
5212;орнамент 1.60.114;Нет;ВР000001839;4791;14,42;14,42;1016.00
5213;орнамент 1.60.014;Нет;ВР000001838;4791;14,42;14,42;1016.00
5214;орнамент 1.60.011;Нет;ВР000001660;2092;6,23;6,23;442.00
5215;орнамент 1.60.111;Нет;ВР000001661;2092;6,23;6,23;442.00
5216;орнамент 1.60.007;Нет;ВР000001814;1939;5,84;5,84;411.00
5217;орнамент 1.60.005;Нет;ВР000001826;1939;5,84;5,84;411.00
5218;орнамент 1.60.012;Нет;ВР000001840;5190;15,59;15,59;1100.00
5219;орнамент 1.60.008;Нет;ВР000001754;1825;5,45;5,45;387.00
5220;орнамент 1.60.010;Нет;ВР000001816;1883;5,84;5,84;397.00
5221;орнамент 1.60.002;Нет;ВР000001359;2092;6,23;6,23;443.00
5222;орнамент 1.60.003;Нет;ВР000001984;1825;5,45;5,45;387.00
5223;орнамент 1.60.004;Нет;ВР000001985;1883;5,84;5,84;397.00
5224;орнамент 1.60.006;Нет;ВР000001616;1901;5,84;5,84;402.00
5225;орнамент 1.60.009;Нет;ВР000001813;1883;5,84;5,84;397.00
5226;орнамент 1.60.015;Нет;ВР000002573;1958;5,84;5,84;414.00
5227;орнамент 1.60.017;Нет;ВР000002465;2110;6,62;6,62;446.00
5228;орнамент 1.60.018;Нет;ВР000002574;2168;6,62;6,62;459.00
5229;орнамент 1.60.019;Нет;ВР000002575;5190;15,59;15,59;1100.00
5230;орнамент 1.60.108;Нет;ВР000001756;1825;5,45;5,45;387.00
5231;орнамент 1.60.109;Нет;ВР000001815;1883;5,84;5,84;397.00
5232;орнамент 1.60.110;Нет;ВР000001817;1883;5,84;5,84;397.00
5233;орнамент 1.60.001;Нет;ВР000001358;1901;5,84;5,84;403.00
5234;кессон 1.57.002;Нет;ВР001022065;13264;43,65;43,65;3087.00
5235;кессон 1.57.003;Нет;ВР001022066;13956;45,99;45,99;3249.00
5236;кессон 1.57.001;Нет;ВР000005512;12208;40,15;40,15;2844.00
5237;кессон 1.57.004;Нет;ВР001022067;18106;59,64;59,64;4216.00
5238;купол 1.58.001;Нет;ВР000004391;69695;214,58;214,58;15546.00
5239;капитель 1.11.001;Нет;ВР000004174;60773;191,4;191,4;13557.00
5240;капитель 1.11.010;Нет;ВР001021828;33031;104,07;104,07;7366.00
5241;капитель 1.11.003;Нет;ВР000001977;47209;148,91;148,91;10531.00
5242;капитель 1.11.002;Нет;ВР000001288;35073;110,71;110,71;7824.00
5243;капитель 1.11.004;Нет;ВР000005449;47209;148,91;148,91;10531.00
5244;капитель 1.11.005;Нет;ВР001003797;24344;76,79;76,79;5427.00
5245;капитель 1.11.006;Нет;ВР001003798;45313;142,68;142,68;10107.00
5246;капитель 1.11.008;Нет;ВР001021826;27469;86,53;86,53;6127.00
5247;капитель 1.11.009;Нет;ВР001021827;27342;86,14;86,14;6100.00
5248;капитель 1.15.002;Нет;ВР000001227;14972;47,16;47,16;3340.00
5249;капитель 1.15.003;Нет;ВР000001871;21058;66,26;66,26;4697.00
5250;капитель 1.15.004;Нет;ВР001002928;21058;66,26;66,26;4697.00
5251;капитель 1.15.005;Нет;ВР000004376;10926;34,69;34,69;2436.00
5252;капитель 1.15.006;Нет;ВР001000031;20246;63,92;63,92;4514.00
5253;капитель 1.15.008;Нет;ВР001005249;13744;43,26;43,26;3066.00
5254;капитель 1.15.001;Нет;ВР000001187;25717;81,08;81,08;5738.00
5255;капитель 1.15.009;Нет;ВР001005243;13672;43,26;43,26;3048.00
5256;капитель 1.15.010;Нет;ВР001005247;16526;52,22;52,22;3686.00
5257;капитель 1.21.003;Нет;ВР000001301;9392;29,63;29,63;2096.00
5258;капитель 1.21.001;Нет;ВР000001181;8452;26,89;26,89;1883.00
5259;капитель 1.21.002;Нет;ВР000001178;10746;33,91;33,91;2395.00
5260;капитель 1.21.004;Нет;ВР000001444;9826;31,17;31,17;2191.00
5261;капитель 1.21.005;Нет;ВР000002089;10583;33,52;33,52;2361.00
5262;капитель 1.21.006;Нет;ВР000001927;10041;31,56;31,56;2237.00
5263;капитель 1.21.007;Нет;ВР000001389;9500;30,02;30,02;2120.00
5264;ствол 1.12.020;Нет;ВР000005788;88819;279,89;279,89;19810.00
5265;ствол 1.12.010;Нет;ВР000004146;88819;279,89;279,89;19810.00
5266;ствол 1.12.030;Нет;ВР000002050;113111;356,3;356,3;25231.00
5267;ствол 1.12.050;Нет;ВР001003796;52303;164,89;164,89;11666.00
5268;ствол 1.12.060;Нет;ВР001021829;47751;150,47;150,47;10652.00
5269;ствол 1.12.061;Нет;ВР001021830;64492;203,1;203,1;14387.00
5270;ствол 1.12.080;Нет;ВР001021833;47751;150,47;150,47;10652.00
5271;ствол 1.12.081;Нет;ВР001021834;64492;203,1;203,1;14387.00
5272;ствол 1.12.070;Нет;ВР001021831;47751;150,47;150,47;10652.00
5273;ствол 1.12.071;Нет;ВР001021832;64492;203,1;203,1;14387.00
5274;ствол 1.16.080;Нет;ВР001005244;23894;75,23;75,23;5328.00
5275;ствол 1.16.081;Нет;ВР001005245;32256;101,74;101,74;7195.00
5276;ствол 1.16.030;Нет;ВР000002066;51887;163,73;163,73;11574.00
5277;ствол 1.16.070;Нет;ВР001005241;23894;75,23;75,23;5328.00
5278;ствол 1.16.050;Нет;ВР000004381;23388;73,67;73,67;5217.00
5279;ствол 1.16.060;Нет;ВР001005250;23894;75,23;75,23;5328.00
5280;ствол 1.16.071;Нет;ВР001005242;32256;101,74;101,74;7195.00
5281;ствол 1.16.010;Нет;ВР000001188;39768;125,51;125,51;8868.00
5282;ствол 1.16.011;Нет;ВР001023851;40853;128,64;128,64;9113.00
5283;ствол 1.16.020;Нет;ВР000004390;39768;125,51;125,51;8868.00
5284;ствол 1.16.061;Нет;ВР001005251;32256;101,74;101,74;7195.00
5285;ствол 1.22.010;Нет;ВР000001184;12262;38,59;38,59;2735.00
5286;ствол 1.22.020;Нет;ВР000001484;19342;61,2;61,2;4314.00
5287;ствол 1.22.030;Нет;ВР000001287;14756;46,77;46,77;3292.00
5288;ствол 1.22.200;Нет;ВР000004307;22196;70,17;70,17;4950.00
5289;ствол 1.22.040;Нет;ВР000001446;15694;49,51;49,51;3500.00
5290;кольцо 1.11.100;Нет;ВР000002416;1500;4,67;4,67;333.00
5291;кольцо 1.11.200;Нет;ВР000002396;1500;4,67;4,67;333.00
5292;кольцо 1.11.300;Нет;ВР000005433;2168;7,01;7,01;481.00
5293;кольцо 1.15.100;Нет;ВР000002417;759;2,72;2,72;168.00
5294;кольцо 1.15.200;Нет;ВР000002408;759;2,72;2,72;168.00
5295;кольцо 1.15.300;Нет;ВР001003054;1120;3,5;3,5;248.00
5296;база 1.13.900;Нет;ВР001021837;21709;68,61;68,61;4842.00
5297;база 1.13.300;Нет;ВР000002088;81794;257,67;257,67;18244.00
5298;база 1.13.400;Нет;ВР000002051;36247;114,21;114,21;8083.00
5299;база 1.13.800;Нет;ВР001021836;21709;68,61;68,61;4842.00
5300;база 1.13.500;Нет;ВР001003799;24344;76,79;76,79;5427.00
5301;база 1.13.100;Нет;ВР000001305;63103;198,8;198,8;14074.00
5302;база 1.13.200;Нет;ВР000001289;31352;99,01;99,01;6992.00
5303;база 1.13.700;Нет;ВР001021835;21275;67,04;67,04;4747.00
5304;база 1.17.900;Нет;ВР001005246;10854;34,3;34,3;2422.00
5305;база 1.17.300;Нет;ВР000002065;37420;118,11;118,11;8346.00
5306;база 1.17.400;Нет;ВР000002077;16381;51,83;51,83;3654.00
5307;база 1.17.100;Нет;ВР000001186;28066;88,49;88,49;6260.00
5308;база 1.17.800;Нет;ВР001005240;10854;34,3;34,3;2422.00
5309;база 1.17.500;Нет;ВР000004377;10926;34,69;34,69;2436.00
5310;база 1.17.600;Нет;ВР000004378;20463;64,7;64,7;4564.00
5311;база 1.17.700;Нет;ВР001005252;10655;33,52;33,52;2375.00
5312;база 1.17.200;Нет;ВР000001291;12191;38,59;38,59;2717.00
5313;база 1.23.100;Нет;ВР000001185;10041;31,56;31,56;2237.00
5314;база 1.23.200;Нет;ВР000001225;14358;45,21;45,21;3200.00
5315;база 1.23.300;Нет;ВР000001286;11323;35,86;35,86;2525.00
5316;база 1.23.400;Нет;ВР000001445;15334;48,34;48,34;3418.00
5317;база 1.23.500;Нет;ВР000002096;11017;34,69;34,69;2455.00
5318;пьедестал 1.14.001;Нет;ВР001021839;42297;133,32;133,32;9433.00
5319;пьедестал 1.14.002;Нет;ВР001021840;44644;140,72;140,72;9959.00
5320;пьедестал 1.14.003;Нет;ВР001021841;44644;140,72;140,72;9959.00
5321;пьедестал 1.18.001;Нет;ВР001005254;22340;70,56;70,56;4981.00
5322;пьедестал 1.18.002;Нет;ВР001005255;21166;66,65;66,65;4721.00
5323;пьедестал 1.18.003;Нет;ВР001005256;22340;70,56;70,56;4981.00
5324;база 1.54.010;Нет;ВР000001172;4732;15,2;15,2;1055.00
5325;обрамление арок 1.55.003;Нет;ВР000001173;1914;6,23;6,23;427.00
5326;обрамление арок 1.55.004;Нет;ВР000001388;1987;6,23;6,23;443.00
5327;обрамление арок 1.55.001;Нет;ВР000001163;5418;17,15;17,15;1209.00
5328;замковый камень 1.55.005;Нет;ВР000001174;1987;6,23;6,23;442.00
5329;обрамление арок 1.55.002;Нет;ВР000001164;5418;17,15;17,15;1209.00
5330;база 1.54.020;Нет;ВР000001171;4298;13,64;13,64;956.00
5331;боковой элемент 1.54.009;Нет;ВР000003309;1879;6,23;6,23;417.00
5332;боковой элемент 1.54.019;Нет;ВР000003310;1879;6,23;6,23;417.00
5333;квадрат 1.54.001;Нет;ВР000001176;1716;5,45;5,45;380.00
5334;квадрат 1.54.002;Нет;ВР000001339;1662;5,45;5,45;367.00
5335;наличник 1.54.003;Нет;ВР000003311;6828;21,43;21,43;1521.00
5336;наличник 1.54.004;Нет;ВР000003312;11433;36,25;36,25;2548.00
5337;элемент 1.54.008;Нет;ВР000003308;1933;6,23;6,23;428.00
5338;элемент 1.54.006;Нет;ВР000004031;2347;7,4;7,4;524.00
5339;элемент 1.54.005;Нет;ВР000003307;2276;7,4;7,4;505.00
5340;элемент 1.54.007;Нет;ВР000004048;1860;5,84;5,84;414.00
5341;элемент 1.54.012;Нет;ВР000002570;4695;14,81;14,81;1045.00
5342;элемент 1.54.011;Нет;ВР000004207;4623;14,81;14,81;1031.00
5343;ствол 1.12.011;Нет;ВР002027813;91474;288,07;288,07;20405.00
5861;карниз 1.50.205;Нет;ВР002025471;6248;20,47;20,47;1391.00
5862;карниз 1.50.196 гибкий;Да;ВР002028425;11850;37,78;37,78;2640.00
5863;карниз 1.50.198 гибкий;Да;ВР002028427;12822;66,89;66,89;2859.00
5864;карниз 1.50.201 гибкий;Да;ВР002028430;28932;92,09;92,09;6450.00
5865;карниз 1.50.205 гибкий;Да;ВР002028434;12496;40,94;40,94;2781.00
5866;молдинг 1.51.345;Нет;ВР001024046;8019;25,33;25,33;1786.00
5867;молдинг 1.51.357;Нет;ВР002025481;4821;15,2;15,2;1075.00
5868;молдинг 1.51.358;Нет;ВР002025483;7496;24,16;24,16;1669.00
5869;молдинг 1.51.361;Нет;ВР002025525;5200;16,37;16,37;1161.00
5870;молдинг 1.51.381;Нет;ВР002025577;12336;38,98;38,98;2752.00
5871;молдинг 1.51.345 гибкий;Да;ВР002028505;16038;50,66;50,66;3571.00
5872;молдинг 1.51.357 гибкий;Да;ВР002028516;9642;30,39;30,39;2149.00
5873;молдинг 1.51.358 гибкий;Да;ВР002028517;14991;48,32;48,32;3338.00
5874;молдинг 1.51.361 гибкий;Да;ВР002028518;10401;32,73;32,73;2321.00
5875;молдинг 1.51.381 гибкий;Да;ВР002028598;24672;77,96;77,96;5503.00
5876;архитрав 1.26.001;Нет;ВР001006945;13130;41,31;41,31;2927.00
5877;архитрав 1.26.002;Нет;ВР001006946;13130;41,31;41,31;2927.00
5878;архитрав 1.26.003;Нет;ВР001006947;13437;42,48;42,48;2997.00
5879;розетка 1.56.036;Нет;ВР002025308;23894;75,23;75,23;5330.00
5880;база 1.13.600;Нет;ВР001003800;38993;135,26;135,26;9566.00
5881;ниша 1.61.101;Нет;ВР000001870;26223;82,63;82,63;5851.00
5882;ниша 1.61.102;Нет;ВР000002941;40202;126,69;126,69;8965.00
5883;ниша с полкой 1.61.110;Нет;ВР002029798;24290;76,79;76,79;5417.00
5884;ниша с полкой 1.61.120;Нет;ВР002029799;49594;156,31;156,31;11062.00
5885;сандрик 1.63.001;Нет;ВР002025528;13562;42,87;42,87;3026.00
5886;сандрик 1.63.002;Нет;ВР002025529;12768;40,15;40,15;2846.00
5887;карниз 4.02.201;Нет;ВР001022585;57084;215,71;215,71;12201.00
5888;карниз 4.01.201;Нет;ВР001005004;57907;218,99;218,99;12377.00
5889;карниз 4.01.101;Нет;ВР001004934;49632;187,88;187,88;10608.00
5890;карниз 4.01.301;Нет;ВР001005064;53777;203,43;203,43;11494.00
5891;карниз 4.32.202;Нет;ВР001005050;43533;156,36;156,36;8841.00
5892;карниз 4.01.103;Нет;ВР001004938;74440;281,61;281,61;15913.00
5893;карниз 4.31.301;Нет;ВР001005085;52244;187,88;187,88;10608.00
5894;карниз 4.32.201;Нет;ВР001005046;43533;156,36;156,36;8841.00
5895;карниз 4.81.002;Нет;ВР001004998;39189;140,81;140,81;7957.00
5896;карниз 4.32.302;Нет;ВР001005112;40053;144,08;144,08;8134.00
5897;карниз 4.01.202;Нет;ВР001005008;62052;234,54;234,54;13262.00
5898;карниз 4.01.302;Нет;ВР001005068;57907;218,99;218,99;12377.00
5899;карниз 4.02.101;Нет;ВР001022586;62052;234,54;234,54;13262.00
5900;карниз 4.31.101;Нет;ВР001004957;67916;243,96;243,96;13791.00
5901;карниз 4.31.201;Нет;ВР001005024;43533;156,36;156,36;8841.00
5902;карниз 4.31.202;Нет;ВР001005028;47898;171,91;171,91;9726.00
5903;карниз 4.31.302;Нет;ВР001005089;43533;156,36;156,36;8841.00
5904;карниз 4.32.101;Нет;ВР001004976;36709;125,25;125,25;7072.00
5905;карниз 4.32.301;Нет;ВР001005108;43533;156,36;156,36;8841.00
5906;карниз 4.81.001;Нет;ВР001004994;32226;115,84;115,84;6544.00
5907;карниз 4.02.301;Нет;ВР001022580;62052;234,54;234,54;13262.00
5908;фриз 4.03.101;Нет;ВР001004944;28971;109,7;109,7;6191.00
5909;фриз 4.03.102;Нет;ВР001022588;28131;106,42;106,42;6013.00
5910;фриз 4.03.201;Нет;ВР001005012;20697;78,18;78,18;4422.00
5911;фриз 4.03.202;Нет;ВР001022584;23181;87,59;87,59;4952.00
5912;фриз 4.03.301;Нет;ВР001005074;14905;56,49;56,49;3184.00
5913;фриз 4.33.301;Нет;ВР001005093;15689;56,49;56,49;3184.00
5914;фриз 4.03.302;Нет;ВР001022581;23181;87,59;87,59;4952.00
5915;фриз 4.33.101;Нет;ВР001004970;26131;94,14;94,14;5305.00
5916;фриз 4.33.102;Нет;ВР001004984;13076;47,07;47,07;2655.00
5917;фриз 4.33.201;Нет;ВР001005032;32146;109,7;109,7;6191.00
5918;фриз 4.33.202;Нет;ВР001005054;16554;59,76;59,76;3362.00
5919;архитрав 4.04.201;Нет;ВР001005014;20697;78,18;78,18;4422.00
5920;архитрав 4.34.201;Нет;ВР001005034;20035;72,04;72,04;4068.00
5921;архитрав 4.34.202;Нет;ВР001005056;17420;62,63;62,63;3537.00
5922;архитрав 4.04.101;Нет;ВР001004942;16550;62,63;62,63;3537.00
5923;архитрав 4.04.102;Нет;ВР001022587;22341;84,73;84,73;4775.00
5924;архитрав 4.04.202;Нет;ВР001022583;26486;100,28;100,28;5660.00
5925;архитрав 4.04.301;Нет;ВР001005071;15727;59,76;59,76;3362.00
5926;архитрав 4.04.302;Нет;ВР001022582;26486;100,28;100,28;5660.00
5927;архитрав 4.34.101;Нет;ВР001004968;26131;94,14;94,14;5305.00
5928;архитрав 4.34.102;Нет;ВР001004986;15689;56,49;56,49;3184.00
5929;архитрав 4.34.301;Нет;ВР001005095;21784;78,18;78,18;4422.00
5930;архитрав 4.34.302;Нет;ВР001005118;15689;56,49;56,49;3184.00
5931;балясина 4.71.101;Нет;ВР001022924;12421;47,07;47,07;2655.00
5932;балясина 4.71.201;Нет;ВР001023164;10759;40,93;40,93;2300.00
5933;столб 4.75.101;Нет;ВР001023167;41357;156,36;156,36;8841.00
5934;столб 4.75.201;Нет;ВР001023168;33082;125,25;125,25;7072.00
5935;крышка (пирамида) 4.76.101;Нет;ВР001023169;6631;25,38;25,38;1416.00
5936;крышка (пирамида) 4.76.201;Нет;ВР001023170;3752;14,33;14,33;800.00
5937;крышка столба (плоская) 4.73.101;Нет;ВР002025317;5397;20,47;20,47;1154.00
5938;крышка столба (плоская) 4.73.201;Нет;ВР002025318;4147;15,96;15,96;886.00
5939;крышка (шар) 4.77.101;Нет;ВР001023309;6631;25,38;25,38;1416.00
5940;крышка (шар) 4.77.201;Нет;ВР001023310;5397;20,47;20,47;1154.00
5941;основание 4.74.101;Нет;ВР001022926;70310;266,06;266,06;15029.00
5942;основание 4.74.201;Нет;ВР001023165;57907;218,99;218,99;12377.00
5943;поручень 4.72.101;Нет;ВР001022925;60391;228,4;228,4;12909.00
5944;поручень 4.72.201;Нет;ВР001023166;53777;203,43;203,43;11494.00
5945;наличник 4.84.001;Нет;ВР001004990;20697;78,18;78,18;4422.00
5946;наличник 4.84.002;Нет;ВР001022044;17853;67,54;67,54;3815.00
5947;наличник 4.84.003;Нет;ВР001022045;13774;51,98;51,98;2942.00
5948;наличник 4.84.051;Нет;ВР001023652;21518;81,45;81,45;4598.00
5949;наличник 4.84.052;Нет;ВР001023653;17046;64,67;64,67;3641.00
5950;наличник 4.84.053;Нет;ВР001023654;13004;49,12;49,12;2779.00
5951;арочное обрамление 4.87.031;Нет;ВР001022561;19034;72,04;72,04;4068.00
5952;арочное обрамление 4.87.032;Нет;ВР001022558;15316;58,12;58,12;3273.00
5953;арочное обрамление 4.87.033;Нет;ВР001022555;9936;37,66;37,66;2123.00
5954;замковый камень 4.85.001;Нет;ВР001004993;5655;21,28;21,28;1206.00
5955;замковый камень 4.85.002;Нет;ВР001022061;4968;18,83;18,83;1062.00
5956;замковый камень 4.85.003;Нет;ВР001022062;4968;18,83;18,83;1062.00
5957;подоконный элемент 4.82.001;Нет;ВР001004991;24825;94,14;94,14;5305.00
5958;подоконный элемент 4.82.002;Нет;ВР001022047;16550;62,63;62,63;3537.00
5959;подоконный элемент 4.82.003;Нет;ВР001022046;16550;62,63;62,63;3537.00
5960;подоконный элемент 4.82.101;Нет;ВР001004973;12642;45,43;45,43;2566.00
5961;подоконный элемент 4.82.201;Нет;ВР001005044;13076;47,07;47,07;2655.00
5962;подоконный элемент 4.82.202;Нет;ВР001005062;13076;47,07;47,07;2655.00
5963;подоконный элемент 4.82.301;Нет;ВР001005107;13783;47,07;47,07;2655.00
5964;подоконный элемент 4.82.302;Нет;ВР001005125;13076;47,07;47,07;2655.00
5965;кронштейн-пьедестал 4.83.101;Нет;ВР001004972;13940;50,35;50,35;2829.00
5966;кронштейн-пьедестал 4.83.102;Нет;ВР001004989;8512;30,7;30,7;1727.00
5967;кронштейн-пьедестал 4.83.201;Нет;ВР001005045;9594;34,38;34,38;1947.00
5968;кронштейн-пьедестал 4.83.202;Нет;ВР001005063;9829;35,2;35,2;1993.00
5969;кронштейн-пьедестал 4.83.301;Нет;ВР001005105;8711;31,52;31,52;1769.00
5970;кронштейн-пьедестал 4.83.302;Нет;ВР001005126;7845;28,24;28,24;1592.00
5971;руст 4.86.003;Нет;ВР001024402;5681;20,47;20,47;1154.00
5972;руст 4.86.004;Нет;ВР001024403;3499;12,69;12,69;709.00
5973;руст 4.86.005;Нет;ВР002025465;5681;20,47;20,47;1154.00
5974;руст 4.86.001;Нет;ВР001005002;9594;34,38;34,38;1947.00
5975;руст 4.86.002;Нет;ВР001005003;6113;22,1;22,1;1239.00
5982;угловой элемент 1.52.361;Нет;ВР002025527;4135;13,24;13,24;923.00
5983;база 4.17.302;Нет;ВР001005079;11599;43,8;43,8;2476.00
5984;база 4.53.201;Нет;ВР001005061;4599;16,78;16,78;932.00
5985;база 4.53.301;Нет;ВР001005123;3282;11,87;11,87;666.00
5986;база 4.17.101;Нет;ВР001004952;11599;43,8;43,8;2476.00
5987;база 4.17.201;Нет;ВР001005018;11599;43,8;43,8;2476.00
5988;база 4.17.202;Нет;ВР001005019;8275;31,52;31,52;1769.00
5989;база 4.17.301;Нет;ВР001005078;9115;34,38;34,38;1947.00
5990;база 4.23.101;Нет;ВР001022016;8703;33,16;33,16;1860.00
5991;база 4.23.201;Нет;ВР001022017;8703;33,16;33,16;1860.00
5992;база 4.23.301;Нет;ВР001022018;8703;33,16;33,16;1860.00
5993;база 4.43.101;Нет;ВР001004966;10928;39,29;39,29;2219.00
5994;база 4.43.201;Нет;ВР001005042;10081;36,43;36,43;2045.00
5995;база 4.43.202;Нет;ВР001005043;11506;41,34;41,34;2336.00
5996;база 4.43.301;Нет;ВР001005099;11506;41,34;41,34;2336.00
5997;база 4.43.302;Нет;ВР001005100;12129;41,34;41,34;2336.00
5998;база 4.47.101;Нет;ВР001004963;4977;18,01;18,01;1010.00
5999;база 4.47.201;Нет;ВР001005038;4599;16,78;16,78;932.00
6000;база 4.47.202;Нет;ВР001005039;5230;18,83;18,83;1062.00
6001;база 4.47.301;Нет;ВР001005103;5230;18,83;18,83;1062.00
6002;база 4.47.302;Нет;ВР001005104;5230;18,83;18,83;1062.00
6003;база 4.53.101;Нет;ВР001004983;3949;14,33;14,33;800.00
6004;база 4.53.302;Нет;ВР001005124;3282;11,87;11,87;666.00
6005;база 4.13.101;Нет;ВР001004956;25492;96,6;96,6;5447.00
6006;база 4.13.201;Нет;ВР001005022;25492;96,6;96,6;5447.00
6007;база 4.13.202;Нет;ВР001005023;18211;68,77;68,77;3892.00
6008;база 4.13.301;Нет;ВР001005082;20044;75,72;75,72;4282.00
6009;база 4.13.302;Нет;ВР001005083;25492;96,6;96,6;5447.00
6010;база 4.17.002;Нет;ВР002025407;15727;59,76;59,76;3362.00
6011;база 4.17.001;Нет;ВР002025167;14083;53,21;53,21;3008.00
