IE_XML_ID;IE_NAME;IE_PREVIEW_TEXT;IE_DETAIL_TEXT;IP_PROP726;IP_PROP144;IP_PROP151;IP_PROP152;IP_PROP153;IP_PROP142;IP_PROP143;IP_PROP145;IP_PROP150;IP_PROP154;IP_PROP155;IP_PROP156;IP_PROP157;IP_PROP158;IP_PROP159;IP_PROP160;IP_PROP161;IP_PROP162;IP_PROP163;IP_PROP164;IP_PROP165;IP_PROP166;IP_PROP167;IP_PROP409;IP_PROP410;IP_PROP411;IP_PROP412;IP_PROP413;IP_PROP414;IP_PROP446;IP_PROP544;IP_PROP545;IP_PROP546;IP_PROP547;IP_PROP580;IP_PROP596;IP_PROP612;IP_PROP616;IP_PROP617;IP_PROP619;IP_PROP620;IP_PROP659;IP_PROP660;IP_PROP661;IP_PROP662;IP_PROP670;IP_PROP705;IP_PROP732;IP_PROP733;IP_PROP746;IP_PROP747;IP_PROP748;IP_PROP749;IP_PROP408;IP_PROP618;IP_PROP149;IP_PROP180;IP_PROP183;IP_PROP181;IP_PROP182;IP_PROP146;IP_PROP147;IP_PROP148;IP_PROP252;IP_PROP253;IP_PROP254;IP_PROP255;IP_PROP256;IP_PROP257;IP_PROP258;IP_PROP565;IP_PROP600;IP_PROP706;IP_PROP707
5180;розетка;;;;;;;;1.56.014;;;;;;338;N;N;;ВР000001070;РОЗЕТКА 1.56.014;;;18;N;N;;N;Y;N;N;N;Y;;Y;N;N;N;;;;;;;;650;N;;;1505;;;;;;;;N;N;57;;N;N;N;;;;65,76;8328;578;418;9900;21,86;21,86;71;262383;129;
5181;розетка;;;;;;;;1.56.015;;;;;;555;N;N;;ВР000001071;РОЗЕТКА 1.56.015;;;29,25;N;;;N;Y;N;N;N;Y;;Y;Y;N;N;;;;;;;;650;N;;;2842;;;;;;;;N;N;62;;;;;;;;124,19;15715;1093;789;18500;41,16;41,16;134,2;494851;207;
5182;розетка;;;;;;;;1.56.016;;;;;;480;N;N;;ВР000001075;РОЗЕТКА 1.56.016;;;24,75;N;;;N;Y;N;N;Y;N;;N;N;N;N;;;;;;;;650;N;;;2588;;;;;;;;N;N;47;;;;;;;;112,99;14314;993;718;16900;37,29;37,29;122,1;450221;179;
5183;розетка;;;;;;;;1.56.018;;;;;;743;N;N;;ВР000004236;РОЗЕТКА 1.56.018;;;39;N;N;;N;Y;N;N;N;N;;Y;N;N;N;;;;;;;;650;N;;;5057;;;;;;;;N;N;40;;N;N;N;;;;220,9;27956;1944;1403;32900;72,89;72,89;238,8;879842;279;
5184;розетка;;;;;;;;1.56.019;;;;;;508;N;N;;ВР000001773;РОЗЕТКА 1.56.019;;;27;N;N;;Y;N;Y;N;Y;N;;N;N;Y;N;;;;;;;;650;N;;;2763;;;;;Y;;16;N;N;33;;N;N;N;;;;120,61;15274;1061;767;18000;39,87;39,87;130,3;480627;193;
5185;розетка;;;;;;;;1.56.020;;;;;;470;N;N;;ВР000005129;РОЗЕТКА 1.56.020;;;24,75;N;N;;Y;N;Y;N;N;N;;N;N;N;N;;;;;;;;650;N;;;2763;;;;;;;;N;N;41;;N;N;N;;;;120,61;14928;1061;767;18000;39,87;39,87;130,3;470328;179;
5186;розетка;;;;;;;;1.56.022;;;;;;523;N;N;;ВР000001482;РОЗЕТКА 1.56.022;;;27,75;N;;;Y;N;Y;N;N;N;;N;N;N;N;;;;;;;;650;N;;;2588;;;;;;;;N;N;52;;;;;;;;112,99;14314;993;718;16900;37,29;37,29;122,1;450221;200;
5187;розетка;;;;;;;;1.56.023;;;;;;589;N;N;;ВР000001294;РОЗЕТКА 1.56.023;;;30,75;N;N;;Y;N;Y;N;N;N;;N;N;N;N;;;;;;;;650;N;;;3545;;;;;;;;N;N;55;;N;N;N;;;;154,86;19610;1362;984;23200;51,45;51,45;167,3;616969;221;
5188;розетка;;;;;;;;1.56.024;;;;;;493;N;N;;ВР000001483;РОЗЕТКА 1.56.024;;;26,25;N;;;Y;N;Y;N;N;N;;N;N;N;N;;;;;;;;650;N;;;2674;;;;;Y;;18;N;N;36;;;;;;;;116,75;14775;1026;742;17500;38,59;38,59;126,1;465423;186;
5189;розетка;;;;;;;;1.56.025;;;;;;819;N;N;;ВР000001295;РОЗЕТКА 1.56.025;;;42,75;N;;;Y;N;Y;Y;N;N;;N;N;N;N;;;;;;;;900;N;;;6657;;;;;;;;N;N;65;;;;;;;;290,9;36821;2560;1847;43300;96,05;96,05;314,5;1158901;307;
5190;розетка;;;;;;;;1.56.005;;;;;;655;N;N;;ВР001023638;РОЗЕТКА 1.56.005;;;34,5;N;N;;Y;N;N;N;N;N;;N;N;Y;N;;;;;;;;650;N;;;3541;;;;;;;;N;N;42;;N;N;N;;;;154,67;19591;1361;983;23200;66,47;66,47;167,2;616479;250;
5191;розетка;;;;;;;;1.56.010;;;;;;193;N;N;;ВР001023642;РОЗЕТКА 1.56.010;;;9,75;N;;;Y;N;Y;Y;N;N;;N;N;N;N;;;;;;;;450;N;;;882;;;;;;;;N;N;34;;;;;;;;38,43;4874;338;244;5900;12,85;12,85;41,5;153507;71;
5192;розетка;;;;;;;;1.56.028;;;;;;670;N;N;;ВР000004029;РОЗЕТКА 1.56.028;;;35,25;N;;;Y;N;Y;N;N;N;;N;N;N;N;;;;;;;;650;N;;;4940;;;;;Y;;10;N;N;68;;;;;;;;215,77;27323;1900;1370;32300;71,17;71,17;233,2;859734;250;
5193;розетка;;;;;767;529;;1.56.029;;;;;;;N;N;;ВР000004030;РОЗЕТКА 1.56.029;;;40,5;N;N;;Y;N;Y;Y;N;N;;N;N;N;N;;;;;;;;1500;N;;;3637;;;;;;;;N;N;47;;N;N;N;;;;158,9;20128;1399;1010;23700;52,74;52,74;171,9;633153;293;
5194;розетка;;;;;;;;1.56.030;;;;;;394;N;N;;ВР000002943;РОЗЕТКА 1.56.030;;;21;N;N;;Y;N;Y;Y;N;N;;N;N;N;N;;;;;;;;650;N;;;1550;;;;;;;;N;N;37;;N;N;N;;;;67,69;8577;595;431;10100;22,71;22,71;73,1;269739;150;
5195;розетка;;;;;;;;1.56.003;;;;;;518;N;N;;ВР001023636;РОЗЕТКА 1.56.003;;;27;N;;;Y;N;Y;N;N;N;;N;N;N;N;;;;;;;;1500;N;;;2763;;;;;;;;N;N;35;;;;;;;;120,61;15274;1061;767;18000;39,87;39,87;130,3;480627;193;
5196;розетка;;;;;;;;1.56.031;;;;;;614;N;N;;ВР000002928;РОЗЕТКА 1.56.031;;;32,25;N;N;;Y;N;Y;N;N;N;;N;N;N;N;;;;;;;;650;N;;;3545;;;;;;;;N;N;50;;N;N;N;;;;154,86;19610;1362;984;23200;51,45;51,45;167,3;616969;229;
5197;розетка;;;;;;;;1.56.021;;;;;;487;N;N;;ВР000001273;РОЗЕТКА 1.56.021;;;25,5;N;N;;Y;N;Y;N;N;N;;N;N;N;N;;;;;;;;650;N;;;2842;;;;;;;;N;N;59;;N;N;N;;;;124,19;15715;1093;789;18500;41,16;41,16;134,2;494851;186;
5198;розетка;;;;;;;;1.56.026;;;;;;768;N;N;;ВР000001179;РОЗЕТКА 1.56.026;;;40,5;N;;;Y;N;Y;N;N;N;;N;N;N;N;;;;;;;;900;N;;;4820;;;;;;;;N;N;52;;;;;;;;210,55;26652;1854;1337;31500;69,89;69,89;227,6;838646;293;
5199;розетка;;;;;;;;1.56.006;;;;;;330;N;N;;ВР001023639;РОЗЕТКА 1.56.006;;;17,25;N;;;Y;N;N;N;Y;N;;N;N;Y;N;;;;;;;;650;N;;;1474;;;;;;;;N;N;25;;;;;;;;64,4;8155;566;409;9600;21,44;21,44;69,6;256499;121;
5200;розетка;;;;;;;;1.56.009;;;;;;292;N;N;;ВР001023641;РОЗЕТКА 1.56.009;;;15;N;;;Y;N;Y;N;N;N;;N;N;N;N;;;;;;;;650;N;;;1505;;;;;;;;N;N;34;;;;;;;;65,76;7119;582;418;9900;21,86;21,86;71;224130;107;
5201;розетка;;;;;;;;1.56.032;;;;;;319;N;N;;ВР001024045;РОЗЕТКА 1.56.032;;;16,5;N;;;Y;N;Y;N;N;N;;N;N;N;N;;;;;;;;650;N;;;1536;;;;;;;;N;N;37;;;;;;;;67,03;8500;589;426;10000;22,3;22,3;72,4;267288;121;
5202;розетка;;;;;;;;1.56.011;;;;;;195;N;N;;ВР001024042;РОЗЕТКА 1.56.011;;;10,5;N;;;Y;N;Y;Y;N;N;;N;N;N;N;;;;;;;;450;N;;;871;;;;;;;;N;N;21;;;;;;;;37,96;4816;333;241;5700;12,85;12,85;41;151544;79;
5203;розетка;;;;;;;;1.56.037;;;;;;330;N;N;;ВР002025332;РОЗЕТКА 1.56.037;;;17,25;N;;;Y;N;Y;N;N;N;;N;N;N;N;;;;;;;;650;N;;;1508;;;;;;;;N;N;32;;;;;;;;65,81;8328;580;419;9900;21,86;21,86;71,1;262383;121;
5204;розетка;;;;;;;;1.56.034;;;;;;510;N;N;;ВР002025309;РОЗЕТКА 1.56.034;;;27;N;;;Y;N;Y;N;N;N;;N;N;N;N;;;;;;;;650;N;;;2674;;;;;;;;N;N;50;;;;;;;;116,8;14794;1027;742;17500;38,59;38,59;126,2;465423;193;
5205;розетка;;;;;;;;1.56.033;;;;;;461;N;N;;ВР002025286;РОЗЕТКА 1.56.033;;;24;N;;;Y;N;Y;N;N;N;;N;N;N;N;;;;;;;;650;N;;;2588;;;;;Y;;24;N;N;54;;;;;;;;112,99;14314;993;718;16900;37,29;37,29;122,1;450221;171;
5206;розетка;;;;;;;;1.56.038;;;;;;400;N;N;;ВР002025331;РОЗЕТКА 1.56.038;;;21;N;N;;Y;N;Y;N;N;N;;N;N;N;N;;;;;;;;650;N;;;1597;;;;;Y;;23;N;N;34;;N;N;N;;;;69,67;8827;612;442;10400;28,73;28,73;75,3;277587;150;
5207;розетка;;;;;;;;1.56.012;;;;;;533;N;N;;ВР001024043;РОЗЕТКА 1.56.012;;;27,75;N;N;;Y;N;Y;N;N;N;N;N;N;N;N;N;N;N;N;N;N;;650;N;;;2763;;;;;Y;;18;N;N;45;;N;N;N;;;;120,61;15274;1061;767;18000;39,87;39,87;130,3;480627;200;
5208;розетка;;;;;;;;1.56.027;;;;;;382;N;N;;ВР001024044;РОЗЕТКА 1.56.027;;;20,25;N;N;;Y;N;Y;Y;N;N;;N;N;N;N;;;;;;;;650;N;;;1470;;;;;;;;N;N;25;;N;N;N;;;;64,16;8136;565;408;9600;30,01;30,01;69,4;256007;143;
5209;розетка;;;;;;;;1.56.039;;;;;;659;N;N;;ВР002025330;РОЗЕТКА 1.56.039;;;34,5;N;;;Y;N;Y;Y;N;N;;N;N;N;N;;;;;;;;650;N;;;3686;;;;;;;;N;N;67;;;;;;;;161,02;20377;1417;1022;24100;53,17;53,17;174,1;641490;250;
5210;розетка;;;;;;;;1.56.035;;;;;;484;N;N;;ВР002025310;РОЗЕТКА 1.56.035;;;25,5;N;;;N;Y;N;N;Y;Y;;Y;N;Y;N;;;;;;;;650;N;;;2674;;;;;;;;N;N;44;;;;;;;;116,75;14775;1026;742;17500;38,59;38,59;126,1;465423;186;
5211;розетка;;;;;;;;1.56.042;;;;;;201;N;N;;ВР002025488;РОЗЕТКА 1.56.042;;;10,5;N;N;;Y;N;N;N;Y;Y;;N;N;Y;N;;;;;;;;450;N;;;882;;;;;Y;;9;N;N;32;;N;N;N;;;;38,43;4874;338;244;5900;12,85;12,85;41,5;153507;79;
5212;орнамент;;;;;74;147;;1.60.114;;;;;;;N;N;;ВР000001839;ОРНАМЕНТ 1.60.114;;;6,04;N;;;N;N;Y;N;N;N;;N;N;N;N;;;;;;;;200;N;;;1098;;;;;Y;;44;N;N;41;;;;;;;;47,79;6044;421;304;7200;15,86;15,86;51,6;190779;43;
5213;орнамент;;;;;75;148;;1.60.014;;;;;;;N;N;;ВР000001838;ОРНАМЕНТ 1.60.014;;;6,04;N;N;;N;N;Y;N;N;N;;N;N;N;N;;;;;;;;400;N;;;1098;;;;;Y;;48;N;N;42;;N;N;N;;;;47,79;6044;421;304;7200;15,86;15,86;51,6;190779;43;
5214;орнамент;;;;;142;282;;1.60.011;;;;;;;N;N;;ВР000001660;ОРНАМЕНТ 1.60.011;;;6,04;N;N;;N;N;Y;N;Y;N;;N;N;N;N;;;;;;;;200;N;;;477;;;;;;;;N;N;16;;N;N;N;;;;20,79;2648;183;133;3200;6,86;6,86;22,5;82883;43;
5215;орнамент;;;;;142;282;;1.60.111;;;;;;;N;N;;ВР000001661;ОРНАМЕНТ 1.60.111;;;6,04;N;N;;N;N;Y;N;Y;N;;N;N;N;N;;;;;;;;200;N;;;477;;;;;;;;N;N;16;;N;N;N;;;;20,79;2648;183;133;3200;6,86;6,86;22,5;82883;43;
5216;орнамент;;;;;97;155;;1.60.007;;;;;;;N;N;;ВР000001814;ОРНАМЕНТ 1.60.007;;;6,04;N;;;N;N;Y;N;N;N;;N;N;N;N;;;;;;;;200;N;;;446;;;;;;;;N;N;18;;;;;;;;19,33;2456;169;124;2900;6,43;6,43;20,8;77489;43;
5217;орнамент;;;;;69;86;;1.60.005;;;;;;;N;N;;ВР000001826;ОРНАМЕНТ 1.60.005;;;6,04;N;;;N;N;Y;N;N;N;;N;N;N;N;;;;;;;;200;N;;;446;;;;;;;;N;N;15;;;;;;;;19,33;2456;169;124;2900;6,43;6,43;20,8;77489;43;
5218;орнамент;;;;;208;277;;1.60.012;;;;;;;N;N;;ВР000001840;ОРНАМЕНТ 1.60.012;;;7,5;N;;;N;N;Y;N;N;N;;N;N;N;N;;;;;;;;400;N;;;1187;;;;;Y;;13;N;N;58;;;;;;;;51,74;6563;455;329;7900;17,15;17,15;55,9;206473;57;
5219;орнамент;;;;;28;82;;1.60.008;;;;;;;N;N;;ВР000001754;ОРНАМЕНТ 1.60.008;;;6,04;N;N;;N;N;Y;N;N;N;;N;N;N;N;;;;;;;;200;N;;;419;;;;;;;;N;N;9;;N;N;N;;;;18,2;2303;160;116;2800;6;6;19,6;72584;43;
5220;орнамент;;;;;67;165;;1.60.010;;;;;;;N;N;;ВР000001816;ОРНАМЕНТ 1.60.010;;;6,04;N;N;;N;N;Y;N;N;N;;N;N;N;N;;;;;;;;200;N;;;428;;;;;;;;N;N;10;;N;N;N;;;;18,67;2380;163;119;2900;6,43;6,43;20,2;74546;43;
5221;орнамент;;;;;415;113;;1.60.002;;;;;;;N;N;;ВР000001359;ОРНАМЕНТ 1.60.002;;;6,04;N;N;;N;N;Y;N;N;N;;N;N;N;N;;;;;;;;200;N;;;481;;;;;Y;;9;N;N;21;;N;N;N;;;;20,84;2648;183;133;3200;6,86;6,86;22,5;83375;43;
5222;орнамент;;;;;26;34;;1.60.003;;;;;;;N;N;;ВР000001984;ОРНАМЕНТ 1.60.003;;;6,04;N;N;;N;N;Y;N;Y;N;;N;N;N;N;;;;;;;;200;N;;;419;;;;;;;;N;N;13;;N;N;N;;;;18,2;2303;160;116;2800;6;6;19,6;72584;43;
5223;орнамент;;;;;37;54;;1.60.004;;;;;;;N;N;;ВР000001985;ОРНАМЕНТ 1.60.004;;;6,04;N;N;;N;N;Y;N;N;N;;N;N;N;N;;;;;;;;200;N;;;428;;;;;;;;N;N;12;;N;N;N;;;;18,67;2380;163;119;2900;6,43;6,43;20,2;74546;43;
5224;орнамент;;;;;59;59;;1.60.006;;;;;;;N;N;;ВР000001616;ОРНАМЕНТ 1.60.006;;;6,04;N;N;;N;N;Y;N;N;N;;N;N;N;N;;;;;;;;200;N;;;435;;;;;;;;N;N;10;;N;N;N;;;;18,91;2399;167;120;2900;6,43;6,43;20,4;75527;43;
5225;орнамент;;;;;61;136;;1.60.009;;;;;;;N;N;;ВР000001813;ОРНАМЕНТ 1.60.009;;;6,04;N;N;;N;N;Y;N;N;N;;N;N;N;N;;;;;;;;200;N;;;428;;;;;;;;N;N;12;;N;N;N;;;;18,67;2380;163;119;2900;6,43;6,43;20,2;74546;43;
5226;орнамент;;;;;51;119;;1.60.015;;;;;;;N;N;;ВР000002573;ОРНАМЕНТ 1.60.015;;;6,04;N;;;N;N;Y;N;N;N;;N;N;N;N;;;;;;;;200;N;;;446;;;;;;;;N;N;22;;;;;;;;19,47;2476;172;125;2900;6,43;6,43;21,1;77979;43;
5227;орнамент;;;;;90;90;;1.60.017;;;;;;;N;N;;ВР000002465;ОРНАМЕНТ 1.60.017;;;6,04;N;;;N;N;Y;N;N;N;;N;N;N;N;;;;;;;;200;N;;;483;;;;;;;;N;N;15;;;;;;;;20,98;2648;184;134;3200;7,28;7,28;22,6;83865;43;
5228;орнамент;;;;;259;127;;1.60.018;;;;;;;N;N;;ВР000002574;ОРНАМЕНТ 1.60.018;;;6,04;N;N;;N;N;N;Y;N;N;;N;N;N;N;;;;;;;;200;N;;;497;;;;;Y;;35;N;N;14;;N;N;N;;;;21,59;2744;189;139;3200;7,28;7,28;23,3;86316;43;
5229;орнамент;;;;;88;53;;1.60.019;;;;;;;N;N;;ВР000002575;ОРНАМЕНТ 1.60.019;;;7,5;N;N;;N;N;Y;Y;N;N;;N;N;N;N;;;;;;;;400;N;;;1187;;;;;;;;N;N;17;;N;N;N;;;;51,74;6563;455;329;7900;17,15;17,15;55,9;206473;57;
5230;орнамент;;;;;27;82;;1.60.108;;;;;;;N;N;;ВР000001756;ОРНАМЕНТ 1.60.108;;;6,04;N;N;;N;N;Y;N;N;N;;N;N;N;N;;;;;;;;200;N;;;419;;;;;;;;N;N;7;;N;N;N;;;;18,2;2303;160;116;2800;6;6;19,6;72584;43;
5231;орнамент;;;;;62;136;;1.60.109;;;;;;;N;N;;ВР000001815;ОРНАМЕНТ 1.60.109;;;6,04;N;N;;N;N;Y;N;N;N;;N;N;N;N;;;;;;;;200;N;;;428;;;;;;;;N;N;13;;N;N;N;;;;18,67;2380;163;119;2900;6,43;6,43;20,2;74546;43;
5232;орнамент;;;;;67;165;;1.60.110;;;;;;;N;N;;ВР000001817;ОРНАМЕНТ 1.60.110;;;6,04;N;N;;N;N;Y;N;N;N;;N;N;N;N;;;;;;;;200;N;;;428;;;;;;;;N;N;10;;N;N;N;;;;18,67;2380;163;119;2900;6,43;6,43;20,2;74546;43;
5233;орнамент;;;;;137;165;;1.60.001;;;;;;;N;N;;ВР000001358;ОРНАМЕНТ 1.60.001;;;6,04;N;N;;N;N;Y;N;N;N;;N;N;N;N;;;;;;;;200;N;;;435;;;;;Y;;4;N;N;16;;N;N;N;;;;18,96;2399;167;121;2900;6,43;6,43;20,4;75527;43;
5234;кессон;;;;;600;600;;1.57.002;;;;;;;N;N;;ВР001022065;КЕССОН 1.57.002;;;36;N;;;Y;N;N;N;Y;Y;;Y;N;N;N;;;;;;;;2000;N;;;3325;;;;;;;;N;N;67;;;;;;;;145,21;18382;1278;923;21600;48,01;48,01;157;578715;257;
5235;кессон;;;;;600;600;;1.57.003;;;;;;;N;N;;ВР001022066;КЕССОН 1.57.003;;;36;N;;;Y;N;Y;Y;N;N;;N;N;N;N;;;;;;;;2000;N;;;3501;;;;;;;;N;N;71;;;;;;;;152,83;19341;1346;971;22800;50,59;50,59;165,2;609121;257;
5236;кессон;;;;;599;600;;1.57.001;;;;;;;N;N;;ВР000005512;КЕССОН 1.57.001;;;36;N;;;N;Y;N;N;Y;N;;N;N;Y;N;;;;;;;;2000;N;;;3065;;;;;;;;N;N;68;;;;;;;;133,78;16943;1177;850;20000;44,16;44,16;144,6;533104;257;
5237;кессон;;;;;700;700;;1.57.004;;;;;;;N;N;;ВР001022067;КЕССОН 1.57.004;;;37,5;N;N;;Y;N;Y;N;N;N;N;N;N;N;N;N;N;N;N;N;N;;2000;N;;;4539;;;;;;;;N;N;90;;N;N;N;;;;198,32;25097;1746;1260;29600;65,61;65,61;214,4;790093;271;
5238;купол;;;;;;;;1.58.001;;;;;;894;N;N;;ВР000004391;КУПОЛ 1.58.001;;;72;N;N;;Y;N;N;N;N;N;;Y;Y;N;N;;;;;;;;1650;N;;;16736;;;;;Y;;9;N;N;112;;N;N;N;;;;731,28;92560;6437;4642;108900;236,03;236,03;790,8;2912701;514;
5239;капитель;;;;;428;370;428;1.11.001;;;;;;;N;N;;ВР000004174;КАПИТЕЛЬ 1.11.001;;10;30;N;;;N;N;N;N;N;N;;N;N;N;N;;;;;;;;2750;N;;;14594;;;;;Y;;11;N;N;;;;;;;;;637,72;80721;5614;4048;94900;210,54;210,54;689,5;2539968;214;44,4
5240;капитель;;;;;224;175;224;1.11.010;;;;;;;N;N;;ВР001021828;КАПИТЕЛЬ 1.11.010;;10;24,75;N;;;N;N;N;N;N;N;;N;N;N;N;;;;;;;;2200;N;;;7930;;;;;;;;N;N;;;;;;;;;346,5;43862;3050;2200;51700;114,48;114,48;374,5;1380087;179;44,4
5241;капитель;;;;;392;170;392;1.11.003;;;;;;;N;N;;ВР000001977;КАПИТЕЛЬ 1.11.003;;10;30;N;;;N;N;N;N;N;N;;N;N;N;N;;;;;;;;2750;N;;;11337;;;;;;;;N;N;;;;;;;;;495,38;62704;4362;3145;73700;163,8;163,8;535,6;1973025;214;44,4
5242;капитель;;;;;355;270;355;1.11.002;;;;;;;N;N;;ВР000001288;КАПИТЕЛЬ 1.11.002;;10;24,75;N;N;;N;N;N;N;N;N;N;N;N;N;N;N;N;N;;;;;2750;N;;;8423;;;;;;;;N;N;;;N;N;N;;;;368,04;46587;3240;2336;54900;121,77;121,77;397,9;1465914;179;44,4
5243;капитель;;;;;438;174;358;1.11.004;;;;;;;N;N;;ВР000005449;КАПИТЕЛЬ 1.11.004;;10;30;N;;;N;N;N;N;N;N;;N;N;N;N;;;;;;;;2750;N;;;11337;;;;;;;;N;N;;;;;;;;;495,38;62704;4362;3145;73700;163,8;163,8;535,6;1973025;214;44,4
5244;капитель;;;;;269;151;269;1.11.005;;;;;;;N;N;;ВР001003797;КАПИТЕЛЬ 1.11.005;;10;24,75;N;N;;N;N;N;N;N;N;;N;N;N;N;;;;;;;;1650;N;;;5846;;;;;;;;N;N;;;;;;;;;255,29;32312;2247;1622;38000;84,47;84,47;276,1;1017164;179;44,4
5245;капитель;;;;;280;109;276;1.11.006;;;;;;;N;N;;ВР001003798;КАПИТЕЛЬ 1.11.006;;10;24,75;N;;;N;N;N;N;N;N;;N;N;N;N;;;;;;;;2750;N;;;10881;;;;;Y;;3;N;N;;;;;;;;;475,43;60172;4185;3018;70800;156,95;156,95;514;1893573;179;44,4
5246;капитель;;;;;216;106;216;1.11.008;;;;;;;N;N;;ВР001021826;КАПИТЕЛЬ 1.11.008;;10;24,75;N;N;;N;N;N;N;N;N;N;N;N;N;N;;;;;;;;2200;N;;;6596;;;;;;;;N;N;;;N;N;N;;;;288,21;36475;2536;1830;42900;95,19;95,19;311,5;1148112;179;44,4
5247;капитель;;;;;234;92;188;1.11.009;;;;;;;N;N;;ВР001021827;КАПИТЕЛЬ 1.11.009;;10;24,75;N;;;N;N;N;N;N;N;;N;N;N;N;;;;;;;;2200;N;;;6568;;;;;;;;N;N;;;;;;;;;286,94;36322;2525;1822;42800;94,76;94,76;310,2;1143207;179;44,4
5248;капитель;;;;;356;270;177;1.15.002;;;;;;;N;N;;ВР000001227;КАПИТЕЛЬ 1.15.002;;10;24,75;N;;;N;N;N;N;N;N;;N;N;N;N;;;;;;;;1900;N;;;3596;;;;;;;;N;N;;;;;;;;;157,11;19898;1383;998;23500;51,88;51,88;169,9;625797;179;44,4
5249;капитель;;;;;390;170;195;1.15.003;;;;;;;N;N;;ВР000001871;КАПИТЕЛЬ 1.15.003;;10;30;N;;;N;N;N;N;N;N;;N;N;N;N;;;;;;;;2200;N;;;5057;;;;;;;;N;N;;;;;;;;;220,95;27956;1944;1403;32900;72,89;72,89;238,8;880332;214;44,4
5250;капитель;;;;;438;174;180;1.15.004;;;;;;;N;N;;ВР001002928;КАПИТЕЛЬ 1.15.004;;10;30;N;;;N;N;N;N;N;N;;N;N;N;N;;;;;;;;2200;N;;;5057;;;;;;;;N;N;;;;;;;;;220,95;27956;1944;1403;32900;72,89;72,89;238,8;880332;214;44,4
5251;капитель;;;;;271;151;135;1.15.005;;;;;;;N;N;;ВР000004376;КАПИТЕЛЬ 1.15.005;;10;24,75;N;;;N;N;N;N;N;N;;N;N;N;N;;;;;;;;1900;N;;;2623;;;;;;;;N;N;;;;;;;;;114,59;14506;1009;728;17200;38,15;38,15;123,9;456596;179;44,4
5252;капитель;;;;;280;110;137;1.15.006;;;;;;;N;N;;ВР001000031;КАПИТЕЛЬ 1.15.006;;10;24,75;N;;;N;N;N;N;N;N;;N;N;N;N;;;;;;;;2200;N;;;4861;;;;;Y;;3;N;N;;;;;;;;;212,34;26882;1869;1349;31700;70,31;70,31;229,6;846002;179;44,4
5253;капитель;;;;;216;105;108;1.15.008;;;;;;;N;N;;ВР001005249;КАПИТЕЛЬ 1.15.008;;10;24,75;N;;;N;N;N;N;N;N;;N;N;N;N;;;;;;;;1650;N;;;3301;;;;;;;;N;N;;;;;;;;;144,22;18267;1269;916;21500;47,59;47,59;155,9;574791;179;44,4
5254;капитель;;;;;427;371;214;1.15.001;;;;;;;N;N;;ВР000001187;КАПИТЕЛЬ 1.15.001;;10;30;N;;;N;N;N;N;N;N;;N;N;N;N;;;;;;;;2200;N;;;6178;;;;;Y;;25;N;N;;;;;;;;;269,92;34173;2376;1714;40100;89,19;89,19;291,7;1075036;214;44,4
5255;капитель;;;;;237;94;92;1.15.009;;;;;;;N;N;;ВР001005243;КАПИТЕЛЬ 1.15.009;;10;24,75;N;;;N;N;N;N;N;N;;N;N;N;N;;;;;;;;1650;N;;;3285;;;;;;;;N;N;;;;;;;;;143,38;18152;1263;911;21500;47,59;47,59;155;571358;179;44,4
5256;капитель;;;;;224;175;115;1.15.010;;;;;;;N;N;;ВР001005247;КАПИТЕЛЬ 1.15.010;;10;24,75;N;N;;N;N;N;N;N;N;;N;N;N;N;;;;;;;;1650;N;;;3970;;;;;;;;N;N;;;;;;;;;173,39;21951;1526;1102;25900;57,45;57,45;187,5;691025;179;44,4
5257;капитель;;;;;354;220;97;1.21.003;;;;;;;N;N;;ВР000001301;КАПИТЕЛЬ 1.21.003;;10;24,75;N;N;;N;N;Y;N;N;N;;N;N;N;N;;;;;;;;1000;N;;;2259;;;;;;;;N;N;;;N;N;N;;;;98,6;12472;868;626;14700;32,59;32,59;106,5;392839;179;44,4
5258;капитель;;;;;232;150;68;1.21.001;;;;;;;N;N;;ВР000001181;КАПИТЕЛЬ 1.21.001;;10;24,75;N;;;N;N;Y;N;N;N;;N;N;N;N;;;;;;;;1000;N;;;2029;;;;;;;;N;N;;;;;;;;;88,58;11225;779;563;13200;29,58;29,58;95,7;353114;179;44,4
5259;капитель;;;;;419;346;112;1.21.002;;;;;;;N;N;;ВР000001178;КАПИТЕЛЬ 1.21.002;;10;30;N;;;N;N;Y;N;N;N;;N;N;N;N;;;;;;;;1000;N;;;2581;;;;;;;;N;N;;;;;;;;;112,66;14257;991;716;16900;37,29;37,29;121,8;448749;214;44,4
5260;капитель;;;;;403;178;80;1.21.004;;;;;;;N;N;;ВР000001444;КАПИТЕЛЬ 1.21.004;;10;30;N;;;N;N;Y;N;N;N;;N;N;N;N;;;;;;;;1000;N;;;2358;;;;;;;;N;N;;;;;;;;;103,06;13048;908;655;15300;34,29;34,29;111,3;410495;214;44,4
5261;капитель;;;;;602;180;80;1.21.005;;;;;;;N;N;;ВР000002089;КАПИТЕЛЬ 1.21.005;;10;30;N;N;;N;N;Y;N;N;N;;N;N;N;N;;;;;;;;1000;N;;;2543;;;;;;;;N;N;;;N;N;N;;;;111,06;14065;976;706;16500;36,87;36,87;120;442373;214;44,4
