IE_XML_ID;IE_NAME;IE_PREVIEW_TEXT;IE_DETAIL_TEXT;IP_PROP726;IP_PROP144;IP_PROP151;IP_PROP152;IP_PROP153;IP_PROP142;IP_PROP143;IP_PROP145;IP_PROP150;IP_PROP154;IP_PROP155;IP_PROP156;IP_PROP157;IP_PROP158;IP_PROP159;IP_PROP160;IP_PROP161;IP_PROP162;IP_PROP163;IP_PROP164;IP_PROP165;IP_PROP166;IP_PROP167;IP_PROP409;IP_PROP410;IP_PROP411;IP_PROP412;IP_PROP413;IP_PROP414;IP_PROP446;IP_PROP544;IP_PROP545;IP_PROP546;IP_PROP547;IP_PROP580;IP_PROP596;IP_PROP612;IP_PROP616;IP_PROP617;IP_PROP619;IP_PROP620;IP_PROP659;IP_PROP660;IP_PROP661;IP_PROP662;IP_PROP670;IP_PROP705;IP_PROP732;IP_PROP733;IP_PROP746;IP_PROP747;IP_PROP748;IP_PROP749;IP_PROP408;IP_PROP618;IP_PROP149;IP_PROP180;IP_PROP183;IP_PROP181;IP_PROP182;IP_PROP146;IP_PROP147;IP_PROP148;IP_PROP252;IP_PROP253;IP_PROP254;IP_PROP255;IP_PROP256;IP_PROP257;IP_PROP258;IP_PROP565;IP_PROP600;IP_PROP706;IP_PROP707
6391;капитель;;;;;635;240;536;4.11.202;;;;;;;N;N;;ВР002028130;;;7;48,3;N;N;;N;N;N;N;N;N;;N;N;N;N;;;;;;;;;N;;;12702;;;;;;;;N;N;;;;;;;;;575,11;73654;4822;3651;94200;216,56;216,56;684,1;2061370;345;31,1
6392;капитель;;;;;652;510;652;4.11.302;;;;;;;N;N;;ВР002028128;;;7;48,3;N;N;;N;N;N;N;N;N;;N;N;N;N;;;;;;;;;N;;;19051;;;;;;;;N;N;;;;;;;;;862,57;110471;7233;5476;141200;319,93;319,93;1026,1;3091400;345;31,1
6393;база;;;;;487;198;487;4.13.001;;;;;;;N;N;;ВР002028136;;;7;48,3;N;N;;N;N;N;N;N;N;;N;N;N;N;;;;;;;;;N;;;6872;;;;;;;;N;N;;;;;;;;;311,08;39849;2608;1976;51100;117,3;117,3;370;1115200;345;31,1
6394;ствол;;;;;435;352;435;4.12.001;;;;;;;N;N;;ВР002028131;;;7;48,3;N;N;;N;N;N;N;N;N;;N;N;N;N;;;;;;;;;N;;;8894;;;;;;;;N;N;;;;;;;;;402,66;51571;3376;2557;66000;151,32;151,32;478,9;1443100;345;31,1
6395;ствол;;;;;361;698;361;4.12.002;;;;;;;N;N;;ВР002028132;;;7;48,3;N;N;;N;N;N;N;N;N;;N;N;N;N;;;;;;;;;N;;;9095;;;;;;;;N;N;;;N;N;N;;;;411,79;52742;3453;2615;67400;154,79;154,79;489,8;1476190;345;31,1
6396;ствол;;;;;435;351;435;4.12.003;;;;;;;N;N;;ВР002028133;;;7;48,3;N;N;;N;N;N;N;N;N;;N;N;N;N;;;;;;;;;N;;;6353;;;;;;;;N;N;;;;;;;;;287,6;36837;2411;1826;47200;108,08;108,08;342;1030910;345;31,1
6397;ствол;;;;;361;698;361;4.12.004;;;;;;;N;N;;ВР002028134;;;7;48,3;N;N;;N;N;N;N;N;N;;N;N;N;N;;;;;;;;;N;;;8853;;;;;;;;N;N;;;N;N;N;;;;400,83;51341;3361;2545;65600;150,66;150,66;476,7;1436920;345;31,1
6398;ствол;;;;;361;348;361;4.12.005;;;;;;;N;N;;ВР002028135;;;7;48,3;N;N;;N;N;N;N;N;N;N;N;N;N;N;N;N;N;;;;;;N;;;6353;;;;;;;;N;N;;;N;N;N;;;;287,6;36837;2411;1826;47200;108,08;108,08;342;1030910;345;31,1
6423;карниз FLEX;;;;2000;;;;1.50.271;165;226;;;;;Y;N;;ВР002028461;КАРНИЗ-ФЛЕКС 1.50.271;;10,09;78,75;N;N;;N;Y;N;N;N;N;;Y;Y;N;N;;;;;;;;1700;N;;;8686;;;;;;;;N;Y;;;;;;5000;5000;;379,33;48008;3340;2410;56500;126,42;126,42;410,2;1511524;564;44,8
6424;карниз FLEX;;;;2000;;;;1.50.274;55;86;;;;;Y;N;;ВР002028462;КАРНИЗ-ФЛЕКС 1.50.274;;3,18;69,75;N;N;;Y;N;Y;N;N;N;;N;N;N;N;;;;;;;;800;N;;;2998;;;;;;;;N;N;;;;;;2500;2000;;130,82;16578;1170;832;20000;45,02;45,02;141,4;521824;500;14,1
6429;клей стыковочный 60 мл;"<ul>
	<li>Клей предназначен для&nbsp;склеивания стыков элементов <br>
	архитектурного декора из&nbsp;пенополиуретана</li>
	<li>Быстрая фиксация деталей</li>
	<li>Возможна коррекция позиционирования</li>
	<li>Клеевой шов окрашивается</li>
	<li>Легко зачищаются выступившие и&nbsp;высохшие излишки клея со&nbsp;шва</li>
</ul>";"<div class=""main-info"">
	<h3>
	Дополнительная информация </h3>
	<p>
		<span>Состав</span> гибридные полимеры, минеральные наполнители, функциональные добавки. Пастообразная консистенция белого цвета.
	</p>
	<p>
		<span>Применение</span> клей предназначен для&nbsp;склеивания стыков элементов архитектурного декора из&nbsp;пенополиуретана.
	</p>
	<p>
		<span>Требования к поверхности</span> чистые, сухие, обезжиренные, очищенные от&nbsp;пыли поверхности.
	</p>
	<p>
		<span>Способ применения</span> очистить поверхность от&nbsp;пыли слегка увлажненной водой тканью. При необходимости&nbsp;- обезжирить. Нанести клей на&nbsp;всю поверхность одной из&nbsp;деталей, соединить друг с&nbsp;другом, плотно прижать и&nbsp;зафиксировать на&nbsp;4-5&nbsp;сек. Выступившие излишки клея удалить сразу после появления. После полного высыхания обработать стык наждачной бумагой. Клеевое соединение сохраняет возможность корректировки в&nbsp;течение 30&nbsp;мин. Полное затвердение&nbsp;- по&nbsp;истечении 24&nbsp;часов.
	</p>
	<p>
		<span>Условия пр&nbsp;проведении работ</span> температура при&nbsp;проведении работ и&nbsp;следующие 24&nbsp;часа не&nbsp;ниже&nbsp;-10ºС, относительная влажность воздуха не&nbsp;менее&nbsp;40%.
	</p>
	<p>
		<span>Очистка инструмента</span> уайт-спиритом сразу&nbsp;же после выполнения работ.
	</p>
	<p>
		<span>Срок хранения</span> 24&nbsp;месяца со&nbsp;дня производства в&nbsp;запечатанной упаковке в&nbsp;сухом месте, при&nbsp;температуре от&nbsp;+5 до&nbsp;+25°С. Допускается замораживание клея при&nbsp;температуре не&nbsp;ниже&nbsp;-30°С с&nbsp;последующим размораживанием в&nbsp;теплом помещении без&nbsp;интенсивного нагрева с&nbsp;помощью фена, батарей и&nbsp;прочего (не&nbsp;более 5&nbsp;циклов).
	</p>
	<p>
		 <span>Меры предосторожности</span> Хранить в&nbsp;недоступном для&nbsp;детей месте. При&nbsp;производстве работ пользоваться средствами защиты глаз и&nbsp;рук. В&nbsp;случае попадания клея в&nbsp;глаза, следует промыть их тщательно водой и, при&nbsp;необходимости, обратиться к&nbsp;врачу.
	</p>
</div>
<div class=""add-info"">
	<p>
		ТУ: 2513-002-98263398-2015
	</p>
	<p>
		Номер свидетельства о&nbsp;государственной регистрации: RU.50.99.03.008.Е.002507.08.15 от&nbsp;31.08.2015&nbsp;г.
	</p>
	<p>
		Упаковка: алюминиевая туба 60&nbsp;мл
	</p>
</div>
";;;;;;E03.S.60;;;;;;;N;N;;ВР099022862;;;;;N;Y;E03.S.60 / Клей Европласт стыковочный SMP 60 мл.;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;;;N;;;662;N;;;;;;;N;N;;;N;N;N;;;;;4139;;;3100;;;;109860;;
6430;база;;;;;108;228;;1.54.030;;;;;;;N;N;;ВР002028359;БАЗА 1.54.030;;7;21;N;N;;N;N;N;N;N;N;;N;N;N;N;;;;;;;;500;N;;;1076;;;;;;;;N;N;29;;;;;;;;46,95;5949;413;299;7100;15,86;15,86;50,7;187346;150;31,1
6431;квадрат;;;;;109;109;;1.54.013;;;;;;;N;N;;ВР002028360;КВАДРАТ 1.54.013;;;7,5;N;N;;N;N;N;N;N;N;;N;N;N;N;;;;;;;;300;N;;;398;;;;;;;;N;N;28;;;;;;;;17,26;2188;151;111;2700;6;6;18,6;69151;57;
6432;квадрат;;;;;109;109;;1.54.013;;;;;;;N;N;;ВР002028360;КВАДРАТ 1.54.013;;;7,5;N;N;;N;N;N;N;N;N;;N;N;N;N;;;;;;;;300;N;;;398;;;;;;;;N;N;28;;;;;;;;17,26;2188;151;111;2700;6;6;18,6;69151;57;
6433;база;;;;;108;228;;1.54.030;;;;;;;N;N;;ВР002028359;БАЗА 1.54.030;;7;21;N;N;;N;N;N;N;N;N;;N;N;N;N;;;;;;;;500;N;;;1076;;;;;;;;N;N;29;;;;;;;;46,95;5949;413;299;7100;15,86;15,86;50,7;187346;150;31,1
6434;угловой элемент;;;;;181;181;;1.52.285;;;;;;;N;N;;ВР002028170;УГЛОВЫЕ ЭЛЕМЕНТЫ 1.52.285;;0,48;13,58;N;N;;Y;N;Y;N;N;N;N;N;N;N;N;N;N;N;;;;;450;N;;;864;;;;;;;;N;N;24;5049;N;N;N;;;;37,73;4778;332;240;5700;12,43;12,43;40,7;150564;100;2,1
6434;угловой элемент;;;;;181;181;;1.52.285;;;;;;;N;N;;ВР002028170;УГЛОВЫЕ ЭЛЕМЕНТЫ 1.52.285;;0,48;13,58;N;N;;Y;N;Y;N;N;N;N;N;N;N;N;N;N;N;;;;;450;N;;;864;;;;;;;;N;N;24;5103;N;N;N;;;;37,73;4778;332;240;5700;12,43;12,43;40,7;150564;100;2,1
6435;молдинг;;;;2000;;;;1.51.367;;124;;;;;N;N;;ВР002028351;МОЛДИНГ 1.51.367;;3,43;69,75;N;N;;N;Y;N;N;Y;N;;N;N;N;N;;;;;;;;600;Y;;ВР099022515;1851;;;;;;;;N;N;24;;;;;;;;80,86;10246;711;514;12100;27,01;27,01;87,4;322217;500;15,2
6436;молдинг FLEX;;;;2000;;;;1.51.367;;124;;;;;Y;N;;ВР002028728;МОЛДИНГ-ФЛЕКС 1.51.367;;3,43;69,75;N;N;;N;Y;N;N;Y;N;;N;N;N;N;;;;;;;;900;N;;;3702;;;;;;;;N;N;24;;;;;550;550;1500;161,68;20492;1423;1028;24100;54,01;54,01;174,7;644434;500;15,2
6437;карниз;;;;2000;;;;1.50.214;56;56;;;;;N;N;;ВР002027957;КАРНИЗ 1.50.214;;4,00;70;N;N;;N;N;N;N;N;N;;N;N;N;N;;;;;;;;;;;;;;;;;;;;Y;N;;;N;N;N;;;;25,96;;;250;;;;34,364;;;
6438;карниз;;;;2000;;;;1.50.280;143;168;;;;;N;N;;ВР002028164;КАРНИЗ 1.50.280;;9,96;77,25;N;N;;Y;N;Y;Y;N;N;N;N;N;N;N;N;N;N;N;N;N;;1300;N;;;3873;N;;;;Y;;56;N;N;;;N;N;N;;;;169,2;21413;1490;1075;25300;56,72;56,72;182,8;674349;550;44,3
6439;молдинг;;;;2000;;;;1.51.368;;138;;;;;N;N;;ВР002028355;МОЛДИНГ 1.51.368;;6,11;69,75;N;N;;Y;N;Y;Y;N;N;;N;N;N;N;;;;;;;;700;N;;;2205;;;;;Y;;143;N;N;40;;;;;;;;96,24;12184;847;611;14400;32,16;32,16;104;383522;500;27,2
6440;орнамент;;;;;385;209;;1.60.025;;;;;;;N;N;;ВР002028633;ОРНАМЕНТ 1.60.025;;;6,38;N;N;;N;N;Y;Y;N;N;;N;N;N;N;;;;;;;;400;N;;;1412;;;;;;;;N;N;32;;;;;;;;61,67;7810;542;392;9200;20,58;20,58;66,6;245708;43;
6441;орнамент;;;;;604;189;;1.60.032;;;;;;;N;N;;ВР002028746;ОРНАМЕНТ 1.60.032;;;6,38;N;N;;N;N;Y;N;N;N;;N;N;N;N;;;;;;;;550;N;;;2592;;;;;;;;N;N;50;;;;;;;;113,23;14333;996;720;16900;37,73;37,73;122,3;451201;43;
6442;орнамент;;;;;51;155;;1.60.020;;;;;;;N;N;;ВР002028006;ОРНАМЕНТ 1.60.020;;;6,38;N;N;;N;N;Y;N;N;N;;N;N;N;N;;;;;;;;200;N;;;510;;;;;;;;N;N;7;;;;;;;;22,25;2821;196;142;3300;7,72;7,72;24,1;88769;43;
6443;орнамент;;;;;51;155;;1.60.120;;;;;;;N;N;;ВР002028007;ОРНАМЕНТ 1.60.120;;;6,38;N;N;;N;N;Y;N;N;N;;N;N;N;N;;;;;;;;200;N;;;510;;;;;;;;N;N;7;;;;;;;;22,25;2821;196;142;3300;7,72;7,72;24,1;88769;43;
6444;торцевой элемент;;;;;51;131;51;4.33.332;;;;;;;N;N;;ВР001005117;;;5,3;15;N;N;;N;N;N;N;N;N;;N;N;N;N;;;;;;;;;N;;;406;;;;;;;;N;N;;6215;;N;N;;;;18,39;2360;154;118;3100;6,96;6,96;21,8;66200;107;17
6445;торцевой элемент;;;;;249;170;248;4.31.232;;;;;;;N;N;;ВР001005031;;;5,3;30,1;N;N;;N;N;N;N;N;N;;N;N;N;N;;;;;;;;;N;;;2782;;;;;;;;N;N;;5902;;N;N;;;;125,93;16136;1056;800;20700;47,48;47,48;149,8;451470;215;80
6445;торцевой элемент;;;;;249;170;248;4.31.232;;;;;;;N;N;;ВР001005031;;;5,3;30,1;N;N;;N;N;N;N;N;N;;N;N;N;N;;;;;;;;;N;;;2782;;;;;;;;N;N;;6452;;N;N;;;;125,93;16136;1056;800;20700;47,48;47,48;149,8;451470;215;80
6446;торцевой элемент;;;;;96;288;95;4.81.031;;;;;;;N;N;;ВР001004997;;;5,3;15;N;N;;N;N;N;N;N;N;;N;N;N;N;;;;;;;;;N;;;755;;;;;;;;N;N;;5906;;N;N;;;;34,06;4375;285;217;5700;13,1;13,1;40,4;122250;107;48
6446;торцевой элемент;;;;;96;288;95;4.81.031;;;;;;;N;N;;ВР001004997;;;5,3;15;N;N;;N;N;N;N;N;N;;N;N;N;N;;;;;;;;;N;;;755;;;;;;;;N;N;;6450;;N;N;;;;34,06;4375;285;217;5700;13,1;13,1;40,4;122250;107;48
6447;торцевой элемент;;;;;107;365;108;4.81.032;;;;;;;N;N;;ВР001005001;;;5,3;30,1;N;N;;N;N;N;N;N;N;;N;N;N;N;;;;;;;;;N;;;1010;;;;;;;;N;N;;5895;;N;N;;;;45,58;5852;382;290;7500;17,19;17,19;54,2;163730;215;72
6447;торцевой элемент;;;;;107;365;108;4.81.032;;;;;;;N;N;;ВР001005001;;;5,3;30,1;N;N;;N;N;N;N;N;N;;N;N;N;N;;;;;;;;;N;;;1010;;;;;;;;N;N;;6451;;N;N;;;;45,58;5852;382;290;7500;17,19;17,19;54,2;163730;215;72
6447;торцевой элемент;;;;;107;365;108;4.81.032;;;;;;;N;N;;ВР001005001;;;5,3;30,1;N;N;;N;N;N;N;N;N;;N;N;N;N;;;;;;;;;N;;;1010;;;;;;;;N;N;;6455;;N;N;;;;45,58;5852;382;290;7500;17,19;17,19;54,2;163730;215;72
6448;внешний угол;;;;;302;166;300;4.32.111;;;;;;;N;N;;ВР001004977;;;5,3;32,3;N;N;;N;N;N;N;N;N;;N;N;N;N;;;;;;;;;N;;;2429;;;;;;;;N;N;;5904;N;N;N;;;;109,89;14083;921;698;18100;41,34;41,34;130,7;394100;231;70
6448;внешний угол;;;;;302;166;300;4.32.111;;;;;;;N;N;;ВР001004977;;;5,3;32,3;N;N;;N;N;N;N;N;N;;N;N;N;N;;;;;;;;;N;;;2429;;;;;;;;N;N;;6503;N;N;N;;;;109,89;14083;921;698;18100;41,34;41,34;130,7;394100;231;70
6448;внешний угол;;;;;302;166;300;4.32.111;;;;;;;N;N;;ВР001004977;;;5,3;32,3;N;N;;N;N;N;N;N;N;;N;N;N;N;;;;;;;;;N;;;2429;;;;;;;;N;N;;6504;N;N;N;;;;109,89;14083;921;698;18100;41,34;41,34;130,7;394100;231;70
6449;внешний угол;;;;;301;194;302;4.32.312;;;;;;;N;N;;ВР001005113;;;5,3;32,3;N;N;;N;N;N;N;N;N;;N;N;N;N;;;;;;;;;N;;;2842;;;;;;;;N;N;;5896;N;N;N;;;;128,56;16481;1078;817;21200;48,3;48,3;152,9;461180;231;49
6449;внешний угол;;;;;301;194;302;4.32.312;;;;;;;N;N;;ВР001005113;;;5,3;32,3;N;N;;N;N;N;N;N;N;;N;N;N;N;;;;;;;;;N;;;2842;;;;;;;;N;N;;6472;N;N;N;;;;128,56;16481;1078;817;21200;48,3;48,3;152,9;461180;231;49
6449;внешний угол;;;;;301;194;302;4.32.312;;;;;;;N;N;;ВР001005113;;;5,3;32,3;N;N;;N;N;N;N;N;N;;N;N;N;N;;;;;;;;;N;;;2842;;;;;;;;N;N;;6474;N;N;N;;;;128,56;16481;1078;817;21200;48,3;48,3;152,9;461180;231;49
6450;внешний угол;;;;;199;288;197;4.81.011;;;;;;;N;N;;ВР001004995;;;5,3;30,1;N;N;;N;N;N;N;N;N;;N;N;N;N;;;;;;;;;N;;;1503;;;;;;;;N;N;;5906;;N;N;;;;67,88;8711;569;432;11200;25,79;25,79;80,6;243610;215;48
6450;внешний угол;;;;;199;288;197;4.81.011;;;;;;;N;N;;ВР001004995;;;5,3;30,1;N;N;;N;N;N;N;N;N;;N;N;N;N;;;;;;;;;N;;;1503;;;;;;;;N;N;;6454;;N;N;;;;67,88;8711;569;432;11200;25,79;25,79;80,6;243610;215;48
6450;внешний угол;;;;;199;288;197;4.81.011;;;;;;;N;N;;ВР001004995;;;5,3;30,1;N;N;;N;N;N;N;N;N;;N;N;N;N;;;;;;;;;N;;;1503;;;;;;;;N;N;;6446;;N;N;;;;67,88;8711;569;432;11200;25,79;25,79;80,6;243610;215;48
6451;внешний угол;;;;;207;365;207;4.81.012;;;;;;;N;N;;ВР001004999;;;5,3;30,1;N;N;;N;N;N;N;N;N;;N;N;N;N;;;;;;;;;N;;;1916;;;;;;;;N;N;;5895;;N;N;;;;86,65;11109;726;550;14300;32,75;32,75;103;310690;215;72
6451;внешний угол;;;;;207;365;207;4.81.012;;;;;;;N;N;;ВР001004999;;;5,3;30,1;N;N;;N;N;N;N;N;N;;N;N;N;N;;;;;;;;;N;;;1916;;;;;;;;N;N;;6455;;N;N;;;;86,65;11109;726;550;14300;32,75;32,75;103;310690;215;72
6451;внешний угол;;;;;207;365;207;4.81.012;;;;;;;N;N;;ВР001004999;;;5,3;30,1;N;N;;N;N;N;N;N;N;;N;N;N;N;;;;;;;;;N;;;1916;;;;;;;;N;N;;6447;;N;N;;;;86,65;11109;726;550;14300;32,75;32,75;103;310690;215;72
6452;внутренний угол;;;;;358;171;358;4.31.222;;;;;;;N;N;;ВР001005030;;;5,3;21,1;N;N;;N;N;N;N;N;N;;N;N;N;N;;;;;;;;;N;;;3895;;;;;;;;N;N;;5902;;N;N;;;;176,26;22582;1477;1120;28900;66,31;66,31;209,7;631960;151;80
6452;внутренний угол;;;;;358;171;358;4.31.222;;;;;;;N;N;;ВР001005030;;;5,3;21,1;N;N;;N;N;N;N;N;N;;N;N;N;N;;;;;;;;;N;;;3895;;;;;;;;N;N;;6445;;N;N;;;;176,26;22582;1477;1120;28900;66,31;66,31;209,7;631960;151;80
6453;внутренний угол;;;;;292;173;291;4.32.221;;;;;;;N;N;;ВР001005048;;;5,1;18,4;N;N;;N;N;N;N;N;N;;N;N;N;N;;;;;;;;;N;;;2985;;;;;;;;N;N;;5894;N;N;N;;;;135,1;17306;1133;859;22300;50,76;50,76;160,7;484570;131;80
6454;внутренний угол;;;;;195;288;195;4.81.021;;;;;;;N;N;;ВР001004996;;;5,1;18,4;N;N;;N;N;N;N;N;N;;N;N;N;N;;;;;;;;;N;;;1503;;;;;;;;N;N;;5906;;N;N;;;;67,88;8711;569;432;11200;25,79;25,79;80,6;243610;131;48
6454;внутренний угол;;;;;195;288;195;4.81.021;;;;;;;N;N;;ВР001004996;;;5,1;18,4;N;N;;N;N;N;N;N;N;;N;N;N;N;;;;;;;;;N;;;1503;;;;;;;;N;N;;6450;;N;N;;;;67,88;8711;569;432;11200;25,79;25,79;80,6;243610;131;48
6454;внутренний угол;;;;;195;288;195;4.81.021;;;;;;;N;N;;ВР001004996;;;5,1;18,4;N;N;;N;N;N;N;N;N;;N;N;N;N;;;;;;;;;N;;;1503;;;;;;;;N;N;;6446;;N;N;;;;67,88;8711;569;432;11200;25,79;25,79;80,6;243610;131;48
6455;внутренний угол;;;;;210;365;210;4.81.022;;;;;;;N;N;;ВР001005000;;;5,1;18,4;N;N;;N;N;N;N;N;N;;N;N;N;N;;;;;;;;;N;;;1916;;;;;;;;N;N;;5895;;N;N;;;;86,65;11109;726;550;14300;32,75;32,75;103;310690;131;72
6455;внутренний угол;;;;;210;365;210;4.81.022;;;;;;;N;N;;ВР001005000;;;5,1;18,4;N;N;;N;N;N;N;N;N;;N;N;N;N;;;;;;;;;N;;;1916;;;;;;;;N;N;;6451;;N;N;;;;86,65;11109;726;550;14300;32,75;32,75;103;310690;131;72
6455;внутренний угол;;;;;210;365;210;4.81.022;;;;;;;N;N;;ВР001005000;;;5,1;18,4;N;N;;N;N;N;N;N;N;;N;N;N;N;;;;;;;;;N;;;1916;;;;;;;;N;N;;6447;;N;N;;;;86,65;11109;726;550;14300;32,75;32,75;103;310690;131;72
6456;опорный блок;;;;;239;60;184;4.78.101;;;;;;;N;N;;ВР001024117;;;8;0;N;N;;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;;;N;;;834;;;;;;;;N;N;;;N;N;N;;;;37,63;4835;315;240;6300;14,33;14,33;44,6;135050;;35,6
6457;полукрышка;;;;;220;45;110;4.73.211;;;;;;;N;N;;ВР002027720;;;4;0;N;N;;N;N;N;N;N;N;;N;N;N;N;;;;;;;;;N;;;556;;;;;;;;N;N;;;N;Y;N;;;;25,03;3224;210;160;4100;9,41;9,41;29,8;90030;;17,8
6458;полукрышка пирамида;;;;;268;82;134;4.76.111;;;;;;;N;N;;ВР002025581;;;4;0;N;N;;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;;;N;;;923;;;;;;;;N;N;;6515;N;Y;N;;;;41,68;5353;349;266;6900;15,96;15,96;49,7;149610;;17,8
6459;полуоснование;;;;;2000;100;90;4.74.111;;;;;;;N;N;;ВР002025391;;;10;95;N;N;;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;;;N;;;9188;;;;;;;;N;N;;6460;N;Y;N;;;;415,88;53279;3487;2640;68200;156,36;156,36;494,7;1490760;679;44,4
6459;полуоснование;;;;;2000;100;90;4.74.111;;;;;;;N;N;;ВР002025391;;;10;95;N;N;;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;;;N;;;9188;;;;;;;;N;N;;6461;N;Y;N;;;;415,88;53279;3487;2640;68200;156,36;156,36;494,7;1490760;679;44,4
6459;полуоснование;;;;;2000;100;90;4.74.111;;;;;;;N;N;;ВР002025391;;;10;95;N;N;;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;;;N;;;9188;;;;;;;;N;N;;6458;N;Y;N;;;;415,88;53279;3487;2640;68200;156,36;156,36;494,7;1490760;679;44,4
6459;полуоснование;;;;;2000;100;90;4.74.111;;;;;;;N;N;;ВР002025391;;;10;95;N;N;;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;;;N;;;9188;;;;;;;;N;N;;6515;N;Y;N;;;;415,88;53279;3487;2640;68200;156,36;156,36;494,7;1490760;679;44,4
6460;полупоручень;;;;;3000;110;95;4.72.111;;;;;;;N;N;;ВР002025392;;;10;95;N;N;;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;;;N;;;8269;;;;;;;;N;N;;6461;N;N;N;;;;374,3;47945;3138;2377;61300;140,81;140,81;445,3;1341590;679;44,4
6460;полупоручень;;;;;3000;110;95;4.72.111;;;;;;;N;N;;ВР002025392;;;10;95;N;N;;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;;;N;;;8269;;;;;;;;N;N;;6458;N;N;N;;;;374,3;47945;3138;2377;61300;140,81;140,81;445,3;1341590;679;44,4
6460;полупоручень;;;;;3000;110;95;4.72.111;;;;;;;N;N;;ВР002025392;;;10;95;N;N;;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;;;N;;;8269;;;;;;;;N;N;;6515;N;N;N;;;;374,3;47945;3138;2377;61300;140,81;140,81;445,3;1341590;679;44,4
6461;полустолб;;;;;220;1018;110;4.75.111;;;;;;;N;N;;ВР002025579;;;0;75;N;N;;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;;;N;;;5512;;;;;;;;N;N;;6458;N;N;N;;;;249,55;31964;2092;1585;40900;94,14;94,14;296,9;894540;536;
6461;полустолб;;;;;220;1018;110;4.75.111;;;;;;;N;N;;ВР002025579;;;0;75;N;N;;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;;;N;;;5512;;;;;;;;N;N;;6515;N;N;N;;;;249,55;31964;2092;1585;40900;94,14;94,14;296,9;894540;536;
6462;полустолб;;;;;180;1018;90;4.75.211;;;;;;;N;N;;ВР002027722;;;0;75;N;N;;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;;;N;;;4410;;;;;;;;N;N;;6518;N;N;N;;;;199,68;25575;1674;1268;32800;75,32;75,32;237,5;715810;536;
6462;полустолб;;;;;180;1018;90;4.75.211;;;;;;;N;N;;ВР002027722;;;0;75;N;N;;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;;;N;;;4410;;;;;;;;N;N;;6457;N;N;N;;;;199,68;25575;1674;1268;32800;75,32;75,32;237,5;715810;536;
6463;торцевой элемент;;;;;298;270;291;4.02.331;;;;;;;N;N;;ВР001023620;;;5,3;32;N;N;;N;N;N;N;N;N;;N;N;N;N;;;;;;;;;N;;;4477;;;;;;;;N;N;;5907;;N;N;;;;202,55;25959;1698;1287;33300;76,13;76,13;240,8;725960;229;142
6463;торцевой элемент;;;;;298;270;291;4.02.331;;;;;;;N;N;;ВР001023620;;;5,3;32;N;N;;N;N;N;N;N;N;;N;N;N;N;;;;;;;;;N;;;4477;;;;;;;;N;N;;6485;;N;N;;;;202,55;25959;1698;1287;33300;76,13;76,13;240,8;725960;229;142
6464;торцевой элемент;;;;;30;243;30;4.03.131;;;;;;;N;N;;ВР001004945;;;5,3;15;N;N;;N;N;N;N;N;N;;N;N;N;N;;;;;;;;;N;;;406;;;;;;;;N;N;;5908;;N;N;;;;18,39;2360;154;118;3100;6,96;6,96;21,8;66200;107;60
6465;торцевой элемент;;;;;70;235;70;4.03.132;;;;;;;N;N;;ВР001023974;;;5,1;30;N;N;;N;N;N;N;N;N;;N;N;N;N;;;;;;;;;N;;;493;;;;;;;;N;N;;5909;;N;N;;;;22,2;2859;186;142;3700;8,6;8,6;26,3;79880;214;61
6466;торцевой элемент;;;;;74;170;74;4.03.332;;;;;;;N;N;;ВР001023976;;;5,3;15;N;N;;N;N;N;N;N;N;;N;N;N;N;;;;;;;;;N;;;427;;;;;;;;N;N;;5914;;N;N;;;;19,29;2475;162;124;3200;7,37;7,37;22,9;69290;107;55
6467;полубалясина;;;;;120;783;60;4.71.111;;;;;;;N;N;;ВР002025390;;;8;0;N;N;;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;;;N;;;1840;;;;;;;;N;N;;6459;N;N;N;;;;83,21;10668;697;529;13600;31,52;31,52;98,9;298330;;35,6
6467;полубалясина;;;;;120;783;60;4.71.111;;;;;;;N;N;;ВР002025390;;;8;0;N;N;;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;;;N;;;1840;;;;;;;;N;N;;6460;N;N;N;;;;83,21;10668;697;529;13600;31,52;31,52;98,9;298330;;35,6
