IE_XML_ID;IE_NAME;IP_PROP142;IP_PROP157;CV_PRICE_1
5375;полуколонна;1.10.105;Нет;8235.00
5376;полуколонна;1.10.106;Нет;6654.00
5377;колонна;1.30.301;Нет;14635.00
5378;колонна;1.30.302;Нет;11861.00
5379;колонна;1.30.303;Нет;25442.00
5380;колонна;1.30.304;Нет;20908.00
5381;колонна;1.30.201;Нет;14070.00
5382;колонна;1.30.202;Нет;11296.00
5383;колонна;1.30.204;Нет;12131.00
5384;колонна;1.30.205;Нет;19960.00
5385;колонна;1.30.206;Нет;16799.00
5386;колонна;1.30.207;Нет;10976.00
5387;колонна;1.30.208;Нет;7815.00
5388;колонна;1.30.209;Нет;20027.00
5389;колонна;1.30.210;Нет;16866.00
5390;колонна;1.30.211;Нет;10976.00
5391;колонна;1.30.212;Нет;16918.00
5392;колонна;1.30.213;Нет;19960.00
5393;колонна;1.30.214;Нет;16799.00
5394;колонна;1.30.101;Нет;13805.00
5395;колонна;1.30.102;Нет;11265.00
5396;колонна;1.30.104;Нет;10043.00
5397;колонна;1.30.105;Нет;18606.00
5398;колонна;1.30.106;Нет;15445.00
5861;карниз;1.50.205;Нет;762.00
5862;карниз FLEX;1.50.196;Да;1421.00
5863;карниз FLEX;1.50.198;Да;2510.00
5864;карниз FLEX;1.50.201;Да;3479.00
5865;карниз FLEX;1.50.205;Да;1522.00
5866;молдинг;1.51.345;Нет;962.00
5867;молдинг;1.51.357;Нет;579.00
5868;молдинг;1.51.358;Нет;913.00
5869;молдинг;1.51.361;Нет;625.00
5870;молдинг;1.51.381;Нет;1484.00
5871;молдинг FLEX;1.51.345;Да;1921.00
5872;молдинг FLEX;1.51.357;Да;1158.00
5873;молдинг FLEX;1.51.358;Да;1824.00
5874;молдинг FLEX;1.51.361;Да;1250.00
5875;молдинг FLEX;1.51.381;Да;2968.00
5876;архитрав;1.26.001;Нет;1579.00
5877;архитрав;1.26.002;Нет;1579.00
5878;архитрав;1.26.003;Нет;1617.00
5879;розетка;1.56.036;Нет;2876.00
5880;база;1.13.600;Нет;5163.00
5881;ниша;1.61.101;Нет;3157.00
5882;ниша;1.61.102;Нет;4838.00
5883;ниша с полкой;1.61.110;Нет;2922.00
5884;ниша с полкой;1.61.120;Нет;5971.00
5885;сандрик;1.63.001;Нет;1631.00
5886;сандрик;1.63.002;Нет;1535.00
5887;карниз;4.02.201;Нет;7245.00
5888;карниз;4.01.201;Нет;7350.00
5889;карниз;4.01.101;Нет;6300.00
5890;карниз;4.01.301;Нет;6825.00
5891;карниз;4.32.202;Нет;5250.00
5892;карниз;4.01.103;Нет;9450.00
5893;карниз;4.31.301;Нет;6300.00
5894;карниз;4.32.201;Нет;5250.00
5895;карниз;4.81.002;Нет;4725.00
5896;карниз;4.32.302;Нет;4830.00
5897;карниз;4.01.202;Нет;7875.00
5898;карниз;4.01.302;Нет;7350.00
5899;карниз;4.02.101;Нет;7875.00
5900;карниз;4.31.101;Нет;8190.00
5901;карниз;4.31.201;Нет;5250.00
5902;карниз;4.31.202;Нет;5775.00
5903;карниз;4.31.302;Нет;5250.00
5904;карниз;4.32.101;Нет;4200.00
5905;карниз;4.32.301;Нет;5250.00
5906;карниз;4.81.001;Нет;3885.00
5907;карниз;4.02.301;Нет;7875.00
5908;фриз;4.03.101;Нет;3675.00
5909;фриз;4.03.102;Нет;3570.00
5910;фриз;4.03.201;Нет;2625.00
5911;фриз;4.03.202;Нет;2940.00
5912;фриз;4.03.301;Нет;1890.00
5913;фриз;4.33.301;Нет;1890.00
5914;фриз;4.03.302;Нет;2940.00
5915;фриз;4.33.101;Нет;3150.00
5916;фриз;4.33.102;Нет;1575.00
5917;фриз;4.33.201;Нет;3675.00
5918;фриз;4.33.202;Нет;1995.00
5919;архитрав;4.04.201;Нет;2625.00
5920;архитрав;4.34.201;Нет;2415.00
5921;архитрав;4.34.202;Нет;2100.00
5922;архитрав;4.04.101;Нет;2100.00
5923;архитрав;4.04.102;Нет;2835.00
5924;архитрав;4.04.202;Нет;3360.00
5925;архитрав;4.04.301;Нет;1995.00
5926;архитрав;4.04.302;Нет;3360.00
5927;архитрав;4.34.101;Нет;3150.00
5928;архитрав;4.34.102;Нет;1890.00
5929;архитрав;4.34.301;Нет;2625.00
5930;архитрав;4.34.302;Нет;1890.00
5931;балясина;4.71.101;Нет;1575.00
5932;балясина;4.71.201;Нет;1365.00
5933;столб;4.75.101;Нет;5250.00
5934;столб;4.75.201;Нет;4200.00
5935;крышка (пирамида);4.76.101;Нет;840.00
5936;крышка (пирамида);4.76.201;Нет;473.00
5937;крышка столба (плоская);4.73.101;Нет;683.00
5938;крышка столба (плоская);4.73.201;Нет;525.00
5939;крышка (шар);4.77.101;Нет;840.00
5940;крышка (шар);4.77.201;Нет;683.00
5941;основание;4.74.101;Нет;8925.00
5942;основание;4.74.201;Нет;7350.00
5943;поручень;4.72.101;Нет;7665.00
5944;поручень;4.72.201;Нет;6825.00
5945;наличник;4.84.001;Нет;2625.00
5946;наличник;4.84.002;Нет;2264.00
5947;наличник;4.84.003;Нет;1746.00
5948;наличник;4.84.051;Нет;2730.00
5949;наличник;4.84.052;Нет;2161.00
5950;наличник;4.84.053;Нет;1649.00
5951;арочное обрамление;4.87.031;Нет;2415.00
5952;арочное обрамление;4.87.032;Нет;1943.00
5953;арочное обрамление;4.87.033;Нет;1260.00
5954;замковый камень;4.85.001;Нет;714.00
5955;замковый камень;4.85.002;Нет;630.00
5956;замковый камень;4.85.003;Нет;630.00
5957;подоконный элемент;4.82.001;Нет;3150.00
5958;подоконный элемент;4.82.002;Нет;2100.00
5959;подоконный элемент;4.82.003;Нет;2100.00
5960;подоконный элемент;4.82.101;Нет;1523.00
5961;подоконный элемент;4.82.201;Нет;1575.00
5962;подоконный элемент;4.82.202;Нет;1575.00
5963;подоконный элемент;4.82.301;Нет;1575.00
5964;подоконный элемент;4.82.302;Нет;1575.00
5965;кронштейн-пьедестал;4.83.101;Нет;1680.00
5966;кронштейн-пьедестал;4.83.102;Нет;1024.00
5967;кронштейн-пьедестал;4.83.201;Нет;1155.00
5968;кронштейн-пьедестал;4.83.202;Нет;1182.00
5969;кронштейн-пьедестал;4.83.301;Нет;1050.00
5970;кронштейн-пьедестал;4.83.302;Нет;945.00
5971;руст;4.86.003;Нет;683.00
5972;руст;4.86.004;Нет;420.00
5973;руст;4.86.005;Нет;683.00
5974;руст;4.86.001;Нет;1155.00
5975;руст;4.86.002;Нет;735.00
5982;угловой элемент;1.52.361;Нет;497.00
5983;база;4.17.302;Нет;1470.00
5984;база;4.53.201;Нет;552.00
5985;база;4.53.301;Нет;394.00
5986;база;4.17.101;Нет;1470.00
5987;база;4.17.201;Нет;1470.00
5988;база;4.17.202;Нет;1050.00
5989;база;4.17.301;Нет;1155.00
5990;база;4.23.101;Нет;1103.00
5991;база;4.23.201;Нет;1103.00
5992;база;4.23.301;Нет;1103.00
5993;база;4.43.101;Нет;1317.00
5994;база;4.43.201;Нет;1213.00
5995;база;4.43.202;Нет;1386.00
5996;база;4.43.301;Нет;1386.00
5997;база;4.43.302;Нет;1386.00
5998;база;4.47.101;Нет;599.00
5999;база;4.47.201;Нет;552.00
6000;база;4.47.202;Нет;630.00
6001;база;4.47.301;Нет;630.00
6002;база;4.47.302;Нет;630.00
6003;база;4.53.101;Нет;473.00
6004;база;4.53.302;Нет;394.00
6005;база;4.13.101;Нет;3234.00
6006;база;4.13.201;Нет;3234.00
6007;база;4.13.202;Нет;2310.00
6008;база;4.13.301;Нет;2541.00
6009;база;4.13.302;Нет;3234.00
6010;база;4.17.002;Нет;1995.00
6011;база;4.17.001;Нет;1785.00
6012;капитель;4.51.301;Нет;630.00
6013;капитель;4.15.101;Нет;1418.00
6014;капитель;4.15.201;Нет;1260.00
6015;капитель;4.15.301;Нет;1785.00
6016;капитель;4.21.101;Нет;1103.00
6017;капитель;4.21.201;Нет;1103.00
6018;капитель;4.21.301;Нет;1575.00
6019;капитель;4.41.101;Нет;1837.00
6020;капитель;4.41.201;Нет;1213.00
6021;капитель;4.41.301;Нет;1386.00
6022;капитель;4.45.101;Нет;835.00
6023;капитель;4.45.201;Нет;552.00
6024;капитель;4.45.301;Нет;630.00
6025;капитель;4.51.101;Нет;473.00
6026;капитель;4.51.201;Нет;473.00
6027;капитель;4.11.101;Нет;3119.00
6028;капитель;4.11.201;Нет;2772.00
6029;капитель;4.11.301;Нет;3927.00
6030;капитель;4.15.102;Нет;2363.00
6031;регул;4.37.101;Нет;137.00
6032;регул;4.07.101;Нет;137.00
6033;мутул;4.05.102;Нет;709.00
6034;мутул;4.35.102;Нет;210.00
6035;мутул;4.35.101;Нет;273.00
6036;мутул;4.05.101;Нет;756.00
6037;модильон;4.08.301;Нет;221.00
6038;модильон;4.08.302;Нет;137.00
6039;модильон;4.38.301;Нет;137.00
6040;модильон;4.38.302;Нет;137.00
6041;триглиф;4.36.101;Нет;189.00
6042;триглиф;4.06.101;Нет;399.00
6043;ствол;4.52.102;Нет;2100.00
6044;ствол;4.52.301;Нет;1575.00
6045;ствол;4.16.101;Нет;8400.00
6046;ствол;4.16.102;Нет;5250.00
6047;ствол;4.16.201;Нет;6825.00
6048;ствол;4.16.202;Нет;6300.00
6049;ствол;4.16.301;Нет;5250.00
6050;ствол;4.22.101;Нет;5250.00
6051;ствол;4.22.102;Нет;4725.00
6052;ствол;4.22.201;Нет;4725.00
6053;ствол;4.22.202;Нет;4725.00
6054;ствол;4.22.301;Нет;4830.00
6055;ствол;4.22.302;Нет;4200.00
6056;ствол;4.42.101;Нет;5082.00
6057;ствол;4.42.201;Нет;4158.00
6058;ствол;4.42.301;Нет;3465.00
6059;ствол;4.46.101;Нет;2310.00
6060;ствол;4.46.201;Нет;1890.00
6061;ствол;4.46.301;Нет;1575.00
6062;ствол;4.52.101;Нет;2100.00
6063;ствол;4.52.201;Нет;2100.00
6064;ствол;4.52.202;Нет;2520.00
6065;ствол;4.52.302;Нет;1260.00
6066;верхний фрагмент ствола;4.16.001;Нет;2310.00
6067;фрагмент ствола;4.16.002;Нет;2363.00
6068;ствол;4.12.301;Нет;11550.00
6069;ствол;4.12.101;Нет;18480.00
6070;ствол;4.12.102;Нет;11550.00
6071;ствол;4.12.202;Нет;13860.00
6072;ствол;4.12.201;Нет;15015.00
6073;колонна;4.30.301;Нет;18711.00
6074;колонна;4.30.201;Нет;20097.00
6075;колонна;4.30.202;Нет;18942.00
6076;колонна;4.30.101;Нет;24833.00
6077;колонна;4.30.102;Нет;17903.00
6078;колонна;4.30.104;Нет;8236.00
6079;колонна;4.30.204;Нет;6757.00
6080;колонна;4.30.304;Нет;6237.00
6081;полуколонна;4.10.301;Нет;8505.00
6082;полуколонна;4.10.201;Нет;9135.00
6083;полуколонна;4.10.202;Нет;8610.00
6084;полуколонна;4.10.101;Нет;11288.00
6085;полуколонна;4.10.102;Нет;8138.00
6086;полуколонна;4.10.104;Нет;5424.00
6087;полуколонна;4.10.103;Нет;13547.00
6088;полуколонна;4.10.204;Нет;4149.00
6089;полуколонна;4.10.305;Нет;3885.00
6090;пилястра;4.20.301;Нет;7508.00
6091;пилястра;4.20.302;Нет;6878.00
6092;пилястра;4.20.201;Нет;6931.00
6093;пилястра;4.20.202;Нет;6931.00
6094;пилястра;4.20.101;Нет;7456.00
6095;пилястра;4.20.102;Нет;6931.00
6096;пилястра;4.20.103;Нет;4070.00
6097;пилястра;4.20.104;Нет;4070.00
6098;пилястра;4.20.203;Нет;4307.00
6099;пилястра;4.20.204;Нет;4727.00
6100;пилястра;4.20.303;Нет;3544.00
6101;пилястра;4.20.304;Нет;3229.00
6102;пилястра;4.20.305;Нет;3544.00
6103;пилястра;4.20.306;Нет;3229.00
6104;клей монтажный 290 мл;k-em290;Нет;363.00
6105;клей универсальный 290 мл;k-eu290;Нет;550.00
6106;клей стыковочный 80 мл;k-es80;Нет;363.00
6107;клей стыковочный 290 мл;k-es290;Нет;715.00
6108;карниз;1.50.101;Нет;710.00
6109;карниз FLEX;1.50.101;Да;1419.00
6110;карниз FLEX;1.50.199;Да;1523.00
6111;карниз;1.50.199;Нет;762.00
6112;молдинг;1.51.353;Нет;460.00
6113;молдинг FLEX;1.51.353;Да;919.00
6114;молдинг;1.51.356;Нет;579.00
6115;молдинг FLEX;1.51.356;Да;1158.00
6135;откос;4.88.001;Нет;1838.00
6136;база;1.54.010;Нет;568.00
6168;элемент камина;1.64.004;Нет;7769.00
6169;элемент камина;1.64.005;Нет;3940.00
6170;элементы декоративного камина;1.64.100;Нет;12930.00
6171;элемент камина;1.64.005;Нет;3940.00
6172;карниз;1.50.108;Нет;1373.00
6173;карниз;1.50.161;Нет;762.00
6174;карниз;1.50.179;Нет;721.00
6175;карниз;1.50.189;Нет;762.00
6176;карниз;1.50.207;Нет;746.00
6177;карниз;1.50.274;Нет;762.00
6178;карниз;1.50.275;Нет;1392.00
6179;молдинг;1.51.346;Нет;495.00
6180;розетка;1.56.040;Нет;2416.00
6181;розетка;1.56.041;Нет;1678.00
6182;кронштейн;1.19.007;Нет;927.00
6183;кронштейн;1.19.008;Нет;927.00
6184;капитель;1.21.008;Нет;952.00
6185;ствол;1.22.050;Нет;1404.00
6186;база;1.23.600;Нет;998.00
6187;пилястра;1.20.103;Нет;2770.00
6188;карниз;4.91.001;Нет;5000.00
6189;карниз;4.91.004;Нет;6500.00
6194;карниз FLEX;1.50.208;Да;1522.00
6195;карниз FLEX;1.50.204;Да;1371.00
6196;карниз FLEX;1.50.189;Да;1522.00
6198;замковый камень;4.85.004;Нет;660.00
6199;замковый камень;4.85.005;Нет;900.00
6200;карниз;4.91.002;Нет;7500.00
6201;наличник;4.84.005;Нет;1100.00
6202;кронштейн-пьедестал;4.83.003;Нет;315.00
6206;молдинг;1.51.359;Нет;579.00
6207;карниз FLEX;1.50.161;Да;1523.00
6208;молдинг FLEX;1.51.359;Да;1158.00
6211;наличник;4.84.004;Нет;1430.00
6212;наличник;4.84.006;Нет;2200.00
6213;карниз;4.91.003;Нет;4620.00
6214;карниз;4.91.005;Нет;4950.00
6215;фриз;4.33.302;Нет;1575.00
6216;кронштейн-пьедестал;4.83.002;Нет;378.00
6217;фрагмент ствола;4.16.002;Нет;2363.00
6218;фрагмент ствола;4.16.002;Нет;2363.00
6313;молдинг FLEX;1.51.346;Да;990.00
6355;угловой элемент;1.52.322;Нет;416.00
6356;угловой элемент;1.52.348;Нет;440.00
6357;угловой элемент;1.52.286;Нет;434.00
6358;угловой элемент;1.52.287;Нет;461.00
6359;карниз FLEX;1.50.108;Да;2745.00
6360;карниз;1.50.213;Нет;709.00
6361;карниз FLEX;1.50.213;Да;1417.00
6362;карниз;1.50.279;Нет;1456.00
6363;карниз;1.50.276;Нет;746.00
6364;карниз FLEX;1.50.276;Да;1492.00
6365;карниз;1.50.278;Нет;786.00
6366;карниз FLEX;1.50.278;Да;1571.00
6367;розетка;1.56.044;Нет;1582.00
6368;молдинг;1.51.360;Нет;565.00
6369;молдинг FLEX;1.51.360;Да;1129.00
6370;молдинг;1.51.363;Нет;879.00
6371;молдинг FLEX;1.51.363;Да;1758.00
6372;молдинг;1.51.362;Нет;578.00
6373;молдинг FLEX;1.51.362;Да;1155.00
6374;молдинг;1.51.370;Нет;635.00
6375;молдинг FLEX;1.51.370;Да;1270.00
6376;плинтус;1.53.110;Нет;1070.00
6377;плинтус FLEX;1.53.110;Да;2138.00
6378;колонна;1.30.203;Нет;13345.00
6379;колонна;1.30.103;Нет;11048.00
6380;карниз FLEX;1.50.179;Да;1440.00
6381;карниз FLEX;1.50.207;Да;1492.00
6382;карниз FLEX;1.50.275;Да;2783.00
6385;ствол;4.16.003;Нет;1650.00
6386;ствол;4.16.004;Нет;2300.00
6387;ствол;4.16.005;Нет;1650.00
6388;капитель;4.15.202;Нет;3300.00
6389;капитель;4.15.302;Нет;4950.00
6390;капитель;4.11.102;Нет;5198.00
6391;капитель;4.11.202;Нет;7260.00
6392;капитель;4.11.302;Нет;10890.00
6393;база;4.13.001;Нет;3927.00
6394;ствол;4.12.001;Нет;5082.00
6395;ствол;4.12.002;Нет;5199.00
6396;ствол;4.12.003;Нет;3630.00
6397;ствол;4.12.004;Нет;5060.00
6398;ствол;4.12.005;Нет;3630.00
6423;карниз FLEX;1.50.271;Да;4352.00
6424;карниз FLEX;1.50.274;Да;1523.00
6429;клей стыковочный 60 мл;k-es60;Нет;300.00
6430;база;1.54.030;Нет;537.00
6431;квадрат;1.54.013;Нет;197.00
6432;квадрат;1.54.013;Нет;197.00
6433;база;1.54.030;Нет;537.00
6434;угловой элемент;1.52.285;Нет;431.00
6435;молдинг;1.51.367;Нет;927.00
6436;молдинг FLEX;1.51.367;Да;1824.00
6437;карниз;1.50.214;Нет;645.00
6438;карниз;1.50.280;Нет;1940.00
6439;молдинг;1.51.368;Нет;1103.00
6440;орнамент;1.60.025;Нет;706.00
6441;орнамент;1.60.032;Нет;1299.00
6442;орнамент;1.60.020;Нет;254.00
6443;орнамент;1.60.120;Нет;254.00
6444;торцевой элемент;4.33.332;Нет;231.00
6445;торцевой элемент;4.31.232;Нет;1589.00
6446;торцевой элемент;4.81.031;Нет;428.00
6447;торцевой элемент;4.81.032;Нет;573.00
6448;внешний угол;4.32.111;Нет;1386.00
6449;внешний угол;4.32.312;Нет;1622.00
6450;внешний угол;4.81.011;Нет;855.00
6451;внешний угол;4.81.012;Нет;1092.00
6452;внутренний угол;4.31.222;Нет;2224.00
6453;внутренний угол;4.32.221;Нет;1705.00
6454;внутренний угол;4.81.021;Нет;855.00
6455;внутренний угол;4.81.022;Нет;1092.00
6456;опорный блок;4.78.101;Нет;473.00
6457;полукрышка;4.73.211;Нет;315.00
6458;полукрышка пирамида;4.76.111;Нет;525.00
6459;полуоснование;4.74.111;Нет;5250.00
6460;полупоручень;4.72.111;Нет;4725.00
6461;полустолб;4.75.111;Нет;3150.00
6462;полустолб;4.75.211;Нет;2520.00
6463;торцевой элемент;4.02.331;Нет;2556.00
6464;торцевой элемент;4.03.131;Нет;231.00
6465;торцевой элемент;4.03.132;Нет;279.00
6466;торцевой элемент;4.03.332;Нет;242.00
6467;полубалясина;4.71.111;Нет;1050.00
6468;полубалясина;4.71.211;Нет;840.00
6469;торцевой элемент;4.33.331;Нет;231.00
6470;торцевой элемент;4.34.131;Нет;378.00
6471;торцевой элемент;4.34.231;Нет;290.00
6472;внутренний угол;4.32.322;Нет;1622.00
6473;торцевой элемент;4.32.331;Нет;1185.00
6474;торцевой элемент;4.32.332;Нет;1090.00
6475;торцевой элемент;4.33.132;Нет;231.00
6476;торцевой элемент;4.33.232;Нет;231.00
6477;торцевой элемент;4.04.331;Нет;231.00
6478;внешний угол;4.01.111;Нет;3154.00
6479;внешний угол;4.01.113;Нет;4782.00
6480;внешний угол;4.01.211;Нет;3114.00
6481;внешний угол;4.01.212;Нет;3336.00
6482;внешний угол;4.01.311;Нет;3079.00
6483;внешний угол;4.02.111;Нет;3553.00
6484;внешний угол;4.02.211;Нет;2950.00
6485;внешний угол;4.02.311;Нет;3422.00
6486;внутренний угол;4.01.121;Нет;3154.00
6487;внутренний угол;4.01.123;Нет;4782.00
6488;внутренний угол;4.01.221;Нет;3114.00
6489;внутренний угол;4.01.222;Нет;3336.00
6490;внутренний угол;4.01.321;Нет;3079.00
6491;внутренний угол;4.01.322;Нет;3315.00
6492;внутренний угол;4.02.121;Нет;3553.00
6493;плинтус столба;4.79.101;Нет;735.00
6497;МОНТАЖНЫЙ КОМПЛЕКТ 101;m_comp_b101;Нет;4000.00
6498;карниз;1.50.284;Нет;696.00
6499;карниз FLEX;1.50.284;Да;1392.00
6500;карниз;1.50.283;Нет;671.00
6501;МОНТАЖНЫЙ КОМПЛЕКТ 201;m_comp_b201;Нет;4000.00
6502;внешний угол;4.32.212;Нет;2224.00
6503;внешний угол;4.32.121;Нет;1386.00
6504;торцевой элемент;4.32.131;Нет;934.00
6505;балюстрада;4.70.101;Нет;52081.00
6506;балюстрада;4.70.102;Нет;52395.00
6507;балюстрада;4.70.103;Нет;53761.00
6508;балюстрада;4.70.111;Нет;32865.00
6509;балюстрада;4.70.112;Нет;32865.00
6510;балюстрада;4.70.201;Нет;50925.00
6511;балюстрада;4.70.202;Нет;50821.00
6512;балюстрада;4.70.203;Нет;52291.00
6513;балюстрада;4.70.211;Нет;26975.00
6514;балюстрада;4.70.212;Нет;30975.00
6515;полукрышка;4.73.111;Нет;420.00
6516;полупоручень;4.72.211;Нет;4095.00
6517;полуоснование;4.74.211;Нет;4410.00
6518;полукрышка пирамида;4.76.211;Нет;315.00
6519;ниша;0-1.61.102-1.61.120;Нет;0.00
6520;ниша;0-1.61.101-1.61.110;Нет;0.00
6538;орнамент;1.60.026;Нет;260.00
6539;орнамент;1.60.029;Нет;784.00
6540;карниз;1.50.281;Нет;1980.00
6541;молдинг;1.51.374;Нет;896.00
6542;молдинг FLEX;1.51.374;Да;1792.00
6544;внешний угол;4.32.311;Нет;1762.00
6545;внутренний угол;4.32.321;Нет;1762.00
6546;торцевой элемент;4.32.231;Нет;1127.00
6547;орнамент;1.60.021;Нет;1450.00
6548;орнамент;1.60.022;Нет;1896.00
6549;орнамент;1.60.024;Нет;699.00
6550;орнамент;1.60.027;Нет;699.00
6551;орнамент;1.60.028;Нет;897.00
6552;кронштейн;1.19.010;Нет;927.00
6553;карниз;1.50.285;Нет;1516.00
6554;карниз;1.50.286;Нет;747.00
6555;карниз;1.50.282;Нет;671.00
6564;карниз FLEX;1.50.286;Да;1494.00
6565;карниз;1.50.288;Нет;671.00
6566;молдинг;1.51.375;Нет;566.00
IE_XML_ID;IE_NAME;IP_PROP142;Нет;
