IE_XML_ID;IE_NAME;IP_PROP144;IP_PROP151;IP_PROP152;IP_PROP153;IP_PROP142;IP_PROP143;IP_PROP145;IP_PROP146;IP_PROP147;IP_PROP148;IP_PROP150;IP_PROP154;IP_PROP155;IP_PROP156;IP_PROP157;IP_PROP159;IP_PROP160;IP_PROP162;IP_PROP163;IP_PROP164;IP_PROP167;IP_PROP149;IC_GROUP0;IC_GROUP1;IC_GROUP2;CV_PRICE_1
5089;молдинг FLEX;2000;;;;1.51.312;;40;550;550;1500;;;;;Да;;ВР000005926;;4;72,5;;19;Интерьерный декор;гибкие молдинги;;1114.00
5090;молдинг FLEX;2000;;;;1.51.332;;50;550;550;1000;;;;;Да;;ВР001023824;;;;;16;Интерьерный декор;гибкие молдинги;;1495.00
5091;молдинг FLEX;2000;;;;1.51.350;;139;550;550;2500;;;;;Да;;ВР000005943;;4;72,5;;37;Интерьерный декор;гибкие молдинги;;2031.00
5092;молдинг FLEX;2000;;;;1.51.326;;51;550;550;550;;;;;Да;;ВР000005940;;4;72,5;;28;Интерьерный декор;гибкие молдинги;;1164.00
5093;молдинг FLEX;2000;;;;1.51.308;;41;550;550;550;;;;;Да;;ВР000005922;;4;72,5;;20;Интерьерный декор;гибкие молдинги;;1114.00
5094;молдинг FLEX;2000;;;;1.51.309;;74;550;550;550;;;;;Да;;ВР000005923;;4;72,5;;22;Интерьерный декор;гибкие молдинги;;1592.00
5095;молдинг FLEX;2000;;;;1.51.310;;96;550;550;1500;;;;;Да;;ВР000005925;;4;72,5;;20;Интерьерный декор;гибкие молдинги;;1890.00
5096;молдинг FLEX;2000;;;;1.51.313;;53;550;550;550;;;;;Да;;ВР000005939;;4;72,5;;20;Интерьерный декор;гибкие молдинги;;1182.00
5097;молдинг FLEX;2000;;;;1.51.315;;75;550;550;1000;;;;;Да;;ВР000005929;;4;72,5;;22;Интерьерный декор;гибкие молдинги;;1221.00
5098;молдинг FLEX;2000;;;;1.51.316;;90;550;550;1500;;;;;Да;;ВР000005930;;4;72,5;;19;Интерьерный декор;гибкие молдинги;;1129.00
5099;молдинг FLEX;2000;;;;1.51.317;;101;550;550;1500;;;;;Да;;ВР000005931;;4;72,5;;20;Интерьерный декор;гибкие молдинги;;1790.00
5100;молдинг FLEX;2000;;;;1.51.318;;65;550;550;550;;;;;Да;;ВР000005932;;4;72,5;;32;Интерьерный декор;гибкие молдинги;;1265.00
5101;молдинг FLEX;2000;;;;1.51.319;;124;550;550;1500;;;;;Да;;ВР000005937;;4;72,5;;30;Интерьерный декор;гибкие молдинги;;2049.00
5102;молдинг FLEX;2000;;;;1.51.320;;112;550;550;1500;;;;;Да;;ВР000005933;;4;72,5;;20;Интерьерный декор;гибкие молдинги;;1952.00
5103;молдинг FLEX;2000;;;;1.51.322;;25;550;550;550;;;;;Да;;ВР001022872;;;;;13;Интерьерный декор;гибкие молдинги;;932.00
5104;молдинг FLEX;2000;;;;1.51.328;;47;550;550;550;;;;;Да;;ВР000005946;;4;72,5;;31;Интерьерный декор;гибкие молдинги;;1164.00
5105;молдинг FLEX;2000;;;;1.51.330;;60;550;550;550;;;;;Да;;ВР000005951;;4;72,5;;28;Интерьерный декор;гибкие молдинги;;1229.00
5106;молдинг FLEX;2000;;;;1.51.333;;57;550;550;550;;;;;Да;;ВР000005942;;4;72,5;;27;Интерьерный декор;гибкие молдинги;;1205.00
5107;молдинг FLEX;2000;;;;1.51.340;;78;550;550;1000;;;;;Да;;ВР000005934;;4;72,5;;27;Интерьерный декор;гибкие молдинги;;1153.00
5108;молдинг FLEX;2000;;;;1.51.341;;76;550;550;1000;;;;;Да;;ВР001008158;;;;;20;Интерьерный декор;гибкие молдинги;;1615.00
5109;молдинг FLEX;2000;;;;1.51.342;;75;550;550;1500;;;;;Да;;ВР001008159;;;;;16;Интерьерный декор;гибкие молдинги;;1615.00
5110;молдинг FLEX;2000;;;;1.51.343;;75;550;550;1500;;;;;Да;;ВР001008161;;;;;12;Интерьерный декор;гибкие молдинги;;1495.00
5111;молдинг FLEX;2000;;;;1.51.344;;90;550;550;1500;;;;;Да;;ВР001008160;;;;;18;Интерьерный декор;гибкие молдинги;;1615.00
5112;молдинг FLEX;2000;;;;1.51.351;;58;550;550;550;;;;;Да;;ВР000005944;;4;72,5;;29;Интерьерный декор;гибкие молдинги;;1198.00
5113;молдинг FLEX;2000;;;;1.51.380;;220;550;550;3500;;;;;Да;;ВР000005935;;5;82,8;;34;Интерьерный декор;гибкие молдинги;;2690.00
5114;молдинг FLEX;2000;;;;1.51.401;;22;550;550;550;;;;;Да;;ВР000005948;;4;72,5;;12;Интерьерный декор;гибкие молдинги;;922.00
5115;молдинг FLEX;2000;;;;1.51.323;;32;550;550;550;;;;;Да;;ВР001022871;;;;;10;Интерьерный декор;гибкие молдинги;;946.00
5116;молдинг FLEX;2000;;;;1.51.339;;56;550;550;1000;;;;;Да;;ВР001023834;;;;;38;Интерьерный декор;гибкие молдинги;;1527.00
5117;молдинг FLEX;2000;;;;1.51.331;;67;550;550;1000;;;;;Да;;ВР001023822;;;;;20;Интерьерный декор;гибкие молдинги;;1443.00
5118;молдинг FLEX;2000;;;;1.51.336;;66;550;550;1500;;;;;Да;;ВР001023830;;;;;12;Интерьерный декор;гибкие молдинги;;1495.00
5119;молдинг FLEX;2000;;;;1.51.334;;33;550;550;1000;;;;;Да;;ВР001023826;;;;;14;Интерьерный декор;гибкие молдинги;;1132.00
5120;молдинг FLEX;2000;;;;1.51.335;;75;550;550;1000;;;;;Да;;ВР001023828;;;;;16;Интерьерный декор;гибкие молдинги;;1250.00
5121;молдинг FLEX;2000;;;;1.51.337;;78;550;550;1500;;;;;Да;;ВР001023832;;;;;14;Интерьерный декор;гибкие молдинги;;1762.00
5122;молдинг FLEX;2000;;;;1.51.348;;49;550;550;;;;;;Да;;ВР002025334;;;;;25;Интерьерный декор;гибкие молдинги;;1181.00
5123;молдинг FLEX;2000;;;;1.51.349;;105;550;550;;;;;;Да;;ВР002025336;;;;;20;Интерьерный декор;гибкие молдинги;;1984.00
5124;молдинг FLEX;2000;;;;1.51.329;;23;550;550;550;;;;;Да;;ВР001023820;;;;;12;Интерьерный декор;гибкие молдинги;;967.00
5125;молдинг FLEX;2000;;;;1.51.347;;91;550;550;;;;;;Да;;ВР002025136;;;;;27;Интерьерный декор;гибкие молдинги;;1859.00
5126;молдинг FLEX;2000;;;;1.51.355;;102;550;550;;;;;;Да;;ВР002025435;;;;;33;Интерьерный декор;гибкие молдинги;;1921.00
5127;молдинг FLEX;2000;;;;1.51.354;;68;550;550;;;;;;Да;;ВР002025433;;;;;26;Интерьерный декор;гибкие молдинги;;1226.00
5128;плинтус;2000;;;;1.53.102;;150;;;;22;;;;Нет;;ВР000004322;;4;72,5;;;Интерьерный декор;плинтусы;;1073.00
5129;плинтус;2000;;;;1.53.103;;109;;;;14;;;;Нет;;ВР000004323;;4;72,5;;;Интерьерный декор;плинтусы;;985.00
5130;плинтус;2000;;;;1.53.104;;120;;;;26;;;;Нет;;ВР001005248;;4;72,5;;;Интерьерный декор;плинтусы;;1001.00
5131;плинтус;2000;;;;1.53.105;;160;;;;24;;;;Нет;;ВР001022003;;5;82,8;;;Интерьерный декор;плинтусы;;1104.00
5132;плинтус;2000;;;;1.53.106;;70;;;;17;;;;Нет;;ВР001022873;;4;72,5;;;Интерьерный декор;плинтусы;;898.00
5133;плинтус;2000;;;;1.53.107;;80;;;;22;;;;Нет;;ВР001022874;;4;72,5;;;Интерьерный декор;плинтусы;;863.00
5134;плинтус;2000;;;;1.53.109;;98;;;;16;;;;Нет;;ВР002025436;;;;;;Интерьерный декор;плинтусы;;966.00
5135;плинтус;2000;;;;1.53.101;;110;;;;27;;;;Нет;;ВР000004321;;4;72,5;;;Интерьерный декор;плинтусы;;1038.00
5136;плинтус FLEX;2000;;;;1.53.102;;150;550;550;;22;;;;Да;;ВР000005960;;;;;;Интерьерный декор;гибкие плинтусы;;2144.00
5137;плинтус FLEX;2000;;;;1.53.103;;109;550;550;;14;;;;Да;;ВР000005961;;;;;;Интерьерный декор;гибкие плинтусы;;1968.00
5138;плинтус FLEX;2000;;;;1.53.104;;120;550;550;;26;;;;Да;;ВР001022004;;;;;;Интерьерный декор;гибкие плинтусы;;2002.00
5139;плинтус FLEX;2000;;;;1.53.105;;160;550;550;;24;;;;Да;;ВР001022005;;;;;;Интерьерный декор;гибкие плинтусы;;2207.00
5140;плинтус FLEX;2000;;;;1.53.106;;70;550;550;;17;;;;Да;;ВР001022876;;;;;;Интерьерный декор;гибкие плинтусы;;1793.00
5141;плинтус FLEX;2000;;;;1.53.107;;80;550;550;;22;;;;Да;;ВР001022875;;;;;;Интерьерный декор;гибкие плинтусы;;1724.00
5142;плинтус FLEX;2000;;;;1.53.109;;98;550;550;;16;;;;Да;;ВР002025437;;;;;;Интерьерный декор;гибкие плинтусы;;1931.00
5143;плинтус FLEX;2000;;;;1.53.101;;110;550;550;;27;;;;Да;;ВР000005959;;;;;;Интерьерный декор;гибкие плинтусы;;2075.00
5144;угловой элемент;;375;328;;1.52.326;;;;;;;;;;Нет;;ВР000004306;;4;28;;30;Интерьерный декор;угловые элементы;;511.00
5145;угловой элемент;;209;209;;1.52.301;;;;;;;;;;Нет;;ВР000001080;;4;24;;16;Интерьерный декор;угловые элементы;;438.00
5146;угловой элемент;;215;215;;1.52.302;;;;;;;;;;Нет;;ВР000001300;;4;24;;25;Интерьерный декор;угловые элементы;;450.00
5147;угловой элемент;;395;215;;1.52.290;;;;;;;;;;Нет;;ВР000001732;;4;18,1;;25;Интерьерный декор;угловые элементы;;475.00
5148;угловой элемент;;395;215;;1.52.293;;;;;;;;;;Нет;;ВР000001733;;4;18,1;;25;Интерьерный декор;угловые элементы;;475.00
5149;угловой элемент;;255;255;;1.52.292;;;;;;;;;;Нет;;ВР000001755;;4;24;;20;Интерьерный декор;угловые элементы;;487.00
5150;угловой элемент;;270;270;;1.52.288;;;;;;;;;;Нет;;ВР000005304;;4;24;;32;Интерьерный декор;угловые элементы;;497.00
5151;угловой элемент;;260;260;;1.52.294;;;;;;;;;;Нет;;ВР000001643;;4;24;;19;Интерьерный декор;угловые элементы;;497.00
5152;угловой элемент;;195;195;;1.52.291;;;;;;;;;;Нет;;ВР000001731;;4;18,1;;22;Интерьерный декор;угловые элементы;;453.00
5153;угловой элемент;;195;195;;1.52.295;;;;;;;;;;Нет;;ВР000001734;;4;18,1;;22;Интерьерный декор;угловые элементы;;453.00
5154;угловой элемент;;250;250;;1.52.328;;;;;;;;;;Нет;;ВР000005640;;4;24;;30;Интерьерный декор;угловые элементы;;453.00
5155;угловой элемент;;293;293;;1.52.400;;;;;;;;;;Нет;;ВР000005828;;4;24;;27;Интерьерный декор;угловые элементы;;478.00
5156;угловой элемент;;104;30;;1.52.289;;;;;;;;;;Нет;;ВР000005338;;4;18,1;;20;Интерьерный декор;угловые элементы;;440.00
5157;угловой элемент;;391;270;;1.52.296;;;;;;;;;;Нет;;ВР000001774;;4;28;;19;Интерьерный декор;угловые элементы;;545.00
5158;угловой элемент;;218;215;;1.52.297;;;;;;;;;;Нет;;ВР000005406;;4;24;;22;Интерьерный декор;угловые элементы;;443.00
5159;угловой элемент;;223;213;;1.52.298;;;;;;;;;;Нет;;ВР000004320;;4;24;;20;Интерьерный декор;угловые элементы;;443.00
5160;угловой элемент;;292;293;;1.52.300;;;;;;;;;;Нет;;ВР000005506;;4;24;;21;Интерьерный декор;угловые элементы;;453.00
5161;угловой элемент;;295;293;;1.52.303;;;;;;;;;;Нет;;ВР000005507;;4;24;;22;Интерьерный декор;угловые элементы;;453.00
5162;угловой элемент;;160;160;;1.52.308;;;;;;;;;;Нет;;ВР000001351;;4;18,1;;20;Интерьерный декор;угловые элементы;;434.00
5163;угловой элемент;;210;208;;1.52.312;;;;;;;;;;Нет;;ВР000001679;;4;24;;20;Интерьерный декор;угловые элементы;;438.00
5164;угловой элемент;;637;633;;1.52.313;;;;;;;;;;Нет;;ВР000004280;;4;28;;43;Интерьерный декор;угловые элементы;;939.00
5165;угловой элемент;;387;270;;1.52.314;;;;;;;;;;Нет;;ВР000001775;;4;24;;19;Интерьерный декор;угловые элементы;;545.00
5166;угловой элемент;;175;176;;1.52.318;;;;;;;;;;Нет;;ВР000004383;;4;18,1;;32;Интерьерный декор;угловые элементы;;464.00
5167;кронштейн;;180;315;150;1.19.001;;;;;;;;;;Нет;;ВР000001447;;;25;;;Интерьерный декор;кронштейны;;1269.00
5168;кронштейн;;73;39;97;1.19.137;;;;;;;;;;Нет;;ВР000001828;;;25;;;Интерьерный декор;кронштейны;;186.00
5169;кронштейн;;120;305;75;1.19.002;;;;;;;;;;Нет;;ВР000001352;;;25;;;Интерьерный декор;кронштейны;;949.00
5170;кронштейн;;188;496;163;1.19.005;;;;;;;;;;Нет;;ВР000001928;;;25;;;Интерьерный декор;кронштейны;;1049.00
5171;кронштейн;;121;151;120;1.19.003;;;;;;;;;;Нет;;ВР000001450;;;25;;;Интерьерный декор;кронштейны;;952.00
5172;кронштейн;;87;217;74;1.19.004;;;;;;;;;;Нет;;ВР000001866;;;25;;;Интерьерный декор;кронштейны;;953.00
5173;кронштейн;;350;325;450;1.19.006;;;;;;;;;;Нет;;ВР002025513;;;;;;Интерьерный декор;кронштейны;;2789.00
5174;розетка;;;;;1.56.017;;;;;;;;;450;Нет;;ВР000001180;;;15;;47;Интерьерный декор;розетки;;1338.00
5175;розетка;;;;;1.56.001;;;;;;;;;696;Нет;;ВР000005505;;;17;;60;Интерьерный декор;розетки;;1822.00
5176;розетка;;;;;1.56.002;;;;;;;;;521;Нет;;ВР001023635;;;15;;35;Интерьерный декор;розетки;;1295.00
5177;розетка;;;;;1.56.004;;;;;;;;;436;Нет;;ВР001023637;;;15;;32;Интерьерный декор;розетки;;1056.00
5178;розетка;;;;;1.56.007;;;;;;;;;400;Нет;;ВР001023640;;;15;;60;Интерьерный декор;розетки;;1095.00
5179;розетка;;;;;1.56.013;;;;;;;;;259;Нет;;ВР000001069;;;15;;32;Интерьерный декор;розетки;;722.00
5180;розетка;;;;;1.56.014;;;;;;;;;338;Нет;;ВР000001070;;;15;;55;Интерьерный декор;розетки;;753.00
5181;розетка;;;;;1.56.015;;;;;;;;;555;Нет;;ВР000001071;;;15;;62;Интерьерный декор;розетки;;1424.00
5182;розетка;;;;;1.56.016;;;;;;;;;480;Нет;;ВР000001075;;;15;;43;Интерьерный декор;розетки;;1295.00
5183;розетка;;;;;1.56.018;;;;;;;;;742;Нет;;ВР000004236;;;17;;40;Интерьерный декор;розетки;;2533.00
5184;розетка;;;;;1.56.019;;;;;;;;;508;Нет;;ВР000001773;;;15;;32;Интерьерный декор;розетки;;1382.00
5185;розетка;;;;;1.56.020;;;;;;;;;472;Нет;;ВР000005129;;;15;;41;Интерьерный декор;розетки;;1382.00
5186;розетка;;;;;1.56.022;;;;;;;;;525;Нет;;ВР000001482;;;17;;50;Интерьерный декор;розетки;;1295.00
5187;розетка;;;;;1.56.023;;;;;;;;;589;Нет;;ВР000001294;;;17;;52;Интерьерный декор;розетки;;1775.00
5188;розетка;;;;;1.56.024;;;;;;;;;496;Нет;;ВР000001483;;;17;;37;Интерьерный декор;розетки;;1338.00
5189;розетка;;;;;1.56.025;;;;;;;;;820;Нет;;ВР000001295;;;18;;67;Интерьерный декор;розетки;;3337.00
5190;розетка;;;;;1.56.005;;;;;;;;;656;Нет;;ВР001023638;;;15;;48;Интерьерный декор;розетки;;2302.00
5191;розетка;;;;;1.56.010;;;;;;;;;193;Нет;;ВР001023642;;;15;;34;Интерьерный декор;розетки;;440.00
5192;розетка;;;;;1.56.028;;;;;;;;;670;Нет;;ВР000004029;;;17;;65;Интерьерный декор;розетки;;2474.00
5193;розетка;;;;;1.56.029;;;;;;;527;765;;Нет;;ВР000004030;;;19;;50;Интерьерный декор;розетки;;1822.00
5194;розетка;;;;;1.56.030;;;;;;;;;394;Нет;;ВР000002943;;;15;;37;Интерьерный декор;розетки;;775.00
5195;розетка;;;;;1.56.003;;;;;;;;;520;Нет;;ВР001023636;;;15;;35;Интерьерный декор;розетки;;1382.00
5196;розетка;;;;;1.56.031;;;;;;;;;619;Нет;;ВР000002928;;;17;;50;Интерьерный декор;розетки;;1775.00
5197;розетка;;;;;1.56.021;;;;;;;;;490;Нет;;ВР000001273;;;15;;55;Интерьерный декор;розетки;;1424.00
5198;розетка;;;;;1.56.026;;;;;;;;;770;Нет;;ВР000001179;;;17;;54;Интерьерный декор;розетки;;2416.00
5199;розетка;;;;;1.56.006;;;;;;;;;330;Нет;;ВР001023639;;;15;;25;Интерьерный декор;розетки;;737.00
5200;розетка;;;;;1.56.009;;;;;;;;;293;Нет;;ВР001023641;;;15;;31;Интерьерный декор;розетки;;753.00
5201;розетка;;;;;1.56.032;;;;;;;;;320;Нет;;ВР001024045;;;15;;38;Интерьерный декор;розетки;;768.00
5202;розетка;;;;;1.56.011;;;;;;;;;198;Нет;;ВР001024042;;;15;;21;Интерьерный декор;розетки;;434.00
5203;розетка;;;;;1.56.037;;;;;;;;;330;Нет;;ВР002025332;;;;;34;Интерьерный декор;розетки;;754.00
5204;розетка;;;;;1.56.034;;;;;;;;;512;Нет;;ВР002025309;;;;;49;Интерьерный декор;розетки;;1339.00
5205;розетка;;;;;1.56.033;;;;;;;;;460;Нет;;ВР002025286;;;;;55;Интерьерный декор;розетки;;1295.00
5206;розетка;;;;;1.56.038;;;;;;;;;400;Нет;;ВР002025331;;;;;32;Интерьерный декор;розетки;;998.00
5207;розетка;;;;;1.56.012;;;;;;;;;533;Нет;;ВР001024043;;;;;45;Интерьерный декор;розетки;;1382.00
5208;розетка;;;;;1.56.027;;;;;;;;;383;Нет;;ВР001024044;;;15;;29;Интерьерный декор;розетки;;1037.00
5209;розетка;;;;;1.56.039;;;;;;;;;659;Нет;;ВР002025330;;;;;68;Интерьерный декор;розетки;;1846.00
5210;розетка;;;;;1.56.035;;;;;;;;;485;Нет;;ВР002025310;;;;;40;Интерьерный декор;розетки;;1338.00
5211;розетка;;;;;1.56.042;;;;;;;;;203;Нет;;ВР002025488;;;;;32;Интерьерный декор;розетки;;440.00
5212;орнамент;;73;148;;1.60.114;;;;;;;;;;Нет;;ВР000001839;;;8,05;;42;Интерьерный декор;орнаменты;;547.00
5213;орнамент;;73;147;;1.60.014;;;;;;;;;;Нет;;ВР000001838;;;8,05;;45;Интерьерный декор;орнаменты;;547.00
5214;орнамент;;134;270;;1.60.011;;;;;;;;;;Нет;;ВР000001660;;;8,05;;16;Интерьерный декор;орнаменты;;237.00
5215;орнамент;;134;270;;1.60.111;;;;;;;;;;Нет;;ВР000001661;;;8,05;;16;Интерьерный декор;орнаменты;;237.00
5216;орнамент;;97;156;;1.60.007;;;;;;;;;;Нет;;ВР000001814;;;8,05;;18;Интерьерный декор;орнаменты;;220.00
5217;орнамент;;70;86;;1.60.005;;;;;;;;;;Нет;;ВР000001826;;;8,05;;15;Интерьерный декор;орнаменты;;220.00
5218;орнамент;;210;277;;1.60.012;;;;;;;;;;Нет;;ВР000001840;;;10;;58;Интерьерный декор;орнаменты;;592.00
5219;орнамент;;28;82;;1.60.008;;;;;;;;;;Нет;;ВР000001754;;;8,05;;9;Интерьерный декор;орнаменты;;208.00
5220;орнамент;;70;162;;1.60.010;;;;;;;;;;Нет;;ВР000001816;;;8,05;;11;Интерьерный декор;орнаменты;;212.00
5221;орнамент;;416;112;;1.60.002;;;;;;;;;;Нет;;ВР000001359;;;8,05;;19;Интерьерный декор;орнаменты;;238.00
5222;орнамент;;26;34;;1.60.003;;;;;;;;;;Нет;;ВР000001984;;;8,05;;12;Интерьерный декор;орнаменты;;208.00
5223;орнамент;;37;54;;1.60.004;;;;;;;;;;Нет;;ВР000001985;;;8,05;;14;Интерьерный декор;орнаменты;;212.00
5224;орнамент;;;;;1.60.006;;;;;;;;;59;Нет;;ВР000001616;;;8,05;;10;Интерьерный декор;орнаменты;;216.00
5225;орнамент;;59;132;;1.60.009;;;;;;;;;;Нет;;ВР000001813;;;8,05;;13;Интерьерный декор;орнаменты;;212.00
5226;орнамент;;51;120;;1.60.015;;;;;;;;;;Нет;;ВР000002573;;;8,05;;22;Интерьерный декор;орнаменты;;222.00
5227;орнамент;;;;;1.60.017;;;;;;;;;90;Нет;;ВР000002465;;;8,05;;15;Интерьерный декор;орнаменты;;239.00
5228;орнамент;;259;128;;1.60.018;;;;;;;;;;Нет;;ВР000002574;;;8,05;;15;Интерьерный декор;орнаменты;;246.00
5229;орнамент;;80;50;;1.60.019;;;;;;;;;;Нет;;ВР000002575;;;10;;17;Интерьерный декор;орнаменты;;592.00
5230;орнамент;;28;83;;1.60.108;;;;;;;;;;Нет;;ВР000001756;;;8,05;;9;Интерьерный декор;орнаменты;;208.00
5231;орнамент;;56;135;;1.60.109;;;;;;;;;;Нет;;ВР000001815;;;8,05;;13;Интерьерный декор;орнаменты;;212.00
5232;орнамент;;67;163;;1.60.110;;;;;;;;;;Нет;;ВР000001817;;;8,05;;11;Интерьерный декор;орнаменты;;212.00
5233;орнамент;;;;;1.60.001;;;;;;;;;;Нет;;ВР000001358;;;8,05;;;Интерьерный декор;орнаменты;;217.00
5234;кессон;;600;600;;1.57.002;;;;;;;;;;Нет;;ВР001022065;;;48;;65;Интерьерный декор;кессоны и купола;;1665.00
5235;кессон;;600;600;;1.57.003;;;;;;;;;;Нет;;ВР001022066;;;48;;70;Интерьерный декор;кессоны и купола;;1753.00
5236;кессон;;600;600;;1.57.001;;;;;;;;;;Нет;;ВР000005512;;;48;;69;Интерьерный декор;кессоны и купола;;1534.00
5237;кессон;;701;701;;1.57.004;;;;;;;;;;Нет;;ВР001022067;;;50;;85;Интерьерный декор;кессоны и купола;;2275.00
5238;купол;;;;;1.58.001;;;;;;;;;900;Нет;;ВР000004391;;;96;;113;Интерьерный декор;кессоны и купола;;8391.00
5239;капитель;;428;371;422;1.11.001;;;;;;;;;;Нет;;ВР000004174;;7;40;;;Интерьерный декор;составные элементы;;7318.00
5240;капитель;;225;176;232;1.11.010;;;;;;;;;;Нет;;ВР001021828;;7;33;;;Интерьерный декор;составные элементы;;3975.00
5241;капитель;;393;169;392;1.11.003;;;;;;;;;;Нет;;ВР000001977;;7;40;;;Интерьерный декор;составные элементы;;5684.00
5242;капитель;;356;270;351;1.11.002;;;;;;;;;;Нет;;ВР000001288;;7;33;;;Интерьерный декор;составные элементы;;4222.00
5243;капитель;;438;174;358;1.11.004;;;;;;;;;;Нет;;ВР000005449;;7;40;;;Интерьерный декор;составные элементы;;5684.00
5244;капитель;;269;150;269;1.11.005;;;;;;;;;;Нет;;ВР001003797;;7;33;;;Интерьерный декор;составные элементы;;2929.00
5245;капитель;;276;111;280;1.11.006;;;;;;;;;186;Нет;;ВР001003798;;;;;;Интерьерный декор;составные элементы;;5455.00
5246;капитель;;216;105;216;1.11.008;;;;;;;;;;Нет;;ВР001021826;;7;33;;;Интерьерный декор;составные элементы;;3306.00
5247;капитель;;234;92;187;1.11.009;;;;;;;;;;Нет;;ВР001021827;;7;33;;;Интерьерный декор;составные элементы;;3291.00
5248;капитель;;354;270;177;1.15.002;;;;;;;;;106;Нет;;ВР000001227;;7;33;;;Интерьерный декор;составные элементы;;1802.00
5249;капитель;;392;170;194;1.15.003;;;;;;;;;;Нет;;ВР000001871;;7;40;;;Интерьерный декор;составные элементы;;2534.00
5250;капитель;;438;174;180;1.15.004;;;;;;;;;;Нет;;ВР001002928;;7;40;;;Интерьерный декор;составные элементы;;2534.00
5251;капитель;;271;150;135;1.15.005;;;;;;;;;;Нет;;ВР000004376;;7;33;;;Интерьерный декор;составные элементы;;1314.00
5252;капитель;;280;110;137;1.15.006;;;;;;;;;93;Нет;;ВР001000031;;7;33;;;Интерьерный декор;составные элементы;;2436.00
5253;капитель;;216;105;106;1.15.008;;;;;;;;;;Нет;;ВР001005249;;7;33;;;Интерьерный декор;составные элементы;;1654.00
5254;капитель;;422;372;215;1.15.001;;;;;;;;;;Нет;;ВР000001187;;7;40;;;Интерьерный декор;составные элементы;;3096.00
5255;капитель;;234;93;93;1.15.009;;;;;;;;;;Нет;;ВР001005243;;7;33;;;Интерьерный декор;составные элементы;;1645.00
5256;капитель;;225;182;112;1.15.010;;;;;;;;;;Нет;;ВР001005247;;7;33;;;Интерьерный декор;составные элементы;;1989.00
5257;капитель;;355;221;95;1.21.003;;;;;;;;;;Нет;;ВР000001301;;7;33;;;Интерьерный декор;составные элементы;;1130.00
5258;капитель;;232;150;69;1.21.001;;;;;;;;;;Нет;;ВР000001181;;7;33;;;Интерьерный декор;составные элементы;;1015.00
5259;капитель;;420;346;112;1.21.002;;;;;;;;;;Нет;;ВР000001178;;7;40;;;Интерьерный декор;составные элементы;;1291.00
5260;капитель;;403;183;75;1.21.004;;;;;;;;;;Нет;;ВР000001444;;7;40;;;Интерьерный декор;составные элементы;;1181.00
5261;капитель;;611;179;80;1.21.005;;;;;;;;;;Нет;;ВР000002089;;7;40;;;Интерьерный декор;составные элементы;;1273.00
5262;капитель;;471;180;80;1.21.006;;;;;;;;;;Нет;;ВР000001927;;7;40;;;Интерьерный декор;составные элементы;;1207.00
5263;капитель;;345;221;96;1.21.007;;;;;;;;;;Нет;;ВР000001389;;7;33;;;Интерьерный декор;составные элементы;;1143.00
5264;ствол;;;2295;;1.12.020;;;;;;;;;253;Нет;;ВР000005788;;7;;;;Интерьерный декор;составные элементы;;10695.00
5265;ствол;;;2296;;1.12.010;;;;;;;;;250;Нет;;ВР000004146;;7;;;;Интерьерный декор;составные элементы;;10695.00
5266;ствол;;;2300;;1.12.030;;;;;;;;;302;Нет;;ВР000002050;;7;93,6;;;Интерьерный декор;составные элементы;;13621.00
5267;ствол;;;1960;;1.12.050;;;;;;;;;204;Нет;;ВР001003796;;7;97.4;;;Интерьерный декор;составные элементы;;6297.00
5268;ствол;;;1828;;1.12.060;;;;;;;;;163;Нет;;ВР001021829;;7;77,4;;;Интерьерный декор;составные элементы;;5750.00
5269;ствол;;;2476;;1.12.061;;;;;;;;;163;Нет;;ВР001021830;;7;93,6;;;Интерьерный декор;составные элементы;;7766.00
5270;ствол;;;1747;;1.12.080;;;;;;;;;155;Нет;;ВР001021833;;7;90;;;Интерьерный декор;составные элементы;;5750.00
5271;ствол;;;2402;;1.12.081;;;;;;;;;155;Нет;;ВР001021834;;7;90;;;Интерьерный декор;составные элементы;;7766.00
5272;ствол;;;1872;;1.12.070;;;;;;;;;158;Нет;;ВР001021831;;7;90;;;Интерьерный декор;составные элементы;;5750.00
5273;ствол;;;2524;;1.12.071;;;;;;;;;158;Нет;;ВР001021832;;7;90;;;Интерьерный декор;составные элементы;;7766.00
5274;ствол;;157;1751;78;1.16.080;;;;;;;;;;Нет;;ВР001005244;;7;77,4;;;Интерьерный декор;составные элементы;;2875.00
5275;ствол;;158;2400;78;1.16.081;;;;;;;;;;Нет;;ВР001005245;;7;93,6;;;Интерьерный декор;составные элементы;;3883.00
5276;ствол;;304;2300;152;1.16.030;;;;;;;;;;Нет;;ВР000002066;;7;93,6;;;Интерьерный декор;составные элементы;;6248.00
5277;ствол;;157;1875;79;1.16.070;;;;;;;;;;Нет;;ВР001005241;;7;77,4;;;Интерьерный декор;составные элементы;;2875.00
5278;ствол;;204;1962;100;1.16.050;;;;;;;;;;Нет;;ВР000004381;;7;77,4;;;Интерьерный декор;составные элементы;;2815.00
5279;ствол;;162;1832;81;1.16.060;;;;;;;;;;Нет;;ВР001005250;;7;77,4;;;Интерьерный декор;составные элементы;;2875.00
5280;ствол;;157;2525;78;1.16.071;;;;;;;;;;Нет;;ВР001005242;;7;93,6;;;Интерьерный декор;составные элементы;;3883.00
