IE_XML_ID;IP_PROP726;IP_PROP144;IP_PROP151;IP_PROP152;IP_PROP153;IP_PROP142;IP_PROP143;IP_PROP145;IP_PROP150;IP_PROP154
5870;;2000;;;;1.51.381;;193;;
5871;;2000;;;;1.51.345;;94;;
5872;;2000;;;;1.51.357;;48;;
5873;;2000;;;;1.51.358;;82;;
5874;;2000;;;;1.51.361;;51;;
5875;;2000;;;;1.51.381;;193;;
5876;;2000;83;130;;1.26.001;;;;
5877;;2000;89;130;;1.26.002;;;;
5878;;2000;91;130;;1.26.003;;;;
5879;;;;;;1.56.036;;;;
5880;;;276;695;276;1.13.600;;;;
5881;;;417;755;;1.61.101;;;;
5882;;;700;1132;;1.61.102;;;;
5883;;;304;590;94;1.61.110;;;;
5884;;;553;975;180;1.61.120;;;;
5885;;1280;;146;;1.63.001;;;;
5886;;1280;;146;;1.63.002;;;;
5887;;2000;268;250;;4.02.201;;;;
5888;;2000;280;276;;4.01.201;;;;
5889;;2000;353;251;;4.01.101;;;;
5890;;2000;303;296;;4.01.301;;;;
5891;;2000;190;174;;4.32.202;;;;
5892;;2000;360;263;;4.01.103;;;;
5893;;2000;254;198;;4.31.301;;;;
5894;;2000;190;173;;4.32.201;;;;
5895;;2000;108;365;;4.81.002;;;;
5896;;2000;204;194;;4.32.302;;;;
5897;N;2000;282;276;;4.01.202;;;;
5898;;2000;305;296;;4.01.302;;;;
5899;;2000;307;253;;4.02.101;;;;
5900;;2000;309;178;;4.31.101;;;;
5901;;2000;249;170;;4.31.201;;;;
5902;;2000;248;171;;4.31.202;;;;
5903;;2000;254;200;;4.31.302;;;;
5904;;2000;201;166;;4.32.101;;;;
5905;;2000;203;195;;4.32.301;;;;
5906;;2000;95;288;;4.81.001;;;;
5907;;2000;291;270;;4.02.301;;;;
5908;;2000;30;243;;4.03.101;;;;
5909;;2000;70;235;;4.03.102;;;;
5910;;2000;30;217;;4.03.201;;;;
5911;;2000;62;191;;4.03.202;;;;
5912;;2000;42;197;;4.03.301;;;;
5913;;2000;83;129;;4.33.301;;;;
5914;;2000;74;170;;4.03.302;;;;
5915;;2000;92;162;;4.33.101;;;;
5916;;2000;42;164;;4.33.102;;;;
5917;;2000;80;145;;4.33.201;;;;
5918;;2000;42;145;;4.33.202;;;;
5919;;2000;70;188;;4.04.201;;;;
5920;;2000;109;125;;4.34.201;;;;
5921;;2000;67;124;;4.34.202;;;;
5922;;2000;56;168;;4.04.101;;;;
5923;;2000;90;152;;4.04.102;;;;
5924;;2000;96;168;;4.04.202;;;;
5925;;2000;65;207;;4.04.301;;;;
5926;;2000;95;173;;4.04.302;;;;
5927;;2000;108;112;;4.34.101;;;;
5928;;2000;59;112;;4.34.102;;;;
5929;;2000;100;137;;4.34.301;;;;
5930;;2000;67;137;;4.34.302;;;;
5931;;;120;784;120;4.71.101;;;;
5932;;;90;790;90;4.71.201;;;;
5933;;;222;1020;222;4.75.101;;;;
5934;;;182;1019;182;4.75.201;;;;
5935;;;269;82;269;4.76.101;;;;
5936;;;219;70;219;4.76.201;;;;
5937;;;269;55;270;4.73.101;;;;
5938;;;220;46;220;4.73.201;;;;
5939;;;;230;;4.77.101;;;;
5940;;;;195;;4.77.201;;;;
5941;;;3000;100;180;4.74.101;;;;
5942;;;3000;89;140;4.74.201;;;;
5943;;3000;189;111;;4.72.101;;;;
5944;;3000;152;102;;4.72.201;;;;
5945;;2000;183;;50;4.84.001;;;;
5946;;2300;160;;40;4.84.002;;;;
5947;;2300;140;;37;4.84.003;;;;
5948;;2300;183;;50;4.84.051;;;;
5949;;2000;160;;40;4.84.052;;;;
5950;;2000;140;;37;4.84.053;;;;
5951;;;1140;1116;50;4.87.031;;;;
5952;;;1021;1023;40;4.87.032;;;;
5953;;;882;890;37;4.87.033;;;;
5954;;;293;282;65;4.85.001;;;;
5955;;;221;232;68;4.85.002;;;;
5956;;;200;211;51;4.85.003;;;;
5957;;2000;;160;100;4.82.001;;;;
5958;;2000;;125;94;4.82.002;;;;
5959;;2000;;110;86;4.82.003;;;;
5960;;2000;;105;48;4.82.101;;;;
5961;;2000;;94;60;4.82.201;;;;
5962;;2000;;94;52;4.82.202;;;;
5963;;2000;;109;62;4.82.301;;;;
5964;;2000;;109;54;4.82.302;;;;
5965;;;392;274;197;4.83.101;;;;
5966;;;356;240;128;4.83.102;;;;
5967;;;393;277;195;4.83.201;;;;
5968;;;355;262;132;4.83.202;;;;
5969;;;366;276;181;4.83.301;;;;
5970;;;333;269;128;4.83.302;;;;
5971;;;373;249;40;4.86.003;;;;
5972;;;250;250;40;4.86.004;;;;
5973;;;360;290;42;4.86.005;;;;
5974;;;555;290;42;4.86.001;;;;
5975;;;548;216;37;4.86.002;;;;
5982;;;290;290;;1.52.361;;;;
5983;;;372;160;185;4.17.302;;;;
5984;;;252;121;80;4.53.201;;;;
5985;;;226;109;76;4.53.301;;;;
5986;;;440;180;217;4.17.101;;;;
5987;;;410;170;205;4.17.201;;;;
5988;;;411;171;204;4.17.202;;;;
5989;;;369;161;184;4.17.301;;;;
5990;;;408;181;125;4.23.101;;;;
5991;;;375;170;120;4.23.201;;;;
5992;;;348;160;113;4.23.301;;;;
5993;;;296;122;296;4.43.101;;;;
5994;;;272;116;272;4.43.201;;;;
5995;;;272;115;272;4.43.202;;;;
5996;;;244;107;244;4.43.301;;;;
5997;;;244;108;244;4.43.302;;;;
5998;;;293;119;147;4.47.101;;;;
5999;;;272;115;136;4.47.201;;;;
6000;;;270;117;136;4.47.202;;;;
6001;;;244;107;122;4.47.301;;;;
6002;;;243;107;122;4.47.302;;;;
6003;;;260;120;80;4.53.101;;;;
6004;;;226;108;76;4.53.302;;;;
6005;;;440;180;440;4.13.101;;;;
6006;;;411;170;411;4.13.201;;;;
6007;;;411;170;411;4.13.202;;;;
6008;;;370;161;370;4.13.301;;;;
6009;;;370;161;370;4.13.302;;;;
6010;;;507;215;253;4.17.002;;;;
6011;;;487;198;242;4.17.001;;;;
6012;;;269;205;99;4.51.301;;;;
6013;;;408;181;203;4.15.101;;;;
6014;;;434;161;180;4.15.201;;;;
6015;;;397;313;198;4.15.301;;;;
6016;;;406;178;124;4.21.101;;;;
6017;;;444;167;98;4.21.201;;;;
6018;;;417;312;151;4.21.301;;;;
6019;;;274;127;274;4.41.101;;;;
6020;;;293;116;241;4.41.201;;;;
6021;;;262;207;262;4.41.301;;;;
6022;;;274;127;136;4.45.101;;;;
6023;;;293;116;122;4.45.201;;;;
6024;;;262;208;133;4.45.301;;;;
6025;;;260;125;80;4.51.101;;;;
6026;;;305;115;67;4.51.201;;;;
6027;;;408;180;408;4.11.101;;;;
6028;;;429;164;360;4.11.201;;;;
6029;;;396;313;396;4.11.301;;;;
6030;;;543;240;272;4.15.102;;;;
6031;;120;;20;8;4.37.101;;;;
6032;;167;;30;12;4.07.101;;;;
6033;;127;;190;58;4.05.102;;;;
6034;;132;;82;41;4.35.102;;;;
6035;;132;;139;41;4.35.101;;;;
6036;;190;;211;61;4.05.101;;;;
6037;;;87;127;53;4.08.301;;;;
6038;;;82;88;45;4.08.302;;;;
6039;;;56;84;33;4.38.301;;;;
6040;;;55;67;33;4.38.302;;;;
6041;;;120;163;9;4.36.101;;;;
6042;;;169;244;12;4.06.101;;;;
6043;;;210;1516;54;4.52.102;;;;
6044;;;186;1453;56;4.52.301;;;;
6045;;;330;2315;164;4.16.101;;;;
6046;;;328;2306;165;4.16.102;;;;
6047;;;294;2389;148;4.16.201;;;;
6048;;;295;2396;148;4.16.202;;;;
6049;;;272;2207;136;4.16.301;;;;
6050;;;334;2305;88;4.22.101;;;;
6051;;;333;2304;88;4.22.102;;;;
6052;;;260;2348;62;4.22.201;;;;
6053;;;260;2343;62;4.22.202;;;;
6054;;;294;2197;86;4.22.301;;;;
6055;;;293;2196;86;4.22.302;;;;
6056;;;222;1514;222;4.42.101;;;;
6057;;;197;1578;197;4.42.201;;;;
6058;;;179;1457;179;4.42.301;;;;
6059;;;219;1518;110;4.46.101;;;;
6060;;;198;1575;99;4.46.201;;;;
6061;;;182;1459;88;4.46.301;;;;
6062;;;208;1514;54;4.52.101;;;;
6063;;;175;2003;42;4.52.201;;;;
6064;;;174;2013;42;4.52.202;;;;
6065;;;185;1453;55;4.52.302;;;;
6066;;;432;354;216;4.16.001;;;;
6067;;;363;700;180;4.16.002;;;;
6068;;;270;2198;270;4.12.301;;;;
6069;;;331;2312;331;4.12.101;;;;
6070;;;331;2294;331;4.12.102;;;;
6071;;;294;2394;294;4.12.202;;;;
6072;;;294;2386;294;4.12.201;;;;
6073;;;396;2672;396;4.30.301;;;;
6074;;;429;2672;411;4.30.201;;;;
6075;;;429;2680;411;4.30.202;;;;
6076;;;440;2672;440;4.30.101;;;;
6077;;;440;2654;440;4.30.102;;;;
6078;;;296;1767;291;4.30.104;;;;
6079;;;270;1811;292;4.30.204;;;;
6080;;;266;1775;264;4.30.304;;;;
6081;;;397;2687;206;4.10.301;;;;
6082;;;434;2622;205;4.10.201;;;;
6083;;;434;2669;205;4.10.202;;;;
6084;;;440;2676;217;4.10.101;;;;
6085;;;440;2667;217;4.10.102;;;;
6086;;;392;2038;197;4.10.104;;;;
6087;;;543;наборная;272;4.10.103;;;;
6088;;;393;2087;195;4.10.204;;;;
6089;;;366;2051;180;4.10.305;;;;
6090;;;417;2669;151;4.20.301;;;;
6091;;;417;2668;151;4.20.302;;;;
6092;;;444;2658;120;4.20.201;;;;
6093;;;444;2653;120;4.20.202;;;;
6094;;;408;2664;125;4.20.101;;;;
6095;;;408;2663;125;4.20.102;;;;
6096;;;357;2005;128;4.20.103;;;;
6097;;;357;2005;128;4.20.104;;;;
6098;;;356;2499;134;4.20.203;;;;
6099;;;356;2519;134;4.20.204;;;;
6100;;;335;2036;129;4.20.303;;;;
6101;;;335;2035;129;4.20.304;;;;
6102;;;335;2041;129;4.20.305;;;;
6103;;;335;2040;129;4.20.306;;;;
6104;;;;;;E01.M.290;;;;
6105;;;;;;E04.U.290;;;;
6106;;;;;;k-es80;;;;
6107;N;;;;;E02.S.290;;;;
6108;;2000;;;;1.50.101;69;68;;
6109;;2000;;;;1.50.101;69;68;;
6110;;2000;;;;1.50.199;72;73;;
6111;;2000;;;;1.50.199;72;73;;
6112;;2000;;;;1.51.353;;26;;
6113;;2000;;;;1.51.353;;26;;
6114;;2000;;;;1.51.356;;47;;
6115;;2000;;;;1.51.356;;47;;
6135;;2000;12;399;;4.88.001;;;;
6136;;;95;250;;1.54.010;;;;
6168;;;1300;239;201;1.64.004;;;;
6169;;;152;860;170;1.64.005;;;;
6170;N;;1295;1097;195;1.64.100;;;;
6171;;;152;860;170;1.64.005;;;;
6172;;2000;;;;1.50.108;117;119;;
6173;;2000;;;;1.50.161;91;81;;
6174;;2000;;;;1.50.179;81;78;;
6175;;2000;;;;1.50.189;72;70;;
6176;;2000;;;;1.50.207;55;52;;
6177;;2000;;;;1.50.274;55;86;;
6178;;2000;;;;1.50.275;76;105;;
6179;;2000;;;;1.51.346;;34;;
6180;;;;;;1.56.040;;;;
6181;;;785;544;;1.56.041;;;;
6182;;;184;185;102;1.19.007;;;;
6183;;;163;225;85;1.19.008;;;;
6184;;;152;98;45;1.21.008;;;;
6185;;;96;2000;17;1.22.050;;;;
6186;;;117;255;25;1.23.600;;;;
6187;;;152;2353;45;1.20.103;;;;
6188;;2000;200;202;;4.91.001;;;;
6189;;2000;200;300;;4.91.004;;;;
6194;;2000;;;;1.50.208;71;71;;
6195;;2000;;;;1.50.204;40;36;;
6196;;2000;;;;1.50.189;72;70;;
6198;;;255;206;75;4.85.004;;;;
6199;;;253;306;75;4.85.005;;;;
6200;;2000;249;351;;4.91.002;;;;
6201;;2000;121;;35;4.84.005;;;;
6202;;;156;100;46;4.83.003;;;;
6206;;2000;;;;1.51.359;;39;;
6207;;2000;;;;1.50.161;91;81;;
6208;;2000;;;;1.51.359;;39;;
6211;;2000;101;;48;4.84.004;;;;
6212;;2000;201;;60;4.84.006;;;;
6213;;2000;129;250;;4.91.003;;;;
6214;;2000;165;201;;4.91.005;;;;
6215;;2000;51;131;;4.33.302;;;;
6216;;;173;114;48;4.83.002;;;;
6217;;;363;700;180;4.16.002;;;;
6218;;;363;700;180;4.16.002;;;;
6313;;2000;;;;1.51.346;;34;;
6355;;;110;110;;1.52.322;;;;
6356;;;250;250;;1.52.348;;;;
6357;;;199;199;;1.52.286;;;;
6358;;;300;300;;1.52.287;;;;
6359;;2000;;;;1.50.108;117;119;;
6360;;2000;;;;1.50.213;55;55;;
6361;;2000;;;;1.50.213;55;55;;
6362;;2000;;;;1.50.279;80;103;;
6363;;2000;;;;1.50.276;100;60;;
6364;;2000;;;;1.50.276;100;60;;
6365;;2000;;;;1.50.278;68;82;;
6366;;2000;;;;1.50.278;68;82;;
6367;;;;;;1.56.044;;;;
6368;;2000;;;;1.51.360;;72;;
6369;;2000;;;;1.51.360;;72;;
6370;;2000;;;;1.51.363;;70;;
6371;;2000;;;;1.51.363;;70;;
6372;;2000;;;;1.51.362;;46;;
6373;;2000;;;;1.51.362;;46;;
6374;;2000;;;;1.51.370;;75;;
6375;;2000;;;;1.51.370;;75;;
6376;;2000;;;;1.53.110;;138;19;
6377;;2000;;;;1.53.110;;138;19;
6378;;;280;2182;280;1.30.203;;;;
6379;;;269;2220;269;1.30.103;;;;
6380;;2000;;;;1.50.179;81;78;;
6381;;2000;;;;1.50.207;55;52;;
6382;;2000;;;;1.50.275;76;105;;
6385;;;435;354;216;4.16.003;;;;
6386;;;366;700;180;4.16.004;;;;
6387;;;366;348;180;4.16.005;;;;
6388;;;635;240;269;4.15.202;;;;
6389;;;644;514;327;4.15.302;;;;
6390;;;544;240;544;4.11.102;;;;
6391;;;635;240;536;4.11.202;;;;
6392;;;652;510;652;4.11.302;;;;
6393;;;487;198;487;4.13.001;;;;
6394;;;435;352;435;4.12.001;;;;
6395;;;361;698;361;4.12.002;;;;
6396;;;435;351;435;4.12.003;;;;
6397;;;361;698;361;4.12.004;;;;
6398;;;361;348;361;4.12.005;;;;
6423;;2000;;;;1.50.271;165;226;;
6424;;2000;;;;1.50.274;55;86;;
6429;;;;;;E03.S.60;;;;
6430;;;108;228;;1.54.030;;;;
6431;;;109;109;;1.54.013;;;;
6432;;;109;109;;1.54.013;;;;
6433;;;108;228;;1.54.030;;;;
6434;;;181;181;;1.52.285;;;;
6435;;2000;;;;1.51.367;;124;;
6436;;2000;;;;1.51.367;;124;;
6437;;2000;;;;1.50.214;56;56;;
6438;;2000;;;;1.50.280;143;168;;
6439;;2000;;;;1.51.368;;138;;
6440;;;385;209;;1.60.025;;;;
6441;;;604;189;;1.60.032;;;;
6442;;;51;155;;1.60.020;;;;
6443;;;51;155;;1.60.120;;;;
6444;;;51;131;51;4.33.332;;;;
6445;;;249;170;248;4.31.232;;;;
6446;;;96;288;95;4.81.031;;;;
6447;;;107;365;108;4.81.032;;;;
6448;;;302;166;300;4.32.111;;;;
6449;;;301;194;302;4.32.312;;;;
6450;;;199;288;197;4.81.011;;;;
6451;;;207;365;207;4.81.012;;;;
6452;;;358;171;358;4.31.222;;;;
6453;;;292;173;291;4.32.221;;;;
6454;;;195;288;195;4.81.021;;;;
6455;;;210;365;210;4.81.022;;;;
6456;;;239;60;184;4.78.101;;;;
6457;;;220;45;110;4.73.211;;;;
6458;;;268;82;134;4.76.111;;;;
6459;;;2000;100;90;4.74.111;;;;
6460;;;3000;110;95;4.72.111;;;;
6461;;;220;1018;110;4.75.111;;;;
6462;;;180;1018;90;4.75.211;;;;
6463;;;298;270;291;4.02.331;;;;
6464;;;30;243;30;4.03.131;;;;
6465;;;70;235;70;4.03.132;;;;
6466;;;74;170;74;4.03.332;;;;
6467;;;120;783;60;4.71.111;;;;
6468;;;90;789;45;4.71.211;;;;
6469;;;83;129;83;4.33.331;;;;
6470;;;108;112;108;4.34.131;;;;
6471;;;109;125;109;4.34.231;;;;
6472;;;302;194;303;4.32.322;;;;
6473;;;203;195;203;4.32.331;;;;
6474;;;202;194;204;4.32.332;;;;
6475;;;42;164;42;4.33.132;;;;
6476;;;42;145;42;4.33.232;;;;
6477;;;65;207;65;4.04.331;;;;
6478;;;455;251;455;4.01.111;;;;
6479;;;460;263;460;4.01.113;;;;
6480;;;381;276;383;4.01.211;;;;
6481;;;395;276;395;4.01.212;;;;
6482;;;405;296;404;4.01.311;;;;
6483;;;409;253;410;4.02.111;;;;
6484;;;358;250;355;4.02.211;;;;
6485;;;373;270;372;4.02.311;;;;
6486;;;458;251;457;4.01.121;;;;
6487;;;459;263;460;4.01.123;;;;
6488;;;381;276;380;4.01.221;;;;
6489;;;394;276;395;4.01.222;;;;
6490;;;402;296;401;4.01.321;;;;
6491;;;401;296;404;4.01.322;;;;
6492;;;407;253;408;4.02.121;;;;
6493;;;2000;66;20;4.79.101;;;;
6497;;;;;;m_comp_b101;;;;
6498;;2000;;;;1.50.284;70;81;;
6499;;2000;;;;1.50.284;70;81;;
6500;;2000;;;;1.50.283;41;75;;
6501;N;;;;;m_comp_b201;;;;
6502;;;283;173;281;4.32.212;;;;
6503;;;302;166;303;4.32.121;;;;
6504;;;306;166;201;4.32.131;;;;
6505;;;3440;1075;268;4.70.101;;;;
6506;;;3440;1103;268;4.70.102;;;;
6507;;;3440;1338;268;4.70.103;;;;
6508;;;3440;1075;134;4.70.111;;;;
6509;;;3440;1075;135;4.70.112;;;;
6510;;;3360;1070;220;4.70.201;;;;
6511;;;3360;1090;220;4.70.202;;;;
6512;;;3360;1266;220;4.70.203;;;;
6513;;;3360;1070;110;4.70.211;;;;
6514;;;3360;1070;110;4.70.212;;;;
6515;;;269;56;135;4.73.111;;;;
6516;;;3000;102;75;4.72.211;;;;
6517;;;3000;88;70;4.74.211;;;;
6518;;;219;69;108;4.76.211;;;;
6519;;;655;1135;;0-1.61.102-1.61.120;;;;
6520;;;418;758;;0-1.61.101-1.61.110;;;;
6538;;;175;151;;1.60.026;;;;
6539;;;394;220;;1.60.029;;;;
6540;;2000;;;;1.50.281;112;204;;
6541;;2000;;;;1.51.374;;101;;
6542;;2000;;;;1.51.374;;101;;
6544;;;314;195;316;4.32.311;;;;
6545;;;292;195;294;4.32.321;;;;
6546;;;192;173;190;4.32.231;;;;
6547;;;817;230;;1.60.021;;;;
6548;;;895;318;;1.60.022;;;;
6549;;;236;191;;1.60.024;;;;
6550;;;269;152;;1.60.027;;;;
6551;;;408;120;;1.60.028;;;;
6552;;;119;229;81;1.19.010;;;;
6553;;2000;;;;1.50.285;109;144;;
6554;;2000;;;;1.50.286;83;86;;
6555;;2000;;;;1.50.282;40;69;;
6564;;2000;;;;1.50.286;83;86;;
6565;;2000;;;;1.50.288;54;59;;
6566;;2000;;;;1.51.375;;41;;
6581;;2000;;;;1.50.288;54;59;;
6582;;2000;;;;1.50.280;143;168;;
6583;;;263;95;;1.60.034;;;;
6584;;2000;;;;1.51.373;;100;;
6585;;;217;100;;1.60.033;;;;
6586;;;285;154;;1.60.030;;;;
6587;;2000;;;;1.50.277;156;45;;
6588;;;538;440;;1.56.008;;;;
6589;;;232;141;;1.60.031;;;;
6590;;;296;158;;1.60.123;;;;
6591;;;296;158;;1.60.023;;;;
6592;;;635;2908;270;4.10.205;;;;
6593;;;635;наборная;269;4.10.206;;;;
6594;;;366;700;180;4.16.004;;;;
6595;;;366;700;180;4.16.004;;;;
6596;;;644;наборная;327;4.10.307;;;;
6597;;;648;3177;326;4.10.306;;;;
6598;;;506;215;506;4.13.002;;;;
6599;;;361;698;361;4.12.002;;;;
6600;;;361;698;361;4.12.002;;;;
6601;;;361;698;361;4.12.004;;;;
6602;;;361;698;361;4.12.004;;;;
6603;;;635;наборная;536;4.30.205;;;;
6604;;;652;наборная;652;4.30.306;;;;
6605;;;635;наборная;536;4.30.206;;;;
6606;;;652;наборная;652;4.30.307;;;;
6611;;2000;;;;1.50.273;130;198;;
6612;;2000;;;;1.51.375;;41;;
6613;;;407;296;407;4.01.312;;;;
6614;;902;;510;;4.89.001;;;;
6615;;;458;180;;4.99.001;;;;
6616;;;52;165;;4.99.002;;;;
6617;;;373;250;375;4.02.221;;;;
6618;;;403;270;402;4.02.321;;;;
6619;;;67;137;67;4.34.332;;;;
6620;;;67;124;67;4.34.232;;;;
6621;;;361;251;353;4.01.131;;;;
6622;;;59;112;59;4.34.132;;;;
6623;;;172;173;190;4.32.232;;;;
6624;;;360;263;360;4.01.133;;;;
6625;;;281;276;280;4.01.231;;;;
6626;;;287;173;286;4.32.222;;;;
6627;;;281;276;282;4.01.232;;;;
6628;;;288;173;290;4.32.211;;;;
6629;;;305;296;304;4.01.331;;;;
6630;;;100;137;100;4.34.331;;;;
6631;;;304;296;304;4.01.332;;;;
6632;;;80;145;80;4.33.231;;;;
6633;;;92;162;92;4.33.131;;;;
6634;;;254;198;255;4.31.332;;;;
6635;;;254;198;254;4.31.331;;;;
6636;;;249;173;249;4.31.231;;;;
6637;;;308;253;307;4.02.131;;;;
6638;;;310;178;309;4.31.131;;;;
6639;;;269;250;268;4.02.231;;;;
6640;;;348;200;350;4.31.322;;;;
6641;;;70;235;70;4.03.132;;;;
6642;;;356;198;356;4.31.321;;;;
6643;;;218;217;30;4.03.231;;;;
6644;;;351;170;349;4.31.221;;;;
6645;;;410;178;410;4.31.121;;;;
6646;;;62;191;62;4.03.232;;;;
6647;;;42;197;42;4.03.331;;;;
6648;;;357;198;359;4.31.312;;;;
6649;;;56;168;56;4.04.131;;;;
6650;;;354;198;355;4.31.311;;;;
6651;;;90;152;90;4.04.132;;;;
6652;;;363;171;363;4.31.212;;;;
6653;;;70;188;70;4.04.231;;;;
6654;;;349;170;348;4.31.211;;;;
6655;;;97;168;96;4.04.232;;;;
6656;;;411;178;408;4.31.111;;;;
6657;;;95;173;95;4.04.332;;;;
6658;;;100;160;100;4.82.031;;;;
6659;;;1140;1116;50;4.87.031;;;;
6660;;;1021;1023;40;4.87.032;;;;
6661;;;882;890;37;4.87.033;;;;
6662;;2000;;;;1.50.281;112;204;;
6663;;2000;;;;1.50.282;40;69;;
6664;;2000;;;;1.51.368;;138;;
6665;;2000;;;;1.51.364;;57;;
6666;;;1302;312;220;1.64.001;;;;
6667;;;184;877;172;1.64.002;;;;
6668;;;184;877;172;1.64.003;;;;
6669;N;;1303;1170;221;1.64.101;;;;
6670;;2000;;;;1.50.277;156;45;;
6671;;2000;;;;1.51.373;;100;;
6672;;;;;;1.56.050;;;;
6674;;2000;83;130;;1.26.001;;;;
6675;;2000;89;130;;1.26.002;;;;
6676;;2000;91;130;;1.26.003;;;;
6683;;;;;;1.56.047;;;;
6684;;;104;137;71;1.19.011;;;;
6707;;2000;;;;1.51.369;;54;;
6708;;2000;;;;1.51.376;;63;;
6709;;;;;;1.56.045;;;;
6710;;;240;240;;1.52.352;;;;
6711;;;118;143;74;1.19.009;;;;
6736;;;264;297;;1.60.037;;;;
6737;;;120;230;;1.60.038;;;;
6738;;;73;213;;1.60.039;;;;
6739;;;354;143;;1.60.040;;;;
6740;;1504;;243;;1.54.014;;;;
6741;;;585;313;;1.56.043;;;;
6742;;;;;;1.56.048;;;;
6743;;;;;;1.56.049;;;;
6744;;;;;;1.56.051;;;;
6749;;2000;;;;1.50.290;61;61;;
6750;;;318;321;;1.52.375;;;;
6751;;;169;305;187;1.19.013;;;;
6755;;2000;;;;1.51.338;;40;;
6756;;;261;262;;1.52.376;;;;
6757;;;76;142;;1.60.035;;;;
6758;;;76;142;;1.60.135;;;;
6761;;;260;260;;1.52.283;;;;
6762;;;255;256;;1.52.284;;;;
6763;;;102;141;68;1.19.012;;;;
6764;;;;;;1.56.046;;;;
6765;;2000;;;;1.50.225;58;54;;
6766;;2000;;;;1.50.226;55;55;;
6767;;;789;359;;1.60.036;;;;
6768;;2000;;;;1.50.289;37;55;;
6770;;2000;;;;1.50.283;41;75;;
6771;;2000;;;;1.50.206;35;36;;
6772;;;180;188;130;1.19.014;;;;
6773;;2000;;;;1.50.295;30;30;;
6783;;2000;;;;1.50.293;85;84;;
6784;;2000;;;;1.50.294;43;43;;
6785;;2000;;;;1.50.279;80;103;;
6786;;2000;;;;1.50.293;85;84;;
6787;;2000;;;;1.50.294;43;43;;
6807;;2000;;;;1.50.290;61;61;;
6808;;2000;;;;1.50.289;37;55;;
6809;;2000;;;;1.50.206;35;36;;
6810;;2000;;;;1.50.295;30;30;;
6811;;2000;;;;1.51.376;;63;;
6812;;2000;;;;1.51.338;;40;;
6817;;;193;395;207;1.19.018;;;;
6818;;2000;;;;1.51.382;;92;;
6819;;2000;;;;1.51.377;;52;;
6820;;2000;;;;1.51.379;;30;;
6821;;2000;;;;1.50.272;36;33;;
6823;;2000;;;;1.51.379;;30;;
6824;;2000;;;;1.50.272;36;33;;
6826;;2000;;;;1.51.371;;97;;
6827;;2000;;;;1.50.292;25;25;;
6828;;2000;;;;1.50.292;25;25;;
6829;;2000;;;;1.50.225;58;54;;
6830;;2000;;;;1.50.226;55;55;;
6831;;2000;;;;1.50.214;56;56;;
6835;;2000;;;;1.51.378;;22;;
6836;;;;;;1.56.052;;;;
6837;;;86;86;;1.54.017;;;;
8330;;2000;;;;1.51.378;;22;;
8331;;2000;;;;1.51.377;;52;;
8332;;2000;;;;1.51.382;;92;;
8981;;;112;164;68;1.19.015;;;;
12094;;2000;;;;1.50.298;40;13;;
12104;;2000;;;;1.51.372;;25;;
13520;;2000;;;;1.50.296;110;35;;
14598;N;;358;323;;1.52.299;;;;
14599;N;;358;323;;1.52.279;;;;
14600;;2000;;;;1.51.365;;59;;
14781;;2000;;;;1.53.108;;120;14;
17562;;;127;210;92;1.19.016;;;;
17563;;;522;522;;1.56.053;;;;
21020;;2000;;;;1.50.227;73;280;;
21021;;2000;;;;1.51.385;;103;;
21022;;1200;;295;;1.54.015;;;;
21023;;920;;230;;1.63.003;;;;
21126;;2000;;;;1.53.108;;120;14;
21618;;2000;;;;1.50.299;39;45;;
21619;;2000;;;;1.50.297;20;20;;
21620;;2000;;;;1.51.383;;75;;
21621;;2000;;;;1.51.384;;47;;
21623;;;;;;1.56.055;;;;
22331;;1199;;244;;1.54.016;;;;
22334;;2000;;;;1.51.385;;103;;
22336;;2000;;;;1.50.296;110;35;;
22339;;2000;;;;1.50.298;40;13;;
26151;;;544;наборная;544;4.30.103;;;;
26629;;2000;;;;1.50.249;72;104;;
27652;;;;;;1.56.054;;;;
28243;;2000;;;;1.50.299;39;45;;
28244;;2000;;;;1.50.297;20;20;;
28245;;2000;;;;1.51.384;;47;;
29278;;2000;;;;1.50.215;48;52;;
29860;;2000;;;;1.53.111;;65;20;
31363;;2000;;;;1.50.216;67;75;;
31409;;;;;;1.56.057;;;;
33172;;;150;225;97;1.19.017;;;;
33407;;2000;;;;1.50.228;80;140;;
36930;;2000;;;;1.50.249;72;104;;
37766;;;;;;1.56.056;;;;
38420;;;600;600;;1.59.003;;;;
38421;;;599;599;;1.59.004;;;;
38422;;;600;600;;1.59.005;;;;
42718;;2000;;;;1.50.215;48;52;;
42720;;2000;;;;1.50.216;67;75;;
43862;;;95;126;95;4.82.032;;;;
43863;;;48;105;48;4.82.131;;;;
43864;;;60;95;60;4.82.231;;;;
43865;;;53;95;53;4.82.232;;;;
43866;;;54;109;54;4.82.332;;;;
43867;;;61;109;61;4.82.331;;;;
43868;;;86;111;86;4.82.033;;;;
47206;;2000;;;;1.50.229;48;119;;
47207;;2000;;;;1.50.621;51;120;;
47208;;2000;;;;1.50.622;83;200;;
47209;;2000;;;;1.50.623;75;119;;
47210;;2000;;;;1.50.624;120;199;;
47211;;2000;;;;1.51.601;;216;;
47212;;2000;;;;1.51.602;;197;;
47213;;2000;;;;1.51.603;;250;;
47214;;2000;;;;1.51.604;;350;;
