IE_XML_ID;IE_NAME;IP_PROP142;IP_PROP144;IP_PROP143;IP_PROP145;IP_PROP146;IP_PROP147;IP_PROP148;IP_PROP149;IP_PROP150;IP_PROP151;IP_PROP152;IP_PROP153;IP_PROP154;IP_PROP155;IP_PROP156;IP_PROP157;IP_PROP159;IP_PROP160;IP_PROP162;IP_PROP163;IP_PROP164;IP_PROP167;IC_GROUP0;IC_GROUP1;IC_GROUP2;CV_PRICE_1
4804;карниз;1.50.132;2000;117;217;;;;;;;;;;;;Нет;;ВР000001050;;5;82,8;;Интерьерный декор;карнизы;;1512.00
4805;карниз;1.50.133;2000;116;119;;;;;;;;;;;;Нет;;ВР000001076;;5;82,8;;Интерьерный декор;карнизы;;1030.00
4806;карниз;1.50.134;2000;193;149;;;;;;;;;;;;Нет;;ВР000001051;;4;72,5;;Интерьерный декор;карнизы;;1462.00
4807;карниз;1.50.135;2000;161;41;;;;;;;;;;;;Нет;;ВР000001303;;4;72,5;;Интерьерный декор;карнизы;;1064.00
4808;карниз;1.50.136;2000;62;166;;;;;;;;;;;;Нет;;ВР000002167;;5;82,8;;Интерьерный декор;карнизы;;1181.00
4809;карниз;1.50.137;2000;183;190;;;;;;;;;;;;Нет;;ВР000001827;;5;82,8;;Интерьерный декор;карнизы;;1546.00
4810;карниз;1.50.138;2000;156;161;;;;;;;;;;;;Нет;;ВР000002343;;5;82,8;;Интерьерный декор;карнизы;;1296.00
4811;карниз;1.50.139;2000;99;99;;;;;;;;;;;;Нет;;ВР000006023;;4;72,5;;Интерьерный декор;карнизы;;1003.00
4812;карниз;1.50.140;2000;57;57;;;;;;;;;;;;Нет;;ВР000001052;;4;72,5;;Интерьерный декор;карнизы;;578.00
4813;карниз;1.50.141;2000;70;71;;;;;;;;;;;;Нет;;ВР000005170;;4;72,5;;Интерьерный декор;карнизы;;578.00
4814;карниз;1.50.142;2000;196;45;;;;;;;;;;;;Нет;;ВР000001544;;4;72,5;;Интерьерный декор;карнизы;;1296.00
4815;карниз;1.50.143;2000;69;74;;;;;;;;;;;;Нет;;ВР000005171;;4;72,5;;Интерьерный декор;карнизы;;567.00
4816;карниз;1.50.144;2000;82;80;;;;;;;;;;;;Нет;;ВР000005173;;4;72,5;;Интерьерный декор;карнизы;;620.00
4817;карниз;1.50.145;2000;263;91;;;;;;;;;;;;Нет;;ВР000001586;;5;82,8;;Интерьерный декор;карнизы;;1645.00
4818;карниз;1.50.146;2000;74;148;;;;;;;;;;;;Нет;;ВР000005175;;4;72,5;;Интерьерный декор;карнизы;;1048.00
4819;карниз;1.50.147;2000;127;173;;;;;;;;;;;;Нет;;ВР000001182;;5;82,8;;Интерьерный декор;карнизы;;1296.00
4820;карниз;1.50.148;2000;120;116;;;;;;;;;;;;Нет;;ВР000006025;;4;72,5;;Интерьерный декор;карнизы;;1102.00
4821;карниз;1.50.149;2000;188;185;;;;;;;;;;;;Нет;;ВР001021963;;5;82,8;;Интерьерный декор;карнизы;;1670.00
4822;карниз;1.50.150;2000;40;41;;;;;;;;;;;;Нет;;ВР000001054;;4;72,5;;Интерьерный декор;карнизы;;424.00
4823;карниз;1.50.151;2000;172;144;;;;;;;;;;;;Нет;;ВР001021964;;5;82,8;;Интерьерный декор;карнизы;;1670.00
4824;карниз;1.50.152;2000;172;155;;;;;;;;;;;;Нет;;ВР001021965;;5;82,8;;Интерьерный декор;карнизы;;1670.00
4825;карниз;1.50.153;2000;170;160;;;;;;;;;;;;Нет;;ВР001021966;;5;82,8;;Интерьерный декор;карнизы;;1670.00
4826;карниз;1.50.154;2000;23;23;;;;;;;;;;;;Нет;;ВР001022849;;4;72,5;;Интерьерный декор;карнизы;;387.00
4827;карниз;1.50.155;2000;17;26;;;;;;;;;;;;Нет;;ВР001022850;;4;72,5;;Интерьерный декор;карнизы;;383.00
4828;карниз;1.50.156;2000;31;31;;;;;;;;;;;;Нет;;ВР001022851;;4;72,5;;Интерьерный декор;карнизы;;426.00
4829;карниз;1.50.157;2000;31;33;;;;;;;;;;;;Нет;;ВР001022852;;4;72,5;;Интерьерный декор;карнизы;;396.00
4830;карниз;1.50.158;2000;33;33;;;;;;;;;;;;Нет;;ВР001022853;;4;72,5;;Интерьерный декор;карнизы;;400.00
4831;карниз;1.50.159;2000;22;45;;;;;;;;;;;;Нет;;ВР001022854;;4;72,5;;Интерьерный декор;карнизы;;411.00
4832;карниз;1.50.160;2000;70;51;;;;;;;;;;;;Нет;;ВР000001055;;4;72,5;;Интерьерный декор;карнизы;;545.00
4833;карниз;1.50.162;2000;61;84;;;;;;;;;;;;Нет;;ВР000002855;;4;72,5;;Интерьерный декор;карнизы;;567.00
4834;карниз;1.50.163;2000;68;149;;;;;;;;;;;;Нет;;ВР000002934;;4;72,5;;Интерьерный декор;карнизы;;1088.00
4835;карниз;1.50.164;2000;126;126;;;;;;;;;;;;Нет;;ВР000002936;;4;72,5;;Интерьерный декор;карнизы;;1196.00
4836;карниз;1.50.165;2000;81;82;;;;;;;;;;;;Нет;;ВР000001056;;4;72,5;;Интерьерный декор;карнизы;;569.00
4837;карниз;1.50.166;2000;87;142;;;;;;;;;;;;Нет;;ВР000004078;;4;72,5;;Интерьерный декор;карнизы;;1153.00
4838;карниз;1.50.167;2000;120;119;;;;;;;;;;;;Нет;;ВР000004319;;4;72,5;;Интерьерный декор;карнизы;;1170.00
4839;карниз;1.50.168;2000;119;120;;;;;;;;;;;;Нет;;ВР000004036;;4;72,5;;Интерьерный декор;карнизы;;1170.00
4840;карниз;1.50.169;2000;95;102;;;;;;;;;;;;Нет;;ВР000005325;;4;72,5;;Интерьерный декор;карнизы;;1102.00
4841;карниз;1.50.170;2000;114;79;;;;;;;;;;;;Нет;;ВР000001057;;4;72,5;;Интерьерный декор;карнизы;;626.00
4842;карниз;1.50.171;2000;30;45;;;;;;;;;;;;Нет;;ВР001022855;;4;72,5;;Интерьерный декор;карнизы;;409.00
4843;карниз;1.50.172;2000;47;44;;;;;;;;;;;;Нет;;ВР001022856;;4;72,5;;Интерьерный декор;карнизы;;423.00
4844;карниз;1.50.173;2000;40;55;;;;;;;;;;;;Нет;;ВР001022857;;4;72,5;;Интерьерный декор;карнизы;;426.00
4845;карниз;1.50.174;2000;37;62;;;;;;;;;;;;Нет;;ВР001022858;;4;72,5;;Интерьерный декор;карнизы;;435.00
4846;карниз;1.50.175;2000;119;134;;;;;;;;;;;;Нет;;ВР000001355;;4;72,5;;Интерьерный декор;карнизы;;1163.00
4847;карниз;1.50.176;2000;67;131;;;;;;;;;;;;Нет;;ВР000005000;;4;72,5;;Интерьерный декор;карнизы;;1064.00
4848;карниз;1.50.177;2000;55;120;;;;;;;;;;;;Нет;;ВР000006024;;4;72,5;;Интерьерный декор;карнизы;;633.00
4849;карниз;1.50.180;2000;93;121;;;;;;;;;;;;Нет;;ВР000001451;;4;72,5;;Интерьерный декор;карнизы;;1080.00
4850;карниз;1.50.181;2000;39;75;;;;;;;;;;;;Нет;;ВР001023412;;4;72,5;;Интерьерный декор;карнизы;;608.00
4851;карниз;1.50.182;2000;41;68;;;;;;;;;;;;Нет;;ВР001023413;;4;72,5;;Интерьерный декор;карнизы;;597.00
4852;карниз;1.50.183;2000;84;97;;;;;;;;;;;;Нет;;ВР001023414;;4;72,5;;Интерьерный декор;карнизы;;649.00
4853;карниз;1.50.184;2000;72;74;;;;;;;;;;;;Нет;;ВР001023415;;4;72,5;;Интерьерный декор;карнизы;;649.00
4854;карниз;1.50.185;2000;98;115;;;;;;;;;;;;Нет;;ВР001023416;;;;;Интерьерный декор;карнизы;;1137.00
4855;карниз;1.50.186;2000;56;83;;;;;;;;;;;;Нет;;ВР001023417;;4;72,5;;Интерьерный декор;карнизы;;649.00
4856;карниз;1.50.187;2000;51;52;;;;;;;;;;;;Нет;;ВР001023418;;4;72,5;;Интерьерный декор;карнизы;;576.00
4857;карниз;1.50.188;2000;50;53;;;;;;;;;;;;Нет;;ВР001023693;;4;72,5;;Интерьерный декор;карнизы;;576.00
4858;карниз;1.50.190;2000;40;25;;;;;;;;;;;;Нет;;ВР001024050;;;;;Интерьерный декор;карнизы;;431.00
4859;карниз;1.50.191;2000;40;25;;;;;;;;;;;;Нет;;ВР001024053;;;;;Интерьерный декор;карнизы;;422.00
4860;карниз;1.50.192;2000;70;40;;;;;;;;;;;;Нет;;ВР002025145;;;;;Интерьерный декор;карнизы;;587.00
4861;карниз;1.50.193;2000;55;91;;;;;;;;;;;;Нет;;ВР002025144;;;;;Интерьерный декор;карнизы;;1037.00
4862;карниз;1.50.194;2000;51;52;;;;;;;;;;;;Нет;;ВР002025137;;;;;Интерьерный декор;карнизы;;559.00
4863;карниз;1.50.195;2000;55;51;;;;;;;;;;;;Нет;;ВР002025296;;;;;Интерьерный декор;карнизы;;608.00
4864;карниз;1.50.196;2000;70;55;;;;;;;;;;;;Нет;;ВР002025293;;;;;Интерьерный декор;карнизы;;587.00
4865;карниз;1.50.197;2000;76;73;;;;;;;;;;;;Нет;;ВР002025291;;;;;Интерьерный декор;карнизы;;649.00
4866;карниз;1.50.198;2000;88;92;;;;;;;;;;;;Нет;;ВР002025290;;;;;Интерьерный декор;карнизы;;1037.00
4867;карниз;1.50.200;2000;55;55;;;;;;;;;;;;Нет;;ВР002025307;;;;;Интерьерный декор;карнизы;;576.00
4868;карниз;1.50.201;2000;130;170;;;;;;;;;;;;Нет;;ВР002025337;;;;;Интерьерный декор;карнизы;;1437.00
4869;карниз;1.50.202;2000;103;97;;;;;;;;;;;;Нет;;ВР002025339;;;;;Интерьерный декор;карнизы;;1037.00
4870;карниз;1.50.203;2000;129;115;;;;;;;;;;;;Нет;;ВР002025341;;;;;Интерьерный декор;карнизы;;1170.00
4871;карниз;1.50.204;2000;36;40;;;;;;;;;;;;Нет;;ВР002025428;;;;;Интерьерный декор;карнизы;;566.00
4872;карниз;1.50.208;2000;72;70;;;;;;;;;;;;Нет;;ВР002025426;;;;;Интерьерный декор;карнизы;;629.00
4873;карниз;1.50.209;2000;121;150;;;;;;;;;;;;Нет;;ВР000001058;;4;72,5;;Интерьерный декор;карнизы;;1346.00
4874;карниз;1.50.210;2000;121;155;;;;;;;;;;;;Нет;;ВР000001077;;4;72,5;;Интерьерный декор;карнизы;;1406.00
4875;карниз;1.50.211;2000;176;74;;;;;;;;;;;;Нет;;ВР000004385;;4;72,5;;Интерьерный декор;карнизы;;1441.00
4876;карниз;1.50.212;2000;170;74;;;;;;;;;;;;Нет;;ВР000004386;;5;82,8;;Интерьерный декор;карнизы;;1441.00
4877;карниз;1.50.220;2000;122;127;;;;;;;;;;;;Нет;;ВР000001281;;4;72,5;;Интерьерный декор;карнизы;;1247.00
4878;карниз;1.50.221;2000;140;150;;;;;;;;;;;;Нет;;ВР000001338;;4;72,5;;Интерьерный декор;карнизы;;1461.00
4879;карниз;1.50.222;2000;161;170;;;;;;;;;;;;Нет;;ВР000001612;;5;82,8;;Интерьерный декор;карнизы;;1611.00
4880;карниз;1.50.250;2000;73;164;;;;;;;;;;;;Нет;;ВР000005486;;5;82,8;;Интерьерный декор;карнизы;;1069.00
4881;карниз;1.50.251;2000;55;70;;;;;;;;;;;;Нет;;ВР000005602;;4;72,5;;Интерьерный декор;карнизы;;407.00
4882;карниз;1.50.252;2000;119;120;;;;;;;;;;;;Нет;;ВР000004035;;4;72,5;;Интерьерный декор;карнизы;;1230.00
4883;карниз;1.50.253;2000;66;108;;;;;;;;;;;;Нет;;ВР000005501;;4;72,5;;Интерьерный декор;карнизы;;608.00
4884;карниз;1.50.254;2000;93;130;;;;;;;;;;;;Нет;;ВР000005595;;4;72,5;;Интерьерный декор;карнизы;;918.00
4885;карниз;1.50.255;2000;82;127;;;;;;;;;;;;Нет;;ВР000005644;;4;72,5;;Интерьерный декор;карнизы;;1032.00
4886;карниз;1.50.256;2000;134;173;;;;;;;;;;;;Нет;;ВР000005750;;5;82,8;;Интерьерный декор;карнизы;;1186.00
4887;карниз;1.50.257;2000;39;39;;;;;;;;;;;;Нет;;ВР000005752;;4;72,5;;Интерьерный декор;карнизы;;421.00
4888;карниз;1.50.258;2000;25;27;;;;;;;;;;;;Нет;;ВР000005754;;4;72,5;;Интерьерный декор;карнизы;;389.00
4889;карниз;1.50.259;2000;36;81;;;;;;;;;;;;Нет;;ВР000005756;;4;72,5;;Интерьерный декор;карнизы;;557.00
4890;карниз;1.50.260;2000;133;166;;;;;;;;;;;;Нет;;ВР000006884;;5;82,8;;Интерьерный декор;карнизы;;1440.00
4891;карниз;1.50.261;1980;102;101;;;;;;;;;;;;Нет;;ВР001000006;;4;72,5;;Интерьерный декор;карнизы;;1067.00
4892;карниз;1.50.262;2000;50;120;;;;;;;;;;;;Нет;;ВР001000028;;4;72,5;;Интерьерный декор;карнизы;;1198.00
4893;карниз;1.50.264;2000;170;170;;;;;;;;;;;;Нет;;ВР001002926;;5;82,8;;Интерьерный декор;карнизы;;1469.00
4894;карниз;1.50.265;2000;21;115;;;;;;;;;;;;Нет;;ВР001007508;;4;72,5;;Интерьерный декор;карнизы;;629.00
4895;карниз;1.50.266;2000;21;75;;;;;;;;;;;;Нет;;ВР001007509;;4;72,5;;Интерьерный декор;карнизы;;566.00
4896;карниз;1.50.267;2000;33;172;;;;;;;;;;;;Нет;;ВР001007510;;5;82,8;;Интерьерный декор;карнизы;;1202.00
4897;карниз;1.50.268;2000;32;170;;;;;;;;;;;;Нет;;ВР001007511;;5;82,8;;Интерьерный декор;карнизы;;1237.00
4898;карниз;1.50.269;2000;47;220;;;;;;;;;;;;Нет;;ВР001007512;;5;82,8;;Интерьерный декор;карнизы;;1304.00
4899;карниз;1.50.270;2000;47;220;;;;;;;;;;;;Нет;;ВР001007513;;5;82,8;;Интерьерный декор;карнизы;;1403.00
4900;карниз;1.50.271;2000;165;226;;;;;;;;;;;;Нет;;ВР002025312;;;;;Интерьерный декор;карнизы;;1798.00
4901;карниз;1.50.273;2000;130;198;;;;;;;;;;;;Нет;;ВР002025512;;;;;Интерьерный декор;карнизы;;2071.00
4902;карниз FLEX;1.50.114;2000;30;67;1500;1000;;;;;;;;;;Да;;ВР000005865;;4;72,5;;Интерьерный декор;гибкие карнизы;;1116.00
4903;карниз FLEX;1.50.115;2000;47;49;2500;2000;;;;;;;;;;Да;;ВР000005846;;4;72,5;;Интерьерный декор;гибкие карнизы;;900.00
4904;карниз FLEX;1.50.116;2000;100;100;4000;3000;;;;;;;;;;Да;;ВР000005863;;4;72,5;;Интерьерный декор;гибкие карнизы;;2273.00
4905;карниз FLEX;1.50.117;2000;105;155;3000;2500;;;;;;;;;;Да;;ВР000005856;;5;82,8;;Интерьерный декор;гибкие карнизы;;2392.00
4906;карниз FLEX;1.50.118;2000;132;131;3500;2500;;;;;;;;;;Да;;ВР000005875;;4;72,5;;Интерьерный декор;гибкие карнизы;;2525.00
4907;карниз FLEX;1.50.119;2000;50;118;2500;2000;;;;;;;;;;Да;;ВР000005873;;4;72,5;;Интерьерный декор;гибкие карнизы;;1239.00
4908;карниз FLEX;1.50.120;2000;122;143;4500;4000;;;;;;;;;;Да;;ВР000005874;;4;72,5;;Интерьерный декор;гибкие карнизы;;2592.00
4909;карниз FLEX;1.50.121;2000;51;101;1000;1000;;;;;;;;;;Да;;ВР000005853;;4;72,5;;Интерьерный декор;гибкие карнизы;;1215.00
4910;карниз FLEX;1.50.122;2000;40;50;1500;1000;;;;;;;;;;Да;;ВР000005847;;4;72,5;;Интерьерный декор;гибкие карнизы;;795.00
4911;карниз FLEX;1.50.100;2000;55;64;3000;2500;;;;;;;;;;Да;;ВР000005843;;4;72,5;;Интерьерный декор;гибкие карнизы;;1118.00
4912;карниз FLEX;1.50.102;2000;74;72;3500;3500;;;;;;;;;;Да;;ВР000005914;;4;72,5;;Интерьерный декор;гибкие карнизы;;884.00
4913;карниз FLEX;1.50.103;2000;50;50;1500;1000;;;;;;;;;;Да;;ВР000005908;;4;93;;Интерьерный декор;гибкие карнизы;;891.00
4914;карниз FLEX;1.50.104;2000;76;114;2500;1500;;;;;;;;;;Да;;ВР000005862;;4;72,5;;Интерьерный декор;гибкие карнизы;;2213.00
4915;карниз FLEX;1.50.105;2000;63;60;3000;2500;;;;;;;;;;Да;;ВР000005897;;4;72,5;;Интерьерный декор;гибкие карнизы;;1089.00
4916;карниз FLEX;1.50.106;2000;90;72;3000;2500;;;;;;;;;;Да;;ВР000006081;;4;72,5;;Интерьерный декор;гибкие карнизы;;1174.00
4917;карниз FLEX;1.50.107;2000;108;148;4500;4000;;;;;;;;;;Да;;ВР000005909;;5;82,8;;Интерьерный декор;гибкие карнизы;;2326.00
4918;карниз FLEX;1.50.109;2000;188;84;5000;4500;;;;;;;;;;Да;;ВР000005883;;4;72,5;;Интерьерный декор;гибкие карнизы;;2525.00
4919;карниз FLEX;1.50.110;2000;192;162;4500;4000;;;;;;;;;;Да;;ВР000005887;;5;82,8;;Интерьерный декор;гибкие карнизы;;2858.00
4920;карниз FLEX;1.50.111;2000;113;116;3500;2500;;;;;;;;;;Да;;ВР000005864;;4;72,5;;Интерьерный декор;гибкие карнизы;;2338.00
4921;карниз FLEX;1.50.112;2000;39;75;1500;1000;;;;;;;;;;Да;;ВР000005861;;4;72,5;;Интерьерный декор;гибкие карнизы;;1158.00
4922;карниз FLEX;1.50.113;2000;81;84;4000;3000;;;;;;;;;;Да;;ВР000005851;;4;72,5;;Интерьерный декор;гибкие карнизы;;1227.00
4923;карниз FLEX;1.50.123;2000;30;30;1000;550;;;;;;;;;;Да;;ВР000005872;;4;72,5;;Интерьерный декор;гибкие карнизы;;823.00
4924;карниз FLEX;1.50.124;2000;57;115;1500;1500;;;;;;;;;;Да;;ВР000005877;;4;72,5;;Интерьерный декор;гибкие карнизы;;2110.00
4925;карниз FLEX;1.50.125;2000;87;90;2500;2000;;;;;;;;;;Да;;ВР000005878;;4;72,5;;Интерьерный декор;гибкие карнизы;;1731.00
4926;карниз FLEX;1.50.126;2000;95;91;2000;1500;;;;;;;;;;Да;;ВР000005907;;;;;Интерьерный декор;гибкие карнизы;;1213.00
4927;карниз FLEX;1.50.127;2000;48;90;2000;1500;;;;;;;;;;Да;;ВР000005882;;4;72,5;;Интерьерный декор;гибкие карнизы;;1174.00
4928;карниз FLEX;1.50.128;1970;67;146;1500;2000;;;;;;;;;;Да;;ВР000005880;;4;72,5;;Интерьерный декор;гибкие карнизы;;2060.00
4929;карниз FLEX;1.50.129;2000;75;86;2500;1500;;;;;;;;;;Да;;ВР000005913;;4;72,5;;Интерьерный декор;гибкие карнизы;;1186.00
4930;карниз FLEX;1.50.130;2000;30;32;1000;550;;;;;;;;;;Да;;ВР000005845;;4;72,5;;Интерьерный декор;гибкие карнизы;;831.00
4931;карниз FLEX;1.50.131;2000;135;60;3000;2500;;;;;;;;;;Да;;ВР000005854;;4;72,5;;Интерьерный декор;гибкие карнизы;;2026.00
4932;карниз FLEX;1.50.132;2000;117;217;2500;3000;;;;;;;;;;Да;;ВР000005858;;5;82,8;;Интерьерный декор;гибкие карнизы;;3023.00
4933;карниз FLEX;1.50.133;2000;116;119;3500;2500;;;;;;;;;;Да;;ВР000005855;;5;82,8;;Интерьерный декор;гибкие карнизы;;2060.00
4934;карниз FLEX;1.50.134;2000;193;149;4500;4000;;;;;;;;;;Да;;ВР000005857;;5;82,8;;Интерьерный декор;гибкие карнизы;;2924.00
4935;карниз FLEX;1.50.135;2000;161;41;550;550;2500;;;;;;;;;Да;;ВР000005871;;4;72,5;;Интерьерный декор;гибкие карнизы;;2128.00
4936;карниз FLEX;1.50.136;2000;62;166;550;550;;;;;;;;;;Да;;ВР000005879;;5;82,8;;Интерьерный декор;гибкие карнизы;;2360.00
4937;карниз FLEX;1.50.137;2000;183;190;4500;4000;;;;;;;;;;Да;;ВР000005876;;5;82,8;;Интерьерный декор;гибкие карнизы;;3090.00
4938;карниз FLEX;1.50.138;2000;156;161;4000;3500;;;;;;;;;;Да;;ВР000005881;;5;82,8;;Интерьерный декор;гибкие карнизы;;2592.00
4939;карниз FLEX;1.50.139;2000;99;99;2500;2000;;;;;;;;;;Да;;ВР000006252;;4;72,5;;Интерьерный декор;гибкие карнизы;;2005.00
4940;карниз FLEX;1.50.140;2000;57;57;2000;1500;;;;;;;;;;Да;;ВР000005848;;4;72,5;;Интерьерный декор;гибкие карнизы;;1154.00
4941;карниз FLEX;1.50.141;2000;70;71;2000;1500;;;;;;;;;;Да;;ВР000005911;;4;72,5;;Интерьерный декор;гибкие карнизы;;1154.00
4942;карниз FLEX;1.50.142;2000;196;45;550;550;2500;;;;;;;;;Да;;ВР000005890;;4;72,5;;Интерьерный декор;гибкие карнизы;;2592.00
4943;карниз FLEX;1.50.143;2000;69;74;2000;1500;;;;;;;;;;Да;;ВР000006083;;4;72,5;;Интерьерный декор;гибкие карнизы;;1133.00
4944;карниз FLEX;1.50.144;2000;82;80;2500;1500;;;;;;;;;;Да;;ВР000005898;;4;72,5;;Интерьерный декор;гибкие карнизы;;1239.00
4945;карниз FLEX;1.50.145;2000;263;91;1500;550;4500;;;;;;;;;Да;;ВР000005891;;5;82,8;;Интерьерный декор;гибкие карнизы;;3289.00
4946;карниз FLEX;1.50.146;2000;74;148;1500;1500;;;;;;;;;;Да;;ВР000005915;;5;82,8;;Интерьерный декор;гибкие карнизы;;2094.00
4947;карниз FLEX;1.50.147;2000;127;173;4500;4500;;;;;;;;;;Да;;ВР000005892;;5;82,8;;Интерьерный декор;гибкие карнизы;;2592.00
4948;карниз FLEX;1.50.148;2000;120;116;3500;3000;;;;;;;;;;Да;;ВР000006277;;4;72,5;;Интерьерный декор;гибкие карнизы;;2203.00
4949;карниз FLEX;1.50.149;2000;188;185;4500;4000;;;;;;;;;;Да;;ВР001022450;;;;;Интерьерный декор;гибкие карнизы;;3340.00
4950;карниз FLEX;1.50.150;2000;40;41;1500;1000;;;;;;;;;;Да;;ВР000005844;;4;72,5;;Интерьерный декор;гибкие карнизы;;847.00
4951;карниз FLEX;1.50.151;2000;172;144;3500;3500;;;;;;;;;;Да;;ВР001022119;;;;;Интерьерный декор;гибкие карнизы;;3340.00
4952;карниз FLEX;1.50.152;2000;172;155;3500;3500;;;;;;;;;;Да;;ВР001022120;;;;;Интерьерный декор;гибкие карнизы;;3340.00
4953;карниз FLEX;1.50.153;2000;170;160;3000;2500;;;;;;;;;;Да;;ВР001022121;;;;;Интерьерный декор;гибкие карнизы;;3340.00
4954;карниз FLEX;1.50.154;2000;23;23;1000;550;;;;;;;;;;Да;;ВР001022868;;;;;Интерьерный декор;гибкие карнизы;;773.00
4955;карниз FLEX;1.50.155;2000;17;26;550;550;;;;;;;;;;Да;;ВР001022867;;;;;Интерьерный декор;гибкие карнизы;;766.00
4956;карниз FLEX;1.50.156;2000;31;31;550;550;;;;;;;;;;Да;;ВР001022866;;;;;Интерьерный декор;гибкие карнизы;;852.00
4957;карниз FLEX;1.50.157;2000;31;33;1000;550;;;;;;;;;;Да;;ВР001022865;;;;;Интерьерный декор;гибкие карнизы;;792.00
