IE_XML_ID;IE_NAME;IP_PROP142;IP_PROP144;IP_PROP143;IP_PROP145;IP_PROP146;IP_PROP147;IP_PROP148;IP_PROP149;IP_PROP150;IP_PROP151;IP_PROP152;IP_PROP153;IP_PROP154;IP_PROP155;IP_PROP156;IP_PROP157;IP_PROP159;IP_PROP160;IP_PROP162;IP_PROP163;IP_PROP164;IP_PROP167;IC_GROUP0;IC_GROUP1;IC_GROUP2;CV_PRICE_1
4958;карниз FLEX;1.50.158;2000;33;33;1000;550;;;;;;;;;;Да;;ВР001022864;;;;;Интерьерный декор;гибкие карнизы;;799.00
4959;карниз FLEX;1.50.159;2000;22;45;1000;550;;;;;;;;;;Да;;ВР001022863;;;;;Интерьерный декор;гибкие карнизы;;821.00
4960;карниз FLEX;1.50.160;2000;70;51;2000;1500;;;;;;;;;;Да;;ВР000005849;;4;72,5;;Интерьерный декор;гибкие карнизы;;1089.00
4961;карниз FLEX;1.50.162;2000;61;84;2000;1500;;;;;;;;;;Да;;ВР000005884;;4;72,5;;Интерьерный декор;гибкие карнизы;;1133.00
4962;карниз FLEX;1.50.163;2000;68;149;2000;2000;;;;;;;;;;Да;;ВР000005889;;4;72,5;;Интерьерный декор;гибкие карнизы;;2176.00
4963;карниз FLEX;1.50.164;2000;126;126;3500;3000;;;;;;;;;;Да;;ВР000005886;;4;72,5;;Интерьерный декор;гибкие карнизы;;2392.00
4964;карниз FLEX;1.50.165;2000;81;82;2500;2000;;;;;;;;;;Да;;ВР000005850;;4;72,5;;Интерьерный декор;гибкие карнизы;;1138.00
4965;карниз FLEX;1.50.166;2000;87;142;2500;2500;;;;;;;;;;Да;;ВР000005888;;4;72,5;;Интерьерный декор;гибкие карнизы;;2307.00
4966;карниз FLEX;1.50.168;2000;119;120;3000;3000;;;;;;;;;;Да;;ВР000005893;;4;72,5;;Интерьерный декор;гибкие карнизы;;2338.00
4967;карниз FLEX;1.50.169;2000;95;102;2500;2000;;;;;;;;;;Да;;ВР000006092;;4;72,5;;Интерьерный декор;гибкие карнизы;;2203.00
4968;карниз FLEX;1.50.170;2000;114;79;2500;2000;;;;;;;;;;Да;;ВР000005852;;4;72,5;;Интерьерный декор;гибкие карнизы;;1251.00
4969;карниз FLEX;1.50.171;2000;30;45;1000;550;;;;;;;;;;Да;;ВР001022862;;;;;Интерьерный декор;гибкие карнизы;;817.00
4970;карниз FLEX;1.50.172;2000;47;44;1500;1000;;;;;;;;;;Да;;ВР001022861;;;;;Интерьерный декор;гибкие карнизы;;845.00
4971;карниз FLEX;1.50.173;2000;40;55;1500;1000;;;;;;;;;;Да;;ВР001022860;;;;;Интерьерный декор;гибкие карнизы;;852.00
4972;карниз FLEX;1.50.174;2000;37;62;1500;1000;;;;;;;;;;Да;;ВР001022859;;;;;Интерьерный декор;гибкие карнизы;;869.00
4973;карниз FLEX;1.50.175;2000;119;134;2500;2000;;;;;;;;;;Да;;ВР000005868;;4;72,5;;Интерьерный декор;гибкие карнизы;;2326.00
4974;карниз FLEX;1.50.176;2000;67;131;1500;2000;;;;;;;;;;Да;;ВР000005910;;4;72,5;;Интерьерный декор;гибкие карнизы;;2128.00
4975;карниз FLEX;1.50.177;2000;55;120;1500;1500;;;;;;;;;;Да;;ВР000006276;;4;72,5;;Интерьерный декор;гибкие карнизы;;1267.00
4976;карниз FLEX;1.50.180;2000;93;121;2500;2000;;;;;;;;;;Да;;ВР000005866;;4;72,5;;Интерьерный декор;гибкие карнизы;;2159.00
4977;карниз FLEX;1.50.181;2000;39;75;1500;1000;;;;;;;;;;Да;;ВР001023419;;;;;Интерьерный декор;гибкие карнизы;;1215.00
4978;карниз FLEX;1.50.182;2000;41;68;1500;1000;;;;;;;;;;Да;;ВР001023420;;;;;Интерьерный декор;гибкие карнизы;;1193.00
4979;карниз FLEX;1.50.183;2000;84;97;2000;1500;;;;;;;;;;Да;;ВР001023421;;;;;Интерьерный декор;гибкие карнизы;;1298.00
4980;карниз FLEX;1.50.184;2000;72;74;2000;1500;;;;;;;;;;Да;;ВР001023422;;;;;Интерьерный декор;гибкие карнизы;;1298.00
4981;карниз FLEX;1.50.185;2000;98;115;2000;1500;;;;;;;;;;Да;;ВР001023423;;;;;Интерьерный декор;гибкие карнизы;;2273.00
4982;карниз FLEX;1.50.186;2000;56;83;1500;1000;;;;;;;;;;Да;;ВР001023424;;;;;Интерьерный декор;гибкие карнизы;;1298.00
4983;карниз FLEX;1.50.187;2000;51;52;1500;1000;;;;;;;;;;Да;;ВР001023425;;;;;Интерьерный декор;гибкие карнизы;;1151.00
4984;карниз FLEX;1.50.188;2000;50;53;1500;1000;;;;;;;;;;Да;;ВР001023694;;;;;Интерьерный декор;гибкие карнизы;;1151.00
4985;карниз FLEX;1.50.190;2000;40;25;1000;550;;;;;;;;;;Да;;ВР001024051;;;;;Интерьерный декор;гибкие карнизы;;861.00
4986;карниз FLEX;1.50.191;2000;40;25;1000;550;;;;;;;;;;Да;;ВР001024052;;;;;Интерьерный декор;гибкие карнизы;;843.00
4987;карниз FLEX;1.50.192;2000;70;40;1500;1000;;;;;;;;;;Да;;ВР002025146;;;;;Интерьерный декор;гибкие карнизы;;1173.00
4988;карниз FLEX;1.50.193;2000;55;91;1500;1000;;;;;;;;;;Да;;ВР002025143;;;;;Интерьерный декор;гибкие карнизы;;2073.00
4989;карниз FLEX;1.50.194;2000;51;52;1500;1000;;;;;;;;;;Да;;ВР002025138;;;;;Интерьерный декор;гибкие карнизы;;1118.00
4990;карниз FLEX;1.50.195;2000;55;55;1500;1000;;;;;;;;;;Да;;ВР002025295;;;;;Интерьерный декор;гибкие карнизы;;1215.00
4991;карниз FLEX;1.50.197;2000;76;73;2000;1000;;;;;;;;;;Да;;ВР002025292;;;;;Интерьерный декор;гибкие карнизы;;1298.00
4992;карниз FLEX;1.50.200;2000;55;55;1500;1000;;;;;;;;;;Да;;ВР002025311;;;;;Интерьерный декор;гибкие карнизы;;1151.00
4993;карниз FLEX;1.50.202;2000;103;97;2500;1500;;;;;;;;;;Да;;ВР002025340;;;;;Интерьерный декор;гибкие карнизы;;2073.00
4994;карниз FLEX;1.50.203;2000;129;115;2500;1500;;;;;;;;;;Да;;ВР002025342;;;;;Интерьерный декор;гибкие карнизы;;2339.00
4995;карниз FLEX;1.50.209;2000;121;150;4000;3500;;;;;;;;;;Да;;ВР000005859;;5;82,8;;Интерьерный декор;гибкие карнизы;;2691.00
4996;карниз FLEX;1.50.210;2000;121;155;4000;3500;;;;;;;;;;Да;;ВР000005860;;5;82,8;;Интерьерный декор;гибкие карнизы;;2812.00
4997;карниз FLEX;1.50.220;2000;122;127;4000;3500;;;;;;;;;;Да;;ВР000005867;;4;72,5;;Интерьерный декор;гибкие карнизы;;2493.00
4998;карниз FLEX;1.50.221;2000;140;150;4000;3500;;;;;;;;;;Да;;ВР000005869;;4;72,5;;Интерьерный декор;гибкие карнизы;;2921.00
4999;карниз FLEX;1.50.222;2000;161;170;4500;4000;;;;;;;;;;Да;;ВР000005870;;5;82,8;;Интерьерный декор;гибкие карнизы;;3221.00
5000;карниз FLEX;1.50.250;2000;73;164;1500;2000;;;;;;;;;;Да;;ВР000005895;;5;82,8;;Интерьерный декор;гибкие карнизы;;2138.00
5001;карниз FLEX;1.50.251;2000;55;70;1500;1500;;;;;;;;;;Да;;ВР000005900;;4;72,5;;Интерьерный декор;гибкие карнизы;;813.00
5002;карниз FLEX;1.50.252;2000;119;120;3000;2500;;;;;;;;;;Да;;ВР000005885;;4;72,5;;Интерьерный декор;гибкие карнизы;;2459.00
5003;карниз FLEX;1.50.253;2000;66;108;2500;2000;;;;;;;;;;Да;;ВР000005896;;4;72,5;;Интерьерный декор;гибкие карнизы;;1215.00
5004;карниз FLEX;1.50.254;2000;93;130;2500;2000;;;;;;;;;;Да;;ВР000005899;;4;72,5;;Интерьерный декор;гибкие карнизы;;1835.00
5005;карниз FLEX;1.50.255;2000;82;127;3500;3000;;;;;;;;;;Да;;ВР000005901;;4;72,5;;Интерьерный декор;гибкие карнизы;;2065.00
5006;карниз FLEX;1.50.256;2000;134;173;4000;3500;;;;;;;;;;Да;;ВР000005902;;5;82,8;;Интерьерный декор;гибкие карнизы;;2372.00
5007;карниз FLEX;1.50.257;2000;39;39;1000;1000;1000;;;;;;;;;Да;;ВР000005903;;4;72,5;;Интерьерный декор;гибкие карнизы;;840.00
5008;карниз FLEX;1.50.258;2000;25;27;550;550;;;;;;;;;;Да;;ВР000005904;;4;72,5;;Интерьерный декор;гибкие карнизы;;777.00
5009;карниз FLEX;1.50.259;2000;36;81;1500;1500;;;;;;;;;;Да;;ВР000005905;;4;72,5;;Интерьерный декор;гибкие карнизы;;1114.00
5010;карниз FLEX;1.50.260;2000;133;166;3500;2500;;;;;;;;;;Да;;ВР001002940;;;;;Интерьерный декор;гибкие карнизы;;2880.00
5011;карниз FLEX;1.50.261;1980;102;101;3500;3000;;;;;;;;;;Да;;ВР001002929;;;;;Интерьерный декор;гибкие карнизы;;2134.00
5012;карниз FLEX;1.50.262;2000;50;120;1000;1000;;;;;;;;;;Да;;ВР001002939;;;;;Интерьерный декор;гибкие карнизы;;2396.00
5013;карниз FLEX;1.50.264;2000;170;170;5000;4500;;;;;;;;;;Да;;ВР001002938;;5;82,8;;Интерьерный декор;гибкие карнизы;;2939.00
5014;карниз FLEX;1.50.265;2000;21;115;550;550;2500;;;;;;;;;Да;;ВР001008167;;;;;Интерьерный декор;гибкие карнизы;;1257.00
5015;карниз FLEX;1.50.266;2000;21;75;550;550;1500;;;;;;;;;Да;;ВР001008165;;;;карниз гибкий;Интерьерный декор;гибкие карнизы;;1130.00
5016;карниз FLEX;1.50.267;2000;33;172;550;550;4500;;;;;;;;;Да;;ВР001008162;;;;;Интерьерный декор;гибкие карнизы;;2404.00
5017;карниз FLEX;1.50.268;2000;32;170;550;550;4500;;;;;;;;;Да;;ВР001008163;;;;;Интерьерный декор;гибкие карнизы;;2473.00
5018;карниз FLEX;1.50.269;2000;47;220;550;550;4500;;;;;;;;;Да;;ВР001008164;;;;;Интерьерный декор;гибкие карнизы;;2606.00
5019;карниз FLEX;1.50.270;2000;47;220;550;50;4500;;;;;;;;;Да;;ВР001008166;;;;;Интерьерный декор;гибкие карнизы;;2805.00
5020;молдинг;1.51.311;2000;;86;;;;20;;;;;;;;Нет;;ВР000001522;;4;72,5;;Интерьерный декор;молдинги;;807.00
5021;молдинг;1.51.314;2000;;66;;;;19;;;;;;;;Нет;;ВР000001642;;4;72,5;;Интерьерный декор;молдинги;;488.00
5022;молдинг;1.51.327;2000;;80;;;;21;;;;;;;;Нет;;ВР000004028;;4;72,5;;Интерьерный декор;молдинги;;666.00
5023;молдинг;1.51.301;2000;;42;;;;16;;;;;;;;Нет;;ВР000001059;;4;72,5;;Интерьерный декор;молдинги;;461.00
5024;молдинг;1.51.305;2000;;28;;;;15;;;;;;;;Нет;;ВР000001062;;4;72,5;;Интерьерный декор;молдинги;;401.00
5025;молдинг;1.51.321;2000;;19;;;;9;;;;;;;;Нет;;ВР000005725;;4;72,5;;Интерьерный декор;молдинги;;378.00
5026;молдинг;1.51.400;2000;;44;;;;16;;;;;;;;Нет;;ВР000005827;;4;72,5;;Интерьерный декор;молдинги;;403.00
5027;молдинг;1.51.302;2000;;60;;;;26;;;;;;;;Нет;;ВР000001060;;4;72,5;;Интерьерный декор;молдинги;;516.00
5028;молдинг;1.51.303;2000;;82;;;;20;;;;;;;;Нет;;ВР000001061;;4;72,5;;Интерьерный декор;молдинги;;523.00
5029;молдинг;1.51.304;2000;;51;;;;26;;;;;;;;Нет;;ВР000001167;;4;72,5;;Интерьерный декор;молдинги;;498.00
5030;молдинг;1.51.306;2000;;31;;;;10;;;;;;;;Нет;;ВР000001064;;4;72,5;;Интерьерный декор;молдинги;;412.00
5031;молдинг;1.51.307;2000;;95;;;;26;;;;;;;;Нет;;ВР000001065;;4;72,5;;Интерьерный декор;молдинги;;781.00
5032;молдинг;1.51.324;2000;;54;;;;12;;;;;;;;Нет;;ВР000002932;;4;72,5;;Интерьерный декор;молдинги;;378.00
5033;молдинг;1.51.352;2000;;36;;;;21;;;;;;;;Нет;;ВР000005503;;4;72,5;;Интерьерный декор;молдинги;;467.00
5034;молдинг;1.51.325;2000;;125;;;;15;;;;;;;;Нет;;ВР000002935;;4;72,5;;Интерьерный декор;молдинги;;833.00
5035;молдинг;1.51.312;2000;;40;;;;19;;;;;;;;Нет;;ВР000001595;;4;72,5;;Интерьерный декор;молдинги;;460.00
5036;молдинг;1.51.332;2000;;50;;;;16;;;;;;;;Нет;;ВР001023823;;4;72,5;;Интерьерный декор;молдинги;;618.00
5037;молдинг;1.51.350;2000;;139;;;;37;;;;;;;;Нет;;ВР000005488;;4;72,5;;Интерьерный декор;молдинги;;839.00
5038;молдинг;1.51.326;2000;;51;;;;28;;;;;;;;Нет;;ВР000004305;;4;72,5;;Интерьерный декор;молдинги;;481.00
5039;молдинг;1.51.308;2000;;41;;;;20;;;;;;;;Нет;;ВР000001175;;4;72,5;;Интерьерный декор;молдинги;;460.00
5040;молдинг;1.51.309;2000;;74;;;;22;;;;;;;;Нет;;ВР000001170;;4;72,5;;Интерьерный декор;молдинги;;657.00
5041;молдинг;1.51.310;2000;;96;;;;20;;;;;;;;Нет;;ВР000001183;;4;72,5;;Интерьерный декор;молдинги;;781.00
5042;молдинг;1.51.313;2000;;53;;;;20;;;;;;;;Нет;;ВР000004235;;4;72,5;;Интерьерный декор;молдинги;;488.00
5043;молдинг;1.51.315;2000;;75;;;;22;;;;;;;;Нет;;ВР000001942;;4;72,5;;Интерьерный декор;молдинги;;505.00
5044;молдинг;1.51.316;2000;;90;;;;19;;;;;;;;Нет;;ВР000002045;;4;72,5;;Интерьерный декор;молдинги;;467.00
5045;молдинг;1.51.317;2000;;101;;;;20;;;;;;;;Нет;;ВР000002067;;4;72,5;;Интерьерный декор;молдинги;;740.00
5046;молдинг;1.51.318;2000;;65;;;;32;;;;;;;;Нет;;ВР000002158;;4;72,5;;Интерьерный декор;молдинги;;523.00
5047;молдинг;1.51.319;2000;;124;;;;30;;;;;;;;Нет;;ВР000002566;;4;72,5;;Интерьерный декор;молдинги;;846.00
5048;молдинг;1.51.320;2000;;112;;;;20;;;;;;;;Нет;;ВР000002330;;4;72,5;;Интерьерный декор;молдинги;;807.00
5049;молдинг;1.51.322;2000;;25;;;;13;;;;;;;;Нет;;ВР001022869;;4;72,5;;Интерьерный декор;молдинги;;385.00
5050;молдинг;1.51.328;2000;;47;;;;31;;;;;;;;Нет;;ВР000005631;;4;72,5;;Интерьерный декор;молдинги;;481.00
5051;молдинг;1.51.330;2000;;60;;;;28;;;;;;;;Нет;;ВР000004389;;4;72,5;;Интерьерный декор;молдинги;;508.00
5052;молдинг;1.51.333;2000;;57;;;;27;;;;;;;;Нет;;ВР000004893;;4;72,5;;Интерьерный декор;молдинги;;498.00
5053;молдинг;1.51.340;2000;;78;;;;27;;;;;;;;Нет;;ВР000002481;;4;72,5;;Интерьерный декор;молдинги;;476.00
5054;молдинг;1.51.341;2000;;76;;;;20;;;;;;;;Нет;;ВР001007514;;4;72,5;;Интерьерный декор;молдинги;;667.00
5055;молдинг;1.51.342;2000;;75;;;;16;;;;;;;;Нет;;ВР001007515;;4;72,5;;Интерьерный декор;молдинги;;667.00
5056;молдинг;1.51.343;2000;;75;;;;12;;;;;;;;Нет;;ВР001007516;;4;72,5;;Интерьерный декор;молдинги;;618.00
5057;молдинг;1.51.344;2000;;90;;;;18;;;;;;;;Нет;;ВР001007518;;4;72,5;;Интерьерный декор;молдинги;;667.00
5058;молдинг;1.51.351;2000;;58;;;;29;;;;;;;;Нет;;ВР000005561;;4;72,5;;Интерьерный декор;молдинги;;495.00
5059;молдинг;1.51.380;2000;;220;;;;34;;;;;;;;Нет;;ВР000004027;;5;82,8;;Интерьерный декор;молдинги;;1111.00
5060;молдинг;1.51.401;2000;;22;;;;12;;;;;;;;Нет;;ВР000005728;;4;72,5;;Интерьерный декор;молдинги;;380.00
5061;молдинг;1.51.323;2000;;32;;;;10;;;;;;;;Нет;;ВР001022870;;;;;Интерьерный декор;молдинги;;391.00
5062;молдинг;1.51.339;2000;;56;;;;38;;;;;;;;Нет;;ВР001023833;;4;72,5;;Интерьерный декор;молдинги;;631.00
5063;молдинг;1.51.331;2000;;67;;;;20;;;;;;;;Нет;;ВР001023821;;4;72,5;;Интерьерный декор;молдинги;;596.00
5064;молдинг;1.51.336;2000;;66;;;;12;;;;;;;;Нет;;ВР001023829;;4;72,5;;Интерьерный декор;молдинги;;618.00
5065;молдинг;1.51.334;2000;;33;;;;14;;;;;;;;Нет;;ВР001023825;;4;72,2;;Интерьерный декор;молдинги;;468.00
5066;молдинг;1.51.335;2000;;75;;;;16;;;;;;;;Нет;;ВР001023827;;4;72,5;;Интерьерный декор;молдинги;;516.00
5067;молдинг;1.51.337;2000;;78;;;;14;;;;;;;;Нет;;ВР001023831;;4;72,5;;Интерьерный декор;молдинги;;728.00
5068;молдинг;1.51.348;2000;;49;;;;25;;;;;;;;Нет;;ВР002025333;;;;;Интерьерный декор;молдинги;;488.00
5069;молдинг;1.51.349;2000;;105;;;;20;;;;;;;;Нет;;ВР002025335;;;;;Интерьерный декор;молдинги;;820.00
5070;молдинг;1.51.329;2000;;23;;;;12;;;;;;;;Нет;;ВР001023819;;;;;Интерьерный декор;молдинги;;400.00
5071;молдинг;1.51.347;2000;;91;;;;27;;;;;;;;Нет;;ВР002025135;;;;;Интерьерный декор;молдинги;;768.00
5072;молдинг;1.51.355;2000;;102;;;;33;;;;;;;;Нет;;ВР002025434;;;;;Интерьерный декор;молдинги;;794.00
5073;молдинг;1.51.354;2000;;68;;;;26;;;;;;;;Нет;;ВР002025432;;;;;Интерьерный декор;молдинги;;506.00
5074;молдинг FLEX;1.51.311;2000;;86;550;550;1500;20;;;;;;;;Да;;ВР000005927;;4;72,5;;Интерьерный декор;гибкие молдинги;;1612.00
5075;молдинг FLEX;1.51.314;2000;;66;550;550;1500;19;;;;;;;;Да;;ВР000005928;;4;72,5;;Интерьерный декор;гибкие молдинги;;976.00
5076;молдинг FLEX;1.51.327;2000;;80;550;550;1000;21;;;;;;;;Да;;ВР000005938;;4;72,5;;Интерьерный декор;гибкие молдинги;;1331.00
5077;молдинг FLEX;1.51.301;2000;;42;550;550;550;16;;;;;;;;Да;;ВР000005917;;4;72,5;;Интерьерный декор;гибкие молдинги;;922.00
5078;молдинг FLEX;1.51.305;2000;;28;550;550;550;15;;;;;;;;Да;;ВР000005916;;4;72,5;;Интерьерный декор;гибкие молдинги;;801.00
5079;молдинг FLEX;1.51.321;2000;;19;550;550;550;9;;;;;;;;Да;;ВР000005947;;4;72,5;;Интерьерный декор;гибкие молдинги;;755.00
5080;молдинг FLEX;1.51.400;2000;;44;550;550;550;16;;;;;;;;Да;;ВР000006106;;4;72,5;;Интерьерный декор;гибкие молдинги;;807.00
5081;молдинг FLEX;1.51.302;2000;;60;550;550;1000;26;;;;;;;;Да;;ВР000005918;;4;72,5;;Интерьерный декор;гибкие молдинги;;1031.00
5082;молдинг FLEX;1.51.303;2000;;82;550;550;1500;20;;;;;;;;Да;;ВР000005919;;4;72,5;;Интерьерный декор;гибкие молдинги;;1045.00
5083;молдинг FLEX;1.51.304;2000;;51;550;550;550;26;;;;;;;;Да;;ВР000005921;;4;72,5;;Интерьерный декор;гибкие молдинги;;995.00
5084;молдинг FLEX;1.51.306;2000;;31;550;550;550;10;;;;;;;;Да;;ВР000005924;;4;72,5;;Интерьерный декор;гибкие молдинги;;823.00
5085;молдинг FLEX;1.51.307;2000;;95;550;550;1500;26;;;;;;;;Да;;ВР000005920;;4;72,5;;Интерьерный декор;гибкие молдинги;;1561.00
5086;молдинг FLEX;1.51.324;2000;;54;550;550;1500;12;;;;;;;;Да;;ВР000005936;;4;72,5;;Интерьерный декор;гибкие молдинги;;755.00
5087;молдинг FLEX;1.51.352;2000;;36;550;550;550;21;;;;;;;;Да;;ВР000005945;;4;72,5;;Интерьерный декор;гибкие молдинги;;932.00
5088;молдинг FLEX;1.51.325;2000;;125;550;550;2500;15;;;;;;;;Да;;ВР000005941;;4;72,5;;Интерьерный декор;гибкие молдинги;;1666.00
5089;молдинг FLEX;1.51.312;2000;;40;550;550;1500;19;;;;;;;;Да;;ВР000005926;;4;72,5;;Интерьерный декор;гибкие молдинги;;920.00
5090;молдинг FLEX;1.51.332;2000;;50;550;550;1000;16;;;;;;;;Да;;ВР001023824;;;;;Интерьерный декор;гибкие молдинги;;1235.00
5091;молдинг FLEX;1.51.350;2000;;139;550;550;2500;37;;;;;;;;Да;;ВР000005943;;4;72,5;;Интерьерный декор;гибкие молдинги;;1678.00
5092;молдинг FLEX;1.51.326;2000;;51;550;550;550;28;;;;;;;;Да;;ВР000005940;;4;72,5;;Интерьерный декор;гибкие молдинги;;961.00
5093;молдинг FLEX;1.51.308;2000;;41;550;550;550;20;;;;;;;;Да;;ВР000005922;;4;72,5;;Интерьерный декор;гибкие молдинги;;920.00
5094;молдинг FLEX;1.51.309;2000;;74;550;550;550;22;;;;;;;;Да;;ВР000005923;;4;72,5;;Интерьерный декор;гибкие молдинги;;1315.00
5095;молдинг FLEX;1.51.310;2000;;96;550;550;1500;20;;;;;;;;Да;;ВР000005925;;4;72,5;;Интерьерный декор;гибкие молдинги;;1561.00
5096;молдинг FLEX;1.51.313;2000;;53;550;550;550;20;;;;;;;;Да;;ВР000005939;;4;72,5;;Интерьерный декор;гибкие молдинги;;976.00
5097;молдинг FLEX;1.51.315;2000;;75;550;550;1000;22;;;;;;;;Да;;ВР000005929;;4;72,5;;Интерьерный декор;гибкие молдинги;;1009.00
5098;молдинг FLEX;1.51.316;2000;;90;550;550;1500;19;;;;;;;;Да;;ВР000005930;;4;72,5;;Интерьерный декор;гибкие молдинги;;932.00
5099;молдинг FLEX;1.51.317;2000;;101;550;550;1500;20;;;;;;;;Да;;ВР000005931;;4;72,5;;Интерьерный декор;гибкие молдинги;;1479.00
5100;молдинг FLEX;1.51.318;2000;;65;550;550;550;32;;;;;;;;Да;;ВР000005932;;4;72,5;;Интерьерный декор;гибкие молдинги;;1045.00
5101;молдинг FLEX;1.51.319;2000;;124;550;550;1500;30;;;;;;;;Да;;ВР000005937;;4;72,5;;Интерьерный декор;гибкие молдинги;;1692.00
5102;молдинг FLEX;1.51.320;2000;;112;550;550;1500;20;;;;;;;;Да;;ВР000005933;;4;72,5;;Интерьерный декор;гибкие молдинги;;1612.00
5103;молдинг FLEX;1.51.322;2000;;25;550;550;550;13;;;;;;;;Да;;ВР001022872;;;;;Интерьерный декор;гибкие молдинги;;770.00
5104;молдинг FLEX;1.51.328;2000;;47;550;550;550;31;;;;;;;;Да;;ВР000005946;;4;72,5;;Интерьерный декор;гибкие молдинги;;961.00
5105;молдинг FLEX;1.51.330;2000;;60;550;550;550;28;;;;;;;;Да;;ВР000005951;;4;72,5;;Интерьерный декор;гибкие молдинги;;1015.00
5106;молдинг FLEX;1.51.333;2000;;57;550;550;550;27;;;;;;;;Да;;ВР000005942;;4;72,5;;Интерьерный декор;гибкие молдинги;;995.00
5107;молдинг FLEX;1.51.340;2000;;78;550;550;1000;27;;;;;;;;Да;;ВР000005934;;4;72,5;;Интерьерный декор;гибкие молдинги;;952.00
5108;молдинг FLEX;1.51.341;2000;;76;550;550;1000;20;;;;;;;;Да;;ВР001008158;;;;;Интерьерный декор;гибкие молдинги;;1334.00
5109;молдинг FLEX;1.51.342;2000;;75;550;550;1500;16;;;;;;;;Да;;ВР001008159;;;;;Интерьерный декор;гибкие молдинги;;1334.00
5110;молдинг FLEX;1.51.343;2000;;75;550;550;1500;12;;;;;;;;Да;;ВР001008161;;;;;Интерьерный декор;гибкие молдинги;;1235.00
5111;молдинг FLEX;1.51.344;2000;;90;550;550;1500;18;;;;;;;;Да;;ВР001008160;;;;;Интерьерный декор;гибкие молдинги;;1334.00
5112;молдинг FLEX;1.51.351;2000;;58;550;550;550;29;;;;;;;;Да;;ВР000005944;;4;72,5;;Интерьерный декор;гибкие молдинги;;990.00
5113;молдинг FLEX;1.51.380;2000;;220;550;550;3500;34;;;;;;;;Да;;ВР000005935;;5;82,8;;Интерьерный декор;гибкие молдинги;;2222.00
5114;молдинг FLEX;1.51.401;2000;;22;550;550;550;12;;;;;;;;Да;;ВР000005948;;4;72,5;;Интерьерный декор;гибкие молдинги;;761.00
5115;молдинг FLEX;1.51.323;2000;;32;550;550;550;10;;;;;;;;Да;;ВР001022871;;;;;Интерьерный декор;гибкие молдинги;;781.00
5116;молдинг FLEX;1.51.339;2000;;56;550;550;1000;38;;;;;;;;Да;;ВР001023834;;;;;Интерьерный декор;гибкие молдинги;;1261.00
5117;молдинг FLEX;1.51.331;2000;;67;550;550;1000;20;;;;;;;;Да;;ВР001023822;;;;;Интерьерный декор;гибкие молдинги;;1191.00
5118;молдинг FLEX;1.51.336;2000;;66;550;550;1500;12;;;;;;;;Да;;ВР001023830;;;;;Интерьерный декор;гибкие молдинги;;1235.00
5119;молдинг FLEX;1.51.334;2000;;33;550;550;1000;14;;;;;;;;Да;;ВР001023826;;;;;Интерьерный декор;гибкие молдинги;;935.00
5120;молдинг FLEX;1.51.335;2000;;75;550;550;1000;16;;;;;;;;Да;;ВР001023828;;;;;Интерьерный декор;гибкие молдинги;;1032.00
5121;молдинг FLEX;1.51.337;2000;;78;550;550;1500;14;;;;;;;;Да;;ВР001023832;;;;;Интерьерный декор;гибкие молдинги;;1455.00
5122;молдинг FLEX;1.51.348;2000;;49;550;550;;25;;;;;;;;Да;;ВР002025334;;;;;Интерьерный декор;гибкие молдинги;;975.00
5123;молдинг FLEX;1.51.349;2000;;105;550;550;;20;;;;;;;;Да;;ВР002025336;;;;;Интерьерный декор;гибкие молдинги;;1639.00
5124;молдинг FLEX;1.51.329;2000;;23;550;550;550;12;;;;;;;;Да;;ВР001023820;;;;;Интерьерный декор;гибкие молдинги;;799.00
5125;молдинг FLEX;1.51.347;2000;;91;550;550;;27;;;;;;;;Да;;ВР002025136;;;;;Интерьерный декор;гибкие молдинги;;1536.00
5126;молдинг FLEX;1.51.355;2000;;102;550;550;;33;;;;;;;;Да;;ВР002025435;;;;;Интерьерный декор;гибкие молдинги;;1587.00
5127;молдинг FLEX;1.51.354;2000;;68;550;550;;26;;;;;;;;Да;;ВР002025433;;;;;Интерьерный декор;гибкие молдинги;;1012.00
5128;плинтус;1.53.102;2000;;150;;;;;22;;;;;;;Нет;;ВР000004322;;4;72,5;;Интерьерный декор;плинтусы;;886.00
5129;плинтус;1.53.103;2000;;109;;;;;14;;;;;;;Нет;;ВР000004323;;4;72,5;;Интерьерный декор;плинтусы;;813.00
5130;плинтус;1.53.104;2000;;120;;;;;26;;;;;;;Нет;;ВР001005248;;4;72,5;;Интерьерный декор;плинтусы;;827.00
5131;плинтус;1.53.105;2000;;160;;;;;24;;;;;;;Нет;;ВР001022003;;5;82,8;;Интерьерный декор;плинтусы;;911.00
5132;плинтус;1.53.106;2000;;70;;;;;17;;;;;;;Нет;;ВР001022873;;4;72,5;;Интерьерный декор;плинтусы;;741.00
5133;плинтус;1.53.107;2000;;80;;;;;22;;;;;;;Нет;;ВР001022874;;4;72,5;;Интерьерный декор;плинтусы;;712.00
5134;плинтус;1.53.109;2000;;98;;;;;16;;;;;;;Нет;;ВР002025436;;;;;Интерьерный декор;плинтусы;;798.00
5135;плинтус;1.53.101;2000;;110;;;;;27;;;;;;;Нет;;ВР000004321;;4;72,5;;Интерьерный декор;плинтусы;;857.00
5136;плинтус FLEX;1.53.102;2000;;150;550;550;;;22;;;;;;;Да;;ВР000005960;;;;;Интерьерный декор;гибкие плинтусы;;1771.00
