IE_XML_ID;IP_PROP144;IP_PROP151;IP_PROP152;IP_PROP153;IP_PROP142;IP_PROP143;IP_PROP145;IP_PROP150;IP_PROP154;IP_PROP155;IP_PROP156;IP_PROP162;IP_PROP149;IP_PROP146;IP_PROP147;IP_PROP148
5235;;600;600;;1.57.003;;;;;;;;70;;;
5236;;600;600;;1.57.001;;;;;;;;69;;;
5237;;702;702;;1.57.004;;;;;;;;85;;;
5238;;;;;1.58.001;;;;;;895;;112;;;
5239;;428;371;422;1.11.001;;;;;;;;;;;
5240;;225;176;232;1.11.010;;;;;;;;;;;
5241;;393;169;392;1.11.003;;;;;;;;;;;
5242;;356;270;351;1.11.002;;;;;;;;;;;
5243;;438;174;358;1.11.004;;;;;;;;;;;
5244;;269;150;269;1.11.005;;;;;;;;;;;
5245;;276;111;280;1.11.006;;;;;;186;;;;;
5246;;216;106;216;1.11.008;;;;;;;;;;;
5247;;234;92;187;1.11.009;;;;;;;;;;;
5248;;354;270;177;1.15.002;;;;;;106;;;;;
5249;;392;170;194;1.15.003;;;;;;;;;;;
5250;;438;174;180;1.15.004;;;;;;;;;;;
5251;;271;150;135;1.15.005;;;;;;;;;;;
5252;;280;110;137;1.15.006;;;;;;93;;;;;
5253;;216;105;106;1.15.008;;;;;;;;;;;
5254;;422;372;215;1.15.001;;;;;;;;;;;
5255;;234;93;93;1.15.009;;;;;;;;;;;
5256;;225;182;112;1.15.010;;;;;;;;;;;
5257;;355;220;95;1.21.003;;;;;;;;;;;
5258;;232;150;69;1.21.001;;;;;;;;;;;
5259;;420;346;112;1.21.002;;;;;;;;;;;
5260;;403;183;75;1.21.004;;;;;;;;;;;
5261;;602;179;80;1.21.005;;;;;;;;;;;
5262;;471;180;80;1.21.006;;;;;;;;;;;
5263;;345;221;96;1.21.007;;;;;;;;;;;
5264;;;2295;;1.12.020;;;;;;253;;;;;
5265;;;2296;;1.12.010;;;;;;250;;;;;
5266;;;2300;;1.12.030;;;;;;302;;;;;
5267;;;1960;;1.12.050;;;;;;204;;;;;
5268;;;1830;;1.12.060;;;;;;163;;;;;
5269;;;2480;;1.12.061;;;;;;163;;;;;
5270;;;1747;;1.12.080;;;;;;155;;;;;
5271;;;2402;;1.12.081;;;;;;155;;;;;
5272;;;1872;;1.12.070;;;;;;158;;;;;
5273;;;2524;;1.12.071;;;;;;158;;;;;
5274;;157;1751;78;1.16.080;;;;;;;;;;;
5275;;158;2400;78;1.16.081;;;;;;;;;;;
5276;;304;2300;152;1.16.030;;;;;;;;;;;
5277;;157;1875;79;1.16.070;;;;;;;;;;;
5278;;204;1960;100;1.16.050;;;;;;;;;;;
5279;;162;1832;81;1.16.060;;;;;;;;;;;
5280;;157;2525;78;1.16.071;;;;;;;;;;;
5281;;251;2300;126;1.16.010;;;;;;;;;;;
5282;;250;2345;125;1.16.011;;;;;;;;;;;
5283;;250;2300;125;1.16.020;;;;;;;;;;;
5284;;162;2480;81;1.16.061;;;;;;;;;;;
5285;;135;2010;20;1.22.010;;;;;;;;;;;
5286;;270;2000;40;1.22.020;;;;;;;;;;;
5287;;195;2000;20;1.22.030;;;;;;;;;;;
5288;;266;2300;30;1.22.200;;;;;;;;;;;
5289;;290;2000;31;1.22.040;;;;;;;;;;;
5290;;;;;1.11.100;;;;;;280;;25;;;
5291;;;;;1.11.200;;;;;;281;;25;;;
5292;;;;;1.11.300;;;;;;295;;45;;;
5293;;;;;1.15.100;;;;;;280;;25;;;
5294;;;;;1.15.200;;;;;;281;;25;;;
5295;;;;;1.15.300;;;;;;295;;45;;;
5296;;214;120;214;1.13.900;;;;;;;;;;;
5297;;453;700;455;1.13.300;;;;;;303;;;;;
5298;;425;170;429;1.13.400;;;;;;306;;;;;
5299;;217;118;213;1.13.800;;;;;;;;;;;
5300;;260;110;260;1.13.500;;;;;;;;;;;
5301;;392;695;382;1.13.100;;;;;;249;;;;;
5302;;378;171;379;1.13.200;;;;;;250;;;;;
5303;;225;117;225;1.13.700;;;;;;;;;;;
5304;;215;120;103;1.17.900;;;;;;;;;;;
5305;;455;700;227;1.17.300;;;;;;;;;;;
5306;;;170;;1.17.400;;;;;;425;;;;;
5307;;391;698;193;1.17.100;;;;;;;;;;;
5308;;219;119;107;1.17.800;;;;;;;;;;;
5309;;260;110;130;1.17.500;;;;;;;;;;;
5310;;277;696;138;1.17.600;;;;;;;;;;;
5311;;226;117;113;1.17.700;;;;;;;;;;;
5312;;380;170;190;1.17.200;;;;;;;;;;;
5313;;214;540;56;1.23.100;;;;;;;;;;;
5314;;380;540;85;1.23.200;;;;;;;;;;;
5315;;300;750;75;1.23.300;;;;;;;;;;;
5316;;390;905;70;1.23.400;;;;;;;;;;;
5317;;580;301;60;1.23.500;;;;;;;;;;;
5318;;318;650;318;1.14.001;;;;;;;;;;;
5319;;312;650;312;1.14.002;;;;;;;;;;;
5320;;298;651;298;1.14.003;;;;;;;;;;;
5321;;317;651;159;1.18.001;;;;;;;;;;;
5322;;;;;1.18.002;;;;;;;;;;;
5323;;300;652;150;1.18.003;;;;;;;;;;;
5324;;95;250;;1.54.010;;;;;;;;31;;;
5325;;134;53;;1.55.003;;;;;;;;43;;;
5326;;231;50;;1.55.004;;;;;;;;43;;;
5327;;650;320;;1.55.001;;;;;;;;26;;;
5328;;95;126;;1.55.005;;;;;;;;41;;;
5329;;650;320;;1.55.002;;;;;;;;26;;;
5330;;95;250;;1.54.020;;;;;;;;31;;;
5331;;310;115;;1.54.009;;;;;;;;10;;;
5332;;310;115;;1.54.019;;;;;;;;10;;;
5333;;98;98;;1.54.001;;;;;;;;30;;;
5334;;96;96;;1.54.002;;;;;;;;30;;;
5335;1265;;195;;1.54.003;;;;;;;;26;;;
5336;2080;;235;;1.54.004;;;;;;;;26;;;
5337;;153;115;;1.54.008;;;;;;;;15;;;
5338;;233;133;;1.54.006;;;;;;;;27;;;
5339;;330;140;;1.54.005;;;;;;;;15;;;
5340;;156;115;;1.54.007;;;;;;;;11;;;
5341;;730;115;;1.54.012;;;;;;;;10;;;
5342;;435;115;;1.54.011;;;;;;;;10;;;
5343;;;2345;;1.12.011;;;;;;250;;;;;
5344;;232;2700;69;1.20.301;;;;;;;;;;;
5345;;542;2718;112;1.20.302;;;;;;;;;;;
5346;;542;3018;112;1.20.303;;;;;;;;;;;
5347;;542;2552;85;1.20.201;;;;;;;;;;;
5348;;542;2852;85;1.20.202;;;;;;;;;;;
5349;;403;3088;75;1.20.101;;;;;;;;;;;
5350;;611;2480;80;1.20.102;;;;;;;;;;;
5351;;345;2983;96;1.20.001;;;;;;;;;;;
5352;;355;2983;95;1.20.002;;;;;;;;;;;
5353;;300;2705;150;1.10.301;;;;;;;;;;;
5354;;224;2702;115;1.10.302;;;;;;;;;;;
5355;;455;3372;227;1.10.303;;;;;;;;;;;
5356;;422;2842;215;1.10.304;;;;;;;;;;;
5357;;234;2087;107;1.10.201;;;;;;;;;;;
5358;;234;2737;107;1.10.202;;;;;;;;;;;
5359;;280;3026;138;1.10.203;;;;;;;;;;;
5360;;280;2330;137;1.10.204;;;;;;;;;;;
5361;;392;3168;194;1.10.205;;;;;;;;;;;
5362;;392;2850;194;1.10.206;;;;;;;;;;;
5363;;392;868;194;1.10.207;;;;;;;;;;;
5364;;392;2685;194;1.10.208;;;;;;;;;;;
5365;;438;3172;193;1.10.209;;;;;;;;;;;
5366;;438;2854;180;1.10.210;;;;;;;;;;;
5367;;438;3217;193;1.10.211;;;;;;;;;;;
5368;;438;554;180;1.10.212;;;;;;;;;;;
5369;;392;3168;194;1.10.213;;;;;;;;;;;
5370;;392;2850;194;1.10.214;;;;;;;;;;;
5371;;317;2705;159;1.10.101;;;;;;;;;;;
5372;;226;2702;113;1.10.102;;;;;;;;;;;
5373;;277;3066;138;1.10.103;;;;;;;;;;;
5374;;271;2220;135;1.10.104;;;;;;;;;;;
5375;;391;3268;193;1.10.105;;;;;;;;;;;
5376;;354;2950;177;1.10.106;;;;;;;;;;;
5377;;225;2043;232;1.30.301;;;;;;;;;;;
5378;;225;2698;232;1.30.302;;;;;;;;;;;
5379;;453;3371;455;1.30.303;;;;;;;;;;;
5380;;428;2841;429;1.30.304;;;;;;;;;;;
5381;;234;2082;213;1.30.201;;;;;;;;;;;
5382;;234;2734;213;1.30.202;;;;;;;;;;;
5384;;393;3160;392;1.30.205;;;;;;;;;;;
5385;;393;2636;392;1.30.206;;;;;;;;;;;
5388;;438;3165;382;1.30.209;;;;;;;;;;;
5389;;438;2641;379;1.30.210;;;;;;;;;;;
5391;;438;2690;379;1.30.212;;;;;;;;;;;
5392;;393;3159;392;1.30.213;;;;;;;;;;;
5393;;393;2635;392;1.30.214;;;;;;;;;;;
5394;;318;2703;318;1.30.101;;;;;;;;;;;
5395;;255;2703;225;1.30.102;;;;;;;;;;;
5397;;392;3260;382;1.30.105;;;;;;;;;;;
5398;;378;2736;379;1.30.106;;;;;;;;;;;
5861;2000;;;;1.50.205;72;66;;;;;;;;;
5862;2000;;;;1.50.196;55;70;;;;;;;1500;2000;1000
5863;2000;;;;1.50.198;92;88;;;;;;;2000;2000;1500
5864;2000;;;;1.50.201;130;170;;;;;;;3500;3500;2500
5865;2000;;;;1.50.205;72;66;;;;;;;1500;1000;
5866;2000;;;;1.51.345;;94;;;;;;22;;;
5867;2000;;;;1.51.357;;48;;;;;;12;;;
5868;2000;;;;1.51.358;;82;;;;;;18;;;
5869;2000;;;;1.51.361;;51;;;;;;29;;;
5870;2000;;;;1.51.381;;193;;;;;;24;;;
5871;2000;;;;1.51.345;;94;;;;;;22;550;550;
5872;2000;;;;1.51.357;;48;;;;;;12;550;550;1500
5873;2000;;;;1.51.358;;82;;;;;;18;550;550;
5874;2000;;;;1.51.361;;51;;;;;;29;550;550;1500
5875;2000;;;;1.51.381;;193;;;;;;24;550;550;3500
5876;2000;83;131;;1.26.001;;;;;;;;;;;
5877;2000;89;130;;1.26.002;;;;;;;;;;;
5878;2000;91;130;;1.26.003;;;;;;;;;;;
5879;;;;;1.56.036;;;;;;887;;62;;;
5881;;418;758;;1.61.101;;;;;;;;115;;;
5882;;655;1135;;1.61.102;;;;;;;;115;;;
5883;;315;590;90;1.61.110;;;;;;;;;;;
5884;;557;975;175;1.61.120;;;;;;;;;;;
5885;1280;;146;;1.63.001;;;;;;;;57;;;
5886;1280;;146;;1.63.002;;;;;;;;57;;;
5887;2000;270;250;;4.02.201;;;;;;;;;;;
5888;2000;283;278;;4.01.201;;;;;;;;;;;
5889;2000;355;250;;4.01.101;;;;;;;;;;;
5890;2000;308;297;;4.01.301;;;;;;;;;;;
5891;2000;192;172;;4.32.202;;;;;;;;;;;
5892;2000;360;265;;4.01.103;;;;;;;;;;;
5893;2000;258;202;;4.31.301;;;;;;;;;;;
5894;2000;192;174;;4.32.201;;;;;;;;;;;
5895;2000;108;365;;4.81.002;;;;;;;;;;;
5896;2000;206;195;;4.32.302;;;;;;;;;;;
5897;2000;284;282;;4.01.202;;;;;;;;;;;
5898;2000;306;297;;4.01.302;;;;;;;;;;;
5899;2000;308;259;;4.02.101;;;;;;;;;;;
5900;2000;310;183;;4.31.101;;;;;;;;;;;
5901;2000;250;172;;4.31.201;;;;;;;;;;;
5902;2000;250;170;;4.31.202;;;;;;;;;;;
5903;2000;257;200;;4.31.302;;;;;;;;;;;
5904;2000;202;168;;4.32.101;;;;;;;;;;;
5905;2000;205;194;;4.32.301;;;;;;;;;;;
5906;2000;96;290;;4.81.001;;;;;;;;;;;
5907;2000;293;268;;4.02.301;;;;;;;;;;;
5908;2000;30;244;;4.03.101;;;;;;;;;;;
5909;2000;70;235;;4.03.102;;;;;;;;;;;
5910;2000;31;218;;4.03.201;;;;;;;;;;;
5911;2000;62;191;;4.03.202;;;;;;;;;;;
5912;2000;42;198;;4.03.301;;;;;;;;;;;
5913;2000;83;129;;4.33.301;;;;;;;;;;;
5914;2000;74;170;;4.03.302;;;;;;;;;;;
5915;2000;92;165;;4.33.101;;;;;;;;;;;
5916;2000;42;165;;4.33.102;;;;;;;;;;;
5917;2000;80;146;;4.33.201;;;;;;;;;;;
5918;2000;42;146;;4.33.202;;;;;;;;;;;
5919;2000;70;189;;4.04.201;;;;;;;;;;;
5920;2000;109;125;;4.34.201;;;;;;;;;;;
5921;2000;68;125;;4.34.202;;;;;;;;;;;
5922;2000;56;168;;4.04.101;;;;;;;;;;;
5923;2000;90;152;;4.04.102;;;;;;;;;;;
5924;2000;97;169;;4.04.202;;;;;;;;;;;
5925;2000;67;208;;4.04.301;;;;;;;;;;;
5926;2000;95;173;;4.04.302;;;;;;;;;;;
5927;2000;109;112;;4.34.101;;;;;;;;;;;
5928;2000;59;112;;4.34.102;;;;;;;;;;;
5929;2000;100;137;;4.34.301;;;;;;;;;;;
5930;2000;68;138;;4.34.302;;;;;;;;;;;
5931;;120;785;120;4.71.101;;;;;;;;;;;
5932;;90;789;90;4.71.201;;;;;;;;;;;
5933;;220;1020;220;4.75.101;;;;;;;;;;;
5934;;180;1020;180;4.75.201;;;;;;;;;;;
5935;;270;83;270;4.76.101;;;;;;;;;;;
5936;;220;70;220;4.76.201;;;;;;;;;;;
5937;;268;55;268;4.73.101;;;;;;;;;;;
5938;;220;50;220;4.73.201;;;;;;;;;;;
5939;;;235;;4.77.101;;;;;;180;;;;;
5940;;;196;;4.77.201;;;;;;150;;;;;
5941;;3000;100;180;4.74.101;;;;;;;;;;;
5942;;3000;88;140;4.74.201;;;;;;;;;;;
5943;3000;190;110;;4.72.101;;;;;;;;;;;
5944;3000;150;100;;4.72.201;;;;;;;;;;;
5945;2000;183;;50;4.84.001;;;;;;;;;;;
5946;2300;160;;40;4.84.002;;;;;;;;;;;
5947;2300;140;;37;4.84.003;;;;;;;;;;;
5948;2300;183;;50;4.84.051;;;;;;;;;;;
5949;2000;160;;40;4.84.052;;;;;;;;;;;
5950;2000;140;;37;4.84.053;;;;;;;;;;;
5951;;183;1150;50;4.87.031;;;;;;;750;;;;
5952;;160;1030;40;4.87.032;;;;;;;700;;;;
5953;;140;;37;4.87.033;;;;;;;600;;;;
5954;;294;281;65;4.85.001;;;;;;;;;;;
5955;;222;234;67;4.85.002;;;;;;;;;;;
5956;;200;213;54;4.85.003;;;;;;;;;;;
5957;2000;;160;100;4.82.001;;;;;;;;;;;
5958;2000;;126;95;4.82.002;;;;;;;;;;;
5959;2000;;111;86;4.82.003;;;;;;;;;;;
5960;2000;;105;48;4.82.101;;;;;;;;;;;
5961;2000;;95;60;4.82.201;;;;;;;;;;;
5962;2000;;95;53;4.82.202;;;;;;;;;;;
5963;2000;;109;61;4.82.301;;;;;;;;;;;
5964;2000;;109;54;4.82.302;;;;;;;;;;;
5965;;393;274;195;4.83.101;;;;;;;;;;;
5966;;356;240;128;4.83.102;;;;;;;;;;;
5967;;392;277;196;4.83.201;;;;;;;;;;;
5968;;358;263;133;4.83.202;;;;;;;;;;;
5969;;366;272;181;4.83.301;;;;;;;;;;;
5970;;334;268;130;4.83.302;;;;;;;;;;;
5971;;375;250;40;4.86.003;;;;;;;;;;;
5972;;250;250;40;4.86.004;;;;;;;;;;;
5973;;360;290;42;4.86.005;;;;;;;;;;;
5974;;555;290;42;4.86.001;;;;;;;;;;;
5975;;548;215;38;4.86.002;;;;;;;;;;;
5982;;288;288;;1.52.361;;;;;;;;29;;;
5983;;370;164;184;4.17.302;;;;;;;;;;;
5984;;252;120;80;4.53.201;;;;;;;;;;;
5985;;226;109;76;4.53.301;;;;;;;;;;;
5986;;440;180;220;4.17.101;;;;;;;;;;;
5987;;410;170;207;4.17.201;;;;;;;;;;;
5988;;410;170;206;4.17.202;;;;;;;;;;;
5989;;370;164;184;4.17.301;;;;;;;;;;;
5990;;405;181;125;4.23.101;;;;;;;;;;;
5991;;376;172;119;4.23.201;;;;;;;;;;;
5992;;350;161;113;4.23.301;;;;;;;;;;;
5993;;296;120;296;4.43.101;;;;;;;;;;;
5994;;272;115;272;4.43.201;;;;;;;;;;;
5995;;272;115;272;4.43.202;;;;;;;;;;;
5996;;244;108;244;4.43.301;;;;;;;;;;;
5997;;244;108;244;4.43.302;;;;;;;;;;;
5998;;292;120;148;4.47.101;;;;;;;;;;;
5999;;272;115;136;4.47.201;;;;;;;;;;;
6000;;272;115;136;4.47.202;;;;;;;;;;;
6001;;244;108;122;4.47.301;;;;;;;;;;;
6002;;244;108;122;4.47.302;;;;;;;;;;;
6003;;260;120;80;4.53.101;;;;;;;;;;;
6004;;226;109;77;4.53.302;;;;;;;;;;;
6005;;440;179;440;4.13.101;;;;;;;;;;;
6006;;;170;414;4.13.201;;;;;;;;;;;
6007;;412;170;412;4.13.202;;;;;;;;;;;
6008;;370;164;370;4.13.301;;;;;;;;;;;
6009;;370;164;370;4.13.302;;;;;;;;;;;
6010;;507;217;253;4.17.002;;;;;;;;;;;
6011;;482;199;242;4.17.001;;;;;;;;;;;
6012;;276;205;101;4.51.301;;;;;;;;;;;
6013;;408;180;204;4.15.101;;;;;;;;;;;
6014;;430;162;181;4.15.201;;;;;;;;;;;
6015;;395;311;206;4.15.301;;;;;;;;;;;
6016;;406;178;124;4.21.101;;;;;;;;;;;
6017;;446;163;97;4.21.201;;;;;;;;;;;
6018;;418;318;151;4.21.301;;;;;;;;;;;
6019;;270;127;270;4.41.101;;;;;;;;;;;
6020;;294;116;242;4.41.201;;;;;;;;;;;
6021;;265;208;265;4.41.301;;;;;;;;;;;
6022;;270;127;135;4.45.101;;;;;;;;;;;
6023;;294;116;120;4.45.201;;;;;;;;;;;
6024;;265;208;132;4.45.301;;;;;;;;;;;
6025;;260;125;80;4.51.101;;;;;;;;;;;
6026;;306;116;67;4.51.201;;;;;;;;;;;
6027;;408;180;408;4.11.101;;;;;;;;;;;
6028;;430;162;362;4.11.201;;;;;;;;;;;
6029;;395;311;409;4.11.301;;;;;;;;;;;
6030;;544;240;272;4.15.102;;;;;;;;;;;
6031;120;;19;8;4.37.101;;;;;;;;;;;
6032;134;;29;12;4.07.101;;;;;;;;;;;
6033;127;;190;58;4.05.102;;;;;;;;;;;
6034;132;;85;41;4.35.102;;;;;;;;;;;
6035;132;;142;41;4.35.101;;;;;;;;;;;
6036;213;;190;62;4.05.101;;;;;;;;;;;
6037;;86;127;54;4.08.301;;;;;;;;;;;
6038;;83;88;46;4.08.302;;;;;;;;;;;
6039;;57;83;33;4.38.301;;;;;;;;;;;
6040;;55;67;33;4.38.302;;;;;;;;;;;
6041;;120;165;10;4.36.101;;;;;;;;;;;
6042;;168;244;12;4.06.101;;;;;;;;;;;
6043;;210/184;1520;54;4.52.102;;;;;;;;;;;
6044;;186/158;1455;55;4.52.301;;;;;;;;;;;
6045;;330;2300;155/165;4.16.101;;;;;;;;;;;
6046;;330;2300;155/166;4.16.102;;;;;;;;;;;
6047;;295;2395;147/148;4.16.201;;;;;;;;;;;
6048;;295;2400;147/148;4.16.202;;;;;;;;;;;
6049;;272;2210;135/136;4.16.301;;;;;;;;;;;
6050;;332/298;2310;88/70;4.22.101;;;;;;;;;;;
6051;;332/298;2310;88/70;4.22.102;;;;;;;;;;;
6052;;260;2350;62;4.22.201;;;;;;;;;;;
6053;;260;2350;62;4.22.202;;;;;;;;;;;
6054;;292/248;2200;86/62;4.22.301;;;;;;;;;;;
6055;;292/248;2200;86/62;4.22.302;;;;;;;;;;;
6056;;220;1520;220;4.42.101;;;;;;;;;;;
6057;;196;1580;196;4.42.201;;;;;;;;;;;
6058;;178;1455;178;4.42.301;;;;;;;;;;;
6059;;220;1520;10;4.46.101;;;;;;;;;;;
6060;;196;1580;98;4.46.201;;;;;;;;;;;
6061;;184;1460;89;4.46.301;;;;;;;;;;;
6062;;210/184;1520;54;4.52.101;;;;;;;;;;;
6063;;175;2000;42;4.52.201;;;;;;;;;;;
6064;;175;2020;42;4.52.202;;;;;;;;;;;
6065;;186/158;1455;55;4.52.302;;;;;;;;;;;
6066;;434/362;350;217/180;4.16.001;;;;;;;;;;;
6067;;362;700;180;4.16.002;;;;;;;;;;;
6068;;272;2210;272;4.12.301;;;;;;;;;;;
6069;;330;2300;330;4.12.101;;;;;;;;;;;
6070;;330;2300;330;4.12.102;;;;;;;;;;;
6071;;295;2400;295;4.12.202;;;;;;;;;;;
6072;;295;2390;295;4.12.201;;;;;;;;;;;
6073;;409;2689;396;4.30.301;;;;;;;;;;;
6074;;415;2730;430;4.30.201;;;;;;;;;;;
6075;;415;2734;430;4.30.202;;;;;;;;;;;
6076;;440;2663;437;4.30.101;;;;;;;;;;;
6077;;440;2663;437;4.30.102;;;;;;;;;;;
6078;;296;1767;291;4.30.104;;;;;;;;;;;
6079;;270;1811;292;4.30.204;;;;;;;;;;;
6080;;266;1775;264;4.30.304;;;;;;;;;;;
6081;;397;2687;206;4.10.301;;;;;;;;;;;
6082;;430;2731;209;4.10.201;;;;;;;;;;;
6083;;430;2735;209;4.10.202;;;;;;;;;;;
6084;;440;2660;220;4.10.101;;;;;;;;;;;
6085;;440;2663;220;4.10.102;;;;;;;;;;;
6086;;394;2042;197;4.10.104;;;;;;;;;;;
6087;;544;2889;242;4.10.103;;;;;;;;;;;
6088;;393;2087;195;4.10.204;;;;;;;;;;;
6089;;366;2051;180;4.10.305;;;;;;;;;;;
6090;;419;2676;152;4.20.301;;;;;;;;;;;
6091;;419;2676;152;4.20.302;;;;;;;;;;;
6092;;446;2685;119;4.20.201;;;;;;;;;;;
6093;;447;2683;119;4.20.202;;;;;;;;;;;
6094;;407;2672;125;4.20.101;;;;;;;;;;;
6095;;407;2672;125;4.20.102;;;;;;;;;;;
6096;;357;2005;128;4.20.103;;;;;;;;;;;
6097;;357;2005;128;4.20.104;;;;;;;;;;;
6098;;356;2499;134;4.20.203;;;;;;;;;;;
6099;;356;2519;134;4.20.204;;;;;;;;;;;
6100;;335;2036;129;4.20.303;;;;;;;;;;;
6101;;335;2035;129;4.20.304;;;;;;;;;;;
6104;;;;;E01.M.290;;;;;;;;;;;
6105;;;;;E04.U.290;;;;;;;;;;;
6107;;;;;E02.S.290;;;;;;;;;;;
6108;2000;;;;1.50.101;69;68;;;;;;;;;
6109;2000;;;;1.50.101;69;68;;;;;;;2000;1500;
6110;2000;;;;1.50.199;72;73;;;;;;;2000;2000;
6111;2000;;;;1.50.199;72;73;;;;;;;;;
6112;2000;;;;1.51.353;;26;;;;;;16;;;
6113;2000;;;;1.51.353;;26;;;;;;16;550;550;1500
6114;2000;;;;1.51.356;;48;;;;;;9;;;
6115;2000;;;;1.51.356;;48;;;;;;9;550;550;2500
6135;2000;12;400;;4.88.001;;;;;;;;;;;
6168;;1295;238;195;1.64.004;;;;;;;;;;;
6169;;170;859;152;1.64.005;;;;;;;;;;;
6170;;1295;1097;195;1.64.100;;;;;;;;;;;
6171;;170;859;152;1.64.005;;;;;;;;;;;
6172;2000;;;;1.50.108;114;120;;;;;;;;;
6173;2000;;;;1.50.161;91;82;;;;;;;;;
6174;2000;;;;1.50.179;81;77;;;;;;;;;
6175;2000;;;;1.50.189;72;69;;;;;;;;;
6176;2000;;;;1.50.207;54;53;;;;;;;;;
6177;2000;;;;1.50.274;57;86;;;;;;;;;
6178;2000;;;;1.50.275;74;106;;;;;;;;;
6179;2000;;;;1.51.346;;34;;;;;;16;;;
6180;;;;;1.56.040;;;;;;707;;46;;;
6181;;785;544;;1.56.041;;;;;;;;48;;;
6182;;185;185;102;1.19.007;;;;;;;;;;;
6183;;165;225;85;1.19.008;;;;;;;;;;;
6184;;151;98;46;1.21.008;;;;;;;;;;;
6185;;96;2000;17;1.22.050;;;;;;;;;;;
6186;;117;255;25;1.23.600;;;;;;;;;;;
6187;;117;2353;46;1.20.103;;;;;;;;;;;
6188;2000;200;200;;4.91.001;;;;;;;;;;;
6189;2000;200;300;;4.91.004;;;;;;;;;;;
6194;2000;;;;1.50.208;70;70;;;;;;;2500;2000;
6195;2000;;;;1.50.204;40;36;;;;;;;2000;1500;
6196;2000;;;;1.50.189;72;69;;;;;;;2500;1500;
6198;;256;206;75;4.85.004;;;;;;;;;;;
6199;;255;306;75;4.85.005;;;;;;;;;;;
6200;2000;250;350;;4.91.002;;;;;;;;;;;
6201;2000;121;;35;4.84.005;;;;;;;;;;;
6202;;157;101;46;4.83.003;;;;;;;;;;;
6206;2000;;;;1.51.359;;36;;;;;;10;;;
6207;2000;;;;1.50.161;91;82;;;;;;;2500;2000;
6208;2000;;;;1.51.359;;36;;;;;;10;500;500;1500
6211;2000;101;;49;4.84.004;;;;;;;;;;;
6212;2000;202;;60;4.84.006;;;;;;;;;;;
6213;2000;130;250;;4.91.003;;;;;;;;;;;
6214;2000;165;201;;4.91.005;;;;;;;;;;;
6215;2000;51;131;;4.33.302;;;;;;;;;;;
6216;;174;116;48;4.83.002;;;;;;;;;;;
6217;;362;700;180;4.16.002;;;;;;;;;;;
6218;;362;700;180;4.16.002;;;;;;;;;;;
6313;2000;;;;1.51.346;;34;;;;;;16;550;550;
6355;;110;110;;1.52.322;;;;;;;;12;;;
6356;;250;250;;1.52.348;;;;;;;;25;;;
6357;;200;200;;1.52.286;;;;;;;;12;;;
6358;;300;300;;1.52.287;;;;;;;;20;;;
6359;2000;;;;1.50.108;114;120;;;;;;;3000;2500;
6362;2000;;;;1.50.279;81;103;;;;;;;;;
6363;2000;;;;1.50.276;100;60;;;;;;;;;
6364;2000;;;;1.50.276;100;60;;;;;;;3000;2500;
6365;2000;;;;1.50.278;69;82;;;;;;;;;
6366;2000;;;;1.50.278;69;82;;;;;;;3500;2500;
6367;;;;;1.56.044;;;;;;620;;42;;;
6368;2000;;;;1.51.360;;72;;;;;;12;;;
6369;2000;;;;1.51.360;;72;;;;;;12;550;550;1500
6370;2000;;;;1.51.363;;70;;;;;;13;;;
6371;2000;;;;1.51.363;;70;;;;;;13;550;550;1000
6372;2000;;;;1.51.362;;46;;;;;;10;;;
6373;2000;;;;1.51.362;;46;;;;;;10;550;550;2000
6374;2000;;;;1.51.370;;75;;;;;;15;;;
6375;2000;;;;1.51.370;;75;;;;;;15;550;550;1000
6376;2000;;;;1.53.110;;138;19;;;;;;;;
6377;2000;;;;1.53.110;;138;19;;;;;;550;550;
6378;;276;2181;280;1.30.203;;;;;;;;;;;
6379;;169;2220;269;1.30.103;;;;;;;;;;;
6380;2000;;;;1.50.179;81;77;;;;;;;2500;2000;
6381;2000;;;;1.50.207;54;53;;;;;;;2500;2000;
6382;2000;;;;1.50.275;74;106;;;;;;;3000;2500;
6385;;435;350;217;4.16.003;;;;;;;;;;;
6386;;364;705;182;4.16.004;;;;;;;;;;;
6387;;364;350;182;4.16.005;;;;;;;;;;;
6388;;635;241;270;4.15.202;;;;;;;;;;;
6389;;648;510;326;4.15.302;;;;;;;;;;;
6390;;544;240;544;4.11.102;;;;;;;;;;;
6391;;635;241;540;4.11.202;;;;;;;;;;;
6392;;648;510;648;4.11.302;;;;;;;;;;;
6393;;482;199;482;4.13.001;;;;;;;;;;;
6394;;434/362;350;434/362;4.12.001;;;;;;;;;;;
6395;;362;700;362;4.12.002;;;;;;;;;;;
6396;;435;350;435;4.12.003;;;;;;;;;;;
6397;;364;700;364;4.12.004;;;;;;;;;;;
6398;;364;350;364;4.12.005;;;;;;;;;;;
6423;2000;;;;1.50.271;165;226;;;;;;;5000;5000;
6424;2000;;;;1.50.274;57;86;;;;;;;2500;2000;
6429;;;;;E03.S.60;;;;;;;;;;;
6430;;109;230;;1.54.030;;;;;;;;29;;;
6431;;109;109;;1.54.013;;;;;;;;28;;;
6432;;109;109;;1.54.013;;;;;;;;28;;;
6433;;109;230;;1.54.030;;;;;;;;29;;;
6434;;180;180;;1.52.285;;;;;;;;24;;;
6435;2000;;;;1.51.367;;124;;;;;;24;;;
6436;2000;;;;1.51.367;;124;;;;;;24;550;550;1500
