IE_XML_ID;IE_NAME;IP_PROP142;IP_PROP157;IP_PROP144;IP_PROP151;IP_PROP152;IP_PROP153;IP_PROP143;IP_PROP145;IP_PROP150;IP_PROP154;IP_PROP155;IP_PROP156;IP_PROP162;IP_PROP149;IP_PROP146;IP_PROP147;IP_PROP148;CV_PRICE_1;IP_PROP706;IP_PROP707;IC_GROUP0;IC_GROUP1;IC_GROUP2
6004;база 4.53.302;4.53.302;N;;226;108;76;;;;;;;;;;;;733.00;345;31,1;Фасадный декор;составные элементы;
6005;база 4.13.101;4.13.101;N;;440;180;440;;;;;;;;;;;;5992.00;345;31,1;Фасадный декор;составные элементы;
6006;база 4.13.201;4.13.201;N;;411;170;411;;;;;;;;;;;;5992.00;345;31,1;Фасадный декор;составные элементы;
6007;база 4.13.202;4.13.202;N;;411;170;411;;;;;;;;;;;;4282.00;345;31,1;Фасадный декор;составные элементы;
6008;база 4.13.301;4.13.301;N;;370;161;370;;;;;;;;;;;;4711.00;345;31,1;Фасадный декор;составные элементы;
6009;база 4.13.302;4.13.302;N;;370;161;370;;;;;;;;;;;;5992.00;345;31,1;Фасадный декор;составные элементы;
6010;база 4.17.002;4.17.002;N;;507;215;253;;;;;;;;;;;;3699.00;345;31,1;Фасадный декор;составные элементы;
6011;база 4.17.001;4.17.001;N;;487;198;242;;;;;;;;;;;;3309.00;345;31,1;Фасадный декор;составные элементы;
6012;капитель 4.51.301;4.51.301;N;;269;205;99;;;;;;;;;;;;1169.00;243;31,1;Фасадный декор;составные элементы;
6013;капитель 4.15.101;4.15.101;N;;408;181;203;;;;;;;;;;;;2628.00;286;31,1;Фасадный декор;составные элементы;
6014;капитель 4.15.201;4.15.201;N;;434;161;180;;;;;;;;;;;;2336.00;286;31,1;Фасадный декор;составные элементы;
6015;капитель 4.15.301;4.15.301;N;;397;313;198;;;;;;;;;;;;3309.00;286;31,1;Фасадный декор;составные элементы;
6016;капитель 4.21.101;4.21.101;N;;406;178;124;;;;;;;;;;;;2046.00;286;31,1;Фасадный декор;составные элементы;
6017;капитель 4.21.201;4.21.201;N;;444;167;98;;;;;;;;;;;;2046.00;286;31,1;Фасадный декор;составные элементы;
6018;капитель 4.21.301;4.21.301;N;;417;312;151;;;;;;;;;;;;2921.00;286;31,1;Фасадный декор;составные элементы;
6019;капитель 4.41.101;4.41.101;N;;274;127;274;;;;;;;;;;;;3405.00;243;31,1;Фасадный декор;составные элементы;
6020;капитель 4.41.201;4.41.201;N;;293;116;241;;;;;;;;;;;;2250.00;243;31,1;Фасадный декор;составные элементы;
6021;капитель 4.41.301;4.41.301;N;;262;207;262;;;;;;;;;;;;2570.00;243;31,1;Фасадный декор;составные элементы;
6022;капитель 4.45.101;4.45.101;N;;274;127;136;;;;;;;;;;;;1549.00;243;31,1;Фасадный декор;составные элементы;
6023;капитель 4.45.201;4.45.201;N;;293;116;122;;;;;;;;;;;;1026.00;243;31,1;Фасадный декор;составные элементы;
6024;капитель 4.45.301;4.45.301;N;;262;208;133;;;;;;;;;;;;1169.00;243;31,1;Фасадный декор;составные элементы;
6025;капитель 4.51.101;4.51.101;N;;260;125;80;;;;;;;;;;;;880.00;243;31,1;Фасадный декор;составные элементы;
6026;капитель 4.51.201;4.51.201;N;;305;115;67;;;;;;;;;;;;880.00;286;31,1;Фасадный декор;составные элементы;
6027;капитель 4.11.101;4.11.101;N;;408;180;408;;;;;;;;;;;;5781.00;286;31,1;Фасадный декор;составные элементы;
6028;капитель 4.11.201;4.11.201;N;;429;164;360;;;;;;;;;;;;5139.00;286;31,1;Фасадный декор;составные элементы;
6029;капитель 4.11.301;4.11.301;N;;396;313;396;;;;;;;;;;;;7275.00;286;31,1;Фасадный декор;составные элементы;
6030;капитель 4.15.102;4.15.102;N;;543;240;272;;;;;;;;;;;;4380.00;286;31,1;Фасадный декор;составные элементы;
6031;регул 4.37.101;4.37.101;N;120;;20;8;;;;;;;;;;;;258.00;;8,9;Фасадный декор;накладные элементы;
6032;регул 4.07.101;4.07.101;N;167;;30;12;;;;;;;;;;;;258.00;;8,9;Фасадный декор;накладные элементы;
6033;мутул 4.05.102;4.05.102;N;127;;190;58;;;;;;;;;;;;1315.00;;11,1;Фасадный декор;накладные элементы;
6034;мутул 4.35.102;4.35.102;N;132;;82;41;;;;;;;;;;;;393.00;;11,1;Фасадный декор;накладные элементы;
6035;мутул 4.35.101;4.35.101;N;132;;139;41;;;;;;;;;;;;510.00;;11,1;Фасадный декор;накладные элементы;
6036;мутул 4.05.101;4.05.101;N;190;;211;61;;;;;;;;;;;;1404.00;;11,1;Фасадный декор;накладные элементы;
6037;модильон 4.08.301;4.08.301;N;;87;127;53;;;;;;;;;;;;413.00;;11,1;Фасадный декор;накладные элементы;
6038;модильон 4.08.302;4.08.302;N;;82;88;45;;;;;;;;;;;;258.00;;11,1;Фасадный декор;накладные элементы;
6039;модильон 4.38.301;4.38.301;N;;56;84;33;;;;;;;;;;;;258.00;;11,1;Фасадный декор;накладные элементы;
6040;модильон 4.38.302;4.38.302;N;;55;67;33;;;;;;;;;;;;258.00;;11,1;Фасадный декор;накладные элементы;
6041;триглиф 4.36.101;4.36.101;N;;120;163;9;;;;;;;;;;;;352.00;;22,2;Фасадный декор;накладные элементы;
6042;триглиф 4.06.101;4.06.101;N;;169;244;12;;;;;;;;;;;;741.00;;22,2;Фасадный декор;накладные элементы;
6043;ствол 4.52.102;4.52.102;N;;210;1516;54;;;;;;;;;;;;3891.00;736;31,1;Фасадный декор;составные элементы;
6044;ствол 4.52.301;4.52.301;N;;186;1453;56;;;;;;;;;;;;2921.00;736;31,1;Фасадный декор;составные элементы;
6045;ствол 4.16.101;4.16.101;N;;330;2315;164;;;;;;;;;;;;15558.00;736;31,1;Фасадный декор;составные элементы;
6046;ствол 4.16.102;4.16.102;N;;328;2306;165;;;;;;;;;;;;9726.00;736;31,1;Фасадный декор;составные элементы;
6047;ствол 4.16.201;4.16.201;N;;294;2389;148;;;;;;;;;;;;12644.00;736;31,1;Фасадный декор;составные элементы;
6048;ствол 4.16.202;4.16.202;N;;295;2396;148;;;;;;;;;;;;11669.00;736;31,1;Фасадный декор;составные элементы;
6049;ствол 4.16.301;4.16.301;N;;272;2207;136;;;;;;;;;;;;9726.00;736;31,1;Фасадный декор;составные элементы;
6050;ствол 4.22.101;4.22.101;N;;334;2305;88;;;;;;;;;;;;9726.00;736;31,1;Фасадный декор;составные элементы;
6051;ствол 4.22.102;4.22.102;N;;333;2304;88;;;;;;;;;;;;8753.00;736;31,1;Фасадный декор;составные элементы;
6052;ствол 4.22.201;4.22.201;N;;260;2348;62;;;;;;;;;;;;8753.00;736;31,1;Фасадный декор;составные элементы;
6053;ствол 4.22.202;4.22.202;N;;260;2343;62;;;;;;;;;;;;8753.00;736;31,1;Фасадный декор;составные элементы;
6054;ствол 4.22.301;4.22.301;N;;294;2197;86;;;;;;;;;;;;8948.00;736;31,1;Фасадный декор;составные элементы;
6055;ствол 4.22.302;4.22.302;N;;293;2196;86;;;;;;;;;;;;7780.00;736;31,1;Фасадный декор;составные элементы;
6056;ствол 4.42.101;4.42.101;N;;222;1514;222;;;;;;;;;;;;9416.00;286;31,1;Фасадный декор;составные элементы;
6057;ствол 4.42.201;4.42.201;N;;197;1578;197;;;;;;;;;;;;7704.00;286;31,1;Фасадный декор;составные элементы;
6058;ствол 4.42.301;4.42.301;N;;179;1457;179;;;;;;;;;;;;6421.00;286;31,1;Фасадный декор;составные элементы;
6059;ствол 4.46.101;4.46.101;N;;219;1518;110;;;;;;;;;;;;4282.00;736;31,1;Фасадный декор;составные элементы;
6060;ствол 4.46.201;4.46.201;N;;198;1575;99;;;;;;;;;;;;3503.00;736;31,1;Фасадный декор;составные элементы;
6061;ствол 4.46.301;4.46.301;N;;182;1459;88;;;;;;;;;;;;2921.00;736;31,1;Фасадный декор;составные элементы;
6062;ствол 4.52.101;4.52.101;N;;208;1514;54;;;;;;;;;;;;3891.00;736;31,1;Фасадный декор;составные элементы;
6063;ствол 4.52.201;4.52.201;N;;175;2003;42;;;;;;;;;;;;3891.00;736;31,1;Фасадный декор;составные элементы;
6064;ствол 4.52.202;4.52.202;N;;174;2013;42;;;;;;;;;;;;4670.00;736;31,1;Фасадный декор;составные элементы;
6065;ствол 4.52.302;4.52.302;N;;185;1453;55;;;;;;;;;;;;2336.00;736;31,1;Фасадный декор;составные элементы;
6066;верхний фрагмент ствола 4.16.001;4.16.001;N;;432;354;216;;;;;;;;;;;;4282.00;343;62,2;Фасадный декор;составные элементы;
6067;фрагмент ствола 4.16.002;4.16.002;N;;363;700;180;;;;;;;;;;;;4380.00;343;62,2;Фасадный декор;составные элементы;
6068;ствол 4.12.301;4.12.301;N;;270;2198;270;;;;;;;;;;;;21394.00;286;31,1;Фасадный декор;составные элементы;
6069;ствол 4.12.101;4.12.101;N;;331;2312;331;;;;;;;;;;;;34228.00;286;31,1;Фасадный декор;составные элементы;
6070;ствол 4.12.102;4.12.102;N;;331;2294;331;;;;;;;;;;;;21394.00;286;31,1;Фасадный декор;составные элементы;
6071;ствол 4.12.202;4.12.202;N;;294;2394;294;;;;;;;;;;;;25671.00;736;31,1;Фасадный декор;составные элементы;
6072;ствол 4.12.201;4.12.201;N;;294;2386;294;;;;;;;;;;;;27812.00;286;31,1;Фасадный декор;составные элементы;
6104;E01.M.290 / Клей Европласт Монтажный 290 мл.;E01.M.290;N;;;;;;;;;;;;;;;;498.00;;;Интерьерный декор;клей;
6105;E04.U.290 / Клей Европласт универсальный 290 мл.;E04.U.290;N;;;;;;;;;;;;;;;;998.00;;;Интерьерный декор;клей;
6107;E02.S.290 / Клей Европласт стыковочный SMP 290 мл.;E02.S.290;N;;;;;;;;;;;;;;;;1399.00;;;Интерьерный декор;клей;
6108;карниз 1.50.101;1.50.101;N;2000;;;;69;68;;;;;;;;;;1450.00;500;10,5;Интерьерный декор;карнизы;
6109;карниз 1.50.101 гибкий;1.50.101;Y;2000;;;;69;68;;;;;;;2000;1500;;2899.00;500;10,5;Интерьерный декор;гибкие карнизы;
6110;карниз 1.50.199 гибкий;1.50.199;Y;2000;;;;72;73;;;;;;;2000;1500;;3060.00;500;14,8;Интерьерный декор;гибкие карнизы;
6111;карниз 1.50.199;1.50.199;N;2000;;;;72;73;;;;;;;;;;1531.00;500;14,8;Интерьерный декор;карнизы;
6112;молдинг 1.51.353;1.51.353;N;2000;;;;;26;;;;;;16;;;;941.00;271;2,8;Интерьерный декор;молдинги;
6113;молдинг 1.51.353 гибкий;1.51.353;Y;2000;;;;;26;;;;;;16;550;550;1500;1879.00;271;2,8;Интерьерный декор;гибкие молдинги;
6114;молдинг 1.51.356;1.51.356;N;2000;;;;;47;;;;;;9;;;;1183.00;500;3,5;Интерьерный декор;молдинги;
6115;молдинг 1.51.356 гибкий;1.51.356;Y;2000;;;;;47;;;;;;9;550;550;2000;2364.00;500;3,5;Интерьерный декор;гибкие молдинги;
6135;откос 4.88.001;4.88.001;N;2000;12;399;;;;;;;;;;;;;3407.00;714;37;Фасадный декор;оконные обрамления;откосы
6168;элемент камина 1.64.004;1.64.004;N;;1300;239;201;;;;;;;;;;;;15832.00;521;31,1;Интерьерный декор;элементы камина;
6169;элемент камина 1.64.005;1.64.005;N;;152;860;170;;;;;;;;;;;;8030.00;214;31,1;Интерьерный декор;элементы камина;
6171;элемент камина 1.64.005;1.64.005;N;;152;860;170;;;;;;;;;;;;8030.00;214;31,1;Интерьерный декор;элементы камина;
6172;карниз 1.50.108;1.50.108;N;2000;;;;117;119;;;;;;;;;;2802.00;500;17,6;Интерьерный декор;карнизы;
6173;карниз 1.50.161;1.50.161;N;2000;;;;91;81;;;;;;;;;;1531.00;500;14,2;Интерьерный декор;карнизы;
6174;карниз 1.50.179;1.50.179;N;2000;;;;81;78;;;;;;;;;;1473.00;500;12,2;Интерьерный декор;карнизы;
6175;карниз 1.50.189;1.50.189;N;2000;;;;72;70;;;;;;;;;;1531.00;500;14,5;Интерьерный декор;карнизы;
6176;карниз 1.50.207;1.50.207;N;2000;;;;55;52;;;;;;;;;;915.00;429;7,2;Интерьерный декор;карнизы;
6177;карниз 1.50.274;1.50.274;N;2000;;;;55;86;;;;;;;;;;1531.00;500;14,1;Интерьерный декор;карнизы;
6178;карниз 1.50.275;1.50.275;N;2000;;;;76;105;;;;;;;;;;2842.00;564;18,7;Интерьерный декор;карнизы;
6179;молдинг 1.51.346;1.51.346;N;2000;;;;;34;;;;;;16;;;;1011.00;271;3,1;Интерьерный декор;молдинги;
6180;розетка 1.56.040;1.56.040;N;;;;;;;;;;705;;50;;;;4924.00;264;;Интерьерный декор;розетки;
6181;розетка 1.56.041;1.56.041;N;;785;544;;;;;;;;;51;;;;3421.00;207;;Интерьерный декор;розетки;
6182;кронштейн 1.19.007;1.19.007;N;;184;185;102;;;;;;;;;;;;1135.00;136;;Интерьерный декор;кронштейны;
6183;кронштейн 1.19.008;1.19.008;N;;163;225;85;;;;;;;;;;;;1891.00;136;;Интерьерный декор;кронштейны;
6184;капитель 1.21.008;1.21.008;N;;152;98;45;;;;;;;;;;;;1943.00;179;44,4;Интерьерный декор;составные элементы;
6185;ствол 1.22.050;1.22.050;N;;96;2000;17;;;;;;;;;;;;2864.00;521;44,4;Интерьерный декор;составные элементы;
6186;база 1.23.600;1.23.600;N;;117;255;25;;;;;;;;;;;;2037.00;150;44,4;Интерьерный декор;составные элементы;
6188;карниз 4.91.001;4.91.001;N;2000;200;202;;;;;;;;;;;;;9262.00;833;129;Фасадный декор;антаблементы;карнизы
6189;карниз 4.91.004;4.91.004;N;2000;200;300;;;;;;;;;;;;;12041.00;833;184;Фасадный декор;антаблементы;карнизы
6194;карниз 1.50.208 гибкий;1.50.208;Y;2000;;;;71;71;;;;;;;3000;;;3060.00;500;9,7;Интерьерный декор;гибкие карнизы;
6195;карниз 1.50.204 гибкий;1.50.204;Y;2000;;;;40;36;;;;;;;2000;1500;;1653.00;429;5,4;Интерьерный декор;гибкие карнизы;
6196;карниз 1.50.189 гибкий;1.50.189;Y;2000;;;;72;70;;;;;;;2500;1500;;3060.00;500;14,5;Интерьерный декор;гибкие карнизы;
6198;замковый камень 4.85.004;4.85.004;N;;255;206;75;;;;;;;;;;;;1225.00;86;22,7;Фасадный декор;оконные обрамления;замковые камни
6199;замковый камень 4.85.005;4.85.005;N;;253;306;75;;;;;;;;;;;;1668.00;86;22,7;Фасадный декор;оконные обрамления;замковые камни
6200;карниз 4.91.002;4.91.002;N;2000;249;351;;;;;;;;;;;;;13893.00;833;179;Фасадный декор;антаблементы;карнизы
6201;наличник 4.84.005;4.84.005;N;2000;121;;35;;;;;;;;;;;;2039.00;734;21;Фасадный декор;оконные обрамления;наличники
6202;кронштейн-пьедестал 4.83.003;4.83.003;N;;156;100;46;;;;;;;;;;;;586.00;;11,1;Фасадный декор;оконные обрамления;кронштейны-пьедесталы
6206;молдинг 1.51.359;1.51.359;N;2000;;;;;39;;;;;;12;;;;710.00;271;2,7;Интерьерный декор;молдинги;
6207;карниз 1.50.161 гибкий;1.50.161;Y;2000;;;;91;81;;;;;;;2500;1500;;3060.00;500;14,2;Интерьерный декор;гибкие карнизы;
6208;молдинг 1.51.359 гибкий;1.51.359;Y;2000;;;;;39;;;;;;12;;;;1419.00;271;2,7;Интерьерный декор;гибкие молдинги;
6211;наличник 4.84.004;4.84.004;N;2000;101;;48;;;;;;;;;;;;2651.00;734;23;Фасадный декор;оконные обрамления;наличники
6212;наличник 4.84.006;4.84.006;N;2000;201;;60;;;;;;;;;;;;4076.00;734;43;Фасадный декор;оконные обрамления;наличники
6213;карниз 4.91.003;4.91.003;N;2000;129;250;;;;;;;;;;;;;8558.00;833;133;Фасадный декор;антаблементы;карнизы
6214;карниз 4.91.005;4.91.005;N;2000;165;201;;;;;;;;;;;;;9170.00;833;91;Фасадный декор;антаблементы;карнизы
6215;фриз 4.33.302;4.33.302;N;2000;51;131;;;;;;;;;;;;;2921.00;833;17;Фасадный декор;антаблементы;фризы
6216;кронштейн-пьедестал 4.83.002;4.83.002;N;;173;114;48;;;;;;;;;;;;703.00;;11,1;Фасадный декор;оконные обрамления;кронштейны-пьедесталы
6217;фрагмент ствола 4.16.002;4.16.002;N;;363;700;180;;;;;;;;;;;;4380.00;343;62,2;Фасадный декор;составные элементы;
6218;фрагмент ствола 4.16.002;4.16.002;N;;363;700;180;;;;;;;;;;;;4380.00;343;62,2;Фасадный декор;составные элементы;
6313;молдинг 1.51.346 гибкий;1.51.346;Y;2000;;;;;34;;;;;;16;550;550;2500;2022.00;271;3,1;Интерьерный декор;гибкие молдинги;
6355;угловой элемент 1.52.322;1.52.322;N;;110;110;;;;;;;;;12;;;;850.00;100;2,1;Интерьерный декор;угловые элементы;
6356;угловой элемент 1.52.348;1.52.348;N;;250;250;;;;;;;;;25;;;;899.00;129;8;Интерьерный декор;угловые элементы;
6357;угловой элемент 1.52.286;1.52.286;N;;199;199;;;;;;;;;12;;;;888.00;129;2,1;Интерьерный декор;угловые элементы;
6358;угловой элемент 1.52.287;1.52.287;N;;300;300;;;;;;;;;20;;;;943.00;129;5,1;Интерьерный декор;угловые элементы;
6359;карниз 1.50.108 гибкий;1.50.108;Y;2000;;;;117;119;;;;;;;3000;2500;;5602.00;500;17,6;Интерьерный декор;гибкие карнизы;
6362;карниз 1.50.279;1.50.279;N;2000;;;;80;103;;;;;;;;;;1782.00;500;19,3;Интерьерный декор;карнизы;
6363;карниз 1.50.276;1.50.276;N;2000;;;;100;60;;;;;;;;;;1524.00;500;14,8;Интерьерный декор;карнизы;
6364;карниз 1.50.276 гибкий;1.50.276;Y;2000;;;;100;60;;;;;;;3000;2500;;3046.00;500;14,8;Интерьерный декор;гибкие карнизы;
6365;карниз 1.50.278;1.50.278;N;2000;;;;68;82;;;;;;;;;;963.00;500;12;Интерьерный декор;карнизы;
6366;карниз 1.50.278 гибкий;1.50.278;Y;2000;;;;68;82;;;;;;;3500;2500;;1925.00;500;12;Интерьерный декор;гибкие карнизы;
6367;розетка 1.56.044;1.56.044;N;;;;;;;;;;620;;41;;;;3228.00;229;;Интерьерный декор;розетки;
6368;молдинг 1.51.360;1.51.360;N;2000;;;;;72;;;;;;17;;;;1155.00;500;3,9;Интерьерный декор;молдинги;
6369;молдинг 1.51.360 гибкий;1.51.360;Y;2000;;;;;72;;;;;;17;550;550;1500;2310.00;500;3,9;Интерьерный декор;гибкие молдинги;
6370;молдинг 1.51.363;1.51.363;N;2000;;;;;70;;;;;;13;;;;1251.00;500;5,7;Интерьерный декор;молдинги;
6371;молдинг 1.51.363 гибкий;1.51.363;Y;2000;;;;;70;;;;;;13;550;550;1500;2501.00;500;5,7;Интерьерный декор;гибкие молдинги;
6372;молдинг 1.51.362;1.51.362;N;2000;;;;;46;;;;;;10;;;;1180.00;500;3,6;Интерьерный декор;молдинги;
6373;молдинг 1.51.362 гибкий;1.51.362;Y;2000;;;;;46;;;;;;10;500;500;2000;2359.00;500;3,6;Интерьерный декор;гибкие молдинги;
6374;молдинг 1.51.370;1.51.370;N;2000;;;;;75;;;;;;15;;;;1297.00;500;8,9;Интерьерный декор;молдинги;
6375;молдинг 1.51.370 гибкий;1.51.370;Y;2000;;;;;75;;;;;;15;550;550;1000;2593.00;500;8,9;Интерьерный декор;гибкие молдинги;
6376;плинтус 1.53.110;1.53.110;N;2000;;;;;138;19;;;;;;;;;2142.00;593;16,4;Интерьерный декор;плинтусы;
6377;плинтус 1.53.110 гибкий;1.53.110;Y;2000;;;;;138;19;;;;;;500;500;;4284.00;593;16,4;Интерьерный декор;гибкие плинтусы;
6380;карниз 1.50.179 гибкий;1.50.179;Y;2000;;;;81;78;;;;;;;2500;2000;;2946.00;500;12,2;Интерьерный декор;гибкие карнизы;
6381;карниз 1.50.207 гибкий;1.50.207;Y;2000;;;;55;52;;;;;;;2500;2000;;1828.00;429;7,2;Интерьерный декор;гибкие карнизы;
6382;карниз 1.50.275 гибкий;1.50.275;Y;2000;;;;76;105;;;;;;;3000;2500;;5682.00;564;18,7;Интерьерный декор;гибкие карнизы;
6385;ствол 4.16.003;4.16.003;N;;435;354;216;;;;;;;;;;;;3058.00;345;62,2;Фасадный декор;составные элементы;
6386;ствол 4.16.004;4.16.004;N;;366;700;180;;;;;;;;;;;;4262.00;345;62,2;Фасадный декор;составные элементы;
6387;ствол 4.16.005;4.16.005;N;;366;348;180;;;;;;;;;;;;3058.00;345;62,2;Фасадный декор;составные элементы;
6388;капитель 4.15.202;4.15.202;N;;635;240;269;;;;;;;;;;;;6113.00;345;31,1;Фасадный декор;составные элементы;
6389;капитель 4.15.302;4.15.302;N;;644;514;327;;;;;;;;;;;;9170.00;345;31,1;Фасадный декор;составные элементы;
6390;капитель 4.11.102;4.11.102;N;;544;240;544;;;;;;;;;;;;9629.00;345;31,1;Фасадный декор;составные элементы;
6391;капитель 4.11.202;4.11.202;N;;635;240;536;;;;;;;;;;;;13449.00;345;31,1;Фасадный декор;составные элементы;
6392;капитель 4.11.302;4.11.302;N;;652;510;652;;;;;;;;;;;;20171.00;345;31,1;Фасадный декор;составные элементы;
6393;база 4.13.001;4.13.001;N;;487;198;487;;;;;;;;;;;;7275.00;345;31,1;Фасадный декор;составные элементы;
6394;ствол 4.12.001;4.12.001;N;;435;352;435;;;;;;;;;;;;9416.00;345;31,1;Фасадный декор;составные элементы;
6395;ствол 4.12.002;4.12.002;N;;361;698;361;;;;;;;;;;;;9630.00;345;31,1;Фасадный декор;составные элементы;
6396;ствол 4.12.003;4.12.003;N;;435;351;435;;;;;;;;;;;;6726.00;345;31,1;Фасадный декор;составные элементы;
6397;ствол 4.12.004;4.12.004;N;;361;698;361;;;;;;;;;;;;9374.00;345;31,1;Фасадный декор;составные элементы;
6398;ствол 4.12.005;4.12.005;N;;361;348;361;;;;;;;;;;;;6726.00;345;31,1;Фасадный декор;составные элементы;
6423;карниз 1.50.271 гибкий;1.50.271;Y;2000;;;;165;226;;;;;;;5000;5000;;8871.00;564;44,8;Интерьерный декор;гибкие карнизы;
6424;карниз 1.50.274 гибкий;1.50.274;Y;2000;;;;55;86;;;;;;;2500;2000;;3060.00;500;14,1;Интерьерный декор;гибкие карнизы;
6429;E03.S.60 / Клей Европласт стыковочный SMP 60 мл.;E03.S.60;N;;;;;;;;;;;;;;;;520.00;;;Интерьерный декор;клей;
6430;база 1.54.030;1.54.030;N;;108;228;;;;;;;;;29;;;;1098.00;150;31,1;Интерьерный декор;обрамление арок;
6431;квадрат 1.54.013;1.54.013;N;;109;109;;;;;;;;;28;;;;404.00;57;;Интерьерный декор;обрамление арок;
6432;квадрат 1.54.013;1.54.013;N;;109;109;;;;;;;;;28;;;;404.00;57;;Интерьерный декор;обрамление дверей;
6433;база 1.54.030;1.54.030;N;;108;228;;;;;;;;;29;;;;1098.00;150;31,1;Интерьерный декор;обрамление дверей;
6434;угловой элемент 1.52.285;1.52.285;N;;181;181;;;;;;;;;24;;;;883.00;100;2,1;Интерьерный декор;угловые элементы;
6435;молдинг 1.51.367;1.51.367;N;2000;;;;;124;;;;;;24;;;;1891.00;500;15,2;Интерьерный декор;молдинги;
6436;молдинг 1.51.367 гибкий;1.51.367;Y;2000;;;;;124;;;;;;24;550;550;1500;3781.00;500;15,2;Интерьерный декор;гибкие молдинги;
6439;молдинг 1.51.368;1.51.368;N;2000;;;;;138;;;;;;40;;;;1351.00;500;27,2;Интерьерный декор;молдинги;
6440;орнамент 1.60.025;1.60.025;N;;385;209;;;;;;;;;32;;;;1443.00;43;;Интерьерный декор;орнаменты;
6441;орнамент 1.60.032;1.60.032;N;;604;189;;;;;;;;;50;;;;2648.00;43;;Интерьерный декор;орнаменты;
6442;орнамент 1.60.020;1.60.020;N;;51;155;;;;;;;;;7;;;;521.00;43;;Интерьерный декор;орнаменты;
6443;орнамент 1.60.120;1.60.120;N;;51;155;;;;;;;;;7;;;;521.00;43;;Интерьерный декор;орнаменты;
6444;торцевой элемент 4.33.332;4.33.332;N;;51;131;51;;;;;;;;;;;;431.00;107;17;Фасадный декор;антаблементы;дополнительные элементы
6445;торцевой элемент 4.31.232;4.31.232;N;;249;170;248;;;;;;;;;;;;2945.00;215;80;Фасадный декор;антаблементы;дополнительные элементы
6446;торцевой элемент 4.81.031;4.81.031;N;;96;288;95;;;;;;;;;;;;797.00;107;48;Фасадный декор;антаблементы;дополнительные элементы
6447;торцевой элемент 4.81.032;4.81.032;N;;107;365;108;;;;;;;;;;;;1066.00;215;72;Фасадный декор;антаблементы;дополнительные элементы
6448;внешний угол 4.32.111;4.32.111;N;;302;166;300;;;;;;;;;;;;2570.00;231;70;Фасадный декор;антаблементы;дополнительные элементы
6449;внешний угол 4.32.312;4.32.312;N;;301;194;302;;;;;;;;;;;;3007.00;231;49;Фасадный декор;антаблементы;дополнительные элементы
6450;внешний угол 4.81.011;4.81.011;N;;199;288;197;;;;;;;;;;;;1588.00;215;48;Фасадный декор;антаблементы;дополнительные элементы
6451;внешний угол 4.81.012;4.81.012;N;;207;365;207;;;;;;;;;;;;2027.00;215;72;Фасадный декор;антаблементы;дополнительные элементы
6452;внутренний угол 4.31.222;4.31.222;N;;358;171;358;;;;;;;;;;;;4122.00;151;80;Фасадный декор;антаблементы;дополнительные элементы
6453;внутренний угол 4.32.221;4.32.221;N;;292;173;291;;;;;;;;;;;;3160.00;131;80;Фасадный декор;антаблементы;дополнительные элементы
6454;внутренний угол 4.81.021;4.81.021;N;;195;288;195;;;;;;;;;;;;1588.00;131;48;Фасадный декор;антаблементы;дополнительные элементы
6455;внутренний угол 4.81.022;4.81.022;N;;210;365;210;;;;;;;;;;;;2027.00;131;72;Фасадный декор;антаблементы;дополнительные элементы
6456;опорный блок 4.78.101;4.78.101;N;;239;60;184;;;;;;;;;;;;880.00;;35,6;Фасадный декор;балюстрады;дополнительные элементы
6457;полукрышка 4.73.211;4.73.211;N;;220;45;110;;;;;;;;;;;;586.00;;17,8;Фасадный декор;балюстрады;крышки столба
6458;полукрышка пирамида 4.76.111;4.76.111;N;;268;82;134;;;;;;;;;;;;975.00;;17,8;Фасадный декор;балюстрады;крышки столба
6459;полуоснование 4.74.111;4.74.111;N;;2000;100;90;;;;;;;;;;;;9726.00;679;44,4;Фасадный декор;балюстрады;основания
6460;полупоручень 4.72.111;4.72.111;N;;3000;110;95;;;;;;;;;;;;8753.00;679;44,4;Фасадный декор;балюстрады;поручни
6461;полустолб 4.75.111;4.75.111;N;;220;1018;110;;;;;;;;;;;;5836.00;536;;Фасадный декор;балюстрады;столбы
6462;полустолб 4.75.211;4.75.211;N;;180;1018;90;;;;;;;;;;;;4670.00;536;;Фасадный декор;балюстрады;столбы
6463;торцевой элемент 4.02.331;4.02.331;N;;298;270;291;;;;;;;;;;;;4737.00;229;142;Фасадный декор;антаблементы;дополнительные элементы
6464;торцевой элемент 4.03.131;4.03.131;N;;30;243;30;;;;;;;;;;;;431.00;107;60;Фасадный декор;антаблементы;дополнительные элементы
6465;торцевой элемент 4.03.132;4.03.132;N;;70;235;70;;;;;;;;;;;;520.00;214;61;Фасадный декор;антаблементы;дополнительные элементы
6466;торцевой элемент 4.03.332;4.03.332;N;;74;170;74;;;;;;;;;;;;451.00;107;55;Фасадный декор;антаблементы;дополнительные элементы
6467;полубалясина 4.71.111;4.71.111;N;;120;783;60;;;;;;;;;;;;1946.00;;35,6;Фасадный декор;балюстрады;балясины
6468;полубалясина 4.71.211;4.71.211;N;;90;789;45;;;;;;;;;;;;1558.00;;35,6;Фасадный декор;балюстрады;балясины
6469;торцевой элемент 4.33.331;4.33.331;N;;83;129;83;;;;;;;;;;;;431.00;214;28;Фасадный декор;антаблементы;дополнительные элементы
