IE_XML_ID;IE_NAME;IP_PROP142;IP_PROP157;IP_PROP144;IP_PROP151;IP_PROP152;IP_PROP153;IP_PROP143;IP_PROP145;IP_PROP150;IP_PROP154;IP_PROP155;IP_PROP156;IP_PROP162;IP_PROP149;IP_PROP146;IP_PROP147;IP_PROP148;CV_PRICE_1;IP_PROP706;IP_PROP707;IC_GROUP0;IC_GROUP1;IC_GROUP2
5127;молдинг 1.51.354 гибкий;1.51.354;Y;2000;;;;;68;;;;;;26;550;550;1000;2503.00;500;9,3;Интерьерный декор;гибкие молдинги;
5128;плинтус 1.53.102;1.53.102;N;2000;;;;;150;22;;;;;;;;;2191.00;500;19,5;Интерьерный декор;плинтусы;
5129;плинтус 1.53.103;1.53.103;N;2000;;;;;109;14;;;;;;;;;1989.00;500;11,1;Интерьерный декор;плинтусы;
5130;плинтус 1.53.104;1.53.104;N;2000;;;;;120;26;;;;;;;;;2044.00;500;13,9;Интерьерный декор;плинтусы;
5131;плинтус 1.53.105;1.53.105;N;2000;;;;;160;25;;;;;;;;;2254.00;500;18,5;Интерьерный декор;плинтусы;
5132;плинтус 1.53.106;1.53.106;N;2000;;;;;70;17;;;;;;;;;1833.00;500;8;Интерьерный декор;плинтусы;
5133;плинтус 1.53.107;1.53.107;N;2000;;;;;80;22;;;;;;;;;1762.00;500;8,5;Интерьерный декор;плинтусы;
5134;плинтус 1.53.109;1.53.109;N;2000;;;;;98;16;;;;;;;;;1972.00;500;8,4;Интерьерный декор;плинтусы;
5135;плинтус 1.53.101;1.53.101;N;2000;;;;;110;27;;;;;;;;;2120.00;500;17,4;Интерьерный декор;плинтусы;
5136;плинтус 1.53.102 гибкий;1.53.102;Y;2000;;;;;150;22;;;;;;550;550;;4380.00;500;19,5;Интерьерный декор;гибкие плинтусы;
5137;плинтус 1.53.103 гибкий;1.53.103;Y;2000;;;;;109;14;;;;;;550;550;;3978.00;500;11,1;Интерьерный декор;гибкие плинтусы;
5138;плинтус 1.53.104 гибкий;1.53.104;Y;2000;;;;;120;26;;;;;;550;550;;4087.00;500;13,9;Интерьерный декор;гибкие плинтусы;
5139;плинтус 1.53.105 гибкий;1.53.105;Y;2000;;;;;160;25;;;;;;550;550;;4507.00;500;18,5;Интерьерный декор;гибкие плинтусы;
5140;плинтус 1.53.106 гибкий;1.53.106;Y;2000;;;;;70;17;;;;;;550;550;;3665.00;500;8;Интерьерный декор;гибкие плинтусы;
5141;плинтус 1.53.107 гибкий;1.53.107;Y;2000;;;;;80;22;;;;;;550;550;;3522.00;500;8,5;Интерьерный декор;гибкие плинтусы;
5142;плинтус 1.53.109 гибкий;1.53.109;Y;2000;;;;;98;16;;;;;;550;550;;3943.00;500;8,4;Интерьерный декор;гибкие плинтусы;
5143;плинтус 1.53.101 гибкий;1.53.101;Y;2000;;;;;110;27;;;;;;550;550;;4238.00;500;17,4;Интерьерный декор;гибкие плинтусы;
5144;угловой элемент 1.52.326;1.52.326;N;;285;285;;;;;;;;;30;;;;629.00;150;9,4;Интерьерный декор;угловые элементы;
5145;угловой элемент 1.52.301;1.52.301;N;;210;210;;;;;;;;;16;;;;897.00;129;3,8;Интерьерный декор;угловые элементы;
5146;угловой элемент 1.52.302;1.52.302;N;;215;215;;;;;;;;;25;;;;919.00;129;8,4;Интерьерный декор;угловые элементы;
5147;угловой элемент 1.52.290;1.52.290;N;;213;395;;;;;;;;;23;;;;973.00;100;3,8;Интерьерный декор;угловые элементы;
5148;угловой элемент 1.52.293;1.52.293;N;;213;395;;;;;;;;;23;;;;973.00;100;3,8;Интерьерный декор;угловые элементы;
5149;угловой элемент 1.52.292;1.52.292;N;;255;255;;;;;;;;;19;;;;995.00;129;4,8;Интерьерный декор;угловые элементы;
5150;угловой элемент 1.52.288;1.52.288;N;;272;269;;;;;;;;;32;;;;1016.00;129;4,8;Интерьерный декор;угловые элементы;
5151;угловой элемент 1.52.294;1.52.294;N;;261;261;;;;;;;;;18;;;;1016.00;129;6,5;Интерьерный декор;угловые элементы;
5152;угловой элемент 1.52.291;1.52.291;N;;195;195;;;;;;;;;20;;;;927.00;100;3,8;Интерьерный декор;угловые элементы;
5153;угловой элемент 1.52.295;1.52.295;N;;195;195;;;;;;;;;18;;;;927.00;100;3,8;Интерьерный декор;угловые элементы;
5154;угловой элемент 1.52.328;1.52.328;N;;250;250;;;;;;;;;30;;;;557.00;129;5,9;Интерьерный декор;угловые элементы;
5155;угловой элемент 1.52.400;1.52.400;N;;294;294;;;;;;;;;26;;;;977.00;129;4,3;Интерьерный декор;угловые элементы;
5156;угловой элемент 1.52.289;1.52.289;N;;300;104;;;;;;;;;20;;;;899.00;100;5,1;Интерьерный декор;угловые элементы;
5157;угловой элемент 1.52.296;1.52.296;N;;270;390;;;;;;;;;18;;;;1113.00;150;6,5;Интерьерный декор;угловые элементы;
5158;угловой элемент 1.52.297;1.52.297;N;;215;215;;;;;;;;;21;;;;908.00;129;5,1;Интерьерный декор;угловые элементы;
5159;угловой элемент 1.52.298;1.52.298;N;;215;215;;;;;;;;;21;;;;908.00;129;5,1;Интерьерный декор;угловые элементы;
5161;угловой элемент 1.52.303;1.52.303;N;;294;295;;;;;;;;;22;;;;557.00;129;4,7;Интерьерный декор;угловые элементы;
5162;угловой элемент 1.52.308;1.52.308;N;;160;160;;;;;;;;;20;;;;888.00;100;5,1;Интерьерный декор;угловые элементы;
5163;угловой элемент 1.52.312;1.52.312;N;;208;210;;;;;;;;;18;;;;897.00;129;4,8;Интерьерный декор;угловые элементы;
5165;угловой элемент 1.52.314;1.52.314;N;;270;390;;;;;;;;;18;;;;1113.00;129;6,5;Интерьерный декор;угловые элементы;
5166;угловой элемент 1.52.318;1.52.318;N;;174;174;;;;;;;;;32;;;;570.00;100;10,4;Интерьерный декор;угловые элементы;
5168;кронштейн 1.19.137;1.19.137;N;;73;97;38;;;;;;;;;;;;383.00;;8,9;Интерьерный декор;кронштейны;
5169;кронштейн 1.19.002;1.19.002;N;;122;303;75;;;;;;;;;;;;1938.00;136;;Интерьерный декор;кронштейны;
5170;кронштейн 1.19.005;1.19.005;N;;188;489;163;;;;;;;;;;;;2140.00;136;;Интерьерный декор;кронштейны;
5171;кронштейн 1.19.003;1.19.003;N;;120;149;120;;;;;;;;;;;;1943.00;136;;Интерьерный декор;кронштейны;
5172;кронштейн 1.19.004;1.19.004;N;;86;215;73;;;;;;;;;;;;1944.00;136;;Интерьерный декор;кронштейны;
5175;розетка 1.56.001;1.56.001;N;;;;;;;;;;693;;60;;;;3716.00;257;;Интерьерный декор;розетки;
5176;розетка 1.56.002;1.56.002;N;;;;;;;;;;520;;37;;;;2643.00;193;;Интерьерный декор;розетки;
5177;розетка 1.56.004;1.56.004;N;;;;;;;;;;436;;31;;;;2155.00;164;;Интерьерный декор;розетки;
5178;розетка 1.56.007;1.56.007;N;;;;;;;;;;400;;60;;;;2235.00;150;;Интерьерный декор;розетки;
5179;розетка 1.56.013;1.56.013;N;;;;;;;;;;258;;32;;;;1414.00;100;;Интерьерный декор;розетки;
5180;розетка 1.56.014;1.56.014;N;;;;;;;;;;338;;57;;;;1538.00;129;;Интерьерный декор;розетки;
5181;розетка 1.56.015;1.56.015;N;;;;;;;;;;555;;62;;;;2904.00;207;;Интерьерный декор;розетки;
5182;розетка 1.56.016;1.56.016;N;;;;;;;;;;480;;47;;;;2643.00;179;;Интерьерный декор;розетки;
5183;розетка 1.56.018;1.56.018;N;;;;;;;;;;743;;40;;;;5166.00;279;;Интерьерный декор;розетки;
5185;розетка 1.56.020;1.56.020;N;;;;;;;;;;470;;41;;;;2760.00;179;;Интерьерный декор;розетки;
5186;розетка 1.56.022;1.56.022;N;;;;;;;;;;523;;52;;;;2643.00;200;;Интерьерный декор;розетки;
5187;розетка 1.56.023;1.56.023;N;;;;;;;;;;589;;55;;;;3622.00;221;;Интерьерный декор;розетки;
5189;розетка 1.56.025;1.56.025;N;;;;;;;;;;819;;65;;;;6803.00;307;;Интерьерный декор;розетки;
5190;розетка 1.56.005;1.56.005;N;;;;;;;;;;655;;42;;;;3617.00;250;;Интерьерный декор;розетки;
5191;розетка 1.56.010;1.56.010;N;;;;;;;;;;193;;34;;;;899.00;71;;Интерьерный декор;розетки;
5193;розетка 1.56.029;1.56.029;N;;767;529;;;;;;;;;47;;;;3716.00;293;;Интерьерный декор;розетки;
5194;розетка 1.56.030;1.56.030;N;;;;;;;;;;394;;37;;;;1583.00;150;;Интерьерный декор;розетки;
5195;розетка 1.56.003;1.56.003;N;;;;;;;;;;518;;35;;;;2821.00;193;;Интерьерный декор;розетки;
5196;розетка 1.56.031;1.56.031;N;;;;;;;;;;614;;50;;;;3622.00;229;;Интерьерный декор;розетки;
5197;розетка 1.56.021;1.56.021;N;;;;;;;;;;487;;59;;;;2904.00;186;;Интерьерный декор;розетки;
5198;розетка 1.56.026;1.56.026;N;;;;;;;;;;768;;52;;;;4924.00;293;;Интерьерный декор;розетки;
5199;розетка 1.56.006;1.56.006;N;;;;;;;;;;330;;25;;;;1506.00;121;;Интерьерный декор;розетки;
5200;розетка 1.56.009;1.56.009;N;;;;;;;;;;292;;34;;;;1315.00;107;;Интерьерный декор;розетки;
5201;розетка 1.56.032;1.56.032;N;;;;;;;;;;319;;37;;;;1568.00;121;;Интерьерный декор;розетки;
5202;розетка 1.56.011;1.56.011;N;;;;;;;;;;195;;21;;;;888.00;79;;Интерьерный декор;розетки;
5203;розетка 1.56.037;1.56.037;N;;;;;;;;;;330;;32;;;;1539.00;121;;Интерьерный декор;розетки;
5204;розетка 1.56.034;1.56.034;N;;;;;;;;;;510;;50;;;;2732.00;193;;Интерьерный декор;розетки;
5208;розетка 1.56.027;1.56.027;N;;;;;;;;;;382;;25;;;;1501.00;143;;Интерьерный декор;розетки;
5209;розетка 1.56.039;1.56.039;N;;;;;;;;;;659;;67;;;;3766.00;250;;Интерьерный декор;розетки;
5210;розетка 1.56.035;1.56.035;N;;;;;;;;;;484;;44;;;;2731.00;186;;Интерьерный декор;розетки;
5212;орнамент 1.60.114;1.60.114;N;;74;147;;;;;;;;;41;;;;671.00;43;;Интерьерный декор;орнаменты;
5213;орнамент 1.60.014;1.60.014;N;;75;148;;;;;;;;;42;;;;671.00;43;;Интерьерный декор;орнаменты;
5214;орнамент 1.60.011;1.60.011;N;;142;282;;;;;;;;;16;;;;487.00;43;;Интерьерный декор;орнаменты;
5215;орнамент 1.60.111;1.60.111;N;;142;282;;;;;;;;;16;;;;487.00;43;;Интерьерный декор;орнаменты;
5216;орнамент 1.60.007;1.60.007;N;;97;155;;;;;;;;;18;;;;453.00;43;;Интерьерный декор;орнаменты;
5217;орнамент 1.60.005;1.60.005;N;;69;86;;;;;;;;;15;;;;453.00;43;;Интерьерный декор;орнаменты;
5218;орнамент 1.60.012;1.60.012;N;;208;277;;;;;;;;;58;;;;726.00;57;;Интерьерный декор;орнаменты;
5219;орнамент 1.60.008;1.60.008;N;;28;82;;;;;;;;;9;;;;426.00;43;;Интерьерный декор;орнаменты;
5220;орнамент 1.60.010;1.60.010;N;;67;165;;;;;;;;;10;;;;437.00;43;;Интерьерный декор;орнаменты;
5221;орнамент 1.60.002;1.60.002;N;;415;113;;;;;;;;;21;;;;293.00;43;;Интерьерный декор;орнаменты;
5222;орнамент 1.60.003;1.60.003;N;;26;34;;;;;;;;;13;;;;426.00;43;;Интерьерный декор;орнаменты;
5223;орнамент 1.60.004;1.60.004;N;;37;54;;;;;;;;;12;;;;437.00;43;;Интерьерный декор;орнаменты;
5224;орнамент 1.60.006;1.60.006;N;;59;59;;;;;;;;;10;;;;443.00;43;;Интерьерный декор;орнаменты;
5225;орнамент 1.60.009;1.60.009;N;;61;136;;;;;;;;;12;;;;437.00;43;;Интерьерный декор;орнаменты;
5226;орнамент 1.60.015;1.60.015;N;;51;119;;;;;;;;;22;;;;456.00;43;;Интерьерный декор;орнаменты;
5227;орнамент 1.60.017;1.60.017;N;;90;90;;;;;;;;;15;;;;491.00;43;;Интерьерный декор;орнаменты;
5228;орнамент 1.60.018;1.60.018;N;;259;127;;;;;;;;;14;;;;303.00;43;;Интерьерный декор;орнаменты;
5229;орнамент 1.60.019;1.60.019;N;;88;53;;;;;;;;;17;;;;1210.00;57;;Интерьерный декор;орнаменты;
5230;орнамент 1.60.108;1.60.108;N;;27;82;;;;;;;;;7;;;;426.00;43;;Интерьерный декор;орнаменты;
5231;орнамент 1.60.109;1.60.109;N;;62;136;;;;;;;;;13;;;;437.00;43;;Интерьерный декор;орнаменты;
5232;орнамент 1.60.110;1.60.110;N;;67;165;;;;;;;;;10;;;;437.00;43;;Интерьерный декор;орнаменты;
5233;орнамент 1.60.001;1.60.001;N;;137;165;;;;;;;;;16;;;;267.00;43;;Интерьерный декор;орнаменты;
5234;кессон 1.57.002;1.57.002;N;;600;600;;;;;;;;;67;;;;3396.00;257;;Интерьерный декор;кессоны и купола;
5235;кессон 1.57.003;1.57.003;N;;600;600;;;;;;;;;71;;;;3574.00;257;;Интерьерный декор;кессоны и купола;
5236;кессон 1.57.001;1.57.001;N;;599;600;;;;;;;;;68;;;;3129.00;257;;Интерьерный декор;кессоны и купола;
5237;кессон 1.57.004;1.57.004;N;;700;700;;;;;;;;;90;;;;4638.00;271;;Интерьерный декор;кессоны и купола;
5238;купол 1.58.001;1.58.001;N;;;;;;;;;;894;;112;;;;10261.00;514;;Интерьерный декор;кессоны и купола;
5239;капитель 1.11.001;1.11.001;N;;428;370;428;;;;;;;;;;;;8948.00;214;44,4;Интерьерный декор;составные элементы;
5240;капитель 1.11.010;1.11.010;N;;224;175;224;;;;;;;;;;;;8103.00;179;44,4;Интерьерный декор;составные элементы;
5241;капитель 1.11.003;1.11.003;N;;392;170;392;;;;;;;;;;;;11585.00;214;44,4;Интерьерный декор;составные элементы;
5242;капитель 1.11.002;1.11.002;N;;355;270;355;;;;;;;;;;;;8607.00;179;44,4;Интерьерный декор;составные элементы;
5243;капитель 1.11.004;1.11.004;N;;438;174;358;;;;;;;;;;;;11585.00;214;44,4;Интерьерный декор;составные элементы;
5244;капитель 1.11.005;1.11.005;N;;269;151;269;;;;;;;;;;;;5970.00;179;44,4;Интерьерный декор;составные элементы;
5245;капитель 1.11.006;1.11.006;N;;280;109;276;;;;;;;;;;;;6671.00;179;44,4;Интерьерный декор;составные элементы;
5246;капитель 1.11.008;1.11.008;N;;216;106;216;;;;;;;;;;;;6740.00;179;44,4;Интерьерный декор;составные элементы;
5247;капитель 1.11.009;1.11.009;N;;234;92;188;;;;;;;;;;;;6710.00;179;44,4;Интерьерный декор;составные элементы;
5248;капитель 1.15.002;1.15.002;N;;356;270;177;;;;;;;;;;;;3674.00;179;44,4;Интерьерный декор;составные элементы;
5249;капитель 1.15.003;1.15.003;N;;390;170;195;;;;;;;;;;;;5167.00;214;44,4;Интерьерный декор;составные элементы;
5250;капитель 1.15.004;1.15.004;N;;438;174;180;;;;;;;;;;;;5167.00;214;44,4;Интерьерный декор;составные элементы;
5251;капитель 1.15.005;1.15.005;N;;271;151;135;;;;;;;;;;;;2680.00;179;44,4;Интерьерный декор;составные элементы;
5252;капитель 1.15.006;1.15.006;N;;280;110;137;;;;;;;;;;;;2980.00;179;44,4;Интерьерный декор;составные элементы;
5253;капитель 1.15.008;1.15.008;N;;216;105;108;;;;;;;;;;;;3373.00;179;44,4;Интерьерный декор;составные элементы;
5254;капитель 1.15.001;1.15.001;N;;427;371;214;;;;;;;;;;;;3788.00;214;44,4;Интерьерный декор;составные элементы;
5255;капитель 1.15.009;1.15.009;N;;237;94;92;;;;;;;;;;;;3353.00;179;44,4;Интерьерный декор;составные элементы;
5256;капитель 1.15.010;1.15.010;N;;224;175;115;;;;;;;;;;;;4055.00;179;44,4;Интерьерный декор;составные элементы;
5257;капитель 1.21.003;1.21.003;N;;354;220;97;;;;;;;;;;;;2306.00;179;44,4;Интерьерный декор;составные элементы;
5258;капитель 1.21.001;1.21.001;N;;232;150;68;;;;;;;;;;;;2072.00;179;44,4;Интерьерный декор;составные элементы;
5259;капитель 1.21.002;1.21.002;N;;419;346;112;;;;;;;;;;;;2635.00;214;44,4;Интерьерный декор;составные элементы;
5260;капитель 1.21.004;1.21.004;N;;403;178;80;;;;;;;;;;;;2411.00;214;44,4;Интерьерный декор;составные элементы;
5261;капитель 1.21.005;1.21.005;N;;602;180;80;;;;;;;;;;;;2598.00;214;44,4;Интерьерный декор;составные элементы;
5262;капитель 1.21.006;1.21.006;N;;470;181;80;;;;;;;;;;;;2461.00;214;44,4;Интерьерный декор;составные элементы;
5263;капитель 1.21.007;1.21.007;N;;345;219;95;;;;;;;;;;;;2332.00;179;44,4;Интерьерный декор;составные элементы;
5264;ствол 1.12.020;1.12.020;N;;;2295;;;;;;;250;;;;;;21791.00;;44,4;Интерьерный декор;составные элементы;
5265;ствол 1.12.010;1.12.010;N;;;2296;;;;;;;251;;;;;;21791.00;;44,4;Интерьерный декор;составные элементы;
5266;ствол 1.12.030;1.12.030;N;;;2300;;;;;;;302;;;;;;16653.00;;44,4;Интерьерный декор;составные элементы;
5267;ствол 1.12.050;1.12.050;N;;;1955;;;;;;;199;;;;;;12833.00;;44,4;Интерьерный декор;составные элементы;
5268;ствол 1.12.060;1.12.060;N;;;1826;;;;;;;161;;;;;;11718.00;;44,4;Интерьерный декор;составные элементы;
5269;ствол 1.12.061;1.12.061;N;;;2472;;;;;;;160;;;;;;15826.00;;44,4;Интерьерный декор;составные элементы;
5270;ствол 1.12.080;1.12.080;N;;;1751;;;;;;;157;;;;;;11718.00;;44,4;Интерьерный декор;составные элементы;
5271;ствол 1.12.081;1.12.081;N;;;2399;;;;;;;156;;;;;;15826.00;;44,4;Интерьерный декор;составные элементы;
5272;ствол 1.12.070;1.12.070;N;;;1870;;;;;;;159;;;;;;7031.00;;44,4;Интерьерный декор;составные элементы;
5273;ствол 1.12.071;1.12.071;N;;;2517;;;;;;;158;;;;;;9496.00;;44,4;Интерьерный декор;составные элементы;
5274;ствол 1.16.080;1.16.080;N;;156;1752;78;;;;;;;;;;;;5861.00;521;44,4;Интерьерный декор;составные элементы;
5275;ствол 1.16.081;1.16.081;N;;155;2401;79;;;;;;;;;;;;7915.00;607;44,4;Интерьерный декор;составные элементы;
5277;ствол 1.16.070;1.16.070;N;;160;1873;79;;;;;;;;;;;;3517.00;521;44,4;Интерьерный декор;составные элементы;
5278;ствол 1.16.050;1.16.050;N;;200;1956;100;;;;;;;;;;;;5739.00;521;44,4;Интерьерный декор;составные элементы;
5279;ствол 1.16.060;1.16.060;N;;162;1827;80;;;;;;;;;;;;5861.00;521;44,4;Интерьерный декор;составные элементы;
5280;ствол 1.16.071;1.16.071;N;;160;2519;78;;;;;;;;;;;;4749.00;607;44,4;Интерьерный декор;составные элементы;
5281;ствол 1.16.010;1.16.010;N;;251;2298;125;;;;;;;;;;;;9755.00;607;44,4;Интерьерный декор;составные элементы;
5282;ствол 1.16.011;1.16.011;N;;250;2345;125;;;;;;;;;;;;10025.00;607;44,4;Интерьерный декор;составные элементы;
5283;ствол 1.16.020;1.16.020;N;;250;2300;125;;;;;;;;;;;;9755.00;607;44,4;Интерьерный декор;составные элементы;
5284;ствол 1.16.061;1.16.061;N;;161;2475;81;;;;;;;;;;;;7915.00;607;44,4;Интерьерный декор;составные элементы;
5285;ствол 1.22.010;1.22.010;N;;134;2000;19;;;;;;;;;;;;3009.00;514;44,4;Интерьерный декор;составные элементы;
5286;ствол 1.22.020;1.22.020;N;;283;2000;41;;;;;;;;;;;;4746.00;514;44,4;Интерьерный декор;составные элементы;
5287;ствол 1.22.030;1.22.030;N;;194;2000;20;;;;;;;;;;;;3622.00;514;44,4;Интерьерный декор;составные элементы;
5288;ствол 1.22.200;1.22.200;N;;268;2295;30;;;;;;;;;;;;5445.00;514;44,4;Интерьерный декор;составные элементы;
5289;ствол 1.22.040;1.22.040;N;;290;2000;30;;;;;;;;;;;;3850.00;514;44,4;Интерьерный декор;составные элементы;
5290;кольцо 1.11.100;1.11.100;N;;;;;;;;;;279;;26;;;;367.00;;31,1;Интерьерный декор;составные элементы;
5291;кольцо 1.11.200;1.11.200;N;;;;;;;;;;279;;26;;;;367.00;;44,4;Интерьерный декор;составные элементы;
5292;кольцо 1.11.300;1.11.300;N;;;;;;;;;;297;;44;;;;530.00;;31,1;Интерьерный декор;составные элементы;
5293;кольцо 1.15.100;1.15.100;N;;;;138;;;;;;279;;26;;;;185.00;100;44,4;Интерьерный декор;составные элементы;
5294;кольцо 1.15.200;1.15.200;N;;;;138;;;;;;279;;26;;;;185.00;100;44,4;Интерьерный декор;составные элементы;
5295;кольцо 1.15.300;1.15.300;N;;;;147;;;;;;297;;45;;;;273.00;100;44,4;Интерьерный декор;составные элементы;
5296;база 1.13.900;1.13.900;N;;214;118;214;;;;;;;;;;;;5327.00;107;44,4;Интерьерный декор;составные элементы;
5297;база 1.13.300;1.13.300;N;;459;697;459;;;;;;;;;;;;12042.00;107;44,4;Интерьерный декор;составные элементы;
5298;база 1.13.400;1.13.400;N;;427;169;427;;;;;;;;;;;;5336.00;107;44,4;Интерьерный декор;составные элементы;
5299;база 1.13.800;1.13.800;N;;218;115;218;;;;;;;;;;;;3197.00;107;44,4;Интерьерный декор;составные элементы;
5300;база 1.13.500;1.13.500;N;;261;110;261;;;;;;;;;;;;5970.00;107;44,4;Интерьерный декор;составные элементы;
5301;база 1.13.100;1.13.100;N;;391;697;391;;;;;;;;;;;;15482.00;107;44,4;Интерьерный декор;составные элементы;
5302;база 1.13.200;1.13.200;N;;377;171;377;;;;;;;;;;;;7692.00;107;44,4;Интерьерный декор;составные элементы;
5303;база 1.13.700;1.13.700;N;;224;115;224;;;;;;;;;;;;5222.00;107;44,4;Интерьерный декор;составные элементы;
5304;база 1.17.900;1.17.900;N;;214;119;106;;;;;;;;;;;;2665.00;107;44,4;Интерьерный декор;составные элементы;
5305;база 1.17.300;1.17.300;N;;454;698;230;;;;;;;;;;;;5509.00;107;44,4;Интерьерный декор;составные элементы;
5306;база 1.17.400;1.17.400;N;;426;170;212;;;;;;;;;;;;2412.00;107;44,4;Интерьерный декор;составные элементы;
5307;база 1.17.100;1.17.100;N;;391;698;193;;;;;;;;;;;;6886.00;107;44,4;Интерьерный декор;составные элементы;
5308;база 1.17.800;1.17.800;N;;219;115;109;;;;;;;;;;;;1599.00;107;44,4;Интерьерный декор;составные элементы;
5309;база 1.17.500;1.17.500;N;;260;110;130;;;;;;;;;;;;2680.00;107;44,4;Интерьерный декор;составные элементы;
5310;база 1.17.600;1.17.600;N;;275;695;140;;;;;;;;;;;;5021.00;150;44,4;Интерьерный декор;составные элементы;
5311;база 1.17.700;1.17.700;N;;225;115;112;;;;;;;;;;;;2613.00;107;44,4;Интерьерный декор;составные элементы;
5312;база 1.17.200;1.17.200;N;;378;171;188;;;;;;;;;;;;2989.00;107;44,4;Интерьерный декор;составные элементы;
5313;база 1.23.100;1.23.100;N;;214;540;55;;;;;;;;;;;;2461.00;150;44,4;Интерьерный декор;составные элементы;
5314;база 1.23.200;1.23.200;N;;542;372;85;;;;;;;;;;;;3520.00;150;44,4;Интерьерный декор;составные элементы;
5315;база 1.23.300;1.23.300;N;;300;752;75;;;;;;;;;;;;2778.00;150;44,4;Интерьерный декор;составные элементы;
5316;база 1.23.400;1.23.400;N;;390;905;70;;;;;;;;;;;;3760.00;150;44,4;Интерьерный декор;составные элементы;
5317;база 1.23.500;1.23.500;N;;578;301;62;;;;;;;;;;;;2701.00;150;44,4;Интерьерный декор;составные элементы;
5318;пьедестал 1.14.001;1.14.001;N;;318;645;318;;;;;;;;;;;;10377.00;136;44,4;Интерьерный декор;составные элементы;
5319;пьедестал 1.14.002;1.14.002;N;;312;648;312;;;;;;;;;;;;6573.00;136;44,4;Интерьерный декор;составные элементы;
5320;пьедестал 1.14.003;1.14.003;N;;299;648;299;;;;;;;;;;;;10955.00;136;44,4;Интерьерный декор;составные элементы;
5321;пьедестал 1.18.001;1.18.001;N;;317;648;159;;;;;;;;;;;;5480.00;136;44,4;Интерьерный декор;составные элементы;
5322;пьедестал 1.18.002;1.18.002;N;;311;679;156;;;;;;;;;;;;3117.00;136;44,4;Интерьерный декор;составные элементы;
5323;пьедестал 1.18.003;1.18.003;N;;299;679;148;;;;;;;;;;;;5480.00;136;44,4;Интерьерный декор;составные элементы;
5324;база 1.54.010;1.54.010;N;;96;248;;;;;;;;;30;;;;1161.00;150;31,1;Интерьерный декор;обрамление арок;
5325;обрамление арок 1.55.003;1.55.003;N;;134;51;;;;;;;;;43;;;;470.00;164;17,8;Интерьерный декор;обрамление арок;
5326;обрамление арок 1.55.004;1.55.004;N;;231;51;;;;;;;;;43;;;;488.00;164;17,8;Интерьерный декор;обрамление арок;
5327;обрамление арок 1.55.001;1.55.001;N;;648;320;;;;;;;;;25;;;;1330.00;100;17,8;Интерьерный декор;обрамление арок;
5328;замковый камень 1.55.005;1.55.005;N;;93;126;;;;;;;;;41;;;;487.00;100;17,8;Интерьерный декор;обрамление арок;
5329;обрамление арок 1.55.002;1.55.002;N;;648;320;;;;;;;;;25;;;;1330.00;100;17,8;Интерьерный декор;обрамление арок;
5330;база 1.54.020;1.54.020;N;;96;250;;;;;;;;;34;;;;632.00;150;31,1;Интерьерный декор;обрамление дверей;
5331;боковой элемент 1.54.009;1.54.009;N;;310;115;;;;;;;;;11;;;;276.00;57;;Интерьерный декор;обрамление дверей;
5332;боковой элемент 1.54.019;1.54.019;N;;310;115;;;;;;;;;11;;;;276.00;;22,2;Интерьерный декор;обрамление дверей;
5333;квадрат 1.54.001;1.54.001;N;;98;98;;;;;;;;;30;;;;418.00;57;;Интерьерный декор;обрамление дверей;
5334;квадрат 1.54.002;1.54.002;N;;96;96;;;;;;;;;30;;;;404.00;57;;Интерьерный декор;обрамление дверей;
5335;наличник 1.54.003;1.54.003;N;1262;;198;;;;;;;;;25;;;;1674.00;271;21,5;Интерьерный декор;обрамление дверей;
5336;наличник 1.54.004;1.54.004;N;2000;;238;;;;;;;;;25;;;;2803.00;300;35,4;Интерьерный декор;обрамление дверей;
5337;элемент 1.54.008;1.54.008;N;;155;119;;;;;;;;;19;;;;283.00;57;;Интерьерный декор;обрамление дверей;
5338;элемент 1.54.006;1.54.006;N;;233;133;;;;;;;;;28;;;;347.00;57;;Интерьерный декор;обрамление дверей;
5339;элемент 1.54.005;1.54.005;N;;325;136;;;;;;;;;19;;;;334.00;57;;Интерьерный декор;обрамление дверей;
5340;элемент 1.54.007;1.54.007;N;;156;116;;;;;;;;;11;;;;274.00;57;;Интерьерный декор;обрамление дверей;
5341;элемент 1.54.012;1.54.012;N;;728;116;;;;;;;;;9;;;;690.00;79;;Интерьерный декор;обрамление дверей;
5342;элемент 1.54.011;1.54.011;N;;433;114;;;;;;;;;16;;;;681.00;;29,2;Интерьерный декор;обрамление дверей;
5343;ствол 1.12.011;1.12.011;N;;;2345;;;;;;;250;;;;;;22446.00;;44,4;Интерьерный декор;составные элементы;
5861;карниз 1.50.205;1.50.205;N;2000;;;;71;66;;;;;;;;;;919.00;500;13;Интерьерный декор;карнизы;
5862;карниз 1.50.196 гибкий;1.50.196;Y;2000;;;;53;70;;;;;;;1500;2000;;2904.00;500;19,2;Интерьерный декор;гибкие карнизы;
5863;карниз 1.50.198 гибкий;1.50.198;Y;2000;;;;92;87;;;;;;;2000;2000;;3145.00;500;15,8;Интерьерный декор;гибкие карнизы;
5864;карниз 1.50.201 гибкий;1.50.201;Y;2000;;;;130;171;;;;;;;3500;3500;;7095.00;550;24,8;Интерьерный декор;гибкие карнизы;
5865;карниз 1.50.205 гибкий;1.50.205;Y;2000;;;;71;66;;;;;;;1500;1000;;1836.00;500;13;Интерьерный декор;гибкие карнизы;
