IE_XML_ID;IE_NAME;IP_PROP142;IP_PROP157;IP_PROP160;IP_PROP144;IP_PROP151;IP_PROP152;IP_PROP153;IP_PROP143;IP_PROP145;IP_PROP150;IP_PROP154;IP_PROP155;IP_PROP156;IP_PROP162;IP_PROP149;IP_PROP146;IP_PROP147;IP_PROP148;CV_PRICE_1;IC_GROUP0;IC_GROUP1;IC_GROUP2
5955;замковый камень 4.85.002;4.85.002;Нет;ВР001022061;;222;234;67;;;;;;;;;;;;763.00;Фасадный декор;оконные обрамления;замковые камни
5956;замковый камень 4.85.003;4.85.003;Нет;ВР001022062;;200;213;54;;;;;;;;;;;;763.00;Фасадный декор;оконные обрамления;замковые камни
5957;подоконный элемент 4.82.001;4.82.001;Нет;ВР001004991;2000;;160;100;;;;;;;;;;;;3812.00;Фасадный декор;оконные обрамления;подоконные элементы
5958;подоконный элемент 4.82.002;4.82.002;Нет;ВР001022047;2000;;126;95;;;;;;;;;;;;2541.00;Фасадный декор;оконные обрамления;подоконные элементы
5959;подоконный элемент 4.82.003;4.82.003;Нет;ВР001022046;2000;;111;86;;;;;;;;;;;;2541.00;Фасадный декор;оконные обрамления;подоконные элементы
5960;подоконный элемент 4.82.101;4.82.101;Нет;ВР001004973;2000;;105;48;;;;;;;;;;;;1844.00;Фасадный декор;оконные обрамления;подоконные элементы
5961;подоконный элемент 4.82.201;4.82.201;Нет;ВР001005044;2000;;95;60;;;;;;;;;;;;1907.00;Фасадный декор;оконные обрамления;подоконные элементы
5962;подоконный элемент 4.82.202;4.82.202;Нет;ВР001005062;2000;;95;53;;;;;;;;;;;;1907.00;Фасадный декор;оконные обрамления;подоконные элементы
5963;подоконный элемент 4.82.301;4.82.301;Нет;ВР001005107;2000;;109;61;;;;;;;;;;;;1907.00;Фасадный декор;оконные обрамления;подоконные элементы
5964;подоконный элемент 4.82.302;4.82.302;Нет;ВР001005125;2000;;109;54;;;;;;;;;;;;1907.00;Фасадный декор;оконные обрамления;подоконные элементы
5965;кронштейн-пьедестал 4.83.101;4.83.101;Нет;ВР001004972;;393;274;195;;;;;;;;;;;;2033.00;Фасадный декор;оконные обрамления;кронштейны-пьедесталы
5966;кронштейн-пьедестал 4.83.102;4.83.102;Нет;ВР001004989;;356;240;128;;;;;;;;;;;;1240.00;Фасадный декор;оконные обрамления;кронштейны-пьедесталы
5967;кронштейн-пьедестал 4.83.201;4.83.201;Нет;ВР001005045;;392;277;196;;;;;;;;;;;;1399.00;Фасадный декор;оконные обрамления;кронштейны-пьедесталы
5968;кронштейн-пьедестал 4.83.202;4.83.202;Нет;ВР001005063;;358;263;133;;;;;;;;;;;;1432.00;Фасадный декор;оконные обрамления;кронштейны-пьедесталы
5969;кронштейн-пьедестал 4.83.301;4.83.301;Нет;ВР001005105;;366;272;181;;;;;;;;;;;;1271.00;Фасадный декор;оконные обрамления;кронштейны-пьедесталы
5970;кронштейн-пьедестал 4.83.302;4.83.302;Нет;ВР001005126;;334;268;130;;;;;;;;;;;;1144.00;Фасадный декор;оконные обрамления;кронштейны-пьедесталы
5971;руст 4.86.003;4.86.003;Нет;ВР001024402;;375;250;40;;;;;;;;;;;;828.00;Фасадный декор;русты;
5972;руст 4.86.004;4.86.004;Нет;ВР001024403;;250;250;40;;;;;;;;;;;;509.00;Фасадный декор;русты;
5973;руст 4.86.005;4.86.005;Нет;ВР002025465;;360;290;42;;;;;;;;;;;;828.00;Фасадный декор;русты;
5974;руст 4.86.001;4.86.001;Нет;ВР001005002;;555;290;42;;;;;;;;;;;;1399.00;Фасадный декор;русты;
5975;руст 4.86.002;4.86.002;Нет;ВР001005003;;548;215;38;;;;;;;;;;;;890.00;Фасадный декор;русты;
5982;угловой элемент 1.52.361;1.52.361;Нет;ВР002025527;;288;288;;;;;;;;;29;;;;602.00;Интерьерный декор;угловые элементы;
5983;база 4.17.302;4.17.302;Нет;ВР001005079;;370;164;184;;;;;;;;;;;;1779.00;Фасадный декор;составные элементы;
5984;база 4.53.201;4.53.201;Нет;ВР001005061;;252;120;80;;;;;;;;;;;;669.00;Фасадный декор;составные элементы;
5985;база 4.53.301;4.53.301;Нет;ВР001005123;;226;109;76;;;;;;;;;;;;478.00;Фасадный декор;составные элементы;
5986;база 4.17.101;4.17.101;Нет;ВР001004952;;435;180;218;;;;;;;;;;;;1779.00;Фасадный декор;составные элементы;
5987;база 4.17.201;4.17.201;Нет;ВР001005018;;410;170;207;;;;;;;;;;;;1779.00;Фасадный декор;составные элементы;
5988;база 4.17.202;4.17.202;Нет;ВР001005019;;410;170;206;;;;;;;;;;;;1271.00;Фасадный декор;составные элементы;
5989;база 4.17.301;4.17.301;Нет;ВР001005078;;370;164;184;;;;;;;;;;;;1399.00;Фасадный декор;составные элементы;
5990;база 4.23.101;4.23.101;Нет;ВР001022016;;350;161;113;;;;;;;;;;;;1336.00;Фасадный декор;составные элементы;
5991;база 4.23.201;4.23.201;Нет;ВР001022017;;376;172;119;;;;;;;;;;;;1336.00;Фасадный декор;составные элементы;
5992;база 4.23.301;4.23.301;Нет;ВР001022018;;350;161;113;;;;;;;;;;;;1336.00;Фасадный декор;составные элементы;
5993;база 4.43.101;4.43.101;Нет;ВР001004966;;296;120;296;;;;;;;;;;;;1594.00;Фасадный декор;составные элементы;
5994;база 4.43.201;4.43.201;Нет;ВР001005042;;272;115;272;;;;;;;;;;;;1469.00;Фасадный декор;составные элементы;
5995;база 4.43.202;4.43.202;Нет;ВР001005043;;272;115;272;;;;;;;;;;;;1678.00;Фасадный декор;составные элементы;
5996;база 4.43.301;4.43.301;Нет;ВР001005099;;244;108;244;;;;;;;;;;;;1678.00;Фасадный декор;составные элементы;
5997;база 4.43.302;4.43.302;Нет;ВР001005100;;244;108;244;;;;;;;;;;;;1678.00;Фасадный декор;составные элементы;
5998;база 4.47.101;4.47.101;Нет;ВР001004963;;292;120;148;;;;;;;;;;;;725.00;Фасадный декор;составные элементы;
5999;база 4.47.201;4.47.201;Нет;ВР001005038;;272;115;136;;;;;;;;;;;;669.00;Фасадный декор;составные элементы;
6000;база 4.47.202;4.47.202;Нет;ВР001005039;;272;115;136;;;;;;;;;;;;763.00;Фасадный декор;составные элементы;
6001;база 4.47.301;4.47.301;Нет;ВР001005103;;244;108;122;;;;;;;;;;;;763.00;Фасадный декор;составные элементы;
6002;база 4.47.302;4.47.302;Нет;ВР001005104;;244;108;122;;;;;;;;;;;;763.00;Фасадный декор;составные элементы;
6003;база 4.53.101;4.53.101;Нет;ВР001004983;;260;120;80;;;;;;;;;;;;574.00;Фасадный декор;составные элементы;
6004;база 4.53.302;4.53.302;Нет;ВР001005124;;226;109;77;;;;;;;;;;;;478.00;Фасадный декор;составные элементы;
6005;база 4.13.101;4.13.101;Нет;ВР001004956;;435;179;435;;;;;;;;;;;;3914.00;Фасадный декор;составные элементы;
6006;база 4.13.201;4.13.201;Нет;ВР001005022;;;170;414;;;;;;;;;;;;3914.00;Фасадный декор;составные элементы;
6007;база 4.13.202;4.13.202;Нет;ВР001005023;;412;170;412;;;;;;;;;;;;2796.00;Фасадный декор;составные элементы;
6008;база 4.13.301;4.13.301;Нет;ВР001005082;;370;164;370;;;;;;;;;;;;3076.00;Фасадный декор;составные элементы;
6009;база 4.13.302;4.13.302;Нет;ВР001005083;;370;164;370;;;;;;;;;;;;3914.00;Фасадный декор;составные элементы;
6010;база 4.17.002;4.17.002;Нет;ВР002025407;;507;217;253;;;;;;;;;;;;2415.00;Фасадный декор;составные элементы;
6011;база 4.17.001;4.17.001;Нет;ВР002025167;;482;199;242;;;;;;;;;;;;2161.00;Фасадный декор;составные элементы;
6012;капитель 4.51.301;4.51.301;Нет;ВР001005120;;276;205;101;;;;;;;;;;;;763.00;Фасадный декор;составные элементы;
6013;капитель 4.15.101;4.15.101;Нет;ВР001004949;;408;180;204;;;;;;;;;;;;1716.00;Фасадный декор;составные элементы;
6014;капитель 4.15.201;4.15.201;Нет;ВР001005016;;430;162;181;;;;;;;;;;;;1525.00;Фасадный декор;составные элементы;
6015;капитель 4.15.301;4.15.301;Нет;ВР001005076;;395;311;206;;;;;;;;;;;;2161.00;Фасадный декор;составные элементы;
6016;капитель 4.21.101;4.21.101;Нет;ВР001022010;;406;178;124;;;;;;;;;;;;1336.00;Фасадный декор;составные элементы;
6017;капитель 4.21.201;4.21.201;Нет;ВР001022011;;446;163;97;;;;;;;;;;;;1336.00;Фасадный декор;составные элементы;
6018;капитель 4.21.301;4.21.301;Нет;ВР001022012;;418;318;151;;;;;;;;;;;;1907.00;Фасадный декор;составные элементы;
6019;капитель 4.41.101;4.41.101;Нет;ВР001004964;;270;127;270;;;;;;;;;;;;2224.00;Фасадный декор;составные элементы;
6020;капитель 4.41.201;4.41.201;Нет;ВР001005040;;294;116;242;;;;;;;;;;;;1469.00;Фасадный декор;составные элементы;
6021;капитель 4.41.301;4.41.301;Нет;ВР001005097;;265;208;265;;;;;;;;;;;;1678.00;Фасадный декор;составные элементы;
6022;капитель 4.45.101;4.45.101;Нет;ВР001004961;;270;127;135;;;;;;;;;;;;1011.00;Фасадный декор;составные элементы;
6023;капитель 4.45.201;4.45.201;Нет;ВР001005036;;294;116;120;;;;;;;;;;;;669.00;Фасадный декор;составные элементы;
6024;капитель 4.45.301;4.45.301;Нет;ВР001005101;;265;208;132;;;;;;;;;;;;763.00;Фасадный декор;составные элементы;
6025;капитель 4.51.101;4.51.101;Нет;ВР001004980;;260;125;80;;;;;;;;;;;;574.00;Фасадный декор;составные элементы;
6026;капитель 4.51.201;4.51.201;Нет;ВР001005058;;306;116;67;;;;;;;;;;;;574.00;Фасадный декор;составные элементы;
6027;капитель 4.11.101;4.11.101;Нет;ВР001004953;;408;180;408;;;;;;;;;;;;3775.00;Фасадный декор;составные элементы;
6028;капитель 4.11.201;4.11.201;Нет;ВР001005020;;430;162;362;;;;;;;;;;;;3355.00;Фасадный декор;составные элементы;
6029;капитель 4.11.301;4.11.301;Нет;ВР001005080;;395;311;409;;;;;;;;;;;;4752.00;Фасадный декор;составные элементы;
6030;капитель 4.15.102;4.15.102;Нет;ВР002025160;;544;240;272;;;;;;;;;;;;2860.00;Фасадный декор;составные элементы;
6031;регул 4.37.101;4.37.101;Нет;ВР001004975;120;;19;8;;;;;;;;;;;;167.00;Фасадный декор;накладные элементы;
6032;регул 4.07.101;4.07.101;Нет;ВР001004948;134;;29;12;;;;;;;;;;;;167.00;Фасадный декор;накладные элементы;
6033;мутул 4.05.102;4.05.102;Нет;ВР001022589;127;;190;58;;;;;;;;;;;;858.00;Фасадный декор;накладные элементы;
6034;мутул 4.35.102;4.35.102;Нет;ВР001004988;132;;85;41;;;;;;;;;;;;255.00;Фасадный декор;накладные элементы;
6035;мутул 4.35.101;4.35.101;Нет;ВР001004974;132;;142;41;;;;;;;;;;;;332.00;Фасадный декор;накладные элементы;
6036;мутул 4.05.101;4.05.101;Нет;ВР001004947;213;;190;62;;;;;;;;;;;;916.00;Фасадный декор;накладные элементы;
6037;модильон 4.08.301;4.08.301;Нет;ВР001005084;;86;127;54;;;;;;;;;;;;269.00;Фасадный декор;накладные элементы;
6038;модильон 4.08.302;4.08.302;Нет;ВР001022579;;83;88;46;;;;;;;;;;;;167.00;Фасадный декор;накладные элементы;
6039;модильон 4.38.301;4.38.301;Нет;ВР001005106;;57;83;33;;;;;;;;;;;;167.00;Фасадный декор;накладные элементы;
6040;модильон 4.38.302;4.38.302;Нет;ВР001005127;;55;67;33;;;;;;;;;;;;167.00;Фасадный декор;накладные элементы;
6041;триглиф 4.36.101;4.36.101;Нет;ВР001004967;;120;165;10;;;;;;;;;;;;229.00;Фасадный декор;накладные элементы;
6042;триглиф 4.06.101;4.06.101;Нет;ВР001004946;;168;244;12;;;;;;;;;;;;483.00;Фасадный декор;накладные элементы;
6043;ствол 4.52.102;4.52.102;Нет;ВР001004982;;210/184;1520;54;;;;;;;;;;;;2541.00;Фасадный декор;составные элементы;
6044;ствол 4.52.301;4.52.301;Нет;ВР001005121;;186/158;1455;55;;;;;;;;;;;;1907.00;Фасадный декор;составные элементы;
6045;ствол 4.16.101;4.16.101;Нет;ВР001004950;;330;2300;155/165;;;;;;;;;;;;10164.00;Фасадный декор;составные элементы;
6046;ствол 4.16.102;4.16.102;Нет;ВР001004951;;330;2300;155/166;;;;;;;;;;;;6353.00;Фасадный декор;составные элементы;
6047;ствол 4.16.201;4.16.201;Нет;ВР001005017;;295;2395;147/148;;;;;;;;;;;;8259.00;Фасадный декор;составные элементы;
6048;ствол 4.16.202;4.16.202;Нет;ВР001022042;;295;2400;147/148;;;;;;;;;;;;7623.00;Фасадный декор;составные элементы;
6049;ствол 4.16.301;4.16.301;Нет;ВР001005077;;272;2210;135/136;;;;;;;;;;;;6353.00;Фасадный декор;составные элементы;
6050;ствол 4.22.101;4.22.101;Нет;ВР001022013;;332/298;2310;88/70;;;;;;;;;;;;6353.00;Фасадный декор;составные элементы;
6051;ствол 4.22.102;4.22.102;Нет;ВР001022039;;332/298;2310;88/70;;;;;;;;;;;;5718.00;Фасадный декор;составные элементы;
6052;ствол 4.22.201;4.22.201;Нет;ВР001022014;;260;2350;62;;;;;;;;;;;;5718.00;Фасадный декор;составные элементы;
6053;ствол 4.22.202;4.22.202;Нет;ВР001022040;;260;2350;62;;;;;;;;;;;;5718.00;Фасадный декор;составные элементы;
6054;ствол 4.22.301;4.22.301;Нет;ВР001022015;;292/248;2200;86/62;;;;;;;;;;;;5845.00;Фасадный декор;составные элементы;
6055;ствол 4.22.302;4.22.302;Нет;ВР001022041;;292/248;2200;86/62;;;;;;;;;;;;5082.00;Фасадный декор;составные элементы;
6056;ствол 4.42.101;4.42.101;Нет;ВР001004965;;220;1520;220;;;;;;;;;;;;6151.00;Фасадный декор;составные элементы;
6057;ствол 4.42.201;4.42.201;Нет;ВР001005041;;196;1580;196;;;;;;;;;;;;5032.00;Фасадный декор;составные элементы;
6058;ствол 4.42.301;4.42.301;Нет;ВР001005098;;178;1455;178;;;;;;;;;;;;4194.00;Фасадный декор;составные элементы;
6059;ствол 4.46.101;4.46.101;Нет;ВР001004962;;220;1520;10;;;;;;;;;;;;2796.00;Фасадный декор;составные элементы;
6060;ствол 4.46.201;4.46.201;Нет;ВР001005037;;196;1580;98;;;;;;;;;;;;2287.00;Фасадный декор;составные элементы;
6061;ствол 4.46.301;4.46.301;Нет;ВР001005102;;184;1460;89;;;;;;;;;;;;1907.00;Фасадный декор;составные элементы;
6062;ствол 4.52.101;4.52.101;Нет;ВР001004981;;210/184;1520;54;;;;;;;;;;;;2541.00;Фасадный декор;составные элементы;
6063;ствол 4.52.201;4.52.201;Нет;ВР001005059;;175;2000;42;;;;;;;;;;;;2541.00;Фасадный декор;составные элементы;
6064;ствол 4.52.202;4.52.202;Нет;ВР001005060;;175;2020;42;;;;;;;;;;;;3050.00;Фасадный декор;составные элементы;
6065;ствол 4.52.302;4.52.302;Нет;ВР001005122;;186/158;1455;55;;;;;;;;;;;;1525.00;Фасадный декор;составные элементы;
6066;верхний фрагмент ствола 4.16.001;4.16.001;Нет;ВР002025163;;434/362;350;217/180;;;;;;;;;;;;2796.00;Фасадный декор;составные элементы;
6067;фрагмент ствола 4.16.002;4.16.002;Нет;ВР002025404;;362;700;180;;;;;;;;;;;;2860.00;Фасадный декор;составные элементы;
6068;ствол 4.12.301;4.12.301;Нет;ВР001005081;;272;2210;272;;;;;;;;;;;;13976.00;Фасадный декор;составные элементы;
6069;ствол 4.12.101;4.12.101;Нет;ВР001004954;;330;2300;330;;;;;;;;;;;;22361.00;Фасадный декор;составные элементы;
6070;ствол 4.12.102;4.12.102;Нет;ВР001004955;;330;2300;330;;;;;;;;;;;;13976.00;Фасадный декор;составные элементы;
6071;ствол 4.12.202;4.12.202;Нет;ВР001022043;;295;2390;295;;;;;;;;;;;;16771.00;Фасадный декор;составные элементы;
6072;ствол 4.12.201;4.12.201;Нет;ВР001005021;;295;2390;295;;;;;;;;;;;;18169.00;Фасадный декор;составные элементы;
6104;E01.M.290 / Клей Европласт Монтажный 290 мл.;E01.M.290;Нет;ЧХ002025782;;;;;;;;;;;;;;;;400.00;Интерьерный декор;клей;
6105;E04.U.290 / Клей Европласт универсальный 290 мл.;E04.U.290;Нет;ЧХ002025783;;;;;;;;;;;;;;;;605.00;Интерьерный декор;клей;
6107;E02.S.290 / Клей Европласт стыковочный 290 мл.;E02.S.290;Нет;ЧХ002025785;;;;;;;;;;;;;;;;787.00;Интерьерный декор;клей;
6108;карниз 1.50.101;1.50.101;Нет;ВР001024048;2000;;;;69;68;;;;;;;;;;860.00;Интерьерный декор;карнизы;
6109;карниз 1.50.101 гибкий;1.50.101;Да;ВР002028661;2000;;;;69;68;;;;;;;2000;1500;;1720.00;Интерьерный декор;гибкие карнизы;
6110;карниз 1.50.199 гибкий;1.50.199;Да;ВР002028428;2000;;;;72;73;;;;;;;2000;2000;;1846.00;Интерьерный декор;гибкие карнизы;
6111;карниз 1.50.199;1.50.199;Нет;ВР002025287;2000;;;;72;73;;;;;;;;;;923.00;Интерьерный декор;карнизы;
6112;молдинг 1.51.353;1.51.353;Нет;ВР002025430;2000;;;;;26;;;;;;16;;;;557.00;Интерьерный декор;молдинги;
6113;молдинг 1.51.353 гибкий;1.51.353;Да;ВР002028512;2000;;;;;26;;;;;;16;550;550;1500;1114.00;Интерьерный декор;гибкие молдинги;
6114;молдинг 1.51.356;1.51.356;Нет;ВР002025479;2000;;;;;48;;;;;;9;;;;701.00;Интерьерный декор;молдинги;
6115;молдинг 1.51.356 гибкий;1.51.356;Да;ВР002028515;2000;;;;;48;;;;;;9;550;550;2500;1402.00;Интерьерный декор;гибкие молдинги;
6135;откос 4.88.001;4.88.001;Нет;ВР002025306;2000;12;400;;;;;;;;;;;;;2225.00;Фасадный декор;оконные обрамления;откосы
6168;элемент камина 1.64.004;1.64.004;Нет;ВР002025747;;1295;238;195;;;;;;;;;;;;9401.00;Интерьерный декор;элементы камина;
6169;элемент камина 1.64.005;1.64.005;Нет;ВР002025748;;170;859;152;;;;;;;;;;;;4768.00;Интерьерный декор;элементы камина;
6171;элемент камина 1.64.005;1.64.005;Нет;ВР002025748;;170;859;152;;;;;;;;;;;;4768.00;Интерьерный декор;элементы камина;
6172;карниз 1.50.108;1.50.108;Нет;ВР001023155;2000;;;;114;120;;;;;;;;;;1663.00;Интерьерный декор;карнизы;
6173;карниз 1.50.161;1.50.161;Нет;ВР002025141;2000;;;;91;82;;;;;;;;;;923.00;Интерьерный декор;карнизы;
6174;карниз 1.50.179;1.50.179;Нет;ВР002025139;2000;;;;81;77;;;;;;;;;;874.00;Интерьерный декор;карнизы;
6175;карниз 1.50.189;1.50.189;Нет;ВР001023817;2000;;;;72;69;;;;;;;;;;923.00;Интерьерный декор;карнизы;
6176;карниз 1.50.207;1.50.207;Нет;ВР002025475;2000;;;;54;53;;;;;;;;;;904.00;Интерьерный декор;карнизы;
6177;карниз 1.50.274;1.50.274;Нет;ВР002025532;2000;;;;57;86;;;;;;;;;;923.00;Интерьерный декор;карнизы;
6178;карниз 1.50.275;1.50.275;Нет;ВР002025578;2000;;;;74;106;;;;;;;;;;1686.00;Интерьерный декор;карнизы;
6179;молдинг 1.51.346;1.51.346;Нет;ВР002025133;2000;;;;;34;;;;;;16;;;;600.00;Интерьерный декор;молдинги;
6180;розетка 1.56.040;1.56.040;Нет;ВР002025329;;;;;;;;;;707;;46;;;;2924.00;Интерьерный декор;розетки;
6181;розетка 1.56.041;1.56.041;Нет;ВР002025487;;785;544;;;;;;;;;48;;;;2031.00;Интерьерный декор;розетки;
6182;кронштейн 1.19.007;1.19.007;Нет;ВР002025530;;185;185;102;;;;;;;;;;;;1122.00;Интерьерный декор;кронштейны;
6183;кронштейн 1.19.008;1.19.008;Нет;ВР002025531;;165;225;85;;;;;;;;;;;;1122.00;Интерьерный декор;кронштейны;
6184;капитель 1.21.008;1.21.008;Нет;ВР002025694;;151;98;46;;;;;;;;;;;;1153.00;Интерьерный декор;составные элементы;
6185;ствол 1.22.050;1.22.050;Нет;ВР002025695;;96;2000;17;;;;;;;;;;;;1700.00;Интерьерный декор;составные элементы;
6186;база 1.23.600;1.23.600;Нет;ВР002025696;;117;255;25;;;;;;;;;;;;1208.00;Интерьерный декор;составные элементы;
6188;карниз 4.91.001;4.91.001;Нет;ВР002027812;2000;200;200;;;;;;;;;;;;;6050.00;Фасадный декор;антаблементы;карнизы
6189;карниз 4.91.004;4.91.004;Нет;ВР002027810;2000;200;300;;;;;;;;;;;;;7865.00;Фасадный декор;антаблементы;карнизы
6194;карниз 1.50.208 гибкий;1.50.208;Да;ВР002028435;2000;;;;70;70;;;;;;;2500;;;1846.00;Интерьерный декор;гибкие карнизы;
6195;карниз 1.50.204 гибкий;1.50.204;Да;ВР002028433;2000;;;;40;36;;;;;;;2000;1500;;1662.00;Интерьерный декор;гибкие карнизы;
6196;карниз 1.50.189 гибкий;1.50.189;Да;ВР002028418;2000;;;;72;69;;;;;;;2500;1500;;1846.00;Интерьерный декор;гибкие карнизы;
6198;замковый камень 4.85.004;4.85.004;Нет;ВР002027803;;256;206;75;;;;;;;;;;;;799.00;Фасадный декор;оконные обрамления;замковые камни
6199;замковый камень 4.85.005;4.85.005;Нет;ВР002027804;;255;306;75;;;;;;;;;;;;1089.00;Фасадный декор;оконные обрамления;замковые камни
6200;карниз 4.91.002;4.91.002;Нет;ВР002027811;2000;250;350;;;;;;;;;;;;;9075.00;Фасадный декор;антаблементы;карнизы
6201;наличник 4.84.005;4.84.005;Нет;ВР002027802;2000;121;;35;;;;;;;;;;;;1331.00;Фасадный декор;оконные обрамления;наличники
6202;кронштейн-пьедестал 4.83.003;4.83.003;Нет;ВР001022064;;157;101;46;;;;;;;;;;;;382.00;Фасадный декор;оконные обрамления;кронштейны-пьедесталы
6206;молдинг 1.51.359;1.51.359;Нет;ВР002025485;2000;;;;;36;;;;;;10;;;;701.00;Интерьерный декор;молдинги;
6207;карниз 1.50.161 гибкий;1.50.161;Да;ВР002028662;2000;;;;91;82;;;;;;;2500;2000;;1846.00;Интерьерный декор;гибкие карнизы;
6208;молдинг 1.51.359 гибкий;1.51.359;Да;ВР002028614;2000;;;;;36;;;;;;10;500;500;1500;1402.00;Интерьерный декор;гибкие молдинги;
6211;наличник 4.84.004;4.84.004;Нет;ВР002027806;2000;101;;49;;;;;;;;;;;;1731.00;Фасадный декор;оконные обрамления;наличники
6212;наличник 4.84.006;4.84.006;Нет;ВР002027805;2000;202;;60;;;;;;;;;;;;2662.00;Фасадный декор;оконные обрамления;наличники
6213;карниз 4.91.003;4.91.003;Нет;ВР002027809;2000;130;250;;;;;;;;;;;;;5591.00;Фасадный декор;антаблементы;карнизы
6214;карниз 4.91.005;4.91.005;Нет;ВР002027808;2000;165;201;;;;;;;;;;;;;5990.00;Фасадный декор;антаблементы;карнизы
6215;фриз 4.33.302;4.33.302;Нет;ВР001005116;2000;51;131;;;;;;;;;;;;;1907.00;Фасадный декор;антаблементы;фризы
6216;кронштейн-пьедестал 4.83.002;4.83.002;Нет;ВР001022063;;174;116;48;;;;;;;;;;;;458.00;Фасадный декор;оконные обрамления;кронштейны-пьедесталы
6217;фрагмент ствола 4.16.002;4.16.002;Нет;ВР002025404;;362;700;180;;;;;;;;;;;;2860.00;Фасадный декор;составные элементы;
6218;фрагмент ствола 4.16.002;4.16.002;Нет;ВР002025404;;362;700;180;;;;;;;;;;;;2860.00;Фасадный декор;составные элементы;
6313;молдинг 1.51.346 гибкий;1.51.346;Да;ВР002028722;2000;;;;;34;;;;;;16;550;550;;1200.00;Интерьерный декор;гибкие молдинги;
6355;угловой элемент 1.52.322;1.52.322;Нет;ВР002028171;;110;110;;;;;;;;;12;;;;504.00;Интерьерный декор;угловые элементы;
6356;угловой элемент 1.52.348;1.52.348;Нет;ВР002027948;;250;250;;;;;;;;;25;;;;533.00;Интерьерный декор;угловые элементы;
6357;угловой элемент 1.52.286;1.52.286;Нет;ВР002028179;;200;200;;;;;;;;;12;;;;526.00;Интерьерный декор;угловые элементы;
6358;угловой элемент 1.52.287;1.52.287;Нет;ВР002028178;;300;300;;;;;;;;;20;;;;559.00;Интерьерный декор;угловые элементы;
6359;карниз 1.50.108 гибкий;1.50.108;Да;ВР002028325;2000;;;;114;120;;;;;;;3000;2500;;3326.00;Интерьерный декор;гибкие карнизы;
6362;карниз 1.50.279;1.50.279;Нет;ВР002028174;2000;;;;81;103;;;;;;;;;;1763.00;Интерьерный декор;карнизы;
6363;карниз 1.50.276;1.50.276;Нет;ВР002027955;2000;;;;100;60;;;;;;;;;;904.00;Интерьерный декор;карнизы;
6364;карниз 1.50.276 гибкий;1.50.276;Да;ЧХ002026920;2000;;;;100;60;;;;;;;3000;2500;;1808.00;Интерьерный декор;гибкие карнизы;
6365;карниз 1.50.278;1.50.278;Нет;ВР002028172;2000;;;;69;82;;;;;;;;;;952.00;Интерьерный декор;карнизы;
6366;карниз 1.50.278 гибкий;1.50.278;Да;ЧХ002026921;2000;;;;69;82;;;;;;;3500;2500;;1904.00;Интерьерный декор;гибкие карнизы;
6367;розетка 1.56.044;1.56.044;Нет;ВР002027947;;;;;;;;;;620;;42;;;;1916.00;Интерьерный декор;розетки;
6368;молдинг 1.51.360;1.51.360;Нет;ВР002025523;2000;;;;;72;;;;;;12;;;;685.00;Интерьерный декор;молдинги;
6369;молдинг 1.51.360 гибкий;1.51.360;Да;ВР002028723;2000;;;;;72;;;;;;12;550;550;1500;1370.00;Интерьерный декор;гибкие молдинги;
6370;молдинг 1.51.363;1.51.363;Нет;ВР002027951;2000;;;;;70;;;;;;13;;;;742.00;Интерьерный декор;молдинги;
6371;молдинг 1.51.363 гибкий;1.51.363;Да;ВР002028725;2000;;;;;70;;;;;;13;550;550;1000;1484.00;Интерьерный декор;гибкие молдинги;
6372;молдинг 1.51.362;1.51.362;Нет;ВР002027945;2000;;;;;46;;;;;;10;;;;700.00;Интерьерный декор;молдинги;
6373;молдинг 1.51.362 гибкий;1.51.362;Да;ВР002028724;2000;;;;;46;;;;;;10;550;550;2000;1400.00;Интерьерный декор;гибкие молдинги;
6374;молдинг 1.51.370;1.51.370;Нет;ВР002028363;2000;;;;;75;;;;;;15;;;;769.00;Интерьерный декор;молдинги;
6375;молдинг 1.51.370 гибкий;1.51.370;Да;ВР002028731;2000;;;;;75;;;;;;15;550;550;1000;1538.00;Интерьерный декор;гибкие молдинги;
6376;плинтус 1.53.110;1.53.110;Нет;ВР002027959;2000;;;;;138;19;;;;;;;;;1295.00;Интерьерный декор;плинтусы;
6377;плинтус 1.53.110 гибкий;1.53.110;Да;ВР002028736;2000;;;;;138;19;;;;;;550;550;;2590.00;Интерьерный декор;гибкие плинтусы;
6380;карниз 1.50.179 гибкий;1.50.179;Да;ВР002028408;2000;;;;81;77;;;;;;;2500;2000;;1748.00;Интерьерный декор;гибкие карнизы;
6381;карниз 1.50.207 гибкий;1.50.207;Да;ВР002028595;2000;;;;54;53;;;;;;;2500;2000;;1808.00;Интерьерный декор;гибкие карнизы;
6382;карниз 1.50.275 гибкий;1.50.275;Да;ВР002028577;2000;;;;74;106;;;;;;;3000;2500;;3372.00;Интерьерный декор;гибкие карнизы;
6385;ствол 4.16.003;4.16.003;Нет;ВР002025490;;435;350;217;;;;;;;;;;;;1997.00;Фасадный декор;составные элементы;
6386;ствол 4.16.004;4.16.004;Нет;ВР002025491;;364;705;182;;;;;;;;;;;;2783.00;Фасадный декор;составные элементы;
6387;ствол 4.16.005;4.16.005;Нет;ВР002025492;;364;350;182;;;;;;;;;;;;1997.00;Фасадный декор;составные элементы;
6388;капитель 4.15.202;4.15.202;Нет;ВР002025161;;635;241;270;;;;;;;;;;;;3993.00;Фасадный декор;составные элементы;
