IE_XML_ID;IE_NAME;IP_PROP142;IP_PROP157;IP_PROP160;IP_PROP144;IP_PROP151;IP_PROP152;IP_PROP153;IP_PROP143;IP_PROP145;IP_PROP150;IP_PROP154;IP_PROP155;IP_PROP156;IP_PROP162;IP_PROP149;IP_PROP146;IP_PROP147;IP_PROP148;CV_PRICE_1;IC_GROUP0;IC_GROUP1;IC_GROUP2
5078;молдинг 1.51.305 гибкий;1.51.305;Да;ВР002028467;2000;;;;;28;;;;;;15;550;550;550;1180.00;Интерьерный декор;гибкие молдинги;
5079;молдинг 1.51.321 гибкий;1.51.321;Да;ВР002028482;2000;;;;;19;;;;;;8;550;550;550;1110.00;Интерьерный декор;гибкие молдинги;
5080;молдинг 1.51.400 гибкий;1.51.400;Да;ВР002028520;2000;;;;;44;;;;;;16;550;550;550;1184.00;Интерьерный декор;гибкие молдинги;
5081;молдинг 1.51.302 гибкий;1.51.302;Да;ВР002028464;2000;;;;;60;;;;;;25;550;550;1000;1514.00;Интерьерный декор;гибкие молдинги;
5082;молдинг 1.51.303 гибкий;1.51.303;Да;ВР002028465;2000;;;;;82;;;;;;19;550;550;1500;1536.00;Интерьерный декор;гибкие молдинги;
5083;молдинг 1.51.304 гибкий;1.51.304;Да;ВР002028466;2000;;;;;51;;;;;;25;550;550;550;1462.00;Интерьерный декор;гибкие молдинги;
5084;молдинг 1.51.306 гибкий;1.51.306;Да;ВР002028468;2000;;;;;31;;;;;;10;550;550;550;1210.00;Интерьерный декор;гибкие молдинги;
5085;молдинг 1.51.307 гибкий;1.51.307;Да;ВР002028469;2000;;;;;96;;;;;;25;550;550;1500;2292.00;Интерьерный декор;гибкие молдинги;
5086;молдинг 1.51.324 гибкий;1.51.324;Да;ВР002028485;2000;;;;;54;;;;;;12;550;550;1500;1110.00;Интерьерный декор;гибкие молдинги;
5087;молдинг 1.51.352 гибкий;1.51.352;Да;ВР002028511;2000;;;;;36;;;;;;21;550;550;550;1372.00;Интерьерный декор;гибкие молдинги;
5088;молдинг 1.51.325 гибкий;1.51.325;Да;ВР002028486;2000;;;;;125;;;;;;15;550;550;2500;2442.00;Интерьерный декор;гибкие молдинги;
5089;молдинг 1.51.312 гибкий;1.51.312;Да;ВР002028474;2000;;;;;40;;;;;;19;550;550;1500;1350.00;Интерьерный декор;гибкие молдинги;
5090;молдинг 1.51.332 гибкий;1.51.332;Да;ВР002028493;2000;;;;;50;;;;;;16;550;550;1000;1424.00;Интерьерный декор;гибкие молдинги;
5091;молдинг 1.51.350 гибкий;1.51.350;Да;ВР002028509;2000;;;;;139;;;;;;36;550;550;2500;2460.00;Интерьерный декор;гибкие молдинги;
5092;молдинг 1.51.326 гибкий;1.51.326;Да;ВР002028487;2000;;;;;50;;;;;;28;550;550;550;1414.00;Интерьерный декор;гибкие молдинги;
5093;молдинг 1.51.308 гибкий;1.51.308;Да;ВР002028470;2000;;;;;41;;;;;;20;550;550;550;1350.00;Интерьерный декор;гибкие молдинги;
5094;молдинг 1.51.309 гибкий;1.51.309;Да;ВР002028471;2000;;;;;74;;;;;;21;550;550;1000;1510.00;Интерьерный декор;гибкие молдинги;
5095;молдинг 1.51.310 гибкий;1.51.310;Да;ВР002028472;2000;;;;;96;;;;;;19;550;550;1500;2292.00;Интерьерный декор;гибкие молдинги;
5096;молдинг 1.51.313 гибкий;1.51.313;Да;ВР002028475;2000;;;;;53;;;;;;20;550;550;550;1434.00;Интерьерный декор;гибкие молдинги;
5097;молдинг 1.51.315 гибкий;1.51.315;Да;ВР002028477;2000;;;;;75;;;;;;22;550;550;1000;1484.00;Интерьерный декор;гибкие молдинги;
5098;молдинг 1.51.316 гибкий;1.51.316;Да;ВР002028478;2000;;;;;90;;;;;;18;550;550;1500;1372.00;Интерьерный декор;гибкие молдинги;
5099;молдинг 1.51.317 гибкий;1.51.317;Да;ВР002028479;2000;;;;;101;;;;;;20;550;550;1500;2170.00;Интерьерный декор;гибкие молдинги;
5100;молдинг 1.51.318 гибкий;1.51.318;Да;ВР002028480;2000;;;;;65;;;;;;32;550;550;550;1536.00;Интерьерный декор;гибкие молдинги;
5101;молдинг 1.51.319 гибкий;1.51.319;Да;ВР002028481;2000;;;;;124;;;;;;30;550;550;1500;2482.00;Интерьерный декор;гибкие молдинги;
5102;молдинг 1.51.320 гибкий;1.51.320;Да;ВР002028566;2000;;;;;113;;;;;;20;550;550;1500;2366.00;Интерьерный декор;гибкие молдинги;
5103;молдинг 1.51.322 гибкий;1.51.322;Да;ВР002028483;2000;;;;;25;;;;;;12;550;550;550;1132.00;Интерьерный декор;гибкие молдинги;
5104;молдинг 1.51.328 гибкий;1.51.328;Да;ВР002028489;2000;;;;;46;;;;;;30;550;550;550;1414.00;Интерьерный декор;гибкие молдинги;
5105;молдинг 1.51.330 гибкий;1.51.330;Да;ВР002028491;2000;;;;;60;;;;;;28;550;550;550;1490.00;Интерьерный декор;гибкие молдинги;
5107;молдинг 1.51.340 гибкий;1.51.340;Да;ВР002028500;2000;;;;;78;;;;;;25;550;550;1000;1398.00;Интерьерный декор;гибкие молдинги;
5108;молдинг 1.51.341 гибкий;1.51.341;Да;ВР002028501;2000;;;;;75;;;;;;21;550;550;1000;1538.00;Интерьерный декор;гибкие молдинги;
5109;молдинг 1.51.342 гибкий;1.51.342;Да;ВР002028502;2000;;;;;75;;;;;;15;550;550;1500;1482.00;Интерьерный декор;гибкие молдинги;
5110;молдинг 1.51.343 гибкий;1.51.343;Да;ВР002028503;2000;;;;;75;;;;;;12;550;550;1500;1452.00;Интерьерный декор;гибкие молдинги;
5111;молдинг 1.51.344 гибкий;1.51.344;Да;ВР002028504;2000;;;;;90;;;;;;18;550;550;1500;1482.00;Интерьерный декор;гибкие молдинги;
5112;молдинг 1.51.351 гибкий;1.51.351;Да;ВР002028510;2000;;;;;58;;;;;;28;550;550;550;1452.00;Интерьерный декор;гибкие молдинги;
5113;молдинг 1.51.380 гибкий;1.51.380;Да;ВР002028519;2000;;;;;220;;;;;;25;550;550;3500;3260.00;Интерьерный декор;гибкие молдинги;
5114;молдинг 1.51.401 гибкий;1.51.401;Да;ВР002028521;2000;;;;;22;;;;;;12;550;550;550;1114.00;Интерьерный декор;гибкие молдинги;
5115;молдинг 1.51.323 гибкий;1.51.323;Да;ВР002028484;2000;;;;;32;;;;;;10;550;550;550;1152.00;Интерьерный декор;гибкие молдинги;
5116;молдинг 1.51.339 гибкий;1.51.339;Да;ВР002028499;2000;;;;;56;;;;;;13;550;550;1000;1452.00;Интерьерный декор;гибкие молдинги;
5117;молдинг 1.51.331 гибкий;1.51.331;Да;ВР002028492;2000;;;;;67;;;;;;20;550;550;1000;1510.00;Интерьерный декор;гибкие молдинги;
5118;молдинг 1.51.336 гибкий;1.51.336;Да;ВР002028497;2000;;;;;66;;;;;;12;550;550;1500;1424.00;Интерьерный декор;гибкие молдинги;
5119;молдинг 1.51.334 гибкий;1.51.334;Да;ВР002028495;2000;;;;;33;;;;;;14;550;550;1000;1374.00;Интерьерный декор;гибкие молдинги;
5120;молдинг 1.51.335 гибкий;1.51.335;Да;ВР002028496;2000;;;;;75;;;;;;16;550;550;1000;1514.00;Интерьерный декор;гибкие молдинги;
5121;молдинг 1.51.337 гибкий;1.51.337;Да;ВР002028498;2000;;;;;78;;;;;;14;550;550;1500;1482.00;Интерьерный декор;гибкие молдинги;
5122;молдинг 1.51.348 гибкий;1.51.348;Да;ВР002028507;2000;;;;;49;;;;;;25;550;550;;1434.00;Интерьерный декор;гибкие молдинги;
5123;молдинг 1.51.349 гибкий;1.51.349;Да;ВР002028508;2000;;;;;105;;;;;;20;550;550;;2406.00;Интерьерный декор;гибкие молдинги;
5124;молдинг 1.51.329 гибкий;1.51.329;Да;ВР002028490;2000;;;;;23;;;;;;12;550;550;550;1174.00;Интерьерный декор;гибкие молдинги;
5125;молдинг 1.51.347 гибкий;1.51.347;Да;ВР002028506;2000;;;;;91;;;;;;27;550;550;;2252.00;Интерьерный декор;гибкие молдинги;
5126;молдинг 1.51.355 гибкий;1.51.355;Да;ВР002028514;2000;;;;;102;;;;;;38;550;550;2000;2330.00;Интерьерный декор;гибкие молдинги;
5127;молдинг 1.51.354 гибкий;1.51.354;Да;ВР002028513;2000;;;;;68;;;;;;26;550;550;1000;1486.00;Интерьерный декор;гибкие молдинги;
5128;плинтус 1.53.102;1.53.102;Нет;ВР000004322;2000;;;;;150;22;;;;;;;;;1300.00;Интерьерный декор;плинтусы;
5129;плинтус 1.53.103;1.53.103;Нет;ВР000004323;2000;;;;;110;15;;;;;;;;;1193.00;Интерьерный декор;плинтусы;
5130;плинтус 1.53.104;1.53.104;Нет;ВР001005248;2000;;;;;120;25;;;;;;;;;1213.00;Интерьерный декор;плинтусы;
5131;плинтус 1.53.105;1.53.105;Нет;ВР001022003;2000;;;;;160;24;;;;;;;;;1337.00;Интерьерный декор;плинтусы;
5132;плинтус 1.53.106;1.53.106;Нет;ВР001022873;2000;;;;;70;17;;;;;;;;;1087.00;Интерьерный декор;плинтусы;
5133;плинтус 1.53.107;1.53.107;Нет;ВР001022874;2000;;;;;80;22;;;;;;;;;1045.00;Интерьерный декор;плинтусы;
5134;плинтус 1.53.109;1.53.109;Нет;ВР002025436;2000;;;;;98;16;;;;;;;;;1170.00;Интерьерный декор;плинтусы;
5135;плинтус 1.53.101;1.53.101;Нет;ВР000004321;2000;;;;;110;26;;;;;;;;;1257.00;Интерьерный декор;плинтусы;
5136;плинтус 1.53.102 гибкий;1.53.102;Да;ВР002028523;2000;;;;;150;22;;;;;;550;550;;2600.00;Интерьерный декор;гибкие плинтусы;
5137;плинтус 1.53.103 гибкий;1.53.103;Да;ВР002028524;2000;;;;;110;15;;;;;;550;550;;2386.00;Интерьерный декор;гибкие плинтусы;
5138;плинтус 1.53.104 гибкий;1.53.104;Да;ВР002028527;2000;;;;;120;25;;;;;;550;550;;2426.00;Интерьерный декор;гибкие плинтусы;
5139;плинтус 1.53.105 гибкий;1.53.105;Да;ВР002028528;2000;;;;;160;24;;;;;;550;550;;2674.00;Интерьерный декор;гибкие плинтусы;
5140;плинтус 1.53.106 гибкий;1.53.106;Да;ВР002028529;2000;;;;;70;17;;;;;;550;550;;2174.00;Интерьерный декор;гибкие плинтусы;
5141;плинтус 1.53.107 гибкий;1.53.107;Да;ВР002028530;2000;;;;;80;22;;;;;;550;550;;2090.00;Интерьерный декор;гибкие плинтусы;
5142;плинтус 1.53.109 гибкий;1.53.109;Да;ВР002028531;2000;;;;;98;16;;;;;;550;550;;2340.00;Интерьерный декор;гибкие плинтусы;
5143;плинтус 1.53.101 гибкий;1.53.101;Да;ВР002028522;2000;;;;;110;26;;;;;;550;550;;2514.00;Интерьерный декор;гибкие плинтусы;
5144;угловой элемент 1.52.326;1.52.326;Нет;ВР000004306;;285;285;;;;;;;;;30;;;;620.00;Интерьерный декор;угловые элементы;
5145;угловой элемент 1.52.301;1.52.301;Нет;ВР000001080;;210;210;;;;;;;;;16;;;;531.00;Интерьерный декор;угловые элементы;
5146;угловой элемент 1.52.302;1.52.302;Нет;ВР000001300;;215;215;;;;;;;;;25;;;;545.00;Интерьерный декор;угловые элементы;
5147;угловой элемент 1.52.290;1.52.290;Нет;ВР000001732;;215;395;;;;;;;;;24;;;;576.00;Интерьерный декор;угловые элементы;
5148;угловой элемент 1.52.293;1.52.293;Нет;ВР000001733;;215;395;;;;;;;;;24;;;;576.00;Интерьерный декор;угловые элементы;
5149;угловой элемент 1.52.292;1.52.292;Нет;ВР000001755;;255;255;;;;;;;;;19;;;;590.00;Интерьерный декор;угловые элементы;
5150;угловой элемент 1.52.288;1.52.288;Нет;ВР000005304;;270;270;;;;;;;;;32;;;;602.00;Интерьерный декор;угловые элементы;
5151;угловой элемент 1.52.294;1.52.294;Нет;ВР000001643;;260;260;;;;;;;;;19;;;;602.00;Интерьерный декор;угловые элементы;
5152;угловой элемент 1.52.291;1.52.291;Нет;ВР000001731;;195;195;;;;;;;;;22;;;;549.00;Интерьерный декор;угловые элементы;
5153;угловой элемент 1.52.295;1.52.295;Нет;ВР000001734;;195;195;;;;;;;;;22;;;;549.00;Интерьерный декор;угловые элементы;
5154;угловой элемент 1.52.328;1.52.328;Нет;ВР000005640;;250;250;;;;;;;;;30;;;;549.00;Интерьерный декор;угловые элементы;
5155;угловой элемент 1.52.400;1.52.400;Нет;ВР000005828;;293;293;;;;;;;;;26;;;;579.00;Интерьерный декор;угловые элементы;
5156;угловой элемент 1.52.289;1.52.289;Нет;ВР000005338;;105;300;;;;;;;;;20;;;;533.00;Интерьерный декор;угловые элементы;
5157;угловой элемент 1.52.296;1.52.296;Нет;ВР000001774;;390;270;;;;;;;;;19;;;;660.00;Интерьерный декор;угловые элементы;
5158;угловой элемент 1.52.297;1.52.297;Нет;ВР000005406;;215;215;;;;;;;;;20;;;;537.00;Интерьерный декор;угловые элементы;
5159;угловой элемент 1.52.298;1.52.298;Нет;ВР000004320;;215;215;;;;;;;;;20;;;;537.00;Интерьерный декор;угловые элементы;
5160;угловой элемент 1.52.300;1.52.300;Нет;ВР000005506;;300;300;;;;;;;;;21;;;;549.00;Интерьерный декор;угловые элементы;
5161;угловой элемент 1.52.303;1.52.303;Нет;ВР000005507;;295;295;;;;;;;;;21;;;;549.00;Интерьерный декор;угловые элементы;
5162;угловой элемент 1.52.308;1.52.308;Нет;ВР000001351;;160;160;;;;;;;;;20;;;;526.00;Интерьерный декор;угловые элементы;
5163;угловой элемент 1.52.312;1.52.312;Нет;ВР000001679;;210;208;;;;;;;;;19;;;;531.00;Интерьерный декор;угловые элементы;
5164;угловой элемент 1.52.313;1.52.313;Нет;ВР000004280;;635;635;;;;;;;;;43;;;;1137.00;Интерьерный декор;угловые элементы;
5165;угловой элемент 1.52.314;1.52.314;Нет;ВР000001775;;390;270;;;;;;;;;19;;;;660.00;Интерьерный декор;угловые элементы;
5166;угловой элемент 1.52.318;1.52.318;Нет;ВР000004383;;175;175;;;;;;;;;32;;;;563.00;Интерьерный декор;угловые элементы;
5167;кронштейн 1.19.001;1.19.001;Нет;ВР000001447;;180;313;149;;;;;;;;;;;;1536.00;Интерьерный декор;кронштейны;
5168;кронштейн 1.19.137;1.19.137;Нет;ВР000001828;;73;97;39;;;;;;;;;;;;226.00;Интерьерный декор;кронштейны;
5169;кронштейн 1.19.002;1.19.002;Нет;ВР000001352;;120;305;76;;;;;;;;;;;;1149.00;Интерьерный декор;кронштейны;
5170;кронштейн 1.19.005;1.19.005;Нет;ВР000001928;;188;496;163;;;;;;;;;;;;1270.00;Интерьерный декор;кронштейны;
5171;кронштейн 1.19.003;1.19.003;Нет;ВР000001450;;119;152;123;;;;;;;;;;;;1153.00;Интерьерный декор;кронштейны;
5172;кронштейн 1.19.004;1.19.004;Нет;ВР000001866;;87;216;74;;;;;;;;;;;;1154.00;Интерьерный декор;кронштейны;
5174;розетка 1.56.017;1.56.017;Нет;ВР000001180;;;;;;;;;;450;;47;;;;1620.00;Интерьерный декор;розетки;
5175;розетка 1.56.001;1.56.001;Нет;ВР000005505;;;;;;;;;;695;;60;;;;2206.00;Интерьерный декор;розетки;
5176;розетка 1.56.002;1.56.002;Нет;ВР001023635;;;;;;;;;;520;;35;;;;1568.00;Интерьерный декор;розетки;
5177;розетка 1.56.004;1.56.004;Нет;ВР001023637;;;;;;;;;;435;;32;;;;1279.00;Интерьерный декор;розетки;
5178;розетка 1.56.007;1.56.007;Нет;ВР001023640;;;;;;;;;;400;;60;;;;1326.00;Интерьерный декор;розетки;
5179;розетка 1.56.013;1.56.013;Нет;ВР000001069;;;;;;;;;;260;;32;;;;875.00;Интерьерный декор;розетки;
5180;розетка 1.56.014;1.56.014;Нет;ВР000001070;;;;;;;;;;340;;55;;;;912.00;Интерьерный декор;розетки;
5181;розетка 1.56.015;1.56.015;Нет;ВР000001071;;;;;;;;;;555;;62;;;;1724.00;Интерьерный декор;розетки;
5182;розетка 1.56.016;1.56.016;Нет;ВР000001075;;;;;;;;;;480;;43;;;;1568.00;Интерьерный декор;розетки;
5183;розетка 1.56.018;1.56.018;Нет;ВР000004236;;;;;;;;;;745;;40;;;;3066.00;Интерьерный декор;розетки;
5184;розетка 1.56.019;1.56.019;Нет;ВР000001773;;;;;;;;;;510;;32;;;;1674.00;Интерьерный декор;розетки;
5185;розетка 1.56.020;1.56.020;Нет;ВР000005129;;;;;;;;;;470;;41;;;;1674.00;Интерьерный декор;розетки;
5186;розетка 1.56.022;1.56.022;Нет;ВР000001482;;;;;;;;;;525;;50;;;;1568.00;Интерьерный декор;розетки;
5187;розетка 1.56.023;1.56.023;Нет;ВР000001294;;;;;;;;;;590;;52;;;;2149.00;Интерьерный декор;розетки;
5188;розетка 1.56.024;1.56.024;Нет;ВР000001483;;;;;;;;;;496;;37;;;;1620.00;Интерьерный декор;розетки;
5189;розетка 1.56.025;1.56.025;Нет;ВР000001295;;;;;;;;;;820;;67;;;;4039.00;Интерьерный декор;розетки;
5190;розетка 1.56.005;1.56.005;Нет;ВР001023638;;;;;;;;;;656;;48;;;;2147.00;Интерьерный декор;розетки;
5191;розетка 1.56.010;1.56.010;Нет;ВР001023642;;;;;;;;;;193;;34;;;;533.00;Интерьерный декор;розетки;
5192;розетка 1.56.028;1.56.028;Нет;ВР000004029;;;;;;;;;;670;;65;;;;2995.00;Интерьерный декор;розетки;
5193;розетка 1.56.029;1.56.029;Нет;ВР000004030;;767;532;;;;;;;767;;45;;;;2206.00;Интерьерный декор;розетки;
5194;розетка 1.56.030;1.56.030;Нет;ВР000002943;;;;;;;;;;395;;37;;;;939.00;Интерьерный декор;розетки;
5195;розетка 1.56.003;1.56.003;Нет;ВР001023636;;;;;;;;;;520;;35;;;;1674.00;Интерьерный декор;розетки;
5196;розетка 1.56.031;1.56.031;Нет;ВР000002928;;;;;;;;;;615;;50;;;;2149.00;Интерьерный декор;розетки;
5197;розетка 1.56.021;1.56.021;Нет;ВР000001273;;;;;;;;;;490;;60;;;;1724.00;Интерьерный декор;розетки;
5198;розетка 1.56.026;1.56.026;Нет;ВР000001179;;;;;;;;;;770;;54;;;;2924.00;Интерьерный декор;розетки;
5199;розетка 1.56.006;1.56.006;Нет;ВР001023639;;;;;;;;;;330;;25;;;;893.00;Интерьерный декор;розетки;
5200;розетка 1.56.009;1.56.009;Нет;ВР001023641;;;;;;;;;;293;;31;;;;912.00;Интерьерный декор;розетки;
5201;розетка 1.56.032;1.56.032;Нет;ВР001024045;;;;;;;;;;320;;38;;;;930.00;Интерьерный декор;розетки;
5202;розетка 1.56.011;1.56.011;Нет;ВР001024042;;;;;;;;;;198;;21;;;;526.00;Интерьерный декор;розетки;
5203;розетка 1.56.037;1.56.037;Нет;ВР002025332;;;;;;;;;;330;;34;;;;913.00;Интерьерный декор;розетки;
5204;розетка 1.56.034;1.56.034;Нет;ВР002025309;;;;;;;;;;512;;49;;;;1621.00;Интерьерный декор;розетки;
5205;розетка 1.56.033;1.56.033;Нет;ВР002025286;;;;;;;;;;460;;55;;;;1568.00;Интерьерный декор;розетки;
5206;розетка 1.56.038;1.56.038;Нет;ВР002025331;;;;;;;;;;400;;32;;;;966.00;Интерьерный декор;розетки;
5207;розетка 1.56.012;1.56.012;Нет;ВР001024043;;;;;;;;;;533;;45;;;;1674.00;Интерьерный декор;розетки;
5208;розетка 1.56.027;1.56.027;Нет;ВР001024044;;;;;;;;;;383;;29;;;;891.00;Интерьерный декор;розетки;
5209;розетка 1.56.039;1.56.039;Нет;ВР002025330;;;;;;;;;;659;;68;;;;2235.00;Интерьерный декор;розетки;
5210;розетка 1.56.035;1.56.035;Нет;ВР002025310;;;;;;;;;;485;;40;;;;1620.00;Интерьерный декор;розетки;
5211;розетка 1.56.042;1.56.042;Нет;ВР002025488;;;;;;;;;;203;;42;;;;533.00;Интерьерный декор;розетки;
5212;орнамент 1.60.114;1.60.114;Нет;ВР000001839;;73;148;;;;;;;;;42;;;;663.00;Интерьерный декор;орнаменты;
5213;орнамент 1.60.014;1.60.014;Нет;ВР000001838;;73;148;;;;;;;;;42;;;;663.00;Интерьерный декор;орнаменты;
5214;орнамент 1.60.011;1.60.011;Нет;ВР000001660;;134;270;;;;;;;;;15;;;;288.00;Интерьерный декор;орнаменты;
5215;орнамент 1.60.111;1.60.111;Нет;ВР000001661;;134;270;;;;;;;;;15;;;;288.00;Интерьерный декор;орнаменты;
5216;орнамент 1.60.007;1.60.007;Нет;ВР000001814;;97;156;;;;;;;;;18;;;;267.00;Интерьерный декор;орнаменты;
5217;орнамент 1.60.005;1.60.005;Нет;ВР000001826;;70;86;;;;;;;;;15;;;;267.00;Интерьерный декор;орнаменты;
5218;орнамент 1.60.012;1.60.012;Нет;ВР000001840;;210;277;;;;;;;;;58;;;;718.00;Интерьерный декор;орнаменты;
5219;орнамент 1.60.008;1.60.008;Нет;ВР000001754;;28;82;;;;;;;;;8;;;;252.00;Интерьерный декор;орнаменты;
5220;орнамент 1.60.010;1.60.010;Нет;ВР000001816;;70;162;;;;;;;;;10;;;;258.00;Интерьерный декор;орнаменты;
5221;орнамент 1.60.002;1.60.002;Нет;ВР000001359;;415;110;;;;;;;;;19;;;;289.00;Интерьерный декор;орнаменты;
5222;орнамент 1.60.003;1.60.003;Нет;ВР000001984;;25;35;;;;;;;;;13;;;;252.00;Интерьерный декор;орнаменты;
5223;орнамент 1.60.004;1.60.004;Нет;ВР000001985;;35;53;;;;;;;;;15;;;;258.00;Интерьерный декор;орнаменты;
5224;орнамент 1.60.006;1.60.006;Нет;ВР000001616;;;;;;;;;;60;;10;;;;262.00;Интерьерный декор;орнаменты;
5225;орнамент 1.60.009;1.60.009;Нет;ВР000001813;;55;134;;;;;;;;;12;;;;258.00;Интерьерный декор;орнаменты;
5226;орнамент 1.60.015;1.60.015;Нет;ВР000002573;;51;120;;;;;;;;;22;;;;270.00;Интерьерный декор;орнаменты;
5227;орнамент 1.60.017;1.60.017;Нет;ВР000002465;;;;;;;;;;90;;15;;;;290.00;Интерьерный декор;орнаменты;
5228;орнамент 1.60.018;1.60.018;Нет;ВР000002574;;260;130;;;;;;;;;13;;;;299.00;Интерьерный декор;орнаменты;
5229;орнамент 1.60.019;1.60.019;Нет;ВР000002575;;234;248;;;;;;;;;22;;;;718.00;Интерьерный декор;орнаменты;
5230;орнамент 1.60.108;1.60.108;Нет;ВР000001756;;28;82;;;;;;;;;8;;;;252.00;Интерьерный декор;орнаменты;
5231;орнамент 1.60.109;1.60.109;Нет;ВР000001815;;55;134;;;;;;;;;12;;;;258.00;Интерьерный декор;орнаменты;
5232;орнамент 1.60.110;1.60.110;Нет;ВР000001817;;70;162;;;;;;;;;10;;;;258.00;Интерьерный декор;орнаменты;
5233;орнамент 1.60.001;1.60.001;Нет;ВР000001358;;160;135;;;;;;;;;15;;;;263.00;Интерьерный декор;орнаменты;
5234;кессон 1.57.002;1.57.002;Нет;ВР001022065;;600;600;;;;;;;;;65;;;;2016.00;Интерьерный декор;кессоны и купола;
5235;кессон 1.57.003;1.57.003;Нет;ВР001022066;;600;600;;;;;;;;;70;;;;2122.00;Интерьерный декор;кессоны и купола;
5236;кессон 1.57.001;1.57.001;Нет;ВР000005512;;600;600;;;;;;;;;69;;;;1857.00;Интерьерный декор;кессоны и купола;
5237;кессон 1.57.004;1.57.004;Нет;ВР001022067;;702;702;;;;;;;;;85;;;;2754.00;Интерьерный декор;кессоны и купола;
5238;купол 1.58.001;1.58.001;Нет;ВР000004391;;;;;;;;;;895;;112;;;;10155.00;Интерьерный декор;кессоны и купола;
5239;капитель 1.11.001;1.11.001;Нет;ВР000004174;;428;370;420;;;;;;;;;;;;8855.00;Интерьерный декор;составные элементы;
5240;капитель 1.11.010;1.11.010;Нет;ВР001021828;;225;176;232;;;;;;;;;;;;4811.00;Интерьерный декор;составные элементы;
5241;капитель 1.11.003;1.11.003;Нет;ВР000001977;;392;170;392;;;;;;;;;;;;6879.00;Интерьерный декор;составные элементы;
5242;капитель 1.11.002;1.11.002;Нет;ВР000001288;;356;270;356;;;;;;;;;;;;5110.00;Интерьерный декор;составные элементы;
5243;капитель 1.11.004;1.11.004;Нет;ВР000005449;;440;174;360;;;;;;;;;;;;6879.00;Интерьерный декор;составные элементы;
5244;капитель 1.11.005;1.11.005;Нет;ВР001003797;;269;150;269;;;;;;;;;;;;3545.00;Интерьерный декор;составные элементы;
5245;капитель 1.11.006;1.11.006;Нет;ВР001003798;;274;112;280;;;;;;186;;;;;;6602.00;Интерьерный декор;составные элементы;
5246;капитель 1.11.008;1.11.008;Нет;ВР001021826;;216;106;216;;;;;;;;;;;;4001.00;Интерьерный декор;составные элементы;
5247;капитель 1.11.009;1.11.009;Нет;ВР001021827;;234;91;187;;;;;;;;;;;;3984.00;Интерьерный декор;составные элементы;
5248;капитель 1.15.002;1.15.002;Нет;ВР000001227;;354;270;180;;;;;;106;;;;;;2182.00;Интерьерный декор;составные элементы;
5249;капитель 1.15.003;1.15.003;Нет;ВР000001871;;392;170;196;;;;;;;;;;;;3067.00;Интерьерный декор;составные элементы;
5250;капитель 1.15.004;1.15.004;Нет;ВР001002928;;440;174;180;;;;;;;;;;;;3067.00;Интерьерный декор;составные элементы;
5251;капитель 1.15.005;1.15.005;Нет;ВР000004376;;272;150;136;;;;;;;;;;;;1591.00;Интерьерный декор;составные элементы;
5252;капитель 1.15.006;1.15.006;Нет;ВР001000031;;280;112;137;;;;;;93;;;;;;2948.00;Интерьерный декор;составные элементы;
5253;капитель 1.15.008;1.15.008;Нет;ВР001005249;;216;106;108;;;;;;;;;;;;2002.00;Интерьерный декор;составные элементы;
5254;капитель 1.15.001;1.15.001;Нет;ВР000001187;;420;370;214;;;;;;;;;;;;3747.00;Интерьерный декор;составные элементы;
5255;капитель 1.15.009;1.15.009;Нет;ВР001005243;;234;91;95;;;;;;;;;;;;1991.00;Интерьерный декор;составные элементы;
5256;капитель 1.15.010;1.15.010;Нет;ВР001005247;;225;182;112;;;;;;;;;;;;2407.00;Интерьерный декор;составные элементы;
5257;капитель 1.21.003;1.21.003;Нет;ВР000001301;;355;220;95;;;;;;;;;;;;1368.00;Интерьерный декор;составные элементы;
5258;капитель 1.21.001;1.21.001;Нет;ВР000001181;;230;150;69;;;;;;;;;;;;1229.00;Интерьерный декор;составные элементы;
5259;капитель 1.21.002;1.21.002;Нет;ВР000001178;;420;346;110;;;;;;;;;;;;1564.00;Интерьерный декор;составные элементы;
5260;капитель 1.21.004;1.21.004;Нет;ВР000001444;;400;180;75;;;;;;;;;;;;1430.00;Интерьерный декор;составные элементы;
5261;капитель 1.21.005;1.21.005;Нет;ВР000002089;;602;180;80;;;;;;;;;;;;1542.00;Интерьерный декор;составные элементы;
5262;капитель 1.21.006;1.21.006;Нет;ВР000001927;;470;180;80;;;;;;;;;;;;1461.00;Интерьерный декор;составные элементы;
5263;капитель 1.21.007;1.21.007;Нет;ВР000001389;;345;220;95;;;;;;;;;;;;1384.00;Интерьерный декор;составные элементы;
5264;ствол 1.12.020;1.12.020;Нет;ВР000005788;;;2300;;;;;;;250;;;;;;12942.00;Интерьерный декор;составные элементы;
5265;ствол 1.12.010;1.12.010;Нет;ВР000004146;;;2300;;;;;;;250;;;;;;12942.00;Интерьерный декор;составные элементы;
5266;ствол 1.12.030;1.12.030;Нет;ВР000002050;;;2300;;;;;;;300;;;;;;16483.00;Интерьерный декор;составные элементы;
5267;ствол 1.12.050;1.12.050;Нет;ВР001003796;;;1960;;;;;;;204;;;;;;7620.00;Интерьерный декор;составные элементы;
5268;ствол 1.12.060;1.12.060;Нет;ВР001021829;;;1830;;;;;;;162;;;;;;6958.00;Интерьерный декор;составные элементы;
5269;ствол 1.12.061;1.12.061;Нет;ВР001021830;;;2480;;;;;;;163;;;;;;9398.00;Интерьерный декор;составные элементы;
