IE_XML_ID;IE_NAME;IP_PROP142;IP_PROP144;IP_PROP151;IP_PROP152;IP_PROP153;IP_PROP143;IP_PROP145;IP_PROP146;IP_PROP147;IP_PROP148;IP_PROP150;IP_PROP154;IP_PROP155;IP_PROP156;IP_PROP162;IP_PROP149
5142;плинтус FLEX;1.53.109;2000;;;;;98;550;550;;16;;;;;
5143;плинтус FLEX;1.53.101;2000;;;;;110;550;550;;26;;;;;
5144;угловой элемент;1.52.326;;375;328;;;;;;;;;;;;30
5145;угловой элемент;1.52.301;;209;209;;;;;;;;;;;;16
5146;угловой элемент;1.52.302;;215;215;;;;;;;;;;;;25
5147;угловой элемент;1.52.290;;395;215;;;;;;;;;;;;25
5148;угловой элемент;1.52.293;;395;215;;;;;;;;;;;;25
5149;угловой элемент;1.52.292;;255;255;;;;;;;;;;;;20
5150;угловой элемент;1.52.288;;270;270;;;;;;;;;;;;32
5151;угловой элемент;1.52.294;;260;260;;;;;;;;;;;;19
5152;угловой элемент;1.52.291;;195;195;;;;;;;;;;;;22
5153;угловой элемент;1.52.295;;195;195;;;;;;;;;;;;22
5154;угловой элемент;1.52.328;;250;250;;;;;;;;;;;;30
5155;угловой элемент;1.52.400;;293;293;;;;;;;;;;;;27
5156;угловой элемент;1.52.289;;104;30;;;;;;;;;;;;20
5157;угловой элемент;1.52.296;;391;270;;;;;;;;;;;;19
5158;угловой элемент;1.52.297;;218;215;;;;;;;;;;;;22
5159;угловой элемент;1.52.298;;223;213;;;;;;;;;;;;20
5160;угловой элемент;1.52.300;;292;293;;;;;;;;;;;;21
5161;угловой элемент;1.52.303;;295;293;;;;;;;;;;;;22
5162;угловой элемент;1.52.308;;160;160;;;;;;;;;;;;20
5163;угловой элемент;1.52.312;;210;208;;;;;;;;;;;;20
5164;угловой элемент;1.52.313;;637;633;;;;;;;;;;;;43
5165;угловой элемент;1.52.314;;387;270;;;;;;;;;;;;19
5166;угловой элемент;1.52.318;;175;176;;;;;;;;;;;;32
5167;кронштейн;1.19.001;;180;315;150;;;;;;;;;;;
5168;кронштейн;1.19.137;;73;39;97;;;;;;;;;;;
5169;кронштейн;1.19.002;;120;305;75;;;;;;;;;;;
5170;кронштейн;1.19.005;;188;496;163;;;;;;;;;;;
5171;кронштейн;1.19.003;;121;151;120;;;;;;;;;;;
5172;кронштейн;1.19.004;;87;217;74;;;;;;;;;;;
5173;кронштейн;1.19.006;;350;325;450;;;;;;;;;;;
5174;розетка;1.56.017;;;;;;;;;;;;;450;;47
5175;розетка;1.56.001;;;;;;;;;;;;;696;;60
5176;розетка;1.56.002;;;;;;;;;;;;;521;;35
5177;розетка;1.56.004;;;;;;;;;;;;;436;;32
5178;розетка;1.56.007;;;;;;;;;;;;;400;;60
5179;розетка;1.56.013;;;;;;;;;;;;;259;;32
5180;розетка;1.56.014;;;;;;;;;;;;;338;;55
5181;розетка;1.56.015;;;;;;;;;;;;;555;;62
5182;розетка;1.56.016;;;;;;;;;;;;;480;;43
5183;розетка;1.56.018;;;;;;;;;;;;;742;;40
5184;розетка;1.56.019;;;;;;;;;;;;;508;;32
5185;розетка;1.56.020;;;;;;;;;;;;;472;;41
5186;розетка;1.56.022;;;;;;;;;;;;;525;;50
5187;розетка;1.56.023;;;;;;;;;;;;;589;;52
5188;розетка;1.56.024;;;;;;;;;;;;;496;;37
5189;розетка;1.56.025;;;;;;;;;;;;;820;;67
5190;розетка;1.56.005;;;;;;;;;;;;;656;;48
5191;розетка;1.56.010;;;;;;;;;;;;;193;;34
5192;розетка;1.56.028;;;;;;;;;;;;;670;;65
5193;розетка;1.56.029;;;;;;;;;;;527;765;;;50
5194;розетка;1.56.030;;;;;;;;;;;;;394;;37
5195;розетка;1.56.003;;;;;;;;;;;;;520;;35
5196;розетка;1.56.031;;;;;;;;;;;;;619;;50
5197;розетка;1.56.021;;;;;;;;;;;;;490;;55
5198;розетка;1.56.026;;;;;;;;;;;;;770;;54
5199;розетка;1.56.006;;;;;;;;;;;;;330;;25
5200;розетка;1.56.009;;;;;;;;;;;;;293;;31
5201;розетка;1.56.032;;;;;;;;;;;;;320;;38
5202;розетка;1.56.011;;;;;;;;;;;;;198;;21
5203;розетка;1.56.037;;;;;;;;;;;;;330;;34
5204;розетка;1.56.034;;;;;;;;;;;;;512;;49
5205;розетка;1.56.033;;;;;;;;;;;;;460;;55
5206;розетка;1.56.038;;;;;;;;;;;;;400;;32
5207;розетка;1.56.012;;;;;;;;;;;;;533;;45
5208;розетка;1.56.027;;;;;;;;;;;;;383;;29
5209;розетка;1.56.039;;;;;;;;;;;;;659;;68
5210;розетка;1.56.035;;;;;;;;;;;;;485;;40
5211;розетка;1.56.042;;;;;;;;;;;;;203;;32
5212;орнамент;1.60.114;;73;148;;;;;;;;;;;;42
5213;орнамент;1.60.014;;73;147;;;;;;;;;;;;45
5214;орнамент;1.60.011;;134;270;;;;;;;;;;;;16
5215;орнамент;1.60.111;;134;270;;;;;;;;;;;;16
5216;орнамент;1.60.007;;97;156;;;;;;;;;;;;18
5217;орнамент;1.60.005;;70;86;;;;;;;;;;;;15
5218;орнамент;1.60.012;;210;277;;;;;;;;;;;;58
5219;орнамент;1.60.008;;28;82;;;;;;;;;;;;9
5220;орнамент;1.60.010;;70;162;;;;;;;;;;;;11
5221;орнамент;1.60.002;;416;112;;;;;;;;;;;;19
5222;орнамент;1.60.003;;26;34;;;;;;;;;;;;12
5223;орнамент;1.60.004;;37;54;;;;;;;;;;;;14
5224;орнамент;1.60.006;;;;;;;;;;;;;59;;10
5225;орнамент;1.60.009;;59;132;;;;;;;;;;;;13
5226;орнамент;1.60.015;;51;120;;;;;;;;;;;;22
5227;орнамент;1.60.017;;;;;;;;;;;;;90;;15
5228;орнамент;1.60.018;;259;128;;;;;;;;;;;;15
5229;орнамент;1.60.019;;80;50;;;;;;;;;;;;17
5230;орнамент;1.60.108;;28;83;;;;;;;;;;;;9
5231;орнамент;1.60.109;;56;135;;;;;;;;;;;;13
5232;орнамент;1.60.110;;67;163;;;;;;;;;;;;11
5233;орнамент;1.60.001;;;;;;;;;;;;;;;
5234;кессон;1.57.002;;600;600;;;;;;;;;;;;65
5235;кессон;1.57.003;;600;600;;;;;;;;;;;;70
5236;кессон;1.57.001;;600;600;;;;;;;;;;;;69
5237;кессон;1.57.004;;701;701;;;;;;;;;;;;85
5238;купол;1.58.001;;;;;;;;;;;;;900;;113
5239;капитель;1.11.001;;428;371;422;;;;;;;;;;;
5240;капитель;1.11.010;;225;176;232;;;;;;;;;;;
5241;капитель;1.11.003;;393;169;392;;;;;;;;;;;
5242;капитель;1.11.002;;356;270;351;;;;;;;;;;;
5243;капитель;1.11.004;;438;174;358;;;;;;;;;;;
5244;капитель;1.11.005;;269;150;269;;;;;;;;;;;
5245;капитель;1.11.006;;276;111;280;;;;;;;;;186;;
5246;капитель;1.11.008;;216;105;216;;;;;;;;;;;
5247;капитель;1.11.009;;234;92;187;;;;;;;;;;;
5248;капитель;1.15.002;;354;270;177;;;;;;;;;106;;
5249;капитель;1.15.003;;392;170;194;;;;;;;;;;;
5250;капитель;1.15.004;;438;174;180;;;;;;;;;;;
5251;капитель;1.15.005;;271;150;135;;;;;;;;;;;
5252;капитель;1.15.006;;280;110;137;;;;;;;;;93;;
5253;капитель;1.15.008;;216;105;106;;;;;;;;;;;
5254;капитель;1.15.001;;422;372;215;;;;;;;;;;;
5255;капитель;1.15.009;;234;93;93;;;;;;;;;;;
5256;капитель;1.15.010;;225;182;112;;;;;;;;;;;
5257;капитель;1.21.003;;355;221;95;;;;;;;;;;;
5258;капитель;1.21.001;;232;150;69;;;;;;;;;;;
5259;капитель;1.21.002;;420;346;112;;;;;;;;;;;
5260;капитель;1.21.004;;403;183;75;;;;;;;;;;;
5261;капитель;1.21.005;;611;179;80;;;;;;;;;;;
5262;капитель;1.21.006;;471;180;80;;;;;;;;;;;
5263;капитель;1.21.007;;345;221;96;;;;;;;;;;;
5264;ствол;1.12.020;;;2295;;;;;;;;;;253;;
5265;ствол;1.12.010;;;2296;;;;;;;;;;250;;
5266;ствол;1.12.030;;;2300;;;;;;;;;;302;;
5267;ствол;1.12.050;;;1960;;;;;;;;;;204;;
5268;ствол;1.12.060;;;1828;;;;;;;;;;163;;
5269;ствол;1.12.061;;;2476;;;;;;;;;;163;;
5270;ствол;1.12.080;;;1747;;;;;;;;;;155;;
5271;ствол;1.12.081;;;2402;;;;;;;;;;155;;
5272;ствол;1.12.070;;;1872;;;;;;;;;;158;;
5273;ствол;1.12.071;;;2524;;;;;;;;;;158;;
5274;ствол;1.16.080;;157;1751;78;;;;;;;;;;;
5275;ствол;1.16.081;;158;2400;78;;;;;;;;;;;
5276;ствол;1.16.030;;304;2300;152;;;;;;;;;;;
5277;ствол;1.16.070;;157;1875;79;;;;;;;;;;;
5278;ствол;1.16.050;;204;1962;100;;;;;;;;;;;
5279;ствол;1.16.060;;162;1832;81;;;;;;;;;;;
5280;ствол;1.16.071;;157;2525;78;;;;;;;;;;;
5281;ствол;1.16.010;;251;2300;126;;;;;;;;;;;
5282;ствол;1.16.011;;250;2345;125;;;;;;;;;;;
5283;ствол;1.16.020;;250;2300;125;;;;;;;;;;;
5284;ствол;1.16.061;;162;2480;81;;;;;;;;;;;
5285;ствол;1.22.010;;135;2010;20;;;;;;;;;;;
5286;ствол;1.22.020;;283;2000;40;;;;;;;;;;;
5287;ствол;1.22.030;;195;2010;20;;;;;;;;;;;
5288;ствол;1.22.200;;268;2300;30;;;;;;;;;;;
5289;ствол;1.22.040;;290;2000;31;;;;;;;;;;;
5290;кольцо;1.11.100;;;;;;;;;;;;;280;;25
5291;кольцо;1.11.200;;;;;;;;;;;;;281;;25
5292;кольцо;1.11.300;;;;;;;;;;;;;295;;45
5293;кольцо;1.15.100;;;;;;;;;;;;;280;;25
5294;кольцо;1.15.200;;;;;;;;;;;;;281;;25
5295;кольцо;1.15.300;;;;;;;;;;;;;295;;45
5296;база;1.13.900;;214;120;214;;;;;;;;;;;
5297;база;1.13.300;;453;700;455;;;;;;;;;303;;
5298;база;1.13.400;;425;170;429;;;;;;;;;306;;
5299;база;1.13.800;;217;118;213;;;;;;;;;;;
5300;база;1.13.500;;260;110;260;;;;;;;;;;;
5301;база;1.13.100;;392;695;382;;;;;;;;;249;;
5302;база;1.13.200;;378;171;379;;;;;;;;;250;;
5303;база;1.13.700;;226;116;225;;;;;;;;;;;
5304;база;1.17.900;;215;120;103;;;;;;;;;;;
5305;база;1.17.300;;455;700;227;;;;;;;;;;;
5306;база;1.17.400;;;170;;;;;;;;;;425;;
5307;база;1.17.100;;391;698;193;;;;;;;;;;;
5308;база;1.17.800;;219;119;107;;;;;;;;;;;
5309;база;1.17.500;;130;258;110;;;;;;;;;;;
5310;база;1.17.600;;277;696;138;;;;;;;;;;;
5311;база;1.17.700;;226;117;113;;;;;;;;;;;
5312;база;1.17.200;;380;190;172;;;;;;;;;;;
5313;база;1.23.100;;214;540;56;;;;;;;;;;;
5314;база;1.23.200;;542;372;85;;;;;;;;;;;
5315;база;1.23.300;;300;752;73;;;;;;;;;;;
5316;база;1.23.400;;390;905;70;;;;;;;;;;;
5317;база;1.23.500;;580;301;60;;;;;;;;;;;
5318;пьедестал;1.14.001;;;;;;;;;;;;;;;
5319;пьедестал;1.14.002;;;;;;;;;;;;;;;
5320;пьедестал;1.14.003;;;;;;;;;;;;;;;
5321;пьедестал;1.18.001;;317;651;159;;;;;;;;;;;
5322;пьедестал;1.18.002;;;;;;;;;;;;;;;
5323;пьедестал;1.18.003;;300;652;150;;;;;;;;;;;
5324;база;1.54.010;;96;248;;;;;;;;;;;;30
5325;обрамление арок;1.55.003;;134;53;;;;;;;;;;;;43
5326;обрамление арок;1.55.004;;231;51;;;;;;;;;;;;42
5327;обрамление арок;1.55.001;;650;320;;;;;;;;;;;;25
5328;замковый камень;1.55.005;;95;126;;;;;;;;;;;;41
5329;обрамление арок;1.55.002;;650;320;;;;;;;;;;;;25
5330;база;1.54.020;;96;250;;;;;;;;;;;;30
5331;боковой элемент;1.54.009;;310;115;;;;;;;;;;;;10
5332;боковой элемент;1.54.019;;310;115;;;;;;;;;;;;10
5333;квадрат;1.54.001;;98;98;;;;;;;;;;;;30
5334;квадрат;1.54.002;;96;96;;;;;;;;;;;;32
5335;наличник;1.54.003;1265;;199;;;;;;;;;;;;25
5336;наличник;1.54.004;2080;;238;;;;;;;;;;;;25
5337;элемент;1.54.008;;153;115;;;;;;;;;;;;15
5338;элемент;1.54.006;;233;133;;;;;;;;;;;;27
5339;элемент;1.54.005;;330;139;;;;;;;;;;;;15
5340;элемент;1.54.007;;156;117;;;;;;;;;;;;15
5341;элемент;1.54.012;;730;117;;;;;;;;;;;;10
5342;элемент;1.54.011;;435;115;;;;;;;;;;;;10
5343;ствол;1.12.011;;;2345;;;;;;;;;;297;;
5344;пилястра;1.20.301;;232;2700;69;;;;;;;;;;;
5345;пилястра;1.20.302;;542;2718;112;;;;;;;;;;;
5346;пилястра;1.20.303;;542;3018;112;;;;;;;;;;;
5347;пилястра;1.20.201;;542;2552;85;;;;;;;;;;;
5348;пилястра;1.20.202;;542;2852;85;;;;;;;;;;;
5349;пилястра;1.20.101;;403;3088;75;;;;;;;;;;;
5350;пилястра;1.20.102;;611;480;80;;;;;;;;;;;
5351;пилястра;1.20.001;;345;2983;96;;;;;;;;;;;
5352;пилястра;1.20.002;;355;2983;95;;;;;;;;;;;
5353;полуколонна;1.10.301;;300;2705;150;;;;;;;;;;;
5354;полуколонна;1.10.302;;224;2702;115;;;;;;;;;;;
5355;полуколонна;1.10.303;;455;3372;227;;;;;;;;;;;
5356;полуколонна;1.10.304;;422;2842;215;;;;;;;;;;;
5357;полуколонна;1.10.201;;234;2087;107;;;;;;;;;;;
5358;полуколонна;1.10.202;;234;2737;107;;;;;;;;;;;
5359;полуколонна;1.10.203;;280;3026;138;;;;;;;;;;;
5360;полуколонна;1.10.204;;280;2330;137;;;;;;;;;;;
5361;полуколонна;1.10.205;;392;3168;194;;;;;;;;;;;
5362;полуколонна;1.10.206;;392;2850;194;;;;;;;;;;;
5363;полуколонна;1.10.207;;392;868;194;;;;;;;;;;;
5364;полуколонна;1.10.208;;392;550;194;;;;;;;;;;;
5365;полуколонна;1.10.209;;438;3172;193;;;;;;;;;;;
5366;полуколонна;1.10.210;;438;2854;180;;;;;;;;;;;
5367;полуколонна;1.10.211;;438;872;193;;;;;;;;;;;
5368;полуколонна;1.10.212;;438;554;180;;;;;;;;;;;
5369;полуколонна;1.10.213;;392;3168;194;;;;;;;;;;;
5370;полуколонна;1.10.214;;392;2850;194;;;;;;;;;;;
5371;полуколонна;1.10.101;;317;2705;159;;;;;;;;;;;
5372;полуколонна;1.10.102;;226;2702;113;;;;;;;;;;;
5373;полуколонна;1.10.103;;277;3066;138;;;;;;;;;;;
5374;полуколонна;1.10.104;;271;2370;135;;;;;;;;;;;
5375;полуколонна;1.10.105;;391;3268;193;;;;;;;;;;;
5376;полуколонна;1.10.106;;354;2950;177;;;;;;;;;;;
5377;колонна;1.30.301;;225;2043;232;;;;;;;;;;;
5378;колонна;1.30.302;;225;2698;232;;;;;;;;;;;
5379;колонна;1.30.303;;453;3371;455;;;;;;;;;;;
5380;колонна;1.30.304;;428;2841;429;;;;;;;;;;;
5381;колонна;1.30.201;;234;2082;213;;;;;;;;;;;
5382;колонна;1.30.202;;234;2734;213;;;;;;;;;;;
5383;колонна;1.30.204;;276;2176;280;;;;;;;;;;;
5384;колонна;1.30.205;;393;3160;392;;;;;;;;;;;
5385;колонна;1.30.206;;393;2636;392;;;;;;;;;;;
5386;колонна;1.30.207;;393;864;392;;;;;;;;;;;
5387;колонна;1.30.208;;393;340;392;;;;;;;;;;;
5388;колонна;1.30.209;;438;3165;382;;;;;;;;;;;
5389;колонна;1.30.210;;438;2641;379;;;;;;;;;;;
5390;колонна;1.30.211;;438;869;382;;;;;;;;;;;
5391;колонна;1.30.212;;438;2690;379;;;;;;;;;;;
5392;колонна;1.30.213;;393;3159;392;;;;;;;;;;;
5393;колонна;1.30.214;;393;2635;392;;;;;;;;;;;
5394;колонна;1.30.101;;226;2049;225;;;;;;;;;;;
5395;колонна;1.30.102;;226;2697;225;;;;;;;;;;;
5396;колонна;1.30.104;;269;2217;269;;;;;;;;;;;
5397;колонна;1.30.105;;392;3260;382;;;;;;;;;;;
5398;колонна;1.30.106;;378;2736;379;;;;;;;;;;;
5861;карниз;1.50.205;2000;;;;72;66;;;;;;;;;
5862;карниз FLEX;1.50.196;2000;;;;55;70;550;550;1000;;;;;;
5863;карниз FLEX;1.50.198;2000;;;;88;92;550;550;1500;;;;;;
5864;карниз FLEX;1.50.201;2000;;;;130;170;550;550;2500;;;;;;
5865;карниз FLEX;1.50.205;2000;;;;72;66;1500;1000;;;;;;;
5866;молдинг;1.51.345;2000;;;;;94;;;;;;;;;22
5867;молдинг;1.51.357;2000;;;;;48;;;;;;;;;12
5868;молдинг;1.51.358;2000;;;;;82;;;;;;;;;18
5869;молдинг;1.51.361;2000;;;;;51;;;;;;;;;29
5870;молдинг;1.51.381;2000;;;;;193;;;;;;;;;24
5871;молдинг FLEX;1.51.345;2000;;;;;94;550;550;;;;;;;22
5872;молдинг FLEX;1.51.357;2000;;;;;48;550;550;1500;;;;;;12
5873;молдинг FLEX;1.51.358;2000;;;;;82;550;550;;;;;;;18
5874;молдинг FLEX;1.51.361;2000;;;;;51;550;550;1500;;;;;;29
5875;молдинг FLEX;1.51.381;2000;;;;;193;550;550;3500;;;;;;24
5876;архитрав;1.26.001;2010;83;131;;;;;;;;;;;;
5877;архитрав;1.26.002;2010;89;130;;;;;;;;;;;;
5878;архитрав;1.26.003;2010;91;130;;;;;;;;;;;;
5879;розетка;1.56.036;;;;;;;;;;;;;887;;62
5880;база;1.13.600;;276;696;278;;;;;;;;;;;
5881;ниша;1.61.101;;418;758;;;;;;;;;;;;115
5882;ниша;1.61.102;;655;1135;;;;;;;;;;;;115
5883;ниша с полкой;1.61.110;;315;590;115;;;;;;;;;;;
5884;ниша с полкой;1.61.120;;557;975;175;;;;;;;;;;;
5885;сандрик;1.63.001;1280;;146;;;;;;;;;;;;57
5886;сандрик;1.63.002;1280;;146;;;;;;;;;;;;57
5887;карниз;4.02.201;2000;269;250;;;;;;;;;;;;
5888;карниз;4.01.201;2000;285;280;;;;;;;;;;;;
5889;карниз;4.01.101;2000;355;250;;;;;;;;;;;;
5890;карниз;4.01.301;2000;308;297;;;;;;;;;;;;
5891;карниз;4.32.202;2000;192;174;;;;;;;;;;;;
5892;карниз;4.01.103;2000;360;265;;;;;;;;;;;;
5893;карниз;4.31.301;2000;254;200;;;;;;;;;;;;
5894;карниз;4.32.201;2000;191;174;;;;;;;;;;;;
5895;карниз;4.81.002;2000;108;365;;;;;;;;;;;;
5896;карниз;4.32.302;2000;204;193;;;;;;;;;;;;
5897;карниз;4.01.202;2000;283;282;;;;;;;;;;;;
5898;карниз;4.01.302;2000;304;296;;;;;;;;;;;;
5899;карниз;4.02.101;2000;308;261;;;;;;;;;;;;
5900;карниз;4.31.101;2000;311;185;;;;;;;;;;;;
5901;карниз;4.31.201;2000;251;172;;;;;;;;;;;;
5902;карниз;4.31.202;2000;250;172;;;;;;;;;;;;
5903;карниз;4.31.302;2000;255;200;;;;;;;;;;;;
5904;карниз;4.32.101;2000;204;169;;;;;;;;;;;;
5905;карниз;4.32.301;2000;204;194;;;;;;;;;;;;
5906;карниз;4.81.001;2000;97;291;;;;;;;;;;;;
5907;карниз;4.02.301;2000;293;268;;;;;;;;;;;;
5908;фриз;4.03.101;2020;30;243;;;;;;;;;;;;
5909;фриз;4.03.102;2010;70;236;;;;;;;;;;;;
5910;фриз;4.03.201;2010;30;218;;;;;;;;;;;;
5911;фриз;4.03.202;2010;62;192;;;;;;;;;;;;
5912;фриз;4.03.301;2010;43;198;;;;;;;;;;;;
5913;фриз;4.33.301;2010;83;129;;;;;;;;;;;;
5914;фриз;4.03.302;2010;74;170;;;;;;;;;;;;
5915;фриз;4.33.101;2010;92;166;;;;;;;;;;;;
5916;фриз;4.33.102;2010;42;164;;;;;;;;;;;;
5917;фриз;4.33.201;2010;80;145;;;;;;;;;;;;
5918;фриз;4.33.202;2010;42;146;;;;;;;;;;;;
5919;архитрав;4.04.201;2010;70;188;;;;;;;;;;;;
5920;архитрав;4.34.201;2010;109;124;;;;;;;;;;;;
5921;архитрав;4.34.202;2010;68;125;;;;;;;;;;;;
5922;архитрав;4.04.101;2010;56;167;;;;;;;;;;;;
5923;архитрав;4.04.102;2010;90;152;;;;;;;;;;;;
5924;архитрав;4.04.202;2010;97;168;;;;;;;;;;;;
5925;архитрав;4.04.301;2010;66;207;;;;;;;;;;;;
5926;архитрав;4.04.302;2010;95;172;;;;;;;;;;;;
5927;архитрав;4.34.101;2010;109;113;;;;;;;;;;;;
5928;архитрав;4.34.102;2010;59;113;;;;;;;;;;;;
5929;архитрав;4.34.301;2010;100;137;;;;;;;;;;;;
5930;архитрав;4.34.302;2010;68;138;;;;;;;;;;;;
5931;балясина;4.71.101;;120;785;120;;;;;;;;;;;
5932;балясина;4.71.201;;90;789;90;;;;;;;;;;;
5933;столб;4.75.101;;220;1020;220;;;;;;;;;;;
5934;столб;4.75.201;;180;1020;180;;;;;;;;;;;
5935;крышка (пирамида);4.76.101;;270;83;270;;;;;;;;;;;
5936;крышка (пирамида);4.76.201;;220;70;220;;;;;;;;;;;
5937;крышка столба (плоская);4.73.101;;268;55;268;;;;;;;;;;;
5938;крышка столба (плоская);4.73.201;;220;50;220;;;;;;;;;;;
5939;крышка (шар);4.77.101;;;235;;;;;;;;;;180;;
5940;крышка (шар);4.77.201;;;196;;;;;;;;;;150;;
5941;основание;4.74.101;;3000;100;180;;;;;;;;;;;
5942;основание;4.74.201;;3000;88;140;;;;;;;;;;;
5943;поручень;4.72.101;3010;190;110;;;;;;;;;;;;
5944;поручень;4.72.201;3010;21;102;;;;;;;;;;;;
5945;наличник;4.84.001;2010;182;;50;;;;;;;;;;;
5946;наличник;4.84.002;2310;160;;41;;;;;;;;;;;
5947;наличник;4.84.003;2310;140;;38;;;;;;;;;;;
5948;наличник;4.84.051;2310;183;;50;;;;;;;;;;;
5949;наличник;4.84.052;2010;160;;40;;;;;;;;;;;
5950;наличник;4.84.053;2010;140;;37;;;;;;;;;;;
5951;арочное обрамление;4.87.031;;;;50;;;;;;;;;;750;
5952;арочное обрамление;4.87.032;;;;40;;;;;;;;;;700;
5953;арочное обрамление;4.87.033;;;;37;;;;;;;;;;600;
5954;замковый камень;4.85.001;;282;295;65;;;;;;;;;;;
5955;замковый камень;4.85.002;;234;222;68;;;;;;;;;;;
5956;замковый камень;4.85.003;;212;200;54;;;;;;;;;;;
5957;подоконный элемент;4.82.001;2010;;160;101;;;;;;;;;;;
5958;подоконный элемент;4.82.002;2010;;126;95;;;;;;;;;;;
5959;подоконный элемент;4.82.003;2010;;111;87;;;;;;;;;;;
5960;подоконный элемент;4.82.101;2010;;105;48;;;;;;;;;;;
5961;подоконный элемент;4.82.201;2010;;95;60;;;;;;;;;;;
5962;подоконный элемент;4.82.202;2010;;95;53;;;;;;;;;;;
5963;подоконный элемент;4.82.301;2010;;110;63;;;;;;;;;;;
5964;подоконный элемент;4.82.302;2010;;110;54;;;;;;;;;;;
5965;кронштейн-пьедестал;4.83.101;;394;274;197;;;;;;;;;;;
5966;кронштейн-пьедестал;4.83.102;;357;240;128;;;;;;;;;;;
5967;кронштейн-пьедестал;4.83.201;;393;275;195;;;;;;;;;;;
5968;кронштейн-пьедестал;4.83.202;;356;262;134;;;;;;;;;;;
5969;кронштейн-пьедестал;4.83.301;;366;272;180;;;;;;;;;;;
5970;кронштейн-пьедестал;4.83.302;;335;270;129;;;;;;;;;;;
5971;руст;4.86.003;;374;250;40;;;;;;;;;;;
5972;руст;4.86.004;;250;250;40;;;;;;;;;;;
5973;руст;4.86.005;;360;290;42;;;;;;;;;;;
5974;руст;4.86.001;;556;290;41;;;;;;;;;;;
5975;руст;4.86.002;;548;215;38;;;;;;;;;;;
5982;угловой элемент;1.52.361;;288;288;;;;;;;;;;;;29
5983;база;4.17.302;;372;165;185;;;;;;;;;;;
5984;база;4.53.201;;252;121;81;;;;;;;;;;;
5985;база;4.53.301;;225;108;75;;;;;;;;;;;
5986;база;4.17.101;;440;180;220;;;;;;;;;;;
5987;база;4.17.201;;411;170;206;;;;;;;;;;;
5988;база;4.17.202;;410;172;209;;;;;;;;;;;
5989;база;4.17.301;;370;162;186;;;;;;;;;;;
5990;база;4.23.101;;407;181;125;;;;;;;;;;;
5991;база;4.23.201;;376;172;119;;;;;;;;;;;
5992;база;4.23.301;;351;160;115;;;;;;;;;;;
5993;база;4.43.101;;296;120;291;;;;;;;;;;;
5994;база;4.43.201;;273;115;271;;;;;;;;;;;
5995;база;4.43.202;;270;117;270;;;;;;;;;;;
5996;база;4.43.301;;242;109;244;;;;;;;;;;;
5997;база;4.43.302;;241;109;244;;;;;;;;;;;
5998;база;4.47.101;;292;121;147;;;;;;;;;;;
5999;база;4.47.201;;271;115;;;;;;;;;;;137;
6000;база;4.47.202;;270;117;135;;;;;;;;;;;
6001;база;4.47.301;;244;111;122;;;;;;;;;;;
6002;база;4.47.302;;243;111;122;;;;;;;;;;;
6003;база;4.53.101;;260;120;80;;;;;;;;;;;
6004;база;4.53.302;;225;108;76;;;;;;;;;;;
6005;база;4.13.101;;440;180;437;;;;;;;;;;;
6006;база;4.13.201;;412;171;411;;;;;;;;;;;
6007;база;4.13.202;;415;171;410;;;;;;;;;;;
6008;база;4.13.301;;374;166;370;;;;;;;;;;;
6009;база;4.13.302;;372;164;370;;;;;;;;;;;
6010;база;4.17.002;;507;217;253;;;;;;;;;;;
6011;база;4.17.001;;482;199;242;;;;;;;;;;;
6012;капитель;4.51.301;;273;208;100;;;;;;;;;;;
6013;капитель;4.15.101;;409;180;206;;;;;;;;;;;
6014;капитель;4.15.201;;430;164;184;;;;;;;;;;;
6015;капитель;4.15.301;;397;310;206;;;;;;;;;;;
6016;капитель;4.21.101;;407;181;124;;;;;;;;;;;
6017;капитель;4.21.201;;446;163;97;;;;;;;;;;;
6018;капитель;4.21.301;;419;316;152;;;;;;;;;;;
6019;капитель;4.41.101;;270;127;273;;;;;;;;;;;
6020;капитель;4.41.201;;244;116;292;;;;;;;;;;;
6021;капитель;4.41.301;;266;208;264;;;;;;;;;;;
6022;капитель;4.45.101;;275;127;137;;;;;;;;;;;
6023;капитель;4.45.201;;294;117;122;;;;;;;;;;;
6024;капитель;4.45.301;;264;208;132;;;;;;;;;;;
6025;капитель;4.51.101;;262;125;80;;;;;;;;;;;
6026;капитель;4.51.201;;306;116;68;;;;;;;;;;;
6027;капитель;4.11.101;;407;180;408;;;;;;;;;;;
6028;капитель;4.11.201;;364;164;430;;;;;;;;;;;
6029;капитель;4.11.301;;409;313;396;;;;;;;;;;;
6030;капитель;4.15.102;;544;272;240;;;;;;;;;;;
6031;регул;4.37.101;120;;19;8;;;;;;;;;;;
6032;регул;4.07.101;164;;29;12;;;;;;;;;;;
6033;мутул;4.05.102;127;;190;58;;;;;;;;;;;
6034;мутул;4.35.102;;;;;;;;;;;;;;;
6035;мутул;4.35.101;132;;141;41;;;;;;;;;;;
6036;мутул;4.05.101;213;;190;62;;;;;;;;;;;
6037;модильон;4.08.301;;88;127;56;;;;;;;;;;;
6038;модильон;4.08.302;;84;88;46;;;;;;;;;;;
6039;модильон;4.38.301;;58;83;34;;;;;;;;;;;
6040;модильон;4.38.302;;56;67;34;;;;;;;;;;;
6041;триглиф;4.36.101;;120;163;9;;;;;;;;;;;
6042;триглиф;4.06.101;;244;168;12;;;;;;;;;;;
