IE_XML_ID;IE_NAME;IP_PROP142;IP_PROP144;IP_PROP151;IP_PROP152;IP_PROP153;IP_PROP143;IP_PROP145;IP_PROP146;IP_PROP147;IP_PROP148;IP_PROP150;IP_PROP154;IP_PROP155;IP_PROP156;IP_PROP162;IP_PROP149
6043;ствол;4.52.102;;210;1520;54;;;;;;;;;;;
6044;ствол;4.52.301;;187;1455;57;;;;;;;;;;;
6045;ствол;4.16.101;;330;2300;166;;;;;;;;;;;
6046;ствол;4.16.102;;330;2303;166;;;;;;;;;;;
6047;ствол;4.16.201;;297;2395;148;;;;;;;;;;;
6048;ствол;4.16.202;;295;2399;148;;;;;;;;;;;
6049;ствол;4.16.301;;273;2212;135;;;;;;;;;;;
6050;ствол;4.22.101;;334;2310;88;;;;;;;;;;;
6051;ствол;4.22.102;;334;2310;88;;;;;;;;;;;
6052;ствол;4.22.201;;260;2350;62;;;;;;;;;;;
6053;ствол;4.22.202;;260;2349;62;;;;;;;;;;;
6054;ствол;4.22.301;;294;2200;86;;;;;;;;;;;
6055;ствол;4.22.302;;294;2200;86;;;;;;;;;;;
6056;ствол;4.42.101;;218;1520;222;;;;;;;;;;;
6057;ствол;4.42.201;;197;1578;198;;;;;;;;;;;
6058;ствол;4.42.301;;181;1458;175;;;;;;;;;;;
6059;ствол;4.46.101;;219;1520;111;;;;;;;;;;;
6060;ствол;4.46.201;;199;1580;99;;;;;;;;;;;
6061;ствол;4.46.301;;184;1460;89;;;;;;;;;;;
6062;ствол;4.52.101;;208;1520;55;;;;;;;;;;;
6063;ствол;4.52.201;;175;2000;42;;;;;;;;;;;
6064;ствол;4.52.202;;176;2020;42;;;;;;;;;;;
6065;ствол;4.52.302;;186;1454;56;;;;;;;;;;;
6066;верхний фрагмент ствола;4.16.001;;362;350;180;;;;;;;;;;;
6067;фрагмент ствола;4.16.002;;362;700;180;;;;;;;;;;;
6068;ствол;4.12.301;;;2212;;;;;;;;;;273;;
6069;ствол;4.12.101;;;2303;;;;;;;;;;330;;
6070;ствол;4.12.102;;;2303;;;;;;;;;;330;;
6071;ствол;4.12.202;;;2399;;;;;;;;;;295;;
6072;ствол;4.12.201;;;2395;;;;;;;;;;297;;
6073;колонна;4.30.301;;409;2689;396;;;;;;;;;;;
6074;колонна;4.30.201;;415;2730;430;;;;;;;;;;;
6075;колонна;4.30.202;;415;2734;430;;;;;;;;;;;
6076;колонна;4.30.101;;440;2663;437;;;;;;;;;;;
6077;колонна;4.30.102;;440;2663;437;;;;;;;;;;;
6078;колонна;4.30.104;;296;1767;291;;;;;;;;;;;
6079;колонна;4.30.204;;270;1811;292;;;;;;;;;;;
6080;колонна;4.30.304;;266;1775;264;;;;;;;;;;;
6081;полуколонна;4.10.301;;397;2687;206;;;;;;;;;;;
6082;полуколонна;4.10.201;;430;2731;209;;;;;;;;;;;
6083;полуколонна;4.10.202;;430;2735;209;;;;;;;;;;;
6084;полуколонна;4.10.101;;440;2660;220;;;;;;;;;;;
6085;полуколонна;4.10.102;;440;2663;220;;;;;;;;;;;
6086;полуколонна;4.10.104;;394;2042;197;;;;;;;;;;;
6087;полуколонна;4.10.103;;544;2889;242;;;;;;;;;;;
6088;полуколонна;4.10.204;;393;2087;195;;;;;;;;;;;
6089;полуколонна;4.10.305;;366;2051;180;;;;;;;;;;;
6090;пилястра;4.20.301;;419;2676;152;;;;;;;;;;;
6091;пилястра;4.20.302;;419;2676;152;;;;;;;;;;;
6092;пилястра;4.20.201;;446;2685;119;;;;;;;;;;;
6093;пилястра;4.20.202;;447;2683;119;;;;;;;;;;;
6094;пилястра;4.20.101;;407;2672;125;;;;;;;;;;;
6095;пилястра;4.20.102;;407;2672;125;;;;;;;;;;;
6096;пилястра;4.20.103;;357;2005;128;;;;;;;;;;;
6097;пилястра;4.20.104;;357;2005;128;;;;;;;;;;;
6098;пилястра;4.20.203;;356;2499;134;;;;;;;;;;;
6099;пилястра;4.20.204;;356;2519;134;;;;;;;;;;;
6100;пилястра;4.20.303;;335;2041;129;;;;;;;;;;;
6101;пилястра;4.20.304;;335;2040;129;;;;;;;;;;;
6102;пилястра;4.20.305;;335;2041;129;;;;;;;;;;;
6103;пилястра;4.20.306;;335;2040;129;;;;;;;;;;;
6104;клей монтажный 290 мл;k-em290;;;;;;;;;;;;;;;
6105;клей универсальный 290 мл;k-eu290;;;;;;;;;;;;;;;
6106;клей стыковочный 80 мл;k-es80;;;;;;;;;;;;;;;
6107;клей стыковочный 290 мл;k-es290;;;;;;;;;;;;;;;
6108;карниз;1.50.101;2000;;;;69;68;;;;;;;;;
6109;карниз FLEX;1.50.101;2000;;;;69;68;2000;1500;;;;;;;
6110;карниз FLEX;1.50.199;2000;;;;72;73;2000;1000;;;;;;;
6111;карниз;1.50.199;2000;;;;72;73;;;;;;;;;
6112;молдинг;1.51.353;2000;;;;;26;;;;;;;;;16
6113;молдинг FLEX;1.51.353;2000;;;;;26;550;550;1500;;;;;;16
6114;молдинг;1.51.356;2000;;;;;48;;;;;;;;;9
6115;молдинг FLEX;1.51.356;2000;;;;;48;550;550;2500;;;;;;9
6135;откос;4.88.001;2000;12;400;;;;;;;;;;;;
6136;база;1.54.010;;96;248;;;;;;;;;;;;30
6168;элемент камина;1.64.004;;1295;238;195;;;;;;;;;;;
6169;элемент камина;1.64.005;;170;859;152;;;;;;;;;;;
6170;элементы декоративного камина;1.64.100;;1295;1097;195;;;;;;;;;;;
6171;элемент камина;1.64.005;;170;859;152;;;;;;;;;;;
6172;карниз;1.50.108;2000;;;;114;120;;;;;;;;;
6173;карниз;1.50.161;2000;;;;82;91;;;;;;;;;
6174;карниз;1.50.179;2000;;;;81;77;;;;;;;;;
6175;карниз;1.50.189;2000;;;;72;69;;;;;;;;;
6176;карниз;1.50.207;2000;;;;54;53;;;;;;;;;
6177;карниз;1.50.274;2000;;;;57;86;;;;;;;;;
6178;карниз;1.50.275;2000;;;;74;106;;;;;;;;;
6179;молдинг;1.51.346;2000;;;;;34;;;;;;;;;16
6180;розетка;1.56.040;;;;;;;;;;;;;707;;46
6181;розетка;1.56.041;;;;;;;;;;;;;544;;48
6182;кронштейн;1.19.007;;185;185;102;;;;;;;;;;;
6183;кронштейн;1.19.008;;165;225;85;;;;;;;;;;;
6184;капитель;1.21.008;;151;98;46;;;;;;;;;;;
6185;ствол;1.22.050;;96;2000;17;;;;;;;;;;;
6186;база;1.23.600;;117;255;25;;;;;;;;;;;
6187;пилястра;1.20.103;;117;2353;46;;;;;;;;;;;
6188;карниз;4.91.001;2000;200;200;;;;;;;;;;;;
6189;карниз;4.91.004;2000;200;300;;;;;;;;;;;;
6194;карниз FLEX;1.50.208;2000;;;;70;70;2500;2000;;;;;;;
6195;карниз FLEX;1.50.204;2000;;;;40;36;2000;1500;;;;;;;
6196;карниз FLEX;1.50.189;2000;;;;72;69;2500;1500;;;;;;;
6198;замковый камень;4.85.004;;254;205;;;;;;;;;;;;
6199;замковый камень;4.85.005;;254;305;;;;;;;;;;;;
6200;карниз;4.91.002;2000;250;350;;;;;;;;;;;;
6201;наличник;4.84.005;2000;121;;35;;;;;;;;;;;
6202;кронштейн-пьедестал;4.83.003;;157;101;46;;;;;;;;;;;
6206;молдинг;1.51.359;2000;;;;;36;;;;;;;;;10
6207;карниз FLEX;1.50.161;2000;;;;82;91;2500;1500;;;;;;;
6208;молдинг FLEX;1.51.359;2000;;;;;36;500;500;1500;;;;;;10
6211;наличник;4.84.004;2000;101;;49;;;;;;;;;;;
6212;наличник;4.84.006;2000;202;;60;;;;;;;;;;;
6213;карниз;4.91.003;2000;130;250;;;;;;;;;;;;
6214;карниз;4.91.005;2000;165;201;;;;;;;;;;;;
6215;фриз;4.33.302;2000;51;131;;;;;;;;;;;;
6216;кронштейн-пьедестал;4.83.002;;174;116;48;;;;;;;;;;;
6217;фрагмент ствола;4.16.002;;362;700;180;;;;;;;;;;;
6218;фрагмент ствола;4.16.002;;362;700;180;;;;;;;;;;;
6313;молдинг FLEX;1.51.346;2000;;;;;34;550;550;;;;;;;16
6355;угловой элемент;1.52.322;;110;110;;;;;;;;;;;;12
6356;угловой элемент;1.52.348;;250;250;;;;;;;;;;;;25
6357;угловой элемент;1.52.286;;200;200;;;;;;;;;;;;12
6358;угловой элемент;1.52.287;;300;300;;;;;;;;;;;;20
6359;карниз FLEX;1.50.108;2000;;;;114;120;3000;2500;;;;;;;
6360;карниз;1.50.213;2000;;;;55;55;;;;;;;;;
6361;карниз FLEX;1.50.213;2000;;;;55;55;;;;;;;;;
6362;карниз;1.50.279;2000;;;;81;103;;;;;;;;;
6363;карниз;1.50.276;2000;;;;100;60;;;;;;;;;
6364;карниз FLEX;1.50.276;2000;;;;100;60;3000;2500;;;;;;;
6365;карниз;1.50.278;2000;;;;69;82;;;;;;;;;
6366;карниз FLEX;1.50.278;2000;;;;69;82;3500;2500;;;;;;;
6367;розетка;1.56.044;;;;;;;;;;;;;620;;42
6368;молдинг;1.51.360;2000;;;;;72;;;;;;;;;12
6369;молдинг FLEX;1.51.360;2000;;;;;72;550;550;1500;;;;;;12
6370;молдинг;1.51.363;2000;;;;;70;;;;;;;;;13
6371;молдинг FLEX;1.51.363;2000;;;;;70;550;550;1000;;;;;;13
6372;молдинг;1.51.362;2000;;;;;46;;;;;;;;;10
6373;молдинг FLEX;1.51.362;2000;;;;;46;550;550;2000;;;;;;10
6374;молдинг;1.51.370;2000;;;;;75;;;;;;;;;15
6375;молдинг FLEX;1.51.370;2000;;;;;75;550;550;1000;;;;;;15
6376;плинтус;1.53.110;2000;;;;;138;;;;19;;;;;
6377;плинтус FLEX;1.53.110;2000;;;;;138;550;550;;19;;;;;
6378;колонна;1.30.203;;276;2181;280;;;;;;;;;;;
6379;колонна;1.30.103;;169;2220;269;;;;;;;;;;;
6380;карниз FLEX;1.50.179;2000;;;;77;81;2500;2000;;;;;;;
6381;карниз FLEX;1.50.207;2000;;;;54;53;2500;2000;;;;;;;
6382;карниз FLEX;1.50.275;2000;;;;74;106;3000;2500;;;;;;;
6385;ствол;4.16.003;;435;350;217;;;;;;;;;;;
6386;ствол;4.16.004;;364;705;182;;;;;;;;;;;
6387;ствол;4.16.005;;364;350;182;;;;;;;;;;;
6388;капитель;4.15.202;;635;241;270;;;;;;;;;;;
6389;капитель;4.15.302;;648;510;326;;;;;;;;;;;
6390;капитель;4.11.102;;544;240;544;;;;;;;;;;;
6391;капитель;4.11.202;;635;241;540;;;;;;;;;;;
6392;капитель;4.11.302;;648;510;648;;;;;;;;;;;
6393;база;4.13.001;;482;199;482;;;;;;;;;;;
6394;ствол;4.12.001;;434;350;434;;;;;;;;;;;
6395;ствол;4.12.002;;362;700;362;;;;;;;;;;;
6396;ствол;4.12.003;;435;350;435;;;;;;;;;;;
6397;ствол;4.12.004;;364;700;364;;;;;;;;;;;
6398;ствол;4.12.005;;364;350;364;;;;;;;;;;;
6423;карниз FLEX;1.50.271;2000;;;;165;226;5000;5000;;;;;;;
6424;карниз FLEX;1.50.274;2000;;;;57;86;2500;2000;;;;;;;
6429;клей стыковочный 60 мл;k-es60;;;;;;;;;;;;;;;
6430;база;1.54.030;;109;230;;;;;;;;;;;;29
6431;квадрат;1.54.013;;109;109;;;;;;;;;;;;28
6432;квадрат;1.54.013;;109;109;;;;;;;;;;;;28
6433;база;1.54.030;;109;230;;;;;;;;;;;;29
6434;угловой элемент;1.52.285;;180;180;;;;;;;;;;;;24
6435;молдинг;1.51.367;2000;;;;;124;;;;;;;;;24
6436;молдинг FLEX;1.51.367;2000;;;;;124;550;550;1500;;;;;;24
6437;карниз;1.50.214;2000;;;;56;56;;;;;;;;;
6438;карниз;1.50.280;2000;;;;144;170;;;;;;;;;
6439;молдинг;1.51.368;2000;;;;;138;;;;;;;;;40
6440;орнамент;1.60.025;;387;210;;;;;;;;;;;;30
6441;орнамент;1.60.032;;604;188;;;;;;;;;;;;51
6442;орнамент;1.60.020;;51;155;;;;;;;;;;;;6
6443;орнамент;1.60.120;;51;155;;;;;;;;;;;;6
6444;торцевой элемент;4.33.332;;51;131;51;;;;;;;;;;;
6445;торцевой элемент;4.31.232;;250;170;250;;;;;;;;;;;
6446;торцевой элемент;4.81.031;;96;290;96;;;;;;;;;;;
6447;торцевой элемент;4.81.032;;108;365;108;;;;;;;;;;;
6448;внешний угол;4.32.111;;302;168;302;;;;;;;;;;;
6449;внешний угол;4.32.312;;306;195;306;;;;;;;;;;;
6450;внешний угол;4.81.011;;196;290;196;;;;;;;;;;;
6451;внешний угол;4.81.012;;208;365;208;;;;;;;;;;;
6452;внутренний угол;4.31.222;;350;170;350;;;;;;;;;;;
6453;внутренний угол;4.32.221;;292;174;292;;;;;;;;;;;
6454;внутренний угол;4.81.021;;196;290;196;;;;;;;;;;;
6455;внутренний угол;4.81.022;;208;365;208;;;;;;;;;;;
6456;опорный блок;4.78.101;;240;60;184;;;;;;;;;;;
6457;полукрышка;4.73.211;;220;50;110;;;;;;;;;;;
6458;полукрышка пирамида;4.76.111;;270;85;135;;;;;;;;;;;
6459;полуоснование;4.74.111;;3000;100;90;;;;;;;;;;;
6460;полупоручень;4.72.111;;3000;110;95;;;;;;;;;;;
6461;полустолб;4.75.111;;220;1020;110;;;;;;;;;;;
6462;полустолб;4.75.211;;180;1020;90;;;;;;;;;;;
6463;торцевой элемент;4.02.331;;293;268;293;;;;;;;;;;;
6464;торцевой элемент;4.03.131;;30;244;30;;;;;;;;;;;
6465;торцевой элемент;4.03.132;;70;235;70;;;;;;;;;;;
6466;торцевой элемент;4.03.332;;74;170;74;;;;;;;;;;;
6467;полубалясина;4.71.111;;120;785;60;;;;;;;;;;;
6468;полубалясина;4.71.211;;90;789;45;;;;;;;;;;;
6469;торцевой элемент;4.33.331;;83;129;83;;;;;;;;;;;
6470;торцевой элемент;4.34.131;;109;112;109;;;;;;;;;;;
6471;торцевой элемент;4.34.231;;109;125;109;;;;;;;;;;;
6472;внутренний угол;4.32.322;;306;195;306;;;;;;;;;;;
6473;торцевой элемент;4.32.331;;205;194;205;;;;;;;;;;;
6474;торцевой элемент;4.32.332;;206;195;206;;;;;;;;;;;
6475;торцевой элемент;4.33.132;;42;165;42;;;;;;;;;;;
6476;торцевой элемент;4.33.232;;42;146;42;;;;;;;;;;;
6477;торцевой элемент;4.04.331;;67;208;67;;;;;;;;;;;
6478;внешний угол;4.01.111;;455;250;455;;;;;;;;;;;
6479;внешний угол;4.01.113;;460;265;460;;;;;;;;;;;
6480;внешний угол;4.01.211;;383;278;383;;;;;;;;;;;
6481;внешний угол;4.01.212;;384;282;384;;;;;;;;;;;
6482;внешний угол;4.01.311;;408;297;408;;;;;;;;;;;
6483;внешний угол;4.02.111;;407;259;407;;;;;;;;;;;
6484;внешний угол;4.02.211;;370;250;370;;;;;;;;;;;
6485;внешний угол;4.02.311;;393;268;393;;;;;;;;;;;
6486;внутренний угол;4.01.121;;455;250;455;;;;;;;;;;;
6487;внутренний угол;4.01.123;;460;265;460;;;;;;;;;;;
6488;внутренний угол;4.01.221;;383;278;383;;;;;;;;;;;
6489;внутренний угол;4.01.222;;384;282;384;;;;;;;;;;;
6490;внутренний угол;4.01.321;;408;297;408;;;;;;;;;;;
6491;внутренний угол;4.01.322;;406;297;406;;;;;;;;;;;
6492;внутренний угол;4.02.121;;407;259;407;;;;;;;;;;;
6493;плинтус столба;4.79.101;;2000;66;20;;;;;;;;;;;
6497;МОНТАЖНЫЙ КОМПЛЕКТ 101;m_comp_b101;;;;;;;;;;;;;;;
6498;карниз;1.50.284;2000;;;;70;81;;;;;;;;;
6499;карниз FLEX;1.50.284;2000;;;;70;81;2000;2000;;;;;;;
6500;карниз;1.50.283;2000;;;;41;74;;;;;;;;;
6501;МОНТАЖНЫЙ КОМПЛЕКТ 201;m_comp_b201;;;;;;;;;;;;;;;
6502;внешний угол;4.32.212;;292;172;292;;;;;;;;;;;
6503;внешний угол;4.32.121;;302;168;302;;;;;;;;;;;
6504;торцевой элемент;4.32.131;;202;168;202;;;;;;;;;;;
6505;балюстрада;4.70.101;;3440;1075;268;;;;;;;;;;;
6506;балюстрада;4.70.102;;3440;1103;268;;;;;;;;;;;
6507;балюстрада;4.70.103;;3440;1338;268;;;;;;;;;;;
6508;балюстрада;4.70.111;;3440;1075;134;;;;;;;;;;;
6509;балюстрада;4.70.112;;3440;1075;135;;;;;;;;;;;
6510;балюстрада;4.70.201;;3360;1070;220;;;;;;;;;;;
6511;балюстрада;4.70.202;;3360;1090;220;;;;;;;;;;;
6512;балюстрада;4.70.203;;3360;1266;220;;;;;;;;;;;
6513;балюстрада;4.70.211;;3360;1070;110;;;;;;;;;;;
6514;балюстрада;4.70.212;;3360;1070;110;;;;;;;;;;;
6515;полукрышка;4.73.111;;268;55;134;;;;;;;;;;;
6516;полупоручень;4.72.211;;3000;100;75;;;;;;;;;;;
6517;полуоснование;4.74.211;;3000;88;70;;;;;;;;;;;
6518;полукрышка пирамида;4.76.211;;220;70;110;;;;;;;;;;;
6519;ниша;0-1.61.102-1.61.120;;655;1135;;;;;;;;;;;;290
6520;ниша;0-1.61.101-1.61.110;;418;758;;;;;;;;;;;;230
6538;орнамент;1.60.026;;175;152;;;;;;;;;;;;30
6539;орнамент;1.60.029;;395;222;;;;;;;;;;;;33
6540;карниз;1.50.281;2000;;;;112;205;;;;;;;;;
6541;молдинг;1.51.374;2000;;;;;101;;;;;;;;;9
6542;молдинг FLEX;1.51.374;2000;;;;;101;550;550;3000;;;;;;9
6544;внешний угол;4.32.311;;305;194;305;;;;;;;;;;;
6545;внутренний угол;4.32.321;;305;194;305;;;;;;;;;;;
6546;торцевой элемент;4.32.231;;192;174;192;;;;;;;;;;;
6547;орнамент;1.60.021;;820;230;;;;;;;;;;;;43
6548;орнамент;1.60.022;;895;318;;;;;;;;;;;;50
6549;орнамент;1.60.024;;238;193;;;;;;;;;;;;25
6550;орнамент;1.60.027;;269;150;;;;;;;;;;;;31
6551;орнамент;1.60.028;;410;120;;;;;;;;;;;;20
6552;кронштейн;1.19.010;;120;300;83;;;;;;;;;;;
6553;карниз;1.50.285;2000;;;;108;144;;;;;;;;;
6554;карниз;1.50.286;2000;;;;83;88;;;;;;;;;
6555;карниз;1.50.282;2000;;;;40;69;;;;;;;;;
6564;карниз FLEX;1.50.286;2000;;;;83;88;2500;2000;;;;;;;
6565;карниз;1.50.288;2000;;;;53;58;;;;;;;;;
6566;молдинг;1.51.375;2000;;;;;41;;;;;;;;;20
