IE_XML_ID;IE_NAME;IP_PROP144;IP_PROP142
6081;полуколонна;;4.10.301
6082;полуколонна;;4.10.201
6083;полуколонна;;4.10.202
6084;полуколонна;;4.10.101
6085;полуколонна;;4.10.102
6086;полуколонна;;4.10.104
6087;полуколонна;;4.10.103
6088;полуколонна;;4.10.204
6089;полуколонна;;4.10.305
6090;пилястра;;4.20.301
6091;пилястра;;4.20.302
6092;пилястра;;4.20.201
6093;пилястра;;4.20.202
6094;пилястра;;4.20.101
6095;пилястра;;4.20.102
6096;пилястра;;4.20.103
6097;пилястра;;4.20.104
6098;пилястра;;4.20.203
6099;пилястра;;4.20.204
6100;пилястра;;4.20.303
6101;пилястра;;4.20.304
6102;пилястра;;4.20.305
6103;пилястра;;4.20.306
6104;клей монтажный 290 мл;;k-em290
6105;клей универсальный 290 мл;;k-eu290
6106;клей стыковочный 80 мл;;k-es80
6107;клей стыковочный 290 мл;;k-es290
5885;сандрик;1280;1.63.001
5886;сандрик;1280;1.63.002
