IE_XML_ID;IE_NAME;IP_PROP142;IP_PROP144;IP_PROP151;IP_PROP152;IP_PROP153;IP_PROP143;IP_PROP145;IP_PROP146;IP_PROP147;IP_PROP148;IP_PROP150;IP_PROP154;IP_PROP155;IP_PROP156;IP_PROP157;IP_PROP160;IP_PROP162;IP_PROP163;IP_PROP164;IP_PROP149;IC_GROUP0;IC_GROUP1;IC_GROUP2;CV_PRICE_1
4830;карниз;1.50.158;2000;;;;33;33;;;;;;;;Нет;ВР001022853;;4,00;93,00;;Интерьерный декор;карнизы;;587.00
4831;карниз;1.50.159;2000;;;;22;45;;;;;;;;Нет;ВР001022854;;4,00;93,00;;Интерьерный декор;карнизы;;604.00
4832;карниз;1.50.160;2000;;;;70;51;;;;;;;;Нет;ВР000001055;;4,00;93,00;;Интерьерный декор;карнизы;;799.00
4833;карниз;1.50.162;2000;;;;61;84;;;;;;;;Нет;ВР000002855;;4,00;72,50;;Интерьерный декор;карнизы;;832.00
4834;карниз;1.50.163;2000;;;;68;148;;;;;;;;Нет;ВР000002934;;4,00;93,00;;Интерьерный декор;карнизы;;1594.00
4835;карниз;1.50.164;2000;;;;126;126;;;;;;;;Нет;ВР000002936;;4,00;93,00;;Интерьерный декор;карнизы;;1753.00
4836;карниз;1.50.165;2000;;;;81;83;;;;;;;;Нет;ВР000001056;;4,00;93,00;;Интерьерный декор;карнизы;;834.00
4837;карниз;1.50.166;2000;;;;86;142;;;;;;;;Нет;ВР000004078;;4,00;72,50;;Интерьерный декор;карнизы;;1690.00
4838;карниз;1.50.167;2000;;;;120;119;;;;;;;;Нет;ВР000004319;;4,00;93,00;;Интерьерный декор;карнизы;;1714.00
4839;карниз;1.50.168;2000;;;;120;119;;;;;;;;Нет;ВР000004036;;4,00;93,00;;Интерьерный декор;карнизы;;1714.00
4840;карниз;1.50.169;2000;;;;95;102;;;;;;;;Нет;ВР000005325;;4,00;93,00;;Интерьерный декор;карнизы;;1616.00
4841;карниз;1.50.170;2000;;;;113;80;;;;;;;;Нет;ВР000001057;;4,00;93,00;;Интерьерный декор;карнизы;;918.00
4842;карниз;1.50.171;2000;;;;30;45;;;;;;;;Нет;ВР001022855;;4,00;93,00;;Интерьерный декор;карнизы;;600.00
4843;карниз;1.50.172;2000;;;;48;47;;;;;;;;Нет;ВР001022856;;4,00;72,50;;Интерьерный декор;карнизы;;622.00
4844;карниз;1.50.173;2000;;;;40;55;;;;;;;;Нет;ВР001022857;;4,00;93,00;;Интерьерный декор;карнизы;;625.00
4845;карниз;1.50.174;2000;;;;36;61;;;;;;;;Нет;ВР001022858;;4,00;93,00;;Интерьерный декор;карнизы;;638.00
4846;карниз;1.50.175;2000;;;;119;133;;;;;;;;Нет;ВР000001355;;4,00;93,00;;Интерьерный декор;карнизы;;1704.00
4847;карниз;1.50.176;2000;;;;67;131;;;;;;;;Нет;ВР000005000;;4,00;93,00;;Интерьерный декор;карнизы;;1560.00
4848;карниз;1.50.177;2000;;;;55;120;;;;;;;;Нет;ВР000006024;;4,00;93,00;;Интерьерный декор;карнизы;;929.00
4849;карниз;1.50.180;2000;;;;94;120;;;;;;;;Нет;ВР000001451;;4,00;103,00;;Интерьерный декор;карнизы;;1582.00
4850;карниз;1.50.181;2000;;;;38;75;;;;;;;;Нет;ВР001023412;;4,00;93,00;;Интерьерный декор;карнизы;;891.00
4851;карниз;1.50.182;2000;;;;40;67;;;;;;;;Нет;ВР001023413;;4,00;93,00;;Интерьерный декор;карнизы;;876.00
4852;карниз;1.50.183;2000;;;;84;96;;;;;;;;Нет;ВР001023414;;4,00;93,00;;Интерьерный декор;карнизы;;952.00
4853;карниз;1.50.184;2000;;;;72;74;;;;;;;;Нет;ВР001023415;;4,00;93,00;;Интерьерный декор;карнизы;;952.00
4854;карниз;1.50.185;2000;;;;98;115;;;;;;;;Нет;ВР001023416;;4,00;93,00;;Интерьерный декор;карнизы;;1667.00
4855;карниз;1.50.186;2000;;;;56;83;;;;;;;;Нет;ВР001023417;;4,00;93,00;;Интерьерный декор;карнизы;;952.00
4856;карниз;1.50.187;2000;;;;51;51;;;;;;;;Нет;ВР001023418;;4,00;72,50;;Интерьерный декор;карнизы;;845.00
4857;карниз;1.50.188;2000;;;;50;53;;;;;;;;Нет;ВР001023693;;4,00;93,00;;Интерьерный декор;карнизы;;845.00
4858;карниз;1.50.190;2000;;;;25;40;;;;;;;;Нет;ВР001024050;;4,00;93,00;;Интерьерный декор;карнизы;;634.00
4859;карниз;1.50.191;2000;;;;25;40;;;;;;;;Нет;ВР001024053;;4,00;93,00;;Интерьерный декор;карнизы;;621.00
4860;карниз;1.50.192;2000;;;;40;70;;;;;;;;Нет;ВР002025145;;4,00;93,00;;Интерьерный декор;карнизы;;862.00
4861;карниз;1.50.193;2000;;;;55;91;;;;;;;;Нет;ВР002025144;;4,00;93,00;;Интерьерный декор;карнизы;;888.00
4862;карниз;1.50.194;2000;;;;51;52;;;;;;;;Нет;ВР002025137;;4,00;93,00;;Интерьерный декор;карнизы;;820.00
4863;карниз;1.50.195;2000;;;;55;51;;;;;;;;Нет;ВР002025296;;4,00;93,00;;Интерьерный декор;карнизы;;891.00
4864;карниз;1.50.196;2000;;;;55;70;;;;;;;;Нет;ВР002025293;;4,00;93,00;;Интерьерный декор;карнизы;;862.00
4865;карниз;1.50.197;2000;;;;73;76;;;;;;;;Нет;ВР002025291;;4,00;93,00;;Интерьерный декор;карнизы;;952.00
4866;карниз;1.50.198;2000;;;;92;88;;;;;;;;Нет;ВР002025290;;4,00;93,00;;Интерьерный декор;карнизы;;934.00
4867;карниз;1.50.200;2000;;;;55;55;;;;;;;;Нет;ВР002025307;;4,00;93,00;;Интерьерный декор;карнизы;;845.00
4868;карниз;1.50.201;2000;;;;130;170;;;;;;;;Нет;ВР002025337;;4,50;103,00;;Интерьерный декор;карнизы;;2106.00
4869;карниз;1.50.202;2000;;;;97;103;;;;;;;;Нет;ВР002025339;;4,00;93,00;;Интерьерный декор;карнизы;;1521.00
4870;карниз;1.50.203;2000;;;;129;115;;;;;;;;Нет;ВР002025341;;4,50;103,00;;Интерьерный декор;карнизы;;1714.00
4871;карниз;1.50.204;2000;;;;40;36;;;;;;;;Нет;ВР002025428;;4,00;93,00;;Интерьерный декор;карнизы;;831.00
4872;карниз;1.50.208;2000;;;;70;70;;;;;;;;Нет;ВР002025426;;4,00;103,00;;Интерьерный декор;карнизы;;923.00
4873;карниз;1.50.209;2000;;;;118;150;;;;;;;;Нет;ВР000001058;;4,00;103,00;;Интерьерный декор;карнизы;;1973.00
4874;карниз;1.50.210;2000;;;;121;155;;;;;;;;Нет;ВР000001077;;4,00;103,00;;Интерьерный декор;карнизы;;2061.00
4875;карниз;1.50.211;2000;;;;177;74;;;;;;;;Нет;ВР000004385;;4,00;103,00;;Интерьерный декор;карнизы;;2112.00
4876;карниз;1.50.212;2000;;;;171;74;;;;;;;;Нет;ВР000004386;;4,50;93,00;;Интерьерный декор;карнизы;;2112.00
4877;карниз;1.50.220;2000;;;;122;126;;;;;;;;Нет;ВР000001281;;4,00;93,00;;Интерьерный декор;карнизы;;1828.00
4878;карниз;1.50.221;2000;;;;140;150;;;;;;;;Нет;ВР000001338;;4,00;93,00;;Интерьерный декор;карнизы;;2141.00
4879;карниз;1.50.222;2000;;;;162;170;;;;;;;;Нет;ВР000001612;;4,50;103,00;;Интерьерный декор;карнизы;;2362.00
4880;карниз;1.50.250;2000;;;;73;164;;;;;;;;Нет;ВР000005486;;4,50;103,00;;Интерьерный декор;карнизы;;1567.00
4881;карниз;1.50.251;2000;;;;55;70;;;;;;;;Нет;ВР000005602;;4,00;72,50;;Интерьерный декор;карнизы;;598.00
4882;карниз;1.50.252;2000;;;;120;119;;;;;;;;Нет;ВР000004035;;4,00;93,00;;Интерьерный декор;карнизы;;1802.00
4883;карниз;1.50.253;2000;;;;66;108;;;;;;;;Нет;ВР000005501;;4,00;72,50;;Интерьерный декор;карнизы;;891.00
4884;карниз;1.50.254;2000;;;;93;130;;;;;;;;Нет;ВР000005595;;4,00;93,00;;Интерьерный декор;карнизы;;1346.00
4885;карниз;1.50.255;2000;;;;82;127;;;;;;;;Нет;ВР000005644;;4,00;93,00;;Интерьерный декор;карнизы;;1513.00
4886;карниз;1.50.256;2000;;;;132;175;;;;;;;;Нет;ВР000005750;;4,50;103,00;;Интерьерный декор;карнизы;;1738.00
4887;карниз;1.50.257;2000;;;;38;38;;;;;;;;Нет;ВР000005752;;4,00;72,50;;Интерьерный декор;карнизы;;620.00
4888;карниз;1.50.258;2000;;;;25;27;;;;;;;;Нет;ВР000005754;;4,00;93,00;;Интерьерный декор;карнизы;;571.00
4889;карниз;1.50.259;2000;;;;36;81;;;;;;;;Нет;ВР000005756;;4,00;93,00;;Интерьерный декор;карнизы;;818.00
4890;карниз;1.50.260;2000;;;;133;166;;;;;;;;Нет;ВР000006884;;4,50;103,00;;Интерьерный декор;карнизы;;2110.00
4891;карниз;1.50.261;1980;;;;102;101;;;;;;;;Нет;ВР001000006;;4,00;93,00;;Интерьерный декор;карнизы;;1565.00
4892;карниз;1.50.262;2000;;;;50;120;;;;;;;;Нет;ВР001000028;;4,00;93,00;;Интерьерный декор;карнизы;;1755.00
4893;карниз;1.50.264;2000;;;;170;170;;;;;;;;Нет;ВР001002926;;4,50;103,00;;Интерьерный декор;карнизы;;2152.00
4894;карниз;1.50.265;2000;;;;115;21;;;;;;;;Нет;ВР001007508;;4,00;93,00;;Интерьерный декор;карнизы;;923.00
4895;карниз;1.50.266;2000;;;;76;21;;;;;;;;Нет;ВР001007509;;4,00;93,00;;Интерьерный декор;карнизы;;831.00
4896;карниз;1.50.267;2000;;;;171;33;;;;;;;;Нет;ВР001007510;;4,50;103,00;;Интерьерный декор;карнизы;;1763.00
4897;карниз;1.50.268;2000;;;;170;33;;;;;;;;Нет;ВР001007511;;4,50;103,00;;Интерьерный декор;карнизы;;1813.00
4898;карниз;1.50.269;2000;;;;220;47;;;;;;;;Нет;ВР001007512;;4,50;103,00;;Интерьерный декор;карнизы;;1911.00
4899;карниз;1.50.270;2000;;;;220;47;;;;;;;;Нет;ВР001007513;;4,50;103,00;;Интерьерный декор;карнизы;;2056.00
4900;карниз;1.50.271;2000;;;;165;226;;;;;;;;Нет;ВР002025312;;4,50;103,00;;Интерьерный декор;карнизы;;2634.00
4901;карниз;1.50.273;2000;;;;130;198;;;;;;;;Нет;ВР002025512;;4,50;103,00;;Интерьерный декор;карнизы;;2200.00
4902;карниз FLEX;1.50.114;2000;;;;30;66;1500;1000;;;;;;Да;ВР000005865;;4,00;72,50;;Интерьерный декор;гибкие карнизы;;1638.00
4903;карниз FLEX;1.50.115;2000;;;;46;49;2500;2000;;;;;;Да;ВР000005846;;4,00;72,50;;Интерьерный декор;гибкие карнизы;;1320.00
4904;карниз FLEX;1.50.116;2000;;;;100;99;4000;3000;;;;;;Да;ВР000005863;;4,00;93,00;;Интерьерный декор;гибкие карнизы;;3334.00
4905;карниз FLEX;1.50.117;2000;;;;105;156;3000;2500;;;;;;Да;ВР000005856;;4,50;103,00;;Интерьерный декор;гибкие карнизы;;3506.00
4906;карниз FLEX;1.50.118;2000;;;;132;130;3500;2500;;;;;;Да;ВР000005875;;4,00;93,00;;Интерьерный декор;гибкие карнизы;;3700.00
4907;карниз FLEX;1.50.119;2000;;;;56;117;2500;2000;;;;;;Да;ВР000005873;;4,00;93,00;;Интерьерный декор;гибкие карнизы;;1820.00
4908;карниз FLEX;1.50.120;2000;;;;122;143;4500;4000;;;;;;Да;ВР000005874;;4,00;93,00;;Интерьерный декор;гибкие карнизы;;3798.00
4909;карниз FLEX;1.50.121;2000;;;;50;100;1000;1000;;;;;;Да;ВР000005853;;4,00;93,00;;Интерьерный декор;гибкие карнизы;;1782.00
4910;карниз FLEX;1.50.122;2000;;;;40;50;1500;1000;;;;;;Да;ВР000005847;;4,00;72,50;;Интерьерный декор;гибкие карнизы;;1170.00
4911;карниз FLEX;1.50.100;2000;;;;55;64;3000;2500;;;;;;Да;ВР000005843;;4,00;93,00;;Интерьерный декор;гибкие карнизы;;1640.00
4912;карниз FLEX;1.50.102;2000;;;;75;72;3500;3500;;;;;;Да;ВР000005914;;4,00;72,50;;Интерьерный декор;гибкие карнизы;;1302.00
4913;карниз FLEX;1.50.103;2000;;;;50;50;1500;1000;;;;;;Да;ВР000005908;;4,00;72,50;;Интерьерный декор;гибкие карнизы;;1312.00
4914;карниз FLEX;1.50.104;2000;;;;77;114;2500;1500;;;;;;Да;ВР000005862;;4,00;72,50;;Интерьерный декор;гибкие карнизы;;3242.00
4915;карниз FLEX;1.50.105;2000;;;;63;60;2000;1500;;;;;;Да;ВР000005897;;4,00;72,50;;Интерьерный декор;гибкие карнизы;;1598.00
4916;карниз FLEX;1.50.106;2000;;;;90;72;3000;2500;;;;;;Да;ВР000006081;;4,00;93,00;;Интерьерный декор;гибкие карнизы;;1726.00
4917;карниз FLEX;1.50.107;2000;;;;108;148;4500;4000;;;;;;Да;ВР000005909;;4,00;93,00;;Интерьерный декор;гибкие карнизы;;3408.00
4918;карниз FLEX;1.50.109;2000;;;;188;84;5000;4500;;;;;;Да;ВР000005883;;4,00;93,00;;Интерьерный декор;гибкие карнизы;;3700.00
4919;карниз FLEX;1.50.110;2000;;;;192;162;4500;4000;;;;;;Да;ВР000005887;;4,50;103,00;;Интерьерный декор;гибкие карнизы;;4188.00
4920;карниз FLEX;1.50.111;2000;;;;113;116;3500;2500;;;;;;Да;ВР000005864;;4,50;82,80;;Интерьерный декор;гибкие карнизы;;3428.00
4921;карниз FLEX;1.50.112;2000;;;;38;76;1500;1000;;;;;;Да;ВР000005861;;4,00;72,50;;Интерьерный декор;гибкие карнизы;;1700.00
4922;карниз FLEX;1.50.113;2000;;;;84;80;4000;3000;;;;;;Да;ВР000005851;;4,00;93,00;;Интерьерный декор;гибкие карнизы;;1802.00
4923;карниз FLEX;1.50.123;2000;;;;30;30;1000;550;;;;;;Да;ВР000005872;;4,00;93,00;;Интерьерный декор;гибкие карнизы;;1210.00
4924;карниз FLEX;1.50.124;2000;;;;57;115;1500;1500;;;;;;Да;ВР000005877;;4,00;93,00;;Интерьерный декор;гибкие карнизы;;3094.00
4925;карниз FLEX;1.50.125;2000;;;;87;91;2500;2000;;;;;;Да;ВР000005878;;4,00;72,50;;Интерьерный декор;гибкие карнизы;;2540.00
4926;карниз FLEX;1.50.126;2000;;;;95;91;2000;1500;;;;;;Да;ВР000005907;;4,00;72,50;;Интерьерный декор;гибкие карнизы;;1780.00
4927;карниз FLEX;1.50.127;2000;;;;47;90;2000;1500;;;;;;Да;ВР000005882;;4,00;93,00;;Интерьерный декор;гибкие карнизы;;1726.00
4928;карниз FLEX;1.50.128;1970;;;;66;145;1500;2000;;;;;;Да;ВР000005880;;4,00;93,00;;Интерьерный декор;гибкие карнизы;;3020.00
4929;карниз FLEX;1.50.129;2000;;;;75;86;2500;1500;;;;;;Да;ВР000005913;;4,00;93,00;;Интерьерный декор;гибкие карнизы;;1742.00
4930;карниз FLEX;1.50.130;2000;;;;30;32;1000;550;;;;;;Да;ВР000005845;;4,00;93,00;;Интерьерный декор;гибкие карнизы;;1220.00
4931;карниз FLEX;1.50.131;2000;;;;135;60;3000;2500;;;;;;Да;ВР000005854;;4,00;93,00;;Интерьерный декор;гибкие карнизы;;2974.00
4932;карниз FLEX;1.50.132;2000;;;;117;216;2500;3000;;;;;;Да;ВР000005858;;4,50;103,00;;Интерьерный декор;гибкие карнизы;;4434.00
4933;карниз FLEX;1.50.133;2000;;;;115;120;3500;2500;;;;;;Да;ВР000005855;;4,50;82,80;;Интерьерный декор;гибкие карнизы;;3020.00
4934;карниз FLEX;1.50.134;2000;;;;194;150;4500;4000;;;;;;Да;ВР000005857;;4,00;93,00;;Интерьерный декор;гибкие карнизы;;4284.00
4935;карниз FLEX;1.50.135;2000;;;;161;41;3500;3500;;;;;;Да;ВР000005871;;4,00;93,00;;Интерьерный декор;гибкие карнизы;;3120.00
4936;карниз FLEX;1.50.136;2000;;;;62;166;3500;2500;;;;;;Да;ВР000005879;;4,50;103,00;;Интерьерный декор;гибкие карнизы;;3462.00
4937;карниз FLEX;1.50.137;2000;;;;183;190;4500;4000;;;;;;Да;ВР000005876;;4,50;103,00;;Интерьерный декор;гибкие карнизы;;4532.00
4938;карниз FLEX;1.50.138;2000;;;;156;161;4000;3500;;;;;;Да;ВР000005881;;4,50;103,00;;Интерьерный декор;гибкие карнизы;;3798.00
4939;карниз FLEX;1.50.139;2000;;;;98;98;2500;2000;;;;;;Да;ВР000006252;;4,00;93,00;;Интерьерный декор;гибкие карнизы;;2942.00
4940;карниз FLEX;1.50.140;2000;;;;57;58;2000;1500;;;;;;Да;ВР000005848;;4,00;93,00;;Интерьерный декор;гибкие карнизы;;1694.00
4941;карниз FLEX;1.50.141;2000;;;;70;70;2000;1500;;;;;;Да;ВР000005911;;4,00;93,00;;Интерьерный декор;гибкие карнизы;;1694.00
4942;карниз FLEX;1.50.142;2000;;;;196;45;550;550;2500;;;;;Да;ВР000005890;;4,00;93,00;;Интерьерный декор;гибкие карнизы;;3798.00
4943;карниз FLEX;1.50.143;2000;;;;70;73;2000;1500;;;;;;Да;ВР000006083;;4,00;93,00;;Интерьерный декор;гибкие карнизы;;1664.00
4944;карниз FLEX;1.50.144;2000;;;;82;80;2500;1500;;;;;;Да;ВР000005898;;4,00;93,00;;Интерьерный декор;гибкие карнизы;;1820.00
4945;карниз FLEX;1.50.145;2000;;;;264;90;1500;550;4500;;;;;Да;ВР000005891;;4,50;103,00;;Интерьерный декор;гибкие карнизы;;4822.00
4946;карниз FLEX;1.50.146;2000;;;;74;148;1500;1500;;;;;;Да;ВР000005915;;4,00;93,00;;Интерьерный декор;гибкие карнизы;;3072.00
4947;карниз FLEX;1.50.147;2000;;;;127;173;4500;4500;;;;;;Да;ВР000005892;;4,50;103,00;;Интерьерный декор;гибкие карнизы;;3798.00
4948;карниз FLEX;1.50.148;2000;;;;120;117;3500;3000;;;;;;Да;ВР000006277;;4,00;93,00;;Интерьерный декор;гибкие карнизы;;3232.00
4949;карниз FLEX;1.50.149;2000;;;;188;185;4500;4000;;;;;;Да;ВР001022450;;4,50;103,00;;Интерьерный декор;гибкие карнизы;;4448.00
4950;карниз FLEX;1.50.150;2000;;;;40;41;1500;1000;;;;;;Да;ВР000005844;;4,00;72,50;;Интерьерный декор;гибкие карнизы;;1246.00
4951;карниз FLEX;1.50.151;2000;;;;144;170;3500;3500;;;;;;Да;ВР001022119;;4,50;103,00;;Интерьерный декор;гибкие карнизы;;4894.00
