IE_XML_ID;IE_NAME;IP_PROP142;IP_PROP157;IC_GROUP0;IC_GROUP1;IC_GROUP2;CV_PRICE_1
5932;балясина;4.71.201;Нет;Фасадный декор;балюстрады;балясины;1365.00
5933;столб;4.75.101;Нет;Фасадный декор;балюстрады;столбы;5250.00
5934;столб;4.75.201;Нет;Фасадный декор;балюстрады;столбы;4200.00
5935;крышка (пирамида);4.76.101;Нет;Фасадный декор;балюстрады;крышки столба;840.00
5936;крышка (пирамида);4.76.201;Нет;Фасадный декор;балюстрады;крышки столба;473.00
5937;крышка столба (плоская);4.73.101;Нет;Фасадный декор;балюстрады;крышки столба;683.00
5938;крышка столба (плоская);4.73.201;Нет;Фасадный декор;балюстрады;крышки столба;525.00
5939;крышка (шар);4.77.101;Нет;Фасадный декор;балюстрады;крышки столба;840.00
5940;крышка (шар);4.77.201;Нет;Фасадный декор;балюстрады;крышки столба;683.00
5941;основание;4.74.101;Нет;Фасадный декор;балюстрады;основания;8925.00
5942;основание;4.74.201;Нет;Фасадный декор;балюстрады;основания;7350.00
5943;поручень;4.72.101;Нет;Фасадный декор;балюстрады;поручни;7665.00
5944;поручень;4.72.201;Нет;Фасадный декор;балюстрады;поручни;6825.00
5945;наличник;4.84.001;Нет;Фасадный декор;оконные обрамления;наличники;2625.00
5946;наличник;4.84.002;Нет;Фасадный декор;оконные обрамления;наличники;2264.00
5947;наличник;4.84.003;Нет;Фасадный декор;оконные обрамления;наличники;1746.00
5948;наличник;4.84.051;Нет;Фасадный декор;оконные обрамления;наличники;2730.00
5949;наличник;4.84.052;Нет;Фасадный декор;оконные обрамления;наличники;2161.00
5950;наличник;4.84.053;Нет;Фасадный декор;оконные обрамления;наличники;1649.00
5951;арочное обрамление;4.87.031;Нет;Фасадный декор;оконные обрамления;арочные обрамления;2415.00
5952;арочное обрамление;4.87.032;Нет;Фасадный декор;оконные обрамления;арочные обрамления;1943.00
5953;арочное обрамление;4.87.033;Нет;Фасадный декор;оконные обрамления;арочные обрамления;1260.00
5954;замковый камень;4.85.001;Нет;Фасадный декор;оконные обрамления;замковые камни;714.00
5955;замковый камень;4.85.002;Нет;Фасадный декор;оконные обрамления;замковые камни;630.00
5956;замковый камень;4.85.003;Нет;Фасадный декор;оконные обрамления;замковые камни;630.00
5957;подоконный элемент;4.82.001;Нет;Фасадный декор;оконные обрамления;подоконные элементы;3150.00
5958;подоконный элемент;4.82.002;Нет;Фасадный декор;оконные обрамления;подоконные элементы;2100.00
5959;подоконный элемент;4.82.003;Нет;Фасадный декор;оконные обрамления;подоконные элементы;2100.00
5960;подоконный элемент;4.82.101;Нет;Фасадный декор;оконные обрамления;подоконные элементы;1523.00
5961;подоконный элемент;4.82.201;Нет;Фасадный декор;оконные обрамления;подоконные элементы;1575.00
5962;подоконный элемент;4.82.202;Нет;Фасадный декор;оконные обрамления;подоконные элементы;1575.00
5963;подоконный элемент;4.82.301;Нет;Фасадный декор;оконные обрамления;подоконные элементы;1575.00
5964;подоконный элемент;4.82.302;Нет;Фасадный декор;оконные обрамления;подоконные элементы;1575.00
5965;кронштейн-пьедестал;4.83.101;Нет;Фасадный декор;оконные обрамления;кронштейны-пьедесталы;1680.00
5966;кронштейн-пьедестал;4.83.102;Нет;Фасадный декор;оконные обрамления;кронштейны-пьедесталы;1024.00
5967;кронштейн-пьедестал;4.83.201;Нет;Фасадный декор;оконные обрамления;кронштейны-пьедесталы;1155.00
5968;кронштейн-пьедестал;4.83.202;Нет;Фасадный декор;оконные обрамления;кронштейны-пьедесталы;1182.00
5969;кронштейн-пьедестал;4.83.301;Нет;Фасадный декор;оконные обрамления;кронштейны-пьедесталы;1050.00
5970;кронштейн-пьедестал;4.83.302;Нет;Фасадный декор;оконные обрамления;кронштейны-пьедесталы;945.00
5971;руст;4.86.003;Нет;Фасадный декор;русты;;683.00
5972;руст;4.86.004;Нет;Фасадный декор;русты;;420.00
5973;руст;4.86.005;Нет;Фасадный декор;русты;;683.00
5974;руст;4.86.001;Нет;Фасадный декор;русты;;1155.00
5975;руст;4.86.002;Нет;Фасадный декор;русты;;735.00
5982;угловой элемент;1.52.361;Нет;Интерьерный декор;угловые элементы;;497.00
5983;база;4.17.302;Нет;Фасадный декор;составные элементы;;1470.00
5984;база;4.53.201;Нет;Фасадный декор;составные элементы;;552.00
5985;база;4.53.301;Нет;Фасадный декор;составные элементы;;394.00
5986;база;4.17.101;Нет;Фасадный декор;составные элементы;;1470.00
5987;база;4.17.201;Нет;Фасадный декор;составные элементы;;1470.00
5988;база;4.17.202;Нет;Фасадный декор;составные элементы;;1050.00
5989;база;4.17.301;Нет;Фасадный декор;составные элементы;;1155.00
5990;база;4.23.101;Нет;Фасадный декор;составные элементы;;1103.00
5991;база;4.23.201;Нет;Фасадный декор;составные элементы;;1103.00
5992;база;4.23.301;Нет;Фасадный декор;составные элементы;;1103.00
5993;база;4.43.101;Нет;Фасадный декор;составные элементы;;1317.00
5994;база;4.43.201;Нет;Фасадный декор;составные элементы;;1213.00
5995;база;4.43.202;Нет;Фасадный декор;составные элементы;;1386.00
5996;база;4.43.301;Нет;Фасадный декор;составные элементы;;1386.00
5997;база;4.43.302;Нет;Фасадный декор;составные элементы;;1386.00
5998;база;4.47.101;Нет;Фасадный декор;составные элементы;;599.00
5999;база;4.47.201;Нет;Фасадный декор;составные элементы;;552.00
6000;база;4.47.202;Нет;Фасадный декор;составные элементы;;630.00
6001;база;4.47.301;Нет;Фасадный декор;составные элементы;;630.00
6002;база;4.47.302;Нет;Фасадный декор;составные элементы;;630.00
6003;база;4.53.101;Нет;Фасадный декор;составные элементы;;473.00
6004;база;4.53.302;Нет;Фасадный декор;составные элементы;;394.00
6005;база;4.13.101;Нет;Фасадный декор;составные элементы;;3234.00
6006;база;4.13.201;Нет;Фасадный декор;составные элементы;;3234.00
6007;база;4.13.202;Нет;Фасадный декор;составные элементы;;2310.00
6008;база;4.13.301;Нет;Фасадный декор;составные элементы;;2541.00
6009;база;4.13.302;Нет;Фасадный декор;составные элементы;;3234.00
6010;база;4.17.002;Нет;Фасадный декор;составные элементы;;1995.00
6011;база;4.17.001;Нет;Фасадный декор;составные элементы;;1785.00
6012;капитель;4.51.301;Нет;Фасадный декор;составные элементы;;630.00
6013;капитель;4.15.101;Нет;Фасадный декор;составные элементы;;1418.00
6014;капитель;4.15.201;Нет;Фасадный декор;составные элементы;;1260.00
6015;капитель;4.15.301;Нет;Фасадный декор;составные элементы;;1785.00
6016;капитель;4.21.101;Нет;Фасадный декор;составные элементы;;1103.00
6017;капитель;4.21.201;Нет;Фасадный декор;составные элементы;;1103.00
6018;капитель;4.21.301;Нет;Фасадный декор;составные элементы;;1575.00
6019;капитель;4.41.101;Нет;Фасадный декор;составные элементы;;1837.00
6020;капитель;4.41.201;Нет;Фасадный декор;составные элементы;;1213.00
6021;капитель;4.41.301;Нет;Фасадный декор;составные элементы;;1386.00
6022;капитель;4.45.101;Нет;Фасадный декор;составные элементы;;835.00
6023;капитель;4.45.201;Нет;Фасадный декор;составные элементы;;552.00
6024;капитель;4.45.301;Нет;Фасадный декор;составные элементы;;630.00
6025;капитель;4.51.101;Нет;Фасадный декор;составные элементы;;473.00
6026;капитель;4.51.201;Нет;Фасадный декор;составные элементы;;473.00
6027;капитель;4.11.101;Нет;Фасадный декор;составные элементы;;3119.00
6028;капитель;4.11.201;Нет;Фасадный декор;составные элементы;;2772.00
6029;капитель;4.11.301;Нет;Фасадный декор;составные элементы;;3927.00
6030;капитель;4.15.102;Нет;Фасадный декор;составные элементы;;2363.00
6031;регул;4.37.101;Нет;Фасадный декор;накладные элементы;;137.00
6032;регул;4.07.101;Нет;Фасадный декор;накладные элементы;;137.00
6033;мутул;4.05.102;Нет;Фасадный декор;накладные элементы;;709.00
6034;мутул;4.35.102;Нет;Фасадный декор;накладные элементы;;210.00
6035;мутул;4.35.101;Нет;Фасадный декор;накладные элементы;;273.00
6036;мутул;4.05.101;Нет;Фасадный декор;накладные элементы;;756.00
6037;модильон;4.08.301;Нет;Фасадный декор;накладные элементы;;221.00
6038;модильон;4.08.302;Нет;Фасадный декор;накладные элементы;;137.00
6039;модильон;4.38.301;Нет;Фасадный декор;накладные элементы;;137.00
6040;модильон;4.38.302;Нет;Фасадный декор;накладные элементы;;137.00
6041;триглиф;4.36.101;Нет;Фасадный декор;накладные элементы;;189.00
6042;триглиф;4.06.101;Нет;Фасадный декор;накладные элементы;;399.00
6043;ствол;4.52.102;Нет;Фасадный декор;составные элементы;;2100.00
6044;ствол;4.52.301;Нет;Фасадный декор;составные элементы;;1575.00
6045;ствол;4.16.101;Нет;Фасадный декор;составные элементы;;8400.00
6046;ствол;4.16.102;Нет;Фасадный декор;составные элементы;;5250.00
6047;ствол;4.16.201;Нет;Фасадный декор;составные элементы;;6825.00
6048;ствол;4.16.202;Нет;Фасадный декор;составные элементы;;6300.00
6049;ствол;4.16.301;Нет;Фасадный декор;составные элементы;;5250.00
6050;ствол;4.22.101;Нет;Фасадный декор;составные элементы;;5250.00
6051;ствол;4.22.102;Нет;Фасадный декор;составные элементы;;4725.00
6052;ствол;4.22.201;Нет;Фасадный декор;составные элементы;;4725.00
6053;ствол;4.22.202;Нет;Фасадный декор;составные элементы;;4725.00
6054;ствол;4.22.301;Нет;Фасадный декор;составные элементы;;4830.00
6055;ствол;4.22.302;Нет;Фасадный декор;составные элементы;;4200.00
6056;ствол;4.42.101;Нет;Фасадный декор;составные элементы;;5082.00
6057;ствол;4.42.201;Нет;Фасадный декор;составные элементы;;4158.00
6058;ствол;4.42.301;Нет;Фасадный декор;составные элементы;;3465.00
6059;ствол;4.46.101;Нет;Фасадный декор;составные элементы;;2310.00
6060;ствол;4.46.201;Нет;Фасадный декор;составные элементы;;1890.00
6061;ствол;4.46.301;Нет;Фасадный декор;составные элементы;;1575.00
6062;ствол;4.52.101;Нет;Фасадный декор;составные элементы;;2100.00
6063;ствол;4.52.201;Нет;Фасадный декор;составные элементы;;2100.00
6064;ствол;4.52.202;Нет;Фасадный декор;составные элементы;;2520.00
6065;ствол;4.52.302;Нет;Фасадный декор;составные элементы;;1260.00
6066;верхний фрагмент ствола;4.16.001;Нет;Фасадный декор;составные элементы;;2310.00
6067;фрагмент ствола;4.16.002;Нет;Фасадный декор;составные элементы;;2363.00
6068;ствол;4.12.301;Нет;Фасадный декор;составные элементы;;11550.00
6069;ствол;4.12.101;Нет;Фасадный декор;составные элементы;;18480.00
6070;ствол;4.12.102;Нет;Фасадный декор;составные элементы;;11550.00
6071;ствол;4.12.202;Нет;Фасадный декор;составные элементы;;13860.00
6072;ствол;4.12.201;Нет;Фасадный декор;составные элементы;;15015.00
6073;колонна;4.30.301;Нет;Фасадный декор;колонны;колонны;18711.00
6074;колонна;4.30.201;Нет;Фасадный декор;колонны;колонны;20097.00
6075;колонна;4.30.202;Нет;Фасадный декор;колонны;колонны;18942.00
6076;колонна;4.30.101;Нет;Фасадный декор;колонны;колонны;24833.00
6077;колонна;4.30.102;Нет;Фасадный декор;колонны;колонны;17903.00
6078;колонна;4.30.104;Нет;Фасадный декор;колонны;колонны;8236.00
6079;колонна;4.30.204;Нет;Фасадный декор;колонны;колонны;6757.00
6080;колонна;4.30.304;Нет;Фасадный декор;колонны;колонны;6237.00
6081;полуколонна;4.10.301;Нет;Фасадный декор;колонны;полуколонны;8505.00
6082;полуколонна;4.10.201;Нет;Фасадный декор;колонны;полуколонны;9135.00
6083;полуколонна;4.10.202;Нет;Фасадный декор;колонны;полуколонны;8610.00
6084;полуколонна;4.10.101;Нет;Фасадный декор;колонны;полуколонны;11288.00
6085;полуколонна;4.10.102;Нет;Фасадный декор;колонны;полуколонны;8138.00
6086;полуколонна;4.10.104;Нет;Фасадный декор;колонны;полуколонны;5424.00
6087;полуколонна;4.10.103;Нет;Фасадный декор;колонны;полуколонны;13547.00
6088;полуколонна;4.10.204;Нет;Фасадный декор;колонны;полуколонны;4149.00
6089;полуколонна;4.10.305;Нет;Фасадный декор;колонны;полуколонны;3885.00
6090;пилястра;4.20.301;Нет;Фасадный декор;пилястры;;7508.00
6091;пилястра;4.20.302;Нет;Фасадный декор;пилястры;;6878.00
6092;пилястра;4.20.201;Нет;Фасадный декор;пилястры;;6931.00
6093;пилястра;4.20.202;Нет;Фасадный декор;пилястры;;6931.00
6094;пилястра;4.20.101;Нет;Фасадный декор;пилястры;;7456.00
6095;пилястра;4.20.102;Нет;Фасадный декор;пилястры;;6931.00
6096;пилястра;4.20.103;Нет;Фасадный декор;пилястры;;4070.00
6097;пилястра;4.20.104;Нет;Фасадный декор;пилястры;;4070.00
6098;пилястра;4.20.203;Нет;Фасадный декор;пилястры;;4307.00
6099;пилястра;4.20.204;Нет;Фасадный декор;пилястры;;4727.00
6100;пилястра;4.20.303;Нет;Фасадный декор;пилястры;;3544.00
6101;пилястра;4.20.304;Нет;Фасадный декор;пилястры;;3229.00
6102;пилястра;4.20.305;Нет;Фасадный декор;пилястры;;3544.00
6103;пилястра;4.20.306;Нет;Фасадный декор;пилястры;;3229.00
6104;клей монтажный 290 мл;k-em290;Нет;Интерьерный декор;клей;;363.00
6105;клей универсальный 290 мл;k-eu290;Нет;Интерьерный декор;клей;;550.00
6106;клей стыковочный 80 мл;k-es80;Нет;Интерьерный декор;клей;;363.00
6107;клей стыковочный 290 мл;k-es290;Нет;Интерьерный декор;клей;;715.00
6108;карниз;1.50.101;Нет;Интерьерный декор;карнизы;;710.00
6109;карниз FLEX;1.50.101;Да;Интерьерный декор;гибкие карнизы;;1419.00
6110;карниз FLEX;1.50.199;Да;Интерьерный декор;гибкие карнизы;;1523.00
6111;карниз;1.50.199;Нет;Интерьерный декор;карнизы;;762.00
6112;молдинг;1.51.353;Нет;Интерьерный декор;молдинги;;460.00
6113;молдинг FLEX;1.51.353;Да;Интерьерный декор;гибкие молдинги;;919.00
6114;молдинг;1.51.356;Нет;Интерьерный декор;молдинги;;579.00
6115;молдинг FLEX;1.51.356;Да;Интерьерный декор;гибкие молдинги;;1158.00
6135;откос;4.88.001;Нет;Фасадный декор;оконные обрамления;откосы;1838.00
6136;база;1.54.010;Нет;Интерьерный декор;обрамление дверей;;568.00
6168;элемент камина;1.64.004;Нет;Интерьерный декор;элементы камина;;7769.00
6169;элемент камина;1.64.005;Нет;Интерьерный декор;элементы камина;;3940.00
6170;элементы декоративного камина;1.64.100;Нет;Интерьерный декор;элементы декоративного камина;;12930.00
6171;элемент камина;1.64.005;Нет;Интерьерный декор;элементы камина;;3940.00
6172;карниз;1.50.108;Нет;Интерьерный декор;карнизы;;1373.00
6173;карниз;1.50.161;Нет;Интерьерный декор;карнизы;;762.00
6174;карниз;1.50.179;Нет;Интерьерный декор;карнизы;;721.00
6175;карниз;1.50.189;Нет;Интерьерный декор;карнизы;;762.00
6176;карниз;1.50.207;Нет;Интерьерный декор;карнизы;;746.00
6177;карниз;1.50.274;Нет;Интерьерный декор;карнизы;;762.00
6178;карниз;1.50.275;Нет;Интерьерный декор;карнизы;;1392.00
6179;молдинг;1.51.346;Нет;Интерьерный декор;молдинги;;495.00
6180;розетка;1.56.040;Нет;Интерьерный декор;розетки;;2416.00
6181;розетка;1.56.041;Нет;Интерьерный декор;розетки;;1678.00
6182;кронштейн;1.19.007;Нет;Интерьерный декор;кронштейны;;927.00
6183;кронштейн;1.19.008;Нет;Интерьерный декор;кронштейны;;927.00
6184;капитель;1.21.008;Нет;Интерьерный декор;составные элементы;;952.00
6185;ствол;1.22.050;Нет;Интерьерный декор;составные элементы;;1404.00
6186;база;1.23.600;Нет;Интерьерный декор;составные элементы;;998.00
6187;пилястра;1.20.103;Нет;Интерьерный декор;пилястры;;2770.00
6188;карниз;4.91.001;Нет;Фасадный декор;антаблементы;карнизы;5000.00
6189;карниз;4.91.004;Нет;Фасадный декор;антаблементы;карнизы;6500.00
6194;карниз FLEX;1.50.208;Да;Интерьерный декор;гибкие карнизы;;1522.00
6195;карниз FLEX;1.50.204;Да;Интерьерный декор;гибкие карнизы;;1371.00
6196;карниз FLEX;1.50.189;Да;Интерьерный декор;гибкие карнизы;;1522.00
6198;замковый камень;4.85.004;Нет;Фасадный декор;оконные обрамления;замковые камни;660.00
6199;замковый камень;4.85.005;Нет;Фасадный декор;оконные обрамления;замковые камни;900.00
6200;карниз;4.91.002;Нет;Фасадный декор;антаблементы;карнизы;7500.00
6201;наличник;4.84.005;Нет;Фасадный декор;оконные обрамления;наличники;1100.00
6202;кронштейн-пьедестал;4.83.003;Нет;Фасадный декор;оконные обрамления;кронштейны-пьедесталы;315.00
6206;молдинг;1.51.359;Нет;Интерьерный декор;молдинги;;579.00
6207;карниз FLEX;1.50.161;Да;Интерьерный декор;гибкие карнизы;;1523.00
6208;молдинг FLEX;1.51.359;Да;Интерьерный декор;гибкие молдинги;;1158.00
6211;наличник;4.84.004;Нет;Фасадный декор;оконные обрамления;наличники;1430.00
6212;наличник;4.84.006;Нет;Фасадный декор;оконные обрамления;наличники;2200.00
6213;карниз;4.91.003;Нет;Фасадный декор;антаблементы;карнизы;4620.00
6214;карниз;4.91.005;Нет;Фасадный декор;антаблементы;карнизы;4950.00
6215;фриз;4.33.302;Нет;Фасадный декор;антаблементы;фризы;1575.00
6216;кронштейн-пьедестал;4.83.002;Нет;Фасадный декор;оконные обрамления;кронштейны-пьедесталы;378.00
6217;фрагмент ствола;4.16.002;Нет;Фасадный декор;составные элементы;;2363.00
6218;фрагмент ствола;4.16.002;Нет;Фасадный декор;составные элементы;;2363.00
6313;молдинг FLEX;1.51.346;Да;Интерьерный декор;гибкие молдинги;;990.00
6355;угловой элемент;1.52.322;Нет;Интерьерный декор;угловые элементы;;416.00
6356;угловой элемент;1.52.348;Нет;Интерьерный декор;угловые элементы;;440.00
6357;угловой элемент;1.52.286;Нет;Интерьерный декор;угловые элементы;;434.00
6358;угловой элемент;1.52.287;Нет;Интерьерный декор;угловые элементы;;461.00
6359;карниз FLEX;1.50.108;Да;Интерьерный декор;гибкие карнизы;;2745.00
6360;карниз;1.50.213;Нет;Интерьерный декор;карнизы;;709.00
6361;карниз FLEX;1.50.213;Да;Интерьерный декор;гибкие карнизы;;1417.00
6362;карниз;1.50.279;Нет;Интерьерный декор;карнизы;;1456.00
6363;карниз;1.50.276;Нет;Интерьерный декор;карнизы;;746.00
6364;карниз FLEX;1.50.276;Да;Интерьерный декор;гибкие карнизы;;1492.00
6365;карниз;1.50.278;Нет;Интерьерный декор;карнизы;;786.00
6366;карниз FLEX;1.50.278;Да;Интерьерный декор;гибкие карнизы;;1571.00
6367;розетка;1.56.044;Нет;Интерьерный декор;розетки;;1582.00
6368;молдинг;1.51.360;Нет;Интерьерный декор;молдинги;;565.00
6369;молдинг FLEX;1.51.360;Да;Интерьерный декор;гибкие молдинги;;1129.00
6370;молдинг;1.51.363;Нет;Интерьерный декор;молдинги;;879.00
6371;молдинг FLEX;1.51.363;Да;Интерьерный декор;гибкие молдинги;;1758.00
6372;молдинг;1.51.362;Нет;Интерьерный декор;молдинги;;578.00
6373;молдинг FLEX;1.51.362;Да;Интерьерный декор;гибкие молдинги;;1155.00
6374;молдинг;1.51.370;Нет;Интерьерный декор;молдинги;;635.00
6375;молдинг FLEX;1.51.370;Да;Интерьерный декор;гибкие молдинги;;1270.00
6376;плинтус;1.53.110;Нет;Интерьерный декор;плинтусы;;1070.00
6377;плинтус FLEX;1.53.110;Да;Интерьерный декор;гибкие плинтусы;;2138.00
6378;колонна;1.30.203;Нет;Интерьерный декор;колонны;;13345.00
6379;колонна;1.30.103;Нет;Интерьерный декор;колонны;;11048.00
6380;карниз FLEX;1.50.179;Да;Интерьерный декор;гибкие карнизы;;1440.00
6381;карниз FLEX;1.50.207;Да;Интерьерный декор;гибкие карнизы;;1492.00
6382;карниз FLEX;1.50.275;Да;Интерьерный декор;гибкие карнизы;;2783.00
6385;ствол;4.16.003;Нет;Фасадный декор;составные элементы;;1650.00
6386;ствол;4.16.004;Нет;Фасадный декор;составные элементы;;2300.00
6387;ствол;4.16.005;Нет;Фасадный декор;составные элементы;;1650.00
6388;капитель;4.15.202;Нет;Фасадный декор;составные элементы;;3300.00
6389;капитель;4.15.302;Нет;Фасадный декор;составные элементы;;4950.00
6390;капитель;4.11.102;Нет;Фасадный декор;составные элементы;;5198.00
6391;капитель;4.11.202;Нет;Фасадный декор;составные элементы;;7260.00
6392;капитель;4.11.302;Нет;Фасадный декор;составные элементы;;10890.00
6393;база;4.13.001;Нет;Фасадный декор;составные элементы;;3927.00
6394;ствол;4.12.001;Нет;Фасадный декор;составные элементы;;5082.00
6395;ствол;4.12.002;Нет;Фасадный декор;составные элементы;;5199.00
6396;ствол;4.12.003;Нет;Фасадный декор;составные элементы;;3630.00
6397;ствол;4.12.004;Нет;Фасадный декор;составные элементы;;5060.00
6398;ствол;4.12.005;Нет;Фасадный декор;составные элементы;;3630.00
6423;карниз FLEX;1.50.271;Да;Интерьерный декор;гибкие карнизы;;4352.00
6424;карниз FLEX;1.50.274;Да;Интерьерный декор;гибкие карнизы;;1523.00
6429;клей стыковочный 60 мл;k-es60;Нет;Интерьерный декор;клей;;300.00
6430;база;1.54.030;Нет;Интерьерный декор;обрамление арок;;537.00
6431;квадрат;1.54.013;Нет;Интерьерный декор;обрамление арок;;197.00
6432;квадрат;1.54.013;Нет;Интерьерный декор;обрамление дверей;;197.00
6433;база;1.54.030;Нет;Интерьерный декор;обрамление дверей;;537.00
6434;угловой элемент;1.52.285;Нет;Интерьерный декор;угловые элементы;;431.00
6435;молдинг;1.51.367;Нет;Интерьерный декор;молдинги;;927.00
6436;молдинг FLEX;1.51.367;Да;Интерьерный декор;гибкие молдинги;;1824.00
6437;карниз;1.50.214;Нет;Интерьерный декор;карнизы;;645.00
6438;карниз;1.50.280;Нет;Интерьерный декор;карнизы;;1940.00
6439;молдинг;1.51.368;Нет;Интерьерный декор;молдинги;;1103.00
6440;орнамент;1.60.025;Нет;Интерьерный декор;орнаменты;;706.00
6441;орнамент;1.60.032;Нет;Интерьерный декор;орнаменты;;1299.00
6442;орнамент;1.60.020;Нет;Интерьерный декор;орнаменты;;254.00
6443;орнамент;1.60.120;Нет;Интерьерный декор;орнаменты;;254.00
6444;торцевой элемент;4.33.332;Нет;Фасадный декор;антаблементы;дополнительные элементы;231.00
6445;торцевой элемент;4.31.232;Нет;Фасадный декор;антаблементы;дополнительные элементы;1589.00
6446;торцевой элемент;4.81.031;Нет;Фасадный декор;антаблементы;дополнительные элементы;428.00
6447;торцевой элемент;4.81.032;Нет;Фасадный декор;антаблементы;дополнительные элементы;573.00
6448;внешний угол;4.32.111;Нет;Фасадный декор;антаблементы;дополнительные элементы;1386.00
6449;внешний угол;4.32.312;Нет;Фасадный декор;антаблементы;дополнительные элементы;1622.00
6450;внешний угол;4.81.011;Нет;Фасадный декор;антаблементы;дополнительные элементы;855.00
6451;внешний угол;4.81.012;Нет;Фасадный декор;антаблементы;дополнительные элементы;1092.00
6452;внутренний угол;4.31.222;Нет;Фасадный декор;антаблементы;дополнительные элементы;2224.00
6453;внутренний угол;4.32.221;Нет;Фасадный декор;антаблементы;дополнительные элементы;1705.00
6454;внутренний угол;4.81.021;Нет;Фасадный декор;антаблементы;дополнительные элементы;855.00
6455;внутренний угол;4.81.022;Нет;Фасадный декор;антаблементы;дополнительные элементы;1092.00
6456;опорный блок;4.78.101;Нет;Фасадный декор;балюстрады;дополнительные элементы;473.00
6457;полукрышка;4.73.211;Нет;Фасадный декор;балюстрады;крышки столба;315.00
6458;полукрышка пирамида;4.76.111;Нет;Фасадный декор;балюстрады;крышки столба;525.00
6459;полуоснование;4.74.111;Нет;Фасадный декор;балюстрады;основания;5250.00
6460;полупоручень;4.72.111;Нет;Фасадный декор;балюстрады;поручни;4725.00
6461;полустолб;4.75.111;Нет;Фасадный декор;балюстрады;столбы;3150.00
6462;полустолб;4.75.211;Нет;Фасадный декор;балюстрады;столбы;2520.00
6463;торцевой элемент;4.02.331;Нет;Фасадный декор;антаблементы;дополнительные элементы;2556.00
6464;торцевой элемент;4.03.131;Нет;Фасадный декор;антаблементы;дополнительные элементы;231.00
6465;торцевой элемент;4.03.132;Нет;Фасадный декор;антаблементы;дополнительные элементы;279.00
6466;торцевой элемент;4.03.332;Нет;Фасадный декор;антаблементы;дополнительные элементы;242.00
6467;полубалясина;4.71.111;Нет;Фасадный декор;балюстрады;балясины;1050.00
6468;полубалясина;4.71.211;Нет;Фасадный декор;балюстрады;балясины;840.00
6469;торцевой элемент;4.33.331;Нет;Фасадный декор;антаблементы;дополнительные элементы;231.00
6470;торцевой элемент;4.34.131;Нет;Фасадный декор;антаблементы;дополнительные элементы;378.00
6471;торцевой элемент;4.34.231;Нет;Фасадный декор;антаблементы;дополнительные элементы;290.00
6472;внутренний угол;4.32.322;Нет;Фасадный декор;антаблементы;дополнительные элементы;1622.00
6473;торцевой элемент;4.32.331;Нет;Фасадный декор;антаблементы;дополнительные элементы;1185.00
6474;торцевой элемент;4.32.332;Нет;Фасадный декор;антаблементы;дополнительные элементы;1090.00
6475;торцевой элемент;4.33.132;Нет;Фасадный декор;антаблементы;дополнительные элементы;231.00
6476;торцевой элемент;4.33.232;Нет;Фасадный декор;антаблементы;дополнительные элементы;231.00
6477;торцевой элемент;4.04.331;Нет;Фасадный декор;антаблементы;дополнительные элементы;231.00
6478;внешний угол;4.01.111;Нет;Фасадный декор;антаблементы;дополнительные элементы;3154.00
6479;внешний угол;4.01.113;Нет;Фасадный декор;антаблементы;дополнительные элементы;4782.00
6480;внешний угол;4.01.211;Нет;Фасадный декор;антаблементы;дополнительные элементы;3114.00
6481;внешний угол;4.01.212;Нет;Фасадный декор;антаблементы;дополнительные элементы;3336.00
6482;внешний угол;4.01.311;Нет;Фасадный декор;антаблементы;дополнительные элементы;3079.00
6483;внешний угол;4.02.111;Нет;Фасадный декор;антаблементы;дополнительные элементы;3553.00
6484;внешний угол;4.02.211;Нет;Фасадный декор;антаблементы;дополнительные элементы;2950.00
6485;внешний угол;4.02.311;Нет;Фасадный декор;антаблементы;дополнительные элементы;3422.00
6486;внутренний угол;4.01.121;Нет;Фасадный декор;антаблементы;дополнительные элементы;3154.00
6487;внутренний угол;4.01.123;Нет;Фасадный декор;антаблементы;дополнительные элементы;4782.00
6488;внутренний угол;4.01.221;Нет;Фасадный декор;антаблементы;дополнительные элементы;3114.00
6489;внутренний угол;4.01.222;Нет;Фасадный декор;антаблементы;дополнительные элементы;3336.00
6490;внутренний угол;4.01.321;Нет;Фасадный декор;антаблементы;дополнительные элементы;3079.00
6491;внутренний угол;4.01.322;Нет;Фасадный декор;антаблементы;дополнительные элементы;3315.00
6492;внутренний угол;4.02.121;Нет;Фасадный декор;антаблементы;дополнительные элементы;3553.00
6493;плинтус столба;4.79.101;Нет;Фасадный декор;балюстрады;дополнительные элементы;735.00
6497;МОНТАЖНЫЙ КОМПЛЕКТ 101;m_comp_b101;Нет;Фасадный декор;балюстрады;монтажный комплект;4000.00
6498;карниз;1.50.284;Нет;Интерьерный декор;карнизы;;696.00
6499;карниз FLEX;1.50.284;Да;Интерьерный декор;гибкие карнизы;;1392.00
6500;карниз;1.50.283;Нет;Интерьерный декор;карнизы;;671.00
6501;МОНТАЖНЫЙ КОМПЛЕКТ 201;m_comp_b201;Нет;Фасадный декор;балюстрады;монтажный комплект;4000.00
6502;внешний угол;4.32.212;Нет;Фасадный декор;антаблементы;дополнительные элементы;2224.00
6503;внешний угол;4.32.121;Нет;Фасадный декор;антаблементы;дополнительные элементы;1386.00
6504;торцевой элемент;4.32.131;Нет;Фасадный декор;антаблементы;дополнительные элементы;934.00
6505;балюстрада;4.70.101;Нет;Фасадный декор;балюстрады;комплекты балюстрад;52081.00
