IE_XML_ID;IE_NAME;IE_PREVIEW_TEXT;IE_DETAIL_TEXT;IP_PROP144;IP_PROP151;IP_PROP152;IP_PROP153;IP_PROP142;IP_PROP143;IP_PROP145;IP_PROP146;IP_PROP147;IP_PROP148;IP_PROP150;IP_PROP154;IP_PROP155;IP_PROP156;IP_PROP160;IP_PROP161;IP_PROP162;IP_PROP163;IP_PROP164;IP_PROP165;IP_PROP167;IP_PROP149;IC_GROUP0;IC_GROUP1;IC_GROUP2;CV_PRICE_1
5341;элемент;;;;730;117;;1.54.012;;;;;;;;;;ВР000002570;ЭЛЕМЕНТ 1.54.012;;;11,00;Нет;;10;Интерьерный декор;обрамление дверей;;563.00
5342;элемент;;;;435;115;;1.54.011;;;;;;;;;;ВР000004207;ЭЛЕМЕНТ 1.54.011;;;11,00;Нет;;10;Интерьерный декор;обрамление дверей;;555.00
5343;ствол;;;;;2345;;1.12.011;;;;;;;;;297;;ВР002027813;;7,00;113,60;Нет;;;Интерьерный декор;составные элементы;;11016.00
5344;пилястра;;;;232;2700;69;1.20.301;;;;;;;;;;;;;;;Нет;;;Интерьерный декор;пилястры;;3053.00
5345;пилястра;;;;542;2718;112;1.20.302;;;;;;;;;;;;;;;Нет;;;Интерьерный декор;пилястры;;4416.00
5346;пилястра;;;;542;3018;112;1.20.303;;;;;;;;;;;;;;;Нет;;;Интерьерный декор;пилястры;;4700.00
5347;пилястра;;;;542;2552;85;1.20.201;;;;;;;;;;;;;;;Нет;;;Интерьерный декор;пилястры;;4347.00
5348;пилястра;;;;542;2852;85;1.20.202;;;;;;;;;;;;;;;Нет;;;Интерьерный декор;пилястры;;4631.00
5349;пилястра;;;;403;3088;75;1.20.101;;;;;;;;;;;;;;;Нет;;;Интерьерный декор;пилястры;;4058.00
5350;пилястра;;;;611;480;80;1.20.102;;;;;;;;;;;;;;;Нет;;;Интерьерный декор;пилястры;;2925.00
5351;пилястра;;;;345;2983;96;1.20.001;;;;;;;;;;;;;;;Нет;;;Интерьерный декор;пилястры;;3534.00
5352;пилястра;;;;355;2983;95;1.20.002;;;;;;;;;;;;;;;Нет;;;Интерьерный декор;пилястры;;3523.00
5353;полуколонна;;;;300;2705;150;1.10.301;;;;;;;;;;;;;;;Нет;;;Интерьерный декор;полуколонны;;7319.00
5354;полуколонна;;;;224;2702;115;1.10.302;;;;;;;;;;;;;;;Нет;;;Интерьерный декор;полуколонны;;5932.00
5355;полуколонна;;;;455;3372;227;1.10.303;;;;;;;;;;;;;;;Нет;;;Интерьерный декор;полуколонны;;11443.00
5356;полуколонна;;;;422;2842;215;1.10.304;;;;;;;;;;;;;;;Нет;;;Интерьерный декор;полуколонны;;9349.00
5357;полуколонна;;;;234;2087;107;1.10.201;;;;;;;;;;;;;;;Нет;;;Интерьерный декор;полуколонны;;6918.00
5358;полуколонна;;;;234;2737;107;1.10.202;;;;;;;;;;;;;;;Нет;;;Интерьерный декор;полуколонны;;5648.00
5359;полуколонна;;;;280;3026;138;1.10.203;;;;;;;;;;;;;;;Нет;;;Интерьерный декор;полуколонны;;7458.00
5360;полуколонна;;;;280;2330;137;1.10.204;;;;;;;;;;;;;;;Нет;;;Интерьерный декор;полуколонны;;5423.00
5361;полуколонна;;;;392;3168;194;1.10.205;;;;;;;;;;;;;;;Нет;;;Интерьерный декор;полуколонны;;8912.00
5362;полуколонна;;;;392;2850;194;1.10.206;;;;;;;;;;;;;;;Нет;;;Интерьерный декор;полуколонны;;7331.00
5363;полуколонна;;;;392;868;194;1.10.207;;;;;;;;;;;;;;;Нет;;;Интерьерный декор;полуколонны;;8948.00
5364;полуколонна;;;;392;550;194;1.10.208;;;;;;;;;;;;;;;Нет;;;Интерьерный декор;полуколонны;;7367.00
5365;полуколонна;;;;438;3172;193;1.10.209;;;;;;;;;;;;;;;Нет;;;Интерьерный декор;полуколонны;;8948.00
5366;полуколонна;;;;438;2854;180;1.10.210;;;;;;;;;;;;;;;Нет;;;Интерьерный декор;полуколонны;;7367.00
5367;полуколонна;;;;438;872;193;1.10.211;;;;;;;;;;;;;;;Нет;;;Интерьерный декор;полуколонны;;8948.00
5368;полуколонна;;;;438;554;180;1.10.212;;;;;;;;;;;;;;;Нет;;;Интерьерный декор;полуколонны;;7367.00
5369;полуколонна;;;;392;3168;194;1.10.213;;;;;;;;;;;;;;;Нет;;;Интерьерный декор;полуколонны;;8912.00
5370;полуколонна;;;;392;2850;194;1.10.214;;;;;;;;;;;;;;;Нет;;;Интерьерный декор;полуколонны;;7331.00
5371;полуколонна;;;;317;2705;159;1.10.101;;;;;;;;;;;;;;;Нет;;;Интерьерный декор;полуколонны;;7020.00
5372;полуколонна;;;;226;2702;113;1.10.102;;;;;;;;;;;;;;;Нет;;;Интерьерный декор;полуколонны;;5633.00
5373;полуколонна;;;;277;3066;138;1.10.103;;;;;;;;;;;;;;;Нет;;;Интерьерный декор;полуколонны;;6531.00
5374;полуколонна;;;;271;2370;135;1.10.104;;;;;;;;;;;;;;;Нет;;;Интерьерный декор;полуколонны;;4496.00
5375;полуколонна;;;;391;3268;193;1.10.105;;;;;;;;;;;;;;;Нет;;;Интерьерный декор;полуколонны;;8235.00
5376;полуколонна;;;;354;2950;177;1.10.106;;;;;;;;;;;;;;;Нет;;;Интерьерный декор;полуколонны;;6654.00
5377;колонна;;;;225;2043;232;1.30.301;;;;;;;;;;;;;;;Нет;;;Интерьерный декор;колонны;;14635.00
5378;колонна;;;;225;2698;232;1.30.302;;;;;;;;;;;;;;;Нет;;;Интерьерный декор;колонны;;11861.00
5379;колонна;;;;453;3371;455;1.30.303;;;;;;;;;;;;;;;Нет;;;Интерьерный декор;колонны;;25442.00
5380;колонна;;;;428;2841;429;1.30.304;;;;;;;;;;;;;;;Нет;;;Интерьерный декор;колонны;;20908.00
5381;колонна;;;;234;2082;213;1.30.201;;;;;;;;;;;;;;;Нет;;;Интерьерный декор;колонны;;14070.00
5382;колонна;;;;234;2734;213;1.30.202;;;;;;;;;;;;;;;Нет;;;Интерьерный декор;колонны;;11296.00
5383;колонна;;;;276;2176;280;1.30.204;;;;;;;;;;;;;;;Нет;;;Интерьерный декор;колонны;;12131.00
5384;колонна;;;;393;3160;392;1.30.205;;;;;;;;;;;;;;;Нет;;;Интерьерный декор;колонны;;19960.00
5385;колонна;;;;393;2636;392;1.30.206;;;;;;;;;;;;;;;Нет;;;Интерьерный декор;колонны;;16799.00
5386;колонна;;;;393;864;392;1.30.207;;;;;;;;;;;;;;;Нет;;;Интерьерный декор;колонны;;10976.00
5387;колонна;;;;393;340;392;1.30.208;;;;;;;;;;;;;;;Нет;;;Интерьерный декор;колонны;;7815.00
5388;колонна;;;;438;3165;382;1.30.209;;;;;;;;;;;;;;;Нет;;;Интерьерный декор;колонны;;20027.00
5389;колонна;;;;438;2641;379;1.30.210;;;;;;;;;;;;;;;Нет;;;Интерьерный декор;колонны;;16866.00
5390;колонна;;;;438;869;382;1.30.211;;;;;;;;;;;;;;;Нет;;;Интерьерный декор;колонны;;10976.00
5391;колонна;;;;438;2690;379;1.30.212;;;;;;;;;;;;;;;Нет;;;Интерьерный декор;колонны;;16918.00
5392;колонна;;;;393;3159;392;1.30.213;;;;;;;;;;;;;;;Нет;;;Интерьерный декор;колонны;;19960.00
5393;колонна;;;;393;2635;392;1.30.214;;;;;;;;;;;;;;;Нет;;;Интерьерный декор;колонны;;16799.00
5394;колонна;;;;226;2049;225;1.30.101;;;;;;;;;;;;;;;Нет;;;Интерьерный декор;колонны;;13805.00
5395;колонна;;;;226;2697;225;1.30.102;;;;;;;;;;;;;;;Нет;;;Интерьерный декор;колонны;;11265.00
5396;колонна;;;;269;2217;269;1.30.104;;;;;;;;;;;;;;;Нет;;;Интерьерный декор;колонны;;10043.00
5397;колонна;;;;392;3260;382;1.30.105;;;;;;;;;;;;;;;Нет;;;Интерьерный декор;колонны;;18606.00
5398;колонна;;;;378;2736;379;1.30.106;;;;;;;;;;;;;;;Нет;;;Интерьерный декор;колонны;;15445.00
5861;карниз;;;2000;;;;1.50.205;72;66;;;;;;;;ВР002025471;КАРНИЗ 1.50.205;;4,00;93,00;Нет;;;Интерьерный декор;карнизы;;762.00
5862;карниз FLEX;;;2000;;;;1.50.196;55;70;550;550;1000;;;;;ВР002025294;КАРНИЗ-ФЛЕКС 1.50.196;;4,00;93,00;Нет;;;Интерьерный декор;гибкие карнизы;;1421.00
5863;карниз FLEX;;;2000;;;;1.50.198;88;92;550;550;1500;;;;;ВР002025289;КАРНИЗ-ФЛЕКС 1.50.198;;4,00;93,00;Нет;;;Интерьерный декор;гибкие карнизы;;2510.00
5864;карниз FLEX;;;2000;;;;1.50.201;130;170;550;550;2500;;;;;ВР002025338;КАРНИЗ-ФЛЕКС 1.50.201;;4,50;103,00;Нет;;;Интерьерный декор;гибкие карнизы;;3479.00
5865;карниз FLEX;;;2000;;;;1.50.205;72;66;1500;1000;;;;;;ВР002025472;КАРНИЗ-ФЛЕКС 1.50.205;;4,00;93,00;Нет;;;Интерьерный декор;гибкие карнизы;;1522.00
5866;молдинг;;;2000;;;;1.51.345;;94;;;;;;;;ВР001024046;МОЛДИНГ 1.51.345;;4,00;93,00;Нет;;22;Интерьерный декор;молдинги;;962.00
5867;молдинг;;;2000;;;;1.51.357;;48;;;;;;;;ВР002025481;МОЛДИНГ 1.51.357;;4,00;72,50;Нет;;12;Интерьерный декор;молдинги;;579.00
5868;молдинг;;;2000;;;;1.51.358;;82;;;;;;;;ВР002025483;МОЛДИНГ 1.51.358;;4,00;93,00;Нет;;18;Интерьерный декор;молдинги;;913.00
5869;молдинг;;;2000;;;;1.51.361;;51;;;;;;;;ВР002025525;МОЛДИНГ 1.51.361;;4,00;93,00;Нет;;29;Интерьерный декор;молдинги;;625.00
5870;молдинг;;;2000;;;;1.51.381;;193;;;;;;;;ВР002025577;МОЛДИНГ 1.51.381;;4,00;93,00;Нет;;24;Интерьерный декор;молдинги;;1484.00
5871;молдинг FLEX;;;2000;;;;1.51.345;;94;550;550;;;;;;ВР001024047;МОЛДИНГ-ФЛЕКС 1.51.345;;4,00;93,00;Нет;;22;Интерьерный декор;гибкие молдинги;;1921.00
5872;молдинг FLEX;;;2000;;;;1.51.357;;48;550;550;1500;;;;;ВР002025482;МОЛДИНГ-ФЛЕКС 1.51.357;;4,00;72,50;Нет;;12;Интерьерный декор;гибкие молдинги;;1158.00
5873;молдинг FLEX;;;2000;;;;1.51.358;;82;550;550;;;;;;ВР002025484;МОЛДИНГ-ФЛЕКС 1.51.358;;4,00;93,00;Нет;;18;Интерьерный декор;гибкие молдинги;;1824.00
5874;молдинг FLEX;;;2000;;;;1.51.361;;51;550;550;1500;;;;;ВР002025526;МОЛДИНГ-ФЛЕКС 1.51.361;;4,00;93,00;Нет;;29;Интерьерный декор;гибкие молдинги;;1250.00
5875;молдинг FLEX;;;2000;;;;1.51.381;;193;550;550;3500;;;;;;;;4,00;93,00;Нет;;24;Интерьерный декор;гибкие молдинги;;2968.00
5876;архитрав;;;2010;83;131;;1.26.001;;;;;;;;;;ВР001006945;АРХИТРАВ 1.26.001;;4,50;102,80;Нет;;;Интерьерный декор;архитравы;;1579.00
5877;архитрав;;;2010;89;130;;1.26.002;;;;;;;;;;ВР001006946;АРХИТРАВ 1.26.002;;4,50;102,80;Нет;;;Интерьерный декор;архитравы;;1579.00
5878;архитрав;;;2010;91;130;;1.26.003;;;;;;;;;;ВР001006947;АРХИТРАВ 1.26.003;;4,50;102,80;Нет;;;Интерьерный декор;архитравы;;1617.00
5879;розетка;;;;;;;1.56.036;;;;;;;;;887;ВР002025308;РОЗЕТКА 1.56.036;;;19,00;Нет;;62;Интерьерный декор;розетки;;2876.00
5880;база;;;;276;696;278;1.13.600;;;;;;;;;;ВР001003800;БАЗА 1.13.600;;7,00;20,00;Нет;;;Интерьерный декор;составные элементы;;5163.00
5881;ниша;;;;418;758;;1.61.101;;;;;;;;;;ВР000001870;НИША 1.61.101;;;36,60;Нет;;115;Интерьерный декор;ниши;;3157.00
5882;ниша;;;;655;1135;;1.61.102;;;;;;;;;;ВР000002941;НИША 1.61.102;;;43,20;Нет;;115;Интерьерный декор;ниши;;4838.00
5883;ниша с полкой;;;;315;590;115;1.61.110;;;;;;;;;;ВР002029798;НИША 1.61.110;;;23,00;Нет;;;Интерьерный декор;ниши;;2922.00
5884;ниша с полкой;;;;557;975;175;1.61.120;;;;;;;;;;ВР002029799;НИША 1.61.120;;;40,00;Нет;;;Интерьерный декор;ниши;;5971.00
5885;сандрик;;;1280;;146;;1.63.001;;;;;;;;;;ВР002025528;САНДРИК 1.63.001;;4,00;50,00;Нет;;57;Интерьерный декор;сандрики;;1631.00
5886;сандрик;;;1280;;146;;1.63.002;;;;;;;;;;ВР002025529;САНДРИК 1.63.002;;4,00;50,00;Нет;;57;Интерьерный декор;сандрики;;1535.00
5887;карниз;;;2000;269;250;;4.02.201;;;;;;;;;;ВР001022585;;;5,30;96,60;Нет;;;Фасадный декор;антаблементы;карнизы;7245.00
5888;карниз;;;2000;285;280;;4.01.201;;;;;;;;;;ВР001005004;;;5,30;116,60;Нет;;;Фасадный декор;антаблементы;карнизы;7350.00
5889;карниз;;;2000;355;250;;4.01.101;;;;;;;;;;ВР001004934;;;5,30;116,60;Нет;;;Фасадный декор;антаблементы;карнизы;6300.00
5890;карниз;;;2000;308;297;;4.01.301;;;;;;;;;;ВР001005064;;;5,30;116,60;Нет;;;Фасадный декор;антаблементы;карнизы;6825.00
5891;карниз;;;2000;192;174;;4.32.202;;;;;;;;;;ВР001005050;;;5,10;102,80;Нет;;;Фасадный декор;антаблементы;карнизы;5250.00
5892;карниз;;;2000;360;265;;4.01.103;;;;;;;;;;ВР001004938;;;5,30;116,60;Нет;;;Фасадный декор;антаблементы;карнизы;9450.00
5893;карниз;;;2000;254;200;;4.31.301;;;;;;;;;;ВР001005085;;;5,30;116,60;Нет;;;Фасадный декор;антаблементы;карнизы;6300.00
5894;карниз;;;2000;191;174;;4.32.201;;;;;;;;;;ВР001005046;;;5,30;116,60;Нет;;;Фасадный декор;антаблементы;карнизы;5250.00
5895;карниз;;;2000;108;365;;4.81.002;;;;;;;;;;ВР001004998;;;5,30;116,60;Нет;;;Фасадный декор;антаблементы;карнизы;4725.00
5896;карниз;;;2000;204;193;;4.32.302;;;;;;;;;;ВР001005112;;;5,30;116,60;Нет;;;Фасадный декор;антаблементы;карнизы;4830.00
5897;карниз;;;2000;283;282;;4.01.202;;;;;;;;;;ВР001005008;;;5,30;116,60;Нет;;;Фасадный декор;антаблементы;карнизы;7875.00
5898;карниз;;;2000;304;296;;4.01.302;;;;;;;;;;ВР001005068;;;5,30;116,60;Нет;;;Фасадный декор;антаблементы;карнизы;7350.00
5899;карниз;;;2000;308;261;;4.02.101;;;;;;;;;;ВР001022586;;;5,30;116,60;Нет;;;Фасадный декор;антаблементы;карнизы;7875.00
5900;карниз;;;2000;311;185;;4.31.101;;;;;;;;;;ВР001004957;;;5,30;116,60;Нет;;;Фасадный декор;антаблементы;карнизы;8190.00
5901;карниз;;;2000;251;172;;4.31.201;;;;;;;;;;ВР001005024;;;5,10;102,80;Нет;;;Фасадный декор;антаблементы;карнизы;5250.00
5902;карниз;;;2000;250;172;;4.31.202;;;;;;;;;;ВР001005028;;;5,10;102,80;Нет;;;Фасадный декор;антаблементы;карнизы;5775.00
5903;карниз;;;2000;255;200;;4.31.302;;;;;;;;;;ВР001005089;;;5,30;116,60;Нет;;;Фасадный декор;антаблементы;карнизы;5250.00
5904;карниз;;;2000;204;169;;4.32.101;;;;;;;;;;ВР001004976;;;5,30;116,60;Нет;;;Фасадный декор;антаблементы;карнизы;4200.00
5905;карниз;;;2000;204;194;;4.32.301;;;;;;;;;;ВР001005108;;;5,10;102,80;Нет;;;Фасадный декор;антаблементы;карнизы;5250.00
5906;карниз;;;2000;97;291;;4.81.001;;;;;;;;;;ВР001004994;;;5,30;116,60;Нет;;;Фасадный декор;антаблементы;карнизы;3885.00
5907;карниз;;;2000;293;268;;4.02.301;;;;;;;;;;ВР001022580;;;;;Нет;;;Фасадный декор;антаблементы;карнизы;7875.00
5908;фриз;;;2020;30;243;;4.03.101;;;;;;;;;;ВР001004944;;;5,30;116,60;Нет;;;Фасадный декор;антаблементы;фризы;3675.00
5909;фриз;;;2010;70;236;;4.03.102;;;;;;;;;;ВР001022588;;;5,30;116,60;Нет;;;Фасадный декор;антаблементы;фризы;3570.00
5910;фриз;;;2010;30;218;;4.03.201;;;;;;;;;;ВР001005012;;;5,30;116,60;Нет;;;Фасадный декор;антаблементы;фризы;2625.00
5911;фриз;;;2010;62;192;;4.03.202;;;;;;;;;;ВР001022584;;;5,30;116,60;Нет;;;Фасадный декор;антаблементы;фризы;2940.00
5912;фриз;;;2010;43;198;;4.03.301;;;;;;;;;;ВР001005074;;;5,30;116,60;Нет;;;Фасадный декор;антаблементы;фризы;1890.00
5913;фриз;;;2010;83;129;;4.33.301;;;;;;;;;;ВР001005093;;;5,30;116,60;Нет;;;Фасадный декор;антаблементы;фризы;1890.00
5914;фриз;;;2010;74;170;;4.03.302;;;;;;;;;;ВР001022581;;;5,30;116,60;Нет;;;Фасадный декор;антаблементы;фризы;2940.00
5915;фриз;;;2010;92;166;;4.33.101;;;;;;;;;;ВР001004970;;;5,30;116,60;Нет;;;Фасадный декор;антаблементы;фризы;3150.00
5916;фриз;;;2010;42;164;;4.33.102;;;;;;;;;;ВР001004984;;;5,30;116,60;Нет;;;Фасадный декор;антаблементы;фризы;1575.00
5917;фриз;;;2010;80;145;;4.33.201;;;;;;;;;;ВР001005032;;;5,30;116,60;Нет;;;Фасадный декор;антаблементы;фризы;3675.00
5918;фриз;;;2010;42;146;;4.33.202;;;;;;;;;;ВР001005054;;;5,30;116,60;Нет;;;Фасадный декор;антаблементы;фризы;1995.00
5919;архитрав;;;2010;70;188;;4.04.201;;;;;;;;;;ВР001005014;;;5,30;116,60;Нет;;;Фасадный декор;антаблементы;архитравы;2625.00
5920;архитрав;;;2010;109;124;;4.34.201;;;;;;;;;;ВР001005034;;;5,10;102,80;Нет;;;Фасадный декор;антаблементы;архитравы;2415.00
5921;архитрав;;;2010;68;125;;4.34.202;;;;;;;;;;ВР001005056;;;5,10;102,80;Нет;;;Фасадный декор;антаблементы;архитравы;2100.00
5922;архитрав;;;2010;56;167;;4.04.101;;;;;;;;;;ВР001004942;;;5,30;116,60;Нет;;;Фасадный декор;антаблементы;архитравы;2100.00
5923;архитрав;;;2010;90;152;;4.04.102;;;;;;;;;;ВР001022587;;;5,30;116,60;Нет;;;Фасадный декор;антаблементы;архитравы;2835.00
5924;архитрав;;;2010;97;168;;4.04.202;;;;;;;;;;ВР001022583;;;5,10;102,80;Нет;;;Фасадный декор;антаблементы;архитравы;3360.00
5925;архитрав;;;2010;66;207;;4.04.301;;;;;;;;;;ВР001005071;;;5,30;116,60;Нет;;;Фасадный декор;антаблементы;архитравы;1995.00
5926;архитрав;;;2010;95;172;;4.04.302;;;;;;;;;;ВР001022582;;;5,10;102,80;Нет;;;Фасадный декор;антаблементы;архитравы;3360.00
5927;архитрав;;;2010;109;113;;4.34.101;;;;;;;;;;ВР001004968;;;5,10;102,80;Нет;;;Фасадный декор;антаблементы;архитравы;3150.00
5928;архитрав;;;2010;59;113;;4.34.102;;;;;;;;;;ВР001004986;;;5,10;102,80;Нет;;;Фасадный декор;антаблементы;архитравы;1890.00
5929;архитрав;;;2010;100;137;;4.34.301;;;;;;;;;;ВР001005095;;;5,10;102,80;Нет;;;Фасадный декор;антаблементы;архитравы;2625.00
5930;архитрав;;;2010;68;138;;4.34.302;;;;;;;;;;ВР001005118;;;5,10;102,80;Нет;;;Фасадный декор;антаблементы;архитравы;1890.00
5931;балясина;;;;120;785;120;4.71.101;;;;;;;;;;ВР001022924;;;8,00;;Нет;;;Фасадный декор;балюстрады;балясины;1575.00
5932;балясина;;;;90;789;90;4.71.201;;;;;;;;;;ВР001023164;;;8,00;;Нет;;;Фасадный декор;балюстрады;балясины;1365.00
5933;столб;;;;220;1020;220;4.75.101;;;;;;;;;;ВР001023167;;;;75,00;Нет;;;Фасадный декор;балюстрады;столбы;5250.00
5934;столб;;;;180;1020;180;4.75.201;;;;;;;;;;ВР001023168;;;;75,00;Нет;;;Фасадный декор;балюстрады;столбы;4200.00
5935;крышка (пирамида);;;;270;83;270;4.76.101;;;;;;;;;;ВР001023169;;;4,00;;Нет;;;Фасадный декор;балюстрады;крышки столба;840.00
5936;крышка (пирамида);;;;220;70;220;4.76.201;;;;;;;;;;ВР001023170;;;4,00;;Нет;;;Фасадный декор;балюстрады;крышки столба;473.00
5937;крышка столба (плоская);;;;268;55;268;4.73.101;;;;;;;;;;ВР002025317;;;;;Нет;;;Фасадный декор;балюстрады;крышки столба;683.00
5938;крышка столба (плоская);;;;220;50;220;4.73.201;;;;;;;;;;ВР002025318;;;;;Нет;;;Фасадный декор;балюстрады;крышки столба;525.00
5939;крышка (шар);;;;;235;;4.77.101;;;;;;;;;180;ВР001023309;;;;;Нет;;;Фасадный декор;балюстрады;крышки столба;840.00
5940;крышка (шар);;;;;196;;4.77.201;;;;;;;;;150;ВР001023310;;;;;Нет;;;Фасадный декор;балюстрады;крышки столба;683.00
5941;основание;;;;3000;100;180;4.74.101;;;;;;;;;;ВР001022926;;;10,00;95,00;Нет;;;Фасадный декор;балюстрады;основания;8925.00
5942;основание;;;;3000;88;140;4.74.201;;;;;;;;;;ВР001023165;;;10,00;95,00;Нет;;;Фасадный декор;балюстрады;основания;7350.00
5943;поручень;;;3010;190;110;;4.72.101;;;;;;;;;;ВР001022925;;;10,00;;Нет;;;Фасадный декор;балюстрады;поручни;7665.00
5944;поручень;;;3010;21;102;;4.72.201;;;;;;;;;;ВР001023166;;;10,00;;Нет;;;Фасадный декор;балюстрады;поручни;6825.00
5945;наличник;;;2010;182;;50;4.84.001;;;;;;;;;;ВР001004990;;;5,10;102,80;Нет;;;Фасадный декор;оконные обрамления;наличники;2625.00
5946;наличник;;;2310;160;;41;4.84.002;;;;;;;;;;ВР001022044;;;5,10;102,80;Нет;;;Фасадный декор;оконные обрамления;наличники;2264.00
5947;наличник;;;2310;140;;38;4.84.003;;;;;;;;;;ВР001022045;;;5,10;102,80;Нет;;;Фасадный декор;оконные обрамления;наличники;1746.00
5948;наличник;;;2310;183;;50;4.84.051;;;;;;;;;;ВР001023652;;;;;Нет;;;Фасадный декор;оконные обрамления;наличники;2730.00
5949;наличник;;;2010;160;;40;4.84.052;;;;;;;;;;ВР001023653;;;5,10;82,80;Нет;;;Фасадный декор;оконные обрамления;наличники;2161.00
5950;наличник;;;2010;140;;37;4.84.053;;;;;;;;;;ВР001023654;;;5,10;82,80;Нет;;;Фасадный декор;оконные обрамления;наличники;1649.00
5951;арочное обрамление;;;;;;50;4.87.031;;;;;;;;;;ВР001022561;;750;7,00;50,00;Нет;;;Фасадный декор;оконные обрамления;арочные обрамления;2415.00
5952;арочное обрамление;;;;;;40;4.87.032;;;;;;;;;;ВР001022558;;700;7,00;50,00;Нет;;;Фасадный декор;оконные обрамления;арочные обрамления;1943.00
5953;арочное обрамление;;;;;;37;4.87.033;;;;;;;;;;ВР001022555;;600;7,00;50,00;Нет;;;Фасадный декор;оконные обрамления;арочные обрамления;1260.00
5954;замковый камень;;;;282;295;65;4.85.001;;;;;;;;;;ВР001004993;;;5,10;12,00;Нет;;;Фасадный декор;оконные обрамления;замковые камни;714.00
5955;замковый камень;;;;234;222;68;4.85.002;;;;;;;;;;ВР001022061;;;5,10;12,00;Нет;;;Фасадный декор;оконные обрамления;замковые камни;630.00
5956;замковый камень;;;;212;200;54;4.85.003;;;;;;;;;;ВР001022062;;;5,10;12,00;Нет;;;Фасадный декор;оконные обрамления;замковые камни;630.00
5957;подоконный элемент;;;2010;;160;101;4.82.001;;;;;;;;;;ВР001004991;;;5,10;102,80;Нет;;;Фасадный декор;оконные обрамления;подоконные элементы;3150.00
5958;подоконный элемент;;;2010;;126;95;4.82.002;;;;;;;;;;ВР001022047;;;5,10;102,80;Нет;;;Фасадный декор;оконные обрамления;подоконные элементы;2100.00
5959;подоконный элемент;;;2010;;111;87;4.82.003;;;;;;;;;;ВР001022046;;;5,10;102,80;Нет;;;Фасадный декор;оконные обрамления;подоконные элементы;2100.00
5960;подоконный элемент;;;2010;;105;48;4.82.101;;;;;;;;;;ВР001004973;;;5,10;102,80;Нет;;;Фасадный декор;оконные обрамления;подоконные элементы;1523.00
5961;подоконный элемент;;;2010;;95;60;4.82.201;;;;;;;;;;ВР001005044;;;5,10;102,80;Нет;;;Фасадный декор;оконные обрамления;подоконные элементы;1575.00
5962;подоконный элемент;;;2010;;95;53;4.82.202;;;;;;;;;;ВР001005062;;;5,10;102,80;Нет;;;Фасадный декор;оконные обрамления;подоконные элементы;1575.00
5963;подоконный элемент;;;2010;;110;63;4.82.301;;;;;;;;;;ВР001005107;;;5,10;102,80;Нет;;;Фасадный декор;оконные обрамления;подоконные элементы;1575.00
5964;подоконный элемент;;;2010;;110;54;4.82.302;;;;;;;;;;ВР001005125;;;5,10;102,80;Нет;;;Фасадный декор;оконные обрамления;подоконные элементы;1575.00
5965;кронштейн-пьедестал;;;;394;274;197;4.83.101;;;;;;;;;;ВР001004972;;;;40,00;Нет;;;Фасадный декор;оконные обрамления;кронштейны-пьедесталы;1680.00
5966;кронштейн-пьедестал;;;;357;240;128;4.83.102;;;;;;;;;;ВР001004989;;;;40,00;Нет;;;Фасадный декор;оконные обрамления;кронштейны-пьедесталы;1024.00
5967;кронштейн-пьедестал;;;;393;275;195;4.83.201;;;;;;;;;;ВР001005045;;;;40,00;Нет;;;Фасадный декор;оконные обрамления;кронштейны-пьедесталы;1155.00
5968;кронштейн-пьедестал;;;;356;262;134;4.83.202;;;;;;;;;;ВР001005063;;;;40,00;Нет;;;Фасадный декор;оконные обрамления;кронштейны-пьедесталы;1182.00
5969;кронштейн-пьедестал;;;;366;272;180;4.83.301;;;;;;;;;;ВР001005105;;;;40,00;Нет;;;Фасадный декор;оконные обрамления;кронштейны-пьедесталы;1050.00
5970;кронштейн-пьедестал;;;;335;270;129;4.83.302;;;;;;;;;;ВР001005126;;;;40,00;Нет;;;Фасадный декор;оконные обрамления;кронштейны-пьедесталы;945.00
5971;руст;;;;374;250;40;4.86.003;;;;;;;;;;ВР001024402;;;6,00;48,00;Нет;;;Фасадный декор;русты;;683.00
5972;руст;;;;250;250;40;4.86.004;;;;;;;;;;ВР001024403;;;6,00;48,00;Нет;;;Фасадный декор;русты;;420.00
5973;руст;;;;360;290;42;4.86.005;;;;;;;;;;ВР002025465;;;6,00;48,00;Нет;;;Фасадный декор;русты;;683.00
5974;руст;;;;556;290;41;4.86.001;;;;;;;;;;ВР001005002;;;6,00;48,00;Нет;;;Фасадный декор;русты;;1155.00
5975;руст;;;;548;215;38;4.86.002;;;;;;;;;;ВР001005003;;;6,00;48,00;Нет;;;Фасадный декор;русты;;735.00
5982;угловой элемент;;;;288;288;;1.52.361;;;;;;;;;;ВР002025527;угловой элемент 1.52.361;;4,00;24,00;Нет;;29;Интерьерный декор;угловые элементы;;497.00
5983;база;;;;372;165;185;4.17.302;;;;;;;;;;ВР001005079;;;7,00;48,30;Нет;;;Фасадный декор;составные элементы;;1470.00
5984;база;;;;252;121;81;4.53.201;;;;;;;;;;ВР001005061;;;7,00;48,30;Нет;;;Фасадный декор;составные элементы;;552.00
5985;база;;;;225;108;75;4.53.301;;;;;;;;;;ВР001005123;;;7,00;48,30;Нет;;;Фасадный декор;составные элементы;;394.00
5986;база;;;;440;180;220;4.17.101;;;;;;;;;;ВР001004952;;;7,00;48,30;Нет;;;Фасадный декор;составные элементы;;1470.00
