IE_XML_ID;IE_NAME;IP_PROP142;IP_PROP157;IP_PROP252;IP_PROP253;IP_PROP254;IP_PROP255;IP_PROP257;IP_PROP258;CV_PRICE_1;IP_PROP565;IP_PROP600;IP_PROP670
5243;капитель 1.11.004;1.11.004;Нет;495,38;69668;4362;3145;163,8;163,8;10531.00;535,6;1973025;9447
5244;капитель 1.11.005;1.11.005;Нет;255,29;35900;2247;1622;84,47;84,47;5427.00;276,1;1017164;4868
5245;капитель 1.11.006;1.11.006;Нет;475,43;66854;4185;3018;156,95;156,95;10107.00;514;1893573;9067
5246;капитель 1.11.008;1.11.008;Нет;288,21;40526;2536;1830;95,19;95,19;6127.00;311,5;1148112;5496
5247;капитель 1.11.009;1.11.009;Нет;286,94;40355;2525;1822;94,76;94,76;6100.00;310,2;1143207;5473
5248;капитель 1.15.002;1.15.002;Нет;157,11;22107;1383;998;51,88;51,88;3340.00;169,9;625797;2995
5249;капитель 1.15.003;1.15.003;Нет;220,95;31061;1944;1403;72,89;72,89;4697.00;238,8;880332;4215
5250;капитель 1.15.004;1.15.004;Нет;220,95;31061;1944;1403;72,89;72,89;4697.00;238,8;880332;4215
5251;капитель 1.15.005;1.15.005;Нет;114,59;16117;1009;728;38,15;38,15;2436.00;123,9;456596;2188
5252;капитель 1.15.006;1.15.006;Нет;212,34;29867;1869;1349;70,31;70,31;4514.00;229,6;846002;4050
5253;капитель 1.15.008;1.15.008;Нет;144,22;20295;1269;916;47,59;47,59;3066.00;155,9;574791;2753
5254;капитель 1.15.001;1.15.001;Нет;269,92;37968;2376;1714;89,19;89,19;5738.00;291,7;1075036;5147
5255;капитель 1.15.009;1.15.009;Нет;143,38;20167;1263;911;47,59;47,59;3048.00;155;571358;2736
5256;капитель 1.15.010;1.15.010;Нет;173,39;24388;1526;1102;57,45;57,45;3686.00;187,5;691025;3308
5257;капитель 1.21.003;1.21.003;Нет;98,6;13857;868;626;32,59;32,59;2096.00;106,5;392839;1882
5258;капитель 1.21.001;1.21.001;Нет;88,58;12472;779;563;29,58;29,58;1883.00;95,7;353114;1692
5259;капитель 1.21.002;1.21.002;Нет;112,66;15840;991;716;37,29;37,29;2395.00;121,8;448749;2148
5260;капитель 1.21.004;1.21.004;Нет;103,06;14497;908;655;34,29;34,29;2191.00;111,3;410495;1967
5261;капитель 1.21.005;1.21.005;Нет;111,06;15627;976;706;36,87;36,87;2361.00;120;442373;2119
5262;капитель 1.21.006;1.21.006;Нет;105,23;14795;926;669;34,71;34,71;2237.00;113,8;419324;2007
5263;капитель 1.21.007;1.21.007;Нет;99,72;14028;878;634;33,02;33,02;2120.00;107,8;397254;1902
5264;ствол 1.12.020;1.12.020;Нет;931,86;131042;8205;5915;307,87;307,87;19810.00;1007,8;3711621;17767
5265;ствол 1.12.010;1.12.010;Нет;931,86;131042;8205;5915;307,87;307,87;19810.00;1007,8;3711621;17767
5266;ствол 1.12.030;1.12.030;Нет;1186,87;166899;10450;7534;391,93;391,93;25231.00;1283,4;4727314;22633
5267;ствол 1.12.050;1.12.050;Нет;548,77;77172;4830;3484;181,38;181,38;11666.00;593,3;2185874;10466
5268;ствол 1.12.060;1.12.060;Нет;501,07;70456;4412;3182;165,52;165,52;10652.00;541,8;1996075;9556
5269;ствол 1.12.061;1.12.061;Нет;676,76;95164;5959;4297;223,41;223,41;14387.00;731,8;2695437;12906
5270;ствол 1.12.080;1.12.080;Нет;501,07;70456;4412;3182;165,52;165,52;10652.00;541,8;1996075;9556
5271;ствол 1.12.081;1.12.081;Нет;676,76;95164;5959;4297;223,41;223,41;14387.00;731,8;2695437;12906
5272;ствол 1.12.070;1.12.070;Нет;501,07;70456;4412;3182;165,52;165,52;10652.00;541,8;1996075;9556
5273;ствол 1.12.071;1.12.071;Нет;676,76;95164;5959;4297;223,41;223,41;14387.00;731,8;2695437;12906
5274;ствол 1.16.080;1.16.080;Нет;250,63;35239;2207;1592;82,75;82,75;5328.00;270,9;998528;4780
5275;ствол 1.16.081;1.16.081;Нет;338,45;47604;2979;2149;111,91;111,91;7195.00;366;1348209;6454
5276;ствол 1.16.030;1.16.030;Нет;544,44;76575;4794;3457;180,1;180,1;11574.00;588,8;2168709;10383
5277;ствол 1.16.070;1.16.070;Нет;250,63;35239;2207;1592;82,75;82,75;5328.00;270,9;998528;4780
5278;ствол 1.16.050;1.16.050;Нет;245,41;34514;2160;1558;81,03;81,03;5217.00;265,3;977439;4680
5279;ствол 1.16.060;1.16.060;Нет;250,63;35239;2207;1592;82,75;82,75;5328.00;270,9;998528;4780
5280;ствол 1.16.071;1.16.071;Нет;338,45;47604;2979;2149;111,91;111,91;7195.00;366;1348209;6454
5281;ствол 1.16.010;1.16.010;Нет;417,15;58668;3674;2649;138,06;138,06;8868.00;451,1;1661598;7956
5282;ствол 1.16.011;1.16.011;Нет;428,68;60288;3775;2722;141,5;141,5;9113.00;463,5;1707699;8176
5283;ствол 1.16.020;1.16.020;Нет;417,15;58668;3674;2649;138,06;138,06;8868.00;451,1;1661598;7956
5284;ствол 1.16.061;1.16.061;Нет;338,45;47604;2979;2149;111,91;111,91;7195.00;366;1348209;6454
5285;ствол 1.22.010;1.22.010;Нет;128,65;18099;1133;818;42,45;42,45;2735.00;139;512506;2454
5286;ствол 1.22.020;1.22.020;Нет;202,93;28545;1786;1289;67,32;67,32;4314.00;219,4;808238;3869
5287;ствол 1.22.030;1.22.030;Нет;154,86;21787;1362;984;51,45;51,45;3292.00;167,3;616969;2953
5288;ствол 1.22.200;1.22.200;Нет;232,85;32745;2050;1479;77,19;77,19;4950.00;251,7;927415;4441
5289;ствол 1.22.040;1.22.040;Нет;164,64;23152;1448;1046;54,46;54,46;3500.00;178;655713;3140
5290;кольцо 1.11.100;1.11.100;Нет;15,66;2196;137;100;5,14;5,14;333.00;16,9;62776;299
5291;кольцо 1.11.200;1.11.200;Нет;15,66;2196;137;100;5,14;5,14;333.00;16,9;62776;299
5292;кольцо 1.11.300;1.11.300;Нет;22,63;3198;200;145;7,72;7,72;481.00;24,4;90241;434
5293;кольцо 1.15.100;1.15.100;Нет;7,9;1109;69;51;2,99;2,99;168.00;8,5;31879;152
5294;кольцо 1.15.200;1.15.200;Нет;7,9;1109;69;51;2,99;2,99;168.00;8,5;31879;152
5295;кольцо 1.15.300;1.15.300;Нет;11,67;1642;102;74;3,85;3,85;248.00;12,5;46591;223
5296;база 1.13.900;1.13.900;Нет;227,77;32041;2005;1446;75,47;75,47;4842.00;246,2;907307;4342
5297;база 1.13.300;1.13.300;Нет;858,2;120681;7555;5448;283,43;283,43;18244.00;927,9;3418340;16364
5298;база 1.13.400;1.13.400;Нет;380,22;53466;3348;2414;125,63;125,63;8083.00;411,1;1514466;7250
5299;база 1.13.800;1.13.800;Нет;227,77;32041;2005;1446;75,47;75,47;4842.00;246,2;907307;4342
5300;база 1.13.500;1.13.500;Нет;255,29;35900;2247;1622;84,47;84,47;5427.00;276,1;1017164;4868
5301;база 1.13.100;1.13.100;Нет;662,04;93096;5829;4202;218,68;218,68;14074.00;715,9;2637075;12623
5302;база 1.13.200;1.13.200;Нет;328,9;46260;2896;2088;108,91;108,91;6992.00;355,7;1309955;6274
5303;база 1.13.700;1.13.700;Нет;223,3;31402;1965;1418;73,75;73,75;4747.00;241,4;889651;4257
5304;база 1.17.900;1.17.900;Нет;113,93;16032;1002;724;37,73;37,73;2422.00;123,1;454144;2175
5305;база 1.17.300;1.17.300;Нет;392,6;55214;3457;2493;129,92;129,92;8346.00;424,5;1564001;7487
5306;база 1.17.400;1.17.400;Нет;171,88;24175;1514;1092;57,02;57,02;3654.00;185,8;684648;3278
5307;база 1.17.100;1.17.100;Нет;294,47;41421;2592;1870;97,33;97,33;6260.00;318,4;1173123;5617
5308;база 1.17.800;1.17.800;Нет;113,93;16032;1002;724;37,73;37,73;2422.00;123,1;454144;2175
5309;база 1.17.500;1.17.500;Нет;114,59;16117;1009;728;38,15;38,15;2436.00;123,9;456596;2188
5310;база 1.17.600;1.17.600;Нет;214,69;30187;1890;1364;71,17;71,17;4564.00;232,1;855321;4092
5311;база 1.17.700;1.17.700;Нет;111,72;15712;984;710;36,87;36,87;2375.00;120,8;445316;2132
5312;база 1.17.200;1.17.200;Нет;127,81;17972;1124;812;42,45;42,45;2717.00;138,1;509073;2438
5313;база 1.23.100;1.23.100;Нет;105,23;14795;926;669;34,71;34,71;2237.00;113,8;419324;2007
5314;база 1.23.200;1.23.200;Нет;150,53;21169;1325;956;49,73;49,73;3200.00;162,8;599804;2871
5315;база 1.23.300;1.23.300;Нет;118,78;16714;1044;755;39,45;39,45;2525.00;128,3;473271;2266
5316;база 1.23.400;1.23.400;Нет;160,78;22619;1416;1021;53,17;53,17;3418.00;173,8;640510;3068
5317;база 1.23.500;1.23.500;Нет;115,48;16245;1016;733;38,15;38,15;2455.00;124,8;460029;2204
5318;пьедестал 1.14.001;1.14.001;Нет;443,73;62398;3907;2817;146,65;146,65;9433.00;479,8;1767532;8461
5319;пьедестал 1.14.002;1.14.002;Нет;468,47;65873;4124;2974;154,8;154,8;9959.00;506,5;1866109;8935
5320;пьедестал 1.14.003;1.14.003;Нет;468,47;65873;4124;2974;154,8;154,8;9959.00;506,5;1866109;8935
5321;пьедестал 1.18.001;1.18.001;Нет;234,31;32958;2063;1488;77,61;77,61;4981.00;253,4;933300;4467
5322;пьедестал 1.18.002;1.18.002;Нет;222,08;31231;1954;1411;73,31;73,31;4721.00;240;884747;4235
5323;пьедестал 1.18.003;1.18.003;Нет;234,31;32958;2063;1488;77,61;77,61;4981.00;253,4;933300;4467
5324;база 1.54.010;1.54.010;Нет;49,63;6993;436;316;16,71;16,71;1055.00;53,6;198137;946
5325;обрамление арок 1.55.003;1.55.003;Нет;20,09;2836;177;129;6,86;6,86;427.00;21,7;80432;384
5326;обрамление арок 1.55.004;1.55.004;Нет;20,84;2942;183;133;6,86;6,86;443.00;22,5;83375;398
5327;обрамление арок 1.55.001;1.55.001;Нет;56,87;7995;501;362;18,86;18,86;1209.00;61,5;226581;1087
5328;замковый камень 1.55.005;1.55.005;Нет;20,79;2942;183;133;6,86;6,86;442.00;22,5;82883;398
5329;обрамление арок 1.55.002;1.55.002;Нет;56,87;7995;501;362;18,86;18,86;1209.00;61,5;226581;1087
5330;база 1.54.020;1.54.020;Нет;44,97;6332;396;286;15;15;956.00;48,6;179500;858
5331;боковой элемент 1.54.009;1.54.009;Нет;19,62;2772;173;126;6,86;6,86;417.00;21,2;78470;375
5332;боковой элемент 1.54.019;1.54.019;Нет;19,62;2772;173;126;6,86;6,86;417.00;21,2;78470;375
5333;квадрат 1.54.001;1.54.001;Нет;17,88;2516;156;114;6;6;380.00;19,2;71604;344
5334;квадрат 1.54.002;1.54.002;Нет;17,26;2431;151;111;6;6;367.00;18,6;69151;331
5335;наличник 1.54.003;1.54.003;Нет;71,55;10063;629;455;23,57;23,57;1521.00;77,2;285433;1366
5336;наличник 1.54.004;1.54.004;Нет;119,86;16863;1055;761;39,87;39,87;2548.00;129,5;477685;2286
5337;элемент 1.54.008;1.54.008;Нет;20,13;2836;177;129;6,86;6,86;428.00;21,7;80432;386
5338;элемент 1.54.006;1.54.006;Нет;24,65;3475;217;158;8,14;8,14;524.00;26,5;98577;469
5339;элемент 1.54.005;1.54.005;Нет;23,76;3347;208;151;8,14;8,14;505.00;25,6;94654;455
5340;элемент 1.54.007;1.54.007;Нет;19,47;2751;172;125;6,43;6,43;414.00;21,1;77979;375
5341;элемент 1.54.012;1.54.012;Нет;49,16;6929;432;313;16,29;16,29;1045.00;53;196174;939
5342;элемент 1.54.011;1.54.011;Нет;48,5;6822;427;309;16,29;16,29;1031.00;52,4;193232;926
5343;ствол 1.12.011;1.12.011;Нет;959,85;134986;8452;6093;316,87;316,87;20405.00;1037,9;3822950;18303
5861;карниз 1.50.205;1.50.205;Нет;65,43;9210;586;416;22,52;22,52;1391.00;70,7;260912;1249
5862;карниз 1.50.196 гибкий;1.50.196;Да;124,19;17482;1093;790;41,56;41,56;2640.00;134,2;495340;2369
5863;карниз 1.50.198 гибкий;1.50.198;Да;134,49;18932;1185;854;73,58;73,58;2859.00;145,3;536536;2566
5864;карниз 1.50.201 гибкий;1.50.201;Да;303,41;42680;2670;1926;101,3;101,3;6450.00;328;1208434;5784
5865;карниз 1.50.205 гибкий;1.50.205;Да;130,82;18420;1170;832;45,02;45,02;2781.00;141,4;521824;2496
5866;молдинг 1.51.345;1.51.345;Нет;84,01;11811;738;534;27,87;27,87;1786.00;90,7;334967;1603
5867;молдинг 1.51.357;1.51.357;Нет;50,57;7121;445;321;16,71;16,71;1075.00;54,6;201570;966
5868;молдинг 1.51.358;1.51.358;Нет;78,51;11043;702;499;26,57;26,57;1669.00;84,9;312898;1498
5869;молдинг 1.51.361;1.51.361;Нет;54,61;7696;480;347;18;18;1161.00;59;217754;1041
5870;молдинг 1.51.381;1.51.381;Нет;129,45;18206;1140;822;42,88;42,88;2752.00;139,9;515939;2470
5871;молдинг 1.51.345 гибкий;1.51.345;Да;167,98;23622;1477;1068;55,73;55,73;3571.00;181,5;669934;3203
5872;молдинг 1.51.357 гибкий;1.51.357;Да;101,09;14242;889;642;33,43;33,43;2149.00;109,2;403140;1929
5873;молдинг 1.51.358 гибкий;1.51.358;Да;157,02;22086;1402;998;53,16;53,16;3338.00;169,8;625796;2995
5874;молдинг 1.51.361 гибкий;1.51.361;Да;109,18;15392;960;694;36,01;36,01;2321.00;117,9;435508;2083
5875;молдинг 1.51.381 гибкий;1.51.381;Да;258,86;36412;2278;1644;85,75;85,75;5503.00;279,9;1031878;4937
5876;архитрав 1.26.001;1.26.001;Нет;137,69;19378;1212;875;45,44;45,44;2927.00;148,9;548798;2628
5877;архитрав 1.26.002;1.26.002;Нет;137,69;19378;1212;875;45,44;45,44;2927.00;148,9;548798;2628
5878;архитрав 1.26.003;1.26.003;Нет;140,98;19847;1241;896;46,73;46,73;2997.00;152,4;561550;2691
5879;розетка 1.56.036;1.56.036;Нет;250,72;35260;2207;1592;82,75;82,75;5330.00;271,1;999019;4783
5880;база 1.13.600;1.13.600;Нет;449,98;63272;3962;2857;148,78;148,78;9566.00;486,5;1792544;8580
5881;ниша 1.61.101;1.61.101;Нет;275,23;38692;2422;1748;90,9;90,9;5851.00;297,6;1096616;5250
5882;ниша 1.61.102;1.61.102;Нет;421,71;59307;3712;2678;139,36;139,36;8965.00;455,9;1679744;8041
5883;ниша с полкой 1.61.110;1.61.110;Нет;254,82;35836;2242;1618;84,47;84,47;5417.00;275,5;1015203;4858
5884;ниша с полкой 1.61.120;1.61.120;Нет;520,36;73185;4581;3304;171,94;171,94;11062.00;562,6;2072583;9923
5885;сандрик 1.63.001;1.63.001;Нет;142,34;20018;1252;905;47,15;47,15;3026.00;153,8;566945;2716
5886;сандрик 1.63.002;1.63.002;Нет;133,88;18824;1177;850;44,16;44,16;2846.00;144,7;533594;2552
5887;карниз 4.02.201;4.02.201;Нет;573,94;81688;4812;3644;215,71;215,71;12201.00;682,6;2285923;10562
5888;карниз 4.01.201;4.01.201;Нет;582,21;82860;4882;3696;218,99;218,99;12377.00;692,5;2319273;10714
5889;карниз 4.01.101;4.01.101;Нет;499;71008;4184;3168;187,88;187,88;10608.00;593,6;1987737;9184
5890;карниз 4.01.301;4.01.301;Нет;540,68;76955;4533;3432;203,43;203,43;11494.00;643,1;2153505;9950
5891;карниз 4.32.202;4.32.202;Нет;415,88;59199;3487;2640;156,36;156,36;8841.00;494,7;1656693;7653
5892;карниз 4.01.103;4.01.103;Нет;748,55;106522;6277;4752;281,61;281,61;15913.00;890,5;2981362;13773
5893;карниз 4.31.301;4.31.301;Нет;499;71008;4184;3168;187,88;187,88;10608.00;593,6;1987737;9184
5894;карниз 4.32.201;4.32.201;Нет;415,88;59199;3487;2640;156,36;156,36;8841.00;494,7;1656693;7653
5895;карниз 4.81.002;4.81.002;Нет;374,3;53272;3138;2377;140,81;140,81;7957.00;445,3;1490927;6888
5896;карниз 4.32.302;4.32.302;Нет;382,62;54466;3209;2429;144,08;144,08;8134.00;455,1;1524276;7041
5897;карниз 4.01.202;4.01.202;Нет;623,84;88786;5230;3961;234,54;234,54;13262.00;742;2485040;11482
5898;карниз 4.01.302;4.01.302;Нет;582,21;82860;4882;3696;218,99;218,99;12377.00;692,5;2319273;10714
5899;карниз 4.02.101;4.02.101;Нет;623,84;88786;5230;3961;234,54;234,54;13262.00;742;2485040;11482
5900;карниз 4.31.101;4.31.101;Нет;648,73;92326;5440;4119;243,96;243,96;13791.00;771,7;2584108;11938
5901;карниз 4.31.201;4.31.201;Нет;415,88;59199;3487;2640;156,36;156,36;8841.00;494,7;1656693;7653
5902;карниз 4.31.202;4.31.202;Нет;457,51;65103;3837;2904;171,91;171,91;9726.00;544,3;1822461;8419
5903;карниз 4.31.302;4.31.302;Нет;415,88;59199;3487;2640;156,36;156,36;8841.00;494,7;1656693;7653
5904;карниз 4.32.101;4.32.101;Нет;332,67;47346;2790;2113;125,25;125,25;7072.00;395,7;1325159;6121
5905;карниз 4.32.301;4.32.301;Нет;415,88;59199;3487;2640;156,36;156,36;8841.00;494,7;1656693;7653
5906;карниз 4.81.001;4.81.001;Нет;307,83;43807;2581;1954;115,84;115,84;6544.00;366,1;1226090;5664
5907;карниз 4.02.301;4.02.301;Нет;623,84;88786;5230;3961;234,54;234,54;13262.00;742;2485040;11482
5908;фриз 4.03.101;4.03.101;Нет;291,22;41441;2442;1849;109,7;109,7;6191.00;346,3;1159881;5360
5909;фриз 4.03.102;4.03.102;Нет;282,85;40269;2372;1796;106,42;106,42;6013.00;336,3;1126532;5206
5910;фриз 4.03.201;4.03.201;Нет;208,01;29610;1744;1321;78,18;78,18;4422.00;247,4;828837;3829
5911;фриз 4.03.202;4.03.202;Нет;232,94;33149;1953;1479;87,59;87,59;4952.00;277;927905;4289
5912;фриз 4.03.301;4.03.301;Нет;149,78;21318;1255;952;56,49;56,49;3184.00;178,1;596861;2758
5913;фриз 4.33.301;4.33.301;Нет;149,78;21318;1255;952;56,49;56,49;3184.00;178,1;596861;2758
5914;фриз 4.03.302;4.03.302;Нет;232,94;33149;1953;1479;87,59;87,59;4952.00;277;927905;4289
5915;фриз 4.33.101;4.33.101;Нет;249,55;35515;2092;1585;94,14;94,14;5305.00;296,9;994114;4594
5916;фриз 4.33.102;4.33.102;Нет;124,89;17779;1047;793;47,07;47,07;2655.00;148,6;497792;2298
5917;фриз 4.33.201;4.33.201;Нет;291,22;41441;2442;1849;109,7;109,7;6191.00;346,3;1159881;5360
5918;фриз 4.33.202;4.33.202;Нет;158,15;22512;1326;1004;59,76;59,76;3362.00;188,1;630211;2910
5919;архитрав 4.04.201;4.04.201;Нет;208,01;29610;1744;1321;78,18;78,18;4422.00;247,4;828837;3829
5920;архитрав 4.34.201;4.34.201;Нет;191,36;27244;1605;1215;72,04;72,04;4068.00;227,5;762138;3522
5921;архитрав 4.34.202;4.34.202;Нет;166,38;23684;1395;1057;62,63;62,63;3537.00;197,9;663070;3062
5922;архитрав 4.04.101;4.04.101;Нет;166,38;23684;1395;1057;62,63;62,63;3537.00;197,9;663070;3062
5923;архитрав 4.04.102;4.04.102;Нет;224,62;31976;1883;1427;84,73;84,73;4775.00;267,2;895046;4134
5924;архитрав 4.04.202;4.04.202;Нет;266,25;37902;2232;1691;100,28;100,28;5660.00;316,6;1060814;4901
5925;архитрав 4.04.301;4.04.301;Нет;158,15;22511;1326;1004;59,76;59,76;3362.00;188,1;630211;2910
5926;архитрав 4.04.302;4.04.302;Нет;266,25;37902;2232;1691;100,28;100,28;5660.00;316,6;1060814;4901
5927;архитрав 4.34.101;4.34.101;Нет;249,55;35515;2092;1585;94,14;94,14;5305.00;296,9;994114;4594
5928;архитрав 4.34.102;4.34.102;Нет;149,78;21318;1255;952;56,49;56,49;3184.00;178,1;596861;2758
5929;архитрав 4.34.301;4.34.301;Нет;208,01;29610;1744;1321;78,18;78,18;4422.00;247,4;828837;3829
5930;архитрав 4.34.302;4.34.302;Нет;149,78;21318;1255;952;56,49;56,49;3184.00;178,1;596861;2758
5931;балясина 4.71.101;4.71.101;Нет;124,89;17779;1047;793;47,07;47,07;2655.00;148,6;497792;2298
5932;балясина 4.71.201;4.71.201;Нет;108,19;15413;908;687;40,93;40,93;2300.00;128,7;431093;1991
5933;столб 4.75.101;4.75.101;Нет;415,88;59198;3487;2640;156,36;156,36;8841.00;494,7;1656693;7653
5934;столб 4.75.201;4.75.201;Нет;332,67;47346;2790;2113;125,25;125,25;7072.00;395,7;1325159;6121
5935;крышка (пирамида) 4.76.101;4.76.101;Нет;66,61;9487;558;424;25,38;25,38;1416.00;79,2;265326;1271
5936;крышка (пирамида) 4.76.201;4.76.201;Нет;37,63;5372;315;240;14,33;14,33;800.00;44,6;150074;694
5937;крышка столба (плоская) 4.73.101;4.73.101;Нет;54,28;7739;454;345;20,47;20,47;1154.00;64,5;216282;999
5938;крышка столба (плоская) 4.73.201;4.73.201;Нет;41,68;5948;349;266;15,96;15,96;886.00;49,7;166258;767
5939;крышка (шар) 4.77.101;4.77.101;Нет;66,61;9487;558;424;25,38;25,38;1416.00;79,2;265326;1226
5940;крышка (шар) 4.77.201;4.77.201;Нет;54,28;7739;454;345;20,47;20,47;1154.00;64,5;216282;999
5941;основание 4.74.101;4.74.101;Нет;706,96;100617;5928;4488;266,06;266,06;15029.00;841;2816084;13009
5942;основание 4.74.201;4.74.201;Нет;582,21;82860;4882;3696;218,99;218,99;12377.00;692,5;2319273;10714
5943;поручень 4.72.101;4.72.101;Нет;607,24;86420;5092;3855;228,4;228,4;12909.00;722,3;2418831;11173
5944;поручень 4.72.201;4.72.201;Нет;540,68;76955;4533;3432;203,43;203,43;11494.00;643,1;2153505;9950
5945;наличник 4.84.001;4.84.001;Нет;208,01;29610;1744;1321;78,18;78,18;4422.00;247,4;828837;3829
5946;наличник 4.84.002;4.84.002;Нет;179,46;25538;1505;1140;67,54;67,54;3815.00;213,3;715056;3302
5947;наличник 4.84.003;4.84.003;Нет;138,39;19698;1160;879;51,98;51,98;2942.00;164,6;551251;2548
5948;наличник 4.84.051;4.84.051;Нет;216,29;30782;1814;1373;81,45;81,45;4598.00;257,3;861697;3982
5949;наличник 4.84.052;4.84.052;Нет;171,27;24387;1436;1088;64,67;64,67;3641.00;203,8;682197;3153
5950;наличник 4.84.053;4.84.053;Нет;130,72;18610;1096;831;49,12;49,12;2779.00;155,5;520844;2406
5951;арочное обрамление 4.87.031;4.87.031;Нет;191,36;27244;1605;1215;72,04;72,04;4068.00;227,5;762138;3522
5952;арочное обрамление 4.87.032;4.87.032;Нет;153,96;21915;1291;978;58,12;58,12;3273.00;183,2;613536;2834
5953;арочное обрамление 4.87.033;4.87.033;Нет;99,87;14219;837;635;37,66;37,66;2123.00;118,8;397744;1838
5954;замковый камень 4.85.001;4.85.001;Нет;56,73;8080;475;361;21,28;21,28;1206.00;67,3;226091;1047
5955;замковый камень 4.85.002;4.85.002;Нет;49,96;7120;419;318;18,83;18,83;1062.00;59,4;199117;919
5956;замковый камень 4.85.003;4.85.003;Нет;49,96;7120;419;318;18,83;18,83;1062.00;59,4;199117;919
5957;подоконный элемент 4.82.001;4.82.001;Нет;249,55;35515;2092;1585;94,14;94,14;5305.00;296,9;994114;4594
5958;подоконный элемент 4.82.002;4.82.002;Нет;166,38;23684;1395;1057;62,63;62,63;3537.00;197,9;663070;3062
5959;подоконный элемент 4.82.003;4.82.003;Нет;166,38;23684;1395;1057;62,63;62,63;3537.00;197,9;663070;3062
5960;подоконный элемент 4.82.101;4.82.101;Нет;120,7;17182;1012;767;45,43;45,43;2566.00;143,5;481118;2222
5961;подоконный элемент 4.82.201;4.82.201;Нет;124,89;17779;1047;793;47,07;47,07;2655.00;148,6;497792;2298
5962;подоконный элемент 4.82.202;4.82.202;Нет;124,89;17779;1047;793;47,07;47,07;2655.00;148,6;497792;2298
5963;подоконный элемент 4.82.301;4.82.301;Нет;124,89;17779;1047;793;47,07;47,07;2655.00;148,6;497792;2298
5964;подоконный элемент 4.82.302;4.82.302;Нет;124,89;17779;1047;793;47,07;47,07;2655.00;148,6;497792;2298
5965;кронштейн-пьедестал 4.83.101;4.83.101;Нет;133,08;18952;1115;846;50,35;50,35;2829.00;158,3;530161;2450
5966;кронштейн-пьедестал 4.83.102;4.83.102;Нет;81,24;11576;681;516;30,7;30,7;1727.00;96,6;323688;1496
5967;кронштейн-пьедестал 4.83.201;4.83.201;Нет;91,59;13047;768;583;34,38;34,38;1947.00;108,9;364885;1686
5968;кронштейн-пьедестал 4.83.202;4.83.202;Нет;93,75;13345;787;596;35,2;35,2;1993.00;111,5;373712;1728
5969;кронштейн-пьедестал 4.83.301;4.83.301;Нет;83,21;11853;697;529;31,52;31,52;1769.00;98,9;331534;1531
5970;кронштейн-пьедестал 4.83.302;4.83.302;Нет;74,89;10659;628;477;28,24;28,24;1592.00;89,1;298675;1379
5971;руст 4.86.003;4.86.003;Нет;54,28;7739;454;345;20,47;20,47;1154.00;64,5;216282;999
5972;руст 4.86.004;4.86.004;Нет;33,35;4754;279;212;12,69;12,69;709.00;39,7;132909;614
5973;руст 4.86.005;4.86.005;Нет;54,28;7739;454;345;20,47;20,47;1154.00;64,5;216282;999
5974;руст 4.86.001;4.86.001;Нет;91,59;13047;768;583;34,38;34,38;1947.00;108,9;364885;1686
5975;руст 4.86.002;4.86.002;Нет;58,28;8314;488;371;22,1;22,1;1239.00;69,4;232467;1075
5982;угловой элемент 1.52.361;1.52.361;Нет;43,42;6119;381;277;14,57;14,57;923.00;46,8;173124;827
5983;база 4.17.302;4.17.302;Нет;116,47;16585;977;740;43,8;43,8;2476.00;138,6;463953;2147
5984;база 4.53.201;4.53.201;Нет;43,84;6246;367;279;16,78;16,78;932.00;52;175086;809
5985;база 4.53.301;4.53.301;Нет;31,33;4477;263;200;11,87;11,87;666.00;37,2;125061;577
5986;база 4.17.101;4.17.101;Нет;116,47;16585;977;740;43,8;43,8;2476.00;138,6;463953;2147
5987;база 4.17.201;4.17.201;Нет;116,47;16585;977;740;43,8;43,8;2476.00;138,6;463953;2147
5988;база 4.17.202;4.17.202;Нет;83,21;11853;697;529;31,52;31,52;1769.00;98,9;331534;1531
5989;база 4.17.301;4.17.301;Нет;91,59;13047;768;583;34,38;34,38;1947.00;108,9;364885;1686
5990;база 4.23.101;4.23.101;Нет;87,49;12471;734;556;33,16;33,16;1860.00;104,1;348700;1611
5991;база 4.23.201;4.23.201;Нет;87,49;12471;734;556;33,16;33,16;1860.00;104,1;348700;1611
5992;база 4.23.301;4.23.301;Нет;87,49;12471;734;556;33,16;33,16;1860.00;104,1;348700;1611
5993;база 4.43.101;4.43.101;Нет;104,38;14859;875;663;39,29;39,29;2219.00;124,2;415890;1921
5994;база 4.43.201;4.43.201;Нет;96,2;13708;806;611;36,43;36,43;2045.00;114,4;383522;1772
5995;база 4.43.202;4.43.202;Нет;109,89;15647;921;698;41,34;41,34;2336.00;130,7;437959;2023
5996;база 4.43.301;4.43.301;Нет;109,89;15647;921;698;41,34;41,34;2336.00;130,7;437959;2023
5997;база 4.43.302;4.43.302;Нет;109,89;15647;921;698;41,34;41,34;2336.00;130,7;437959;2023
5998;база 4.47.101;4.47.101;Нет;47,51;6779;398;302;18,01;18,01;1010.00;56,6;189308;875
5999;база 4.47.201;4.47.201;Нет;43,84;6246;367;279;16,78;16,78;932.00;52;175086;809
6000;база 4.47.202;4.47.202;Нет;49,96;7120;419;318;18,83;18,83;1062.00;59,4;199117;919
6001;база 4.47.301;4.47.301;Нет;49,96;7120;419;318;18,83;18,83;1062.00;59,4;199117;919
6002;база 4.47.302;4.47.302;Нет;49,96;7120;419;318;18,83;18,83;1062.00;59,4;199117;919
