IE_XML_ID;IE_NAME;IP_PROP142;IP_PROP157;IP_PROP252;IP_PROP253;IP_PROP254;IP_PROP255;IP_PROP257;IP_PROP258;CV_PRICE_1;IP_PROP565;IP_PROP600;IP_PROP670
5005;карниз 1.50.255 гибкий;1.50.255;Да;217,98;30656;1919;1386;72,72;72,72;4634.00;235,6;869052;4159
5006;карниз 1.50.256 гибкий;1.50.256;Да;250,44;35218;2205;1592;83,99;83,99;5324.00;270,7;998528;4776
5007;карниз 1.50.257 гибкий;1.50.257;Да;89,42;12578;787;570;30,29;30,29;1901.00;96,6;357038;1708
5008;карниз 1.50.258 гибкий;1.50.258;Да;82,32;11598;725;526;27,68;27,68;1750.00;88,9;328592;1571
5009;карниз 1.50.259 гибкий;1.50.259;Да;117,74;16586;1037;750;39,82;39,82;2503.00;127,3;469838;2246
5010;карниз 1.50.260 гибкий;1.50.260;Да;303,97;42764;2675;1932;101,3;101,3;6462.00;328,6;1211376;5797
5011;карниз 1.50.261 гибкий;1.50.261;Да;205;24346;1890;1304;72,42;72,42;3674.00;221,5;710492;3080
5012;карниз 1.50.262 гибкий;1.50.262;Да;252,93;35602;2225;1608;84,86;84,86;5377.00;273,4;1008336;4823
5013;карниз 1.50.264 гибкий;1.50.264;Да;309,95;43618;2729;1970;103,9;103,9;6589.00;335,1;1234918;5909
5014;карниз 1.50.265 гибкий;1.50.265;Да;130,82;18420;1170;832;45,02;45,02;2781.00;141,4;521824;2496
5015;карниз 1.50.266 гибкий;1.50.266;Да;117,74;16586;1053;750;40,69;40,69;2503.00;127,3;469838;2246
5016;карниз 1.50.267 гибкий;1.50.267;Да;253,87;35730;2235;1614;;;5397.00;274,6;1012260;4841
5017;карниз 1.50.268 гибкий;1.50.268;Да;261,17;36752;2298;1660;87,46;87,46;5552.00;282,2;1040704;4980
5018;карниз 1.50.269 гибкий;1.50.269;Да;275,33;38756;2422;1750;;;5853.00;297,6;1097596;5250
5019;карниз 1.50.270 гибкий;1.50.270;Да;296,26;41698;2608;1882;98,7;98,7;6298.00;320,2;1179990;5650
5020;молдинг 1.51.311;1.51.311;Нет;85,05;11981;750;541;28,29;28,29;1808.00;91,9;338892;1623
5021;молдинг 1.51.314;1.51.314;Нет;51,7;7270;455;329;17,15;17,15;1099.00;55,9;205983;986
5022;молдинг 1.51.327;1.51.327;Нет;70,47;9913;620;448;23,57;23,57;1498.00;76,1;281020;1343
5023;молдинг 1.51.301;1.51.301;Нет;44,36;5181;394;283;15,34;15,34;782.00;52,7;153954;847
5024;молдинг 1.51.305;1.51.305;Нет;42,52;5991;374;271;14,14;14,14;904.00;45,9;169691;811
5025;молдинг 1.51.321;1.51.321;Нет;40,13;5650;352;255;12,33;12,33;853.00;43,3;159882;765
5026;молдинг 1.51.400;1.51.400;Нет;42,71;6012;375;272;13,35;13,35;908.00;52,3;170181;815
5027;молдинг 1.51.302;1.51.302;Нет;51,09;6311;457;325;17,48;17,48;954.00;55,3;179009;976
5028;молдинг 1.51.303;1.51.303;Нет;55,37;7803;486;353;17,9;17,9;1177.00;59,8;220697;1057
5029;молдинг 1.51.304;1.51.304;Нет;52,36;7376;463;333;17,06;17,06;1113.00;56,6;208926;999
5030;молдинг 1.51.306;1.51.306;Нет;43,7;6140;384;278;14,57;14,57;929.00;47,2;174105;834
5031;молдинг 1.51.307;1.51.307;Нет;82,65;11619;727;525;26,63;26,63;1757.00;89,3;329573;1576
5032;молдинг 1.51.324;1.51.324;Нет;40,13;5650;352;255;13,29;13,29;853.00;43,3;159882;765
5033;молдинг 1.51.352;1.51.352;Нет;49,53;6971;434;315;16,29;16,29;1053.00;53,4;197645;946
5034;молдинг 1.51.325;1.51.325;Нет;87,96;12386;773;559;29,15;29,15;1870.00;95;350663;1678
5035;молдинг 1.51.312;1.51.312;Нет;48,69;6865;428;310;16,29;16,29;1035.00;52,7;194212;930
5036;молдинг 1.51.332;1.51.332;Нет;51,37;7227;451;327;21,86;21,86;1092.00;55,4;205003;979
5037;молдинг 1.51.350;1.51.350;Нет;88,62;12471;780;563;29,58;29,58;1884.00;95,8;353114;1692
5038;молдинг 1.51.326;1.51.326;Нет;50,99;7163;449;325;17,15;17,15;1084.00;55,1;203531;972
5039;молдинг 1.51.308;1.51.308;Нет;48,69;6865;428;310;15,34;15,34;1035.00;52,7;194212;930
5040;молдинг 1.51.309;1.51.309;Нет;54,52;7675;479;347;23,15;23,15;1159.00;58,8;217264;1041
5041;молдинг 1.51.310;1.51.310;Нет;82,65;11619;727;525;26,63;26,63;1757.00;89,3;329573;1576
5042;молдинг 1.51.313;1.51.313;Нет;51,7;7270;455;329;17,15;17,15;1099.00;55,9;205983;986
5043;молдинг 1.51.315;1.51.315;Нет;53,48;7526;471;341;18;18;1137.00;57,7;213339;1021
5044;молдинг 1.51.316;1.51.316;Нет;49,53;6971;434;315;16,29;16,29;1053.00;53,4;197645;946
5045;молдинг 1.51.317;1.51.317;Нет;78,23;11001;687;497;25,39;25,39;1663.00;84,5;311918;1495
5046;молдинг 1.51.318;1.51.318;Нет;55,37;7803;486;353;18,43;18,43;1177.00;59,8;220697;1057
5047;молдинг 1.51.319;1.51.319;Нет;89,42;12578;787;569;29,58;29,58;1901.00;96,6;356547;1708
5048;молдинг 1.51.320;1.51.320;Нет;85,05;11981;750;541;28,29;28,29;1808.00;91,9;338892;1623
5049;молдинг 1.51.322;1.51.322;Нет;40,88;5756;361;261;12,92;12,92;869.00;44,1;162825;782
5050;молдинг 1.51.328;1.51.328;Нет;50,99;7163;449;325;17,15;17,15;1084.00;55,1;203531;972
5051;молдинг 1.51.330;1.51.330;Нет;53,72;7568;473;342;18;18;1142.00;58;214321;1025
5053;молдинг 1.51.340;1.51.340;Нет;50,38;7099;443;320;16,71;16,71;1071.00;54,5;201078;963
5054;молдинг 1.51.341;1.51.341;Нет;55,46;7803;488;353;23,57;23,57;1179.00;59,9;221187;1057
5055;молдинг 1.51.342;1.51.342;Нет;53,44;7526;471;340;23,57;23,57;1136.00;57,7;212849;1019
5056;молдинг 1.51.343;1.51.343;Нет;52,36;7376;460;333;21,86;21,86;1113.00;56,6;208926;999
5057;молдинг 1.51.344;1.51.344;Нет;53,44;7526;471;340;23,57;23,57;1136.00;57,7;212849;1019
5058;молдинг 1.51.351;1.51.351;Нет;52,36;7376;460;333;17,57;17,57;1113.00;56,6;208926;999
5059;молдинг 1.51.380;1.51.380;Нет;117,46;16522;1033;746;39,01;39,01;2497.00;126,9;467876;2240
5060;молдинг 1.51.401;1.51.401;Нет;40,22;5671;353;256;12,33;12,33;855.00;43,4;160373;769
5061;молдинг 1.51.323;1.51.323;Нет;41,58;5863;364;265;13,31;13,31;884.00;44,9;165768;795
5062;молдинг 1.51.339;1.51.339;Нет;52,36;7376;460;333;22,3;22,3;1113.00;56,6;208926;999
5063;молдинг 1.51.331;1.51.331;Нет;54,52;7675;479;347;21,01;21,01;1159.00;58,8;217264;1041
5064;молдинг 1.51.336;1.51.336;Нет;51,37;7227;451;327;21,86;21,86;1092.00;55,4;205003;979
5065;молдинг 1.51.334;1.51.334;Нет;49,58;6971;436;315;16,71;16,71;1054.00;53,6;197645;946
5066;молдинг 1.51.335;1.51.335;Нет;54,61;7696;480;347;18;18;1161.00;59;217754;1041
5067;молдинг 1.51.337;1.51.337;Нет;53,44;7526;471;340;25,71;25,71;1136.00;57,7;212849;1019
5068;молдинг 1.51.348;1.51.348;Нет;51,7;7270;455;329;17,15;17,15;1099.00;55,9;205983;986
5069;молдинг 1.51.349;1.51.349;Нет;85,05;11981;762;541;28,73;28,73;1808.00;91,9;338892;1623
5070;молдинг 1.51.329;1.51.329;Нет;42,38;5969;373;270;14,14;14,14;901.00;45,8;169201;809
5071;молдинг 1.51.347;1.51.347;Нет;81,14;11427;714;516;26,6;26,6;1725.00;87,8;323198;1547
5072;молдинг 1.51.355;1.51.355;Нет;84,01;11811;738;534;27,06;27,06;1786.00;90,7;334967;1603
5073;молдинг 1.51.354;1.51.354;Нет;53,53;7526;472;341;18;18;1138.00;57,9;213339;1021
5074;молдинг 1.51.311 гибкий;1.51.311;Да;170,1;23962;1500;1082;56,59;56,59;3616.00;184;677784;3245
5075;молдинг 1.51.314 гибкий;1.51.314;Да;103,35;14540;910;658;34,29;34,29;2197.00;111,7;411966;1971
5076;молдинг 1.51.327 гибкий;1.51.327;Да;140,84;19826;1239;896;47,14;47,14;2994.00;152,2;562040;2687
5077;молдинг 1.51.301 гибкий;1.51.301;Да;88,67;10362;789;566;30,7;30,7;1564.00;95,8;307908;1692
5078;молдинг 1.51.305 гибкий;1.51.305;Да;85;11982;748;542;28,28;28,28;1807.00;91,9;339382;1623
5079;молдинг 1.51.321 гибкий;1.51.321;Да;80,16;11300;704;510;24,65;24,65;1704.00;86,5;319764;1531
5080;молдинг 1.51.400 гибкий;1.51.400;Да;85,38;12024;751;544;26,7;26,7;1815.00;92,2;340362;1629
5081;молдинг 1.51.302 гибкий;1.51.302;Да;102,17;12622;914;650;34,96;34,96;1908.00;110,4;358018;1948
5082;молдинг 1.51.303 гибкий;1.51.303;Да;110,69;15606;973;706;35,79;35,79;2353.00;119,6;441394;2112
5083;молдинг 1.51.304 гибкий;1.51.304;Да;104,66;14752;928;666;34,12;34,12;2225.00;113,1;417852;1998
5084;молдинг 1.51.306 гибкий;1.51.306;Да;87,26;12280;767;556;29,14;29,14;1855.00;94,3;348210;1665
5085;молдинг 1.51.307 гибкий;1.51.307;Да;165,25;23238;1453;1050;53,28;53,28;3513.00;178,5;659146;3151
5086;молдинг 1.51.324 гибкий;1.51.324;Да;80,16;11300;704;510;26,56;26,56;1704.00;86,5;319764;1531
5087;молдинг 1.51.352 гибкий;1.51.352;Да;98,97;13942;870;630;32,57;32,57;2104.00;106,9;395290;1889
5088;молдинг 1.51.325 гибкий;1.51.325;Да;175,93;24772;1549;1118;58,31;58,31;3740.00;190,2;701326;3357
5089;молдинг 1.51.312 гибкий;1.51.312;Да;97,37;13730;857;620;32,57;32,57;2070.00;105,2;388424;1859
5090;молдинг 1.51.332 гибкий;1.51.332;Да;102,64;14454;904;654;43,74;43,74;2182.00;110,9;410006;1958
5091;молдинг 1.51.350 гибкий;1.51.350;Да;177,25;24942;1560;1126;59,17;59,17;3768.00;191,5;706228;3380
5092;молдинг 1.51.326 гибкий;1.51.326;Да;101,94;14326;897;650;34,29;34,29;2167.00;110,1;407062;1944
5093;молдинг 1.51.308 гибкий;1.51.308;Да;97,37;13730;857;620;30,7;30,7;2070.00;105,2;388424;1859
5094;молдинг 1.51.309 гибкий;1.51.309;Да;108,9;15350;957;694;46,28;46,28;2315.00;117,7;434528;2079
5095;молдинг 1.51.310 гибкий;1.51.310;Да;165,25;23238;1453;1050;53,28;53,28;3513.00;178,5;659146;3151
5096;молдинг 1.51.313 гибкий;1.51.313;Да;103,35;14540;910;657;34,29;34,29;2197.00;111,7;411966;1971
5097;молдинг 1.51.315 гибкий;1.51.315;Да;106,92;15052;941;682;36,01;36,01;2273.00;115,6;426678;2040
5098;молдинг 1.51.316 гибкий;1.51.316;Да;98,97;13942;870;630;32,57;32,57;2104.00;106,9;395290;1889
5099;молдинг 1.51.317 гибкий;1.51.317;Да;156,41;22002;1376;994;50,77;50,77;3325.00;169;623836;2983
5100;молдинг 1.51.318 гибкий;1.51.318;Да;110,69;15606;973;706;36,87;36,87;2353.00;119,6;441394;2112
5101;молдинг 1.51.319 гибкий;1.51.319;Да;178,8;25156;1574;1138;59,17;59,17;3801.00;193,2;713094;3410
5102;молдинг 1.51.320 гибкий;1.51.320;Да;170,1;23962;1500;1082;56,59;56,59;3616.00;184;677784;3245
5103;молдинг 1.51.322 гибкий;1.51.322;Да;81,71;11512;726;522;25,85;25,85;1737.00;88,1;325650;1560
5104;молдинг 1.51.328 гибкий;1.51.328;Да;101,94;14326;897;650;34,29;34,29;2167.00;110,1;407062;1944
5105;молдинг 1.51.330 гибкий;1.51.330;Да;107,39;15136;945;684;36,01;36,01;2283.00;116,1;428642;2050
5107;молдинг 1.51.340 гибкий;1.51.340;Да;100,76;14198;887;640;33,43;33,43;2142.00;108,8;402156;1922
5108;молдинг 1.51.341 гибкий;1.51.341;Да;110,87;15606;974;706;47,14;47,14;2357.00;119,7;442374;2116
5109;молдинг 1.51.342 гибкий;1.51.342;Да;106,83;15052;940;680;47,14;47,14;2271.00;115,4;425698;2036
5110;молдинг 1.51.343 гибкий;1.51.343;Да;104,66;14752;921;666;43,74;43,74;2225.00;113,1;417852;1998
5111;молдинг 1.51.344 гибкий;1.51.344;Да;106,83;15052;940;680;47,14;47,14;2271.00;115,4;425698;2036
5112;молдинг 1.51.351 гибкий;1.51.351;Да;104,66;14752;921;666;35,15;35,15;2225.00;113,1;417852;1998
5113;молдинг 1.51.380 гибкий;1.51.380;Да;234,87;33044;2067;1492;78,03;78,03;4993.00;253,9;935752;4481
5114;молдинг 1.51.401 гибкий;1.51.401;Да;80,34;11342;707;512;24,65;24,65;1708.00;86,8;320746;1533
5115;молдинг 1.51.323 гибкий;1.51.323;Да;83,12;11726;731;530;26,62;26,62;1767.00;89,7;331536;1587
5116;молдинг 1.51.339 гибкий;1.51.339;Да;104,66;14752;921;666;44,6;44,6;2225.00;113,1;417852;1998
5117;молдинг 1.51.331 гибкий;1.51.331;Да;108,9;15350;957;694;42,02;42,02;2315.00;117,7;434528;2079
5118;молдинг 1.51.336 гибкий;1.51.336;Да;102,64;14454;904;654;43,74;43,74;2182.00;110,9;410006;1958
5119;молдинг 1.51.334 гибкий;1.51.334;Да;99,07;13942;871;630;33,43;33,43;2106.00;107;395290;1889
5120;молдинг 1.51.335 гибкий;1.51.335;Да;109,18;15392;960;694;36,01;36,01;2321.00;117,9;435508;2083
5121;молдинг 1.51.337 гибкий;1.51.337;Да;106,83;15052;940;680;51,44;51,44;2271.00;115,4;425698;2036
5122;молдинг 1.51.348 гибкий;1.51.348;Да;103,35;14540;910;658;34,29;34,29;2197.00;111,7;411966;1971
5123;молдинг 1.51.349 гибкий;1.51.349;Да;170,1;23962;1526;1082;57,45;57,45;3616.00;184;677784;3245
5124;молдинг 1.51.329 гибкий;1.51.329;Да;84,67;11938;744;540;28,28;28,28;1800.00;91,4;338402;1616
5125;молдинг 1.51.347 гибкий;1.51.347;Да;162,24;22854;1428;1032;53,19;53,19;3449.00;175,4;646396;3095
5126;молдинг 1.51.355 гибкий;1.51.355;Да;167,98;23622;1477;1068;54,11;54,11;3571.00;181,5;669934;3203
5127;молдинг 1.51.354 гибкий;1.51.354;Да;107,02;15052;943;682;36,01;36,01;2275.00;115,7;426678;2043
5128;плинтус 1.53.102;1.53.102;Нет;93,66;13175;824;595;31,3;31,3;1991.00;101,3;373222;1788
5129;плинтус 1.53.103;1.53.103;Нет;85,05;11981;756;541;28,73;28,73;1808.00;91,9;338892;1623
5130;плинтус 1.53.104;1.53.104;Нет;87,4;12301;768;556;29,15;29,15;1858.00;94,4;348210;1669
5131;плинтус 1.53.105;1.53.105;Нет;96,38;13559;847;613;32,16;32,16;2049.00;104,1;384012;1839
5132;плинтус 1.53.106;1.53.106;Нет;78,37;11022;688;498;26,15;26,15;1666.00;84,6;312408;1495
5133;плинтус 1.53.107;1.53.107;Нет;75,31;10595;662;479;24,85;24,85;1601.00;81,4;300147;1439
5134;плинтус 1.53.109;1.53.109;Нет;84,3;11853;742;535;27,87;27,87;1792.00;91,1;335949;1609
5135;плинтус 1.53.101;1.53.101;Нет;90,65;12749;796;576;30,01;30,01;1927.00;97,9;361452;1728
5136;плинтус 1.53.102 гибкий;1.53.102;Да;187,27;26350;1648;1190;62,61;62,61;3981.00;202,4;746444;3571
5137;плинтус 1.53.103 гибкий;1.53.103;Да;170,1;23962;1508;1082;57,45;57,45;3616.00;184;677784;3245
5138;плинтус 1.53.104 гибкий;1.53.104;Да;174,75;24602;1539;1112;58,31;58,31;3715.00;188,9;696420;3334
5139;плинтус 1.53.105 гибкий;1.53.105;Да;192,72;27118;1695;1226;64,31;64,31;4097.00;208,3;768024;3676
5140;плинтус 1.53.106 гибкий;1.53.106;Да;156,69;22044;1378;996;52,3;52,3;3331.00;169,3;624816;2989
5141;плинтус 1.53.107 гибкий;1.53.107;Да;150,58;21190;1325;958;49,72;49,72;3201.00;162,8;600294;2871
5142;плинтус 1.53.109 гибкий;1.53.109;Да;168,59;23706;1483;1070;55,73;55,73;3584.00;182,3;671898;3216
5143;плинтус 1.53.101 гибкий;1.53.101;Да;181,2;25498;1594;1152;60,03;60,03;3852.00;195,8;722904;3455
5144;угловой элемент 1.52.326;1.52.326;Нет;44,78;6289;392;285;15;15;952.00;48,2;178519;854
5145;угловой элемент 1.52.301;1.52.301;Нет;38,34;5394;339;244;12,85;12,85;815.00;41,3;153016;733
5146;угловой элемент 1.52.302;1.52.302;Нет;39,28;5543;346;250;13,29;13,29;835.00;42,5;156449;752
5147;угловой элемент 1.52.290;1.52.290;Нет;41,58;5863;364;265;13,71;13,71;884.00;44,9;165768;795
5148;угловой элемент 1.52.293;1.52.293;Нет;41,58;5863;364;265;13,71;13,71;884.00;44,9;165768;795
5149;угловой элемент 1.52.292;1.52.292;Нет;42,52;5991;374;271;14,14;14,14;904.00;45,9;169691;811
5150;угловой элемент 1.52.288;1.52.288;Нет;43,42;6119;381;277;14,57;14,57;923.00;46,8;173124;827
5151;угловой элемент 1.52.294;1.52.294;Нет;43,42;6119;381;277;14,57;14,57;923.00;46,8;173124;827
5152;угловой элемент 1.52.291;1.52.291;Нет;39,61;5586;348;252;13,29;13,29;842.00;42,8;157920;755
5153;угловой элемент 1.52.295;1.52.295;Нет;39,61;5586;348;252;13,29;13,29;842.00;42,8;157920;755
5154;угловой элемент 1.52.328;1.52.328;Нет;39,61;5586;348;252;13,29;13,29;842.00;42,8;157920;755
5155;угловой элемент 1.52.400;1.52.400;Нет;41,77;5884;367;266;14,14;14,14;888.00;45,1;166748;798
5156;угловой элемент 1.52.289;1.52.289;Нет;38,43;5415;338;244;12,85;12,85;817.00;41,5;153507;733
5157;угловой элемент 1.52.296;1.52.296;Нет;47,56;6694;417;303;15,86;15,86;1011.00;51,4;189799;910
5158;угловой элемент 1.52.297;1.52.297;Нет;38,81;5458;340;248;12,85;12,85;825.00;41,9;154977;742
5159;угловой элемент 1.52.298;1.52.298;Нет;38,81;5458;340;248;12,85;12,85;825.00;41,9;154977;742
5160;угловой элемент 1.52.300;1.52.300;Нет;39,61;5586;348;252;13,29;13,29;842.00;42,8;157920;755
5161;угловой элемент 1.52.303;1.52.303;Нет;39,61;5586;348;252;13,29;13,29;842.00;42,8;157920;755
5162;угловой элемент 1.52.308;1.52.308;Нет;37,96;5351;336;241;12,85;12,85;807.00;41;151544;726
5163;угловой элемент 1.52.312;1.52.312;Нет;38,34;5394;336;244;12,85;12,85;815.00;41,3;153016;733
5164;угловой элемент 1.52.313;1.52.313;Нет;81,99;11533;720;522;27,01;27,01;1743.00;88,5;326631;1564
5165;угловой элемент 1.52.314;1.52.314;Нет;47,56;6694;417;303;15,86;15,86;1011.00;51,4;189799;910
5166;угловой элемент 1.52.318;1.52.318;Нет;40,6;5714;357;258;13,71;13,71;863.00;43,8;161843;775
5167;кронштейн 1.19.001;1.19.001;Нет;110,64;15563;973;703;36,87;36,87;2352.00;119,6;440902;2112
5168;кронштейн 1.19.137;1.19.137;Нет;16,37;2303;144;104;5,57;5,57;348.00;17,7;65228;315
5169;кронштейн 1.19.002;1.19.002;Нет;82,84;11661;728;527;27,43;27,43;1761.00;89,4;330064;1580
5170;кронштейн 1.19.005;1.19.005;Нет;91,49;12876;806;582;30,44;30,44;1945.00;98,9;364395;1744
5171;кронштейн 1.19.003;1.19.003;Нет;83,07;11683;731;528;27,43;27,43;1766.00;89,7;331044;1583
5172;кронштейн 1.19.004;1.19.004;Нет;83,12;11683;732;528;27,43;27,43;1767.00;89,8;331044;1587
5174;розетка 1.56.017;1.56.017;Нет;116,75;16415;1026;742;38,59;38,59;2482.00;126,1;465423;2228
5175;розетка 1.56.001;1.56.001;Нет;158,9;22363;1399;1010;52,74;52,74;3378.00;171,9;633153;3032
5176;розетка 1.56.002;1.56.002;Нет;112,99;15904;993;718;37,29;37,29;2402.00;122,1;450221;2155
5177;розетка 1.56.004;1.56.004;Нет;92,15;12962;811;586;30,44;30,44;1959.00;99,6;367336;1757
5178;розетка 1.56.007;1.56.007;Нет;95,54;13452;841;607;31,73;31,73;2031.00;103,2;380579;1823
5179;розетка 1.56.013;1.56.013;Нет;63,08;8506;555;402;21,01;21,01;1285.00;68,1;240804;1205
5180;розетка 1.56.014;1.56.014;Нет;65,76;9252;578;418;21,86;21,86;1398.00;71;262383;1254
5181;розетка 1.56.015;1.56.015;Нет;124,19;17460;1093;789;41,16;41,16;2640.00;134,2;494851;2369
5182;розетка 1.56.016;1.56.016;Нет;112,99;15904;993;718;37,29;37,29;2402.00;122,1;450221;2155
5183;розетка 1.56.018;1.56.018;Нет;220,9;31061;1944;1403;72,89;72,89;4696.00;238,8;879842;4215
5184;розетка 1.56.019;1.56.019;Нет;120,61;16970;1061;767;39,87;39,87;2564.00;130,3;480627;2300
5185;розетка 1.56.020;1.56.020;Нет;120,61;16586;1061;767;39,87;39,87;2509.00;130,3;470328;2300
5186;розетка 1.56.022;1.56.022;Нет;112,99;15904;993;718;37,29;37,29;2402.00;122,1;450221;2155
5187;розетка 1.56.023;1.56.023;Нет;154,86;21787;1362;984;51,45;51,45;3292.00;167,3;616969;2953
5188;розетка 1.56.024;1.56.024;Нет;116,75;16415;1026;742;38,59;38,59;2482.00;126,1;465423;2228
5189;розетка 1.56.025;1.56.025;Нет;290,9;40909;2560;1847;96,05;96,05;6184.00;314,5;1158901;5547
5190;розетка 1.56.005;1.56.005;Нет;154,67;21766;1361;983;66,47;66,47;3288.00;167,2;616479;2950
5191;розетка 1.56.010;1.56.010;Нет;38,43;5415;338;244;12,85;12,85;817.00;41,5;153507;733
5192;розетка 1.56.028;1.56.028;Нет;215,77;30357;1900;1370;71,17;71,17;4587.00;233,2;859734;4116
5193;розетка 1.56.029;1.56.029;Нет;158,9;22363;1399;1010;52,74;52,74;3378.00;171,9;633153;3032
5194;розетка 1.56.030;1.56.030;Нет;67,69;9530;595;431;22,71;22,71;1439.00;73,1;269739;1291
5195;розетка 1.56.003;1.56.003;Нет;120,61;16970;1061;767;39,87;39,87;2564.00;130,3;480627;2300
5196;розетка 1.56.031;1.56.031;Нет;154,86;21787;1362;984;51,45;51,45;3292.00;167,3;616969;2953
5197;розетка 1.56.021;1.56.021;Нет;124,19;17460;1093;789;41,16;41,16;2640.00;134,2;494851;2369
5198;розетка 1.56.026;1.56.026;Нет;210,55;29611;1854;1337;69,89;69,89;4476.00;227,6;838646;4018
5199;розетка 1.56.006;1.56.006;Нет;64,4;9061;566;409;21,44;21,44;1369.00;69,6;256499;1229
5200;розетка 1.56.009;1.56.009;Нет;65,76;7909;582;418;21,86;21,86;1195.00;71;228159;1254
5201;розетка 1.56.032;1.56.032;Нет;67,03;9444;589;426;22,3;22,3;1425.00;72,4;267288;1281
5202;розетка 1.56.011;1.56.011;Нет;37,96;5351;333;241;12,85;12,85;807.00;41;151544;726
5203;розетка 1.56.037;1.56.037;Нет;65,81;9252;580;419;21,86;21,86;1399.00;71,1;262383;1254
5204;розетка 1.56.034;1.56.034;Нет;116,8;16437;1027;742;38,59;38,59;2483.00;126,2;465423;2228
5205;розетка 1.56.033;1.56.033;Нет;112,99;15904;993;718;37,29;37,29;2402.00;122,1;450221;2155
5206;розетка 1.56.038;1.56.038;Нет;69,67;9807;612;442;28,73;28,73;1481.00;75,3;277587;1330
5207;розетка 1.56.012;1.56.012;Нет;120,61;16970;1061;767;39,87;39,87;2564.00;130,3;480627;2300
5208;розетка 1.56.027;1.56.027;Нет;64,16;9039;565;408;30,01;30,01;1364.00;69,4;256007;1225
5209;розетка 1.56.039;1.56.039;Нет;161,02;22640;1417;1022;53,17;53,17;3423.00;174,1;641490;3071
5210;розетка 1.56.035;1.56.035;Нет;116,75;16415;1026;742;38,59;38,59;2482.00;126,1;465423;2228
5211;розетка 1.56.042;1.56.042;Нет;38,43;5415;338;244;12,85;12,85;817.00;41,5;153507;733
5212;орнамент 1.60.114;1.60.114;Нет;47,79;6716;421;304;15,86;15,86;1016.00;51,6;190779;914
5213;орнамент 1.60.014;1.60.014;Нет;47,79;6716;421;304;15,86;15,86;1016.00;51,6;190779;914
5214;орнамент 1.60.011;1.60.011;Нет;20,79;2942;183;133;6,86;6,86;442.00;22,5;82883;398
5215;орнамент 1.60.111;1.60.111;Нет;20,79;2942;183;133;6,86;6,86;442.00;22,5;82883;398
5216;орнамент 1.60.007;1.60.007;Нет;19,33;2729;169;124;6,43;6,43;411.00;20,8;77489;371
5217;орнамент 1.60.005;1.60.005;Нет;19,33;2729;169;124;6,43;6,43;411.00;20,8;77489;371
5218;орнамент 1.60.012;1.60.012;Нет;51,74;7291;455;329;17,15;17,15;1100.00;55,9;206473;988
5219;орнамент 1.60.008;1.60.008;Нет;18,2;2559;160;116;6;6;387.00;19,6;72584;348
5220;орнамент 1.60.010;1.60.010;Нет;18,67;2644;163;119;6,43;6,43;397.00;20,2;74546;358
5221;орнамент 1.60.002;1.60.002;Нет;20,84;2942;183;133;6,86;6,86;443.00;22,5;83375;398
5222;орнамент 1.60.003;1.60.003;Нет;18,2;2559;160;116;6;6;387.00;19,6;72584;348
5223;орнамент 1.60.004;1.60.004;Нет;18,67;2644;163;119;6,43;6,43;397.00;20,2;74546;358
5224;орнамент 1.60.006;1.60.006;Нет;18,91;2665;167;120;6,43;6,43;402.00;20,4;75527;362
5225;орнамент 1.60.009;1.60.009;Нет;18,67;2644;163;119;6,43;6,43;397.00;20,2;74546;358
5226;орнамент 1.60.015;1.60.015;Нет;19,47;2751;172;125;6,43;6,43;414.00;21,1;77979;375
5227;орнамент 1.60.017;1.60.017;Нет;20,98;2942;184;134;7,28;7,28;446.00;22,6;83865;400
5228;орнамент 1.60.018;1.60.018;Нет;21,59;3049;189;139;7,28;7,28;459.00;23,3;86316;414
5229;орнамент 1.60.019;1.60.019;Нет;51,74;7291;455;329;17,15;17,15;1100.00;55,9;206473;988
5230;орнамент 1.60.108;1.60.108;Нет;18,2;2559;160;116;6;6;387.00;19,6;72584;348
5231;орнамент 1.60.109;1.60.109;Нет;18,67;2644;163;119;6,43;6,43;397.00;20,2;74546;358
5232;орнамент 1.60.110;1.60.110;Нет;18,67;2644;163;119;6,43;6,43;397.00;20,2;74546;358
5233;орнамент 1.60.001;1.60.001;Нет;18,96;2665;167;121;6,43;6,43;403.00;20,4;75527;362
5234;кессон 1.57.002;1.57.002;Нет;145,21;20423;1278;923;48,01;48,01;3087.00;157;578715;2769
5235;кессон 1.57.003;1.57.003;Нет;152,83;21489;1346;971;50,59;50,59;3249.00;165,2;609121;2917
5236;кессон 1.57.001;1.57.001;Нет;133,78;18824;1177;850;44,16;44,16;2844.00;144,6;533104;2552
5237;кессон 1.57.004;1.57.004;Нет;198,32;27884;1746;1260;65,61;65,61;4216.00;214,4;790093;3784
5238;купол 1.58.001;1.58.001;Нет;731,28;102838;6437;4642;236,03;236,03;15546.00;790,8;2912701;13944
5239;капитель 1.11.001;1.11.001;Нет;637,72;89685;5614;4048;210,54;210,54;13557.00;689,5;2539968;12160
5240;капитель 1.11.010;1.11.010;Нет;346,5;48733;3050;2200;114,48;114,48;7366.00;374,5;1380087;6609
5241;капитель 1.11.003;1.11.003;Нет;495,38;69668;4362;3145;163,8;163,8;10531.00;535,6;1973025;9447
5242;капитель 1.11.002;1.11.002;Нет;368,04;51761;3240;2336;121,77;121,77;7824.00;397,9;1465914;7020
