 Дата  заказа ; Номер  заказа ; Сумма,  руб. ;Город
﻿09.08.2020;14001; 2  025.00 ;Ярославль
﻿09.08.2020;14002;762.00;Санкт-Петербург
﻿09.08.2020;14004; 1  368.00 ;Сочи
﻿10.08.2020;14006; 2  402.00 ;Вологда
﻿10.08.2020;14009; 1  529.00 ;Новосибирск
﻿10.08.2020;14013; 4  061.00 ;Тюмень
﻿10.08.2020;14014; 1  620.00 ;Саратов
﻿10.08.2020;14020; 1  375.00 ;Санкт-Петербург
﻿10.08.2020;14022; 1  341.00 ;Краснодар
﻿10.08.2020;14023; 1  471.00 ;Семей
﻿11.08.2020;14030;876.00;Санкт-Петербург
﻿11.08.2020;14031;602.00;Вологда
﻿11.08.2020;14034; 1  323.00 ;Ульяновск
﻿11.08.2020;14035;347.00;Санкт-Петербург
﻿12.08.2020;14036; 1  446.00 ;Санкт-Петербург
﻿12.08.2020;14038; 4  696.00 ;Челябинск
﻿12.08.2020;14039; 1  985.00 ;Симферополь
﻿13.08.2020;14052;516.00;Анапа
﻿13.08.2020;14055; 2  187.00 ;Екатеринбург
﻿13.08.2020;14061; 2  562.00 ;Санкт-Петербург
﻿13.08.2020;14062;585.00;Псков
﻿14.08.2020;14063;568.00; Благовещенск   
﻿14.08.2020;14064; 9  476.00 ;Ростов-на-Дону
﻿14.08.2020;14065;518.00;Воронеж
﻿14.08.2020;14066; 2  759.00 ;Санкт-Петербург
﻿14.08.2020;14067;292.00;Краснодар
﻿14.08.2020;14068; 5  237.00 ;Симферополь
﻿14.08.2020;14075;964.00;Санкт-Петербург
﻿15.08.2020;14079;653.00;Санкт-Петербург
﻿15.08.2020;14080; 6  778.00 ;Тверь
﻿15.08.2020;14082;420.00;Санкт-Петербург
﻿15.08.2020;14083;347.00;Санкт-Петербург
﻿15.08.2020;14088; 2  084.00 ;Санкт-Петербург
﻿17.08.2020;14098; 1  899.00 ;Минск
﻿17.08.2020;14106; 1  677.00 ;Минск
﻿18.08.2020;14109; 2  839.00 ;Санкт-Петербург
﻿18.08.2020;14110;557.00;Саранск
﻿18.08.2020;14112; 1  971.00 ;Ростов-на-Дону
﻿18.08.2020;14116; 1  911.00 ;Краснодар
﻿18.08.2020;14120; 1  911.00 ; Набережные  Челны   
﻿18.08.2020;14124; 1  398.00 ;Санкт-Петербург
﻿19.08.2020;14127; 1  813.00 ;Самара
﻿19.08.2020;14132; 11  602.00 ;Белгород
﻿20.08.2020;14136; 2  035.00 ;Санкт-Петербург
﻿20.08.2020;14137; 1  052.00 ;Санкт-Петербург
﻿21.08.2020;14144; 1  230.00 ;Тверь
﻿21.08.2020;14147; 1  279.00 ;Самара
﻿21.08.2020;14148; 1  758.00 ;Санкт-Петербург
﻿21.08.2020;14149; 1  356.00 ;Санкт-Петербург
﻿21.08.2020;14150; 3  132.00 ;Санкт-Петербург
﻿21.08.2020;14151; 2  451.00 ;Воронеж
﻿21.08.2020;14153;910.00;Тула
﻿21.08.2020;14154; 1  271.00 ;Екатеринбург
﻿23.08.2020;14163; 6  751.00 ;Геленджик
﻿23.08.2020;14165; 1  353.00 ;Новосибирск
﻿23.08.2020;14171; 1  731.00 ;Санкт-Петербург
﻿24.08.2020;14174;566.00;Сургут
﻿24.08.2020;14180; 1  744.00 ;Санкт-Петербург
﻿25.08.2020;14186;701.00;Воронеж
﻿25.08.2020;14187; 4  627.00 ;Санкт-Петербург
﻿25.08.2020;14193; 1  392.00 ;Самара
﻿25.08.2020;14194; 1  593.00 ; Нижний  Новгород 
﻿26.08.2020;14208; 3  451.00 ;Санкт-Петербург
﻿27.08.2020;14213; 1  213.00 ;Санкт-Петербург
﻿27.08.2020;14221;600.00;Челябинск
﻿27.08.2020;14222; 34  468.00 ;Новокузнецк
﻿28.08.2020;14227; 2  741.00 ;Оренбург
﻿28.08.2020;14229;636.00;Казань
﻿28.08.2020;14230; 2  310.00 ;Санкт-Петербург
﻿28.08.2020;14231; 5  591.00 ;Белгород
﻿28.08.2020;14235; 6  966.00 ;Санкт-Петербург
﻿28.08.2020;14237;675.00;Воронеж
﻿28.08.2020;14238; 1  279.00 ;Брянск
﻿29.08.2020;14240; 1  221.00 ;Казань
﻿30.08.2020;14244;832.00; Великий  Новгород 
﻿30.08.2020;14247; 3  794.00 ;Сызрань
﻿30.08.2020;14251; 4  346.00 ;Магнитогорск
﻿31.08.2020;14255; 2  217.00 ;Краснодар
﻿31.08.2020;14257; 3  009.00 ;Уфа
﻿31.08.2020;14258; 24  118.00 ;Владивосток
﻿31.08.2020;14259; 2  235.00 ; Нижний  Новгород 
﻿31.08.2020;14265; 1  052.00 ;Санкт-Петербург
﻿01.09.2020;14271;952.00;Калуга
﻿02.09.2020;14274; 1  407.00 ;Санкт-Петербург
﻿02.09.2020;14281;755.00;Белгород
﻿02.09.2020;14284; 2  410.00 ;Санкт-Петербург
﻿03.09.2020;14286; 2  689.00 ;Санкт-Петербург
﻿03.09.2020;14287; 1  350.00 ;Санкт-Петербург
﻿03.09.2020;14288;400.00;Тюмень
﻿03.09.2020;14289; 1  122.00 ;Тула
﻿03.09.2020;14292; 1  909.00 ;Казань
﻿04.09.2020;14297; 8  431.00 ;Иркутск
﻿04.09.2020;14302; 2  198.00 ;Архангельск
﻿04.09.2020;14303; 2  579.00 ;Санкт-Петербург
﻿05.09.2020;14308; 1  674.00 ;Атырау
﻿06.09.2020;14309; 1  229.00 ;Санкт-Петербург
﻿06.09.2020;14313; 1  139.00 ;Санкт-Петербург
﻿07.09.2020;14318; 1  087.00 ;Новосибирск
﻿07.09.2020;14324; 1  334.00 ;Санкт-Петербург
﻿07.09.2020;14326; 1  884.00 ;Йошкар-Ола
﻿07.09.2020;14327; 2  223.00 ;Краснодар
﻿08.09.2020;14331; 1  170.00 ;Екатеринбург
﻿09.09.2020;14345; 1  642.00 ;Ростов-на-Дону
﻿09.09.2020;14347; 3  145.00 ; Нижний  Новгород 
﻿10.09.2020;14355; 3  247.00 ;Санкт-Петербург
﻿11.09.2020;14362; 1  246.00 ;Санкт-Петербург
﻿11.09.2020;14365; 1  405.00 ;Ульяновск
﻿12.09.2020;14371; 1  529.00 ;Санкт-Петербург
﻿13.09.2020;14373;891.00;Екатеринбург
﻿13.09.2020;14380; 1  529.00 ;Санкт-Петербург
﻿13.09.2020;14382; 1  210.00 ;Первоуральск
﻿13.09.2020;14384; 1  864.00 ;Ростов-на-Дону
﻿14.09.2020;14386;858.00;Тюмень
﻿14.09.2020;14393; 1  621.00 ;Пенза
﻿14.09.2020;14395;730.00;Тверь
﻿14.09.2020;14397;936.00;Санкт-Петербург
﻿14.09.2020;14398; 23  592.00 ;Минск
﻿15.09.2020;14400; 1  233.00 ;Санкт-Петербург
﻿15.09.2020;14401; 2  629.00 ;Екатеринбург
﻿15.09.2020;14402; 1  462.00 ;Ижевск
﻿15.09.2020;14403; 1  546.00 ;Санкт-Петербург
﻿15.09.2020;14408;863.00;Уфа
﻿15.09.2020;14411; 2  756.00 ;Симферополь
﻿15.09.2020;14412; 4  005.00 ;Челябинск
﻿15.09.2020;14414;819.00;Киев
﻿16.09.2020;14417; 1  399.00 ;Санкт-Петербург
﻿16.09.2020;14419; 10  078.00 ;Петропавловск
﻿17.09.2020;14428; 1  703.00 ;Санкт-Петербург
﻿17.09.2020;14429;292.00; Нижний  Новгород 
﻿17.09.2020;14433; 2  533.00 ;Орск
﻿17.09.2020;14435;602.00; Нижний  Новгород 
﻿17.09.2020;14436;711.00;Санкт-Петербург
﻿18.09.2020;14445; 2  597.00 ;Киев
﻿19.09.2020;14449;730.00;Краснодар
﻿19.09.2020;14451; 1  993.00 ;Санкт-Петербург
﻿19.09.2020;14453;557.00;Сургут
﻿20.09.2020;14455; 1  620.00 ;Ижевск
﻿20.09.2020;14457; 2  312.00 ;Санкт-Петербург
﻿20.09.2020;14461;419.00;Уфа
﻿20.09.2020;14462;419.00;Уфа
﻿20.09.2020;14464;944.00;Новосибирск
﻿20.09.2020;14465; 1  404.00 ;Санкт-Петербург
﻿21.09.2020;14470;762.00;Санкт-Петербург
﻿21.09.2020;14475; 8  530.00 ;Курган
﻿21.09.2020;14479; 2  336.00 ;Санкт-Петербург
﻿22.09.2020;14480; 9  330.00 ;Новосибирск
﻿22.09.2020;14482; 2  229.00 ;Чебоксары
﻿22.09.2020;14485; 1  710.00 ;Воронеж
﻿22.09.2020;14487; 1  230.00 ;Тверь
﻿22.09.2020;14488;700.00;Сыктывкар
﻿22.09.2020;14490; 7  039.00 ;Курск
﻿23.09.2020;14495; 2  708.00 ;Челябинск
﻿23.09.2020;14500; 1  193.00 ;Чебоксары
﻿23.09.2020;14503; 1  643.00 ;Ростов-на-Дону
﻿23.09.2020;14505; 3  950.00 ;Новосибирск
﻿24.09.2020;14508; 3  314.00 ;Пятигорск
﻿24.09.2020;14510;741.00;Владивосток
﻿24.09.2020;14511; 1  381.00 ;Санкт-Петербург
﻿24.09.2020;14516;935.00;Севастополь
﻿24.09.2020;14517; 1  087.00 ;Йошкар-Ола
﻿24.09.2020;14521; 1  923.00 ;Тверь
﻿25.09.2020;14522; 4  384.00 ;Новосибирск
﻿25.09.2020;14523; 18  106.00 ;Тюмень
﻿25.09.2020;14524; 1  141.00 ;Санкт-Петербург
﻿26.09.2020;14529;721.00;Санкт-Петербург
﻿26.09.2020;14533; 1  817.00 ;Архангельск
﻿27.09.2020;14536; 3  566.00 ;Екатеринбург
﻿28.09.2020;14540; 1  208.00 ;Пермь
﻿28.09.2020;14541; 8  812.00 ;Санкт-Петербург
﻿28.09.2020;14546;611.00;Минск
﻿28.09.2020;14550; 1  368.00 ;Белгород
﻿29.09.2020;14553;702.00;Санкт-Петербург
﻿29.09.2020;14554; 3  401.00 ;Санкт-Петербург
﻿29.09.2020;14560;762.00;Санкт-Петербург
﻿29.09.2020;14561;614.00;Санкт-Петербург
﻿29.09.2020;14563;819.00;Краснодар
﻿29.09.2020;14565;957.00;Чебоксары
﻿30.09.2020;14568; 1  403.00 ;Санкт-Петербург
﻿30.09.2020;14569; 5  021.00 ;Калуга
﻿30.09.2020;14575; 3  321.00 ;Санкт-Петербург
﻿30.09.2020;14576; 1  208.00 ;Нефтекамск
﻿30.09.2020;14577; 4  162.00 ;Краснодар
﻿01.10.2020;14578; 1  817.00 ;Мурманск
﻿01.10.2020;14579; 2  214.00 ;Санкт-Петербург
﻿01.10.2020;14585; 2  085.00 ;Санкт-Петербург
﻿01.10.2020;14587; 3  207.00 ;Ижевск
﻿02.10.2020;14590;875.00;Курск
﻿02.10.2020;14593;901.00;Пенза
﻿02.10.2020;14594;600.00;Пенза
﻿02.10.2020;14596; 2  093.00 ;Санкт-Петербург
﻿02.10.2020;14597; 1  408.00 ;Абакан
﻿02.10.2020;14598;623.00;Вологда
﻿02.10.2020;14599; 1  598.00 ;Санкт-Петербург
﻿03.10.2020;14608; 2  929.00 ;Екатеринбург
﻿04.10.2020;14610;932.00;Санкт-Петербург
﻿05.10.2020;14615; 1  582.00 ;Екатеринбург
﻿05.10.2020;14619; 1  208.00 ;Краснодар
﻿05.10.2020;14624; 4  000.00 ;Новокузнецк
﻿05.10.2020;14629; 1  366.00 ;Минск
﻿06.10.2020;14630; 2  132.00 ;Санкт-Петербург
﻿06.10.2020;14631; 23  728.00 ;Красноярск
﻿06.10.2020;14638; 1  086.00 ;Усть-Каменогорск
﻿06.10.2020;14639;420.00;Санкт-Петербург
﻿07.10.2020;14640; 1  403.00 ;Санкт-Петербург
﻿07.10.2020;14647; 2  145.00 ; Нижний  Новгород 
﻿07.10.2020;14652; 1  645.00 ;Санкт-Петербург
﻿07.10.2020;14653;600.00;Челябинск
﻿08.10.2020;14654; 1  308.00 ;Качканар
﻿08.10.2020;14656;913.00;Тула
﻿08.10.2020;14661; 2  248.00 ;Санкт-Петербург
﻿08.10.2020;14666;944.00;Мурманск
﻿09.10.2020;14667; 1  451.00 ;Владивосток
﻿09.10.2020;14668; 1  403.00 ;Санкт-Петербург
﻿09.10.2020;14669; 1  300.00 ;Пермь
﻿09.10.2020;14675;642.00;Санкт-Петербург
﻿09.10.2020;14678; 1  420.00 ;Санкт-Петербург
﻿10.10.2020;14683; 1  335.00 ;Сургут
﻿10.10.2020;14684; 3  428.00 ;Краснодар
﻿10.10.2020;14685;935.00;Краснодар
﻿10.10.2020;14688; 5  911.00 ;Курск
﻿12.10.2020;14696; 3  233.00 ;Самара
﻿12.10.2020;14699; 3  574.00 ;Санкт-Петербург
﻿12.10.2020;14702; 1  334.00 ;Минск
﻿12.10.2020;14703;765.00;Новосибирск
﻿12.10.2020;14705; 10  866.00 ; Старый  Оскол 
﻿12.10.2020;14707; 3  137.00 ;Санкт-Петербург
﻿12.10.2020;14710;891.00; Нижний  Новгород 
﻿13.10.2020;14712;730.00;Иваново
﻿13.10.2020;14719; 2  250.00 ;Санкт-Петербург
﻿13.10.2020;14721; 1  620.00 ;Новосибирск
﻿13.10.2020;14723; 1  645.00 ;Санкт-Петербург
﻿13.10.2020;14726; 1  778.00 ;Оренбург
﻿13.10.2020;14727; 2  958.00 ;Сочи
﻿14.10.2020;14729; 1  246.00 ;Санкт-Петербург
﻿14.10.2020;14732; 1  047.00 ;Санкт-Петербург
﻿15.10.2020;14738; 4  628.00 ; Нижний  Новгород 
﻿15.10.2020;14740; 2  399.00 ;Воронеж
﻿15.10.2020;14742; 4  341.00 ;Сочи
﻿15.10.2020;14744;249.00;Курган
﻿15.10.2020;14747;577.00;Краснодар
﻿15.10.2020;14748; 1  970.00 ;Санкт-Петербург
﻿16.10.2020;14751; 1  987.00 ;Тверь
﻿16.10.2020;14752; 1  994.00 ;Санкт-Петербург
﻿16.10.2020;14753; 1  907.00 ;Белгород
﻿16.10.2020;14757; 2  605.00 ;Белгород
﻿16.10.2020;14761; 6  114.00 ;Санкт-Петербург
﻿16.10.2020;14764; 1  141.00 ;Санкт-Петербург
﻿17.10.2020;14766; 3  344.00 ; Новый  Уренгой 
﻿17.10.2020;14767; 3  261.00 ;Самара
﻿17.10.2020;14768; 1  849.00 ;Санкт-Петербург
﻿18.10.2020;14770; 1  451.00 ;Казань
﻿18.10.2020;14771; 4  501.00 ;Иркутск
﻿18.10.2020;14774;834.00;Екатеринбург
﻿18.10.2020;14777; 1  775.00 ;Архангельск
﻿18.10.2020;14778; 3  425.00 ;Краснодар
﻿19.10.2020;14781; 2  483.00 ;Ульяновск
﻿19.10.2020;14783; 4  482.00 ;Санкт-Петербург
﻿19.10.2020;14784;440.00;Санкт-Петербург
﻿19.10.2020;14788;677.00;Краснодар
﻿19.10.2020;14789; 12  035.00 ; Нижний  Новгород 
﻿19.10.2020;14790;675.00;Саратов
﻿19.10.2020;14792; 1  653.00 ;Уфа
﻿19.10.2020;14793; 2  563.00 ;Тюмень
﻿19.10.2020;14795;839.00;Санкт-Петербург
﻿19.10.2020;14796; 1  908.00 ;Уфа
﻿20.10.2020;14801; 8  179.00 ;Волгоград
﻿20.10.2020;14802; 10  743.00 ;Волгоград
﻿20.10.2020;14808; 2  218.00 ;Санкт-Петербург
﻿21.10.2020;14814; 1  600.00 ;Белгород
﻿21.10.2020;14815; 2  481.00 ; Нижний  Новгород 
﻿22.10.2020;14819;901.00;Санкт-Петербург
﻿22.10.2020;14821; 1  334.00 ; Старый  Оскол 
﻿22.10.2020;14823; 1  387.00 ;Санкт-Петербург
﻿22.10.2020;14824; 1  213.00 ;Краснодар
﻿22.10.2020;14825;891.00;Абакан
﻿22.10.2020;14826; 1  253.00 ;Санкт-Петербург
﻿22.10.2020;14827; 18  241.00 ;Ростов-на-Дону
﻿23.10.2020;14829; 2  761.00 ;Санкт-Петербург
﻿23.10.2020;14834; 3  261.00 ;Пермь
﻿23.10.2020;14836;799.00;Вологда
﻿23.10.2020;14837; 1  643.00 ;Санкт-Петербург
﻿24.10.2020;14842;590.00;Тюмень
﻿24.10.2020;14846; 4  600.00 ;Санкт-Петербург
﻿24.10.2020;14847;935.00;Санкт-Петербург
﻿24.10.2020;14848; 4  114.00 ;Санкт-Петербург
﻿24.10.2020;14849;991.00;Санкт-Петербург
﻿25.10.2020;14852;577.00;Новосибирск
﻿25.10.2020;14855; 1  606.00 ;Санкт-Петербург
﻿25.10.2020;14856; 1  606.00 ;Санкт-Петербург
﻿25.10.2020;14858;330.00; Нижний  Новгород 
﻿26.10.2020;14860; 12  770.00 ;Чита
﻿26.10.2020;14865;611.00;Челябинск
﻿26.10.2020;14866;387.00;Чебоксары
﻿26.10.2020;14867; 1  674.00 ; Новый  Уренгой 
﻿26.10.2020;14869; 1  334.00 ;Санкт-Петербург
﻿27.10.2020;14874;656.00;Ярославль
﻿27.10.2020;14876;656.00;Калуга
﻿27.10.2020;14883; 1  674.00 ;Минск
﻿27.10.2020;14884;616.00;Санкт-Петербург
﻿28.10.2020;14887; 1  670.00 ;Санкт-Петербург
﻿28.10.2020;14891;677.00; Нижний  Новгород 
﻿29.10.2020;14893; 3  227.00 ;Воронеж
﻿29.10.2020;14898; 2  217.00 ;Казань
﻿29.10.2020;14899;923.00;Уфа
﻿29.10.2020;14900; 4  476.00 ;Сочи
﻿29.10.2020;14901; 1  266.00 ;Санкт-Петербург
﻿30.10.2020;14904; 5  130.00 ;Сургут
﻿30.10.2020;14907; 2  028.00 ;Санкт-Петербург
﻿30.10.2020;14912; 1  987.00 ; Нижний  Новгород 
﻿31.10.2020;14913; 35  395.00 ;Новороссийск
﻿31.10.2020;14914; 2  294.00 ;Санкт-Петербург
﻿31.10.2020;14916; 2  549.00 ;Санкт-Петербург
﻿31.10.2020;14917; 1  503.00 ;Самара
﻿01.11.2020;14921; 1  674.00 ;Санкт-Петербург
﻿02.11.2020;14938; 2  230.00 ;Санкт-Петербург
﻿03.11.2020;14940; 1  810.00 ;Сочи
﻿03.11.2020;14941; 9  529.00 ;Ростов-на-Дону
﻿03.11.2020;14943; 1  233.00 ;Симферополь
﻿03.11.2020;14944; 1  193.00 ;Екатеринбург
﻿03.11.2020;14945;347.00;Санкт-Петербург
﻿03.11.2020;14948; 2  033.00 ;Рязань
﻿03.11.2020;14951; 2  561.00 ;Ростов-на-Дону
﻿03.11.2020;14953; 1  590.00 ;Санкт-Петербург
﻿03.11.2020;14955;918.00;Алматы
﻿03.11.2020;14956; 2  864.00 ;Санкт-Петербург
﻿04.11.2020;14963;828.00;Астрахань
﻿04.11.2020;14965; 3  679.00 ;Санкт-Петербург
﻿05.11.2020;14967; 1  221.00 ;Екатеринбург
﻿05.11.2020;14968; 6  316.00 ;Новосибирск
﻿05.11.2020;14969; 4  117.00 ;Самара
﻿05.11.2020;14978; 2  240.00 ;Сыктывкар
﻿05.11.2020;14980; 2  015.00 ;Петрозаводск
﻿05.11.2020;14984;799.00;Вологда
﻿06.11.2020;14988; 8  873.00 ;Севастополь
﻿06.11.2020;14990; 3  758.00 ;Санкт-Петербург
﻿06.11.2020;14994;832.00;Иваново
﻿06.11.2020;14995; 1  343.00 ;Санкт-Петербург
﻿07.11.2020;14998;779.00;Севастополь
﻿07.11.2020;14999; 1  320.00 ;Курган
﻿07.11.2020;15000;605.00;Краснодар
﻿08.11.2020;15004;557.00;Белгород
﻿08.11.2020;15009;707.00;Красноярск
﻿09.11.2020;15015; 3  337.00 ; Нижний  Новгород 
﻿09.11.2020;15016;741.00;Ижевск
﻿09.11.2020;15022;731.00;Тула
﻿09.11.2020;15026; 1  420.00 ;Междуреченск
﻿09.11.2020;15035; 1  670.00 ;Санкт-Петербург
﻿10.11.2020;15044; 3  102.00 ;Ижевск
﻿10.11.2020;15046;701.00;Владивосток
﻿10.11.2020;15048;873.00;Санкт-Петербург
﻿10.11.2020;15049; 2  630.00 ;Санкт-Петербург
﻿10.11.2020;15050; 1  755.00 ;Екатеринбург
﻿10.11.2020;15052; 3  886.00 ;Санкт-Петербург
﻿10.11.2020;15053; 1  535.00 ; Новый  Уренгой 
﻿10.11.2020;15059;675.00; Старый  Оскол 
﻿10.11.2020;15063; 2  036.00 ;Санкт-Петербург
﻿11.11.2020;15066; 2  491.00 ;Челябинск
﻿11.11.2020;15067;795.00;Санкт-Петербург
﻿11.11.2020;15069; 1  753.00 ;Чебоксары
﻿11.11.2020;15071;610.00;Самара
﻿12.11.2020;15084; 5  262.00 ;Оренбург
﻿12.11.2020;15086; 1  696.00 ;Челябинск
﻿13.11.2020;15092; 2  314.00 ;Курск
﻿13.11.2020;15093; 1  674.00 ;Ульяновск
﻿14.11.2020;15096; 4  061.00 ;Челябинск
﻿14.11.2020;15097; 7  250.00 ;Ростов-на-Дону
﻿14.11.2020;15102; 1  887.00 ;Санкт-Петербург
﻿15.11.2020;15106; 12  026.00 ;Санкт-Петербург
﻿15.11.2020;15108; 1  381.00 ;Санкт-Петербург
﻿15.11.2020;15111; 2  240.00 ; Великий  Новгород 
﻿15.11.2020;15112;576.00;Екатеринбург
﻿15.11.2020;15114; 1  703.00 ;Санкт-Петербург
﻿15.11.2020;15115; 1  817.00 ;Мурманск
﻿15.11.2020;15116;700.00; Нижний  Новгород 
﻿15.11.2020;15117; 1  763.00 ;Северодвинск
﻿15.11.2020;15118; 1  643.00 ;Санкт-Петербург
﻿15.11.2020;15119;623.00; Старый  Оскол 
﻿15.11.2020;15120; 5  112.00 ;Краснодар
﻿15.11.2020;15121; 1  323.00 ;Краснодар
﻿16.11.2020;15122; 6  512.00 ;Санкт-Петербург
﻿16.11.2020;15123;330.00;Алматы
﻿16.11.2020;15127;602.00;Воронеж
﻿16.11.2020;15129; 1  669.00 ;Пятигорск
﻿16.11.2020;15133;675.00;Воронеж
﻿16.11.2020;15134;991.00;Ростов-на-Дону
﻿17.11.2020;15141; 1  230.00 ;Санкт-Петербург
﻿17.11.2020;15143; 1  996.00 ;Новосибирск
﻿17.11.2020;15144;299.00; Нижний  Новгород 
﻿17.11.2020;15146; 4  934.00 ;Орел
﻿18.11.2020;15148; 3  185.00 ;Петропавловск
﻿18.11.2020;15159; 2  735.00 ;Симферополь
﻿18.11.2020;15160;288.00;Северодвинск
﻿18.11.2020;15162; 1  421.00 ;Санкт-Петербург
﻿18.11.2020;15163; 9  274.00 ;Сочи
﻿19.11.2020;15169; 1  134.00 ;Краснодар
﻿19.11.2020;15175; 13  247.00 ;Санкт-Петербург
﻿19.11.2020;15176; 1  668.00 ;Санкт-Петербург
﻿19.11.2020;15177; 1  821.00 ;Санкт-Петербург
﻿20.11.2020;15183; 10  037.00 ;Челябинск
﻿20.11.2020;15186;330.00;Казань
﻿20.11.2020;15188; 3  718.00 ;Санкт-Петербург
﻿20.11.2020;15190; 1  187.00 ;Черкесск
﻿20.11.2020;15191; 1  392.00 ;Брянск
﻿20.11.2020;15192; 2  148.00 ;Минск
﻿21.11.2020;15195;568.00;Уфа
﻿21.11.2020;15196; 1  621.00 ;Ульяновск
﻿21.11.2020;15197; 1  261.00 ;Екатеринбург
﻿22.11.2020;15202; 2  199.00 ;Санкт-Петербург
﻿22.11.2020;15205; 2  471.00 ;Липецк
﻿23.11.2020;15211; 5  569.00 ;Санкт-Петербург
﻿23.11.2020;15217; 1  674.00 ;Санкт-Петербург
﻿24.11.2020;15222;670.00;Санкт-Петербург
﻿24.11.2020;15223; 2  449.00 ;Санкт-Петербург
﻿24.11.2020;15226;944.00;Краснодар
﻿24.11.2020;15228; 1  253.00 ;Санкт-Петербург
﻿24.11.2020;15230; 1  341.00 ;Санкт-Петербург
﻿25.11.2020;15237; 4  177.00 ;Калининград
﻿25.11.2020;15239; 3  029.00 ;Кострома
﻿25.11.2020;15242; 1  714.00 ;Абакан
﻿26.11.2020;15245; 6  769.00 ;Челябинск
﻿26.11.2020;15248;755.00;Ленинск-Кузнецкий
﻿26.11.2020;15252; 3  939.00 ;Челябинск
﻿26.11.2020;15258; 1  802.00 ;Оренбург
﻿26.11.2020;15259;875.00; Нижний  Новгород 
﻿27.11.2020;15263;566.00;Белгород
﻿27.11.2020;15266;292.00;Ярославль
﻿27.11.2020;15267;890.00;Челябинск
﻿28.11.2020;15272; 1  486.00 ;Уфа
﻿28.11.2020;15274;641.00;Санкт-Петербург
﻿29.11.2020;15279;935.00;Новокузнецк
﻿29.11.2020;15280; 1  514.00 ;Санкт-Петербург
﻿29.11.2020;15283;566.00;Калининград
﻿29.11.2020;15285; 1  097.00 ;Санкт-Петербург
﻿29.11.2020;15286; 4  838.00 ;Серов
﻿29.11.2020;15287;330.00;Екатеринбург
﻿29.11.2020;15288; 1  097.00 ;Санкт-Петербург
﻿30.11.2020;15292;730.00;Челябинск
﻿30.11.2020;15297; 7  849.00 ;Нефтекамск
﻿01.12.2020;15300; 1  702.00 ;Санкт-Петербург
﻿01.12.2020;15304;577.00;Екатеринбург
﻿01.12.2020;15305; 3  425.00 ;Якутск
﻿01.12.2020;15306;982.00;Санкт-Петербург
﻿01.12.2020;15312;889.00;Санкт-Петербург
﻿01.12.2020;15313; 1  923.00 ;Екатеринбург
﻿02.12.2020;15320;632.00;Санкт-Петербург
﻿02.12.2020;15321; 1  397.00 ;Санкт-Петербург
﻿02.12.2020;15325; 1  562.00 ;Екатеринбург
﻿02.12.2020;15326;689.00;Санкт-Петербург
﻿02.12.2020;15328; 1  713.00 ;Воронеж
﻿02.12.2020;15329; 1  506.00 ;Санкт-Петербург
﻿03.12.2020;15331;602.00;Вологда
﻿03.12.2020;15333;612.00;Екатеринбург
﻿03.12.2020;15336;910.00;Ярославль
﻿03.12.2020;15337;726.00; Нижний  Новгород 
﻿03.12.2020;15340; 1  213.00 ;Краснодар
﻿03.12.2020;15346; 6  472.00 ;Курск
﻿04.12.2020;15350; 1  229.00 ;Санкт-Петербург
﻿04.12.2020;15352;656.00;Екатеринбург
﻿04.12.2020;15353;583.00;Санкт-Петербург
﻿04.12.2020;15355;526.00;Оренбург
﻿04.12.2020;15357; 1  659.00 ;Самара
﻿04.12.2020;15359; 11  280.00 ;Санкт-Петербург
﻿04.12.2020;15361; 2  353.00 ;Санкт-Петербург
﻿04.12.2020;15362;929.00;Новосибирск
﻿05.12.2020;15364; 7  197.00 ;Санкт-Петербург
﻿05.12.2020;15365; 1  989.00 ;Владивосток
﻿05.12.2020;15367; 1  786.00 ;Санкт-Петербург
﻿05.12.2020;15368;795.00;Санкт-Петербург
﻿05.12.2020;15374;555.00;Сургут
﻿06.12.2020;15378; 1  141.00 ;Санкт-Петербург
﻿06.12.2020;15379;828.00;Самара
﻿06.12.2020;15383;891.00;Липецк
﻿07.12.2020;15384; 1  649.00 ;Тюмень
﻿07.12.2020;15387;249.00;Самара
﻿07.12.2020;15391; 2  834.00 ;Санкт-Петербург
﻿07.12.2020;15392; 4  660.00 ;Санкт-Петербург
﻿07.12.2020;15393;546.00;Ростов-на-Дону
﻿08.12.2020;15397; 7  316.00 ;Тула
﻿08.12.2020;15399; 1  875.00 ;Смоленск
﻿08.12.2020;15402; 1  206.00 ;Новосибирск
﻿08.12.2020;15406; 3  259.00 ;Краснодар
﻿08.12.2020;15409; 10  419.00 ;Воронеж
﻿08.12.2020;15412; 4  199.00 ;Санкт-Петербург
﻿09.12.2020;15413; 3  070.00 ;Якутск
﻿09.12.2020;15422;446.00;Санкт-Петербург
﻿09.12.2020;15423; 1  097.00 ;Тверь
﻿09.12.2020;15426; 3  231.00 ;Санкт-Петербург
﻿10.12.2020;15428;612.00;Екатеринбург
﻿10.12.2020;15431;765.00;Калининград
﻿10.12.2020;15432; 2  447.00 ;Санкт-Петербург
﻿10.12.2020;15434;944.00;Самара
﻿10.12.2020;15435; 1  843.00 ;Санкт-Петербург
﻿10.12.2020;15438; 2  618.00 ; Нижний  Новгород 
﻿10.12.2020;15439; 11  191.00 ;Санкт-Петербург
﻿10.12.2020;15442; 10  304.00 ;Санкт-Петербург
﻿11.12.2020;15444;662.00;Хабаровск
