 Дата  заказа ; Номер  заказа ; Сумма,  руб. ;Город
﻿08.04.2021;16720;699.00;Псков
﻿08.04.2021;16721; 1  390.00 ;Санкт-Петербург
﻿08.04.2021;16728; 1  398.00 ;Самара
﻿09.04.2021;16733; 9  738.00 ;Воронеж
﻿10.04.2021;16738;611.00;Новосибирск
﻿10.04.2021;16742; 1  690.00 ;Санкт-Петербург
﻿11.04.2021;16746; 1  718.00 ; Старый  Оскол 
﻿11.04.2021;16748; 1  075.00 ;Ханты-Мансийск
﻿11.04.2021;16749; 1  196.00 ;Санкт-Петербург
﻿11.04.2021;16750;578.00;Красноярск
﻿11.04.2021;16752; 1  661.00 ;Санкт-Петербург
﻿11.04.2021;16753; 1  648.00 ;Санкт-Петербург
﻿11.04.2021;16754; 1  106.00 ;Пермь
﻿12.04.2021;16755; 1  457.00 ;Санкт-Петербург
﻿12.04.2021;16756; 1  493.00 ;Челябинск
﻿12.04.2021;16759; 2  300.00 ;Челябинск
﻿12.04.2021;16760; 1  659.00 ;Курск
﻿12.04.2021;16762; 2  653.00 ; Нижний  Новгород 
﻿12.04.2021;16766; 2  428.00 ;Краснодар
﻿13.04.2021;16767;999.00;Челябинск
﻿13.04.2021;16768;902.00;Симферополь
﻿13.04.2021;16770; 2  525.00 ;Тюмень
﻿13.04.2021;16771; 1  399.00 ;Санкт-Петербург
﻿13.04.2021;16775; 1  124.00 ;Краснодар
﻿13.04.2021;16776; 7  711.00 ;Санкт-Петербург
﻿14.04.2021;16789; 11  463.00 ;Симферополь
﻿15.04.2021;16792; 2  615.00 ;Санкт-Петербург
﻿15.04.2021;16794; 1  038.00 ;Екатеринбург
﻿15.04.2021;16798; 1  038.00 ;Екатеринбург
﻿15.04.2021;16800; 1  904.00 ;Санкт-Петербург
﻿15.04.2021;16801;420.00;Самара
﻿16.04.2021;16802;628.00;Санкт-Петербург
﻿16.04.2021;16803; 1  256.00 ;Тюмень
﻿16.04.2021;16806; 1  190.00 ;Минск
﻿16.04.2021;16811; 1  299.00 ;Оренбург
﻿16.04.2021;16812; 1  731.00 ;Саратов
﻿17.04.2021;16819; 1  299.00 ;Санкт-Петербург
﻿17.04.2021;16820; 4  937.00 ;Уфа
﻿17.04.2021;16822; 3  211.00 ;Санкт-Петербург
﻿17.04.2021;16823; 1  904.00 ;Челябинск
﻿18.04.2021;16825; 2  164.00 ;Санкт-Петербург
﻿18.04.2021;16826; 2  066.00 ;Санкт-Петербург
﻿18.04.2021;16827;576.00;Краснодар
﻿19.04.2021;16831; 1  425.00 ;Новосибирск
﻿19.04.2021;16833; 2  108.00 ;Екатеринбург
﻿19.04.2021;16836; 7  006.00 ;Краснодар
﻿19.04.2021;16839; 1  783.00 ;Санкт-Петербург
﻿19.04.2021;16841; 1  963.00 ;Ульяновск
﻿20.04.2021;16846; 1  381.00 ;Санкт-Петербург
﻿20.04.2021;16848;420.00;Санкт-Петербург
﻿21.04.2021;16858; 1  829.00 ;Санкт-Петербург
﻿21.04.2021;16860;767.00;Тюмень
﻿21.04.2021;16865; 6  853.00 ;Санкт-Петербург
﻿22.04.2021;16866; 1  022.00 ;Санкт-Петербург
﻿22.04.2021;16867; 4  665.00 ;Ростов-на-Дону
﻿22.04.2021;16868; 2  324.00 ;Краснодар
﻿22.04.2021;16869;767.00;Санкт-Петербург
﻿22.04.2021;16873;879.00;Санкт-Петербург
﻿22.04.2021;16874; 4  217.00 ;Краснодар
﻿23.04.2021;16876; 27  227.00 ;Сочи
﻿23.04.2021;16880; 2  285.00 ;Санкт-Петербург
﻿23.04.2021;16881; 1  789.00 ;Санкт-Петербург
﻿23.04.2021;16883; 1  770.00 ;Санкт-Петербург
﻿23.04.2021;16887;684.00;Санкт-Петербург
﻿24.04.2021;16890; 1  196.00 ;Тверь
﻿24.04.2021;16892; 1  234.00 ;Самара
﻿24.04.2021;16893;999.00;Краснодар
﻿24.04.2021;16895; 1  408.00 ;Санкт-Петербург
﻿24.04.2021;16896;714.00;Ульяновск
﻿25.04.2021;16901; 3  160.00 ;Вологда
﻿25.04.2021;16904; 15  586.00 ;Саратов
﻿25.04.2021;16906; 1  690.00 ;Краснодар
﻿25.04.2021;16907; 2  384.00 ;Сургут
﻿26.04.2021;16911;999.00;Санкт-Петербург
﻿26.04.2021;16912;999.00;Санкт-Петербург
﻿26.04.2021;16914; 2  830.00 ;Пятигорск
﻿27.04.2021;16919; 2  741.00 ;Калининград
﻿27.04.2021;16920;755.00;Санкт-Петербург
﻿27.04.2021;16926; 2  709.00 ;Новосибирск
﻿27.04.2021;16930; 11  873.00 ; Нижний  Новгород 
﻿27.04.2021;16931; 8  574.00 ;Челябинск
﻿27.04.2021;16932; 1  364.00 ;Ростов-на-Дону
﻿27.04.2021;16933;644.00;Ростов-на-Дону
﻿28.04.2021;16935;613.00;Черкесск
﻿28.04.2021;16936; 3  708.00 ;Санкт-Петербург
﻿28.04.2021;16937; 2  022.00 ;Санкт-Петербург
﻿28.04.2021;16940; 5  240.00 ;Кострома
﻿28.04.2021;16944; 2  036.00 ;Санкт-Петербург
﻿29.04.2021;16947; 1  510.00 ;Санкт-Петербург
﻿29.04.2021;16950; 3  450.00 ;Санкт-Петербург
﻿29.04.2021;16951;815.00;Северодвинск
﻿30.04.2021;16954; 3  389.00 ;Екатеринбург
﻿30.04.2021;16955;713.00;Воронеж
